EJE;DEN. EJE (CORTA);DEN. EJE (LARGA);DESCRIPCIÓN;OBJETIVO;DEN. OBJETIVO (CORTA);DEN. OBJETIVO (LARGA);DESCRIPCIÓN;LINEA;DEN. LINEA ACTUACIÓN (CORTA);DEN. LINEA ACTUACIÓN (LARGA);DESCRIPCIÓN;PEP;DEN. PEP(CORTA);DEN. PEP(LARGA);;AMOUNT
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;402;Emergencias;Prevención y protección de emergencias;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40201;Prevención;Prevención y autoprotección;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2008000161;Formación en materia de Protección Civil;Formación en materia de Protección Civil;Formación en materia de Protección Civil;1000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;402;Emergencias;Prevención y protección de emergencias;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40202;Bomberos;Bomberos y emergencias médicas;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2005000081;Equipo entrenamiento/intervención;Equipo entrenamiento/intervención;Equipo entrenamiento/intervención;140000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;402;Emergencias;Prevención y protección de emergencias;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40202;Bomberos;Bomberos y emergencias médicas;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2005000085;Actividad deportiva Protección Civil;Subvención Asociación Deportivo-Cultural;Subvención Asociación Deportivo-Cultural;6000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;402;Emergencias;Prevención y protección de emergencias;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40202;Bomberos;Bomberos y emergencias médicas;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2005000086;Actividad deportiva Seguridad Ciudadana;Actividades deportivo-culturales;Actividades deportivo-culturales;6000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;402;Emergencias;Prevención y protección de emergencias;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40202;Bomberos;Bomberos y emergencias médicas;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000216;G/C Material entrenamiento e intervenc.;Gasto corriente material entrenamiento e intervención/Protección Civil;Gasto corriente material entrenamiento e intervención/Protección Civil;174500
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;402;Emergencias;Prevención y protección de emergencias;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40202;Bomberos;Bomberos y emergencias médicas;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000218;G/C Mantenimiento parque móvil Prot.Civi;Mantenimiento parque móvil Protección Civil;Mantenimiento parque móvil Protección Civil;102000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;402;Emergencias;Prevención y protección de emergencias;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40202;Bomberos;Bomberos y emergencias médicas;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;99909997;Plantilla Bomberos;Plantilla de Bomberos;Plantilla de Bomberos;14548595
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;402;Emergencias;Prevención y protección de emergencias;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40203;Coordinación emergencias;Coordinación de emergencias;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000217;Informática y comunicaciones/Prot. Civil;Informática y comunicaciones/Protección Civil;Informática y comunicaciones/Protección Civil;189670
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40301;Control alimentos;Control sanitario de alimentos;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2005000070;Equipamiento Salud/Consumo;Equipamiento General del Area;Equipamiento General del Area;20000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40301;Control alimentos;Control sanitario de alimentos;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000177;G/C Control y vigilancia alimentos;Control y vigilancia alimentos y establecimientos alimentarios;Control y vigilancia alimentos y establecimientos alimentarios;82500
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40302;Protección salud;Protección de la Salud Ambiental y de Medio Urbano;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000178;G/C Control y vigilancia agua consumo;Control y vigilancia de agua de consumo público en Bilbao;Control y vigilancia de agua de consumo público en Bilbao;30000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40302;Protección salud;Protección de la Salud Ambiental y de Medio Urbano;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000179;G/C control población ratas e insectos;Control de la población de ratas e insectos;Control de la población de ratas e insectos;71600
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40302;Protección salud;Protección de la Salud Ambiental y de Medio Urbano;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000229;G/C ins.sanitaria locales/espacios;Control e inspección sanitaria de locales y espacios públicos;Control e inspección sanitaria de locales y espacios públicos;10000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40302;Protección salud;Protección de la Salud Ambiental y de Medio Urbano;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000286;G/C Control torres e instalac. deportiv.;Control sanitario de torres de refrigeración e instalaciones deportivas;Control sanitario de torres de refrigeración e instalaciones deportivas;24000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40302;Protección salud;Protección de la Salud Ambiental y de Medio Urbano;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2008000046;G/C Control y gestión Duchas públicas;Gestión y control duchas públicas;Gestión y control duchas públicas;3500
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40303;Control animales;Control de animales;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000180;G/C Control población perros/palomas/...;Control de  la población de perros, palomas y otros animales;Control de  la población de perros, palomas y otros animales;61500
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40304;Promoción salud;Educación Sanitaria y Promoción de la salud;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2005000038;Apoyo programas de promoción salud;Apoyo a programas de promoción de la salud;Apoyo a programas de promoción de la salud;73150
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40304;Promoción salud;Educación Sanitaria y Promoción de la salud;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2005000039;Formación postgraduados en Salud Pública;Formación  de postgraduados en el estudio e investigación en materia de Salud Pública;Formación  de postgraduados en el estudio e investigación en materia de Salud Pública;27075
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40304;Promoción salud;Educación Sanitaria y Promoción de la salud;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000289;G/CPromoción Salud colectiv. vulnerables;Programa de promoción de la salud entre los colectivos vulnerables;Programa de promoción de la salud entre los colectivos vulnerables;119990
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40304;Promoción salud;Educación Sanitaria y Promoción de la salud;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000290;G/C Promoción salud infanto-juvenil;Programa de promoción de la salud en el colectivo infanto-juvenil de Bilbao;Programa de promoción de la salud en el colectivo infanto-juvenil de Bilbao;17000
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40304;Promoción salud;Educación Sanitaria y Promoción de la salud;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000297;Apoyo a programas de autoayuda;Apoyo a programas externos de autoayuda a afectados y familiares;Apoyo a programas externos de autoayuda a afectados y familiares;59375
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40304;Promoción salud;Educación Sanitaria y Promoción de la salud;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000467;T/CR Federación Haurrentzat;Federación Haurrentzat;Federación Haurrentzat;32775
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40304;Promoción salud;Educación Sanitaria y Promoción de la salud;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2006000471;T/ CR Comisión antisida-centro de día;Comisión Antisida-Centro de Día;Comisión Antisida-Centro de Día;68400
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40304;Promoción salud;Educación Sanitaria y Promoción de la salud;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2009000071;T/CR Lucha contra SIDA T-4;Apoyo a la lucha contra el SIDA, Asociación Ciudadana T-4 de Bilbao;Apoyo a la lucha contra el SIDA, Asociación Ciudadana T-4 de Bilbao;27550
4;Ciudad segura;Eje 4. Bilbao, ciudad segura;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;403;Salud pública;Salud pública y consumo responsable;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;40304;Promoción salud;Educación Sanitaria y Promoción de la salud;Garantizar un Bilbao en el que se pueda circular, abrir comercios, pasear, emprender negocios y vivir, etc., sin riesgo para la salud y seguridad de las personas, y con un servicio de emergencias integral y efectivo. Proteger y servir a la ciudadanía para mejorar la convivencia y calidad de vida a través de acciones de prevención e intervención.;2010000036;T/CR Asociación Slow Food;Asociación Slow Food. Desarrollo de programas complementarios sobre alimentación saludable;Asociación Slow Food. Desarrollo de programas complementarios sobre alimentación saludable;9049
