Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
256/2311A/12101;Complement  específic;548.049,70;0,00;548.049,70;539.440,71;539.440,71;0,00;8.608,99
256/2311A/12103;Altres complements;247.376,43;0,00;247.376,43;230.743,96;230.743,96;0,00;16.632,47
256/2311A/13000;Retribucions bàsiques;66.826,76;0,00;66.826,76;67.369,23;67.369,23;0,00;-542,47
256/2311A/14300;Retribucions Altre personal;0,00;10,00;10,00;13.473,45;13.473,45;0,00;-13.463,45
256/2311A/15000;Productivitat;3.270,27;0,00;3.270,27;57.925,53;57.925,53;0,00;-54.655,26
256/2311A/16000;Seguretat social;589.045,64;-7.000,00;582.045,64;592.564,45;592.564,45;0,00;-10.518,81
256/2311A/20200;Lloguers d’edificis i altres construccions;1.792,06;0,00;1.792,06;1.452,00;1.331,00;121,00;340,06
256/2311A/22104;Vestuari;500,00;0,00;500,00;173,86;10,09;163,77;326,14
256/2311A/22699;Altres despeses diverses;5.500,00;0,00;5.500,00;2.499,83;2.366,75;133,08;3.000,17
256/2311A/22706;Estudis i treballs tècnics;16.385,91;0,00;16.385,91;16.385,88;15.020,39;1.365,49;0,03
256/2311A/22799;Altres treballs realitzats per altres empreses i prof.;595.670,26;52.143,75;647.814,01;575.612,74;453.313,38;122.299,36;72.201,27
256/2311A/48000;A famílies i institucions sense ànim de lucre;1.134.125,41;284.579,25;1.418.704,66;1.671.019,58;1.365.900,40;305.119,18;-252.314,92
256/2311A/48002;Transf. famílies per pèrdua habitatge en cas de desnonament;271.000,00;-21.000,00;250.000,00;65.223,77;0,00;65.223,77;184.776,23
256/2311A/48200;Transf. corrents institucions sense ànim de lucre;58.117,00;103.547,40;161.664,40;157.280,89;128.872,67;28.408,22;4.383,51
257/3400A/11000;Retribucions bàsiques;10.686,13;0,00;10.686,13;10.968,38;10.968,38;0,00;-282,25
257/3400A/11001;Retribucions complementàries;49.115,22;0,00;49.115,22;49.115,22;49.115,22;0,00;0,00
257/3400A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.412,20;14.412,20;0,00;265,12
257/3400A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;6.580,01;6.580,01;0,00;6.326,51
257/3400A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.203,08;10.203,08;0,00;-318,24
257/3400A/12004;Salaris del Grup C2;23.318,02;0,00;23.318,02;19.752,81;19.752,81;0,00;3.565,21
257/3400A/12005;Salaris del Grup E;23.035,74;0,00;23.035,74;22.189,13;22.189,13;0,00;846,61
257/3400A/12006;Triennis;12.607,28;0,00;12.607,28;9.000,87;9.000,87;0,00;3.606,41
257/3400A/12100;Complement de destí;36.362,93;0,00;36.362,93;30.451,35;30.451,35;0,00;5.911,58
257/3400A/12101;Complement  específic;72.354,72;0,00;72.354,72;62.018,20;62.018,20;0,00;10.336,52
257/3400A/12103;Altres complements;29.175,84;0,00;29.175,84;51.999,10;51.999,10;0,00;-22.823,26
257/3400A/15000;Productivitat;40,08;0,00;40,08;6.511,64;6.511,64;0,00;-6.471,56
257/3400A/16000;Seguretat social;73.663,71;0,00;73.663,71;60.800,70;60.800,70;0,00;12.863,01
257/3400A/20200;Lloguers d’edificis i altres construccions;19.385,04;0,00;19.385,04;19.004,88;15.837,40;3.167,48;380,16
257/3400A/22001;Premsa, revistes, llibres i altres publicacions;486,00;272,00;758,00;538,75;538,75;0,00;219,25
257/3400A/22100;Energia elèctrica;7.612,21;0,00;7.612,21;0,00;0,00;0,00;7.612,21
257/3400A/22201;Comunicacions postals;300,00;0,00;300,00;250,00;48,60;201,40;50,00
257/3400A/22601;Atencions protocol·làries i representatives;900,00;0,00;900,00;121,00;121,00;0,00;779,00
257/3400A/2260200;Difusió d´activitats;6.500,00;0,00;6.500,00;1.524,60;1.524,60;0,00;4.975,40
257/3400A/22620;El Sud Suma + Nou Pla de Barris;0,00;10,44;10,44;0,00;0,00;0,00;10,44
257/3400A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3400A/2270001;Contractes de neteja;8.677,23;0,00;8.677,23;15.909,68;13.034,20;2.875,48;-7.232,45
257/3400A/23020;Dietes personal no directiu;750,00;0,00;750,00;213,76;213,76;0,00;536,24
257/3400A/48200;Transf. corrents institucions sense ànim de lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3410A/22199;Altres subministraments;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
257/3410A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
257/3410A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3410A/48200;Transf. corrents institucions sense ànim de lucre;166.440,00;9.891,52;176.331,52;145.335,89;112.587,18;32.748,71;30.995,63
257/3410B/12001;Salaris del Grup A2;38.719,56;0,00;38.719,56;46.333,68;46.333,68;0,00;-7.614,12
257/3410B/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.431,77;8.431,77;0,00;-53,19
257/3410B/12006;Triennis;9.386,71;0,00;9.386,71;9.712,89;9.712,89;0,00;-326,18
257/3410B/12100;Complement de destí;21.107,76;0,00;21.107,76;23.745,96;23.745,96;0,00;-2.638,20
257/3410B/12101;Complement  específic;39.822,24;0,00;39.822,24;43.890,84;43.890,84;0,00;-4.068,60
257/3410B/12103;Altres complements;22.404,18;0,00;22.404,18;23.706,04;23.706,04;0,00;-1.301,86
257/3410B/15000;Productivitat;738,70;0,00;738,70;4.307,05;4.307,05;0,00;-3.568,35
257/3410B/15300;Complement de dedicació especial;0,00;10,00;10,00;578,40;578,40;0,00;-568,40
257/3410B/16000;Seguretat social;35.349,77;0,00;35.349,77;41.669,74;41.669,74;0,00;-6.319,97
257/3410B/22199;Altres subministraments;2.700,00;0,00;2.700,00;7.366,61;1.258,02;6.108,59;-4.666,61
257/3410B/22300;Transports;10,00;0,00;10,00;240,00;240,00;0,00;-230,00
257/3410B/22400;Primes d’assegurances;6.935,00;0,00;6.935,00;5.790,00;5.790,00;0,00;1.145,00
257/3410B/22699;Altres despeses diverses;1.500,00;0,00;1.500,00;760,00;760,00;0,00;740,00
257/3410B/22799;Altres treballs realitzats per altres empreses i prof.;165.100,00;47.540,00;212.640,00;187.073,81;149.494,21;37.579,60;25.566,19
257/3410B/48200;Transf. corrents institucions sense ànim de lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3411A/22609;Despeses d'organització;49.495,00;0,00;49.495,00;44.649,88;40.878,66;3.771,22;4.845,12
257/3411B/22199;Altres subministraments;5.000,00;0,00;5.000,00;9.380,22;9.380,22;0,00;-4.380,22
257/3411B/22699;Altres despeses diverses;5.000,00;-272,00;4.728,00;6.715,43;4.965,43;1.750,00;-1.987,43
257/3411B/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;200,00;200,00;0,00;-190,00
257/3411B/48200;Transf. corrents institucions sense ànim de lucre;65.000,00;-7.353,80;57.646,20;38.500,00;24.200,00;14.300,00;19.146,20
257/3420A/21300;Manteniment de maquinària, instal·lacions i utillatge;55.000,00;8.785,76;63.785,76;70.430,45;57.947,59;12.482,86;-6.644,69
257/3420A/21900;Altre immobilitzat material;59.000,00;-6.000,00;53.000,00;40.192,40;39.848,76;343,64;12.807,60
257/3420A/22100;Energia elèctrica;59.690,08;0,00;59.690,08;48.050,60;48.050,60;0,00;11.639,48
257/3420A/22101;Aigua;27.977,63;0,00;27.977,63;55.261,84;55.261,84;0,00;-27.284,21
257/3420A/22199;Altres subministraments;12.000,00;0,00;12.000,00;20.445,75;13.921,29;6.524,46;-8.445,75
257/3420A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3420A/2270001;Contractes de neteja;43.416,13;0,00;43.416,13;40.770,44;33.401,68;7.368,76;2.645,69
257/3420A/22799;Altres treballs realitzats per altres empreses i prof.;400.000,00;-15.000,00;385.000,00;383.251,96;383.251,96;0,00;1.748,04
257/3420B/12000;Salaris del Grup A1;14.566,41;0,00;14.566,41;14.993,04;14.993,04;0,00;-426,63
257/3420B/12001;Salaris del Grup A2;59.139,82;0,00;59.139,82;65.490,66;65.490,66;0,00;-6.350,84
257/3420B/12004;Salaris del Grup C2;13.163,28;0,00;13.163,28;0,00;0,00;0,00;13.163,28
257/3420B/12005;Salaris del Grup E;307.344,30;11.395,01;318.739,31;322.843,70;322.843,70;0,00;-4.104,39
257/3420B/12006;Triennis;47.108,90;108,66;47.217,56;40.602,97;40.602,97;0,00;6.614,59
257/3420B/12100;Complement de destí;154.462,30;4.190,03;158.652,33;155.434,00;155.434,00;0,00;3.218,33
257/3420B/12101;Complement  específic;341.683,83;10.242,14;351.925,97;343.810,69;343.810,69;0,00;8.115,28
257/3420B/12103;Altres complements;333.989,02;8.782,14;342.771,16;348.174,25;348.174,25;0,00;-5.403,09
257/3420B/15000;Productivitat;7.521,29;84,27;7.605,56;53.824,38;53.824,38;0,00;-46.218,82
257/3420B/15300;Complement de dedicació especial;1.799,49;0,00;1.799,49;5.567,10;5.567,10;0,00;-3.767,61
257/3420B/16000;Seguretat social;337.718,62;10.770,46;348.489,08;335.561,98;335.561,98;0,00;12.927,10
257/3420B/21200;Manteniment d’edificis i altres construccions;7.000,00;18.928,00;25.928,00;17.997,04;5.197,50;12.799,54;7.930,96
257/3420B/21300;Manteniment de maquinària, instal·lacions i utillatge;56.500,00;12.453,55;68.953,55;83.914,82;38.231,54;45.683,28;-14.961,27
257/3420B/21900;Altre immobilitzat material;32.000,00;0,00;32.000,00;26.769,03;20.092,50;6.676,53;5.230,97
257/3420B/22100;Energia elèctrica;121.841,43;11.077,25;132.918,68;116.090,42;116.090,42;0,00;16.828,26
257/3420B/22101;Aigua;50.654,97;0,00;50.654,97;25.219,39;25.219,39;0,00;25.435,58
257/3420B/22102;Gas;39.464,81;34.250,08;73.714,89;95.764,70;95.764,70;0,00;-22.049,81
257/3420B/22104;Vestuari;20.500,00;-3.000,00;17.500,00;11.141,79;6.509,02;4.632,77;6.358,21
257/3420B/22199;Altres subministraments;13.000,00;0,00;13.000,00;17.428,65;11.973,06;5.455,59;-4.428,65
257/3420B/22699;Altres despeses diverses;10,00;0,00;10,00;1.760,50;1.270,50;490,00;-1.750,50
257/3420B/2270001;Contractes de neteja;534.773,19;-111.923,61;422.849,58;412.741,55;340.911,74;71.829,81;10.108,03
257/3420B/22799;Altres treballs realitzats per altres empreses i prof.;100.000,00;-88.928,00;11.072,00;0,00;0,00;0,00;11.072,00
257/3420B/62200;Inv. nova en edificis i altres construccions;0,00;1.849.955,07;1.849.955,07;1.392.612,86;971.747,19;420.865,67;457.342,21
257/3420B/62300;Inv. nova en maquinària, instal·lacions i utillatge;0,00;31.000,00;31.000,00;483,03;0,00;483,03;30.516,97
257/3420B/62500;Mobiliari;0,00;8.000,00;8.000,00;8.298,26;5.638,68;2.659,58;-298,26
257/3420B/63200;Inv. rep. en edificis i altres construccions;0,00;83.339,68;83.339,68;58.787,95;58.787,95;0,00;24.551,73
258/2316A/22799;Altres treballs realitzats per altres empreses i prof.;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2316E/22799;Altres treballs realitzats per altres empreses i prof.;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2316F/22799;Altres treballs realitzats per altres empreses i prof.;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2350A/12000;Salaris del Grup A1;29.206,77;0,00;29.206,77;30.370,07;30.370,07;0,00;-1.163,30
258/2350A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;19.848,29;19.848,29;0,00;-6.941,77
258/2350A/12003;Salaris del Grup C1;38.099,32;0,00;38.099,32;42.360,91;42.360,91;0,00;-4.261,59
258/2350A/12004;Salaris del Grup C2;55.255,18;0,00;55.255,18;39.370,43;39.370,43;0,00;15.884,75
258/2350A/12005;Salaris del Grup E;7.678,58;0,00;7.678,58;7.934,51;7.934,51;0,00;-255,93
258/2350A/12006;Triennis;34.286,91;0,00;34.286,91;31.137,70;31.137,70;0,00;3.149,21
258/2350A/12100;Complement de destí;70.630,51;0,00;70.630,51;66.642,82;66.642,82;0,00;3.987,69
258/2350A/12101;Complement  específic;128.961,44;0,00;128.961,44;121.577,72;121.577,72;0,00;7.383,72
258/2350A/12103;Altres complements;76.360,96;0,00;76.360,96;74.057,81;74.057,81;0,00;2.303,15
258/2350A/14300;Retribucions Altre personal;0,00;127.075,18;127.075,18;121.413,15;121.413,15;0,00;5.662,03
258/2350A/15000;Productivitat;2.276,34;0,00;2.276,34;19.030,42;19.030,42;0,00;-16.754,08
258/2350A/16000;Seguretat social;124.545,61;45.391,63;169.937,24;158.602,29;158.602,29;0,00;11.334,95
258/2350A/20300;Lloguers de maquinària, instal·lacions i utillatge;0,00;1.570,00;1.570,00;798,85;393,14;405,71;771,15
258/2350A/22001;Premsa, revistes, llibres i altres publicacions;590,00;0,00;590,00;800,25;800,25;0,00;-210,25
258/2350A/22201;Comunicacions postals;1.450,00;0,00;1.450,00;1.905,63;1.488,04;417,59;-455,63
258/2350A/22400;Primes d’assegurances;10,00;0,00;10,00;0,00;0,00;0,00;10,00
258/2350A/22601;Atencions protocol·làries i representatives;900,00;0,00;900,00;2.283,28;1.065,41;1.217,87;-1.383,28
258/2350A/22602;Publicitat i propaganda;10,00;0,00;10,00;0,00;0,00;0,00;10,00
258/2350A/2260200;Difusió d'activitats;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
258/2350A/22609;Activitats culturals i esportives;3.500,00;0,00;3.500,00;956,51;0,00;956,51;2.543,49
258/2350A/22699;Altres despeses diverses;10,00;9.600,00;9.610,00;26.676,22;16.767,46;9.908,76;-17.066,22
258/2350A/2270001;Contractes de neteja;15.728,50;0,00;15.728,50;22.835,26;19.050,12;3.785,14;-7.106,76
258/2350A/22706;Estudis i treballs tècnics;40.917,48;-13.467,56;27.449,92;28.199,92;8.545,00;19.654,92;-750,00
258/2350A/23020;Dietes personal no directiu;750,00;0,00;750,00;405,22;274,62;130,60;344,78
258/2350A/48300;Subvencions i aportacions institucionals;2.100,00;718,00;2.818,00;2.818,00;2.818,00;0,00;0,00
258/2351A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;6.630,71;6.630,71;0,00;6.275,81
258/2351A/12004;Salaris del Grup C2;0,00;10,00;10,00;31.890,82;31.890,82;0,00;-31.880,82
258/2351A/12006;Triennis;2.906,08;0,00;2.906,08;4.955,21;4.955,21;0,00;-2.049,13
258/2351A/12100;Complement de destí;4.737,48;0,00;4.737,48;16.520,84;16.520,84;0,00;-11.783,36
258/2351A/12101;Complement  específic;8.137,20;0,00;8.137,20;29.767,92;29.767,92;0,00;-21.630,72
258/2351A/12103;Altres complements;4.685,49;0,00;4.685,49;16.314,01;16.314,01;0,00;-11.628,52
258/2351A/13000;Retribucions bàsiques;82.925,86;0,00;82.925,86;80.786,05;80.786,05;0,00;2.139,81
258/2351A/15000;Productivitat;67,76;0,00;67,76;5.228,40;5.228,40;0,00;-5.160,64
258/2351A/16000;Seguretat social;32.045,84;0,00;32.045,84;44.888,02;44.888,02;0,00;-12.842,18
258/2351A/22699;Altres despeses diverses;3.000,00;0,00;3.000,00;5.756,46;125,00;5.631,46;-2.756,46
258/2351A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;1.115,16;1.125,16;510,60;0,00;510,60;614,56
258/2352A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;19.936,21;19.936,21;0,00;-7.029,69
258/2352A/12006;Triennis;3.265,02;0,00;3.265,02;4.997,61;4.997,61;0,00;-1.732,59
258/2352A/12100;Complement de destí;5.276,40;0,00;5.276,40;7.765,24;7.765,24;0,00;-2.488,84
258/2352A/12101;Complement  específic;8.137,20;0,00;8.137,20;12.183,20;12.183,20;0,00;-4.046,00
258/2352A/12103;Altres complements;9.012,45;0,00;9.012,45;10.581,98;10.581,98;0,00;-1.569,53
258/2352A/14300;Retribucions Altre personal;0,00;4.802,69;4.802,69;12.612,89;12.612,89;0,00;-7.810,20
258/2352A/15000;Productivitat;169,16;0,00;169,16;2.567,87;2.567,87;0,00;-2.398,71
258/2352A/16000;Seguretat social;12.477,42;0,00;12.477,42;22.179,29;22.179,29;0,00;-9.701,87
258/2352A/22699;Altres despeses diverses;3.000,00;-1.680,28;1.319,72;775,66;775,66;0,00;544,06
258/2352A/22706;Estudis i treballs tècnics;21.023,84;-19.749,48;1.274,36;0,00;0,00;0,00;1.274,36
258/2352A/22799;Altres treballs realitzats per altres empreses i prof.;12.837,00;2.617,43;15.454,43;4.452,25;4.152,25;300,00;11.002,18
258/2352A/48900;Altres transferències;31.840,00;1.100,00;32.940,00;29.298,23;22.381,76;6.916,47;3.641,77
258/2353A/22620;El Sud Suma + Nou Pla de Barris;0,00;0,00;0,00;0,00;0,00;0,00;0,00
258/2353A/22699;Altres despeses diverses;1.300,00;0,00;1.300,00;744,02;744,02;0,00;555,98
258/2353A/22706;Estudis i treballs tècnics;120.558,80;-113.913,19;6.645,61;0,00;0,00;0,00;6.645,61
258/2353A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
258/2353A/48820;Transferències Pla de Barris El Sud Suma +;0,00;20,00;20,00;0,00;0,00;0,00;20,00
258/2353A/48901;Altres transferències entitats;123.200,00;0,00;123.200,00;120.000,00;111.000,00;9.000,00;3.200,00
258/2354A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.953,03;9.953,03;0,00;-68,19
258/2354A/12006;Triennis;361,18;0,00;361,18;342,03;342,03;0,00;19,15
258/2354A/12100;Complement de destí;4.737,48;0,00;4.737,48;4.737,48;4.737,48;0,00;0,00
258/2354A/12101;Complement  específic;7.705,08;0,00;7.705,08;7.705,08;7.705,08;0,00;0,00
258/2354A/12103;Altres complements;4.473,46;0,00;4.473,46;4.041,46;4.041,46;0,00;432,00
258/2354A/14300;Retribucions Altre personal;0,00;13.855,89;13.855,89;25.680,43;25.680,43;0,00;-11.824,54
258/2354A/15000;Productivitat;58,00;0,00;58,00;2.296,00;2.296,00;0,00;-2.238,00
258/2354A/16000;Seguretat social;8.395,15;21.090,35;29.485,50;17.187,85;17.187,85;0,00;12.297,65
258/2354A/22699;Altres despeses diverses;1.300,00;0,00;1.300,00;2.796,10;2.740,62;55,48;-1.496,10
258/2354A/22706;Estudis i treballs tècnics;34.936,19;-14.806,82;20.129,37;0,00;0,00;0,00;20.129,37
258/2354A/22799;Altres treballs realitzats per altres empreses i prof.;6.500,00;3.570,00;10.070,00;14.067,83;9.641,83;4.426,00;-3.997,83
258/2354A/48900;Altres transferències;2.400,00;0,00;2.400,00;3.161,04;0,00;3.161,04;-761,04
258/2355A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.369,39;9.369,39;0,00;515,45
258/2355A/12006;Triennis;1.409,58;0,00;1.409,58;1.183,95;1.183,95;0,00;225,63
258/2355A/12100;Complement de destí;4.737,48;0,00;4.737,48;4.342,69;4.342,69;0,00;394,79
258/2355A/12101;Complement  específic;7.705,08;0,00;7.705,08;7.062,99;7.062,99;0,00;642,09
258/2355A/12103;Altres complements;4.417,15;0,00;4.417,15;3.900,91;3.900,91;0,00;516,24
258/2355A/14300;Retribucions Altre personal;0,00;30.713,30;30.713,30;28.474,11;28.474,11;0,00;2.239,19
258/2355A/16000;Seguretat social;7.144,44;7.946,25;15.090,69;13.757,08;13.757,08;0,00;1.333,61
258/2355A/22620;El Sud Suma + Nou Pla de Barris;0,00;1.742,46;1.742,46;0,00;0,00;0,00;1.742,46
258/2355A/22699;Altres despeses diverses;3.000,00;0,00;3.000,00;4.499,21;1.914,58;2.584,63;-1.499,21
258/2355A/22706;Estudis i treballs tècnics;51.143,84;-24.543,27;26.600,57;0,00;0,00;0,00;26.600,57
258/2355A/22799;Altres treballs realitzats per altres empreses i prof.;23.285,00;1.200,00;24.485,00;22.094,29;9.422,79;12.671,50;2.390,71
258/2355B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;19.546,86;19.546,86;0,00;-6.640,34
258/2355B/12004;Salaris del Grup C2;25.135,74;0,00;25.135,74;21.393,97;21.393,97;0,00;3.741,77
258/2355B/12006;Triennis;6.487,19;0,00;6.487,19;6.522,73;6.522,73;0,00;-35,54
258/2355B/12100;Complement de destí;16.256,16;0,00;16.256,16;18.388,92;18.388,92;0,00;-2.132,76
258/2355B/12101;Complement  específic;35.383,92;0,00;35.383,92;37.944,07;37.944,07;0,00;-2.560,15
258/2355B/12103;Altres complements;17.826,94;0,00;17.826,94;18.976,07;18.976,07;0,00;-1.149,13
258/2355B/15000;Productivitat;6.293,33;0,00;6.293,33;5.091,24;5.091,24;0,00;1.202,09
258/2355B/16000;Seguretat social;34.424,83;0,00;34.424,83;32.774,33;32.774,33;0,00;1.650,50
258/2355B/22699;Altres despeses diverses;10,00;0,00;10,00;765,38;379,57;385,81;-755,38
258/2355B/2270001;Contractes de neteja;3.867,44;0,00;3.867,44;7.611,83;6.350,11;1.261,72;-3.744,39
258/2355B/22799;Altres treballs realitzats per altres empreses i prof.;128.987,21;0,00;128.987,21;119.230,84;99.359,04;19.871,80;9.756,37
258/2356A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;6.656,06;6.656,06;0,00;6.250,46
258/2356A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.930,30;9.930,30;0,00;-45,46
258/2356A/12004;Salaris del Grup C2;23.396,10;0,00;23.396,10;0,00;0,00;0,00;23.396,10
258/2356A/12006;Triennis;6.549,77;0,00;6.549,77;1.958,37;1.958,37;0,00;4.591,40
258/2356A/12100;Complement de destí;20.229,46;0,00;20.229,46;7.099,09;7.099,09;0,00;13.130,37
258/2356A/12101;Complement  específic;36.411,72;0,00;36.411,72;12.837,70;12.837,70;0,00;23.574,02
258/2356A/12103;Altres complements;20.519,34;0,00;20.519,34;7.344,99;7.344,99;0,00;13.174,35
258/2356A/14300;Retribucions Altre personal;0,00;35.388,58;35.388,58;27.950,58;27.950,58;0,00;7.438,00
258/2356A/15000;Productivitat;174,00;0,00;174,00;2.064,00;2.064,00;0,00;-1.890,00
258/2356A/16000;Seguretat social;34.739,68;4.066,42;38.806,10;20.537,29;20.537,29;0,00;18.268,81
258/2356A/20300;Lloguers de maquinària, instal·lacions i utillatge;4.500,00;0,00;4.500,00;0,00;0,00;0,00;4.500,00
258/2356A/22620;El Sud Suma + Nou Pla de Barris;0,00;7.552,99;7.552,99;0,00;0,00;0,00;7.552,99
258/2356A/22699;Altres despeses diverses;2.000,00;0,00;2.000,00;1.749,92;587,66;1.162,26;250,08
258/2356A/22799;Altres treballs realitzats per altres empreses i prof.;288.803,61;-39.480,90;249.322,71;216.330,06;170.339,40;45.990,66;32.992,65
258/2356A/48820;Transferències Pla de Barris El Sud Suma +;0,00;20,00;20,00;0,00;0,00;0,00;20,00
258/2356A/62600;Equips per a processos d'informació;0,00;1.728,53;1.728,53;0,00;0,00;0,00;1.728,53
258/2357A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.111,74;9.111,74;0,00;773,10
258/2357A/12006;Triennis;324,57;0,00;324,57;541,99;541,99;0,00;-217,42
258/2357A/12100;Complement de destí;4.737,48;0,00;4.737,48;4.263,73;4.263,73;0,00;473,75
258/2357A/12101;Complement  específic;8.586,24;0,00;8.586,24;7.727,62;7.727,62;0,00;858,62
258/2357A/12103;Altres complements;4.720,45;0,00;4.720,45;4.500,80;4.500,80;0,00;219,65
258/2357A/16000;Seguretat social;7.169,50;0,00;7.169,50;6.517,29;6.517,29;0,00;652,21
258/2357A/22699;Altres despeses diverses;10,00;0,00;10,00;451,50;251,50;200,00;-441,50
258/2357A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;14.157,46;14.167,46;24.419,86;13.449,86;10.970,00;-10.252,40
258/2357A/48900;Altres transferències;30.000,00;150.166,23;180.166,23;184.545,19;184.545,19;0,00;-4.378,96
258/2357A/48901;Altres transferències entitats;32.000,00;0,00;32.000,00;30.000,00;28.500,00;1.500,00;2.000,00
259/2300B/12000;Salaris del Grup A1;0,00;10,00;10,00;15.224,07;15.224,07;0,00;-15.214,07
259/2300B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;38.570,67;38.570,67;0,00;-25.664,15
259/2300B/12003;Salaris del Grup C1;7.004,76;0,00;7.004,76;0,00;0,00;0,00;7.004,76
259/2300B/12006;Triennis;4.893,68;0,00;4.893,68;12.217,73;12.217,73;0,00;-7.324,05
259/2300B/12100;Complement de destí;10.997,92;0,00;10.997,92;27.257,15;27.257,15;0,00;-16.259,23
259/2300B/12101;Complement  específic;24.766,00;60.000,00;84.766,00;57.720,26;57.720,26;0,00;27.045,74
259/2300B/12103;Altres complements;14.219,50;0,00;14.219,50;34.763,26;34.763,26;0,00;-20.543,76
259/2300B/15000;Productivitat;8.982,02;0,00;8.982,02;10.317,55;10.317,55;0,00;-1.335,53
259/2300B/16000;Seguretat social;17.394,52;0,00;17.394,52;49.354,72;49.354,72;0,00;-31.960,20
259/2300B/22199;Altres subministraments;500,00;0,00;500,00;0,00;0,00;0,00;500,00
259/2300B/22620;El Sud Suma + Nou Pla de Barris;0,00;997,15;997,15;0,00;0,00;0,00;997,15
259/2300B/22699;Altres despeses diverses;1.500,00;0,00;1.500,00;197,63;43,80;153,83;1.302,37
259/2300B/2270001;Contractes de neteja;0,00;7.570,27;7.570,27;7.611,74;5.088,32;2.523,42;-41,47
259/2300B/22706;Estudis i treballs tècnics;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00
259/2312A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;0,00;0,00;0,00;14.677,32
259/2312A/12001;Salaris del Grup A2;33.922,54;0,00;33.922,54;24.767,18;24.767,18;0,00;9.155,36
259/2312A/12003;Salaris del Grup C1;29.654,52;0,00;29.654,52;30.114,54;30.114,54;0,00;-460,02
259/2312A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.414,04;8.414,04;0,00;-35,46
259/2312A/12005;Salaris del grup AP;0,00;21.010,00;21.010,00;3.555,91;3.555,91;0,00;17.454,09
259/2312A/12006;Triennis;16.366,10;0,00;16.366,10;10.430,59;10.430,59;0,00;5.935,51
259/2312A/12100;Complement de destí;39.002,90;0,00;39.002,90;29.770,93;29.770,93;0,00;9.231,97
259/2312A/12101;Complement  específic;70.360,96;0,00;70.360,96;50.740,37;50.740,37;0,00;19.620,59
259/2312A/12103;Altres complements;44.986,25;0,00;44.986,25;32.962,23;32.962,23;0,00;12.024,02
259/2312A/15000;Productivitat;95,82;0,00;95,82;5.410,00;5.410,00;0,00;-5.314,18
259/2312A/15300;Complement de dedicació especial;0,00;10,00;10,00;1.493,80;1.493,80;0,00;-1.483,80
259/2312A/16000;Seguretat social;75.036,55;0,00;75.036,55;57.088,27;57.088,27;0,00;17.948,28
259/2312A/22101;Aigua;1.041,23;0,00;1.041,23;0,00;0,00;0,00;1.041,23
259/2312A/22102;Gas;181.571,24;0,00;181.571,24;83.986,39;43.871,04;40.115,35;97.584,85
259/2312A/22199;Altres subministraments;2.000,00;0,00;2.000,00;1.998,14;1.998,14;0,00;1,86
259/2312A/22699;Altres despeses diverses;80.443,00;-4.212,00;76.231,00;54.865,41;40.662,31;14.203,10;21.365,59
259/2312A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
259/2312A/22799;Altres treballs realitzats per altres empreses i prof.;29.989,15;0,00;29.989,15;50.625,96;37.755,28;12.870,68;-20.636,81
259/2312A/23020;Dietes personal no directiu;10,00;0,00;10,00;0,00;0,00;0,00;10,00
