Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
255/3130A/2270001;Contractes de neteja;41.754,71;0,00;41.754,71;41.754,71;40.331,27;1.423,44;0,00
255/3130A/22706;Estudis i treballs tècnics;4.000,00;8.784,98;12.784,98;6.858,34;1.932,50;4.925,84;5.926,64
255/3130A/23020;Dietes personal no directiu;1.300,00;0,00;1.300,00;16,55;16,55;0,00;1.283,45
255/3130A/48300;Subvencions i aportacions institucionals;688,66;0,00;688,66;675,16;675,16;0,00;13,50
255/3130A/48900;Altres transferències;40.000,00;20.000,01;60.000,01;40.000,00;40.000,00;0,00;20.000,01
255/3130A/62300;Inv. nova en maquinària, instal·lacions i utillatge;40.000,00;-40.000,00;0,00;0,00;0,00;0,00;0,00
255/3130A/62500;Mobiliari;10,00;0,00;10,00;0,00;0,00;0,00;10,00
255/3130A/63200;Inv. rep. en edificis i altres construccions;10,00;0,00;10,00;0,00;0,00;0,00;10,00
255/3131A/12000;Salaris del Grup A1;29.354,64;-51,76;29.302,88;28.088,93;28.088,93;0,00;1.213,95
255/3131A/12001;Salaris del Grup A2;12.906,52;-44,75;12.861,77;11.908,88;11.908,88;0,00;952,89
255/3131A/12004;Salaris del Grup C2;25.135,74;-27,96;25.107,78;23.168,90;23.168,90;0,00;1.938,88
255/3131A/12005;Salaris del Grup E;0,00;0,00;0,00;118,17;118,17;0,00;-118,17
255/3131A/12006;Triennis;12.013,20;-12,98;12.000,22;10.500,96;10.500,96;0,00;1.499,26
255/3131A/12100;Complement de destí;30.077,40;-58,54;30.018,86;29.636,39;29.636,39;0,00;382,47
255/3131A/12101;Complement  específic;52.250,76;-95,60;52.155,16;54.298,66;54.298,66;0,00;-2.143,50
255/3131A/12103;Altres complements;18.652,70;0,00;18.652,70;18.467,48;18.467,48;0,00;185,22
255/3131A/13000;Retribucions bàsiques;37.345,20;-130,34;37.214,86;36.279,15;36.279,15;0,00;935,71
255/3131A/13100;Laboral temporal;18.833,34;0,00;18.833,34;18.618,73;18.618,73;0,00;214,61
255/3131A/15000;Productivitat;4.374,14;0,00;4.374,14;0,00;0,00;0,00;4.374,14
255/3131A/16000;Seguretat social;68.488,03;-122,38;68.365,65;69.754,77;69.754,77;0,00;-1.389,12
255/3131A/22620;El Sud Suma + Nou Pla de Barris;6.898,38;0,00;6.898,38;0,00;0,00;0,00;6.898,38
255/3131A/22699;Altres despeses diverses;19.550,00;0,00;19.550,00;7.759,34;4.642,72;3.116,62;11.790,66
255/3131B/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;7.926,63;7.926,63;0,00;451,95
255/3131B/12006;Triennis;2.002,22;0,00;2.002,22;1.718,52;1.718,52;0,00;283,70
255/3131B/12100;Complement de destí;3.929,28;0,00;3.929,28;3.929,28;3.929,28;0,00;0,00
255/3131B/12101;Complement  específic;6.551,28;0,00;6.551,28;6.899,16;6.899,16;0,00;-347,88
255/3131B/12103;Altres complements;1.756,36;0,00;1.756,36;1.711,97;1.711,97;0,00;44,39
255/3131B/14300;Retribucions altre personal;65.797,53;-120,56;65.676,97;64.283,73;64.283,73;0,00;1.393,24
255/3131B/15000;Productivitat;1.691,27;0,00;1.691,27;0,00;0,00;0,00;1.691,27
255/3131B/16000;Seguretat social;26.709,29;-31,75;26.677,54;27.693,63;27.693,63;0,00;-1.016,09
255/3131C/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;15.686,96;15.686,96;0,00;1.070,20
255/3131C/12006;Triennis;2.431,00;0,00;2.431,00;2.031,82;2.031,82;0,00;399,18
255/3131C/12100;Complement de destí;7.858,56;0,00;7.858,56;7.825,82;7.825,82;0,00;32,74
255/3131C/12101;Complement  específic;13.102,56;0,00;13.102,56;13.740,83;13.740,83;0,00;-638,27
255/3131C/12103;Altres complements;3.506,24;0,00;3.506,24;3.496,99;3.496,99;0,00;9,25
255/3131C/15000;Productivitat;824,24;0,00;824,24;0,00;0,00;0,00;824,24
255/3131C/16000;Seguretat social;11.653,70;0,00;11.653,70;11.958,18;11.958,18;0,00;-304,48
255/3131D/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;28.222,71;28.222,71;0,00;1.131,93
255/3131D/12001;Salaris del Grup A2;38.719,56;-89,50;38.630,06;36.205,55;36.205,55;0,00;2.424,51
255/3131D/12003;Salaris del Grup C1;8.472,29;-28,80;8.443,49;8.042,79;8.042,79;0,00;400,70
255/3131D/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;15.385,09;15.385,09;0,00;1.372,07
255/3131D/12006;Triennis;17.904,93;0,00;17.904,93;15.852,54;15.852,54;0,00;2.052,39
255/3131D/12100;Complement de destí;39.592,56;-52,94;39.539,62;39.006,79;39.006,79;0,00;532,83
255/3131D/12101;Complement  específic;58.593,24;-99,72;58.493,52;62.472,01;62.472,01;0,00;-3.978,49
255/3131D/12103;Altres complements;24.831,66;0,00;24.831,66;26.046,03;26.046,03;0,00;-1.214,37
255/3131D/13000;Retribucions bàsiques;111.437,47;-245,76;111.191,71;108.904,13;108.904,13;0,00;2.287,58
255/3131D/14300;Retribucions altre personal;105.590,90;-123,67;105.467,23;101.171,56;101.171,56;0,00;4.295,67
255/3131D/15000;Productivitat;17.684,51;-14,24;17.670,27;7.811,42;7.811,42;0,00;9.858,85
255/3131D/15300;Complement de dedicació especial;0,00;10,00;10,00;2.043,20;2.043,20;0,00;-2.033,20
255/3131D/16000;Seguretat social;130.301,90;-194,04;130.107,86;134.369,71;134.369,71;0,00;-4.261,85
255/3131D/22100;Energia elèctrica;13.630,00;0,00;13.630,00;10.463,83;3.051,90;7.411,93;3.166,17
255/3131D/22101;Aigua;999,27;0,00;999,27;2.092,55;2.092,55;0,00;-1.093,28
255/3131D/22102;Gas;2.514,76;0,00;2.514,76;16.374,51;16.374,51;0,00;-13.859,75
255/3131D/22199;Altres subministraments;5.000,00;0,00;5.000,00;568,35;132,32;436,03;4.431,65
255/3131D/22699;Altres despeses diverses;10.000,00;0,00;10.000,00;4.487,25;1.573,31;2.913,94;5.512,75
255/3132A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;25.429,38;25.429,38;0,00;3.925,26
255/3132A/12006;Triennis;5.644,34;0,00;5.644,34;4.708,68;4.708,68;0,00;935,66
255/3132A/12100;Complement de destí;12.675,00;0,00;12.675,00;11.451,36;11.451,36;0,00;1.223,64
255/3132A/12101;Complement  específic;17.981,28;0,00;17.981,28;17.179,92;17.179,92;0,00;801,36
255/3132A/12103;Altres complements;5.120,54;0,00;5.120,54;3.970,81;3.970,81;0,00;1.149,73
255/3132A/15000;Productivitat;1.302,41;0,00;1.302,41;0,00;0,00;0,00;1.302,41
255/3132A/16000;Seguretat social;18.163,71;0,00;18.163,71;17.279,54;17.279,54;0,00;884,17
255/3132A/22100;Energia elèctrica;1.029,00;0,00;1.029,00;0,00;0,00;0,00;1.029,00
255/3132A/22699;Altres despeses diverses;16.600,00;0,00;16.600,00;25.793,30;18.206,59;7.586,71;-9.193,30
255/3132A/2270000;Neteja;39.300,00;4.000,00;43.300,00;27.186,01;10.624,98;16.561,03;16.113,99
255/3132A/22706;Estudis i treballs tècnics;87.100,00;0,00;87.100,00;84.099,96;63.224,97;20.874,99;3.000,04
255/3132A/62200;Inv. nova en edificis i altres construccions;0,00;75.978,55;75.978,55;0,00;0,00;0,00;75.978,55
255/3132B/12000;Salaris del Grup A1;27.257,24;-51,76;27.205,48;22.121,82;22.121,82;0,00;5.083,66
255/3132B/12003;Salaris del Grup C1;9.884,84;-33,60;9.851,24;9.395,32;9.395,32;0,00;455,92
255/3132B/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;15.860,76;15.860,76;0,00;896,40
255/3132B/12006;Triennis;8.239,40;-11,05;8.228,35;7.112,28;7.112,28;0,00;1.116,07
255/3132B/12100;Complement de destí;23.419,61;-40,12;23.379,49;21.636,34;21.636,34;0,00;1.743,15
255/3132B/12101;Complement  específic;36.594,44;-65,04;36.529,40;35.912,68;35.912,68;0,00;616,72
255/3132B/12103;Altres complements;10.023,22;0,00;10.023,22;8.332,16;8.332,16;0,00;1.691,06
255/3132B/13000;Retribucions bàsiques;76.350,58;0,00;76.350,58;74.673,45;74.673,45;0,00;1.677,13
255/3132B/15000;Productivitat;6.065,24;0,00;6.065,24;1.900,39;1.900,39;0,00;4.164,85
255/3132B/16000;Seguretat social;63.601,10;-65,76;63.535,34;62.640,97;62.640,97;0,00;894,37
255/3132B/21300;Manteniment de maquinària, instal·lacions i utillatge;5.000,00;0,00;5.000,00;4.636,20;3.891,41;744,79;363,80
255/3132B/22104;Vestuari;500,00;0,00;500,00;475,37;475,37;0,00;24,63
255/3132B/22199;Altres subministraments;4.000,00;0,00;4.000,00;28,04;28,04;0,00;3.971,96
255/3132B/22699;Altres despeses diverses;23.500,00;0,00;23.500,00;31.084,98;19.314,72;11.770,26;-7.584,98
255/3132B/22706;Estudis i treballs tècnics;57.000,00;12.244,84;69.244,84;39.393,31;14.485,11;24.908,20;29.851,53
256/2300A/12000;Salaris del Grup A1;29.354,64;-51,76;29.302,88;28.271,64;28.271,64;0,00;1.031,24
256/2300A/12001;Salaris del Grup A2;25.813,04;-44,75;25.768,29;22.882,07;22.882,07;0,00;2.886,22
256/2300A/12003;Salaris del Grup C1;29.654,52;-33,60;29.620,92;29.656,58;29.656,58;0,00;-35,66
256/2300A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;15.587,31;15.587,31;0,00;1.169,85
256/2300A/12005;Salaris del Grup E;7.678,58;0,00;7.678,58;7.198,80;7.198,80;0,00;479,78
256/2300A/12006;Triennis;24.585,12;-41,36;24.543,76;23.621,18;23.621,18;0,00;922,58
256/2300A/12100;Complement de destí;54.178,44;-89,19;54.089,25;56.137,88;56.137,88;0,00;-2.048,63
256/2300A/12101;Complement  específic;100.334,52;-165,97;100.168,55;96.457,86;96.457,86;0,00;3.710,69
256/2300A/12103;Altres complements;38.837,00;0,00;38.837,00;40.143,38;40.143,38;0,00;-1.306,38
256/2300A/14300;Retribucions altre personal;35.632,49;0,00;35.632,49;34.852,27;34.852,27;0,00;780,22
256/2300A/15000;Productivitat;6.731,94;0,00;6.731,94;38,16;38,16;0,00;6.693,78
256/2300A/16000;Seguretat social;95.751,10;-4.971,22;90.779,88;97.280,61;97.280,61;0,00;-6.500,73
256/2300A/22001;Premsa, revistes, llibres i altres publicacions;736,00;0,00;736,00;1.971,98;1.681,48;290,50;-1.235,98
256/2300A/22201;Comunicacions postals;3.000,00;0,00;3.000,00;2.099,19;1.740,16;359,03;900,81
256/2300A/22601;Atencions protocol·làries i representatives;500,00;0,00;500,00;0,00;0,00;0,00;500,00
256/2300A/2260200;Difusió d´activitats;2.500,00;0,00;2.500,00;3.481,26;2.725,01;756,25;-981,26
256/2300A/22620;El Sud Suma + Nou Pla de Barris;0,00;39.510,10;39.510,10;4.717,78;4.717,78;0,00;34.792,32
256/2300A/22690;Altres despeses diverses;505.000,00;-505.000,00;0,00;0,00;0,00;0,00;0,00
256/2300A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;289,37;243,67;45,70;710,63
256/2300A/2270001;Contractes de neteja;0,00;0,00;0,00;0,00;0,00;0,00;0,00
256/2300A/23020;Dietes personal no directiu;1.300,00;0,00;1.300,00;125,75;3,65;122,10;1.174,25
256/2310A/22799;Altres treballs realitzats per altres empreses i prof.;172.369,20;0,00;172.369,20;169.217,00;120.215,32;49.001,68;3.152,20
256/2310A/48200;Transf. corrents institucions sense ànim de lucre;897.093,00;47.000,00;944.093,00;766.571,19;698.215,40;68.355,79;177.521,81
256/2310B/12000;Salaris del Grup A1;73.386,60;-103,52;73.283,08;82.832,44;82.832,44;0,00;-9.549,36
256/2310B/12001;Salaris del Grup A2;64.532,60;0,00;64.532,60;61.213,55;61.213,55;0,00;3.319,05
256/2310B/12004;Salaris del Grup C2;8.378,58;-27,96;8.350,62;7.771,16;7.771,16;0,00;579,46
256/2310B/12006;Triennis;23.606,48;-17,55;23.588,93;20.851,11;20.851,11;0,00;2.737,82
256/2310B/12100;Complement de destí;59.793,48;-63,52;59.729,96;64.910,72;64.910,72;0,00;-5.180,76
256/2310B/12101;Complement  específic;89.843,88;-101,07;89.742,81;103.294,95;103.294,95;0,00;-13.552,14
256/2310B/12103;Altres complements;36.899,22;0,00;36.899,22;36.443,45;36.443,45;0,00;455,77
256/2310B/15000;Productivitat;7.788,49;0,00;7.788,49;729,47;729,47;0,00;7.059,02
256/2310B/16000;Seguretat social;97.238,19;-88,08;97.150,11;89.493,91;89.493,91;0,00;7.656,20
256/2311A/12001;Salaris del Grup A2;632.139,72;-751,80;631.387,92;585.869,25;585.869,25;0,00;45.518,67
256/2311A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.444,39;9.444,39;0,00;440,45
256/2311A/12004;Salaris del Grup C2;149.714,00;-139,80;149.574,20;135.908,13;135.908,13;0,00;13.666,07
256/2311A/12005;Salaris del Grup E;7.678,58;-25,60;7.652,98;7.089,26;7.089,26;0,00;563,72
256/2311A/12006;Triennis;69.671,25;-47,06;69.624,19;60.296,80;60.296,80;0,00;9.327,39
256/2311A/12100;Complement de destí;318.042,72;-409,78;317.632,94;312.295,21;312.295,21;0,00;5.337,73
256/2311A/12101;Complement  específic;533.958,36;-719,04;533.239,32;555.706,20;555.706,20;0,00;-22.466,88
256/2311A/12103;Altres complements;206.548,64;0,00;206.548,64;202.868,11;202.868,11;0,00;3.680,53
256/2311A/13000;Retribucions bàsiques;64.759,64;-223,04;64.536,60;63.190,02;63.190,02;0,00;1.346,58
256/2311A/15000;Productivitat;47.278,69;-11,91;47.266,78;3.002,50;3.002,50;0,00;44.264,28
256/2311A/16000;Seguretat social;583.300,79;-694,86;582.605,93;593.576,89;593.576,89;0,00;-10.970,96
256/2311A/20200;Lloguers d’edificis i altres construccions;1.458,00;0,00;1.458,00;1.457,76;1.065,00;392,76;0,24
256/2311A/22104;Vestuari;500,00;0,00;500,00;0,00;0,00;0,00;500,00
256/2311A/22699;Altres despeses diverses;5.500,00;0,00;5.500,00;3.767,59;1.194,99;2.572,60;1.732,41
256/2311A/22706;Estudis i treballs tècnics;16.248,23;0,00;16.248,23;16.385,82;13.608,95;2.776,87;-137,59
256/2311A/22799;Altres treballs realitzats per altres empreses i prof.;242.384,08;0,00;242.384,08;240.725,69;152.004,83;88.720,86;1.658,39
256/2311A/48000;A famílies i institucions sense ànim de lucre;737.000,00;306.540,00;1.043.540,00;868.960,50;615.053,24;253.907,26;174.579,50
256/2311A/48200;Transf. corrents institucions sense ànim de lucre;58.117,00;0,00;58.117,00;68.149,22;68.149,22;0,00;-10.032,22
256/2312B/2270001;Contractes de neteja;0,00;0,00;0,00;0,00;0,00;0,00;0,00
257/3400A/11000;Retribucions bàsiques;10.607,20;0,00;10.607,20;9.903,38;9.903,38;0,00;703,82
257/3400A/11001;Retribucions complementàries;50.295,22;0,00;50.295,22;45.443,27;45.443,27;0,00;4.851,95
257/3400A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.124,51;14.124,51;0,00;552,81
257/3400A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;12.289,14;12.289,14;0,00;617,38
257/3400A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.365,33;9.365,33;0,00;519,51
257/3400A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;15.625,78;15.625,78;0,00;1.131,38
257/3400A/12005;Salaris del Grup E;7.678,58;-25,60;7.652,98;7.196,42;7.196,42;0,00;456,56
257/3400A/12006;Triennis;10.276,07;0,00;10.276,07;9.430,35;9.430,35;0,00;845,72
257/3400A/12100;Complement de destí;27.719,52;-12,14;27.707,38;27.620,69;27.620,69;0,00;86,69
257/3400A/12101;Complement  específic;50.652,24;-27,11;50.625,13;53.078,37;53.078,37;0,00;-2.453,24
257/3400A/12103;Altres complements;19.143,34;0,00;19.143,34;17.356,76;17.356,76;0,00;1.786,58
257/3400A/15000;Productivitat;3.188,12;0,00;3.188,12;38,16;38,16;0,00;3.149,96
257/3400A/16000;Seguretat social;57.407,57;-24,58;57.382,99;59.940,03;59.940,03;0,00;-2.557,04
257/3400A/20200;Lloguers d’edificis i altres construccions;19.099,77;0,00;19.099,77;18.690,80;17.107,06;1.583,74;408,97
257/3400A/22001;Premsa, revistes, llibres i altres publicacions;1.056,00;0,00;1.056,00;335,80;335,80;0,00;720,20
257/3400A/22100;Energia elèctrica;7.432,00;0,00;7.432,00;958,85;958,85;0,00;6.473,15
257/3400A/22201;Comunicacions postals;500,00;0,00;500,00;226,77;205,21;21,56;273,23
257/3400A/22601;Atencions protocol·làries i representatives;1.200,00;0,00;1.200,00;697,24;697,24;0,00;502,76
257/3400A/2260200;Difusió d´activitats;6.000,00;0,00;6.000,00;9.221,55;6.559,75;2.661,80;-3.221,55
257/3400A/22620;El Sud Suma + Nou Pla de Barris;19.616,51;20,00;19.636,51;396,86;396,86;0,00;19.239,65
257/3400A/22699;Altres despeses diverses;10,00;0,00;10,00;234,30;234,30;0,00;-224,30
257/3400A/2270001;Contractes de neteja;0,00;0,00;0,00;0,00;0,00;0,00;0,00
257/3400A/23020;Dietes personal no directiu;1.300,00;0,00;1.300,00;0,00;0,00;0,00;1.300,00
257/3400A/48200;Transf. corrents institucions sense ànim de lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3410A/22199;Altres subministraments;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
257/3410A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;1.986,89;1.245,00;741,89;-986,89
257/3410A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3410A/48200;Transf. corrents institucions sense ànim de lucre;236.240,00;10.509,09;246.749,09;217.982,51;168.352,19;49.630,32;28.766,58
257/3410B/12001;Salaris del Grup A2;38.719,56;-134,25;38.585,31;36.795,03;36.795,03;0,00;1.790,28
257/3410B/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;7.774,56;7.774,56;0,00;604,02
257/3410B/12006;Triennis;8.907,15;-14,60;8.892,55;7.872,88;7.872,88;0,00;1.019,67
257/3410B/12100;Complement de destí;21.107,76;-67,85;21.039,91;20.957,83;20.957,83;0,00;82,08
257/3410B/12101;Complement  específic;37.825,44;-150,23;37.675,21;39.539,31;39.539,31;0,00;-1.864,10
257/3410B/12103;Altres complements;20.872,28;0,00;20.872,28;18.641,60;18.641,60;0,00;2.230,68
257/3410B/15000;Productivitat;2.537,57;0,00;2.537,57;399,21;399,21;0,00;2.138,36
257/3410B/15300;Complement de dedicació especial;0,00;10,00;10,00;1.494,20;1.494,20;0,00;-1.484,20
257/3410B/16000;Seguretat social;34.377,14;-113,78;34.263,36;35.807,79;35.807,79;0,00;-1.544,43
257/3410B/22199;Altres subministraments;2.700,00;0,00;2.700,00;3.901,65;886,26;3.015,39;-1.201,65
257/3410B/22300;Transports;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3410B/22400;Primes d’assegurances;10,00;0,00;10,00;3.000,00;3.000,00;0,00;-2.990,00
257/3410B/22699;Altres despeses diverses;1.500,00;0,00;1.500,00;1.536,31;1.511,31;25,00;-36,31
257/3410B/22799;Altres treballs realitzats per altres empreses i prof.;165.100,00;35.144,00;200.244,00;189.298,73;139.249,56;50.049,17;10.945,27
257/3410B/48200;Transf. corrents institucions sense ànim de lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3411A/22609;Despeses d'organització;49.495,00;0,00;49.495,00;39.124,42;27.486,77;11.637,65;10.370,58
257/3411B/22199;Altres subministraments;5.000,00;0,00;5.000,00;5.166,19;2.167,30;2.998,89;-166,19
257/3411B/22699;Altres despeses diverses;5.000,00;0,00;5.000,00;1.622,56;850,23;772,33;3.377,44
257/3411B/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3411B/48200;Transf. corrents institucions sense ànim de lucre;45.000,00;0,00;45.000,00;29.400,00;1.500,00;27.900,00;15.600,00
257/3420A/21300;Manteniment de maquinària, instal·lacions i utillatge;55.000,00;0,00;55.000,00;33.243,05;20.804,79;12.438,26;21.756,95
257/3420A/21900;Altre immobilitzat material;59.000,00;0,00;59.000,00;39.674,77;21.727,64;17.947,13;19.325,23
257/3420A/22100;Energia elèctrica;58.277,00;0,00;58.277,00;35.581,85;23.613,24;11.968,61;22.695,15
257/3420A/22101;Aigua;26.147,32;0,00;26.147,32;36.981,11;36.837,23;143,88;-10.833,79
257/3420A/22199;Altres subministraments;12.000,00;-5.600,00;6.400,00;4.812,20;4.812,20;0,00;1.587,80
257/3420A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3420A/2270001;Contractes de neteja;36.966,06;0,00;36.966,06;35.927,77;35.927,77;0,00;1.038,29
257/3420A/22799;Altres treballs realitzats per altres empreses i prof.;400.000,00;-21.309,09;378.690,91;355.681,60;337.739,73;17.941,87;23.009,31
257/3420B/12000;Salaris del Grup A1;14.677,32;-51,76;14.625,56;14.016,46;14.016,46;0,00;609,10
257/3420B/12001;Salaris del Grup A2;64.532,60;-134,25;64.398,35;56.006,77;56.006,77;0,00;8.391,58
257/3420B/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;0,00;0,00;0,00;8.378,58
257/3420B/12005;Salaris del Grup E;345.536,10;-2.967,33;342.568,77;317.938,90;317.938,90;0,00;24.629,87
257/3420B/12006;Triennis;46.876,46;-59,04;46.817,42;38.621,69;38.621,69;0,00;8.195,73
257/3420B/12100;Complement de destí;171.312,84;-1.389,14;169.923,70;163.173,92;163.173,92;0,00;6.749,78
257/3420B/12101;Complement  específic;359.991,96;-3.470,81;356.521,15;362.454,16;362.454,16;0,00;-5.933,01
257/3420B/12103;Altres complements;310.088,12;-748,89;309.339,23;302.870,68;302.870,68;0,00;6.468,55
257/3420B/14300;Retribucions altre personal;32.201,88;0,00;32.201,88;0,00;0,00;0,00;32.201,88
257/3420B/15000;Productivitat;38.415,45;-16,39;38.399,06;16.867,21;16.867,21;0,00;21.531,85
257/3420B/15300;Complement de dedicació especial;530,20;0,00;530,20;7.339,26;7.339,26;0,00;-6.809,06
257/3420B/16000;Seguretat social;370.186,38;-3.590,28;366.596,10;319.268,90;319.268,90;0,00;47.327,20
257/3420B/21200;Manteniment d’edificis i altres construccions;7.000,00;0,00;7.000,00;15.855,02;10.637,54;5.217,48;-8.855,02
257/3420B/21300;Manteniment de maquinària, instal·lacions i utillatge;56.500,00;16.400,00;72.900,00;72.262,01;21.344,47;50.917,54;637,99
257/3420B/21900;Altre immobilitzat material;32.000,00;0,00;32.000,00;23.888,92;15.806,75;8.082,17;8.111,08
257/3420B/22100;Energia elèctrica;118.957,00;0,00;118.957,00;98.175,74;98.175,74;0,00;20.781,26
257/3420B/22101;Aigua;47.341,09;0,00;47.341,09;21.027,19;21.027,19;0,00;26.313,90
257/3420B/22102;Gas;36.883,00;0,00;36.883,00;44.408,08;44.408,08;0,00;-7.525,08
257/3420B/22104;Vestuari;20.500,00;0,00;20.500,00;7.211,01;2.545,77;4.665,24;13.288,99
257/3420B/22199;Altres subministraments;13.000,00;0,00;13.000,00;7.280,96;1.486,93;5.794,03;5.719,04
257/3420B/22699;Altres despeses diverses;10,00;0,00;10,00;7.178,22;4.492,62;2.685,60;-7.168,22
257/3420B/2270001;Contractes de neteja;500.000,00;0,00;500.000,00;500.330,40;23.712,96;476.617,44;-330,40
257/3420B/22799;Altres treballs realitzats per altres empreses i prof.;150.000,00;-24.383,60;125.616,40;0,00;0,00;0,00;125.616,40
257/3420B/62300;Inv. nova en maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3420B/62500;Mobiliari;10,00;0,00;10,00;0,00;0,00;0,00;10,00
257/3420B/62900;Altres inv. noves assoc. al funcionament op. del servei;0,00;2.596,00;2.596,00;0,00;0,00;0,00;2.596,00
257/3420B/63200;Inv. rep. en edificis i altres construccions;1.500.000,00;607.068,75;2.107.068,75;2.104.172,70;1.018.573,24;1.085.599,46;2.896,05
257/3420B/74000;Transferències de capital a Empreses Municipals;0,00;0,00;0,00;0,00;0,00;0,00;0,00
257/9222G/44900;Altres subv. a ens públics i societats mercantils locals;112.000,00;0,00;112.000,00;112.000,00;112.000,00;0,00;0,00
258/2320A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;6.654,30;6.654,30;0,00;22.700,34
258/2320A/12001;Salaris del Grup A2;25.813,04;-89,50;25.723,54;5.753,88;5.753,88;0,00;19.969,66
258/2320A/12003;Salaris del Grup C1;19.769,68;-33,60;19.736,08;4.320,12;4.320,12;0,00;15.415,96
258/2320A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;4.194,75;4.194,75;0,00;12.562,41
258/2320A/12006;Triennis;19.967,98;0,00;19.967,98;4.533,08;4.533,08;0,00;15.434,90
258/2320A/12100;Complement de destí;42.620,52;-73,68;42.546,84;10.937,71;10.937,71;0,00;31.609,13
258/2320A/12101;Complement  específic;69.042,24;-213,46;68.828,78;18.774,82;18.774,82;0,00;50.053,96
258/2320A/12103;Altres complements;38.278,12;0,00;38.278,12;4.766,38;4.766,38;0,00;33.511,74
258/2320A/13100;Laboral temporal;0,00;13.194,44;13.194,44;20.078,19;20.078,19;0,00;-6.883,75
258/2320A/14300;Retribucions altre personal;0,00;72.905,26;72.905,26;112.338,38;112.338,38;0,00;-39.433,12
258/2320A/15000;Productivitat;5.940,33;0,00;5.940,33;720,07;720,07;0,00;5.220,26
258/2320A/16000;Seguretat social;74.293,89;22.997,03;97.290,92;64.079,77;64.079,77;0,00;33.211,15
258/2320A/21900;Altre immobilitzat material;10,00;0,00;10,00;0,00;0,00;0,00;10,00
258/2320A/22001;Premsa, revistes, llibres i altres publicacions;240,00;0,00;240,00;335,80;335,80;0,00;-95,80
258/2320A/22199;Altres subministraments;10,00;0,00;10,00;0,00;0,00;0,00;10,00
258/2320A/22201;Comunicacions postals;1.000,00;0,00;1.000,00;515,70;505,10;10,60;484,30
258/2320A/22400;Primes d’assegurances;2.400,00;0,00;2.400,00;181,25;181,25;0,00;2.218,75
258/2320A/22602;Publicitat i propaganda;10,00;0,00;10,00;0,00;0,00;0,00;10,00
258/2320A/2260200;Difusió d´activitats;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
258/2320A/22606;Reunions, conferències i cursos;4.000,00;-4.000,00;0,00;0,00;0,00;0,00;0,00
258/2320A/22609;Activitats culturals i esportives;4.000,00;-4.000,00;0,00;0,00;0,00;0,00;0,00
258/2320A/22610;Pla Barris antic;0,00;9.463,92;9.463,92;0,00;0,00;0,00;9.463,92
258/2320A/22620;El Sud Suma + Nou Pla de Barris;90.072,57;1.521,52;91.594,09;1.546,20;1.546,20;0,00;90.047,89
258/2320A/22699;Altres despeses diverses;10.800,00;0,00;10.800,00;11.725,92;10.763,73;962,19;-925,92
258/2320A/22799;Altres treballs realitzats per altres empreses i prof.;338.257,40;-184.302,09;153.955,31;54.632,69;30.628,07;24.004,62;99.322,62
258/2320A/48800;Transferències Pla de Barris;0,00;2.132,59;2.132,59;0,00;0,00;0,00;2.132,59
258/2320A/48820;Transferències Pla de Barris El Sud Suma +;10,00;10,00;20,00;0,00;0,00;0,00;20,00
258/2320A/48900;Altres transferències;128.500,00;55.000,00;183.500,00;234.546,40;218.550,80;15.995,60;-51.046,40
258/2321A/12003;Salaris del Grup C1;0,00;10,00;10,00;7.091,61;7.091,61;0,00;-7.081,61
258/2321A/12006;Triennis;0,00;10,00;10,00;235,56;235,56;0,00;-225,56
