"Ejercicio","TipoVehículo","MarcaModelo","NumBastidor","Tipo_dato","Cantidad_dato","tipoBeneficio","desc_tipo_beneficio","porcentajeBeneficio"
2017,"TURISMO","SEAT LEON","VSSZZZ5FZFR077742","C.F.V.","9.78",,,
2017,"TURISMO","RENAULT CLIO","VF1CB1DEF32855935","C.F.V.","11.64",,,
2017,"TURISMO","VOLKSWAGEN GOLF 1.9","WVWZZZ1KZ6W598634","C.F.V.","12.89",,,
2017,"CAMION","FORD TRANSIT CONNECT","WF0TXXTTPT7S31812","CARGA","607",,,
2017,"TURISMO","FORD C MAX","WF0JXXGCBJFC16127","C.F.V.","11.47",,,
2017,"TURISMO","BMW X3 XDRIVE20D","WBAWY31020L620606","C.F.V.","13.29",,,
2017,"TURISMO","NISSAN ALMERA","SJNFDAN16U0239734","C.F.V.","14.04",,,
2017,"TURISMO","VOLKSWAGEN GOLF","WVWZZZ1KZAP142050","C.F.V.","11.64",,,
2017,"CAMION","AUDI Q5","WAUZZZ8R3CA006004","CARGA","610",,,
2017,"TURISMO","CITROEN C4 PURTEC110 LIVEEDI","VF7NCHNZ6FY548160","C.F.V.","8.73",,,
2017,"TURISMO","DACIA SANDERO","UU15SDE3354488216","C.F.V.","9.54",,,
2017,"TURISMO","VOLKSWAGEN PASSAT","WVWZZZ3CZFE526117","C.F.V.","13.19",,,
2017,"CAMION","MERCEDES-BENZ ML270CDI","WDC1631131A559933","CARGA","695",,,
2017,"TURISMO","FORD TRANSIT COURIER","WF0NXXTACNFJ82866","C.F.V.","11.19",,,
2017,"TURISMO","FORD FOCUS","WF03XXGCD36Y19827","C.F.V.","13.3",,,
2017,"TURISMO","DACIA SANDERO","UU15SDCJ554492135","C.F.V.","11.02",,,
2017,"TURISMO","DACIA DUSTER","UU1HSDJ9F54265009","C.F.V.","11.02",,,
2017,"TURISMO","OPEL VECTRA B","W0L0JBF19X1103594","C.F.V.","13.3",,,
2017,"TURISMO","TOYOTA TOYOTA AYGO","JTDKGNEC20N127775","C.F.V.","7.82","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","CITROEN C6","VF7TD4HTH78010927","C.F.V.","14.02",,,
2017,"TURISMO","FORD MONDEO","WF05XXGBB54L45851","C.F.V.","13.3",,,
2017,"TURISMO","TOYOTA TOYOTA AURIS","SB1ZS3JE80E195799","C.F.V.","12.49",,,
2017,"TURISMO","ALFA ROMEO ALFA 147","ZAR93700005149300","C.F.V.","11.63",,,
2017,"TURISMO","AUDI A1 SPORTBACK","WAUZZZ8X0FB007995","C.F.V.","9.67",,,
2017,"TURISMO","VOLKSWAGEN GOLF","WVWZZZAUZFP110914","C.F.V.","11.64",,,
2017,"TURISMO","AUDI A3","WAUZZZ8P4DA033633","C.F.V.","11.64",,,
2017,"TURISMO","NISSAN NISSAN MICRA","MDHFBUK13U0848878","C.F.V.","8.72",,,
2017,"TURISMO","FORD FOCUS","WF05XXWPD55D47873","C.F.V.","13.3",,,
2017,"CAMION","MERCEDES-BENZ 316 CDI","WDB9036631R284124","CARGA","690",,,
2017,"TURISMO","PEUGEOT 1007 1.4","VF3KM8HZC20084625","C.F.V.","10.75",,,
2017,"TURISMO","DACIA LODGY","UU1JSDDV554064543","C.F.V.","11.64",,,
2017,"TURISMO","RENAULT KADJAR","VF1RFE00X53583829","C.F.V.","11.02",,,
2017,"TURISMO","RENAULT CAPTUR","VF12RA11A54084096","C.F.V.","7.34",,,
2017,"TURISMO","DACIA SANDERO","UU15SDCJC54487352","C.F.V.","11.02",,,
2017,"MOTOCICLETA","YAMAHA YP400RA","VG5SH072000008156","C.C","394",,,
2017,"TURISMO","VOLVO V40","YV1VW70924F086403","C.F.V.","12.79",,,
2017,"TURISMO","NISSAN NISSAN QASHQAI","SJNFAAJ11U1354330","C.F.V.","11.03",,,
2017,"TURISMO","RENAULT MEGANE SCENIC","VF1JA1U0527612733","C.F.V.","12.78",,,
2017,"MOTOCICLETA","HONDA XL125V","VTMJC32A08E420585","C.C","125",,,
2017,"MOTOCICLETA","HARLEY DAVIDSON VRSCA VROD","5HD1HAZ4X3K848329","C.C","1131",,,
2017,"CAMION","CHRYSLER VOYAGER","1C8GYN27X4Y122983","CARGA","736",,,
2017,"TURISMO","BMW 320D","WBAAS71060CH18124","C.F.V.","13.3",,,
2017,"TURISMO","PEUGEOT 207 5PBLINE HDI7","VF3WC8HR0BW019178","C.F.V.","10.74",,,
2017,"TURISMO","PORSCHE CAYENNE DIESEL AUTOM T","WP1ZZZ9PZALA21108","C.F.V.","19.84",,,
2017,"TURISMO","BMW X REIHE","WBAVN11080VN30826","C.F.V.","13.3",,,
2017,"TURISMO","RENAULT CAPTUR","VF12RAR1C54485772","C.F.V.","11.02",,,
2017,"TURISMO","PORSCHE CAYMAN S","WP0ZZZ98Z6U775491","C.F.V.","21.49",,,
2017,"TURISMO","MITSUBISHI OUTLANDER PHEV KAITEKI","JMBXDGG2WEZC04547","C.F.V.","13.31",,,
2017,"TURISMO","FORD C-MAX","WF0VXXGCEVFJ73102","C.F.V.","11.19",,,
2017,"TURISMO","LEXUS LEXUS NX300H","JTJBJRBZ202020533","C.F.V.","15.2",,,
2017,"TURISMO","BMW 118D","WBA1W51090P824128","C.F.V.","13.29",,,
2017,"MOTOCICLETA","YAMAHA XP500","JYASJ092000001238","C.C","530",,,
2017,"TURISMO","RENAULT CLIO","VF15RB20A54060796","C.F.V.","7.34",,,
2017,"TURISMO","PEUGEOT 3008","VF30U9HR8BS342216","C.F.V.","11.47",,,
2017,"TURISMO","FORD FOCUS C-MAX","WF0MXXGCDM4K06534","C.F.V.","11.63",,,
2017,"TURISMO","PEUGEOT 208 5P ALLU BHDI 100","VF3CCBHY6FT196736","C.F.V.","11.47",,,
2017,"TURISMO","BMW 116ED","WBA1C91000J504876","C.F.V.","11.63",,,
2017,"TURISMO","AUDI A5","WAUZZZ8T49A036682","C.F.V.","18.74",,,
2017,"TURISMO","CITROEN C3 HDI 90 COLLECTION","VF7SC9HP0FW588869","C.F.V.","11.47",,,
2017,"TURISMO","CITROEN XSARA 20HDI90 EX","VF7N1RHYB73828519","C.F.V.","13.3",,,
2017,"TURISMO","SEAT LEON","VSSZZZ5FZGR073744","C.F.V.","10.72",,,
2017,"TURISMO","FIAT FIAT PUNTO","ZFA19900001869427","C.F.V.","10.04",,,
2017,"TURISMO","PEUGEOT 208 5PLIKE1.6BHDI 75","VF3CCBHW6FT180460","C.F.V.","11.47",,,
2017,"TURISMO","SEAT LEON","VSSZZZ1PZ8R000329","C.F.V.","12.89",,,
2017,"TURISMO","PEUGEOT 3008","VF30U9HR8CS203553","C.F.V.","11.47",,,
2017,"TURISMO","PEUGEOT 3008 STY 16 BHDI 120","VF30UBHZMFS314171","C.F.V.","11.47",,,
2017,"TURISMO","MERCEDES-BENZ GLA 200 D","WDC1569081J222465","C.F.V.","13.88",,,
2017,"TURISMO","MERCEDES-BENZ E320CDI","WDB2110261A583576","C.F.V.","20.85",,,
2017,"TURISMO","PEUGEOT PART TEP ACT BHDI100","VF37JBHY6FN540252","C.F.V.","11.47",,,
2017,"TURISMO","RENAULT FLUENCE ZE","VF1LZBZ0L46628414","C.F.V.","9.7","BC","B. AMBIENTAL POR CARBURANTE",75
2017,"TURISMO","MAZDA MAZDA 3","3MZBM62661M127592","C.F.V.","13.3",,,
2017,"TURISMO","RENAULT MEGANE","VF1BM0B0H28784287","C.F.V.","10.7",,,
2017,"TURISMO","FIAT QUBO","ZFA22500006B53211","C.F.V.","10.04",,,
2017,"TURISMO","KIA RIO","KNADM511AE6990122","C.F.V.","10.04",,,
2017,"TURISMO","BMW 530 DA","WBADP81040GS90709","C.F.V.","19.68",,,
2017,"CAMION","RENAULT TRAFIC","VF1FLAHA6AY335184","CARGA","929",,,
2017,"TURISMO","HONDA ACCORD 2 2 I CTDI EXEC","JHMCN15507C203610","C.F.V.","14.12",,,
2017,"TURISMO","VOLKSWAGEN POLO 1 4 5V","WVWZZZ6NZ1Y190319","C.F.V.","10.7",,,
2017,"TURISMO","FIAT 500","ZFA31200000243132","C.F.V.","10",,,
2017,"TURISMO","SEAT LEON","VSSZZZ5FZFR114645","C.F.V.","9.78",,,
2017,"TURISMO","FORD KUGA'DM2'4PUERTAS MUL","WF0RXXGCDR9A23383","C.F.V.","13.3",,,
2017,"TURISMO","BMW 520D AUT","WBAFW11000DU15709","C.F.V.","13.29",,,
2017,"TURISMO","VOLKSWAGEN POLO","WVWZZZ6RZFU095933","C.F.V.","9.67",,,
2017,"TURISMO","PORSCHE CAYENNE. AUTOM TICO","WP1ZZZ9PZ5LA07052","C.F.V.","20.72",,,
2017,"TURISMO","FORD KUGA","WF0AXXWPMAFP89767","C.F.V.","11.19","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","MAZDA MAZDA CX-5","JMZKEF91800466951","C.F.V.","14.06","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TRACTOR","SCANIA R144LA4X2NA530","VLUR4X20009057490","C.F.V.","53.92",,,
2017,"TURISMO","VOLKSWAGEN TIGUAN","WVGZZZ5NZGW063814","C.F.V.","13.19",,,
2017,"CAMION","CAYUELAS NISSAN NT400 CABSTAR S","VWASVTF24F6181139","CARGA","3500",,,
2017,"CAMION","NISSAN KUBISTAR","VNVF1074FUU023635","CARGA","689",,,
2017,"TURISMO","PEUGEOT 3008 ALL 16 BHDI 120","VF30UBHZMFS315690","C.F.V.","11.47",,,
2017,"TURISMO","PEUGEOT 2008 STY BLUEHDI 100","VF3CUBHY6FY168054","C.F.V.","11.47",,,
2017,"TURISMO","SEAT MII","VSSZZZAAZGD304318","C.F.V.","7.82",,,
2017,"CAMION","OPEL VIVARO","W0LF7BBB55Y709693","CARGA","1212",,,
2017,"TURISMO","CITROEN C3 1.4I SX PLUS","VF7FCKFVB27009373","C.F.V.","10.56",,,
2017,"TURISMO","CITROEN SAXO 1.5D SX 3P","VF7S0VJXB57738337","C.F.V.","11.32",,,
2017,"TURISMO","NISSAN NISSAN LEAF","SJNFAAZE0U6020571","C.F.V.","15.53","BC","B. AMBIENTAL POR CARBURANTE",75
2017,"TURISMO","OPEL ZAFIRA","W0L0AHM758G120926","C.F.V.","12.94",,,
2017,"TURISMO","PEUGEOT 207 1.6","VF3WB5FWC33784992","C.F.V.","11.57",,,
2017,"TURISMO","DACIA SANDERO","UU15SDA1C54487341","C.F.V.","7.34",,,
2017,"TURISMO","BMW 216D GRAN TOURER","WBA2E31000P792021","C.F.V.","9.97",,,
2017,"TURISMO","KIA SPORTAGE","U5YPC815AFL763872","C.F.V.","12.02",,,
2017,"TURISMO","FORD MONDEO","WF0GXXGBBGCS79040","C.F.V.","11.47",,,
2017,"TURISMO","AUDI A1","WAUZZZ8X9GB064522","C.F.V.","9.67",,,
2017,"TURISMO","PEUGEOT 2008 ACT BLUEHDI 100","VF3CUBHY6FY111745","C.F.V.","11.47",,,
2017,"TURISMO","BMW 645CI MAN","WBAEK71020B230454","C.F.V.","28.19",,,
2017,"TURISMO","NISSAN NISSAN QASHQAI","SJNFEAJ11U1556998","C.F.V.","9.78",,,
2017,"TURISMO","SEAT LEON SC","VSSZZZ5FZGR083917","C.F.V.","12.5",,,
2017,"MOTOCICLETA","KYMCO AGILITY CITY 125","LC2C20000F2605369","C.C","125",,,
2017,"TURISMO","FORD C-MAX","WF0VXXGCEVFS16312","C.F.V.","11.19",,,
2017,"TURISMO","PEUGEOT 208 5P ACTIVE HDI 68","VF3CC8HR0ET061834","C.F.V.","10.74",,,
2017,"TURISMO","SEAT LEON ST","VSSZZZ5FZGR091170","C.F.V.","11.64",,,
2017,"TURISMO","FORD FIESTA","WF0DXXGAKDFJ04066","C.F.V.","10",,,
2017,"TURISMO","CHEVROLET ORLANDO","KL1YF75Y9CK695275","C.F.V.","13.3",,,
2017,"TURISMO","FIAT PUNTO","ZFA19900000615817","C.F.V.","10.03",,,
2017,"TURISMO","AUDI A4 LIMOUSINE","WAUZZZ8K0FN051921","C.F.V.","13.19",,,
2017,"CAMION","SSANGYONG REXTON","KPTG0B1DS3P074891","CARGA","699",,,
2017,"TURISMO","RENAULT CLIO","VF15RB20A54067455","C.F.V.","7.34",,,
2017,"TURISMO","RENAULT CLIO","VF15RB20A54067516","C.F.V.","7.34",,,
2017,"TURISMO","FORD KA","WF0UXXLTRUFP76718","C.F.V.","10",,,
2017,"TURISMO","FORD FIESTA","WF0DXXGAKDFT50729","C.F.V.","10","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"CAMION","RENAULT TRAFIC","VF1JLDBA53V187052","CARGA","1044","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","BMW COOPER MAN","WMWRC31080TH03956","C.F.V.","11",,,
2017,"TURISMO","FORD FIESTA","WF0DXXGAKDFJ86534","C.F.V.","11.19",,,
2017,"TURISMO","PEUGEOT 208 5P ACTI PTECH 82","VF3CCHMZ6FT198101","C.F.V.","8.73",,,
2017,"TURISMO","DACIA DUSTER","UU1HSDCJ654533612","C.F.V.","11.02",,,
2017,"CAMION","IVECO 35S11","ZCFC357100D166827","CARGA","1315",,,
2017,"TURISMO","FORD C-MAX","WF0VXXGCEVFY14386","C.F.V.","11.19",,,
2017,"MOTOCICLETA","TRIUMPH TIGER 800 XRT","SMTTRE17B8G727743","C.C","800",,,
2017,"TURISMO","RENAULT MEGANE","VF1BZ0C0H54686372","C.F.V.","11.02","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","VOLKSWAGEN TIGUAN","WVGZZZ5NZGW559502","C.F.V.","13.19",,,
2017,"TURISMO","PEUGEOT 307","VF33C9HXC84375300","C.F.V.","11.47",,,
2017,"TURISMO","SEAT LEON","VSSZZZ1PZCR002017","C.F.V.","11.64",,,
2017,"TURISMO","PEUGEOT 208 5P ACTI PTECH 82","VF3CCHMZ6FT192086","C.F.V.","8.73",,,
2017,"TURISMO","PEUGEOT 208 5P ACTI BHDI 100","VF3CCBHY6FT232488","C.F.V.","11.47",,,
2017,"TURISMO","HYUNDAI TUCSON","TMAJ3815AGJ063516","C.F.V.","12.02",,,
2017,"TURISMO","HYUNDAI I10","NLHA751AAGZ195955","C.F.V.","7.82",,,
2017,"TURISMO","TOYOTA TOYOTA RAV4","JTMWHREV00D041880","C.F.V.","13.31",,,
2017,"TURISMO","PEUGEOT 5008 ALL 16 BHDI 120","VF30EBHZMFS212932","C.F.V.","11.47",,,
2017,"TURISMO","FORD MONDEO","WF05XXGBB52S40515","C.F.V.","13.3","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","HYUNDAI TUCSON","TMAJ3815AGJ054561","C.F.V.","12.02",,,
2017,"TURISMO","MITSUBISHI ECLIPSE","4MBMND32ATE000439","C.F.V.","13.31",,,
2017,"TURISMO","PEUGEOT 308 STY1.2PTEC110S S","VF3LPHNZBFS329959","C.F.V.","8.73",,,
2017,"TURISMO","KIA CARENS","KNAHU811AG7139918","C.F.V.","11.61","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","MERCEDES-BENZ E 320 CDI","WDB2110221A992024","C.F.V.","19.92","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","JAGUAR LAND ROV RANGE ROVER EVOQUE","SALVA2BC0FH070560","C.F.V.","14.01",,,
2017,"TURISMO","FORD MONDEO","WF0EXXGBBE8L40266","C.F.V.","13.3",,,
2017,"CAMION","COVALCA MAXITY 140.35 6 C.CAB","VF6SVTF24F6181182","CARGA","3500",,,
2017,"TURISMO","LAND ROVER RANGE ROVER EVOQUE","SALVA2BN8GH106580","C.F.V.","13.31",,,
2017,"TURISMO","DACIA SANDERO","UU15SDE3354266431","C.F.V.","9.54",,,
2017,"TURISMO","VOLKSWAGEN POLO","WVWZZZ6RZFY043675","C.F.V.","7.82",,,
2017,"TURISMO","OPEL ZAFITA TOURER","W0LPC9E83G1024773","C.F.V.","11.64",,,
2017,"TURISMO","HYUNDAI ELANTRA","KMHDH41CAFU517299","C.F.V.","11.61",,,
2017,"TURISMO","KIA RIO","KNADN311AG6611829","C.F.V.","10.04",,,
2017,"TURISMO","OPEL ASTRA G CC","W0L0TGF4815181057","C.F.V.","11.64",,,
2017,"TURISMO","BMW 120DA AUTOMAT","WBAUG51020JU06362","C.F.V.","13.3",,,
2017,"TURISMO","SEAT LEON 1.9","VSSZZZ1PZ7R019279","C.F.V.","12.89",,,
2017,"TURISMO","OPEL ASTRA","W0LPD6ED5DG078383","C.F.V.","11.63",,,
2017,"TURISMO","MERCEDES-BENZ CLA 200 D","WDD1173081N334532","C.F.V.","13.88",,,
2017,"TURISMO","OPEL CORSA","W0L0XEP68G4072792","C.F.V.","10.74",,,
2017,"CAMION","FORD TRANSIT CUSTOM","WF0YXXTTGYFM19297","CARGA","2900",,,
2017,"TURISMO","AUDI A1 SPORTBACK","WAUZZZ8X6GB010658","C.F.V.","9.67",,,
2017,"TURISMO","MITSUBISHI ASX 160 MPI MOTION","JMBXNGA1WFZC11900","C.F.V.","11.61",,,
2017,"TURISMO","VOLKSWAGEN TIGUAN","WVGZZZ5NZGW568632","C.F.V.","13.19",,,
2017,"TURISMO","KIA CARENS","KNAHU811AG7139920","C.F.V.","11.61",,,
2017,"TURISMO","CITROEN C-ELYS BHDI100 EXCLU","VF7DDBHY6FJ901177","C.F.V.","11.47","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","FIAT STILO","ZFA19200000367419","C.F.V.","11.63",,,
2017,"TURISMO","MERCEDES-BENZ B 200 CDI","WDD2462011J115142","C.F.V.","12.49",,,
2017,"TURISMO","PEUGEOT 2008 ACTIVE PTECH 82","VF3CUHMZ6FY132878","C.F.V.","8.73",,,
2017,"TURISMO","CITROEN C3 HDI70 ATTRACT","VF7SC8HR4BA627298","C.F.V.","10.75",,,
2017,"TURISMO","NISSAN ALMERA","VSKTDAV10U0064568","C.F.V.","14.04",,,
2017,"TURISMO","TOYOTA TOYOTA RAV4","JTMWPREV70D004781","C.F.V.","13.3",,,
2017,"TURISMO","MERCEDES-BENZ CLA 200 D","WDD1173081N333575","C.F.V.","13.88",,,
2017,"TURISMO","KIA CEE'D","U5YHN515AGL217781","C.F.V.","10.74",,,
2017,"TURISMO","SMART FORFOUR","WME4530421Y003661","C.F.V.","7.83",,,
2017,"TURISMO","PEUGEOT 207 1.4","VF3WCKFVC34523644","C.F.V.","10.56",,,
2017,"TURISMO","MAZDA MAZDA 3","JMZBL12Z201211353","C.F.V.","11.63",,,
2017,"TURISMO","OPEL MOKKA","W0LJC7E81G4081787","C.F.V.","10.58",,,
2017,"MOTOCICLETA","YAMAHA XT660R","VG5DR011000008211","C.C","660",,,
2017,"TURISMO","CITROEN C4 PICASSO","VF7UDRHJH45321762","C.F.V.","13.3",,,
2017,"TURISMO","BMW 318D","WBA8C31050K387768","C.F.V.","13.29",,,
2017,"TURISMO","NISSAN NISSAN X-TRAIL","JN1TCAT32U0020349","C.F.V.","11.64",,,
2017,"TURISMO","FORD FOCUS","WF03XXGCD35M83938","C.F.V.","13.3",,,
2017,"TURISMO","BMW 118D","WBA1C11060VV07808","C.F.V.","13.29",,,
2017,"TURISMO","FORD FIESTA","WF0DXXGAKDFU26266","C.F.V.","10",,,
2017,"TURISMO","FORD KA","WF0UXXLTRUFP76823","C.F.V.","10",,,
2017,"TURISMO","CITROEN C3 PT82 FEEL EDITION","VF7SCHMZ6FW670898","C.F.V.","8.73",,,
2017,"TURISMO","CITROEN SAXO 1.5D X","VF7S0VJZF56281137","C.F.V.","11.32",,,
2017,"TURISMO","VOLKSWAGEN BEETLE 1.6 5V","WVWZZZ9CZYM643869","C.F.V.","11.62",,,
2017,"TURISMO","DAEWOO LANOS","KLATF48CEXB376478","C.F.V.","10.51",,,
2017,"MOTOCICLETA","VESPA 160 CC","09C813701","C.C","161",,,
2017,"TURISMO","FORD ESCORT ORION 1.8TD","WF0NXXGCANTL52472","C.F.V.","12.3",,,
2017,"SEMIRREMOLQUE","TRABOSA SBK 343","VSUSBK343LET17030","CARGA","33235",,,
2017,"MOTOCICLETA","MONTESA COTA-123","28M11696","C.C","123",,,
2017,"SEMIRREMOLQUE","FRUEHAUF 125 PORTACONTENDORES","GA094302","CARGA","25030",,,
2017,"SEMIRREMOLQUE","INTA-EIMAR SPCB3E","VV2SPCB3E99040058","CARGA","30750",,,
2017,"CICLOMOTOR","MICROCAR M.GO","VJR82LLPA96000816","C.C","505",,,
2017,"CICLOMOTOR","DERBI GPR50 RACING","VTHGR1D1A7H381828","C.C","49",,,
2017,"MOTOCICLETA","MONTESA 348 TRAIL","51M54905","C.C","306","VH","VEHICULO HISTORICO",100
2017,"SEMIRREMOLQUE","PRIM-BALL TRES EJES","821138","CARGA","26090",,,
2017,"TURISMO","VOLKSWAGEN GOLF 1.9TDI 5V 4P","WVWZZZ1JZXW193224","C.F.V.","12.89",,,
2017,"TURISMO","VOLKSWAGEN DESCONOCIDO","115115219","C.F.V.","9.6","VH","VEHICULO HISTORICO",100
2017,"CAMION","MERCEDES-BENZ 110CDI","VSA63819413284711","CARGA","700",,,
2017,"TURISMO","MERCEDES-BENZ 230 CE","WDB12324310014864","C.F.V.","14",,,
2017,"TURISMO","PONTIAC FIREBIRD","2G2FS22S0S2222574","C.F.V.","21.34",,,
2017,"REMOLQUE","FASANO RTT150","ZA9RTT150PAB96166","CARGA","7300",,,
2017,"REMOLQUE","TRIGANO ALIZA CONCEPT 460 LJ","VG2C500EDG0G42457","CARGA","348",,,
2017,"REMOLQUE","PRIM-BALL S3E 352","VV5STNSPC2V029877","CARGA","31680",,,
2017,"REMOLQUE","SIN MARCA TAURO TPB-02","VS9TPB00A1460001","CARGA","2980",,,
2017,"SEMIRREMOLQUE","TRAILOR S36 3EL1A","VFNS363ELF1A00669","CARGA","29160",,,
2017,"TURISMO","RENAULT R-25 GTX","VF1B29E0500688849","C.F.V.","13.96",,,
2017,"CAMION","CITROEN BERLINGO 1.9 D","VF7MFD9BE65129301","CARGA","655",,,
2017,"TURISMO","VOLKSWAGEN GOLF 2 0 INY","WVWZZZ1HZPW719975","C.F.V.","13",,,
2017,"TURISMO","PEUGEOT 206 5P XRD 1.9","VF32AWJZT40914719","C.F.V.","12.78",,,
2017,"TURISMO","FORD FOCUS","WF0AXXWPDAWA40871","C.F.V.","11.63",,,
2017,"TURISMO","RENAULT 19 TS","VF1B5370508365357","C.F.V.","10.7",,,
2017,"TURISMO","BMW 320 I","WBAAA310209526818","C.F.V.","15","VH","VEHICULO HISTORICO",100
2017,"TURISMO","HYUNDAI COUPE","KMHJG31RPYU171489","C.F.V.","11.63",,,
2017,"CAMION","FIAT SCUDO COMBI 1 9TD","ZFA22000012561596","CARGA","806",,,
2017,"TURISMO","FORD FOCUS 4PUERT SEDAN 1.8","WF0FXXWPDFXM42888","C.F.V.","12.3",,,
2017,"CAMION","MERCEDES MB 140 D","VSA63135313104585","CARGA","1175",,,
2017,"MOTOCICLETA","HONDA VFR 750 F","JH2RC36900M100525","C.C","748",,,
2017,"TURISMO","FORD MONDEO","WF0AXXGBBAVA79902","C.F.V.","12.31",,,
2017,"TURISMO","KIA SEPHIA 1.5 LS","KNEFB2222Y5618952","C.F.V.","11.2",,,
2017,"TURISMO","SEAT 1430","FD170693","C.F.V.","10.92","VH","VEHICULO HISTORICO",100
2017,"TURISMO","MITSUBISHI CARISMA","XMCLNDA1AWF110229","C.F.V.","11.63","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"CAMION","LAND ROVER 88 DIESEL","E57704668","CARGA","670","VH","VEHICULO HISTORICO",100
2017,"TURISMO","CITROEN SAXO 1.5 D X","VF7S1VJZE56104510","C.F.V.","11.32",,,
2017,"TURISMO","CITROEN XSARA 19D SEDUCT FAMIL","VF7N2WJZF36378179","C.F.V.","12.78",,,
2017,"TURISMO","SEAT CORDOBA 1.9SDI 4P","VSSZZZ6KZYR176865","C.F.V.","12.89",,,
2017,"TURISMO","ALFA ROMEO ALFA ROMEO 145","ZAR93000002227945","C.F.V.","12.95",,,
2017,"CAMION","FIAT DUCATO FURGON 10Q.1.9T","ZFA23000025765584","CARGA","1110",,,
2017,"TURISMO","FORD FIESTA 5 PUERTAS","WF0AXXGAJAWP69813","C.F.V.","12.3",,,
2017,"TURISMO","BMW Z 3 ROADSTER M.","WBACH71060LA15940","C.F.V.","12.89",,,
2017,"TURISMO","ROVER 420SDI 4P","SARRTZLWRYD469087","C.F.V.","13.29",,,
2017,"CAMION","SEAT INCA 1.9 D.","VSSZZZ9KZYR009747","CARGA","585",,,
2017,"TURISMO","PEUGEOT 306 BK STYLE 1.9","VF37EDJYT32086326","C.F.V.","12.93",,,
2017,"TURISMO","SEAT LEON 1.9 SDI 5V","VSSZZZ1MZ1R026942","C.F.V.","12.89",,,
2017,"TURISMO","SEAT LEON","VSSZZZ1PZBR051774","C.F.V.","11.64",,,
2017,"TURISMO","CITROEN XSARA PICASSO","VF7CHRHYB39224357","C.F.V.","13.3",,,
2017,"TURISMO","DACIA SANDERO","UU15SDE3354218495","C.F.V.","9.54","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","OPEL ASTRA","W0L0AHL4858132845","C.F.V.","10.02",,,
2017,"TURISMO","PEUGEOT 206","VF32A8HZA47484157","C.F.V.","10.75",,,
2017,"MOTOCICLETA","STANDARD SKY 5","RFRAK510Y4M000309","C.C","234",,,
2017,"MOTOCICLETA","DAELIM ROADWIN","KMYBA4BLS5C005578","C.C","124",,,
2017,"TURISMO","OPEL ASTRA","W0LPD6EG6A8030052","C.F.V.","12.01",,,
2017,"CAMION","D.A.F. CAJA ABIERTA","XLRAE45GF0L330355","CARGA","3460",,,
2017,"TURISMO","NISSAN PRIMERA","SJNBCAP12U0065800","C.F.V.","13.3",,,
2017,"TURISMO","FORD FOCUS 1.8","WF0FXXWPDF3D32261","C.F.V.","12.3","VO","VEHICULO OFICIAL",100
2017,"TURISMO","MERCEDES BENZ C 220 CDI","WDB2021331A659222","C.F.V.","13.91",,,
2017,"TURISMO","FIAT SEICENTO","ZFA187000007728444","C.F.V.","9.34",,,
2017,"CAMION","PEUGEOT BIPPER FG 1.3","VF3AAFHZ0C8258820","CARGA","660",,,
2017,"TURISMO","BMW 320D TOURING","WBAVU51060A304737","C.F.V.","13.3",,,
2017,"TURISMO","CITROEN N-C4 E-HDI115 COLL","VF7NC9HD7FY500733","C.F.V.","11.47",,,
2017,"TURISMO","CITROEN NGC4PI EHD115INTEN7P","VF73A9HC8FJ524025","C.F.V.","11.47",,,
2017,"TURISMO","HONDA CIVIC 18 I VTEC SP","SHHFK27607U016393","C.F.V.","12.5","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","VOLKSWAGEN TIGUAN","WVGZZZ5NZAW072540","C.F.V.","13.19",,,
2017,"TURISMO","OPEL CORSA","W0L0SDL6884044422","C.F.V.","10.02",,,
2017,"TURISMO","FORD TRANSIT CONNECT","WF0GXXTTPG6A29510","C.F.V.","12.3",,,
2017,"TURISMO","OPEL CORSA","W0L0XCF6824345462","C.F.V.","9.78",,,
2017,"TURISMO","FORD FIESTA","WF0DXXGAJD7P52782","C.F.V.","10.74",,,
2017,"TURISMO","HYUNDAI   TUCSON IX35","TMAJ381AAGJ087343","C.F.V.","13.3",,,
2017,"TURISMO","MERCEDES-BENZ V 230 TD","VSA63827413052518","C.F.V.","14.48",,,
2017,"CAMION","PEUGEOT PARTNER 1.9","VF3GCWJYB96001212","CARGA","780",,,
2017,"TURISMO","TOYOTA TOYOTA COROLLA VERSO","NMTEA16R30R094837","C.F.V.","15.18",,,
2017,"TURISMO","CHRYSLER STRATUS","1C3EMB6C6XN610462","C.F.V.","13.3",,,
