Nombre,Subnombre,Temas,Subtemas,Tipos,Subtipos,Subsubtipos,Perfiles,Fecha de inicio,Fecha de fin,Hora de inicio,Hora de fin,Distrito,Url de ficha,Equipamiento,Localizacion,Coordenada X (UTM),Coordenada Y (UTM),Coordenada X,Coordenada Y,Texto,Fecha de inscripción empadronados,Fecha de inscripción empleados,Fecha de inscripción general,Temática
"Hablar en público","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Mujer","Desarrollo personal","","Mujeres", 03/04/2018, 24/04/2018, 17:00, 19:00,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=2148","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_9089907119477"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>La comunicaci&oacute;n educativa es una comunicaci&oacute;n eficaz. Para un gran n&uacute;mero de mujeres la simple idea de tener que hablar en p&uacute;blico, es decir, comunicarse, va asociada a nervios, palpitaciones, miedo al rid&iacute;culo o a quedarse en blanco. </p><p>Sin embargo, es necesario afirmar que hay m&uacute;ltiples ocasiones en las que tenemos que hablar delante de un grupo de personas. De ah&iacute; la necesidad de adquirir habilidades para hablar en p&uacute;blico con seguridad y confianza y alcanzar el &eacute;xito en la exposici&oacute;n. Al mismo tiempo, estamos generando una comunicaci&oacute;n personal enriquecedora. </p><p>La comunicaci&oacute;n humana sigue siendo la mayor cualidad en el &aacute;mbito del trabajo y de la familia, cuando tienes que presentar tus ideas, negociar, vender o influir. El conocimiento de los roles humanos ante distintas ocasiones tanto en el trabajo como en la vida social, permite comunicarse con mayor eficacia e intensidad. </p><p>Dirigido a mujeres.&nbsp; &nbsp; </p><h5>Horario </h5><p>Martes de 17 a 19 h </p><h5>Precio</h5><p>10,46 &euro;&nbsp; curso completo. </p><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5>Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n sobre la&nbsp; <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a>.&nbsp;&nbsp;&nbsp; </p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><p>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas. </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_8794175291227"">Cursos y talleres de la Casa de la Mujer.</a> </p></div></div><!--fin fichaterritoriales--></div>",27/02/2018,,01/03/2018,"Crecimiento personal"
"Huerto ecológico urbano de la igualdad","Cursos y Talleres Casa de la Mujer 2017/2018","Cultura y Ocio|Medio Ambiente y Naturaleza|Mujer","Otros Cultura y Ocio|Otros Medio Ambiente y Naturaleza|Mujer","Cultura y Formación|Mujer","Desarrollo personal|Formación","Otros","Adultos|Jóvenes", 23/10/2017, 27/11/2017, 16:00, 18:00,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1384","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_9877318276265"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Con el objeto de proporcionar los conocimientos necesarios para el mantenimiento del huerto ecol&oacute;gico instalado en las dependencias de la Casa de la Mujer, en colaboraci&oacute;n con el Aula de educaci&oacute;n Ambiental, para as&iacute; ofrecer un espacio en el que se recojan experiencias gratificantes y enriquecedoras a la vez que se imparten valores ambientales.<br /><br />No disponer de una finca, parcela o terreno donde cultivar no tiene porque ser un impedimento para tener nuestro propio huerto. Una terraza, un balc&oacute;n, el alfeizar de una ventana, pueden ser un perfecto emplazamiento para nuestro huerto y vamos a descubrir c&oacute;mo hacerlo. </p><p>Dirigido a <strong>hombres y mujeres mayores de 16 a&ntilde;os.<br /><br /></strong></p><h5>Horario</h5><p>Lunes &nbsp;de 16 a 18 h. </p><h5>Precio</h5><p>Gratuito. </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la<a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333""> inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer </a></p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas </li>	<li>	<p>	Puede consultar el<a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_3581590956705""> programa completo de Cursos y talleres de la Casa de la Mujer</a>. 	</p>	</li></ul></div><!--fin fichaterritoriales--></div></div>",,,06/10/2017,"Crecimiento personal|Monográficos culturales"
"Informática nivel básico","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Tecnología|Actualización profesional","Ofimática","Adultos", 02/10/2017, 20/12/2017,,,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=526","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_5142304087722"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Introducci&oacute;n a la inform&aacute;tica desde cero. Empezando por explicar la utilidad de la tecnolog&iacute;a: Qu&eacute; es y c&oacute;mo es un ordenador y sus componentes; El escritorio de Windows; El explorador de Windows; Introducci&oacute;n a Internet (navegadores, buscadores); Introducci&oacute;n y utilizaci&oacute;n del correo electr&oacute;nico; Introducci&oacute;n y utilizaci&oacute;n de Google drive. </p><p>Dirigido a mujeres y hombres.&nbsp; </p><h5>Horario</h5><p>Lunes y mi&eacute;rcoles: </p><ul class=""tipo1"">	<li>11:30 a 13:00 h.,&nbsp;o </li>	<li>17:30 a 19:00 h. </li></ul><h6 class=""tipo2""></h6><h6 class=""tipo2""></h6><h6 class=""tipo2"">Precio</h6><p><strong>47,13 &euro;/curso completo</strong> </p><p>Consulte la informaci&oacute;n sobre<a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544""> Formas de pago, bajas y devoluciones</a>. </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</li>	<li>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_77676354554"">Cursos y talleres de la Casa de la Mujer.</a></li></ul></div></div></div>",22/06/2017,,13/09/2017,"Formación académica y profesional|Nuevas Tecnologías"
"Informática nivel intermedio I","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Tecnología|Actualización profesional","Ofimática","Adultos", 08/01/2018, 21/03/2018,,,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1062","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_2079896523973"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Recordatorio de conocimientos (correo y Google drive); introducci&oacute;n Office 2010, Word 2010,&nbsp;introducci&oacute;n al PowerPoint del paquete de Microsoft Office.. </p><p>Dirigido a mujeres y hombres. </p><h5>Horario&nbsp;</h5><p>Lunes y mi&eacute;rcoles: 11:30 - 13:00 h&nbsp;/ 17:30 - 19:00 h </p><h6 class=""tipo2""></h6><h6 class=""tipo2""></h6><h5>Precio</h5><p><strong>47,13 &euro;/</strong>curso completo.&nbsp; </p><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de pago, bajas y devoluciones</a>. </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>En SAC, 010 o m&aacute;s informaci&oacute;n en Casa de la Mujer C. M&aacute;laga, 50. Tel.: 916543787 </p><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</li>	<li>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_2279573266484"">Cursos y talleres de la Casa de la Mujer</a></li></ul></div></div></div>",05/12/2017,,07/12/2017,"Formación académica y profesional|Nuevas Tecnologías"
"Informática nivel intermedio II","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Tecnología|Actualización profesional","Ofimática","Adultos", 02/04/2018, 01/06/2018,,,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1640","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_5038550623943"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Repaso curso intermedio&nbsp;I: Internet, Correo Electr&oacute;nico, Google Drive, Word 2010, Power Point. Excel 2010: hoja de c&aacute;lculo, manejo de f&oacute;rmulas y formatos.&nbsp; </p><p>Dirigido a mujeres y hombres. </p><h5>Horario&nbsp;</h5><p>Lunes y mi&eacute;rcoles: 11:30 - 13:00 h&nbsp;/ 17:30 - 19:00 h </p><h6 class=""tipo2""></h6><h6 class=""tipo2""></h6><h5>Precio</h5><p><strong>47,13 &euro;/</strong>curso completo.&nbsp; </p><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de pago, bajas y devoluciones</a>. </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>En SAC, 010 o m&aacute;s informaci&oacute;n en Casa de la Mujer C. M&aacute;laga, 50. Tel.: 916543787 </p><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</li>	<li>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_4024064775364"">Cursos y talleres de la Casa de la Mujer</a></li></ul></div></div></div>",27/02/2018,,01/03/2018,"Formación académica y profesional|Nuevas Tecnologías"
"La gestión de las emociones positivas a través de la caligrafía","Cursos y Talleres Casa de la Mujer 2017/2018","Cultura y Ocio|Mujer","Otros Cultura y Ocio|Mujer","Mujer","Desarrollo personal","","Adultos|Mujeres", 05/02/2018, 19/02/2018, 18:00, 20:00,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1975","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_9039609859824"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>innovador y creativo taller en coordinaci&oacute;n con Servicios Social del Patronato de Bienestar Social. Este proyecto, se basa en redescubrir los tesoros que guarda la caligraf&iacute;a desde el punto de vista pedag&oacute;gico y que hemos desterrado al desv&aacute;n del olvido. </p><p>La gesti&oacute;n emocional y el desarrollo de actitudes positivas a trav&eacute;s de la caligraf&iacute;a deseamos que sean otra manera alternativa e innovadora de cultivar y trabajar tanto las habilidades socioemocionales as&iacute; como otros temas vinculados a gesti&oacute;n de emociones. Obviamente no pretendemos que los participantes al taller salgan como escribanos al uso sino que se vayan construyendo y desarrollando como personas a trav&eacute;s de la escritura. </p><p>Dirigido a mujeres&nbsp;y hombres. &nbsp; </p><h5 class=""tipo1"">Horario</h5><p>Lunes de 18 a 20&nbsp;h. </p><h5>Precio</h5><p>Gratuito.&nbsp; </p><h5>Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Informaci&oacute;n de inter&eacute;s</h5><p>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_6998631039979"">Cursos y talleres de la Casa de la Mujer.</a> </p></div></div><!--fin fichaterritoriales--></div>",05/12/2017,,07/12/2017,"Crecimiento personal"
"Madera, metal y resina. Pintura y técnicas decorativas","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Expresión Artística|Artesanía","Artesanía","Adultos|Mujeres", 03/10/2017, 22/05/2018, 16:00, 19:00,"Centro","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=555","Centro Cívico Distrito Centro","http://mapa.alcobendas.org/index.html?center=40.540973538985256,-3.6340768590986174&amp;info=Centro+C%C3%ADvico+del+Distrito+Centro","446304.7520000724","4487995.930999998","40.540973538985256","-3.6340768590986174","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_7739838088143"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Amplio y variado taller en el que aprenderemos a pintar y repintar cajas, muebles y objetos de madera met&aacute;licos. Podremos dar un aire nuevo a las sillas del sal&oacute;n o a los muebles heredados de la abuela o a esa estanter&iacute;a de la habitaci&oacute;n de las/os ni&ntilde;os/as que no nos combina; as&iacute; como pintar una caja y convertirla en un costurero o hacer de una caja de vinos un estupendo regalo personalizado. </p><p>Dirigido&nbsp;a mujeres y a hombres. &nbsp; </p><h5>Horario</h5><ul class=""tipo1"">	<li>Martes&nbsp;de 16:00 a 19:00 h</li></ul><h5>Precio</h5><p>94,04 &euro;, dividido en tres pagos de 31,35 &euro;. </p><p>El coste del material corre a cargo del alumnado.&nbsp; </p><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><p>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas. </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_6299365732003"">Cursos y talleres de la Casa de la Mujer.</a> </p></div></div></div>",22/06/2017,,13/09/2017,"Disciplinas artísticas"
"Mujer y salud","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Salud|Mujer","Salud general|Desarrollo personal","","Mujeres", 07/02/2018, 07/03/2018, 10:00, 12:00,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1960","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_5948207877276"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Favorecer la adquisici&oacute;n y conservaci&oacute;n de h&aacute;bitos saludables adecuados a las diferentes etapas en la vida de la mujer. Difundir la cultura de la salud en nuestra comunidad, as&iacute; como la mejor utilizaci&oacute;n de los servicios de asistencia sanitaria. </p><p>En colaboraci&oacute;n con el &Aacute;rea de Salud del Patronato de Bienestar Social. </p><p>Dirigido a mujeres.</p><h5 class=""tipo1"">Horario</h5><p>Mi&eacute;rcoles, de 10 a 12&nbsp;h. </p><h5>Precio</h5><p>Gratuito.&nbsp; </p><h5>Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Informaci&oacute;n de inter&eacute;s</h5><p>Se anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas. </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_9013423526688"">Cursos y talleres de la Casa de la Mujer.</a> </p></div></div><!--fin fichaterritoriales--></div>",05/12/2017,,07/12/2017,"Crecimiento personal"
"No te ahogues","Cursos y Talleres Casa de la Mujer 2017/2018","Cultura y Ocio|Mujer","Otros Cultura y Ocio|Mujer","Mujer","Desarrollo personal","","Adultos|Mujeres", 21/09/2017, 01/06/2018,,,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=2152","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_4178773248189"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Curso b&aacute;sico para conocer el funcionamiento y reparaci&oacute;n de fontaner&iacute;a: tuber&iacute;as y desag&uuml;es, grifos y cisternas.&nbsp; </p><p>Dirigido a mujeres y hombres. </p><h5 class=""tipo1"">Fechas y horario</h5><ul class=""tipo1"">	<li>Grupo 1: del 21/9/2017 al 5/10/2017. Jueves&nbsp;de 19 a 21 h.&nbsp;&nbsp;</li>	<li>Grupo 2: del 23/5/2018 al 30/5/2018. Mi&eacute;rcoles de 10 a 12:30 h.</li></ul><h5 class=""tipo1"">Inscripci&oacute;n</h5><ul class=""tipo1"">	<li><strong>Grupo 1: </strong>Empadronados: desde el 22/6/2017. No empadronados: desde el 13/9/2017.</li>	<li><strong>Grupo 2:</strong> Empadronados: desde el 27/2/2018. No empadronados: desde el 1/3/2018.</li></ul><h5>Precio</h5><p>Gratuito. </p><h5>Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Informaci&oacute;n de inter&eacute;s</h5><p>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_8017117119362"">Cursos y talleres de la Casa de la Mujer.</a> </p></div></div><!--fin fichaterritoriales--></div>",,,,"Crecimiento personal"
"Patchwork","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Expresión Artística|Artesanía","Artesanía","Adultos", 16/10/2017, 14/05/2018, 10:00, 13:00,"Centro","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1646","Casa de las Asociaciones","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D34%5D&amp;zoom=18","446474.65700007085","4487732.884000002","40.53861489651502","-3.632048327873206","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_3086274372892"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Trabajo de costura que se realiza mediante la uni&oacute;n de peque&ntilde;as piezas de tela combinadas para que formen distintas figuras. Se pueden realizar colchas, tapices, bolsos, camisetas, neceseres, cuadros,&nbsp;costureros.&nbsp; </p><p>Dirigido&nbsp;a mujeres y a hombres. &nbsp; </p><h5>Horario</h5><ul class=""tipo1"">	<li>Lunes de 10:00 a 13:00 h</li></ul><h5>Precio</h5><p>94,04 &euro;, dividido en tres pagos de 31,35 &euro;. </p><p>El coste del material corre a cargo del alumnado.&nbsp; </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Pago, bajas y devoluciones&nbsp;</h5><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</li>	<li>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_9890435064729"">Cursos y talleres de la Casa de la Mujer.</a></li></ul></div></div></div>",22/06/2017,,13/09/2017,"Disciplinas artísticas"
"Pintura en tela ","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Expresión Artística|Artesanía","Artesanía","Adultos|Mujeres", 03/10/2017, 22/05/2018, 10:00, 13:00,"Centro","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1647","Casa de las Asociaciones","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D34%5D&amp;zoom=18","446474.65700007085","4487732.884000002","40.53861489651502","-3.632048327873206","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_2317791876743"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>A trav&eacute;s de la pintura en tela y seda se pueden realizar creaciones en camisetas personalizadas, cuadros, cojines, paraguas, manteles. No son necesarios conocimientos de dibujo.&nbsp; </p><p>Dirigido&nbsp;a mujeres y a hombres. &nbsp; </p><h5>Horario</h5><ul class=""tipo1"">	<li>Martes&nbsp;de 10:00 a 13:00 h</li></ul><h5>Precio</h5><p>94,04 &euro;, dividido en tres pagos de 31,35 &euro;. </p><p>El coste del material corre a cargo del alumnado.&nbsp; </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Pago, bajas y devoluciones&nbsp;</h5><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><p>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_6190152545392"">Cursos y talleres de la Casa de la Mujer.</a></p></div></div></div>",22/06/2017,,13/09/2017,"Disciplinas artísticas"
