DATA_REFERENCIA,PAIS_NAIXEMENT,SEXE,BARRI,POBLACIO
2017,HONDURES                      ,DISTRICTE 2,VILARDELL                     ,4
2017,HONDURES                      ,DISTRICTE 3,CAN JOFRESA                   ,2
2017,HONDURES                      ,DISTRICTE 3,CAN PALET                     ,32
2017,HONDURES                      ,DISTRICTE 3,CAN PALET II                  ,6
2017,HONDURES                      ,DISTRICTE 3,CAN PARELLADA                 ,4
2017,HONDURES                      ,DISTRICTE 3,GUADALHORCE                   ,8
2017,HONDURES                      ,DISTRICTE 3,LES FONTS                     ,4
2017,HONDURES                      ,DISTRICTE 3,P.I. SANTA EULÀLIA            ,1
2017,HONDURES                      ,DISTRICTE 3,SEGLE XX                      ,5
2017,HONDURES                      ,DISTRICTE 3,XÚQUER                        ,4
2017,HONDURES                      ,DISTRICTE 4,CA N AURELL                   ,44
2017,HONDURES                      ,DISTRICTE 4,LA COGULLADA                  ,12
2017,HONDURES                      ,DISTRICTE 4,LA MAURINA                    ,26
2017,HONDURES                      ,DISTRICTE 4,ROC BLANC                     ,5
2017,HONDURES                      ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,24
2017,HONDURES                      ,DISTRICTE 5,CAN ROCA                      ,2
2017,HONDURES                      ,DISTRICTE 5,PLA DEL BON AIRE              ,2
2017,HONDURES                      ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,34
2017,HONDURES                      ,DISTRICTE 5,SANT PERE                     ,28
2017,HONDURES                      ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,14
2017,HONDURES                      ,DISTRICTE 6,ÈGARA                         ,13
2017,HONDURES                      ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,30
2017,HONDURES                      ,DISTRICTE 6,SANT LLORENÇ                  ,15
2017,HONDURES                      ,DISTRICTE 6,SANT PERE NORD                ,45
2017,HONGRIA                       ,DISTRICTE 1,CEMENTIRI VELL                ,1
2017,HONGRIA                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2017,HONGRIA                       ,DISTRICTE 3,CAN PALET                     ,2
2017,HONGRIA                       ,DISTRICTE 3,CAN PARELLADA                 ,1
2017,HONGRIA                       ,DISTRICTE 5,SANT PERE                     ,1
2017,HONGRIA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,2
2017,HONGRIA                       ,DISTRICTE 6,SANT PERE NORD                ,1
2017,"ÍNDIA, L                      ",DISTRICTE 1,CEMENTIRI VELL                ,5
2017,"ÍNDIA, L                      ",DISTRICTE 1,CENTRE                        ,5
2017,"ÍNDIA, L                      ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,3
2017,"ÍNDIA, L                      ",DISTRICTE 1,VALLPARADÍS                   ,3
2017,"ÍNDIA, L                      ",DISTRICTE 2,CA N ANGLADA                  ,3
2017,"ÍNDIA, L                      ",DISTRICTE 2,TORRE-SANA                    ,1
2017,"ÍNDIA, L                      ",DISTRICTE 3,CAN PALET                     ,4
2017,"ÍNDIA, L                      ",DISTRICTE 3,CAN PALET II                  ,3
2017,"ÍNDIA, L                      ",DISTRICTE 3,CAN PARELLADA                 ,4
2017,"ÍNDIA, L                      ",DISTRICTE 3,LES FONTS                     ,9
2017,"ÍNDIA, L                      ",DISTRICTE 3,SEGLE XX                      ,1
2017,"ÍNDIA, L                      ",DISTRICTE 3,XÚQUER                        ,2
2017,"ÍNDIA, L                      ",DISTRICTE 4,CA N AURELL                   ,25
2017,"ÍNDIA, L                      ",DISTRICTE 4,LA COGULLADA                  ,12
2017,"ÍNDIA, L                      ",DISTRICTE 4,LA MAURINA                    ,6
2017,"ÍNDIA, L                      ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,2
2017,"ÍNDIA, L                      ",DISTRICTE 5,SANT PERE                     ,6
2017,"ÍNDIA, L                      ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,3
2017,"ÍNDIA, L                      ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2017,"ÍNDIA, L                      ",DISTRICTE 6,SANT PERE NORD                ,2
2017,INDONÈSIA                     ,DISTRICTE 1,CENTRE                        ,1
2017,INDONÈSIA                     ,DISTRICTE 4,CA N AURELL                   ,2
2017,INDONÈSIA                     ,DISTRICTE 4,ROC BLANC                     ,1
2017,INDONÈSIA                     ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2017,"IRAN, L                       ",DISTRICTE 1,CEMENTIRI VELL                ,9
2017,"IRAN, L                       ",DISTRICTE 1,CENTRE                        ,13
2017,"IRAN, L                       ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,4
2017,"IRAN, L                       ",DISTRICTE 1,VALLPARADÍS                   ,5
2017,"IRAN, L                       ",DISTRICTE 2,CA N ANGLADA                  ,4
2017,"IRAN, L                       ",DISTRICTE 3,CAN PALET                     ,2
2017,"IRAN, L                       ",DISTRICTE 3,LES FONTS                     ,2
2017,"IRAN, L                       ",DISTRICTE 4,CA N AURELL                   ,1
2017,"IRAN, L                       ",DISTRICTE 4,LA MAURINA                    ,2
2017,"IRAN, L                       ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2017,"IRAN, L                       ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,7
2017,"IRAQ, L                       ",DISTRICTE 2,CA N ANGLADA                  ,2
2017,"IRAQ, L                       ",DISTRICTE 3,CAN PALET                     ,1
2017,"IRAQ, L                       ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,3
2017,"IRAQ, L                       ",DISTRICTE 6,SANT LLORENÇ                  ,1
2017,IRLANDA                       ,DISTRICTE 1,CENTRE                        ,6
2017,IRLANDA                       ,DISTRICTE 3,LES FONTS                     ,1
2017,IRLANDA                       ,DISTRICTE 3,SEGLE XX                      ,2
2017,IRLANDA                       ,DISTRICTE 4,CA N AURELL                   ,4
2017,IRLANDA                       ,DISTRICTE 4,LA MAURINA                    ,2
2017,IRLANDA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2017,IRLANDA                       ,DISTRICTE 5,CAN ROCA                      ,1
2017,IRLANDA                       ,DISTRICTE 5,SANT PERE                     ,1
2017,IRLANDA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,2
2017,ISLÀNDIA                      ,DISTRICTE 1,CENTRE                        ,5
2017,ISRAEL                        ,DISTRICTE 1,CENTRE                        ,1
2017,ISRAEL                        ,DISTRICTE 3,SEGLE XX                      ,1
2017,ISRAEL                        ,DISTRICTE 4,CA N AURELL                   ,1
2017,ISRAEL                        ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2017,ISRAEL                        ,DISTRICTE 5,SANT PERE                     ,1
2017,ISRAEL                        ,DISTRICTE 6,SANT PERE NORD                ,2
2017,ITÀLIA                        ,DISTRICTE 1,CEMENTIRI VELL                ,16
2017,ITÀLIA                        ,DISTRICTE 1,CENTRE                        ,41
2017,ITÀLIA                        ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,11
2017,ITÀLIA                        ,DISTRICTE 1,VALLPARADÍS                   ,9
2017,ITÀLIA                        ,DISTRICTE 2,CA N ANGLADA                  ,7
2017,ITÀLIA                        ,DISTRICTE 2,TORRE-SANA                    ,11
2017,ITÀLIA                        ,DISTRICTE 3,CAN JOFRESA                   ,2
2017,ITÀLIA                        ,DISTRICTE 3,CAN PALET                     ,16
2017,ITÀLIA                        ,DISTRICTE 3,CAN PARELLADA                 ,3
2017,ITÀLIA                        ,DISTRICTE 3,GUADALHORCE                   ,2
2017,ITÀLIA                        ,DISTRICTE 3,LES FONTS                     ,12
2017,ITÀLIA                        ,DISTRICTE 3,SEGLE XX                      ,16
2017,ITÀLIA                        ,DISTRICTE 3,XÚQUER                        ,1
2017,ITÀLIA                        ,DISTRICTE 4,CA N AURELL                   ,26
2017,ITÀLIA                        ,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,2
2017,ITÀLIA                        ,DISTRICTE 4,LA COGULLADA                  ,9
2017,ITÀLIA                        ,DISTRICTE 4,LA MAURINA                    ,4
2017,ITÀLIA                        ,DISTRICTE 4,ROC BLANC                     ,4
2017,ITÀLIA                        ,DISTRICTE 4,VISTA ALEGRE                  ,2
2017,ITÀLIA                        ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,4
2017,ITÀLIA                        ,DISTRICTE 5,CAN BOADA DEL PI              ,3
2017,ITÀLIA                        ,DISTRICTE 5,CAN ROCA                      ,3
2017,ITÀLIA                        ,DISTRICTE 5,DISSEMINATS                   ,1
2017,ITÀLIA                        ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,19
2017,ITÀLIA                        ,DISTRICTE 5,SANT PERE                     ,13
2017,ITÀLIA                        ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,6
2017,ITÀLIA                        ,DISTRICTE 6,DISSEMINATS                   ,1
2017,ITÀLIA                        ,DISTRICTE 6,ÈGARA                         ,3
2017,ITÀLIA                        ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,11
2017,ITÀLIA                        ,DISTRICTE 6,SANT LLORENÇ                  ,1
2017,ITÀLIA                        ,DISTRICTE 6,SANT PERE NORD                ,10
2017,JAMAICA                       ,DISTRICTE 1,CENTRE                        ,2
2017,"JAPÓ, EL                      ",DISTRICTE 1,CEMENTIRI VELL                ,1
2017,"JAPÓ, EL                      ",DISTRICTE 1,CENTRE                        ,9
2017,"JAPÓ, EL                      ",DISTRICTE 1,VALLPARADÍS                   ,4
2017,"JAPÓ, EL                      ",DISTRICTE 3,SEGLE XX                      ,1
2017,"JAPÓ, EL                      ",DISTRICTE 4,CA N AURELL                   ,1
2017,"JAPÓ, EL                      ",DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,1
2017,"JAPÓ, EL                      ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2017,"JAPÓ, EL                      ",DISTRICTE 5,SANT PERE                     ,3
2017,JORDÀNIA                      ,DISTRICTE 1,CENTRE                        ,1
2017,JORDÀNIA                      ,DISTRICTE 2,CA N ANGLADA                  ,1
2017,JORDÀNIA                      ,DISTRICTE 3,GUADALHORCE                   ,2
2017,JORDÀNIA                      ,DISTRICTE 4,CA N AURELL                   ,2
2017,JORDÀNIA                      ,DISTRICTE 4,ROC BLANC                     ,1
2017,JORDÀNIA                      ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,2
2017,JORDÀNIA                      ,DISTRICTE 5,SANT PERE                     ,2
2017,JORDÀNIA                      ,DISTRICTE 6,SANT PERE NORD                ,2
2017,"KAZAKHSTAN, EL                ",DISTRICTE 4,CA N AURELL                   ,2
2017,"KAZAKHSTAN, EL                ",DISTRICTE 4,VISTA ALEGRE                  ,2
2017,"KAZAKHSTAN, EL                ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2017,"KAZAKHSTAN, EL                ",DISTRICTE 6,CAN TUSELL                    ,1
2017,KENYA                         ,DISTRICTE 4,CA N AURELL                   ,1
2017,KENYA                         ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2017,KENYA                         ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2017,KUWAIT                        ,DISTRICTE 3,SEGLE XX                      ,1
2017,LETÒNIA                       ,DISTRICTE 3,CAN PALET                     ,1
2017,LETÒNIA                       ,DISTRICTE 3,CAN PARELLADA                 ,3
2017,LETÒNIA                       ,DISTRICTE 3,LES FONTS                     ,2
2017,LETÒNIA                       ,DISTRICTE 4,LA COGULLADA                  ,1
2017,LETÒNIA                       ,DISTRICTE 5,PLA DEL BON AIRE              ,1
2017,LETÒNIA                       ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2017,LETÒNIA                       ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2017,LETÒNIA                       ,DISTRICTE 6,SANT PERE NORD                ,1
2017,"LÍBAN, EL                     ",DISTRICTE 1,CEMENTIRI VELL                ,2
2017,"LÍBAN, EL                     ",DISTRICTE 1,CENTRE                        ,1
2017,"LÍBAN, EL                     ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,2
2017,"LÍBAN, EL                     ",DISTRICTE 2,CA N ANGLADA                  ,1
2017,"LÍBAN, EL                     ",DISTRICTE 4,CA N AURELL                   ,1
2017,"LÍBAN, EL                     ",DISTRICTE 4,LA COGULLADA                  ,1
2017,"LÍBAN, EL                     ",DISTRICTE 4,LA MAURINA                    ,1
2017,LÍBIA                         ,DISTRICTE 1,CEMENTIRI VELL                ,1
2017,LÍBIA                         ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2017,LÍBIA                         ,DISTRICTE 2,TORRE-SANA                    ,1
2017,LÍBIA                         ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2017,LÍBIA                         ,DISTRICTE 5,SANT PERE                     ,1
2017,LÍBIA                         ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,2
2017,LITUÀNIA                      ,DISTRICTE 1,CEMENTIRI VELL                ,1
2017,LITUÀNIA                      ,DISTRICTE 1,CENTRE                        ,1
2017,LITUÀNIA                      ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2017,LITUÀNIA                      ,DISTRICTE 2,CA N ANGLADA                  ,1
2017,LITUÀNIA                      ,DISTRICTE 2,TORRE-SANA                    ,3
2017,LITUÀNIA                      ,DISTRICTE 3,CAN PALET                     ,1
2017,LITUÀNIA                      ,DISTRICTE 4,CA N AURELL                   ,1
2017,LITUÀNIA                      ,DISTRICTE 4,LA COGULLADA                  ,1
2017,LITUÀNIA                      ,DISTRICTE 4,LA MAURINA                    ,1
2017,LITUÀNIA                      ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2017,LITUÀNIA                      ,DISTRICTE 5,SANT PERE                     ,2
2017,LUXEMBURG                     ,DISTRICTE 4,LES MARTINES                  ,1
2017,MACEDÒNIA                     ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2017,MACEDÒNIA                     ,DISTRICTE 4,CA N AURELL                   ,1
2017,MADAGASCAR                    ,DISTRICTE 4,CA N AURELL                   ,1
2017,MALÀISIA                      ,DISTRICTE 1,CEMENTIRI VELL                ,2
2017,MALÀISIA                      ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,17
2017,MALÀISIA                      ,DISTRICTE 1,VALLPARADÍS                   ,8
2017,MALAWI                        ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2017,MALI                          ,DISTRICTE 1,CENTRE                        ,2
2017,MALI                          ,DISTRICTE 2,CA N ANGLADA                  ,9
2017,MALI                          ,DISTRICTE 2,MONTSERRAT                    ,2
2017,MALI                          ,DISTRICTE 2,TORRE-SANA                    ,4
2017,MALI                          ,DISTRICTE 3,CAN PALET II                  ,4
2017,MALI                          ,DISTRICTE 3,LES FONTS                     ,2
2017,MALI                          ,DISTRICTE 4,LA COGULLADA                  ,1
2017,MALI                          ,DISTRICTE 5,SANT PERE                     ,1
2017,MALI                          ,DISTRICTE 6,CAN TUSELL                    ,3
2017,MALI                          ,DISTRICTE 6,ÈGARA                         ,2
2017,MALI                          ,DISTRICTE 6,SANT PERE NORD                ,1
2017,MALTA                         ,DISTRICTE 4,CA N AURELL                   ,1
2017,"MARROC, EL                    ",DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,11
2017,"MARROC, EL                    ",DISTRICTE 1,CEMENTIRI VELL                ,202
2017,"MARROC, EL                    ",DISTRICTE 1,CENTRE                        ,195
2017,"MARROC, EL                    ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,195
2017,"MARROC, EL                    ",DISTRICTE 1,VALLPARADÍS                   ,67
2017,"MARROC, EL                    ",DISTRICTE 2,CA N ANGLADA                  ,2701
2017,"MARROC, EL                    ",DISTRICTE 2,MONTSERRAT                    ,495
2017,"MARROC, EL                    ",DISTRICTE 2,TORRE-SANA                    ,223
2017,"MARROC, EL                    ",DISTRICTE 2,VILARDELL                     ,18
2017,"MARROC, EL                    ",DISTRICTE 3,CAN JOFRESA                   ,45
2017,"MARROC, EL                    ",DISTRICTE 3,CAN PALET                     ,917
2017,"MARROC, EL                    ",DISTRICTE 3,CAN PALET II                  ,208
2017,"MARROC, EL                    ",DISTRICTE 3,CAN PARELLADA                 ,200
2017,"MARROC, EL                    ",DISTRICTE 3,GUADALHORCE                   ,109
2017,"MARROC, EL                    ",DISTRICTE 3,LES FONTS                     ,43
2017,"MARROC, EL                    ",DISTRICTE 3,P.I. SANTA EULÀLIA            ,22
2017,"MARROC, EL                    ",DISTRICTE 3,SEGLE XX                      ,220
2017,"MARROC, EL                    ",DISTRICTE 3,XÚQUER                        ,63
2017,"MARROC, EL                    ",DISTRICTE 4,CA N AURELL                   ,444
2017,"MARROC, EL                    ",DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,12
2017,"MARROC, EL                    ",DISTRICTE 4,LA COGULLADA                  ,207
2017,"MARROC, EL                    ",DISTRICTE 4,LA MAURINA                    ,833
2017,"MARROC, EL                    ",DISTRICTE 4,LES MARTINES                  ,5
2017,"MARROC, EL                    ",DISTRICTE 4,ROC BLANC                     ,82
2017,"MARROC, EL                    ",DISTRICTE 4,VISTA ALEGRE                  ,1
2017,"MARROC, EL                    ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,244
2017,"MARROC, EL                    ",DISTRICTE 5,CAN BOADA DEL PI              ,86
2017,"MARROC, EL                    ",DISTRICTE 5,CAN GONTERES                  ,1
2017,"MARROC, EL                    ",DISTRICTE 5,CAN ROCA                      ,31
2017,"MARROC, EL                    ",DISTRICTE 5,DISSEMINATS                   ,3
2017,"MARROC, EL                    ",DISTRICTE 5,PLA DEL BON AIRE              ,35
2017,"MARROC, EL                    ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,182
2017,"MARROC, EL                    ",DISTRICTE 5,SANT PERE                     ,228
2017,"MARROC, EL                    ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,108
2017,"MARROC, EL                    ",DISTRICTE 6,CAN TUSELL                    ,164
2017,"MARROC, EL                    ",DISTRICTE 6,ÈGARA                         ,493
2017,"MARROC, EL                    ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,403
2017,"MARROC, EL                    ",DISTRICTE 6,SANT LLORENÇ                  ,504
2017,"MARROC, EL                    ",DISTRICTE 6,SANT PERE NORD                ,879
2017,MAURICI                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2017,MAURITÀNIA                    ,DISTRICTE 1,CENTRE                        ,1
2017,MAURITÀNIA                    ,DISTRICTE 4,CA N AURELL                   ,2
2017,MAURITÀNIA                    ,DISTRICTE 6,SANT PERE NORD                ,1
2017,MÈXIC                         ,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,1
2017,MÈXIC                         ,DISTRICTE 1,CEMENTIRI VELL                ,13
2017,MÈXIC                         ,DISTRICTE 1,CENTRE                        ,33
2017,MÈXIC                         ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,18
2017,MÈXIC                         ,DISTRICTE 1,VALLPARADÍS                   ,10
2017,MÈXIC                         ,DISTRICTE 2,CA N ANGLADA                  ,8
2017,MÈXIC                         ,DISTRICTE 2,TORRE-SANA                    ,4
2017,MÈXIC                         ,DISTRICTE 3,CAN PALET                     ,18
2017,MÈXIC                         ,DISTRICTE 3,CAN PARELLADA                 ,7
2017,MÈXIC                         ,DISTRICTE 3,LES FONTS                     ,3
2017,MÈXIC                         ,DISTRICTE 3,SEGLE XX                      ,9
2017,MÈXIC                         ,DISTRICTE 3,XÚQUER                        ,1
2017,MÈXIC                         ,DISTRICTE 4,CA N AURELL                   ,29
2017,MÈXIC                         ,DISTRICTE 4,LA COGULLADA                  ,4
2017,MÈXIC                         ,DISTRICTE 4,LA MAURINA                    ,4
2017,MÈXIC                         ,DISTRICTE 4,ROC BLANC                     ,5
2017,MÈXIC                         ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2017,MÈXIC                         ,DISTRICTE 5,CAN ROCA                      ,4
2017,MÈXIC                         ,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,1
2017,MÈXIC                         ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,10
2017,MÈXIC                         ,DISTRICTE 5,SANT PERE                     ,28
2017,MÈXIC                         ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,4
2017,MÈXIC                         ,DISTRICTE 6,CAN TUSELL                    ,2
2017,MÈXIC                         ,DISTRICTE 6,ÈGARA                         ,7
2017,MÈXIC                         ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,8
2017,MÈXIC                         ,DISTRICTE 6,SANT PERE NORD                ,12
2017,MOLDÀVIA                      ,DISTRICTE 1,CENTRE                        ,1
2017,MOLDÀVIA                      ,DISTRICTE 1,VALLPARADÍS                   ,1
2017,MOLDÀVIA                      ,DISTRICTE 2,MONTSERRAT                    ,8
2017,MOLDÀVIA                      ,DISTRICTE 2,TORRE-SANA                    ,1
2017,MOLDÀVIA                      ,DISTRICTE 3,CAN JOFRESA                   ,1
2017,MOLDÀVIA                      ,DISTRICTE 3,CAN PALET                     ,5
2017,MOLDÀVIA                      ,DISTRICTE 4,CA N AURELL                   ,6
2017,MOLDÀVIA                      ,DISTRICTE 4,LA COGULLADA                  ,2
2017,MOLDÀVIA                      ,DISTRICTE 4,LA MAURINA                    ,1
2017,MOLDÀVIA                      ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,5
2017,MOLDÀVIA                      ,DISTRICTE 5,CAN ROCA                      ,1
2017,MOLDÀVIA                      ,DISTRICTE 5,PLA DEL BON AIRE              ,2
2017,MOLDÀVIA                      ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,5
2017,MOLDÀVIA                      ,DISTRICTE 5,SANT PERE                     ,2
2017,MOLDÀVIA                      ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,2
2017,MOLDÀVIA                      ,DISTRICTE 6,ÈGARA                         ,2
2017,MOLDÀVIA                      ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2017,MOLDÀVIA                      ,DISTRICTE 6,SANT LLORENÇ                  ,4
2017,MOLDÀVIA                      ,DISTRICTE 6,SANT PERE NORD                ,9
2017,MONTENEGRO                    ,DISTRICTE 2,TORRE-SANA                    ,1
2017,"NEPAL,EL                      ",DISTRICTE 1,CEMENTIRI VELL                ,1
2017,"NEPAL,EL                      ",DISTRICTE 1,CENTRE                        ,1
2017,"NEPAL,EL                      ",DISTRICTE 4,CA N AURELL                   ,4
2017,"NEPAL,EL                      ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,2
2017,"NEPAL,EL                      ",DISTRICTE 5,CAN ROCA                      ,1
2017,"NEPAL,EL                      ",DISTRICTE 5,SANT PERE                     ,7
2017,"NEPAL,EL                      ",DISTRICTE 6,SANT LLORENÇ                  ,1
2017,"NEPAL,EL                      ",DISTRICTE 6,SANT PERE NORD                ,1
2017,NICARAGUA                     ,DISTRICTE 1,CEMENTIRI VELL                ,1
2017,NICARAGUA                     ,DISTRICTE 1,CENTRE                        ,3
2017,NICARAGUA                     ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,4
2017,NICARAGUA                     ,DISTRICTE 1,VALLPARADÍS                   ,1
2017,NICARAGUA                     ,DISTRICTE 2,CA N ANGLADA                  ,5
2017,NICARAGUA                     ,DISTRICTE 3,CAN PALET                     ,2
2017,NICARAGUA                     ,DISTRICTE 3,CAN PARELLADA                 ,1
2017,NICARAGUA                     ,DISTRICTE 3,SEGLE XX                      ,3
2017,NICARAGUA                     ,DISTRICTE 3,XÚQUER                        ,1
2017,NICARAGUA                     ,DISTRICTE 4,CA N AURELL                   ,5
2017,NICARAGUA                     ,DISTRICTE 4,LA COGULLADA                  ,6
2017,NICARAGUA                     ,DISTRICTE 4,LA MAURINA                    ,2
2017,NICARAGUA                     ,DISTRICTE 4,LES MARTINES                  ,1
2017,NICARAGUA                     ,DISTRICTE 4,ROC BLANC                     ,1
2017,NICARAGUA                     ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,2
2017,NICARAGUA                     ,DISTRICTE 5,CAN ROCA                      ,3
2017,NICARAGUA                     ,DISTRICTE 5,PLA DEL BON AIRE              ,1
2017,NICARAGUA                     ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,2
2017,NICARAGUA                     ,DISTRICTE 5,SANT PERE                     ,5
2017,NICARAGUA                     ,DISTRICTE 6,ÈGARA                         ,1
2017,NICARAGUA                     ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,2
2017,NICARAGUA                     ,DISTRICTE 6,SANT LLORENÇ                  ,1
2017,NICARAGUA                     ,DISTRICTE 6,SANT PERE NORD                ,8
2017,NIGÈRIA                       ,DISTRICTE 1,CENTRE                        ,6
2017,NIGÈRIA                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,3
2017,NIGÈRIA                       ,DISTRICTE 1,VALLPARADÍS                   ,3
2017,NIGÈRIA                       ,DISTRICTE 2,CA N ANGLADA                  ,16
2017,NIGÈRIA                       ,DISTRICTE 2,MONTSERRAT                    ,1
2017,NIGÈRIA                       ,DISTRICTE 2,TORRE-SANA                    ,1
2017,NIGÈRIA                       ,DISTRICTE 2,VILARDELL                     ,2
2017,NIGÈRIA                       ,DISTRICTE 3,CAN PALET                     ,9
2017,NIGÈRIA                       ,DISTRICTE 3,CAN PARELLADA                 ,7
2017,NIGÈRIA                       ,DISTRICTE 3,SEGLE XX                      ,1
2017,NIGÈRIA                       ,DISTRICTE 3,XÚQUER                        ,6
2017,NIGÈRIA                       ,DISTRICTE 4,CA N AURELL                   ,3
2017,NIGÈRIA                       ,DISTRICTE 4,LA COGULLADA                  ,2
2017,NIGÈRIA                       ,DISTRICTE 4,LA MAURINA                    ,7
2017,NIGÈRIA                       ,DISTRICTE 4,ROC BLANC                     ,1
2017,NIGÈRIA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,9
2017,NIGÈRIA                       ,DISTRICTE 5,CAN BOADA DEL PI              ,3
2017,NIGÈRIA                       ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2017,NIGÈRIA                       ,DISTRICTE 5,SANT PERE                     ,13
2017,NIGÈRIA                       ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,4
2017,NIGÈRIA                       ,DISTRICTE 6,ÈGARA                         ,3
2017,NIGÈRIA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,4
2017,NIGÈRIA                       ,DISTRICTE 6,SANT PERE NORD                ,5
2017,NO CONSTA                     ,DISTRICTE 3,CAN PALET                     ,1
2017,NORUEGA                       ,DISTRICTE 1,CENTRE                        ,1
2017,NORUEGA                       ,DISTRICTE 1,VALLPARADÍS                   ,1
2017,NORUEGA                       ,DISTRICTE 4,CA N AURELL                   ,1
2017,NORUEGA                       ,DISTRICTE 4,ROC BLANC                     ,1
2017,NORUEGA                       ,DISTRICTE 5,SANT PERE                     ,1
2017,NORUEGA                       ,DISTRICTE 6,ÈGARA                         ,1
2017,NOVA ZELANDA                  ,DISTRICTE 1,CENTRE                        ,2
2017,NOVA ZELANDA                  ,DISTRICTE 3,CAN PARELLADA                 ,1
2017,NOVA ZELANDA                  ,DISTRICTE 3,SEGLE XX                      ,1
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 1,CEMENTIRI VELL                ,1
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 1,CENTRE                        ,7
