ID,ACTE,DESCRIPCIO,EMAIL_ACTE,WEB_ACTE,A_CARREC,LLOC,DATA_INI,DATA_FI,GRATUIT,PREU,HORA_INI,HORA_FI,IMATGE,DISTRICTE,TIPUS_ACTE,OBSERVACIONS,CICLE,DESCRIPCIOCICLE,CICLE_DATA_INI,CICLE_DATA_FI,DATA_PUB,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,URL,LOCALITZACIO
94778,"Inscripcions: Bavardons, grups de conversa en francès.",Literatura i poesia,bd6@terrassa.cat                                                                                    ,http://www.terrassa.cat/bd6                                                                         ,MERCÈ GONZÁLEZ I FERNANDO BARAS,Biblioteca Districte 6 - BD6,12/09/2017,01/06/2018,T,,10:30:00,12:30:00,,6,,Grups de conversa en francès. Gratuït. Més informació a la biblioteca i al telèfon 937 397 420,,,,,25/07/2017,418878.4684,4603502.4622,418784.4982,4603298.2359,2.0257725,41.5772454,http://www.terrassa.cat/veureacte?numActe=94778,"(41.57724535389211, 2.025772547231101)"
94784,Programació familiar festa de la llufa,Activitats infantils,caet@terrassa.cat                                                                                   ,http://www.caet.cat/ca/programacio/programacio-familiar/item/674-sol-amb-lluna                      ,CIA. ROGER CANALS,Associacio La Xarxa,28/12/2017,,T,,17:00:00,,,4,,,TEMPORADA D ARTS ESCÈNIQUES A TERRASSA SETEMBRE-DESEMBRE 2017                                                                                                                                           ,,01/06/2017,30/09/2017,09/10/2017,417294.0457,4602122.5093,417200.0626,4601918.2929,2.0069594,41.5646550,http://www.terrassa.cat/veureacte?numActe=94784,"(41.56465500257077, 2.006959397598397)"
94824,Reutilitza la roba que ja no uses,Altres activitats,,,,Centre de Documentació i Museu Tèxtil - CDMT,30/11/2017,30/11/2017,F,8 euros                                                                                                                                                                                                                                                        ,17:30:00,19:00:00,,1,,,CICLE MODA ÈTICA SOSTENIBLE                                                                                                                                                                             ,,28/09/2017,30/11/2017,06/10/2017,418355.8750,4602149.2500,418261.8937,4601945.0256,2.0196888,41.5650050,http://www.terrassa.cat/veureacte?numActe=94824,"(41.56500502790254, 2.0196887629231477)"
94838,Taller familiar: Crea un univers de records personals,Patrimoni,museudeterrassa@terrassa.cat                                                                        ,http://www.terrassa.cat/exposicions-en-curs                                                         ,,Museu de Terrassa - Castell Cartoixa Vallparadís,26/11/2017,,F,2 euros per persona                                                                                                                                                                                                                                            ,11:00:00,,,1,,"Per a infants de 6 a 12 anys. Places limitades. Cal inscripció prèvia: - a la consergeria del Castell Cartoixa de Vallparadís - per correu electrònic museudeterrassa@terrassa.cat - per telèfon al 93 739 70 72, de dilluns a divendres, de 9 a 14 h Els infants han d estar acompanyats per una persona adulta El Museu es reserva el dret de canellar alguna sessió si no s arriba a un mínim de persones inscrites.",,,,,16/10/2017,418312.5082,4602121.5125,418218.5266,4601917.2884,2.0191725,41.5647508,http://www.terrassa.cat/veureacte?numActe=94838,"(41.56475079052467, 2.0191724991004683)"
94843,Jornada de portes obertes a la Seu d Ègara,Patrimoni,museudeterrassa@terrassa.cat                                                                        ,http://www.terrassa.cat/museu                                                                       ,,Museu de Terrassa - Seu d Ègara. Esglésies de Sant Pere de Terrassa,,,T,,,,,1,,Accessible per a persones amb mobilitat reduïda. En motiu de la Setmana del Turisme Industrial 2017 i del Dia Sàpiens.,,,,,16/10/2017,418240.8005,4602365.3248,418146.8207,4602161.1016,2.0182794,41.5669392,http://www.terrassa.cat/veureacte?numActe=94843,"(41.56693924016049, 2.0182793906980367)"
94844,Jornada de portes obertes a la Casa Alegre de Sagrera.,Patrimoni,museudeterrassa@terrassa.cat                                                                        ,http://www.terrassa.cat/museu                                                                       ,,Museu de Terrassa - Casa Alegre Sagrera,,,T,,,,,1,,Planta baixa i pati accessibles amb suport per a persones amb mobilitat reduïda. En motiu de la Setmana del Turisme Industrial 2017 i del Dia Sàpiens.,,,,,16/10/2017,417740.8627,4601903.0094,417646.8786,4601698.7893,2.0123475,41.5627243,http://www.terrassa.cat/veureacte?numActe=94844,"(41.56272430233345, 2.0123475130626063)"
94858,Taller d escriptura de contes literaris,Cursos,,http://amicsdelesarts-jjmm.cat                                                                      ,RAQUEL PICCOLO,Amics de les Arts i Joventuts Musicals,,,F,,,,,1,,,,,,,22/08/2017,417726.7188,4602095.4375,417632.7361,4601891.2178,2.0121515,41.5644559,http://www.terrassa.cat/veureacte?numActe=94858,"(41.56445585904961, 2.0121515314346397)"
94885,"Tertulàndia, pràctiques obertes d idiomes",Cursos,,http://www.bauhousebar.cat                                                                          ,,Bau House,01/09/2017,29/12/2017,T,,19:00:00,21:00:00,,1,,,,,,,01/09/2017,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,http://www.terrassa.cat/veureacte?numActe=94885,"(41.56370352237213, 2.0190002573779395)"
94901,Campanya de Recollida de Roba Esportiva per a persones refugiades i sense sostre. En necessària roba de dona.,Actes solidaris,,http://ce-terrassa.cat/                                                                             ,,Centre Excursionista de Terrassa - CET,,,F,,,,,1,,,,,,,04/09/2017,417723.5684,4602176.7909,417629.5863,4601972.5713,2.0121026,41.5651882,http://www.terrassa.cat/veureacte?numActe=94901,"(41.56518820546758, 2.012102599781632)"
94905,Vols afavorir la convivència a la ciutat?. Projecte  Persones facilitadores de la convivència .,Altres activitats,ciutadania@terrassa.cat                                                                             ,http://www.terrassa.cat/persones-facilitadores-de-la-convivencia                                    ,,A tota la ciutat,,,F,,,,,0,,Més informació i inscripcions:  Servei de ciutadania. Tel 937 315 982 (ext 3677) o ciutadania@terrassa.cat,,,,,05/09/2017,,,,,,,http://www.terrassa.cat/veureacte?numActe=94905,
94928,Club de lectura fàcil,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/ca/acostat                                                                  ,CONSORCI SANITARI DE TERRASSA,Biblioteca Districte 2 - BD2,31/10/2017,31/10/2017,T,,10:00:00,12:15:00,,2,,"L activitat pretén fomentar la lectura, tot treballant  la comprensió dels textos amb les persones vinculades al club social que pateixen una malaltia mental. Atès que un dels objectius del Centre de Dia del CST és afavorir la relació dels assistents amb i en la comunitat, trobem interessant obrir-lo el a totes les persones interessades en treballar i gaudir de la lectura.  Places limitades. Cal inscripció prèvia. Més informació al 937 869 162",ACOSTA T A LA LECTURA                                                                                                                                                                                   ,"Les biblioteques esdevenen llocs de trobada per a totes les persones ineressades en la literatura, en les seves manifestacions i amb ganes de comentar i intercanviar impressions sobre obres literàries, conduïts i animats per professionals. Cada biblioteca us informarà dels tallers que realitza (dates, horaris, llibres que es treballaran, període d inscripció...)",01/09/2016,30/06/2025,13/09/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94928,"(41.564610698772015, 2.0293622826613005)"
94929,Club de lectura fàcil,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/ca/acostat                                                                  ,CONSORCI SANITARI DE TERRASSA,Biblioteca Districte 2 - BD2,07/11/2017,07/11/2017,T,,10:00:00,12:15:00,,2,,"L activitat pretén fomentar la lectura, tot treballant  la comprensió dels textos amb les persones vinculades al club social que pateixen una malaltia mental. Atès que un dels objectius del Centre de Dia del CST és afavorir la relació dels assistents amb i en la comunitat, trobem interessant obrir-lo el a totes les persones interessades en treballar i gaudir de la lectura.  Places limitades. Cal inscripció prèvia. Més informació al 937 869 162",ACOSTA T A LA LECTURA                                                                                                                                                                                   ,"Les biblioteques esdevenen llocs de trobada per a totes les persones ineressades en la literatura, en les seves manifestacions i amb ganes de comentar i intercanviar impressions sobre obres literàries, conduïts i animats per professionals. Cada biblioteca us informarà dels tallers que realitza (dates, horaris, llibres que es treballaran, període d inscripció...)",01/09/2016,30/06/2025,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94929,"(41.564610698772015, 2.0293622826613005)"
94930,Club de lectura fàcil,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/ca/acostat                                                                  ,CONSORCI SANITARI DE TERRASSA,Biblioteca Districte 2 - BD2,14/11/2017,14/11/2017,T,,10:00:00,12:15:00,,2,,"L activitat pretén fomentar la lectura, tot treballant  la comprensió dels textos amb les persones vinculades al club social que pateixen una malaltia mental. Atès que un dels objectius del Centre de Dia del CST és afavorir la relació dels assistents amb i en la comunitat, trobem interessant obrir-lo el a totes les persones interessades en treballar i gaudir de la lectura.  Places limitades. Cal inscripció prèvia. Més informació al 937 869 162",ACOSTA T A LA LECTURA                                                                                                                                                                                   ,"Les biblioteques esdevenen llocs de trobada per a totes les persones ineressades en la literatura, en les seves manifestacions i amb ganes de comentar i intercanviar impressions sobre obres literàries, conduïts i animats per professionals. Cada biblioteca us informarà dels tallers que realitza (dates, horaris, llibres que es treballaran, període d inscripció...)",01/09/2016,30/06/2025,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94930,"(41.564610698772015, 2.0293622826613005)"
94938,Jardí de contes,Medi ambient,bd2@terrassa.cat                                                                                    ,http://blhttp://www.terrassadigital.cat/detall_actualitat/?id=27840ogs.terrassa.cat/activa60/?p=1481,MONTSE TARTERA,Biblioteca Districte 2 - BD2,08/11/2017,08/11/2017,T,,10:30:00,12:00:00,,2,CURSOS,"L objectiu és la creació d un jardí amb arbres, arbustos, flors, herbes aromàtiques, fruits silvestres i alguns productes de l hort,  al pati interior de la BD2 (biblioteca del Districte 2), utilitzant una zona de 100 m2 aproximats de sauló,  i proporcionar nocions de jardineria i horticultura a les persones grans participants.  Es realitza amb els suport d un monitor i del personal de la biblioteca.  Ja s han iniciat visites programades al jardí per part d alumnes de diferents escoles, on la gent gran els hi expliquen contes i els hi ensenyen els diferents productes de l hort.  El taller  Jardí de contes  s emmarca dins  el  projecte  Terrassa ciutat amiga de les persones grans ",JARDÍ DE CONTES                                                                                                                                                                                         ,Taller de jardineria al pati de la biblioteca. Cada dos dimecres de 10:30 a 12h.,01/01/2017,30/12/2020,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94938,"(41.564610698772015, 2.0293622826613005)"
94939,Jardí de contes,Medi ambient,bd2@terrassa.cat                                                                                    ,http://blhttp://www.terrassadigital.cat/detall_actualitat/?id=27840ogs.terrassa.cat/activa60/?p=1481,MONTSE TARTERA,Biblioteca Districte 2 - BD2,15/11/2017,15/11/2017,T,,10:30:00,12:00:00,,2,CURSOS,"L objectiu és la creació d un jardí amb arbres, arbustos, flors, herbes aromàtiques, fruits silvestres i alguns productes de l hort,  al pati interior de la BD2 (biblioteca del Districte 2), utilitzant una zona de 100 m2 aproximats de sauló,  i proporcionar nocions de jardineria i horticultura a les persones grans participants.  Es realitza amb els suport d un monitor i del personal de la biblioteca.  Ja s han iniciat visites programades al jardí per part d alumnes de diferents escoles, on la gent gran els hi expliquen contes i els hi ensenyen els diferents productes de l hort.  El taller  Jardí de contes  s emmarca dins  el  projecte  Terrassa ciutat amiga de les persones grans ",JARDÍ DE CONTES                                                                                                                                                                                         ,Taller de jardineria al pati de la biblioteca. Cada dos dimecres de 10:30 a 12h.,01/01/2017,30/12/2020,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94939,"(41.564610698772015, 2.0293622826613005)"
94940,Jardí de contes,Medi ambient,bd2@terrassa.cat                                                                                    ,http://blhttp://www.terrassadigital.cat/detall_actualitat/?id=27840ogs.terrassa.cat/activa60/?p=1481,MONTSE TARTERA,Biblioteca Districte 2 - BD2,22/11/2017,22/11/2017,T,,10:30:00,12:00:00,,2,CURSOS,"L objectiu és la creació d un jardí amb arbres, arbustos, flors, herbes aromàtiques, fruits silvestres i alguns productes de l hort,  al pati interior de la BD2 (biblioteca del Districte 2), utilitzant una zona de 100 m2 aproximats de sauló,  i proporcionar nocions de jardineria i horticultura a les persones grans participants.  Es realitza amb els suport d un monitor i del personal de la biblioteca.  Ja s han iniciat visites programades al jardí per part d alumnes de diferents escoles, on la gent gran els hi expliquen contes i els hi ensenyen els diferents productes de l hort.  El taller  Jardí de contes  s emmarca dins  el  projecte  Terrassa ciutat amiga de les persones grans ",JARDÍ DE CONTES                                                                                                                                                                                         ,Taller de jardineria al pati de la biblioteca. Cada dos dimecres de 10:30 a 12h.,01/01/2017,30/12/2020,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94940,"(41.564610698772015, 2.0293622826613005)"
94941,Jardí de contes,Medi ambient,bd2@terrassa.cat                                                                                    ,http://blhttp://www.terrassadigital.cat/detall_actualitat/?id=27840ogs.terrassa.cat/activa60/?p=1481,MONTSE TARTERA,Biblioteca Districte 2 - BD2,29/11/2017,29/11/2017,T,,10:30:00,12:00:00,,2,CURSOS,"L objectiu és la creació d un jardí amb arbres, arbustos, flors, herbes aromàtiques, fruits silvestres i alguns productes de l hort,  al pati interior de la BD2 (biblioteca del Districte 2), utilitzant una zona de 100 m2 aproximats de sauló,  i proporcionar nocions de jardineria i horticultura a les persones grans participants.  Es realitza amb els suport d un monitor i del personal de la biblioteca.  Ja s han iniciat visites programades al jardí per part d alumnes de diferents escoles, on la gent gran els hi expliquen contes i els hi ensenyen els diferents productes de l hort.  El taller  Jardí de contes  s emmarca dins  el  projecte  Terrassa ciutat amiga de les persones grans ",JARDÍ DE CONTES                                                                                                                                                                                         ,Taller de jardineria al pati de la biblioteca. Cada dos dimecres de 10:30 a 12h.,01/01/2017,30/12/2020,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94941,"(41.564610698772015, 2.0293622826613005)"
94962,La   bededós  presenta....Novetatsl!!!,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/bd2                                                                         ,,Biblioteca Districte 2 - BD2,10/11/2017,10/11/2017,F,,17:00:00,17:30:00,,2,,Presentació de les darreres novetats infantils i juvenils arribades a la biblioteca.  Més informació al 937 869 162,,,,,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94962,"(41.564610698772015, 2.0293622826613005)"
94974,Exposició:  Colors del Silenci ,Exposicions,,http://tigomigo.com/sin-categoria-ca/colors-del-silenci?lang=ca                                     ,,Estudi Tigomigo,,,F,,,,,1,,Inauguració divendres 15 de setembre a les 23.00 h.,,,,,07/09/2017,417937.3570,4601386.4418,417843.3693,4601182.2194,2.0147743,41.5580923,http://www.terrassa.cat/veureacte?numActe=94974,"(41.5580922765001, 2.0147743390145285)"
94950,Aprenem,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/aprenem                                                                     ,APRENEM TERRASSA,Biblioteca Districte 2 - BD2,04/11/2017,04/11/2017,T,,10:00:00,12:00:00,,2,CURSOS,Tallers basats en l intercanvi lingüístic. Participa-hi aprenent i ensenyant. Només podràn assistir als tallers les persones que s hauràn preinscrit enviant un correu electrònic a aprenem@gmail.con. Les admissions depenen de les places disponibles. El tallers es faran a la sala d actes de la biblioteca del districte 2 cada dissabte de 10:30 a 13:30 h.,APRENEM LLENGÜES LLEGINT I PARLANT                                                                                                                                                                      ,"Entitat ciutadana que porta endavant els projectes  Aprenem llengües llegint i parlant  per afavorir l ús social del català i dotar-nos d instruments de comunicació comuns: Aprenem Català, Castellà, Euskara, Portuguès, Francès, Italià, Anglès, Xinès, Àrab, Alemany, Urdú, Mandinga, Rus... Aprenent i ensenyant reforcem la cohesió i la integració socials. Apunta-t hi!!!  ",01/01/2009,31/12/2020,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94950,"(41.564610698772015, 2.0293622826613005)"
94951,Aprenem,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/aprenem                                                                     ,APRENEM TERRASSA,Biblioteca Districte 2 - BD2,18/11/2017,18/11/2017,T,,10:00:00,12:00:00,,2,CURSOS,Tallers basats en l intercanvi lingüístic. Participa-hi aprenent i ensenyant. Només podràn assistir als tallers les persones que s hauràn preinscrit enviant un correu electrònic a aprenem@gmail.con. Les admissions depenen de les places disponibles. El tallers es faran a la sala d actes de la biblioteca del districte 2 cada dissabte de 10:30 a 13:30 h.,APRENEM LLENGÜES LLEGINT I PARLANT                                                                                                                                                                      ,"Entitat ciutadana que porta endavant els projectes  Aprenem llengües llegint i parlant  per afavorir l ús social del català i dotar-nos d instruments de comunicació comuns: Aprenem Català, Castellà, Euskara, Portuguès, Francès, Italià, Anglès, Xinès, Àrab, Alemany, Urdú, Mandinga, Rus... Aprenent i ensenyant reforcem la cohesió i la integració socials. Apunta-t hi!!!  ",01/01/2009,31/12/2020,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94951,"(41.564610698772015, 2.0293622826613005)"
94952,Aprenem,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/aprenem                                                                     ,APRENEM TERRASSA,Biblioteca Districte 2 - BD2,25/11/2017,25/11/2017,T,,10:00:00,12:00:00,,2,CURSOS,Tallers basats en l intercanvi lingüístic. Participa-hi aprenent i ensenyant. Només podràn assistir als tallers les persones que s hauràn preinscrit enviant un correu electrònic a aprenem@gmail.con. Les admissions depenen de les places disponibles. El tallers es faran a la sala d actes de la biblioteca del districte 2 cada dissabte de 10:30 a 13:30 h.,APRENEM LLENGÜES LLEGINT I PARLANT                                                                                                                                                                      ,"Entitat ciutadana que porta endavant els projectes  Aprenem llengües llegint i parlant  per afavorir l ús social del català i dotar-nos d instruments de comunicació comuns: Aprenem Català, Castellà, Euskara, Portuguès, Francès, Italià, Anglès, Xinès, Àrab, Alemany, Urdú, Mandinga, Rus... Aprenent i ensenyant reforcem la cohesió i la integració socials. Apunta-t hi!!!  ",01/01/2009,31/12/2020,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94952,"(41.564610698772015, 2.0293622826613005)"
94957,Hora del conte:  En Bum i el llibre màgic de les fades ,Literatura i poesia,bd2@terrassa.cat                                                                                    ,,COMPANYIA HOMENOTS,Biblioteca Districte 2 - BD2,22/11/2017,22/11/2017,T,,18:15:00,19:00:00,,2,INFANT,Per a infants a partir de 3 anys. Els menors de 8 anys han d anar acompanyats d un adult. Aforament limitat. Cal recollir les entrades el mateix dia a partir de les 10h. Més informació: 937869162,L HORA DEL CONTE                                                                                                                                                                                        ,"L hora del conte és una estona en la qual les paraules, els personatges i les històries s escapen dels llibres i s instal.len en la veu i en les mans d uns narradors.  És una activitat gratuïta. Les sessions comencen a les 6 de la tarda (de dimarts a divendres) i a les 12 del migdia (dissabtes).",01/09/2016,30/06/2025,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94957,"(41.564610698772015, 2.0293622826613005)"
94960,Club de lectura -  Els picarols ,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/ca/acostat                                                                  ,,Biblioteca Districte 2 - BD2,10/11/2017,10/11/2017,T,,18:00:00,19:15:00,,2,,"Per a infants de 8 a 10 anys. Lectura i comprensió del contes, illustracions, poemes i còmics. Places limitades. Cal inscripció prèvia. Més informació al 937 869 162",ACOSTA T A LA LECTURA                                                                                                                                                                                   ,"Les biblioteques esdevenen llocs de trobada per a totes les persones ineressades en la literatura, en les seves manifestacions i amb ganes de comentar i intercanviar impressions sobre obres literàries, conduïts i animats per professionals. Cada biblioteca us informarà dels tallers que realitza (dates, horaris, llibres que es treballaran, període d inscripció...)",01/09/2016,30/06/2025,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94960,"(41.564610698772015, 2.0293622826613005)"
94975,Exposició:  Colors del Silenci ,Exposicions,,http://tigomigo.com/sin-categoria-ca/colors-del-silenci?lang=ca                                     ,,Estudi Tigomigo,15/09/2017,25/11/2017,F,,16:30:00,20:30:00,,1,,,FESTIVAL TNT - TERRASSA NOVES TENDÈNCIES 2017                                                                                                                                                           ,,27/09/2017,01/10/2017,13/09/2017,417937.3570,4601386.4418,417843.3693,4601182.2194,2.0147743,41.5580923,http://www.terrassa.cat/veureacte?numActe=94975,"(41.5580922765001, 2.0147743390145285)"
94983,XERREM: grup de conversa en català,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/xerrem                                                                      ,CAL I VEU PRÒPIA,Biblioteca Districte 2 - BD2,31/10/2017,31/10/2017,T,,16:30:00,18:00:00,,2,,"Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Telefona ns al 934 159 002 un dia feiner o envia ns un correu a xerrem@)cal.cat Quan o on ho farem? Els dimarts i dijous de 18:00 a 19:30h a la bd2. Informa t-en al 937 869 162",XERREM: GRUPS DE CONVERSA EN CATALÀ                                                                                                                                                                     ,"Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Per telèfon a cadascuna de les biblioteques o bé enviant un correu a xerremterrassa@)gmail.com Quan i on ho farem? A la bct.  Els dissabtes de 11:00 12:30h. A la bd2. Els dimarts i divendres de 16:30 a 18:00h. A la bd3. Els dilluns de 19:00h a 20:30h i els dimarts de 10:30h a 12:00h. A la bd4. Els dilluns i dimecres de 16h a 17.30h A la bd6. Els dimarts, dijous  i divendres de 10:30 a 12:00h.  Informa-te n al 93 789 45 89 (bct), 93 786 91 62 (bd2), 93 739 70 14 (bd3), 93 739 74 23 (bd4) i al 93 739 74 20 (bd6)",01/01/2010,01/01/2025,13/09/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94983,"(41.564610698772015, 2.0293622826613005)"
94984,XERREM: grup de conversa en català,Literatura i poesia,bd2@terrassa.cat                                                                                    ,http://www.terrassa.cat/xerrem                                                                      ,CAL I VEU PRÒPIA,Biblioteca Districte 2 - BD2,07/11/2017,07/11/2017,T,,16:30:00,18:00:00,,2,,"Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Telefona ns al 934 159 002 un dia feiner o envia ns un correu a xerrem@)cal.cat Quan o on ho farem? Els dimarts i dijous de 18:00 a 19:30h a la bd2. Informa t-en al 937 869 162",XERREM: GRUPS DE CONVERSA EN CATALÀ                                                                                                                                                                     ,"Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Per telèfon a cadascuna de les biblioteques o bé enviant un correu a xerremterrassa@)gmail.com Quan i on ho farem? A la bct.  Els dissabtes de 11:00 12:30h. A la bd2. Els dimarts i divendres de 16:30 a 18:00h. A la bd3. Els dilluns de 19:00h a 20:30h i els dimarts de 10:30h a 12:00h. A la bd4. Els dilluns i dimecres de 16h a 17.30h A la bd6. Els dimarts, dijous  i divendres de 10:30 a 12:00h.  Informa-te n al 93 789 45 89 (bct), 93 786 91 62 (bd2), 93 739 70 14 (bd3), 93 739 74 23 (bd4) i al 93 739 74 20 (bd6)",01/01/2010,01/01/2025,05/10/2017,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,http://www.terrassa.cat/veureacte?numActe=94984,"(41.564610698772015, 2.0293622826613005)"
