EXERCICI_COMPTAB,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2012,12 23105   46100,SUBV. DIPUTACIÓ-SUBVENCIONS,108810,
2012,12 23105   48000,TRANS. INST S/FINALITAT LUCRE-,,2000
2012,12 23106   42090,ALTRES APORTACIONS ESTAT-CIUTA,36000,
2012,12 23106   45002,SUBV. GENERALITAT-CIUTADANIA I,186275,162795.5
2012,12 23106   46100,SUBV. DIPUTACIÓ-CIUTADANIA I D,98300,93867.1
2012,12 23106   48000,TRANS. INST S/FINALITAT LUCRE-,10000,10000
2012,12 23107   45002,SUBV. GENERALITAT-PLA PILOT MI,88482.26,87511.03
2012,12 23108   42190,TRANSF. ORGANISMES AUTÒNOMS ES,475000,475000
2012,12 23301   31101,SERVEI PLANIFICACIÓ FAMILIAR,0,
2012,12 23301   31102,AJUT A LA LLAR,189890,158237.53
2012,12 23301   31103,TELEASSISTÈNCIA,107800,85333.47
2012,12 23301   31104,MENJAR A DOMICILI,116735,107862.69
2012,12 23301   44100,TRANSF. EMPRESES ENTITAT LOCAL,,687.5
2012,12 23301   45002,SUBV. GENERALITAT-AJUT A DOMIC,3098785,420108.32
2012,12 23301   46100,SUBV. DIPUTACIÓ-AJUT A DOMICIL,211700,215853.12
2012,12 23401   45002,TRANSFERÈNCIES GENERALITAT SUP,48760,
2012,12 23402   32500,TAXA DOCUMENTS - CARNETS JOVES,920,1880.61
2012,12 23402   32903,"UTILITZACIÓ EQUIPS JUVENILS, B",5800,5513.7
2012,12 23402   45002,SUBV. GENERALITAT-BAUMANN SERV,5775,19156.75
2012,12 23402   46100,TRANSFERÈNCIES DIPUTACIÓ BAUMA,14040,
2012,12 23402   55008,CONCESIONS BARS JOVENTUT,6000,
2012,12 23403   45002,SUBV. GENERALITAT-OFICINA EMAN,16000,13562.8
2012,12 23403   46100,SUBV. DIPUTACIÓ-OFICINA EMANCI,,28080
2012,12 23406   45002,SUBV. GENERALITAT-PROJECTE LLE,0,53642.5
2012,12 23406   46100,SUBV. DIPUTACIÓ-PROJECTE LLEUR,0,
2012,12 23408   45002,SUBV. GENERALITAT-J-DJ: INTERV,12500,20000
2012,12 23408   46100,SUBV. DIPUTACIÓ-J. INTERVENCIÓ,9500,9500
2012,12 23409   46100,SUBV. DIPUTACIÓ-DINAMITZACIÓ J,,1000
2012,12 23409   47000,TRANSF. EMPRESES PRIVADES-DINA,2000,
2012,12 23501   31100,ACTIVITATS GENT GRAN,0,10424
2012,12 23501   34900,PREUS PÚBLICS-CURSOS GENT GRAN,18170,18141.44
2012,12 23501   46100,SUBV. DIPUTACIÓ-GENT GRAN,0,
2012,12 23501   48000,TRANS. INST S/FINALITAT LUCRE-,,500
2012,12 23601   34904,CURSOS POLÍTIQUES DE GENERE,4500,2456
2012,12 23601   45002,SUBV. GENERALITAT-SERVEI A LES,10000,
2012,12 23601   46100,SUBV. DIPUTACIÓ-SERVEI A LES D,36000,4000
2012,12 23601   46200,TRANSF. ALTRES ENS LOCALS - SE,,1600
2012,12 23602   46100,SUBV. DIPUTACIÓ-SERVEI D IGUAL,,35496.34
2012,12 24101   45050,TRANSFERENCIA GENERALITAT- FOM,1127684.61,1127684.61
2012,12 31201   36003,PRESTACIÓ SERVEIS CENTRE DE DI,265935,183808.93
2012,12 31201   45002,SUBV. GENERALITAT-CENTRE DIA S,0,
2012,12 31202   31101,CONSULTA SEXUAL-ATENCIÓ DONA,500,323.95
2012,12 31202   36004,PRESTACIÓ SERVEIS ATENCIÓ DONA,116445,82069.59
2012,12 31202   45002,SUBVENCIÓ GENERALITAT-ATENCIÓ ,0,
2012,12 31301   31900,ANIMALS DOMÈSTICS-PROTECCIÓ SA,83800,91211.23
2012,12 31301   39190,MULTES I SANCIONS-PROTECCIÓ SA,5,
2012,12 31301   45060,SUBVENCIONS GENERALITAT- PROTE,,30700
2012,12 31301   46100,SUBV. DIPUTACIÓ-PROTECCIÓ DE L,49615,49618
2012,12 31301   46200,TRANSF. ALTRES ENS LOCALS - PR,63646.42,63646.42
2012,12 31302   31903,LABORATORI MUNICIPAL,6410,9350.94
2012,12 31303   42090,ALTRES APORTACIONS DE L ESTAT ,11600,11613
2012,12 31303   45002,SUBVENCIONS GENERALITAT- PROMO,30165,51693.74
2012,12 31303   46100,SUBVENCIONS DIPUTACIÓ- PROMOCI,30300,30300
2012,12 32003   45030,"TRANSF. GENERALITAT ED, PROM. ",141588.33,141588.33
2012,12 32003   46100,SUBVENCIÓ DIPUTACIÓ-PROM. E IN,126174.2,102063
2012,12 32100   55300,DRET SUPERFÍCIE AMB CONTRAPRES,,9581.92
2012,12 32100   72000,TRANSFERENCIA ESTAT (FEOSL) - ,,0.01
2012,12 32101   46100,SUBVENCIÓ DIPUTACIÓ-ESCOLES BR,,24111.2
2012,12 32101   75030,ALTRES TRANSF. CAPITAL GENERAL,82500,82500
2012,12 32304   46700,"TRANSFERÈNCIES CONSORCIS, CNL",,9727.52
2012,12 32401   45100,TRANSF. ORG. AUTON. I AGEN. -M,,0
2012,12 32401   75100,TRANS. CAPITAL ORG. AUT. I AGE,,33789.13
2012,12 32403   44100,TRANSF. EMPRESES ENTITAT LOCAL,0,0
2012,12 33201   31901,ACTIVITATS CULTURALS-BIBLIOTEQ,500,1224.15
2012,12 33201   31902,CESSIÓ EQUIPAMENTS-BIBLIOTEQUE,0,351.8
2012,12 33201   45060,SUBVENCIONS GENERALITAT- BIBLI,140000,140843.03
2012,12 33201   46100,SUBV. DIPUTACIÓ-BIBLIOTEQUES I,357805,
2012,12 33202   31902,CESSIÓ EQUIPAMENTS- ARXIU SALA,4000,
2012,12 33202   45060,SUBVENCIONS GENERALITAT- ARXIU,40000,450
2012,12 33202   47001,TRANSFER.PATROCINI ACT.CULTURA,35000,5500
2012,12 33300   31901,ACTIVITATS CULTURALS-MUSEU,30000,27230
2012,12 33300   34901,"PREUS PÚBLICS, PUBLIC., REPROD",225,2247.88
2012,12 33300   36000,VENDE DE LLIBRES-MUSEU,0,
2012,12 33300   45060,SUBVENCIONS GENERALITAT-MUSEU,2000,323.6
2012,12 33300   46100,SUBVENCIONS DIPUTACIÓ-MUSEU,6333.33,
2012,12 33300   47000,TRANSFERENCIES EMPRESES PRIVAD,0,
2012,12 33300   54100,LLOGUER FINQUES URBANES,40505,41483.04
2012,12 33401   31901,ACTIVITATS CULTURALS-MÚSICA,0,
2012,12 33401   31902,CESSIÓ EQUIPAMENTS-MUSICA,,5349.25
2012,12 33401   34400,PREUS PÚBLICS ESPECTACLES CULT,10000,4104.8
2012,12 33401   45060,SUBVENCIONS GENERALITAT-MÚSICA,,946.17
2012,12 33401   46100,SUBVENCIONS DIPUTACIÓ-MÚSICA,10000,
2012,12 33402   45060,SUBVENCIONS GENERALITAT-CULTUR,2000,
2012,12 33402   46100,SUBVENCIONS DIPUTACIÓ-CULTURA ,40000,
2012,12 33402   47000,TRANSF. EMPRESES PRIVADES-CULT,2000,
2012,12 33403   45060,SUBV. GENERALITAT-CULTURA POPU,1000,
2012,12 33403   46100,SUBV. DIPUTACIÓ-CULTURA POPULA,3000,
2012,12 33403   47000,TRANSF. EMPRESES PRIVADES-CULT,60000,38363.99
2012,12 33403   48000,TRANS. INST S/FINALITAT LUCRE-,,10000
2012,12 33501   31901,ACTIVITATS CULTURALS-TEATRE I ,0,
2012,12 33501   31902,CESSIÓ EQUIPAMENTS CULTURALS-T,25000,11277.94
2012,12 33501   34400,PREUS PÚBLICS ESPECTACLES CULT,120000,108865.92
2012,12 33501   36000,VENDA DE LLIBRES-TEATRE I DANS,0,
2012,12 33501   42190,TRANSF. ORGANISMES AUTÒNOMS ES,,20000
2012,12 33501   45060,SUBV. GENERALITAT-TEATRE I DAN,513000,66800
2012,12 33501   46100,SUBVENCIÓ DIPUTACIÓ-TEATRE I D,75000,19270.84
2012,12 33501   47000,TRANSF. EMPRESES PRIVADES-TEAT,45000,
2012,12 33502   31902,CESSIÓ EQUIPAMENTS CULTURALS-A,0,5
2012,12 33502   36000,VENDE LLIBRES-ARTS VISUALS,2100,
2012,12 33502   45060,SUBVENCIONS GENERALITAT-ARTS V,40000,39400
2012,12 33502   46100,SUBVENCIONS DIPUTACIÓ-ARTS VIS,30000,
2012,12 34101   31301,ACTIVITATS ESPORTIVES,0,
2012,12 34101   45060,"SUBVENCIONS GENERALITAT, ESPOR",0,
2012,12 34101   46100,"SUBVENCIONS DIPUTACIÓ, ESPORTS",21000,13704
2012,12 34101   47000,TRANSFERÈNCIES EMPRESES PRIVAD,26000,28250
2012,12 34101   48000,TRANS. INST S/FINALITAT LUCRE-,405486.51,429790.1
2012,12 34201   31300,INSTAL.LACIONS ESPORTIVES,180000,175343.2
2012,12 34201   46100,SUBVENCIONS DIPUTACIÓ - EQUIP.,,1746.4
2012,12 34201   55008,"CONCESIONS BARS, ESPORTS",26290,27184.5
2012,12 34202   32903,"UTILITZACIÓ EQUIPS JUVENILS, E",0,
2012,12 34202   75060,TRANS. CAPITAL GENERALITAT-EQ.,,1637.54
2012,12 43101   46100,SUBVENCIONS DIPUTACIÓ-COMERÇ,9000,
2012,12 43102   32906,MERCATS MUNICIPALS-MERCAT INDE,346500,358021.97
2012,12 43102   46100,SUBVENCIONS DIPUTACIÓ-MERCAT I,,0
2012,12 43102   76100,TRANSFERENCIA DIPUTACIÓ-MERCAT,,6000
2012,12 43103   32906,MERCATS MUNICIPALS-MERCAT SANT,131250,134010.57
2012,12 43104   32907,MERCAT SETMANAL-MERCAT MARTI L,212355,216680.41
2012,12 43106   32910,FIRES D ARTESANIA-FIRA ESTIU,175,
2012,12 43107   32910,FIRES D ARTESANIA-FIRA HIVERN,530,
2012,12 43108   32910,FIRA MODERNISTA,13795,10504.42
2012,12 43108   46100,SUBVENCIONS DIPUTACIÓ-FIRA MOD,,6000
2012,12 43108   47000,TRANSFERÈNCIES EMPRESES PRIVAD,11754,24754
2012,12 43201   32900,NO VALID - RUTES TURÍSTIQUES-,0,0
2012,12 43201   34903,PREU PÚBLIC UTILITZACIÓ SALA A,,300
2012,12 43201   46100,SUBVENCIONS DIPUTACIÓ-TURISME,14000,8000
2012,12 43201   47000,TRANSFER.EMPRESES PRIVADES TUR,12000,
2012,12 43202   32900,RUTES TURÍSTIQUES,9850,7063.31
2012,12 43202   46100,TRANSFERÈNCIES DIPUTACIÓ RUTES,2000,8000
2012,12 43300   32908,LLICÈNCIES D ACTIVITATS,544000,386114.13
2012,12 44101   32905,LLICÈNCIES AUTO-TAXI I VEHICLE,2920,5512.5
2012,12 44101   42090,ALTRES APORTACIONS ESTAT-TRANS,800000,627131.36
2012,12 44101   46400,TRANSFERENCIES ALTRES ENS LOCA,1275000,1419780.6
2012,12 44101   46500,"TRANSF.CONSELL COMARCAL, TRANS",66000,66933.33
2012,12 44101   49700,ALTRES TRANSFERÈNCIES DE LA UN,7371,7371
2012,12 49201   34201,PREUS PÚBLICS CURSOS SOCIETAT ,1390,476.47
2012,12 49201   48000,TRANS. INST S/FINALITAT LUCRE-,,1911.22
2012,12 49301   42190,TRANSF. ORGANISMES AUTÒNOMS ES,10000,11582.33
2012,12 49301   46100,SUBVENCIONS DIPUTACIÓ-CONSUM,17000,20367
2012,12 49400   45100,TRANSF. ORG. AUTON. I AGEN. PR,55554,55554
2012,12 91203   47000,"TRANSF. EMP. PRIVADES, CARR. E",,20121.52
2012,12 91301   46100,SUBVENCIONS DIPUTACIÓ-SOLIDARI,29000,29000
2012,12 92001   75060,TRANSF. CAPITAL GENERALITAT- S,,76100
2012,12 92201   36005,VENDES TELECOMUNICACIONS,,23198.38
2012,12 92201   39900,"ALTRES ING.DIVERSOS SS.II.,INF",126965,
2012,12 92201   42090,ALTRES APORTACIONS ESTAT-MANTE,,-18797.96
2012,12 92201   44100,TRANSF. EMPRESES ENTITAT LOCAL,15000,30000
2012,12 92201   45060,ALTRES TRANSF.CORR.S/CONV. - S,2900,20008.4
2012,12 92201   48000,TRANSF. INST S/FINALITAT LUCRE,3000,3000
2012,12 92204   32501,TAXA PROCESSOS SELECTIUS-RECUR,3000,1255.25
2012,12 92204   39909,ALTRES INGRESSOS-GESTIÓ RECURS,,1687.29
2012,12 92301   42090,ALTRES APORTACIONS ESTAT-DESPE,90000,
2012,12 92301   42190,TRANSF. ORGAN. AUTÒNOMS ESTAT-,,115069.95
2012,12 92402   46100,SUBVENCIONS DIPUTACIÓ-PROCESSO,11967,7482.9
2012,12 92500   34900,PREUS PÚBLICS-ATENCIÓ ALS CIUT,0,
2012,12 92500   39900,ALTRES INGRESSOS DIVERSOS ATEN,80000,45624.42
2012,12 92500   49000,TRANSF. FONS SOCIAL EUROPEU - ,708,5729
2012,12 92702   32902,ACTIVITATS-UTILITZACIÓ EQUIPAM,0,5779.51
2012,12 92801   46100,SUBVENCIONS DIPUTACIÓ-COORD. I,,3000
2012,12 92805   45002,SUBV. GENERALITAT-COORDINACIÓ ,91875,87280.92
2012,12 92809   44100,TRANSFER.EMPRESES D ENTITAT LO,1006555,962471.72
2012,12 92902   46200,TRANSF. ALTRES ENS LOCALS - AC,7949.15,7976.33
2012,12 92999   11200,IMPOST SOBRE BENS IMMOBLES NAT,10000,8973.21
2012,12 92999   11300,IMPOST SOBRE BÉNS IMMOBLES. NA,47578000,47656737.86
2012,12 92999   11400,IB CARACTERÍSTIQUES ESPECIALS,,131086.03
2012,12 92999   11500,IMPOST SOBRE VEHICLES DE TRACC,11901000,11864269.19
2012,12 92999   11600,IMPOST INCREMENT VALOR TERRENY,3230000,4469358.42
2012,12 92999   13000,IMPOST S/ACTIVITATS ECONÒMIQUE,6493000,6465425.1
2012,12 92999   29000,IMPOST SOBRE CONSTRUCCIONS. IN,950000,1293816.37
2012,12 92999   30300,TAXA RECOLLIDA DE RESIDUS,10170600,10342821.56
2012,12 92999   32300,"TAXES PLAQUES, PATENTS I DISTI",3000,2789.71
2012,12 92999   32500,TAXES EXPEDICIÓ DE DOCUMENTS,75000,75531.85
2012,12 92999   32901,TAXES SERVEIS GENERALS,5,800
2012,12 92999   32904,ANUNCIS A CÀRREC PARTICULARS,5,
2012,12 92999   33100,TAXES PER ENTRADA DE VEHICLES-,2514750,2548360.99
2012,12 92999   33200,PARTICIPACIÓ INGRESSOS COMPANY,4067000,3852816.63
2012,12 92999   33500,TAULES I CADIRES,103020,143443.41
2012,12 92999   33700,"TRIBUNES, TENDALS, VOLADISSOS",400,-1945.15
2012,12 92999   33901,TAXA CAIXERS ENTITATS FINANCER,,6391.3
2012,12 92999   33902,PUBLICITAT,7000,107116.28
2012,12 92999   35000,CONTRIBUCIONS ESPECIALS PER EX,5,
2012,12 92999   35100,CONTRIBUCIONS ESPECIALS PER L ,5,
2012,12 92999   38900,REINTEGRES DESPESES CENS ELECT,5,
2012,12 92999   38901,PAGAMENTS INDEGUTS EXERCICIS A,385753.88,521758.87
2012,12 92999   39100,MULTES URBANÍSTIQUES,71970.73,99226.85
2012,12 92999   39103,MULTES CODIFICADES,0,
2012,12 92999   39110,MULTES PER INFRACCIONS TRIBUTÀ,140500,133203.27
2012,12 92999   39120,MULTES PER INFRACCIONS ORDENAN,4289495,5203929
2012,12 92999   39190,ALTRES MULTES,5,
2012,12 92999   39200,RECÀRRECS DE PRÒRROGA I APREMI,1050000,1177877.02
2012,12 92999   39300,INTERESSOS DEMORA,330000,355299.83
2012,12 92999   39610,QUOTES D URBANITZACIÓ,3239364.26,2904721.95
2012,12 92999   39800,INDEMNITZACIONS,101289.81,118084.2
2012,12 92999   39900,DIVERSOS,,598.85
2012,12 92999   39901,IMPREVISTOS,5,
2012,12 92999   39904,DESPESES D EXPEDIENTS,55000,54122.42
2012,12 92999   39905,DESPESES JUDICIALS,,659.94
2012,12 92999   39908,ANUNCIS A CÀRREC DE PARTICULAR,,1336.71
2012,12 92999   39909,ALTRES INGRESSOS,2665,23847.68
2012,12 92999   42000,PARTICIPACIÓ EN ELS TRIBUTS DE,38159000,42143882.16
2012,12 92999   44100,TRANSF. EMPRESES ENTITAT LOCAL,0,259128.46
2012,12 92999   44101,TRANSF. EMPRESES ENTITAT LOCAL,50000,
2012,12 92999   45000,FONS DE COOPERACIÓ LOCAL DE CA,1070000,680434
2012,12 92999   46100,SUBVENCIONS DIPUTACIÓ-INGRESSO,,500000
2012,12 92999   50700,INTERESSOS TÍTOLS-VALORS MINA ,,73420
2012,12 92999   51400,INTERESSOS  POLISSES CONCEDIDE,770000,45198.49
2012,12 92999   51401,INTERESSOS  PRÉSTES CONCEDITS ,,771367.56
2012,12 92999   52000,INTERESSOS DE DIPÒSITS,30000,117116.23
2012,12 92999   54100,LLOGUER FINQUES URBANES,0,1092.57
2012,12 92999   55005,CONCESSIONS APARCAMENT PORTAL ,7800,8045.94
2012,12 92999   55007,CONCESSIONS APARCAMENT PLAÇA D,21600,20807.62
2012,12 92999   55008,CONCESSIONS BARS,0,3229.55
2012,12 92999   55009,CONCESSIONS APARCAMENT PLAÇA V,8250,7728.53
2012,12 92999   55900,ALTRES CONCESSIONS ,102045,459439.4
2012,12 92999   82120,REINTEGRE PRESTECS LL/TERMINI ,1505000,266666.68
2012,12 92999   83000,REINTEGRE PRESTECS PERSONAL,148995,42300
2012,12 92999   86000,ALIENACIÓ ACCIONS I PARTICIPAC,1299930,
2012,12 92999   87000,ROMANENT DE TRESORERIA PER A D,3964695.17,
2012,12 92999   87010,ROMANENT DE TRESORERIA PER A D,8610792.22,
2012,12 92999   91300,PRESTECS A LLARG TERMINI FORA ,3650000,3650000
2013,13 01101   46100,"TRANSFERÈNCIES DIPUTACIÓ, CÀRR",111957,111957
2013,13 13001   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,7200,933.9
2013,13 13001   33900,ACTIVITATS A LA VIA PÚBLICA,65000,73563.17
2013,13 13001   33901,AUTORITZACIONS OCUPACIÓ VIA PÚ,188800,116109.4
2013,13 13001   39190,MULTES INFRACCIÓ ORDENANCES,40000,98696.39
2013,13 13201   30900,SERVEIS ESPECIALS POLICIA,1400,590.58
2013,13 13302   46500,"TRANSF.CONSELL COMARCAL, GESTI",47555.41,127930.23
2013,13 13401   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",8725.96,
2013,13 15101   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,622000,
2013,13 15102   38000,REINTEGRAMENT AVALS-DIRECCIÓ O,26806.29,26806.29
2013,13 15102   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,,895638.65
2013,13 15106   54100,LLOGUERS FINQUES URBANES-MASIA,,4080
2013,13 15106   55200,DRET DE SUPERFÍCIE AMB CONTRAP,35766.48,31686.48
2013,13 15106   60001,"ALIENACIÓ PARCEL·LES, PMSH",120130.28,120130.28
2013,13 15108   32300,TAXES PER ALTRES SERVEIS URBAN,115000,71437.08
2013,13 15108   32500,TAXA DOCUMENTS PROTECCIÓ LEGAL,6025,2338.25
2013,13 15108   33900,ACTIVITATS VIA PÚBLICA PROTECC,25200,77521.53
2013,13 15108   39903,EXECUCIONS SUBSIDIÀRIES PROTEC,120260,112558.73
2013,13 15109   32100,LLICÈNCIES URBANÍSTIQUES,241500,235245.54
2013,13 15109   32200,LLICÈNCIES PRIMERA OCUPACIÓ,37275,25362.24
2013,13 15109   32300,TAXES ALTRES SERV.URBANÍSTICS ,28140,23791.92
2013,13 15109   32500,TAXA DOCUMENTS LLICÈNCIES,6675,2887.71
2013,13 15109   33900,ACTIVITATS VIA PÚBLICA LLICÈNC,26250,18412.36
2013,13 15112   32500,TAXA DOCUMENTS PL.URBANÍSTIC,4840,4106.59
2013,13 15199   39900,ALTRES INGRESSOS URBANISME,84020,94403.96
2013,13 15600   45060,"TRANSFERÈNCIES GENERALITAT, PL",136120,
2013,13 16102   36001,MANTENIMENT COL.LECTORS I INSP,156640,140974.17
2013,13 16202   31904,TAXA SERVEIS CAADC,25000,63778.34
2013,13 16202   31905,TAXA SERVEIS DE LA DEIXALLERIA,6000,5637.83
2013,13 16202   46200,TRANSFERÈNCIES AJUNTAMENT PEL ,60000,
2013,13 17002   32908,TAXA SERVEIS AMBIENTALS - MEDI,,308.29
2013,13 17002   39190,MULTES MEDI AMBIENT,75000,118916.77
2013,13 17003   39190,MULTES MEDI AMBIENT,0,
2013,13 17004   36002,VENDES ENERGIA FOTOVOLTÀICA,23300,22182.37
2013,13 17004   46100,"TRANSFERENCIES DIPUTACIO, QUAL",4000,
2013,13 17103   32901,"TAXES SERVEIS GENERALS, GESTIÓ",,76.41
2013,13 17103   55010,CONCESSIONS PARC VALLPARADÍS,38700,32976.14
2013,13 17201   32909,EXPLOTACIÓ HORTS MUNICIPALS,22800,20507.7
2013,13 17201   45100,TRANSFERÈNCIES OO.AA. DE LA CC,10645,
2013,13 17201   46100,"TRANSFERÈNCIES DIPUTACIÓ,  MED",,4548.92
2013,13 17203   39907,"CONVENI GESTIÓ CAN BONVILAR, M",,80000
2013,13 17203   46100,"TRANSFERÈNCIES DIPUTACIÓ, INFO",63820.8,49520.89
2013,13 17203   47000,TRANSF.EMPRESES PRIVADES MEDI ,44000,
2013,13 23101   45002,"TRANSFERÈNCIES GENERALITAT, EA",331680,290725
2013,13 23103   45002,"TRANSFERÈNCIES GENERALITAT, SE",1578096,2128228.23
2013,13 23103   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",180000,102434
2013,13 23104   45002,"TRANSFERÈNCIES GENERALITAT, PR",260000,399422.97
2013,13 23104   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROJ",20000,29900.8
2013,13 23105   45002,"TRANSFERÈNCIES GENERALITAT, SU",143955,
2013,13 23105   46100,TRANSFERÈNCIES DIPUTACIÓ SUBVE,0,
2013,13 23106   32500,"TAXES EXPEDICIÓ DOCUMENTS, CIU",20000,13475
2013,13 23106   42090,"ALTRES APORTACIONS DE L ESTAT,",100000,100000
2013,13 23106   45002,"TRANSFERÈNCIES GENERALITAT, CI",84390,67177.81
2013,13 23106   46100,"TRANSFERÈNCIES DIPUTACIÓ, CIUT",90000,84923.87
2013,13 23107   45002,"TRANSFERÈNCIES GENERALITAT, PL",,20247.46
2013,13 23301   31102,AJUT A LA LLAR,204353,175741.7
2013,13 23301   31103,TELEASSISTÈNCIA,117800,163762.07
2013,13 23301   31104,MENJAR A DOMICILI,117735,82306.6
2013,13 23301   45002,"TRANSFERÈNCIES GENERALITAT, AJ",2873050,1473975.03
2013,13 23301   46100,"TRANSFERÈNCIES DIPUTACIÓ, AJUT",215000,107500
2013,13 23401   45002,"TRANSFERÈNCIES GENERALITAT, SU",0,
2013,13 23402   32500,TAXA EXPEDICIÓ DOCUMENTS-CARNE,1121.65,1466.25
2013,13 23402   32903,UTILITZACIÓ EQUIPS JUVENILS CA,0,3235.8
2013,13 23402   45002,TRANSFERÈNCIES GENERALITAT BAU,0,
2013,13 23402   46100,TRANSFERÈNCIES DIPUTACIÓ BAUMA,14756,
2013,13 23402   55008,"CONCESSIONS BARS, BAUMANN SERV",4000,
2013,13 23403   32903,UTILITZACIÓ EQUIPS JUVENILS EM,5300,2559
2013,13 23403   45002,"TRANSFERÈNCIES GENERALITAT, OF",11900,11921
2013,13 23403   46100,TRANSFERÈNCIES DIPUTACIÓ EMANC,11400,
2013,13 23403   55008,"CONCESSIONS BARS, EMANCIPACIÓ",1000,
2013,13 23406   45002,SUBV. GENERALITAT-PROJECTE LLE,,48760
2013,13 23408   42090,"ALTRES APORTACIONS DE L ESTAT,",18464,33464
2013,13 23408   45002,"TRANF.GENERALITAT, INTERVENCIÓ",26300,11329
2013,13 23408   46100,"TRANSFERÈNCIES DIPUTACIÓ, INTE",0,47247.2
2013,13 23409   47000,TRANSFERÈNCIES D EMPRESES PRIV,0,
2013,13 23501   34900,PREUS PÚBLICS ACTIVITATS GENT ,36984,30684.4
2013,13 23501   46100,"TRANSFERÈNCIES DIPUTACIÓ, GENT",6000,6000
2013,13 23501   55008,"CONCESSIONS BARS, GENT GRAN",4500,
2013,13 23601   34904,PREUS PÚBLICS PERSPECTIVA DE G,2100,2119
2013,13 23601   45002,"TRANSFERÈNCIES GENERALITAT, PO",10000,19705.16
2013,13 23601   46100,"TRANSFERÈNCIES DIPUTACIÓ, POLÍ",36000,1150
2013,13 23602   44100,TRANSF.EMPR. DE L ENTITAT LOCA,,1446.38
2013,13 23602   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",,32630.3
2013,13 24101   45050,"TRANSFERÈNCIES GENERALITAT, FO",521069.17,521069.17
2013,13 24101   46500,TRANSFERÈNCIES CONSELL COMARCA,,26659.09
2013,13 24101   49000,TRANSF. FONS SOCIAL EUROPEU-FO,74498.71,74498.71
2013,13 24103   45060,"TRANSFERÈNCIES GENERALITAT, CA",,1376.79
2013,13 31201   36003,"PRESTACIÓ SERVEIS, CENTRE DE D",265935,326287.61
2013,13 31202   31101,TAXES CONSULTA SEXUAL,500,
2013,13 31202   36004,"PRESTACIÓ SERVEIS, ATENCIÓ DON",116445,144872.57
2013,13 31301   31900,ANIMALS DOMÈSTICS,83800,64720.24
2013,13 31301   39190,MULTES I SANCIONS PROTECCIÓ DE,5,
2013,13 31301   45060,TRANSF. GENERALITAT-PROTECCIÓ ,,120
2013,13 31301   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",49270,49268
2013,13 31301   46200,TRANSF. ALTRES ENS LOCALS-PROT,,64900.21
2013,13 31302   31903,LABORATORI MUNICIPAL,6410,8599.4
2013,13 31303   36006,VACUNACIÓ POBLACIÓ ESCOLAR,10000,
2013,13 31303   42090,ALTRES APORTACIONS DE L ESTAT ,0,
2013,13 31303   45002,"TRANSFERÈNCIES GENERALITAT, PR",30165,41721.52
2013,13 31303   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",30300,41049
2013,13 32003   46100,"TRANSFERÈNCIES DIPUTACIÓ, PAME",18765,18765
2013,13 33201   31901,ACTIVITATS BIBLIOTEQUES,1400,1549.12
2013,13 33201   31902,CESSIÓ EQUIPAMENTS BIBLIOTEQUE,250,135.08
2013,13 33201   45060,"TRANSFERÈNCIES GENERALITAT, BI",133800,133800.88
2013,13 33201   46100,"TRANSFERÈNCIES DIPUTACIÓ, BIBL",351000,334488.85
2013,13 33202   31902,CESSIÓ EQUIP.CULTURALS LLOGUER,0,
2013,13 33202   45060,"TRANSFERÈNCIES GENERALITAT, AR",40000,0
2013,13 33202   46500,"TRANSF.CONSELL COMARCAL, ARXIU",,50661.44
2013,13 33202   47001,TRANSFERÈNCIES PATROCINI ACT.C,0,8500
2013,13 33300   31901,ACTIVITATS MUSEUS,25000,26029.4
2013,13 33300   34901,PREUS PÚBLICS EDICIONS I REPRO,1500,1647.13
2013,13 33300   45060,"TRANSFERÈNCIES GENERALITAT, PA",2000,25426
2013,13 33300   46100,"TRANSFERÈNCIES DIPUTACIÓ, MUSE",34000,22240
2013,13 33300   54100,LLOGUERS FINQUES URBANES-MASIA,40505,42686.04
2013,13 33300   75060,TRANSFERÈNCIES CAPITAL GENERAL,20523.86,16419.1
2013,13 33401   31902,CESSIÓ EQUIPAMENTS MÚSICA,4500,7930.25
2013,13 33401   34400,ACTIVITATS MÚSICA,7000,8290.42
2013,13 33401   46100,"TRANSFERÈNCIES DIPUTACIÓ, MÚSI",40000,30000
2013,13 33402   45060,"TRANSFERÈNCIES GENERALITAT, DE",2000,
2013,13 33402   46100,"TRANSFERÈNCIES IDPUTACIÓ, DESP",40000,
2013,13 33402   47000,TRANSFERÈNCIES D EMPRESES PRIV,2000,
2013,13 33403   32910,FIRES D ARTESANIA- CULTURA POP,,696.54
2013,13 33403   45060,"TRANSFERÈNCIES GENERALITAT, CU",1000,
2013,13 33403   46100,"TRANSFERÈNCIES DIPUTACIÓ, CULT",3000,80000
