ï»¿DATA_REFERENCIA,EDAT,SEXE,NIVELL_ESTUDI,POBLACIO
2012,42,Home,Ensenyament primari incomplert,8
2013,36,Dona,Formació professional Primer G,5
2012,47,Dona,Ensenyament primari incomplert,5
2014,26,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,82,Dona,Desconegut                    ,3
2014,37,Dona,Titulats d estudis superiors n,1
2016,77,Dona,"Batxiller Elemental, Graduat E",1
2014,24,Dona,Diplomat en Escoles Università,6
2016,34,Dona,Sense estudis                 ,1
2011,26,Home,Arquitecte o Enginyer Tècnic  ,5
2017,25,Home,Arquitecte o Enginyer Tècnic  ,1
2013,68,Home,Ensenyament primari incomplert,2
2012,82,Dona,No sap llegir ni escriure     ,1
2013,31,Home,Formació professional Primer G,6
2012,54,Home,Titulats d estudis superiors n,1
2016,38,Dona,Formació professional Primer G,7
2016,19,Dona,Ensenyament primari incomplert,7
2011,41,Dona,Formació professional Primer G,1
2016,40,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,38,Home,Arquitecte o Enginyer Tècnic  ,2
2014,31,Home,Diplomat en Escoles Università,5
2012,22,Dona,Formació professional Primer G,6
2016,40,Dona,Formació professional de Segon,3
2015,53,Dona,Sense estudis                 ,1
2013,43,Home,Formació professional Primer G,7
2012,17,Home,Formació professional Primer G,1
2016,26,Home,Ensenyament primari incomplert,16
2011,27,Home,Batxiller superior. BUP. Batxi,23
2013,54,Dona,Formació professional Primer G,3
2014,59,Home,"Batxiller Elemental, Graduat E",15
2012,44,Home,Sense estudis                 ,1
2016,31,Dona,Ensenyament primari incomplert,13
2013,56,Home,Ensenyament primari incomplert,7
2012,30,Home,Ensenyament primari incomplert,13
2011,60,Home,Diplomat en Escoles Università,1
2015,5,Dona,Ensenyament primari incomplert,6
2011,69,Dona,No sap llegir ni escriure     ,1
2014,56,Home,Formació professional de Segon,2
2013,70,Home,Sense estudis                 ,1
2011,65,Home,Desconegut                    ,2
2017,63,Home,Desconegut                    ,1
2011,32,Home,"Batxiller Elemental, Graduat E",35
2012,35,Dona,Ensenyament primari incomplert,7
2017,66,Dona,"Batxiller Elemental, Graduat E",2
2012,57,Home,"Batxiller Elemental, Graduat E",10
2013,61,Dona,Ensenyament primari incomplert,2
2015,27,Dona,Formació professional Primer G,4
2017,43,Home,"Batxiller Elemental, Graduat E",10
2016,27,Dona,Diplomat en Escoles Università,8
2015,34,Home,Formació professional Primer G,6
2015,0,Home,Ensenyament primari incomplert,2
2016,28,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,55,Dona,"Batxiller Elemental, Graduat E",4
2011,37,Home,Altres titulacions mitjanes (A,4
2016,22,Home,Diplomat en Escoles Università,4
2013,58,Home,Sense estudis                 ,1
2015,88,Dona,Ensenyament primari incomplert,4
2016,73,Home,"Llicenciat Universitari, Arqui",1
2011,44,Home,"Batxiller Elemental, Graduat E",27
2013,49,Dona,Ensenyament primari incomplert,2
2016,38,Home,Ensenyament primari incomplert,17
2016,47,Home,Formació professional de Segon,3
2012,29,Home,Formació professional Primer G,5
2017,54,Dona,"Batxiller Elemental, Graduat E",4
2012,80,Dona,"Batxiller Elemental, Graduat E",2
2011,48,Home,Diplomat en Escoles Università,1
2012,32,Home,Sense estudis                 ,2
2011,81,Dona,No sap llegir ni escriure     ,1
2012,69,Home,"Batxiller Elemental, Graduat E",6
2012,23,Dona,Ensenyament primari incomplert,14
2015,12,Home,Ensenyament primari incomplert,29
2012,37,Dona,Sense estudis                 ,1
2011,66,Home,Ensenyament primari incomplert,7
2011,53,Dona,Diplomat en Escoles Università,1
2011,73,Home,Formació professional de Segon,1
2015,17,Dona,Ensenyament primari incomplert,8
2014,56,Home,Titulats d estudis superiors n,1
2011,20,Dona,Batxiller superior. BUP. Batxi,16
2016,52,Dona,Formació professional de Segon,1
2017,78,Dona,Formació professional de Segon,1
2011,68,Dona,Desconegut                    ,3
2012,31,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,54,Home,Ensenyament primari incomplert,5
2014,24,Dona,Formació professional Primer G,9
2017,88,Home,"Batxiller Elemental, Graduat E",2
2015,95,Home,Ensenyament primari incomplert,1
2016,68,Home,Arquitecte o Enginyer Tècnic  ,2
2011,81,Home,Sense estudis                 ,1
2012,23,Dona,Altres titulacions mitjanes (A,5
2016,20,Dona,"Batxiller Elemental, Graduat E",27
2012,54,Dona,Ensenyament primari incomplert,7
2013,41,Home,Desconegut                    ,2
2016,7,Home,Ensenyament primari incomplert,14
2017,41,Home,Batxiller superior. BUP. Batxi,3
2016,25,Dona,Titulats d estudis superiors n,1
2017,63,Home,Arquitecte o Enginyer Tècnic  ,1
2015,35,Home,"Batxiller Elemental, Graduat E",43
2016,32,Dona,"Batxiller Elemental, Graduat E",40
2012,50,Home,"Batxiller Elemental, Graduat E",20
2012,42,Dona,Ensenyament primari incomplert,5
2015,20,Dona,Formació professional Primer G,6
2017,90,Dona,Ensenyament primari incomplert,1
2012,48,Dona,Diplomat en Escoles Università,1
2014,40,Home,"Llicenciat Universitari, Arqui",6
2011,40,Dona,Altres titulacions mitjanes (A,2
2011,31,Home,Arquitecte o Enginyer Tècnic  ,1
2016,34,Home,Batxiller superior. BUP. Batxi,15
2014,35,Home,Desconegut                    ,6
2017,60,Home,Diplomat en Escoles Università,1
2017,7,Dona,Ensenyament primari incomplert,6
2016,8,Dona,"Batxiller Elemental, Graduat E",1
2015,34,Dona,Sense estudis                 ,1
2015,20,Home,Diplomat en Escoles Università,3
2013,25,Home,Altres titulacions mitjanes (A,2
2013,4,Dona,No aplicable per ser més petit,34
2015,19,Dona,Formació professional de Segon,2
2016,19,Home,Ensenyament primari incomplert,11
2017,19,Dona,Ensenyament primari incomplert,1
2014,94,Dona,Ensenyament primari incomplert,1
2013,29,Home,Desconegut                    ,3
2017,53,Home,Batxiller superior. BUP. Batxi,1
2014,20,Home,Altres titulacions mitjanes (A,2
2014,19,Dona,Desconegut                    ,3
2016,57,Home,Doctorat i Estudis de postgrau,1
2011,56,Dona,Desconegut                    ,2
2012,43,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,50,Dona,"Llicenciat Universitari, Arqui",1
2011,54,Home,Formació professional de Segon,2
2014,11,Dona,Ensenyament primari incomplert,32
2015,44,Dona,Batxiller superior. BUP. Batxi,7
2011,54,Home,"Llicenciat Universitari, Arqui",1
2012,35,Dona,Altres titulacions mitjanes (A,2
2015,25,Dona,"Batxiller Elemental, Graduat E",42
2012,51,Dona,Desconegut                    ,4
2013,39,Home,Sense estudis                 ,2
2017,33,Dona,Titulats d estudis superiors n,1
2012,47,Dona,Altres titulacions mitjanes (A,1
2013,38,Dona,"Llicenciat Universitari, Arqui",15
2013,50,Home,Diplomat en Escoles Università,2
2014,42,Dona,Formació professional Primer G,4
2013,56,Dona,"Batxiller Elemental, Graduat E",5
2014,49,Dona,Batxiller superior. BUP. Batxi,4
2013,11,Home,Ensenyament primari incomplert,21
2014,82,Dona,Ensenyament primari incomplert,8
2012,54,Dona,"Llicenciat Universitari, Arqui",1
2012,16,Home,Ensenyament primari incomplert,10
2011,42,Home,"Llicenciat Universitari, Arqui",4
2015,50,Dona,Ensenyament primari incomplert,9
2016,21,Home,Formació professional de Segon,3
2016,5,Dona,No aplicable per ser més petit,28
2014,54,Dona,Formació professional Primer G,1
2016,60,Home,Sense estudis                 ,1
2017,0,Dona,No aplicable per ser més petit,28
2011,66,Home,Formació professional de Segon,2
2014,75,Dona,"Batxiller Elemental, Graduat E",3
2011,46,Dona,Batxiller superior. BUP. Batxi,6
2015,38,Dona,Formació professional Primer G,3
2016,32,Dona,Altres titulacions mitjanes (A,3
2016,34,Home,Formació professional Primer G,7
2011,44,Dona,Desconegut                    ,1
2015,59,Home,"Batxiller Elemental, Graduat E",6
2017,49,Home,"Llicenciat Universitari, Arqui",2
2013,49,Dona,Formació professional de Segon,2
2012,87,Home,Ensenyament primari incomplert,1
2016,54,Home,"Batxiller Elemental, Graduat E",12
2013,89,Dona,Sense estudis                 ,1
2016,59,Dona,Desconegut                    ,1
2015,50,Dona,Formació professional Primer G,4
2011,58,Dona,Batxiller superior. BUP. Batxi,1
2015,46,Dona,Diplomat en Escoles Università,2
2012,42,Dona,"Llicenciat Universitari, Arqui",9
2015,62,Dona,Ensenyament primari incomplert,3
2015,68,Home,Desconegut                    ,3
2014,90,Dona,Desconegut                    ,1
2011,17,Dona,"Batxiller Elemental, Graduat E",14
2013,68,Dona,"Batxiller Elemental, Graduat E",3
2015,35,Home,Arquitecte o Enginyer Tècnic  ,2
2013,62,Home,Diplomat en Escoles Università,2
2015,37,Dona,Altres titulacions mitjanes (A,1
2016,48,Home,Sense estudis                 ,3
2011,34,Dona,Batxiller superior. BUP. Batxi,11
2013,33,Dona,No sap llegir ni escriure     ,1
2012,71,Home,Arquitecte o Enginyer Tècnic  ,2
2013,6,Dona,Sense estudis                 ,1
2016,58,Home,Batxiller superior. BUP. Batxi,2
2012,84,Home,Desconegut                    ,1
2012,23,Dona,"Batxiller Elemental, Graduat E",52
2014,56,Home,Ensenyament primari incomplert,5
2012,4,Home,Ensenyament primari incomplert,9
2012,9,Dona,No aplicable per ser més petit,20
2014,57,Home,Diplomat en Escoles Università,1
2014,63,Dona,"Batxiller Elemental, Graduat E",8
2016,57,Dona,Ensenyament primari incomplert,6
2015,53,Home,Altres titulacions mitjanes (A,1
2014,28,Home,Arquitecte o Enginyer Tècnic  ,3
2011,8,Home,No aplicable per ser més petit,36
2012,30,Dona,"Llicenciat Universitari, Arqui",28
2011,28,Dona,Altres titulacions mitjanes (A,3
2015,47,Home,"Batxiller Elemental, Graduat E",24
2013,77,Dona,Sense estudis                 ,2
2016,42,Home,"Batxiller Elemental, Graduat E",30
2011,29,Dona,"Batxiller Elemental, Graduat E",45
2011,21,Dona,Formació professional de Segon,9
2015,23,Home,Arquitecte o Enginyer Tècnic  ,1
2016,46,Home,Batxiller superior. BUP. Batxi,11
2012,94,Dona,Sense estudis                 ,1
2015,58,Dona,Diplomat en Escoles Università,1
2015,25,Home,Titulats d estudis superiors n,3
2016,47,Dona,Desconegut                    ,1
2017,29,Home,Formació professional Primer G,1
2011,2,Dona,Ensenyament primari incomplert,3
2011,39,Dona,Batxiller superior. BUP. Batxi,12
2015,56,Dona,Altres titulacions mitjanes (A,2
2011,29,Dona,Sense estudis                 ,4
2013,42,Dona,Formació professional de Segon,3
2012,60,Home,Batxiller superior. BUP. Batxi,2
2012,23,Home,Ensenyament primari incomplert,11
2015,4,Home,Desconegut                    ,2
2016,60,Dona,No sap llegir ni escriure     ,1
2011,51,Home,"Batxiller Elemental, Graduat E",21
2016,15,Dona,Sense estudis                 ,1
2016,35,Home,"Batxiller Elemental, Graduat E",31
2012,24,Home,Formació professional Primer G,7
2013,19,Home,"Batxiller Elemental, Graduat E",21
2013,17,Dona,Diplomat en Escoles Università,1
2016,38,Dona,Ensenyament primari incomplert,10
2013,82,Dona,Sense estudis                 ,2
2014,75,Home,Ensenyament primari incomplert,4
2014,38,Home,Diplomat en Escoles Università,7
2012,44,Home,Altres titulacions mitjanes (A,1
2017,59,Home,Ensenyament primari incomplert,1
2013,31,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,22,Dona,Formació professional Primer G,3
2016,86,Dona,Sense estudis                 ,4
2013,32,Dona,Desconegut                    ,1
2014,44,Dona,Batxiller superior. BUP. Batxi,8
2012,49,Dona,"Llicenciat Universitari, Arqui",3
2012,11,Home,Ensenyament primari incomplert,34
2012,23,Home,Formació professional de Segon,4
2016,23,Home,"Batxiller Elemental, Graduat E",24
2012,48,Home,Batxiller superior. BUP. Batxi,9
2016,72,Dona,No sap llegir ni escriure     ,1
2017,22,Home,Formació professional Primer G,1
2011,54,Home,Doctorat i Estudis de postgrau,1
2014,50,Home,Diplomat en Escoles Università,2
2016,20,Dona,Altres titulacions mitjanes (A,2
2015,40,Home,"Llicenciat Universitari, Arqui",2
2017,71,Home,Ensenyament primari incomplert,1
2017,26,Home,Doctorat i Estudis de postgrau,1
2013,29,Dona,Diplomat en Escoles Università,12
2016,50,Dona,Ensenyament primari incomplert,7
2013,42,Dona,Ensenyament primari incomplert,6
2012,23,Home,"Llicenciat Universitari, Arqui",5
2012,36,Home,Formació professional Primer G,5
2014,88,Home,Formació professional Primer G,1
2013,47,Home,Arquitecte o Enginyer Tècnic  ,1
2012,60,Home,Desconegut                    ,1
2011,63,Home,"Batxiller Elemental, Graduat E",6
2015,43,Dona,Formació professional Primer G,6
2012,16,Dona,"Batxiller Elemental, Graduat E",18
2011,41,Home,Diplomat en Escoles Università,2
2014,63,Home,Ensenyament primari incomplert,2
2014,56,Dona,"Batxiller Elemental, Graduat E",11
2015,6,Home,No aplicable per ser més petit,32
2015,19,Home,Ensenyament primari incomplert,14
2016,47,Dona,Arquitecte o Enginyer Tècnic  ,1
2014,8,Home,Sense estudis                 ,1
2011,27,Dona,Batxiller superior. BUP. Batxi,19
2015,28,Home,"Llicenciat Universitari, Arqui",9
2016,59,Dona,Formació professional de Segon,1
2013,23,Home,Doctorat i Estudis de postgrau,1
2017,55,Home,Diplomat en Escoles Università,1
2013,20,Dona,Desconegut                    ,2
2012,87,Dona,"Batxiller Elemental, Graduat E",5
2016,34,Dona,Diplomat en Escoles Università,10
2017,29,Home,Altres titulacions mitjanes (A,2
2013,70,Dona,Sense estudis                 ,4
2017,28,Dona,"Llicenciat Universitari, Arqui",8
2016,59,Dona,"Llicenciat Universitari, Arqui",2
2011,47,Home,Ensenyament primari incomplert,12
2015,32,Dona,Batxiller superior. BUP. Batxi,13
2012,48,Home,Formació professional Primer G,3
2015,59,Dona,Desconegut                    ,1
2016,53,Home,Batxiller superior. BUP. Batxi,2
2014,6,Home,No aplicable per ser més petit,33
2011,29,Home,Diplomat en Escoles Università,11
2012,35,Home,Formació professional de Segon,15
2014,51,Home,Ensenyament primari incomplert,4
2014,90,Home,"Batxiller Elemental, Graduat E",1
2013,30,Dona,Ensenyament primari incomplert,15
2015,44,Dona,"Batxiller Elemental, Graduat E",23
2015,31,Home,Ensenyament primari incomplert,22
2014,30,Dona,Formació professional de Segon,7
2014,31,Dona,Formació professional Primer G,5
2013,49,Home,Batxiller superior. BUP. Batxi,4
2013,59,Home,Arquitecte o Enginyer Tècnic  ,1
2017,83,Home,Ensenyament primari incomplert,1
2015,52,Home,Formació professional de Segon,1
2015,65,Home,Formació professional Primer G,1
2013,37,Home,Batxiller superior. BUP. Batxi,13
2014,18,Dona,Formació professional de Segon,1
2017,67,Home,Diplomat en Escoles Università,1
2014,68,Dona,Altres titulacions mitjanes (A,1
2017,24,Home,"Batxiller Elemental, Graduat E",8
2014,28,Home,Desconegut                    ,5
2015,40,Home,Formació professional de Segon,7
2017,34,Home,Batxiller superior. BUP. Batxi,5
2016,46,Dona,Diplomat en Escoles Università,3
2014,64,Home,"Llicenciat Universitari, Arqui",2
2016,41,Home,Altres titulacions mitjanes (A,1
2014,37,Home,Titulats d estudis superiors n,1
2017,28,Dona,Desconegut                    ,1
2016,47,Dona,"Llicenciat Universitari, Arqui",3
2012,42,Home,Doctorat i Estudis de postgrau,1
2016,38,Home,Doctorat i Estudis de postgrau,2
2012,66,Dona,Ensenyament primari incomplert,4
2011,41,Dona,Sense estudis                 ,1
2017,26,Dona,Ensenyament primari incomplert,3
2015,89,Home,Batxiller superior. BUP. Batxi,1
2016,0,Dona,No aplicable per ser més petit,63
2015,79,Home,Sense estudis                 ,1
2013,75,Dona,"Batxiller Elemental, Graduat E",1
2015,27,Home,Diplomat en Escoles Università,10
2012,28,Dona,Altres titulacions mitjanes (A,1
2015,32,Dona,"Batxiller Elemental, Graduat E",33
2012,38,Home,"Batxiller Elemental, Graduat E",42
2017,85,Dona,"Batxiller Elemental, Graduat E",2
2013,53,Home,Desconegut                    ,1
2011,35,Home,Ensenyament primari incomplert,26
2016,68,Home,Desconegut                    ,1
2013,87,Home,Ensenyament primari incomplert,1
2014,78,Home,"Batxiller Elemental, Graduat E",4
2011,84,Home,Desconegut                    ,1
2017,12,Home,"Batxiller Elemental, Graduat E",4
2015,29,Dona,Doctorat i Estudis de postgrau,4
2014,56,Dona,Batxiller superior. BUP. Batxi,4
2013,31,Dona,"Llicenciat Universitari, Arqui",17
2015,77,Home,Batxiller superior. BUP. Batxi,1
2012,36,Dona,Diplomat en Escoles Università,4
2013,25,Home,Batxiller superior. BUP. Batxi,10
2011,78,Home,Doctorat i Estudis de postgrau,1
2013,24,Home,Formació professional Primer G,7
2012,44,Dona,Desconegut                    ,1
2014,95,Dona,Desconegut                    ,1
2015,32,Dona,Altres titulacions mitjanes (A,6
2015,67,Home,Sense estudis                 ,1
2014,52,Home,"Llicenciat Universitari, Arqui",2
2015,45,Home,Diplomat en Escoles Università,2
2015,80,Home,No sap llegir ni escriure     ,1
2015,50,Dona,Diplomat en Escoles Università,3
2015,36,Dona,Altres titulacions mitjanes (A,3
2016,46,Dona,Formació professional Primer G,7
2012,24,Dona,"Batxiller Elemental, Graduat E",43
2012,17,Dona,Desconegut                    ,3
2012,40,Home,Batxiller superior. BUP. Batxi,13
2015,71,Dona,"Batxiller Elemental, Graduat E",7
2012,78,Home,Formació professional Primer G,1
2013,53,Home,Altres titulacions mitjanes (A,1
2012,45,Dona,Batxiller superior. BUP. Batxi,5
2017,33,Home,Formació professional Primer G,2
2016,47,Home,Ensenyament primari incomplert,10
2012,33,Dona,Sense estudis                 ,1
2016,52,Dona,Ensenyament primari incomplert,9
2012,33,Home,No sap llegir ni escriure     ,2
2015,44,Dona,Arquitecte o Enginyer Tècnic  ,1
2016,25,Home,Arquitecte o Enginyer Tècnic  ,1
2016,4,Dona,No aplicable per ser més petit,47
2014,58,Home,Ensenyament primari incomplert,5
2016,44,Home,Desconegut                    ,1
2017,62,Dona,"Batxiller Elemental, Graduat E",3
2012,45,Dona,Sense estudis                 ,1
2014,63,Dona,Ensenyament primari incomplert,4
2011,16,Dona,Ensenyament primari incomplert,9
2014,14,Dona,"Batxiller Elemental, Graduat E",11
2015,63,Dona,Desconegut                    ,2
2011,11,Home,Ensenyament primari incomplert,26
2012,12,Dona,"Batxiller Elemental, Graduat E",6
2014,51,Dona,Formació professional de Segon,1
2014,46,Home,Formació professional de Segon,3
2011,43,Dona,"Llicenciat Universitari, Arqui",4
2011,79,Dona,Formació professional Primer G,1
2012,33,Dona,Batxiller superior. BUP. Batxi,16
2011,39,Dona,Doctorat i Estudis de postgrau,1
2016,59,Home,Ensenyament primari incomplert,5
2011,87,Dona,Ensenyament primari incomplert,3
2016,64,Dona,Ensenyament primari incomplert,1
2015,60,Home,"Llicenciat Universitari, Arqui",1
2014,46,Home,Ensenyament primari incomplert,4
2015,59,Dona,"Batxiller Elemental, Graduat E",10
2014,51,Dona,Ensenyament primari incomplert,5
2015,76,Home,Batxiller superior. BUP. Batxi,1
2013,94,Home,"Batxiller Elemental, Graduat E",1
2012,8,Home,No aplicable per ser més petit,22
2016,49,Home,Sense estudis                 ,1
2014,58,Home,Formació professional de Segon,3
2015,48,Home,"Llicenciat Universitari, Arqui",3
2015,53,Dona,"Llicenciat Universitari, Arqui",2
2016,46,Home,"Batxiller Elemental, Graduat E",22
2015,7,Dona,Ensenyament primari incomplert,8
2013,11,Home,"Batxiller Elemental, Graduat E",3
2017,94,Dona,Sense estudis                 ,1
2016,32,Home,Desconegut                    ,10
2013,85,Home,Sense estudis                 ,1
2016,23,Home,Doctorat i Estudis de postgrau,1
2011,4,Dona,Ensenyament primari incomplert,2
2011,23,Home,Formació professional de Segon,5
2012,21,Home,Diplomat en Escoles Università,2
2017,23,Home,Formació professional de Segon,1
2013,90,Dona,Sense estudis                 ,1
2014,42,Home,Desconegut                    ,1
2014,42,Home,Sense estudis                 ,1
2011,63,Dona,"Batxiller Elemental, Graduat E",9
2015,84,Dona,Formació professional Primer G,1
2016,38,Dona,Batxiller superior. BUP. Batxi,9
2016,24,Home,Titulats d estudis superiors n,2
2014,39,Dona,Ensenyament primari incomplert,9
2016,16,Dona,"Batxiller Elemental, Graduat E",23
2016,71,Home,Formació professional Primer G,1
2014,55,Home,Batxiller superior. BUP. Batxi,4
2014,35,Home,No sap llegir ni escriure     ,1
2012,56,Home,Ensenyament primari incomplert,4
2016,69,Dona,Altres titulacions mitjanes (A,3
2015,19,Dona,Ensenyament primari incomplert,10
2015,36,Home,"Llicenciat Universitari, Arqui",9
2011,70,Home,Doctorat i Estudis de postgrau,1
2013,28,Dona,Formació professional Primer G,7
2014,22,Dona,Titulats d estudis superiors n,1
2015,14,Home,Ensenyament primari incomplert,16
2013,23,Home,Formació professional Primer G,6
2013,18,Dona,Formació professional de Segon,2
2016,54,Dona,Formació professional de Segon,6
2015,41,Dona,"Llicenciat Universitari, Arqui",12
2011,82,Dona,Sense estudis                 ,1
2014,16,Dona,Diplomat en Escoles Università,1
2011,40,Home,Diplomat en Escoles Università,5
2012,37,Home,"Batxiller Elemental, Graduat E",44
2011,45,Dona,Diplomat en Escoles Università,2
2015,19,Dona,Formació professional Primer G,2
2012,48,Dona,Formació professional Primer G,3
2014,3,Dona,No aplicable per ser més petit,27
2012,61,Home,"Batxiller Elemental, Graduat E",10
2016,13,Dona,Desconegut                    ,1
2015,24,Dona,Altres titulacions mitjanes (A,5
2017,9,Dona,Ensenyament primari incomplert,5
2011,75,Dona,"Batxiller Elemental, Graduat E",2
2015,1,Home,"Batxiller Elemental, Graduat E",1
2013,35,Home,Formació professional Primer G,11
2015,84,Home,"Batxiller Elemental, Graduat E",2
2012,44,Home,Ensenyament primari incomplert,10
2011,51,Home,Altres titulacions mitjanes (A,1
2014,48,Dona,Batxiller superior. BUP. Batxi,1
2014,43,Home,Batxiller superior. BUP. Batxi,7
2012,49,Dona,Ensenyament primari incomplert,6
2015,26,Home,Ensenyament primari incomplert,19
2011,47,Dona,Arquitecte o Enginyer Tècnic  ,1
2012,28,Home,Arquitecte o Enginyer Tècnic  ,3
2012,52,Home,Batxiller superior. BUP. Batxi,6
2014,26,Dona,"Batxiller Elemental, Graduat E",48
2016,84,Dona,Desconegut                    ,1
2012,37,Dona,Ensenyament primari incomplert,8
2017,74,Dona,"Batxiller Elemental, Graduat E",1
2015,29,Dona,"Llicenciat Universitari, Arqui",19
2014,36,Dona,Batxiller superior. BUP. Batxi,9
2012,52,Home,Sense estudis                 ,2
2012,49,Home,"Batxiller Elemental, Graduat E",16
2015,13,Home,"Batxiller Elemental, Graduat E",10
2011,33,Dona,Diplomat en Escoles Università,10
2014,23,Home,Diplomat en Escoles Università,3
2011,58,Home,Doctorat i Estudis de postgrau,1
2011,67,Home,Desconegut                    ,2
2014,30,Home,Desconegut                    ,7
2013,25,Home,Formació professional de Segon,9
2013,46,Home,"Llicenciat Universitari, Arqui",3
2013,34,Home,"Llicenciat Universitari, Arqui",16
2017,16,Home,Ensenyament primari incomplert,5
2011,3,Home,Desconegut                    ,2
2013,39,Dona,"Llicenciat Universitari, Arqui",13
2017,21,Dona,Ensenyament primari incomplert,6
2012,63,Home,Ensenyament primari incomplert,6
2011,5,Home,"Batxiller Elemental, Graduat E",2
2013,69,Dona,Desconegut                    ,2
2012,68,Dona,Ensenyament primari incomplert,6
2012,56,Dona,Formació professional de Segon,1
2011,63,Dona,Sense estudis                 ,1
2011,51,Dona,Altres titulacions mitjanes (A,1
2014,30,Home,Arquitecte o Enginyer Tècnic  ,2
2013,41,Dona,Altres titulacions mitjanes (A,2
2014,50,Dona,Formació professional Primer G,5
2013,64,Dona,"Batxiller Elemental, Graduat E",3
2016,62,Dona,Batxiller superior. BUP. Batxi,2
2016,57,Home,Batxiller superior. BUP. Batxi,4
2012,30,Home,"Batxiller Elemental, Graduat E",60
2016,44,Home,Sense estudis                 ,1
2014,18,Home,Desconegut                    ,1
2011,46,Home,Titulats d estudis superiors n,1
2013,89,Home,Ensenyament primari incomplert,1
2012,8,Dona,No aplicable per ser més petit,19
2013,54,Dona,Diplomat en Escoles Università,2
2012,40,Home,Arquitecte o Enginyer Tècnic  ,1
2016,49,Dona,Sense estudis                 ,1
2013,86,Home,No sap llegir ni escriure     ,1
2016,9,Dona,"Batxiller Elemental, Graduat E",5
2013,16,Home,Formació professional Primer G,1
2011,15,Home,Desconegut                    ,1
2013,6,Home,Ensenyament primari incomplert,10
2012,41,Home,Desconegut                    ,3
2014,82,Dona,Desconegut                    ,1
2012,56,Dona,Ensenyament primari incomplert,5
2015,89,Dona,Formació professional Primer G,1
2012,17,Home,Desconegut                    ,1
2013,27,Dona,"Llicenciat Universitari, Arqui",24
2016,45,Home,Batxiller superior. BUP. Batxi,12
2016,30,Home,No sap llegir ni escriure     ,1
2013,82,Dona,Ensenyament primari incomplert,5
2013,61,Home,Diplomat en Escoles Università,2
2017,28,Home,Ensenyament primari incomplert,8
2013,77,Home,Ensenyament primari incomplert,2
2016,50,Dona,Batxiller superior. BUP. Batxi,5
2011,28,Dona,Arquitecte o Enginyer Tècnic  ,1
2017,57,Home,"Llicenciat Universitari, Arqui",2
2016,37,Dona,Sense estudis                 ,1
2011,79,Dona,Desconegut                    ,2
2012,29,Home,Desconegut                    ,5
2013,76,Dona,"Batxiller Elemental, Graduat E",4
2014,59,Dona,Sense estudis                 ,2
2014,62,Dona,Formació professional Primer G,1
2011,43,Home,"Llicenciat Universitari, Arqui",7
2011,17,Home,"Batxiller Elemental, Graduat E",21
2017,16,Home,"Batxiller Elemental, Graduat E",5
2012,42,Home,"Batxiller Elemental, Graduat E",25
2014,34,Dona,Titulats d estudis superiors n,1
2015,24,Dona,Formació professional Primer G,3
2012,27,Dona,Titulats d estudis superiors n,3
2017,39,Dona,Titulats d estudis superiors n,1
2013,70,Dona,Ensenyament primari incomplert,5
2015,19,Home,Formació professional Primer G,3
2013,73,Home,Sense estudis                 ,1
2016,32,Home,Arquitecte o Enginyer Tècnic  ,4
2015,57,Dona,Diplomat en Escoles Università,2
2013,86,Home,Batxiller superior. BUP. Batxi,1
2011,33,Home,Formació professional Primer G,17
2011,24,Dona,"Llicenciat Universitari, Arqui",16
2017,50,Dona,Altres titulacions mitjanes (A,1
2012,52,Dona,Batxiller superior. BUP. Batxi,3
2016,34,Home,"Batxiller Elemental, Graduat E",38
2011,36,Dona,"Llicenciat Universitari, Arqui",18
2012,59,Home,Batxiller superior. BUP. Batxi,2
2017,71,Home,Batxiller superior. BUP. Batxi,1
2015,90,Dona,"Batxiller Elemental, Graduat E",1
2015,55,Home,Altres titulacions mitjanes (A,1
2011,67,Dona,Desconegut                    ,2
2014,58,Dona,Formació professional de Segon,1
2011,31,Home,"Llicenciat Universitari, Arqui",20
2015,92,Dona,No sap llegir ni escriure     ,1
2013,6,Home,"Batxiller Elemental, Graduat E",2
2011,4,Home,Ensenyament primari incomplert,6
2015,11,Home,Desconegut                    ,2
2016,53,Dona,Formació professional Primer G,1
2016,68,Home,Sense estudis                 ,1
2011,59,Home,Arquitecte o Enginyer Tècnic  ,1
2011,21,Home,Formació professional Primer G,4
2014,32,Home,"Batxiller Elemental, Graduat E",48
2017,65,Dona,Desconegut                    ,1
2015,31,Home,Formació professional Primer G,8
2017,70,Home,Sense estudis                 ,1
2017,81,Home,"Llicenciat Universitari, Arqui",1
2014,42,Home,Arquitecte o Enginyer Tècnic  ,1
2016,25,Home,Desconegut                    ,7
2016,21,Dona,"Batxiller Elemental, Graduat E",26
2011,26,Dona,Formació professional Primer G,9
2016,40,Dona,Ensenyament primari incomplert,7
2013,66,Dona,Sense estudis                 ,1
2011,75,Home,Ensenyament primari incomplert,5
2012,65,Dona,Altres titulacions mitjanes (A,1
2011,39,Dona,Altres titulacions mitjanes (A,1
2013,74,Home,Batxiller superior. BUP. Batxi,1
2011,80,Dona,Ensenyament primari incomplert,1
2011,68,Dona,Ensenyament primari incomplert,3
