DATA_REFERENCIA,PAIS_PROCE_DESTI,COMARCA_PROCE_DESTI,PROVINCIA_PROCE_DESTI,TIPUS_MOVIMENT,POBLACIO
2012,ESPANYA                       ,,CUENCA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,CUENCA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Pla d Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,13
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,31
2012,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,BAIXA PER EMIGRACIÓ           ,1
2012,EL SALVADOR                   ,EL SALVADOR                   ,EL SALVADOR                   ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,SALAMANCA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ÁVILA                         ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,23
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,8
2012,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ZARAGOZA                      ,BAIXA PER EMIGRACIÓ           ,1
2012,"EQUADOR, L                    ","EQUADOR, L                    ","EQUADOR, L                    ",BAIXA PER EMIGRACIÓ           ,106
2012,ESPANYA                       ,,VIZCAYA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,HUELVA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,TERUEL                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,24
2012,ESPANYA                       ,Osona,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Alt Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,"ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ",BAIXA PER EMIGRACIÓ           ,14
2012,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,LEÓN                          ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Priorat,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,A CORUÑA                      ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,10
2012,"FILIPINES, LES                ","FILIPINES, LES                ","FILIPINES, LES                ",BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,LAS PALMAS                    ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,Pla d Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,1
2012,FRANÇA                        ,FRANÇA                        ,FRANÇA                        ,BAIXA PER EMIGRACIÓ           ,76
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,8
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,11
2012,ESPANYA                       ,,CÁCERES                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,11
2012,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,GEÒRGIA                       ,GEÒRGIA                       ,GEÒRGIA                       ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,GUIPUZCOA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ASTURIAS                      ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Gironès,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,27
2012,ESPANYA                       ,Berguedà,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Pla d Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,10
2012,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,38
2012,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,GUADALAJARA                   ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,JAÉN                          ,BAIXA PER EMIGRACIÓ           ,1
2012,GUATEMALA                     ,GUATEMALA                     ,GUATEMALA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,SALAMANCA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,"GUINEA BISSAU, LA             ","GUINEA BISSAU, LA             ","GUINEA BISSAU, LA             ",BAIXA PER EMIGRACIÓ           ,1
2012,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ",BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Segarra,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,HONDURES                      ,HONDURES                      ,HONDURES                      ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,NAVARRA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,HUELVA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,TERUEL                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,20
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,2
2012,INDONÈSIA                     ,INDONÈSIA                     ,INDONÈSIA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,"IRAN, L                       ","IRAN, L                       ","IRAN, L                       ",BAIXA PER EMIGRACIÓ           ,2
2012,IRLANDA                       ,IRLANDA                       ,IRLANDA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,GUIPUZCOA                     ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,HUELVA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ITÀLIA                        ,ITÀLIA                        ,ITÀLIA                        ,BAIXA PER EMIGRACIÓ           ,17
2012,ESPANYA                       ,Noguera,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Pla d Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,,JAÉN                          ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,1
2012,JAMAICA                       ,JAMAICA                       ,JAMAICA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Alt Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Garrigues,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Garrigues,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ZARAGOZA                      ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Solsonès,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,PONTEVEDRA                    ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,Garrigues,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Montsià,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2012,ESPANYA                       ,,ZAMORA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Garrigues,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Tarragonès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Pallars Jussà,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,9
2012,ESPANYA                       ,,LEÓN                          ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,LEÓN                          ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,,ALBACETE                      ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Tarragonès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Montsià,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Alt Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Garrotxa,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Alt Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Garrigues,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Camp,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Ebre,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,10
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,Baix Ebre,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ASTURIAS                      ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,,LA RIOJA                      ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,LAS PALMAS                    ,BAIXA PER EMIGRACIÓ           ,12
2012,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,VIZCAYA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,LEÓN                          ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,HUELVA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Val d Aran,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Garrigues,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,9
2012,ESPANYA                       ,Garrotxa,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Alt Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,Conca de Barberà,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Barcelonès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,150
2012,ESPANYA                       ,Pla d Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,LITUÀNIA                      ,LITUÀNIA                      ,LITUÀNIA                      ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,LA RIOJA                      ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,GUADALAJARA                   ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,SALAMANCA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,LUGO                          ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Gironès,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Segrià,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,22
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,17
2012,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Selva,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,17
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Selva,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,OURENSE                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,70
2012,ESPANYA                       ,,TOLEDO                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,CÁCERES                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Segrià,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,26
2012,MALAWI                        ,MALAWI                        ,MALAWI                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,JAÉN                          ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Osona,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,10
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,69
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,16
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,2
2012,"MARROC, EL                    ","MARROC, EL                    ","MARROC, EL                    ",BAIXA PER EMIGRACIÓ           ,153
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,16
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,Segarra,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,229
2012,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,34
2012,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,VALLADOLID                    ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,MELILLA                       ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,Noguera,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,7
2012,MÈXIC                         ,MÈXIC                         ,MÈXIC                         ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,,CANTABRIA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,HUELVA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,,SALAMANCA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,10
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,31
2012,ESPANYA                       ,,GUADALAJARA                   ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,LUGO                          ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,Baix Camp,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,31
2012,ESPANYA                       ,,OURENSE                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Alt Camp,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Baix Camp,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Ribera d Ebre,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,12
2012,ESPANYA                       ,,GUIPUZCOA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,A CORUÑA                      ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,11
2012,ESPANYA                       ,Solsonès,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ASTURIAS                      ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,NORUEGA                       ,NORUEGA                       ,NORUEGA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Alt Camp,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,TOLEDO                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,TOLEDO                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,TERUEL                        ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,A CORUÑA                      ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,21
2012,ESPANYA                       ,Solsonès,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Garraf,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Garrotxa,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,SORIA                         ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,CASTELLÓN/CASTELLÓ            ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,CASTELLÓN/CASTELLÓ            ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Noguera,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,OURENSE                       ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,A CORUÑA                      ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,ASTURIAS                      ,BAIXA PER EMIGRACIÓ           ,8
