ID_ENTITAT,DESCRIPCIO,NOM,TELEFON,EMAIL,SIGLA,CARRER,NRO,BIS,ESCALA,PIS,PORTA,CODI_POSTAL,CIUTAT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,ATENCIO_CIUTADANA,URL,SECTOR,LOCALITZACIO
1454,Esports,Club de Fútbol Pueblo Nuevo 2002,937 888 770 -  - 695 576 228,pueblonuevo2002.cf@gmail.com,CA,"BLANCA DE CENTELLES, DE",31,,,,,8225,TERRASSA,416742.5505,4603792.6742,416648.5792,4603588.4646,2.0001143,41.5796392,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1454,deporte,"(41.579639205442966, 2.0001143366985983)"
16440,Esports,Complex Esportiu del Districte 2,937 317 988,,AV,DEL VALLÈS,522,,,,,8227,TERRASSA,419596.1976,4602394.2894,419502.2201,4602190.0560,2.0345295,41.5673376,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16440,deporte,"(41.56733764251239, 2.0345294921747774)"
1729,Sector público,Consell Comarcal del Vallès Occidental,937 273 534   -  - 937 267 599,ciutadania@ccvoc.cat,DS,MANCOMUNITAT,2,,,,,8227,TERRASSA,421667.0625,4601040.6250,421573.0779,4600836.3737,2.0595404,41.5553520,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1729,sector-publico,"(41.55535204497248, 2.0595403799180985)"
18290,Economía,Consorci per l Ocupació i la Promoció Econòmica del Vallès Occidental - Copevo,937 070 707,copevo@copevo.cat,DS,MANCOMUNITAT,2,,,,,8227,TERRASSA,421667.0625,4601040.6250,421573.0779,4600836.3737,2.0595404,41.5553520,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=18290,economia,"(41.55535204497248, 2.0595403799180985)"
976,Transport,Correus I,937 880 187 -  - 902 197 197,atclient@correos.es,PL,DE MOSSÈN J. VERDAGUER,16,,,,,8221,TERRASSA,417807.1978,4602295.7261,417713.2168,4602091.5061,2.0130892,41.5662679,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=976,transporte,"(41.56626794578926, 2.01308916484801)"
15494,Transport,Correus II,937 861 843 -  - 902 197 197,,AV,DE SANTA EULÀLIA,273,,,,,8223,TERRASSA,418574.4680,4600651.2199,418480.4757,4600446.9915,2.0225132,41.5515360,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15494,transporte,"(41.55153597865422, 2.0225132454337342)"
15495,Transport,Correus III,937 349 687 -  - 902 197 197,,PS,"LLUÍS MUNCUNILL, DE",57,,,LO,30 ,8225,TERRASSA,418112.4898,4603655.5344,418018.5196,4603451.3142,2.0165646,41.5785458,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15495,transporte,"(41.57854576059824, 2.0165645662220633)"
10089,Transport,Correus IV,937 851 656  -  - 902 197 197,,CA,"ITÀLIA, D ",3,,,,,8228,TERRASSA,420178.0313,4598915.8125,420084.0283,4598711.5692,2.0419693,41.5360684,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=10089,transporte,"(41.53606838364044, 2.041969305806933)"
15896,Transport,Correus V,937 368 884     -  - 902 197 197,,AV,D ÀNGEL SALLENT,186,,,,,8224,TERRASSA,416617.0938,4601711.1250,416523.1065,4601506.9131,1.9988989,41.5608797,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15896,transporte,"(41.56087972575852, 1.998898869369874)"
16270,Transport,Correus VI,937 363 744 -  - 902 197 197,,CA,DE PAU MARSAL,36,,,SO,1  ,8222,TERRASSA,418856.8262,4602121.5329,418762.8455,4601917.3046,2.0256998,41.5648064,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16270,transporte,"(41.5648064342444, 2.025699750039456)"
7432,Medi ambient,Deixalleria - Terrassa Neta,937 315 424,,CR,DE MONTCADA,870,,,,,8227,TERRASSA,421482.7751,4600774.1194,421388.7882,4600569.8691,2.0573656,41.5529338,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=7432,medio-ambiente,"(41.55293377063773, 2.0573656245371748)"
12813,Medi ambient,Deixalleria Can Casanovas,937 860 899,,CR,"RUBÍ, DE",341,,,,,8228,TERRASSA,418834.6029,4599267.4644,418740.6005,4599063.2319,2.0258190,41.5391002,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12813,medio-ambiente,"(41.539100201832234, 2.025819017858964)"
1162,Hisenda,Delegació d Hisenda de Terrassa,937 802 322     -  - 901 200 345  (confirmar esborrany) -  - 901 335 533 (informació tributària)  -  - 901 223 344 (cita prèvia renda. a partir del 4 de maig) -  - 901 121 224 (demanar esborrany),,CA,DE VINYALS,17,,,,,8221,TERRASSA,417401.0391,4601632.6558,417307.0524,4601428.4378,2.0083098,41.5602544,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1162,hacienda,"(41.56025443971735, 2.008309827607731)"
769,Educació,EMEE El Pi,937 837 544,escpi@xtec.net,DS,TORRE MOSSÈN HOMS,2,,,,,8227,TERRASSA,420213.6250,4604100.8125,420119.6614,4603896.5770,2.0417068,41.5827686,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=769,educacion,"(41.58276863619054, 2.041706770663725)"
12588,Educació,EMEE Fàtima,937 342 620,fatima@terrassa.cat,CA,"VACARISSES, DE",2,,,,,8225,TERRASSA,417996.4632,4603957.2586,417902.4951,4603753.0397,2.0151317,41.5812512,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12588,educacion,"(41.58125118727859, 2.0151316662220906)"
2111,Educació,Equip d Assessorament Psicopedagògic - EAP,937 342 116,se-vallesoccidental2@xtec.cat,CA,"ALCOI, D ",57,,,,,8225,TERRASSA,417589.0566,4603715.7170,417495.0860,4603511.5008,2.0102782,41.5790339,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2111,educacion,"(41.57903392664248, 2.0102781714706963)"
15577,Educació,Equip d Assessorament en Llengua i Cohesió Social - ELIC,937 353 056     - 937 342 116,se_vallesoccidental2@xtec.cat,CA,"ALCOI, D ",57,,,,,8225,TERRASSA,417589.0566,4603715.7170,417495.0860,4603511.5008,2.0102782,41.5790339,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15577,educacion,"(41.57903392664248, 2.0102781714706963)"
1037,Esports,Equipament Socio-Esportiu de La Cogullada,937 330 254,,AV,"JOAQUIM DE SAGRERA, DE",15,,,LO,21 ,8224,TERRASSA,416903.0843,4601008.9809,416809.0921,4600804.7657,2.0024253,41.5545860,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1037,deporte,"(41.554585996831264, 2.002425319055159)"
14265,Educació,Escola Bressol Coloraines,937 364 973,coloraines@terrassa.cat,CA,"JOCS OLÍMPICS, DELS",56,,,,,8225,TERRASSA,417558.0696,4603781.7635,417464.0995,4603577.5477,2.0098974,41.5796255,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=14265,educacion,"(41.57962554318936, 2.0098974270376697)"
1075,Educació,Escola Bressol Espígol,937 887 394,espigol@terrassa.cat,CA,"CEPS, DELS",3,,,BA,1  ,8225,TERRASSA,416372.9144,4602669.5199,416278.9340,4602465.3113,1.9958374,41.5694855,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1075,educacion,"(41.56948549770862, 1.9958374077605021)"
1114,Educació,Escola Bressol Ginesta,937 850 736,ginesta@terrassa.cat,CA,DE BADALONA,5,,,,,8223,TERRASSA,418462.2047,4600298.8266,418368.2095,4600094.5985,2.0212151,41.5483509,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1114,educacion,"(41.548350856320035, 2.021215145627271)"
1115,Educació,Escola Bressol Giravolt,937 892 229,giravolt@terrassa.cat,CA,DE MARIA AUXILIADORA,245,,,,,8224,TERRASSA,416449.2813,4601915.8750,416355.2953,4601711.6647,1.9968582,41.5627062,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1115,educacion,"(41.56270617548494, 1.9968581607003837)"
13462,Educació,Escola Bressol La Casona,937 886 973,lacasona@terrassa.cat,CA,D ICÀRIA,44,,,,,8224,TERRASSA,416131.9877,4601458.1251,416037.9977,4601253.9165,1.9931174,41.5585505,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13462,educacion,"(41.5585504524011, 1.993117408431073)"
1369,Educació,Escola Bressol Moisès,937 838 548,moises@terrassa.cat,CA,"CAMÍ FONT DE LES CANYES, DEL",27,,,,,8227,TERRASSA,419325.1250,4603799.9375,419231.1577,4603595.7083,2.0310897,41.5799697,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1369,educacion,"(41.57996967298544, 2.0310897056310195)"
1568,Educació,Escola Bressol Soleia,937 839 759,soleia@terrassa.cat,CA,DE JACINT ELIAS,141,,,,,8222,TERRASSA,419418.5625,4602386.1250,419324.5847,4602181.8929,2.0324004,41.5672462,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1568,educacion,"(41.56724621765727, 2.0324003655470158)"
15410,Educació,Escola Bressol Somriures,937 858 944     -  - 608 212 358,somriures@terrassa.cat,CA,DEL CAMÍ DELS MONJOS,112,,,,,8227,TERRASSA,420131.1588,4601764.7993,420037.1773,4601560.5608,2.0410286,41.5617220,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15410,educacion,"(41.561722045447496, 2.041028605700421)"
1575,Educació,Escola Bressol Tabalet,937 853 346,tabalet@terrassa.cat,CR,DE CASTELLAR,410,,,,,8227,TERRASSA,419416.5313,4603313.8125,419322.5605,4603109.5818,2.0322514,41.5756008,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1575,educacion,"(41.575600830800674, 2.032251395029029)"
15169,Educació,Escola Bressol Vallparadís,937 363 470,ebvallparadis@terrassa.cat,PL,"MARTA MATA, DE",5,,,,,8221,TERRASSA,418055.3956,4602526.8349,417961.4167,4602322.6133,2.0160340,41.5683748,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15169,educacion,"(41.56837481186269, 2.016033958708205)"
1234,Educació,Escola Bressol l Esquitx,937 851 449,esquitx@terrassa.cat,CA,D ALEMANYA,110,,,,,8228,TERRASSA,420303.3438,4599456.5000,420209.3451,4599252.2566,2.0433996,41.5409504,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1234,educacion,"(41.540950392517985, 2.0433996398987717)"
1046,Educació,Escola Municipal La Llar,937 881 886,llar@terrassa.cat,PC,"ROSA PUIG, DE",1,,,,,8221,TERRASSA,417789.1595,4602322.1545,417695.1786,4602117.9347,2.0128692,41.5665041,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1046,educacion,"(41.56650410487827, 2.0128692313519374)"
4022,Educació,Escola Municipal d Art,937 850 070,artidisseny@terrassa.cat,CA,"COLOM, DE",114,,,BA,L5 ,8222,TERRASSA,418674.9429,4601454.1485,418580.9568,4601249.9206,2.0236091,41.5587774,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4022,educacion,"(41.55877743882776, 2.023609100110125)"
1047,Educació,Escola Municipal de Música - Conservatori de Terrassa,937 361 760,conservatori@terrassa.cat,CA,"MIQUEL VIVES, DE",2,,,,,8222,TERRASSA,418333.7983,4601924.2632,418239.8153,4601720.0386,2.0194546,41.5629765,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1047,educacion,"(41.562976530283954, 2.0194546426651976)"
15077,Cultura i lleure,Esp@i Bit_d2,937 862 615,,CA,DE LA MARE DE DÉU DE LES NEUS,35,,,,,8222,TERRASSA,419207.6875,4601670.3750,419113.7039,4601466.1434,2.0299679,41.5607788,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15077,cultura-ocio,"(41.56077882416989, 2.029967887086001)"
1837,Medi ambient,Estació Transvassament de Residus de Can Barba,937 315 424     - 900 720 135 (Eco Equip SAM) - 937 360 322 (Departament de Residus Industrials d Empreses),,CR,DE MONTCADA,870,,,,,8227,TERRASSA,421482.7751,4600774.1194,421388.7882,4600569.8691,2.0573656,41.5529338,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1837,medio-ambiente,"(41.55293377063773, 2.0573656245371748)"
8727,Transport,Estació d Autobusos Interurbans,937 331 112,,CR,"MONTCADA, DE",2,,,BA,ES ,8223,TERRASSA,417357.0044,4601250.3759,417263.0147,4601046.1577,2.0078344,41.5568071,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=8727,transporte,"(41.55680706556427, 2.0078344466876965)"
15613,Transport,Estació de Renfe Terrassa - Est,"902 432 343 (estacions)     - 902 320 320 (informació al client)     - 902 109 420 (atenció al client venda Internet)     - 902 240 505 (servei ATENDO, viatges amb discapacitat)",,PS,"CAMP DEL ROURE, DEL",16,,,,,8227,TERRASSA,420007.4602,4602394.4328,419913.4833,4602190.1962,2.0394614,41.5673802,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15613,transporte,"(41.56738021474167, 2.039461394649746)"
1078,Esports,Estadi Olímpic Municipal de Futbol,937 350 541,,AV,DE L ABAT MARCET,120,,,,,8225,TERRASSA,417701.0055,4603285.6396,417607.0318,4603081.4219,2.0116799,41.5751722,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1078,deporte,"(41.57517219113875, 2.0116799270774264)"
2176,Infraestructures i urbanisme,Gestió de l Espai Públic,937 363 460,gestio.espai.public@terrassa.cat,CA,"IGUALTAT, DE LA",52,,,,,8222,TERRASSA,418350.0000,4601722.5625,418256.0155,4601518.3375,2.0196764,41.5611617,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2176,urbanismo-infraestructuras,"(41.56116165923906, 2.01967636066474)"
3271,Infraestructures i urbanisme,Gestió de l Espai Públic - Viver,937 363 460 (Gestió de l Espai Públic),,DS,TORRE MOSSÈN HOMS,10,,,,,8227,TERRASSA,420063.3955,4604048.8000,419969.4313,4603844.5656,2.0399117,41.5822852,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=3271,urbanismo-infraestructuras,"(41.58228518366563, 2.039911700773726)"
4965,Salut,Hospital Mútua de Terrassa - Consultes Externes,937 365 000,,CA,DEL CASTELL,25,,,,,8221,TERRASSA,418200.1851,4602108.1076,418106.2033,4601903.8843,2.0178274,41.5646186,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4965,salud,"(41.56461857484823, 2.017827392800614)"
1165,Salut,Hospital de Terrassa,937 310 007   - 937 313 488 (urgències),,CR,"TORREBONICA, DE",1,,,,,8227,TERRASSA,421080.4063,4601164.3125,420986.4218,4600960.0659,2.0524901,41.5564083,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1165,salud,"(41.55640828454646, 2.052490119936439)"
3292,Salut,Institut Català d Avaluacions Mèdiques i Sanitàries - ICAMS,937 885 352,icam.terrassa.salut@gencat.cat,CA,"GUTENBERG, DE",3,,,1 ,6  ,8224,TERRASSA,417314.4751,4601677.7013,417220.4886,4601473.4841,2.0072657,41.5606512,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=3292,salud,"(41.560651169018634, 2.00726565714403)"
2088,Societat i benestar,Institut Nacional de la Seguretat Social - CAISS,901 106 570 (cita prèvia) -  - 901 166 565 (Servei d atenció telefònica de l Institut Nacional de la Seguretat Social / Informació),,AV,DE L ABAT MARCET,366,,,BA,1  ,8225,TERRASSA,416972.7500,4603201.5000,416878.7745,4602997.2877,2.0029573,41.5743391,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2088,sociedad-bienestar,"(41.57433906615758, 2.002957256649809)"
4626,Transport,Inversiones Privadas SL,937 836 116,,CA,DE SANT ANTONI,64,,,,,8221,TERRASSA,418086.0625,4602203.5625,417992.0812,4601999.3402,2.0164459,41.5654666,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4626,transporte,"(41.56546655440967, 2.0164458544099104)"
1227,Justícia,Jutjat Deganat,936 932 919     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia),,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1227,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1225,Justícia,Jutjat Penal núm. 1 de Terrassa,936 932 995     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia) - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1225,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
10930,Justícia,Jutjat Penal núm. 2 de Terrassa,936 932 998     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia),,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=10930,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
16383,Justícia,Jutjat Penal núm. 3 de Terrassa,936 932 520     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia),,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16383,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
12140,Justícia,Jutjat Social núm. 1,936 932 571     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia) -  - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12140,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
13006,Justícia,Jutjat Social núm. 2,936 932 574     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia) -    - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13006,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1222,Justícia,Jutjat d Instrucció núm. 1,936 932 983     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia) - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1222,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1223,Justícia,Jutjat d Instrucció núm. 2,936 932 986     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia) - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1223,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
13005,Justícia,Jutjat d Instrucció núm. 3,936 932 989     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia)     - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13005,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1219,Justícia,Jutjat d Instrucció núm. 4,936 932 992    - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia)     - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1219,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1215,Justícia,Jutjat de Guàrdia,936 932 922     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia),,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1215,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1216,Justícia,Jutjat de Primera Instància núm. 1,936 932 961     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia) - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1216,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1217,Justícia,Jutjat de Primera Instància núm. 2,936 932 964     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia) - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1217,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1218,Justícia,Jutjat de Primera Instància núm. 3,936 932 967     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia),,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1218,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1224,Justícia,Jutjat de Primera Instància núm. 4,936 932 970     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia) - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1224,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1221,Justícia,Jutjat de Primera Instància núm. 5,936 932 973    - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia)     - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1221,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
14462,Justícia,Jutjat de Primera Instància núm. 6 (família),936 932 976     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia) - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=14462,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
15953,Justícia,Jutjat de Primera Instància núm. 7,936 932 979     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia)     - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15953,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
17657,Justícia,Jutjat de Primera Instància núm. 8,936 932 563     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia),,RB,"PARE ALEGRE, DEL",112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=17657,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
15954,Justícia,Jutjat de Violència sobre la Dona - VIDO,936 932 583     - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia)     - ,,RB,DEL PARE ALEGRE,112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15954,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
1822,Societat i benestar,Local Social de Ca n Aurell,937 807 817,avvcanaurell@gmail.com,CA,"BLASCO DE GARAY, DE",51,,,,,8224,TERRASSA,417145.1075,4601561.2323,417051.1199,4601357.0162,2.0052509,41.5595847,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1822,sociedad-bienestar,"(41.559584706393515, 2.0052508812275485)"
17231,Societat i benestar,Masia de Ca n Anglada,937 397 000,,CA,"MARE DE DÉU DEL MAR, DE LA",49,,,BA,,8222,TERRASSA,419219.0313,4601687.4375,419125.0478,4601483.2058,2.0301016,41.5609336,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=17231,sociedad-bienestar,"(41.56093363713965, 2.0301016132093386)"
6447,Comerç,Mercat Municipal de Sant Pere,937 353 098,,CA,"FRANCESC SALVANS, DE",25,,,,,8225,TERRASSA,417832.5938,4602983.0000,417738.6180,4602778.7808,2.0132996,41.5724602,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=6447,comercio,"(41.57246016143684, 2.0132995879668782)"
2307,Comerç,Mercat Municipal de la Independència,607 853 094 -  - 937 331 400,info@mercatdelaindependencia.cat,RV,"MONTSERRAT, DE",41,,,,,8221,TERRASSA,417451.7500,4601951.8125,417357.7658,4601747.5946,2.0088740,41.5631340,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2307,comercio,"(41.56313401138133, 2.008873994473205)"
14895,Seguretat,Mossos d Esquadra - Terrassa,937 346 500    - 112 (emergències),,CR,"MATADEPERA, DE",272,,,,,8226,TERRASSA,418304.4928,4604227.6035,418210.5272,4604023.3827,2.0187895,41.5837175,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=14895,seguridad,"(41.5837174879979, 2.0187895373441704)"
814,Cultura i lleure,Museu de Terrassa - Casa Alegre Sagrera,937 316 646    -  - 937 397 072 (Direcció del Museu de Terrassa),museudeterrassa@terrassa.cat,CA,"FONT VELLA, DE LA",29,,,,,8221,TERRASSA,417740.8627,4601903.0094,417646.8786,4601698.7893,2.0123475,41.5627243,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=814,cultura-ocio,"(41.56272430233345, 2.0123475130626063)"
1381,Cultura i lleure,Museu de Terrassa - Castell Cartoixa Vallparadís,937 857 144     -  - 937 397 072 (Direcció del Museu de Terrassa),museudeterrassa@terrassa.cat,CA,"SALMERÓN, DE",17,,,,,8222,TERRASSA,418312.5082,4602121.5125,418218.5266,4601917.2884,2.0191725,41.5647508,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1381,cultura-ocio,"(41.56475079052467, 2.0191724991004683)"
14141,Cultura i lleure,Museu de Terrassa - Claustre del Convent de Sant Francesc,937 397 072,museudeterrassa@terrassa.cat,PL,"DOCTOR ROBERT, DEL",2,,,,,8221,TERRASSA,418102.9056,4601877.1154,418008.9219,4601672.8925,2.0166924,41.5625283,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=14141,cultura-ocio,"(41.562528285550854, 2.016692380091564)"
1074,Cultura i lleure,Museu de Terrassa - Seu d Ègara. Esglésies de Sant Pere de Terrassa,937 833 702     -  - 937 397 072 (Direcció del Museu de Terrassa),museudeterrassa@terrassa.cat,PL,DEL RECTOR HOMS,1,,,,,8222,TERRASSA,418240.8005,4602365.3248,418146.8207,4602161.1016,2.0182794,41.5669392,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1074,cultura-ocio,"(41.56693924016049, 2.0182793906980367)"
