NOM,ADRECA,CODI_POSTAL,DISTRICTE,TELEFON,ADR_WEB,EMAIL,DESCRIPCIO_AMBIT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,TERRITORI,LOCALITZACIO
A. FAMILIES NOMBROSES CATALUNYA (FANOC) ,"CA DE SANT GENÍS, 3 , 1-2          ",08221,1,933511000,www.fanoc.org                                                                   ,promocio@fanoc.org                                                              ,SALUT I SÒCIO-ASSISTENCIALS             ,417771.6883,4601533.1946,417677.7014,4601328.9737,2.0127678,41.5593969,LOCAL                                   ,"(41.559396910504624, 2.0127678114989225)"
ASSOC. HORTICOLA AMB ARRELS             ,"CA DE SICÍLIA, 99 , 2-1          ",08224,4,652327693,,ambarrelsterrassa@gamil.com                                                     ,MEDI AMBIENT                            ,415741.4400,4601458.4184,415647.4494,4601254.2127,1.9884346,41.5585120,LOCAL                                   ,"(41.55851201688006, 1.988434564456803)"
AL GISSR                                ,"CA DE SIERRA NEVADA, 11 , 3-4          ",08227,6,931724966,,algissr@gmail.com                                                               ,CULTURALS                               ,419752.3729,4602947.5984,419658.3998,4602743.3646,2.0363284,41.5723365,LOCAL                                   ,"(41.572336490194175, 2.036328360062826)"
PEÑA SAN PEDRO CLUB DE FUTBOL           ,"CA DE SABADELL, 6 ",08225,5,93743541,,,ESPORTIVES                              ,418074.5938,4604068.8750,417980.6266,4603864.6557,2.0160536,41.5822644,DISTRICTE 5                             ,"(41.582264424566276, 2.0160535643259605)"
VALLPARADIS CANNABIS CLUB               ,"CA DE SALMERÓN, 66 , BA-1         ",08222,1,,,vallparadiscc@gmail.com                                                         ,SALUT I SÒCIO-ASSISTENCIALS             ,418406.6120,4602214.7521,418312.6313,4602010.5274,2.0202883,41.5656001,LOCAL                                   ,"(41.56560012537381, 2.020288277310156)"
GOSPEL VALLES                           ,"CA DE SANT GENÍS, 138 ",08221,1,,www.gospelvalles.com                                                            ,info@gospelvalles.com                                                           ,CULTURALS                               ,418090.5625,4601581.8750,417996.5765,4601377.6517,2.0165847,41.5598681,LOCAL                                   ,"(41.55986807268516, 2.0165846614226624)"
A. ESTEL-PRO PERSONES RISC EXCLUSIO SOCI,"CA DE SIERRA NEVADA, 186 , BA-5         ",08227,6,637770218,,associacioestel@hotmail.com                                                     ,SALUT I SÒCIO-ASSISTENCIALS             ,420250.8445,4602832.7950,420156.8713,4602628.5573,2.0423218,41.5713525,LOCAL                                   ,"(41.57135247842553, 2.0423218319292213)"
C. P. SAN CRISTOBAL                     ,"AV DEL VALLÈS, 522 ",08227,2,935378591,http://cpsancristobal.es/wp/                                                    ,futbolbase@cpsancristobal.com                                                   ,ESPORTIVES                              ,419596.1976,4602394.2894,419502.2201,4602190.0560,2.0345295,41.5673376,DISTRICTE 2                             ,"(41.56733764251239, 2.0345294921747774)"
UD CA N ANGLADA                         ,"AV DEL VALLÈS, 522 ",08227,2,935378591,www.cpsancristobal.com                                                          ,futbolbase@cpsancristobal.com                                                   ,ESPORTIVES                              ,419596.1976,4602394.2894,419502.2201,4602190.0560,2.0345295,41.5673376,DISTRICTE 2                             ,"(41.56733764251239, 2.0345294921747774)"
CLUB PETANCA UNION CA N ANGLADA         ,"AV DEL VALLÈS, 522 ",08227,2,615972159,,cpunioncananglada@gmail.com                                                     ,ESPORTIVES                              ,419596.1976,4602394.2894,419502.2201,4602190.0560,2.0345295,41.5673376,DISTRICTE 2                             ,"(41.56733764251239, 2.0345294921747774)"
MUJERES DEL PUEBLO PARA EL PUEBLO       ,"AV DEL VALLÈS, 628 , 1-1          ",08227,6,658258933,,mujeresdelpueblo@hotmail.com                                                    ,SALUT I SÒCIO-ASSISTENCIALS             ,419522.4375,4603033.0000,419428.4647,4602828.7681,2.0335593,41.5730825,LOCAL                                   ,"(41.57308249182114, 2.033559274095509)"
GEOLOGOS DEL MUNDO(DELEGACIO TERRASSA)  ,"CA DE SALMERÓN, 157 , 2            ",08222,1,937851798,,Geolegsdelmon@hotmail.com                                                       ,"SOLIDARITAT, PAU I DRETS HUMANS         ",418460.5938,4602516.0000,418366.6155,4602311.7754,2.0208947,41.5683187,LOCAL                                   ,"(41.568318688298994, 2.0208946785214215)"
ASSOCIACIO CULTURAL I SOCIAL CANTIL     ,"CA DE SANT JAUME, 28 ",08221,1,937831291,www.clubsinia.org                                                               ,info@clubsinia.org                                                              ,JUVENILS                                ,417996.7500,4601850.0625,417902.7659,4601645.8403,2.0154231,41.5622738,LOCAL                                   ,"(41.56227375986073, 2.0154231455548484)"
A. ESPAI DEMOCRATIC INTERCULTURAL       ,"CA DE LA SOCIETAT, 4 ",08221,1,931266002,,asociacionedi@hotmail.com                                                       ,CULTURALS                               ,417946.1132,4602310.5653,417852.1325,4602106.3442,2.0147530,41.5664159,LOCAL                                   ,"(41.56641586577977, 2.0147529903735313)"
AS. CULTURAL CONVIVENCIA Y ESPERANZA    ,"CA DE VÉLEZ RUBIO, 15 , 1-1          ",08225,5,937358889,,,CULTURALS                               ,417153.2188,4603758.5000,417059.2479,4603554.2872,2.0050447,41.5793741,LOCAL                                   ,"(41.579374138649634, 2.005044736350108)"
FUNDACIO CIVICA ORENETA DEL VALLES      ,"CA DE SALVADOR SEGUÍ, 6 , 4-2          ",08224,4,,,fundacio@oreneta.org                                                            ,CULTURALS                               ,416156.1833,4601276.4646,416062.1920,4601072.2555,1.9934329,41.5569170,LOCAL                                   ,"(41.556916959163836, 1.9934328931874423)"
CENTRE EXCURSIONISTA DE TERRASSA        ,"CA DE SANT LLORENÇ, 10 ",08221,1,937883030,www.ce-terrassa.cat                                                             ,junta@ce-terrassa.cat                                                           ,ESPORTIVES                              ,417723.5684,4602176.7909,417629.5863,4601972.5713,2.0121026,41.5651882,LOCAL                                   ,"(41.56518820546758, 2.012102599781632)"
ORGANITZACIO NO GUBERNAMENTAL PROVALORES,"CA DE SANT LLORENÇ, 72 , 1-3          ",08221,1,600648553,http://ongprovalores.terrassa.net/                                              ,provalores@hotmail.com                                                          ,"SOLIDARITAT, PAU I DRETS HUMANS         ",417668.5256,4602360.7025,417574.5448,4602156.4836,2.0114173,41.5668388,LOCAL                                   ,"(41.56683884782783, 2.0114173128239137)"
SO-M MAURINA                            ,"PS DEL VINT-I-DOS DE JULIOL, 4-B , 2            ",08224,4,617845791,,so.mmaurina@gmail.com                                                           ,CULTURALS                               ,416319.4375,4602169.3125,416225.4532,4601965.1036,1.9952658,41.5649750,DISTRICTE 4                             ,"(41.564975042788994, 1.9952658485594068)"
ASSOCIACIÓ PLANETA DA VINCI             ,"CA DE SANT MARIAN, 20 ",08221,1,,www.planetadavinci.com                                                          ,contacte@planetadavinci.com                                                     ,CULTURALS                               ,418090.3125,4601546.1875,417996.3262,4601341.9642,2.0165865,41.5595466,LOCAL                                   ,"(41.559546643809405, 2.0165865334567887)"
ASSOCIACIÓ INSTITUT DE LES DESIGUALTATS ,"CA DE TARRAGONA, 16 ",08226,6,937398913,,laura.guisasola@upc.edu                                                         ,SALUT I SÒCIO-ASSISTENCIALS             ,418487.7813,4603121.8750,418393.8076,4602917.6511,2.0211384,41.5737780,LOCAL                                   ,"(41.57377799710965, 2.021138397945507)"
ASSOCIACIO ORQUESTRA TERRASSA INTERPRETA,"PS DEL VINT-I-DOS DE JULIOL, 333 , 4-2          ",08225,5,,,,CULTURALS                               ,417648.9671,4602769.3073,417554.9894,4602565.0892,2.0111267,41.5705167,LOCAL                                   ,"(41.57051673393761, 2.0111266866259494)"
A.VV. CA N ANGLADA                      ,"CA DE SANT COSME, 150 , BA           ",08222,2,937311363,www.avcananglada.com                                                            ,avcananglada@gmail.com                                                          ,VEÏNALS                                 ,419211.5909,4601969.2563,419117.6096,4601765.0251,2.0299745,41.5634710,DISTRICTE 2                             ,"(41.563470967027186, 2.029974461855207)"
AGRUPACIO BANDA CIUTADANA D EGARA       ,"CA DE SANT COSME, 156 , 1-1          ",08222,2,689513998,,,COMUNICACIÓ                             ,419157.0625,4602194.6875,419063.0828,4601990.4571,2.0292902,41.5654957,LOCAL                                   ,"(41.56549570201877, 2.029290221942078)"
ASSOCIACIÓ NACIONAL DE MALALTS EN DMAE  ,"CA DE SANT COSME, 233 , 1-2          ",08222,2,667562641,,,SALUT I SÒCIO-ASSISTENCIALS             ,419088.5143,4602428.6722,418994.5363,4602224.4427,2.0284367,41.5675960,LOCAL                                   ,"(41.56759604550948, 2.028436657264856)"
MOTO CLUB BULTACO SPORT CLASSIC         ,"CA DE SANT MARIAN, 209 ",08221,1,937331445,,,ESPORTIVES                              ,417598.1250,4601302.6875,417504.1361,4601098.4675,2.0107183,41.5573031,LOCAL                                   ,"(41.557303080086776, 2.01071832665786)"
ELS SENYORS DEL TEMPS                   ,"RM DE SANT NEBRIDI, 31 , AT-1         ",08222,1,654171663,www.time-lords.com                                                              ,senyorsdeltemps@gmail.com                                                       ,CULTURALS                               ,418516.8438,4601747.1250,418422.8597,4601542.8987,2.0216736,41.5613999,LOCAL                                   ,"(41.56139989946689, 2.021673641001654)"
FUNDA. WORLD VISION INTER. (DELEGACIO)  ,"RM DE SANT NEBRIDI, 31 , 2-1          ",08222,1,937837581,www.worldvision.es                                                              ,susanna_oliver@wvi.org                                                          ,"SOLIDARITAT, PAU I DRETS HUMANS         ",418516.8438,4601747.1250,418422.8597,4601542.8987,2.0216736,41.5613999,LOCAL                                   ,"(41.56139989946689, 2.021673641001654)"
CLUB ULTIMATE MIFUNE                    ,"CA DE SANT QUIRZE, 10 , 1-1          ",08221,1,686955186,,merisalgue@hotmail.com                                                          ,ESPORTIVES                              ,417971.4252,4601690.6515,417877.4398,4601486.4293,2.0151413,41.5608355,LOCAL                                   ,"(41.560835499097216, 2.0151412584790696)"
AV CAN TUSELL AB                        ,"CA DE TARRAGONA, 115 , 1-1          ",08226,6,674319911,,veinsiveinesdecantusellab@gmail.com                                             ,VEÏNALS                                 ,418356.2254,4604095.5453,418262.2589,4603891.3239,2.0194281,41.5825335,DISTRICTE 6                             ,"(41.582533460609014, 2.0194280582720285)"
AMICS DE LES ARTS I JOVENTUTS MUSICALS  ,"CA DEL TEATRE, 2 , BA           ",08221,1,937859231,www.amicsdelesarts-jjmm.cat                                                     ,info@amicsdelesarts-jjmm.cat                                                    ,CULTURALS                               ,417758.4375,4602120.8750,417664.4551,4601916.6551,2.0125284,41.5646882,LOCAL                                   ,"(41.56468821501723, 2.012528400978608)"
ASSOCIACIO MUSICAL BANDA DE TERRASSA    ,"CA NOU DE SANT PERE, 35 , AT           ",08221,1,696773862,www.bandadeterrassa.org                                                         ,jvivo1@gmail.com                                                                ,CULTURALS                               ,417843.1875,4602197.7500,417749.2058,4601993.5295,2.0135342,41.5653893,LOCAL                                   ,"(41.565389271648236, 2.013534162038794)"
A.C.R.INMIGRANTES MARROQUIES CATALUNYA  ,"CA DE SANT MATEU, 85 , 1            ",08224,4,650654858,,la-asri@hotmail.es                                                              ,CULTURALS                               ,416254.3750,4601685.1250,416160.3869,4601480.9158,1.9945532,41.5606076,LOCAL                                   ,"(41.560607643439255, 1.994553207993828)"
ASSOC. DE COMERCIANTS DE  CA N ANGLADA  ,"CA DE LA M.D. DEL MAR, 49 ",08222,2,645666318,https://ca-es.facebook.com/cananglada.associaciodecomerciants                   ,canangladatomb@gmail.com                                                        ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",419219.0313,4601687.4375,419125.0478,4601483.2058,2.0301016,41.5609336,DISTRICTE 2                             ,"(41.56093363713965, 2.0301016132093386)"
COORDINADOR DE GRUPS DE CULTURA POPULAR ,"CA DE LA M.D. DEL MAR, 49 ",08222,2,,http://culturapopular.terrassa.net/                                             ,culturapopularterrassa@gmail.com                                                ,CULTURALS                               ,419219.0313,4601687.4375,419125.0478,4601483.2058,2.0301016,41.5609336,LOCAL                                   ,"(41.56093363713965, 2.0301016132093386)"
COORD. D´ENTIT. DE CULTURA ANDALUSA DE T,"CA DE LA M.D. DEL MAR, 49 , BA           ",08222,2,607836495,,ceaterrassa@gmail.com                                                           ,CULTURALS                               ,419219.0313,4601687.4375,419125.0478,4601483.2058,2.0301016,41.5609336,LOCAL                                   ,"(41.56093363713965, 2.0301016132093386)"
CONFRARIA MASCARADA                     ,"CA DE LA M.D. DEL MAR, 49 ",08222,2,659102779,www.carnestoltes.org                                                            ,info@carnestoltes.org                                                           ,CULTURALS                               ,419219.0313,4601687.4375,419125.0478,4601483.2058,2.0301016,41.5609336,LOCAL                                   ,"(41.56093363713965, 2.0301016132093386)"
ASSOCIACIÓ TRABUCAIRE BANDOLERS DE TERRA,"CA DE LA M.D. DEL MAR, 49 , BA           ",08222,2,,,bandolersterrassa@gmail.com                                                     ,CULTURALS                               ,419219.0313,4601687.4375,419125.0478,4601483.2058,2.0301016,41.5609336,LOCAL                                   ,"(41.56093363713965, 2.0301016132093386)"
HERMANDAD ANDALUZA SAN SEBASTIAN  FIÑANA,"CA DE LA M.D. DEL MAR, 49 ",08222,2,630020161,,sansebashermandad@hotmail.es                                                    ,CULTURALS                               ,419219.0313,4601687.4375,419125.0478,4601483.2058,2.0301016,41.5609336,LOCAL                                   ,"(41.56093363713965, 2.0301016132093386)"
PEÑA TERRASSENSE LAS MIGAS              ,"CA DE LA M.D. DEL SOCORS, 4 , EN-2         ",08222,2,937843175,,penya.las.migas@gmail.com                                                       ,CULTURALS                               ,419057.4273,4601865.0985,418963.4449,4601660.8683,2.0281399,41.5625173,LOCAL                                   ,"(41.56251731359915, 2.0281398720325727)"
PALLARIURES HOSPITAL                    ,"CR DE TORREBONICA, 1 ",08227,2,937310007,,,OCI I TEMPS LLIURE                      ,421080.4063,4601164.3125,420986.4218,4600960.0659,2.0524901,41.5564083,LOCAL                                   ,"(41.55640828454646, 2.052490119936439)"
PALLAPUPAS (PALLASOS D HOSPITAL)        ,"CR DE TORREBONICA, 1 ",08227,2,933455913,www.pallapupas.org                                                              ,info@pallapupas.org                                                             ,SALUT I SÒCIO-ASSISTENCIALS             ,421080.4063,4601164.3125,420986.4218,4600960.0659,2.0524901,41.5564083,LOCAL                                   ,"(41.55640828454646, 2.052490119936439)"
ACAF-ASOC.CAT.AFECTATS I AFECTADES FIBRO,"CR DE TORREBONICA, 1 ",08227,2,619255770,,acaf@fibromialgia.cat                                                           ,SALUT I SÒCIO-ASSISTENCIALS             ,421080.4063,4601164.3125,420986.4218,4600960.0659,2.0524901,41.5564083,LOCAL                                   ,"(41.55640828454646, 2.052490119936439)"
CAOBA ASSOCIACIO CULTURAL               ,"CA DE MONISTROL, 43 ",08225,5,687362512,,martinezmata@hotmail.es                                                         ,MEDI AMBIENT                            ,417239.1563,4603602.6250,417145.1843,4603398.4113,2.0060970,41.5779792,LOCAL                                   ,"(41.57797924024845, 2.006097004170526)"
A. MUSICOTERAPIA Y PSICOTERAPIAS        ,"CA DE VOLTA, 1-A , 2            ",08224,4,937836513,www.musicoterapiaypsicoterapias.org                                             ,info@musicoterapiaypsicoterapias.org                                            ,SALUT I SÒCIO-ASSISTENCIALS             ,417337.4102,4602000.0802,417243.4262,4601795.8633,2.0074963,41.5635569,LOCAL                                   ,"(41.56355689154945, 2.0074962679494055)"
ASOC CHARGE ESPAÑA                      ,"PS DE LLUÍS MUNCUNILL, 27 , 1-2          ",08225,5,627423154,www.sindromecharge.org                                                          ,charge@sindromecharge.org                                                       ,SALUT I SÒCIO-ASSISTENCIALS             ,417955.0152,4603648.9520,417861.0447,4603444.7330,2.0146767,41.5784703,LOCAL                                   ,"(41.57847031823378, 2.0146766945686383)"
GUANYEM TERRASSA                        ,"CA D ALACANT, 29 , BA           ",08224,4,,,participa@terrassaencomu.cat                                                    ,POLÍTIQUES I SINDICALS                  ,416558.6274,4602264.1425,416464.6442,4602059.9319,1.9981209,41.5658541,LOCAL                                   ,"(41.565854093352726, 1.998120923861394)"
A.JOVES ARTISTES AUDIOVISUALS SEGLE XXI ,"CA DE SEVERO OCHOA, 105 , BA           ",08224,4,607851623,,makuto1@hotmail.com                                                             ,COMUNICACIÓ                             ,416684.1814,4602312.8818,416590.1988,4602108.6703,1.9996198,41.5663061,LOCAL                                   ,"(41.56630614033099, 1.9996197669392393)"
ASSOCIACIO CULTURAL TABALERS DE TERRASSA,"CA DELS VOLUNTARIS, 89 , 4            ",08225,5,937358876,,,CULTURALS                               ,417881.3852,4603549.3906,417787.4138,4603345.1720,2.0138072,41.5775661,LOCAL                                   ,"(41.577566100258956, 2.013807200279201)"
APA COL.LEGI MARE DE DEU DEL CARME      ,"CA DE LA INDEPENDÈNCIA, 107 ",08225,5,937352628,www.ampakarmel.cat                                                              ,info@ampakarmel.cat                                                             ,EDUCATIVES I FORMATIVES                 ,417884.4057,4603192.4541,417790.4316,4602988.2349,2.0138923,41.5743518,DISTRICTE 5                             ,"(41.574351836139265, 2.0138922959513765)"
ASS. EX-ALUMNES COL.LEGI MARE DEU CARME ,"CA DE LA INDEPENDÈNCIA, 107 ",08225,5,937352628,,,EDUCATIVES I FORMATIVES                 ,417884.4057,4603192.4541,417790.4316,4602988.2349,2.0138923,41.5743518,LOCAL                                   ,"(41.574351836139265, 2.0138922959513765)"
MEDICUS MUNDI MEDITERRANIA              ,"CA D ALEXANDER BELL, 134 , AT           ",08224,4,937887015,www.medicusmundi.es/catalunya                                                   ,mediterrania@medicusmundi.es                                                    ,"SOLIDARITAT, PAU I DRETS HUMANS         ",416625.6563,4602361.8125,416531.6739,4602157.6015,1.9989111,41.5667407,LOCAL                                   ,"(41.56674070492342, 1.9989111462400508)"
ASSOCIACIO BASTONERS DE TERRASSA        ,"PS DEL VINT-I-DOS DE JULIOL, 86 , 1-1          ",08224,4,661406684,www.bastoners.terrassa.net                                                      ,bastonersdeterrassa@gmail.com                                                   ,CULTURALS                               ,416732.9688,4602435.3125,416638.9872,4602231.1008,2.0001878,41.5674138,LOCAL                                   ,"(41.567413835604555, 2.0001878276464504)"
L HEURA DEL VALLES FUNDACIO PRIVADA     ,"CA D ÈGARA, 16 ",08225,5,937842525,www.heura.cat                                                                   ,centre@heura.cat                                                                ,EDUCATIVES I FORMATIVES                 ,418176.4063,4602740.1250,418082.4292,4602535.9029,2.0174561,41.5703081,LOCAL                                   ,"(41.57030811167934, 2.017456063068588)"
ASSOC.CULTURAL AMICS DE SANT ANTONI ABAD,"CA DE PONENT, 59 ",08225,5,607251739,,kim@ilimit.es                                                                   ,CULTURALS                               ,418205.5168,4602856.6194,418111.5406,4602652.3972,2.0177893,41.5713602,LOCAL                                   ,"(41.571360244855, 2.0177892916194926)"
ASSOCIACIÓ TAIJI TERRASSA               ,"CA DE LA LLIBERTAT, 49 , 1            ",08226,5,937352094,,,CULTURALS                               ,418310.1563,4602857.3750,418216.1803,4602653.1520,2.0190441,41.5713778,LOCAL                                   ,"(41.57137775666244, 2.0190441116268567)"
AVV PL CATALUNYA ESCOLA INDUSTRIAL      ,"CA DE LLEÓ XIII, 58 , BA           ",08222,1,688894101,avcatalunyaescoles.terrassa.net                                                 ,avv.escoles@gmail.com                                                           ,VEÏNALS                                 ,418884.3719,4602287.6169,418790.3925,4602083.3887,2.0260076,41.5663050,DISTRICTE 1                             ,"(41.56630499376977, 2.0260076181375486)"
AMPA LICEO EGARA                        ,"CR DE CASTELLAR, 126 ",08222,1,637355721,https://ampaliceoegara.com/                                                     ,liceoegaraampa@gmail.com                                                        ,EDUCATIVES I FORMATIVES                 ,418817.7371,4602415.6660,418723.7585,4602211.4385,2.0251912,41.5674514,DISTRICTE 1                             ,"(41.5674514438245, 2.0251912155088148)"
ASSOCIACIO BOMBERS TERRASSA             ,"AV DE BARCELONA, 287 ",08222,1,,,capbomberster@gencat.cat                                                        ,MEDI AMBIENT                            ,418895.2875,4602496.6366,418801.3097,4602292.4086,2.0261103,41.5681885,LOCAL                                   ,"(41.56818854568474, 2.026110264842385)"
APA CP LA RODA                          ,"CA DE SALMERÓN, 223 ",08226,5,,www.ampalaroda.cat                                                              ,junta@ampalaroda.cat                                                            ,EDUCATIVES I FORMATIVES                 ,418495.8868,4602759.0175,418401.9104,4602554.7930,2.0212849,41.5705109,DISTRICTE 5                             ,"(41.57051091548666, 2.0212849088185108)"
XARXA EMPRENEDORA TERRASSA              ,"CA DE MANRESA, 68 , BA-LO        ",08226,6,607509627,WW.XET.CAT                                                                      ,administracio@xet.cat                                                           ,EMPRENEDORIA                            ,418411.6875,4603293.0625,418317.7150,4603088.8394,2.0202025,41.5753119,LOCAL                                   ,"(41.575311948830304, 2.0202024989381253)"
AGRUPACIO ASTRONOMICA DE TERRASSA       ,"CA DE MARTÍ DÍEZ, 7 , 3            ",08224,4,937883130,astroterrassa.com                                                               ,aat.terrassa@gmail.com                                                          ,CULTURALS                               ,417294.0457,4602122.5093,417200.0626,4601918.2929,2.0069594,41.5646550,LOCAL                                   ,"(41.56465500257077, 2.006959397598397)"
ASSOC. DE FAMILIARS DE MALALTS MENTALS  ,"CA DE MARTÍ DÍEZ, 7 , 1-D          ",08224,4,937809329,,salutmentalterrassa@gmail.com                                                   ,SALUT I SÒCIO-ASSISTENCIALS             ,417294.0457,4602122.5093,417200.0626,4601918.2929,2.0069594,41.5646550,LOCAL                                   ,"(41.56465500257077, 2.006959397598397)"
A.PROMO.ESPECTACLE INF. I JUV. LA XARXA ,"CA DE MARTÍ DÍEZ, 7 , 3            ",08224,4,,,laxarxadeterrassa@gmail.com                                                     ,CULTURALS                               ,417294.0457,4602122.5093,417200.0626,4601918.2929,2.0069594,41.5646550,LOCAL                                   ,"(41.56465500257077, 2.006959397598397)"
VOLUNTARIS TERRASSA                     ,"CA DE MARTÍ DÍEZ, 7 , 2-2          ",08224,4,676418568,www.voluntaristerrassa.cat                                                      ,voluntaristerrassa92@gmail.com                                                  ,VOLUNTARIAT                             ,417294.0457,4602122.5093,417200.0626,4601918.2929,2.0069594,41.5646550,LOCAL                                   ,"(41.56465500257077, 2.006959397598397)"
ASSOCIACIO DE DIABETICS DE CATALUNYA    ,"CA DE MARTÍ DÍEZ, 7 , 1-1          ",08224,4,937802955,www.adcterrassa.com                                                             ,adcterrassa@adc.cat                                                             ,SALUT I SÒCIO-ASSISTENCIALS             ,417294.0457,4602122.5093,417200.0626,4601918.2929,2.0069594,41.5646550,LOCAL                                   ,"(41.56465500257077, 2.006959397598397)"
ASSOCIACIO MOVIMENT D ESPLAI DEL VALLÈS ,"CA DE LA CISTERNA, 39 ",08221,1,937232711,www.mev.cat                                                                     ,moviment@mev.cat                                                                ,JUVENILS                                ,417462.5820,4601587.1583,417368.5951,4601382.9398,2.0090540,41.5598510,LOCAL                                   ,"(41.559851046388545, 2.0090540280660685)"
UNIO DE CONSUMIDORS DE CATALUNYA-UCC    ,"CA DE LA CISTERNA, 39 , 2-2          ",08221,1,937891397,,uccterrassa@consumidors.org                                                     ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",417462.5820,4601587.1583,417368.5951,4601382.9398,2.0090540,41.5598510,LOCAL                                   ,"(41.559851046388545, 2.0090540280660685)"
VOLUNTARIS D EGARA                      ,"CA DE LA CISTERNA, 39 , BA-2         ",08221,1,937891904,sites.google.com/site/voluntarisforestals/                                      ,vfterrassa@gmail.com                                                            ,MEDI AMBIENT                            ,417462.5820,4601587.1583,417368.5951,4601382.9398,2.0090540,41.5598510,LOCAL                                   ,"(41.559851046388545, 2.0090540280660685)"
AGRUPACIO DE DEFENSA FORESTAL TERRASSA  ,"CA DE LA CISTERNA, 39 , BA-1         ",08221,1,937891904,sites.google.com/site/voluntarisforestals/                                      ,vfterrassa@gmail.com                                                            ,MEDI AMBIENT                            ,417462.5820,4601587.1583,417368.5951,4601382.9398,2.0090540,41.5598510,LOCAL                                   ,"(41.559851046388545, 2.0090540280660685)"
ADENC                                   ,"CA DE LA CISTERNA, 39 ",08221,1,937171887,www.adenc.org                                                                   ,correu@adenc.org                                                                ,MEDI AMBIENT                            ,417462.5820,4601587.1583,417368.5951,4601382.9398,2.0090540,41.5598510,LOCAL                                   ,"(41.559851046388545, 2.0090540280660685)"
CASAL D AMISTAT CATALANO CUBANA         ,"CA DE LA CISTERNA, 39 , 1-1          ",08221,1,,terrassacuba.blogspot.com                                                       ,armandterrassa@yahoo.es                                                         ,"SOLIDARITAT, PAU I DRETS HUMANS         ",417462.5820,4601587.1583,417368.5951,4601382.9398,2.0090540,41.5598510,LOCAL                                   ,"(41.559851046388545, 2.0090540280660685)"
COL.LECTIU USUARIS BICI SENSE PRESSES   ,"CA DE LA CISTERNA, 39 , BA-2         ",08221,1,625428661,http://excursionistes.cat/                                                      ,cub.sensepresses@gmail.com                                                      ,ESPORTIVES                              ,417462.5820,4601587.1583,417368.5951,4601382.9398,2.0090540,41.5598510,LOCAL                                   ,"(41.559851046388545, 2.0090540280660685)"
FORN SANTA LLUCIA CB                    ,"CA DE SANTA LLÚCIA, 237 ",08222,2,937316037,,,ESPORTIVES                              ,419279.4219,4602145.4659,419185.4420,4601941.2345,2.0307641,41.5650648,DISTRICTE 2                             ,"(41.56506477902533, 2.0307641497505364)"
IGLESIA EVANGELICA BAUTISTA LA NATIVIDAD,"CA DEL DR. CABANES, 18 ",08221,1,937881411,www.lanativitat.org                                                             ,antoni_o@ono.com                                                                ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",417538.3438,4601581.4375,417444.3569,4601377.2184,2.0099632,41.5598073,LOCAL                                   ,"(41.55980734538884, 2.009963248052527)"
ASSOCIACIO COMERCIANTS C/VOLTA          ,"CA DE VOLTA, 18 ",08224,4,937805952,,merce-broto@hotmail.com                                                         ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",417311.0673,4602004.0798,417217.0833,4601799.8631,2.0071798,41.5635902,DISTRICTE 4                             ,"(41.56359018654042, 2.0071798302810233)"
NOVES GENERACIONS DEL PARTIT POPULAR    ,"RM D ÈGARA, 203 , 1-2          ",08224,4,937880493,,,POLÍTIQUES I SINDICALS                  ,417351.6734,4601920.8840,417257.6888,4601716.6668,2.0076782,41.5628451,LOCAL                                   ,"(41.56284512463266, 2.007678208782862)"
ASSOCIACIO TRABUCAIRES DE TERRASSA      ,"CA DE LA CISTERNA, 2 , 1            ",08221,1,659033956,colladelsfederins.blogspot.com.es/                                              ,trabucaires.de.terrassa@gmail.com                                               ,CULTURALS                               ,417432.5313,4601790.8750,417338.5459,4601586.6570,2.0086657,41.5616826,LOCAL                                   ,"(41.5616826195366, 2.0086656778110514)"
CENTRE D ESPLAI SANT LLORENÇ            ,"CA DE LA MOLA, 2 ",08227,6,,,,JUVENILS                                ,419223.7500,4603505.6875,419129.7803,4603301.4586,2.0299134,41.5773094,DISTRICTE 6                             ,"(41.57730939532632, 2.0299134019041696)"
ASSOCIACIO PROGAT TERRASSA              ,"CA DE LA GOLETA, 11 ",08221,1,619784761,www.progatterrassa.org                                                          ,info@progatterrassa.org                                                         ,MEDI AMBIENT                            ,417444.4688,4601933.8125,417350.4845,4601729.5947,2.0087892,41.5629712,LOCAL                                   ,"(41.562971150854345, 2.0087891596213345)"
ASOC.PARA LA PROTECCION FAMILIA Y VIDA  ,"CA DE LA UNIÓ, 2  Esc.B, 4      ",08221,1,628714512,,fdealarcon@gmail.com                                                            ,SALUT I SÒCIO-ASSISTENCIALS             ,417491.5000,4601914.5625,417397.5156,4601710.3443,2.0093558,41.5628026,LOCAL                                   ,"(41.56280264229067, 2.0093557682182066)"
UNIO DEMOCRATICA DE CATALUNYA           ,"CA DE LA UNIÓ, 2 , 2            ",08221,1,937330523,,,POLÍTIQUES I SINDICALS                  ,417491.5000,4601914.5625,417397.5156,4601710.3443,2.0093558,41.5628026,LOCAL                                   ,"(41.56280264229067, 2.0093557682182066)"
