URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;ALDAKUNTZA MOTA;ALDAKUNTZAREN IZENA;EMAKUME KOPURUA;GIZON KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1306;TXALTXA-ZELAI KALEA;001;004;OC;CAMBIO DE DOMICILIO DE HABITAN;5;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1306;TXALTXA-ZELAI KALEA;001;004;RN;MODIFICACION POR RENOVACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1307;TXIRIO KALEA;001;003;EM;BAJA HABITANTE POR EMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1307;TXIRIO KALEA;001;003;ER;MODIFICACION DATOS DE HABITANT;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1307;TXIRIO KALEA;001;003;IN;ALTA HABITANTE POR INMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1307;TXIRIO KALEA;001;003;NA;ALTA HABITANTE POR NACIMIENTO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1307;TXIRIO KALEA;001;003;OC;CAMBIO DE DOMICILIO DE HABITAN;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1307;TXIRIO KALEA;001;003;RN;MODIFICACION POR RENOVACION;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;1309;BARRIA PLAZA;001;003;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1309;BARRIA PLAZA;001;003;EM;BAJA HABITANTE POR EMIGRACION;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1309;BARRIA PLAZA;001;003;IN;ALTA HABITANTE POR INMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1309;BARRIA PLAZA;001;003;OC;CAMBIO DE DOMICILIO DE HABITAN;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1401;ALDATZE KALEA;002;005;CO;CONFIRMACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1401;ALDATZE KALEA;002;005;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1401;ALDATZE KALEA;002;005;EM;BAJA HABITANTE POR EMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1401;ALDATZE KALEA;002;005;ER;MODIFICACION DATOS DE HABITANT;5;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1401;ALDATZE KALEA;002;005;IN;ALTA HABITANTE POR INMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1401;ALDATZE KALEA;002;005;NA;ALTA HABITANTE POR NACIMIENTO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1401;ALDATZE KALEA;002;005;OC;CAMBIO DE DOMICILIO DE HABITAN;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1402;ARDANTZA KALEA;002;005;DE;BAJA HABITANTE POR DEFUNCION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1402;ARDANTZA KALEA;002;005;EM;BAJA HABITANTE POR EMIGRACION;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1402;ARDANTZA KALEA;002;005;ER;MODIFICACION DATOS DE HABITANT;6;12;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1402;ARDANTZA KALEA;002;005;II;BAJA HABITANTE POR INCLUSION I;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1402;ARDANTZA KALEA;002;005;IN;ALTA HABITANTE POR INMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1402;ARDANTZA KALEA;002;005;NA;ALTA HABITANTE POR NACIMIENTO;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1402;ARDANTZA KALEA;002;005;OC;CAMBIO DE DOMICILIO DE HABITAN;16;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1403;GOROSTA BALLE;002;001;DE;BAJA HABITANTE POR DEFUNCION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1403;GOROSTA BALLE;002;001;EM;BAJA HABITANTE POR EMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1403;GOROSTA BALLE;002;001;IN;ALTA HABITANTE POR INMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1403;GOROSTA BALLE;002;001;OC;CAMBIO DE DOMICILIO DE HABITAN;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1404;MANDIOLA BALLE;002;001;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1404;MANDIOLA BALLE;002;001;EM;BAJA HABITANTE POR EMIGRACION;4;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1404;MANDIOLA BALLE;002;001;ER;MODIFICACION DATOS DE HABITANT;2;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1404;MANDIOLA BALLE;002;001;IN;ALTA HABITANTE POR INMIGRACION;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1404;MANDIOLA BALLE;002;001;NA;ALTA HABITANTE POR NACIMIENTO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1404;MANDIOLA BALLE;002;001;OA;ALTA DE HABITANTE POR OTRAS CA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1404;MANDIOLA BALLE;002;001;OC;CAMBIO DE DOMICILIO DE HABITAN;1;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1404;MANDIOLA BALLE;002;001;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1405;MEKOLA KALEA;002;005;EM;BAJA HABITANTE POR EMIGRACION;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1405;MEKOLA KALEA;002;005;ER;MODIFICACION DATOS DE HABITANT;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1405;MEKOLA KALEA;002;005;IN;ALTA HABITANTE POR INMIGRACION;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1405;MEKOLA KALEA;002;005;NA;ALTA HABITANTE POR NACIMIENTO;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1405;MEKOLA KALEA;002;005;OC;CAMBIO DE DOMICILIO DE HABITAN;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1406;MILAFLORES KALEA;002;001;EM;BAJA HABITANTE POR EMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1406;MILAFLORES KALEA;002;001;ER;MODIFICACION DATOS DE HABITANT;0;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1407;SAN JUAN KALEA;002;005;CO;CONFIRMACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1407;SAN JUAN KALEA;002;005;DE;BAJA HABITANTE POR DEFUNCION;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1407;SAN JUAN KALEA;002;005;EM;BAJA HABITANTE POR EMIGRACION;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1407;SAN JUAN KALEA;002;005;ER;MODIFICACION DATOS DE HABITANT;12;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1407;SAN JUAN KALEA;002;005;IN;ALTA HABITANTE POR INMIGRACION;8;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1407;SAN JUAN KALEA;002;005;NA;ALTA HABITANTE POR NACIMIENTO;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1407;SAN JUAN KALEA;002;005;OC;CAMBIO DE DOMICILIO DE HABITAN;5;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1407;SAN JUAN KALEA;002;005;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2101;ABONTZA-BIDE;002;001;EM;BAJA HABITANTE POR EMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2101;ABONTZA-BIDE;002;001;IN;ALTA HABITANTE POR INMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;2101;ABONTZA-BIDE;002;001;OC;CAMBIO DE DOMICILIO DE HABITAN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;2102;ARRATE-BIDE;002;001;DE;BAJA HABITANTE POR DEFUNCION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2102;ARRATE-BIDE;002;001;EM;BAJA HABITANTE POR EMIGRACION;5;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;2102;ARRATE-BIDE;002;001;ER;MODIFICACION DATOS DE HABITANT;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2102;ARRATE-BIDE;002;001;IN;ALTA HABITANTE POR INMIGRACION;7;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2102;ARRATE-BIDE;002;001;NA;ALTA HABITANTE POR NACIMIENTO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;2102;ARRATE-BIDE;002;001;OC;CAMBIO DE DOMICILIO DE HABITAN;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2102;ARRATE-BIDE;002;001;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2102;ARRATE-BIDE;002;005;DE;BAJA HABITANTE POR DEFUNCION;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2102;ARRATE-BIDE;002;005;ER;MODIFICACION DATOS DE HABITANT;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2102;ARRATE-BIDE;002;005;NA;ALTA HABITANTE POR NACIMIENTO;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;2102;ARRATE-BIDE;002;005;OC;CAMBIO DE DOMICILIO DE HABITAN;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2102;ARRATE-BIDE;004;005;IN;ALTA HABITANTE POR INMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2103;LEGARRE KALEA;002;001;DE;BAJA HABITANTE POR DEFUNCION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2103;LEGARRE KALEA;002;001;EM;BAJA HABITANTE POR EMIGRACION;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;2103;LEGARRE KALEA;002;001;ER;MODIFICACION DATOS DE HABITANT;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2103;LEGARRE KALEA;002;001;II;BAJA HABITANTE POR INCLUSION I;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2103;LEGARRE KALEA;002;001;IN;ALTA HABITANTE POR INMIGRACION;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2103;LEGARRE KALEA;002;001;OC;CAMBIO DE DOMICILIO DE HABITAN;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2103;LEGARRE KALEA;002;002;DE;BAJA HABITANTE POR DEFUNCION;19;18;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2103;LEGARRE KALEA;002;002;EM;BAJA HABITANTE POR EMIGRACION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;2103;LEGARRE KALEA;002;002;ER;MODIFICACION DATOS DE HABITANT;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
