Mun;N.Fijo ;D;Mod;Sección;Epígrafe;Amb;Fec.Alta;Inicio Prof.;Uso;Super1 ;Super2 ;Super3 ;Super4 ;Super5 ;Super6 ;Super7 ;Super8 ;Super9 ;Super10;PotInd ;PotBan ;Obrer;Afecto Sim.;Máq.Apuestas;Toneladas;Nro.Viaj.;Ho;Plz;Máq.A;Máq.B;Descr.Elem1         ;Tipo Elem1;Valor Elem1  ;Descr.Elem2         ;Tipo Elem2;Valor Elem2  ;Descr.Elem3         ;Tipo Elem3;Valor Elem3  ;Descr.Elem4         ;Tipo Elem4;Valor Elem4  ;Título Epígrafe Euskera                                     ;Título Epígrafe castellano
030;0318130;H;841;      1;  5011  ;  M;20070301;        0000; AL;0000000;0000025;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ERAIKINEN ERAIKINTZA OSOA, KONPONKETA ETA KONTSERBAKETA     ;CONSTRUCCION COMPLETA, REPARACION Y CONSERVACION DE EDIFI.
030;0318410;G;840;      1;  3191  ;  M;20070312;        0000;   ;0001100;0000500;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000019;0000000;00009;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MEKANIKA OROKORRA                                           ;MECANICA GENERAL
030;0318414;P;840;      1;  8612  ;  E;20070301;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0318603;W;840;      1;  64651 ;  M;20070301;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;NUMERO DE MAQUINAS  ;         N;0000000000001;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;TABAKOAREN TXIKIZK. SALMENTA, ESTABLEZIMENDUAREN IZENDUNA   ;VENTA MENOR TABACO EN  MAQUINA TITULAR ESTABLECIMIENTO
030;0318690;H;840;      1;  8612  ;  E;20060701;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0318822;J;840;      1;  9722  ;  M;20070326;        0000;   ;0000060;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;APAINKETARAKO ARETO ETA INSTITUTUAK ETA ESTET. KABINETEAK   ;SALONES E INSTITUTOS DE BELLEZA Y GABINETES DE ESTETICA
030;0318823;R;840;      2;  841   ;  M;20070326;        0000;   ;0000060;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;NATUROP.,AKUPUNT. ETA BESTE PROFESIONAL PARASANITARIOAK     ;NATUROPATAS, ACUPUNTORES Y OTROS PROFESIONALES PARASANITAR
030;0318825;K;840;      1;  8612  ;  E;20070415;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0318905;Q;840;      1;  5042  ;  M;20070227;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ITURGINTZA INSTALAZIOAK                                     ;INSTALACIONES FONTANERIA
030;0318968;A;840;      1;  6732  ;  M;20070319;        0000;   ;0000080;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
030;0319240;R;840;      1;  3169  ;  M;20070401;        0000;   ;0000124;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000021;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO METAL. BESTE PROD. BUKATU BATZUEN FABRIKAZIOA    ;FABRICACION OTROS ARTICULOS ACABADOS EN METALES N.C.O.P.
030;0319556;V;840;      1;  9669  ;  M;20070410;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO BESTE KULTUR ZERBITZU BATZUK                     ;OTROS SERVICIOS CULTURALES N.C.O.P.
030;0320144;R;840;      1;  8612  ;  E;20070101;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0320399;J;840;      1;  6179  ;  M;20070426;        0000;   ;0000400;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUSTRIARTEKO B.I.S.G.KO BES. EKOIZKIN BATZUEN HANDIZ. SALM;VENTA MAYOR INTERINDUSTRIAL DE OTROS PRODUCTOS N.C.O.P.
030;0320405;W;840;      1;  722   ;  E;20070427;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;     12,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
030;0320417;Q;840;      1;  699   ;  M;20070501;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00001;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO BESTE KONPONKETA BATZUK                          ;OTRAS REPARACIONES N.C.O.P.
030;0320483;X;840;      1;  8612  ;  E;20070501;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0320531;B;840;      1;  943   ;  M;20070501;        0000;   ;0000123;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ESTOMATOLOGIA ETA ODONTOLOGIAKO KONTSULTA ETA KLINIKAK      ;CONSULTAS Y CLINICAS DE ESTOMATOLOGIA Y ODONTOLOGIA
030;0320657;N;840;      1;  6175  ;  M;20070504;        0000;   ;0000100;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ZUR LANKETARAKO ETA METAL LANKETARAKO MAKIN. HANDIZK. SALM. ;VENTA MAYOR MAQUINARIA PARA LA MADERA Y EL METAL
030;0320684;P;840;      1;  5011  ;  E;20070417;        0000;   ;0000064;0000105;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ERAIKINEN ERAIKINTZA OSOA, KONPONKETA ETA KONTSERBAKETA     ;CONSTRUCCION COMPLETA, REPARACION Y CONSERVACION DE EDIFI.
030;0321765;H;840;      1;  841   ;  M;20070601;        0000;   ;0000135;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;LEGE ZERBITZUAK                                             ;SERVICIOS JURIDICOS
030;0321858;P;840;      2;  712   ;  M;20070601;        0000;   ;0000020;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ASEGURU AGENTE ETA ARTEKARIAK                               ;AGENTES Y CORREDORES DE SEGUROS
030;0322092;A;840;      1;  722   ;  E;20070605;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      1,5;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
030;0322158;G;840;      1;  9669  ;  M;20070604;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO BESTE KULTUR ZERBITZU BATZUK                     ;OTROS SERVICIOS CULTURALES N.C.O.P.
030;0322675;B;840;      1;  722   ;  E;20070620;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;     18,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
030;0402907;T;840;      1;  8611  ;  E;20121112;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ETXEBIZITZEN ALOKAIRUA                                      ;ALQUILER DE VIVIENDAS
030;0402932;F;840;      1;  834   ;  M;20121201;        0000;   ;0000005;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JABETASUN INMOBIL. ETA INDUST. JABETASUNARI BURUZKO ZERBITZ.;SERVICIOS RELATIVOS A LA PROPIEDAD INMOBILIARIA E INDUSTRI
030;0402984;D;841;      1;  5013  ;  M;20121115;        0000; AL;0000030;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
030;0403046;N;840;      1;  812   ;  M;20121102;        0000;   ;0000110;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AURREZKI KUTXAK                                             ;CAJAS DE AHORRO
030;0403054;V;840;      1;  812   ;  M;20121102;        0000;   ;0000168;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AURREZKI KUTXAK                                             ;CAJAS DE AHORRO
030;0403116;S;840;      1;  6732  ;  M;20121214;        0000;   ;0000060;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    1;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
030;0403149;W;840;      1;  6512  ;  M;20121206;        0000;   ;0000080;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JANTZI ETA ZORONGENTZAKO JANZKIEN TXIKIZKAKO SALMENTA       ;VENTA MENOR DE PRENDAS DE ROPA PARA EL VESTIDO Y TOCADO
030;0403158;P;840;      1;  8612  ;  E;20121201;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0403339;X;840;      1;  6522  ;  M;20130101;        0000;   ;0000139;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;DROGERI ETA APAIN GAIEN TXIKIZKAKO SALMENTA                 ;VENTA MENOR PRODUCTOS  DROGUERIA Y PRODUCTOS PARA DECORACIO
030;0403475;R;840;      1;  6177  ;  M;20130101;        0000;   ;0000010;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;OHIALGINTZARAKO   MAKINERIAREN HANDIZKAKO SALMENTA          ;VENTA MAYOR MAQUINARIA TEXTIL
030;0403553;H;840;      1;  8612  ;  E;20130101;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0403573;J;840;      1;  8332  ;  M;20121218;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ERAIKINEN SUSTAPENA                                         ;PROMOCION DE EDIFICACIONES
030;0403723;U;840;      1;  8612  ;  E;20130101;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0404006;K;840;      1;  8321  ;  M;20130102;        0000;   ;0000010;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ASEGURU AGENTZIAK ETA ASEGURU ARTEKARITZA                   ;AGENCIAS DE SEGUROS Y CORREDURIAS DE SEGUROS
030;0404031;T;840;      2;  834   ;  M;20130101;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ODONTOLOGOAK                                                ;ODONTOLOGOS
030;0404078;K;840;      1;  3191  ;  M;20130101;        0000;   ;0000080;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000001;0000000;00002;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MEKANIKA OROKORRA                                           ;MECANICA GENERAL
030;0404252;W;840;      1;  9365  ;  M;20130101;        0000;   ;0010172;0000000;0000546;0012318;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IKERKETA TEKNIKO INDUSTRIALA                                ;INVESTIGACION TECNICA INDUSTRIAL
030;0404253;H;840;      1;  8439  ;  M;20130101;        0000;   ;0002083;0000000;0000112;0002523;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO ZENBAIT ZERBITZU TEKNIKO                         ;OTROS SERVICIOS TECNICOS N.C. O.P.
030;0404326;N;840;      1;  6512  ;  M;20130101;        0000;   ;0000036;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JANTZI ETA ZORONGENTZAKO JANZKIEN TXIKIZKAKO SALMENTA       ;VENTA MENOR DE PRENDAS DE ROPA PARA EL VESTIDO Y TOCADO
030;0404332;F;840;      1;  8612  ;  E;20130101;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0404542;W;840;      1;  8612  ;  E;19951201;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0404546;Y;840;      2;  731   ;  M;20130101;        0000;   ;0000008;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ABOKATUAK                                                   ;ABOGADOS
030;0404711;E;840;      1;  6471  ;  M;20121220;        0000;   ;0000070;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;SALTZAILE BIDEZKO ELIKAGAI ETA EDARIEN EKOIZK. TXIKIZK. SALM;VENTA MENOR DE PRODUCTOS  ALIMENTICIOS Y BEB. CON VENDEDOR
030;0404749;C;840;      1;  8612  ;  E;20130201;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0404868;E;840;      1;  6511  ;  M;20130117;        0000;   ;0000070;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ETXEKO JANTZ.,ALFON., ETA ANTZEKO PROD. TXIKIZK. SALMENTA   ;VENTA MENOR PRODUCTOS TEXTILES HOGAR, ALFOMBRAS Y SIMILARES
030;0404873;L;840;      1;  6431  ;  M;20130121;        0000;   ;0000020;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ARRAINEN ETA ARRAIN EKOIZKINEN TXIKIZKAKO SALMENTA          ;VENTA MENOR DE PESCADOS Y OTRO PRODUCTOS DE LA PESCA
030;0405019;N;840;      1;  8612  ;  E;20130115;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0405043;X;840;      2;  599   ;  M;20130124;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKATAR. ETA OSTALARITZAREKIN ZERIK DUTEN BES. PROF. BATZUK;OTROS PROFESIONALES RELACIONADOS CON EL COMERCIO Y HOSTEL.
030;0405109;U;840;      1;  8612  ;  E;20120926;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0405127;G;840;      1;  8611  ;  E;20130101;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ETXEBIZITZEN ALOKAIRUA                                      ;ALQUILER DE VIVIENDAS
030;0405252;A;840;      1;  8612  ;  E;20130101;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0405498;W;840;      1;  8612  ;  E;20130101;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0405719;A;840;      2;  776   ;  M;20130101;        0000;   ;0000028;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ZIENTZIA POLITIKO ETA SOZIALETAN DOKTORE ETA LIZENTZIATUAK  ;DOCTORES Y LICENCIADOS EN CIENCIAS POLITICAS Y SOCIALES
030;0405874;U;840;      1;  6152  ;  M;20130205;        0000;   ;0000050;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ALTZARIEN HANDIZKAKO SALMENTA                               ;VENTA MAYOR MUEBLES
030;0405887;W;840;      2;  411   ;  M;20130201;        0000;   ;0000050;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ARKITEKTOAK                                                 ;ARQUITECTOS
030;0405888;H;840;      1;  656   ;  M;20130201;        0000;   ;0000050;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ONDASUN ERABILIEN TXIKIZKAKO SALMENTA                       ;VENTA AL POR MENOR DE BIENES USADOS
030;0405889;P;840;      1;  6531  ;  M;20130201;        0000;   ;0000050;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ALTZARIEN (BULEGOETAKOAK EZIK) TXIKIZKAKO SALMENTA          ;VENTA MENOR MUEBLES   (EXCEPTO LOS DE OFICINA)
