TIPUS ENTREVISTA,NOMBRE BENEFICIARIS,MES,AÑO,ZONA
ENTREVISTA,3,MAYO      ,2008,MASIA zona 3
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,3,MAYO      ,2008,ZONA 1
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 3
PRIMERA ACOLLIDA,4,MAYO      ,2008,ZONA 1
PRIMERA ACOLLIDA,2,MAYO      ,2008,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,3,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,3,MAYO      ,2008,ZONA 2
ENTREVISTA,2,MAYO      ,2008,MASIA zona 3
PRIMERA ACOLLIDA,4,MAYO      ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,2,MAYO      ,2008,ZONA 2
ENTREVISTA,5,MAYO      ,2008,MASIA zona 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,MAYO      ,2008,ZONA 1
ENTREVISTA,5,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,MAYO      ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,2,MAYO      ,2008,ZONA 1
ENTREVISTA,5,MAYO      ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,1,MAYO      ,2008,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,MAYO      ,2008,ZONA 1
PRIMERA ACOLLIDA,3,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,MAYO      ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,MAYO      ,2008,ZONA 3
PRIMERA ACOLLIDA,1,MAYO      ,2008,ZONA 2
ENTREVISTA,1,MAYO      ,2008,ZONA 3
ENTREVISTA,1,MAYO      ,2008,ZONA 2
ENTREVISTA,4,MAYO      ,2008,ZONA 1
PRIMERA ACOLLIDA,3,MAYO      ,2008,ZONA 3
ENTREVISTA,1,MAYO      ,2008,MASIA zona 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,,MAYO      ,2008,ZONA 3
ENTREVISTA,1,MAYO      ,2008,ZONA 1
ENTREVISTA,1,MAYO      ,2008,ZONA 2
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,3,MAYO      ,2008,ZONA 2
ENTREVISTA,2,MAYO      ,2008,ZONA 3
ENTREVISTA,2,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 2
ENTREVISTA,1,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 2
PRIMERA ACOLLIDA,2,MAYO      ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,4,MAYO      ,2008,ZONA 3
PRIMERA ACOLLIDA,1,MAYO      ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,2,MAYO      ,2008,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,MAYO      ,2008,ZONA 1
ENTREVISTA,1,MAYO      ,2008,ZONA 1
ENTREVISTA,2,MAYO      ,2008,ZONA 1
ENTREVISTA,5,MAYO      ,2008,ZONA 2
ENTREVISTA,1,MAYO      ,2008,ZONA 1
ENTREVISTA,8,MAYO      ,2008,ZONA 1
ENTREVISTA,3,MAYO      ,2008,ZONA 2
ENTREVISTA,4,MAYO      ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,5,JUNIO     ,2008,ZONA 3
ENTREVISTA,3,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,6,MAYO      ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 2
ENTREVISTA,4,JUNIO     ,2008,ZONA 2
ENTREVISTA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,1,MAYO      ,2008,ZONA 1
ENTREVISTA,2,MAYO      ,2008,ZONA 2
PRIMERA ACOLLIDA,2,MAYO      ,2008,ZONA 2
ENTREVISTA,5,MAYO      ,2008,ZONA 2
ENTREVISTA,3,MAYO      ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,1,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,4,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,MAYO      ,2008,ZONA 1
ENTREVISTA,5,MAYO      ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,3,MAYO      ,2008,ZONA 1
ENTREVISTA,7,MAYO      ,2008,ZONA 3
ENTREVISTA,3,JUNIO     ,2008,ZONA 1
ENTREVISTA,3,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,MAYO      ,2008,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,3,MAYO      ,2008,ZONA 1
ENTREVISTA,3,MAYO      ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,MAYO      ,2008,ZONA 1
ENTREVISTA,3,MAYO      ,2008,ZONA 1
ENTREVISTA,1,MAYO      ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,1,JUNIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,MAYO      ,2008,ZONA 1
ENTREVISTA,1,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 2
ENTREVISTA,1,MAYO      ,2008,ZONA 1
ENTREVISTA,1,MAYO      ,2008,ZONA 2
ENTREVISTA,5,MAYO      ,2008,ZONA 2
ENTREVISTA,4,MAYO      ,2008,ZONA 2
ENTREVISTA,1,MAYO      ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,3,MAYO      ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,3,JUNIO     ,2008,ZONA 2
ENTREVISTA,9,JUNIO     ,2008,ZONA 1
ENTREVISTA,5,MAYO      ,2008,MASIA zona 3
ENTREVISTA,5,MAYO      ,2008,MASIA zona 3
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,4,MAYO      ,2008,ZONA 3
ENTREVISTA,6,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,AGOSTO    ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,MAYO      ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,3,JUNIO     ,2008,ZONA 3
ENTREVISTA,3,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,3,JUNIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,7,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,3,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,3,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,MASIA zona 3
PRIMERA ACOLLIDA,4,JUNIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,2,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,4,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,4,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,4,JUNIO     ,2008,ZONA 2
ENTREVISTA,3,JULIO     ,2008,ZONA 2
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JULIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,2,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,3,JULIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,4,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,3,JUNIO     ,2008,MASIA zona 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,3,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,3,JUNIO     ,2008,ZONA 1
ENTREVISTA,3,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,5,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 2
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,6,JULIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,5,JUNIO     ,2008,ZONA 3
ENTREVISTA,5,JULIO     ,2008,ZONA 1
ENTREVISTA,2,JULIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,7,JUNIO     ,2008,ZONA 3
ENTREVISTA,5,JUNIO     ,2008,MASIA zona 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,3,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,3,JUNIO     ,2008,ZONA 2
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,3,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,5,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JULIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JULIO     ,2008,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,JULIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,6,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JULIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JULIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,3,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JULIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,4,JUNIO     ,2008,MASIA zona 3
ENTREVISTA,6,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,5,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,SEPTIEMBRE,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,1,AGOSTO    ,2008,ZONA 3
ENTREVISTA,1,AGOSTO    ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,4,JUNIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,4,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JULIO     ,2008,ZONA 2
ENTREVISTA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,3,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,3,JUNIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,1,JULIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,JULIO     ,2008,ZONA 2
ENTREVISTA,1,AGOSTO    ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,6,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,5,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,1,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,3,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,3,JUNIO     ,2008,ZONA 2
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,4,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,3,JUNIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,MASIA zona 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,AGOSTO    ,2008,ZONA 3
ENTREVISTA,4,JULIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JUNIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,4,JULIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,4,JULIO     ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,JULIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,4,JULIO     ,2008,ZONA 1
ENTREVISTA,6,JULIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,1,JULIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,4,JULIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,1,JULIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,2,JULIO     ,2008,ZONA 3
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,3,JULIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,2,JULIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JULIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,2,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,3,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,2,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 2
ENTREVISTA,4,JULIO     ,2008,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,4,JULIO     ,2008,ZONA 3
ENTREVISTA,2,JULIO     ,2008,ZONA 1
ENTREVISTA,3,JUNIO     ,2008,ZONA 2
ENTREVISTA,3,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JULIO     ,2008,ZONA 3
ENTREVISTA,5,JUNIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,3,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,2,JULIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,2,JULIO     ,2008,ZONA 3
ENTREVISTA,3,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 1
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,2,JUNIO     ,2008,ZONA 2
ENTREVISTA,4,ENERO     ,2008,MASIA zona 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 2
ENTREVISTA,4,JULIO     ,2008,MASIA zona 3
PRIMERA ACOLLIDA,2,JULIO     ,2008,ZONA 1
ENTREVISTA,3,JUNIO     ,2008,ZONA 1
ENTREVISTA,3,JULIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,3,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,4,JULIO     ,2008,MASIA zona 3
ENTREVISTA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
ENTREVISTA,2,JULIO     ,2008,ZONA 1
ENTREVISTA,3,JULIO     ,2008,ZONA 1
ENTREVISTA,1,AGOSTO    ,2008,ZONA 1
ENTREVISTA,5,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JUNIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,4,JULIO     ,2008,ZONA 3
ENTREVISTA,2,AGOSTO    ,2008,ZONA 1
ENTREVISTA,5,JULIO     ,2008,ZONA 3
ENTREVISTA,3,JULIO     ,2008,ZONA 3
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,3,JULIO     ,2008,ZONA 3
ENTREVISTA,3,JULIO     ,2008,MASIA zona 3
ENTREVISTA,2,JULIO     ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 2
ENTREVISTA,4,JULIO     ,2008,ZONA 1
ENTREVISTA,4,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,4,JULIO     ,2008,ZONA 2
ENTREVISTA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JULIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,2,JULIO     ,2008,ZONA 1
ENTREVISTA,2,AGOSTO    ,2008,ZONA 3
ENTREVISTA,3,AGOSTO    ,2008,ZONA 2
ENTREVISTA,2,SEPTIEMBRE,2008,ZONA 1
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,4,JUNIO     ,2008,MASIA zona 3
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 2
ENTREVISTA,1,JULIO     ,2008,ZONA 2
ENTREVISTA,3,JULIO     ,2008,ZONA 1
ENTREVISTA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,1,JULIO     ,2008,ZONA 3
ENTREVISTA,3,JULIO     ,2008,ZONA 2
ENTREVISTA,1,JULIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,3,JULIO     ,2008,ZONA 2
ENTREVISTA,1,JULIO     ,2008,ZONA 1
ENTREVISTA,4,JULIO     ,2008,ZONA 1
ENTREVISTA,2,JULIO     ,2008,ZONA 1
ENTREVISTA,2,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,1,JULIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,1,JULIO     ,2008,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,1,JULIO     ,2008,ZONA 2
PRIMERA ACOLLIDA,3,FEBRERO   ,2008,ZONA 3
ENTREVISTA,3,JULIO     ,2008,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,1,JULIO     ,2008,ZONA 1
PRIMERA ACOLLIDA,5,JULIO     ,2008,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,JULIO     ,2008,ZONA 2
ENTREVISTA,5,JULIO     ,2008,MASIA zona 3
ENTREVISTA,3,JULIO     ,2008,ZONA 2
ENTREVISTA,2,JULIO     ,2008,ZONA 2
