NOM,DOMICILISOCIAL,TELEFON,EMAIL,WEB,CATEGORIA,LATITUD,LONGITUD,LOCATION,ENLLACDIRECTORI,icon
"Comercial Ros, SA (Renault Dacia)","avinguda bertran i güell, 36, 08850 Gavà",936522051 626083697,jordi.arbones@renaultros.com,,Automoció i carburants,41.29963,2.00871,"(41.29963, 2.00871)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5231,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Rio Import (Volkswagen),"avinguda bertran i güell, 44, 08850 Gavà",936801777 936626163,vw@rioimport.es,,Serveis,41.29916,2.009107,"(41.29916, 2.009107)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5237,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Rio Import (Audi),"avinguda bertran i güell, 44, 08850 Gavà",936801777 ,audi@rioimport.es,,Automoció i carburants,41.29916,2.009107,"(41.29916, 2.009107)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5236,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Fusteria Isidre,"avinguda bertran i güell, 5, 08850 Gavà",936629624 ,,,Equipament de la llar,41.301804,2.007265,"(41.301804, 2.007265)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3938,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
J.F Star Bravo Automoviles (Toyota),"avinguda bertran i güell, 50, 08850 Gavà",936525990 936389303,josemaria.merino@starbaix.com,,Automoció i carburants,41.298225,2.009841,"(41.298225, 2.009841)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5234,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Gimnàs Arqus,"avinguda bertran i güell, 54, 08850 Gavà",936384756 607530898,arqusport@terra.es,http://www.arqusport.com,Serveis,41.297802,2.010356,"(41.297802, 2.010356)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5148,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Sara Navarro,"avinguda bòbiles, 20, 08850 Gavà",936622519 ,saranavarro1987@gmail.com,,Serveis,41.30406,1.993122,"(41.30406, 1.993122)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3777,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Clínica Veterinària Les Bòbiles,"avinguda bòbiles, 30, 08850 Gavà",936335630 650394190,opvalls@hotmail.com,,Serveis,41.30406,1.993122,"(41.30406, 1.993122)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4832,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
A-duo,"avinguda bòbiles, 30, 08850 Gavà",936382720 696623940,linosandri@hotmail.com,,Salut i cosmètica  (quotidià no alimentari),41.30406,1.993122,"(41.30406, 1.993122)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4830,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Servi Cris, SL","avinguda diagonal, 10, 08850 Gavà",936625016 656958068,SERVICRIS@hotmail.com,,Serveis,41.304775,1.997686,"(41.304775, 1.997686)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4205,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Bcn-Grenn, SL","avinguda diagonal, 10, 08850 Gavà",936625016 610466375,jardineria@bcngreen.com,http://www.bcngreen.com,Equipament de la llar,41.304775,1.997686,"(41.304775, 1.997686)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3774,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Naturestètic,"avinguda diagonal, 10, 08850 Gavà",936389241 693931111,naturestetic_gava@yahoo.es,,Salut i cosmètica  (quotidià no alimentari),41.304775,1.997686,"(41.304775, 1.997686)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4828,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Foto Pir Video - Kodak Express,"avinguda diagonal, 16, 08850 Gavà",936382397 653934121,laboratori@fotopirvideo.com,http://www.fotopirvideo.com,Lleure i cultura,41.30509,1.997014,"(41.30509, 1.997014)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4279,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Tienda de chuches Gavà ,"avinguda diagonal, 16, 08850 Gavà",658092910 ,noemmunoz@hotmail.com,,Alimentació (quotidià alimentari),41.30509,1.997014,"(41.30509, 1.997014)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5498,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Vanesa Costa Rodríguez,"avinguda diagonal, 22, 08850 Gavà", ,,,Serveis,41.30509,1.997014,"(41.30509, 1.997014)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5370,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Antlantis Reforma, SL","avinguda diagonal, 22, 08850 Gavà",936622111 649950681,reforma@antlantis.net,http://www.antlantis.net,Serveis,41.30509,1.997014,"(41.30509, 1.997014)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3719,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Centro Médico Brugués Diagonal,"avinguda diagonal, 22, 08850 Gavà",936384437 ,cmbdiagonal@hotmail.com,,Lleure i cultura,41.30509,1.997014,"(41.30509, 1.997014)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4824,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Áreas de Alimentación ,"avinguda diagonal, 4, 08850 Gavà",932626363 630912108,javier@areasdealimentacion.com,,Alimentació (quotidià alimentari),41.304115,1.998206,"(41.304115, 1.998206)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5120,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bar Plaza Balmes,"avinguda diagonal, 4, 08850 Gavà", 657651123,,,Bar,41.304115,1.998206,"(41.304115, 1.998206)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4817,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
"Murillo Gestió Integral, SL","avinguda diagonal, 5, 08850 Gavà",936383919 ,murillogestio@murillogestio.es,http://www.murillogestio.es,Serveis jurídics - Gestories,41.304783,1.997671,"(41.304783, 1.997671)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=2481,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Cerveceria Las Tinajas,"avinguda diagonal, 5, 08850 Gavà",936383672 600042905,,,Bar,41.304783,1.997671,"(41.304783, 1.997671)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4157,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Decoración Belmar,"avinguda diagonal, 6, 08850 Gavà",936333328 616963192,diagonal@belmardecoracion.com,http://www.belmardecoracion.com,Equipament de la llar,41.30478,1.997678,"(41.30478, 1.997678)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3778,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Supermercados Condis,"avinguda diagonal, 6, 08850 Gavà",936382333 680354366,,http://www.condis.es,Alimentació (quotidià alimentari),41.30478,1.997678,"(41.30478, 1.997678)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4216,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
El Racó de Diagonal,"avinguda diagonal, 8, 08850 Gavà",936627023 ,,,Alimentació (quotidià alimentari),41.304775,1.997686,"(41.304775, 1.997686)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3869,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Áreas de Alimentación,"avinguda eramprunyà, 14-16, 08850 Gavà",936389040 ,,http://www.areasdealimentacion.com,Alimentació (quotidià alimentari),41.309486,1.997562,"(41.309486, 1.997562)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4678,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Unitrans, SCCL ","avinguda eramprunyà, 15, 08850 Gavà",936388158 663880120,unitrans@unitrans.es,http://www.unitrans.es/,Serveis,41.309486,1.997562,"(41.309486, 1.997562)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4769,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Comercial A' Fonsagrada 2000, SL ","avinguda eramprunyà, 15, 08850 Gavà",936389085 ,afonsagrada2000sl@hotmail.com,,Serveis,41.309486,1.997562,"(41.309486, 1.997562)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4717,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Gavavins,"avinguda eramprunyà, 22, 08850 Gavà", ,joseluis@gavavins.es,http://www.gavavins.es,Alimentació (quotidià alimentari),41.309486,1.997562,"(41.309486, 1.997562)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5328,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Pizzeria Montevideo. Com Gava,"avinguda eramprunyà, 22, 08850 Gavà",936333988 678913694,vanismale@hotmail.com,,Bar - Restaurant,41.309486,1.997562,"(41.309486, 1.997562)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4761,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Mapfre Assegurances,"avinguda eramprunyà, 32, 08850 Gavà",936382336 ,marinlm@mapfre.com,http://www.mapfre.com,Serveis,41.309895,1.995968,"(41.309895, 1.995968)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4772,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bar Los Molinos,"avinguda eramprunyà, 35, 08850 Gavà", 639653090,,,Bar,41.309486,1.997562,"(41.309486, 1.997562)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4681,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Peluquería M. Carmen,"avinguda eramprunyà, 49, 08850 Gavà",699442720 ,,,Serveis,41.309486,1.997562,"(41.309486, 1.997562)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4773,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Clínica Ocular Dr. Amilburu,"avinguda eramprunyà, 5, 08850 Gavà",936384873 679647542,,,Serveis,41.309067,1.999453,"(41.309067, 1.999453)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4701,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Clínica Ocular Dr. Amilburu,"avinguda eramprunyà, 5, 08850 Gavà",936384873 679647542,,,Serveis,41.309067,1.999453,"(41.309067, 1.999453)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1959,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Body&Soul,"avinguda eramprunyà, 5, 08850 Gavà", 661176390,jvera1979@hotmail.com,http://www.bodyandsoul.es,Serveis,41.309067,1.999453,"(41.309067, 1.999453)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4304,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Perruqueria Guillermo,"avinguda eramprunyà, 5, 08850 Gavà",936384670 ,guiyermogoma@hotmail.com,,Serveis,41.309067,1.999453,"(41.309067, 1.999453)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4107,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Totauto Gavà, SL","avinguda eramprunyà, 5, 08850 Gavà",936380997 ,comercial@totautogava.es,http://www.totautogava.es/,Automoció i carburants,41.309067,1.999453,"(41.309067, 1.999453)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5235,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bar la Estel'la,"avinguda eramprunyà, 6, 08850 Gavà",936629739 633941313,jtumillovera@yahoo.es,,Bar,41.30938,1.999307,"(41.30938, 1.999307)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4683,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Rostisseria Els Quatre Plats ,"avinguda joan carles i, 4, 08850 Gavà",936389809 ,anacel63@gmail.com,,Restaurant,41.298878,2.00314,"(41.298878, 2.00314)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=2421,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Rostisseria Els Quatre Plats ,"avinguda joan carles i, 4, 08850 Gavà",936389809 ,anacel63@gmail.com,,Restaurant,41.298878,2.00314,"(41.298878, 2.00314)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=2322,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Floristeria El Bosc,"avinguda joan carles i, 4, 08850 Gavà",936389770 ,,,Equipament de la llar,41.298878,2.00314,"(41.298878, 2.00314)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3916,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Multijob 24H,"avinguda joan carles i, 46, 08850 Gavà", 667265320,multijob24@multijob24.com,,Serveis,41.29926,2.003772,"(41.29926, 2.003772)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=421,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Farmàcia Les Bòbiles ,"avinguda joan carles i, 56, 08850 Gavà",936381979 ,farmacia@farmacialesbobiles.com,http://facebook.com/farmacia.gava,Salut - Bellesa - Centres esportius,41.30577,1.994131,"(41.30577, 1.994131)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=506,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Copiflash ,"avinguda joan carles i, 56, 08850 Gavà",936380389 ,gava2@copiflash.com,http://www.copiflash.com,Serveis,41.30577,1.994131,"(41.30577, 1.994131)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4266,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Forn del Pi,"avinguda joan xxiii, 14, 08850 Gavà", 667891100,,,Alimentació (quotidià alimentari),41.308384,2.000372,"(41.308384, 2.000372)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4781,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bar Piñol,"avinguda joan xxiii, 14, 08850 Gavà",936624502 ,,,Bar,41.308384,2.000372,"(41.308384, 2.000372)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3765,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Sushi Chef,"avinguda mar, 1, 08850 Gavà",936331500 ,,http://www.sushi-chef.eu,Restaurant,41.281975,2.018639,"(41.281975, 2.018639)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=2861,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Domus - Real Estate Domestic Services,"avinguda mar, 3 local 6, 08850 Gavà",936331210 660981771,info@domusblue.com,http://www.ydomus.es,Serveis,41.302826,2.001935,"(41.302826, 2.001935)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5279,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Apartaments San Diego,"cami pinar, 8, 08850 Gavà",936451888 ,,,Hotel - Apartaments,41.27169,2.002061,"(41.27169, 2.002061)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5139,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Maía Dolores Molero Nieto,"carrer antoni gaudí, 11, 08850 Gavà", ,,,Equipament de la llar,41.307846,2.003798,"(41.307846, 2.003798)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5476,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Corallus,"carrer antoni gaudí, 25, 08850 Gavà",936623393 607257545,corallus@bichosfera.com,http://www.jansans.com,Equipament de la llar,41.30776,2.003527,"(41.30776, 2.003527)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4297,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Autoescoles Latorre,"carrer antoni gaudí, 33, 08850 Gavà",936623105 667726587,info@autoescolalatorre.com,,Serveis,41.3075,2.002588,"(41.3075, 2.002588)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3735,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Mimos Artesanía, SCP","carrer antoni gaudí, 39, 08850 Gavà",687237226 ,artesaniamimos@hotmail.com,,Turisme - Cultura - Oci,41.3075,2.002588,"(41.3075, 2.002588)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1029,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Bar Nou cafè,"carrer apel·les mestres, 1, 08850 Gavà", 693734374,,,Bar,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4348,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
"Xarcuteria Carnisseria ""Casa Elias""","carrer apel·les mestres, 11 bajo 4, 08850 Gavà",936389961 696314376,,,Alimentació (quotidià alimentari),41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4929,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Centre Dolç,"carrer apel·les mestres, 41, 08850 Gavà",600217108 ,,,Alimentació (quotidià alimentari),41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=901,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bar Bruno,"carrer apel·les mestres, 76, 08850 Gavà", ,,,Bar,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4857,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Electricidad del automovil J. Badell,"carrer artur costa, 10, 08850 Gavà",936626853 ,,,Automoció i carburants,41.304394,2.007793,"(41.304394, 2.007793)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4859,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Gestoria Tarrida,"carrer artur costa, 4, 08850 Gavà",936620554 ,,http://www.tarrida.com,Serveis,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3950,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Perruqueria Style Estetica,"carrer artur costa, 8, 08850 Gavà",936623046 677330014,,,Serveis,41.30441,2.007814,"(41.30441, 2.007814)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4124,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Alimentación Vegaz,"carrer ausiàs marc, 6, 08850 Gavà",607964892 ,,,Alimentació (quotidià alimentari),41.300335,2.00031,"(41.300335, 2.00031)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4325,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Gavà Óptic,"carrer begues, 5, 08850 Gavà",936388804 ,info@gavaoptic.com,http://www.gavaoptic.com,Lleure i cultura,41.308514,1.999986,"(41.308514, 1.999986)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3943,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Advocat Krier Alexz,"carrer begur, 1, 08850 Gavà",936330726 ,,,Serveis,41.269653,2.035134,"(41.269653, 2.035134)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5130,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Ciber NYR@.COM,"carrer cap de creus, 14, 08850 Gavà",936334349 678106108,,,Serveis,41.3035,2.004234,"(41.3035, 2.004234)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3824,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Righetti Forners, SL","carrer cap de creus, 30, 08850 Gavà",936620135 646721580,righettiforners@gremipa.com,,Alimentació (quotidià alimentari),41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4195,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
M de Pekes ,"carrer cap de creus, 32, 08850 Gavà",931270773 617219445,monikatorralvo@gmail.com,,Equipament de la persona,41.303986,2.004468,"(41.303986, 2.004468)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5365,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Nova Imatge,"carrer cap de creus, 5, 08850 Gavà",936384474 685188373,novaimatge@hotmail.com,,Serveis,41.303986,2.004468,"(41.303986, 2.004468)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4062,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Ohh! Paper Scrac,"carrer castelldefels, 5, 08850 Gavà",936384233 ,ohhpaper@gmail.com,,Lleure i cultura,41.30284,2.005306,"(41.30284, 2.005306)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=882,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Tentazione,"carrer castelldefels, 9, 08850 Gavà",936334985 615193547,,http://www.heladostentazione.com,Alimentació (quotidià alimentari),41.301376,2.004274,"(41.301376, 2.004274)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4869,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Fem Temps,"carrer lluís dalmau, 47, 08850 Gavà",936336440 655898144,,,Bar,41.303226,1.998489,"(41.303226, 1.998489)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4154,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Cuines Martí,"carrer major, 19, 08850 Gavà",936628096 653973707,cuinesmarti@cuinesmarti.com,,Equipament de la llar,41.304302,2.00539,"(41.304302, 2.00539)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4807,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Wonder Moda,"carrer major, 31, 08850 Gavà",936628601 ,wondermoda@gmail.com,http://www.wondermoda.com,Equipament de la persona,41.304394,2.005401,"(41.304394, 2.005401)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4896,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Shaco Aruba Gavà,"carrer manuel de falla, 9, 08850 Gavà",936388149 617309292,shacoaruba@tiendashaco.es,http://www.shaco.es,Equipament de la llar,41.305637,1.9955,"(41.305637, 1.9955)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4720,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Taller de reparació calçat Fernandez,"carrer mare de déu de bruguers, 22, 08850 Gavà",936628752 630513373,,,Serveis,41.30743,2.003677,"(41.30743, 2.003677)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4220,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Rápido Fernández,"carrer mare de déu de bruguers, 22, 08850 Gavà",936628752 ,,,Equipament de la llar,41.30743,2.003677,"(41.30743, 2.003677)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4746,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Instalaciones Terrés, SA","carrer mare de déu de bruguers, 46, 08850 Gavà",936334060 610733845,,,Equipament de la llar,41.307156,2.002561,"(41.307156, 2.002561)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3976,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Begues Seguridad, SL","carrer mare de déu de la mercè, 13, 08850 Gavà",902102870 ,mtronchoni@beguesseguridad.com,,Serveis,41.30469,2.006833,"(41.30469, 2.006833)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1521,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Restaurant Capri Pizza,"carrer mare de déu de la mercè, 13, 08850 Gavà",936383132 ,,,Bar - Restaurant,41.30469,2.006833,"(41.30469, 2.006833)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4167,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Beatriz Merino Mesa,"carrer mare de déu de montserrat, 11, 08850 Gavà", ,,,Serveis,41.303856,2.00181,"(41.303856, 2.00181)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5398,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Mi Pelu,"carrer mare de déu de montserrat, 11, 08850 Gavà",936383329 ,,,Serveis,41.303856,2.00181,"(41.303856, 2.00181)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4936,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bar Frankfurt Yaque,"carrer mare de déu de montserrat, 11, 08850 Gavà", 679244266,,,Bar,41.303856,2.00181,"(41.303856, 2.00181)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4935,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Peña Madridista de Gava,"carrer montflorit, 85, 08850 Gavà", 661508950,fsilva@renfe.es,,Serveis,41.30351,2.0001,"(41.30351, 2.0001)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4913,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Chiquiboy,"carrer montflorit, 85, 08850 Gavà",936384207 695191038,,,Equipament de la persona,41.30351,2.0001,"(41.30351, 2.0001)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4917,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Parafàrmacia Gavà,"carrer montflorit, 85, 08850 Gavà",937978497 ,hola@parafarmacia.com,http://www.parafarmacia.com,Salut i cosmètica  (quotidià no alimentari),41.30351,2.0001,"(41.30351, 2.0001)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5540,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Toldos Montflorit, SL","carrer montflorit, 88, 08850 Gavà",936627552 647714829,toldos-montflorit@hotmail.com,http://www.toldosmonflorit.es,Equipament de la llar,41.303444,2.000278,"(41.303444, 2.000278)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4242,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Ahmed Ouhazem,"carrer montflorit, 88, 08850 Gavà", 632838945,,,Alimentació (quotidià alimentari),41.303444,2.000278,"(41.303444, 2.000278)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5572,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
2Tijeras,"carrer montflorit, 89, 08850 Gavà",936621115 ,,,Equipament de la persona,41.304794,1.99951,"(41.304794, 1.99951)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4235,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Pastelería Panadería oh.K.Bó,"carrer montflorit, 91, 08850 Gavà",936336998 ,,,Alimentació (quotidià alimentari),41.304897,1.999461,"(41.304897, 1.999461)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4085,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
