NOM,PRESIDENT,DIRECCIO,TELEFON,EMAIL,WEB,DATA_ALTA,TIPUS,NumSocios,enllacdirectori,latitud,longitud,LOCALITZACIO
ASSOCIACIÓ D'ARTISTES PLÀSTICS DE GAVÀ,NEUS PINO POLO,"passatge rambla, 9 ,08850 Gavà",,artistesplasticsgava@gmail.com,,03/18/2010 12:00:00 AM,Culturals,5,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=330,,,
ASSOCIACIÓ D'ESTUDIS POLÍTICS I SOCIALS DE GAVÀ,MARCEL.LI REYES VIDAL,"avinguda eramprunyà, 4 ,08850 Gavà",936389147,centreestudispolitics@gmail.com,,12/17/2013 12:00:00 AM,Culturals,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1261,41.309334,2.0000362,"(41.309334, 2.000036)"
ASSOCIACIÓ DE COMERCIANTS DEL MERCAT MUNICIPAL DE LA  PLAÇA MAJOR DE GAVÀ,SALVADORA GONZÁLEZ SÁNCHEZ,"carrer salvador lluch, 4 ,08850 Gavà",936624026,,,07/25/1997 12:00:00 AM,Comerç,25,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=156,41.30593,2.0047626,"(41.30593, 2.004763)"
ASSOCIACIÓ DE COMERCIANTS EL COR DE GAVÀ,JOSÉ MANUEL CASTRO BORREGO,"carrer colomeres, 129 ,08850 Gavà",936629256,,,02/17/1997 12:00:00 AM,Comerç,90,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=225,41.30712,1.9993407,"(41.30712, 1.999341)"
ASSOCIACIÓ DE COOPERACIÓ INTERNACIONAL NORD-SUD (CONOSUD),MANUEL MORAL HERENCIA,"carrer ortigosa ,14-16,08003 Barcelona",936451724,baixllobregat@conosud.org,www.conosud.org,01/25/2008 12:00:00 AM,"Coop. Internacional, M. Ambient",44,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=283,41.302826,2.0019345,"(41.302826, 2.001935)"
ASSOCIACIÓ DE DIABÈTICS DE CATALUNYA (ADC),JOSEP MICOLAU LLAMBRICH,"rambla joaquim vayreda, 31 ,08850 Gavà",936333624,micjo02@ca.com,,05/31/2005 12:00:00 AM,Acció Social,70,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=260,,,
ASSOCIACIÓ DE DISMINUÏTS FÍSICS DE GAVÀ (ADIFGA),XAVIER ALAVEDRA I AMBRÓS,"carrer cap de creus, 20 ,08850 Gavà",936384116,,,06/06/2002 12:00:00 AM,Acció Social,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=150,41.303986,2.0044682,"(41.303986, 2.004468)"
ASSOCIACIÓ DE DONES PROGRESSISTES CLARA CAMPOAMOR,M. CARMEN GARCÍA HERNÁNDEZ,"rambla joaquim vayreda, 31 ,08850 Gavà",936333637,donesccampoamorgava@yahoo.es,,06/17/1998 12:00:00 AM,Culturals,50,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=211,,,
ASSOCIACIÓ DE DONES PROGRESSISTES TRETZE ROSES,ESTHER MANIEGA FRAIZ,"avinguda bòbiles, 2 ,08850 Gavà",,donesprogressistes13roses@gmail.com,,06/04/2008 12:00:00 AM,Culturals,15,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=289,,,
ASSOCIACIÓ DE FAMILIARS DEL CENTRE OCUPACIONAL CAVIGA,JOSEP ALCARAZ MONDRAGÓN,"c. d'andorra-polígon can calderón,s/n,08840 Viladecans",936589421,familiarscaviga@gmail.com,,09/25/2007 12:00:00 AM,Educatives i de Lleure,89,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=334,41.3227,2.031407,"(41.3227, 2.031407)"
ASSOCIACIÓ DE GENT GRAN DE GAVÀ,FRANCISCO OLIVARES MOLINA,"carrer sant isidre, 24 ,08850 Gavà",,gentgran2014@gmail.com,,02/14/1994 12:00:00 AM,Culturals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=160,,,
"ASSOCIACIÓ DE IOGA, DANSA I TERÀPIES ALTERNATIVES PER A L'EVOLUCIÓ PERSONAL",PILAR PALLARES MARTÍNEZ,"rambla pompeu fabra, 85 ,08850 Gavà",936621620,iogaarjuna@yahoo.es,,05/05/2010 12:00:00 AM,Culturals,25,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=193,41.309425,2.0028028,"(41.309425, 2.002803)"
ASSOCIACIÓ DE MARES I PARES D'ALUMNES CEIP JOAN SALAMERO,LIRIA HERNANDEZ ZARAGOZA,"rambla pompeu fabra, 184 ,08850 Gavà",936623450,98017505@centres.xtec.es,,03/12/1998 12:00:00 AM,Educatives i de Lleure,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=216,,,
ASSOCIACIÓ DE MARES I PARES D'ALUMNES DE L' ESCOLA MUNICIPAL MARIA FELIP DURAN,RAQUEL SERRA VICENTE,"avinguda eramprunyà, 44 ,08850 Gavà",936620604,,,04/22/2013 12:00:00 AM,Educatives i de Lleure,38,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1159,,,
ASSOCIACIÓ DE MARES I PARES D'ALUMNES DEL COL.LEGI IMMACULADA CONCEPCIÓ,NÚRIA PONS I BOFILL,"plaça església, 1 ,08850 Gavà",936620436,ampaicg@gmail.com,www.immaculadaconcepcio.org,07/25/2012 12:00:00 AM,Educatives i de Lleure,851,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1153,41.280243,1.9768252,"(41.280243, 1.976825)"
ASSOCIACIÓ DE MARES I PARES D'ALUMNES GIMBEBÉ-AULA MAR,JAUME MARQUÉS MASCARELL,"carrer llançà, 3 ,08850 Gavà",936331238,ampa@gimbebe.es,,02/12/2008 12:00:00 AM,Educatives i de Lleure,150,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=303,41.270863,2.0420504,"(41.270863, 2.04205)"
ASSOCIACIÓ DE MARES I PARES DE L'ESCOLA JACME MARCH,CATALINA CALLE LEON,"carrer sant pere, 114 ,08850 Gavà",,jacme_march@yahoo.es,,01/24/2005 12:00:00 AM,Educatives i de Lleure,170,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=274,,,
ASSOCIACIÓ DE MARES I PARES DEL COL.LEGI SANTO ANGEL,Marta Valenzuela Carrasco,"avinguda bòbiles, 1 ,08850 Gavà",,ampasangelgava@gmail.com,,05/24/2012 12:00:00 AM,Educatives i de Lleure,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1151,,,
ASSOCIACIÓ DE PARES D'ALUMMNES COLEGIO SAN PEDRO DE GAVÀ,LAIA MATEO PEREZ,"carrer montflorit, 138-142 ,08850 Gavà",936626353,,,02/26/2009 12:00:00 AM,Educatives i de Lleure,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=298,,,
ASSOCIACIÓ DE PARES D'ALUMNES DE LA LLAR D'INFANTS JOSEP PALLACH,EULÀLIA CARRILO CAMPILLO,"carrer sant martí, 33 ,08850 Gavà",936627752,,,01/19/2005 12:00:00 AM,Educatives i de Lleure,42,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=174,,,
ASSOCIACIÓ DE PARES D'ALUMNES I.B. MARE DE DÉU DE BRUGUES,NOEMI ARNAU,"carrer jaume i, 4-6 ,08850 Gavà",936621636,ampa@insbruguers.cat,,02/14/2005 12:00:00 AM,Educatives i de Lleure,406,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=262,,,
ASSOCIACIÓ DE VEÏNS DE LES COLOMERES,Manuel Angel Cortes Espadiña,"carrer f. pi i margall, 52 ,08850 Gavà",,,,11/11/1992 12:00:00 AM,Veïnals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=320,41.30796,1.9964343,"(41.30796, 1.996434)"
ASSOCIACIÓ DE VEÏNS DEL BARRI DE BRUGUERS DE GAVÀ,RAMON JOSEP VIA MASANA ,"rambla joaquim vayreda, 39 ,08850 Gavà",,,,03/12/2003 12:00:00 AM,Veïnals,200,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=157,41.304665,2.0084157,"(41.304665, 2.008416)"
ASSOCIACIÓ DE VEÏNS DEL BARRI LA BARCELONETA DE GAVÀ,M. CARMEN ALONSO,"carrer eivissa, 4 ,08850 Gavà",,,,03/03/1997 12:00:00 AM,Veïnals,38,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=234,,,
"ASSOCIACIÓ DE VEÏNS I CULTURAL ""AUSIÀS MARCH"" DE GAVÀ",JESUS COSO RODRIGO,"carrer ausiàs marc, 2 ,08850 Gavà",936620940,,,07/07/1992 12:00:00 AM,Veïnals,200,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=149,,,
ASSOCIACIÓ DE VEÏNS LA SENTIU DE GAVÀ ,JOSÉ CAÑAS VIDAL,"carrer floresta, s/n ,08850 Gavà",936381168,aavvlasentiu@gmail.com,www.aavvlasentiu.entitatsgavaciutat.cat,11/04/1992 12:00:00 AM,Veïnals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=139,,,
ASSOCIACIÓ DE VEÏNS PLATJA DE GAVÀ,JORDI VILLACORTA GARCIA,"avinguda europa, 6-8 ,08850 Gavà",936331174,,,10/29/2004 12:00:00 AM,Veïnals,200,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=201,,,
ASSOCIACIÓ DE VEÏNS SANTA TERESA I FRANCESC MACIÀ,CRISTINA DIAZ CASADO,"carrer guifré el pelós, 2 ,08850 Gavà",,,,02/28/1994 12:00:00 AM,Veïnals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=161,41.305878,1.9964411,"(41.305878, 1.996441)"
ASSOCIACIÓ EL RACÒ DIVERTIT,MONTSERRAT TRILLO CASTILLO,"carrer riera de les parets, 14 ,08850 Gavà",,,,12/19/2012 12:00:00 AM,Educatives i de Lleure,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1156,,,
ASSOCIACIÓ ESPLAI MASIA ESPINÓS,ADRIA PAREDES SANTIN,"carrer principal, 28-30 ,08850 Gavà",936336127,info@esplaimasiaespinos.org,,10/08/2004 12:00:00 AM,Educatives i de Lleure,110,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=233,,,
ASSOCIACIÓ ESPLAISAURUS,BEATRIZ ALISES MEGIAS,"rambla pompeu fabra, 184 ,08850 Gavà",936382982,montserratalises@hotmail.com,,11/09/1999 12:00:00 AM,Educatives i de Lleure,50,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=227,,,
ASSOCIACIÓ ESPORTIVA ESCOLAR  IES EL CALAMOT,JUAN JOSÉ GARCÍA MUÑOZ,"avinguda joan carles i, 62 ,08850 Gavà",936334450,ieselcalamot@xtec.cat,,01/08/2009 12:00:00 AM,Esportives,850,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=204,,,
ASSOCIACIÓ ESPORTIVA ESCOLAR IES DE BRUGUERS DE GAVÀ,DAVID SERRES,"carrer jaume i, 4 ,08850 Gavà",936621639,a8017530@xtec.cat,,01/08/2009 12:00:00 AM,Esportives,70,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=295,,,
ASSOCIACIÓ ESPORTIVA EXPI,MIQUEL SANS FONTANET,"carrer sant nicasi, 81 ,08850 Gavà",936581506,expi06@gmail.com,,01/12/2005 12:00:00 AM,Esportives,52,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=329,41.30836,2.0016863,"(41.30836, 2.001686)"
ASSOCIACIÓ ESPORTIVA TENNIS KEY CLUB,IGNACIO-BERNADO VICENTE LÓPEZ,"cami riuet, s/n ,08850 Gavà",,,,04/14/2005 12:00:00 AM,Esportives,147,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=197,,,
ASSOCIACIÓ FESTIVAL DE MÚSICS JOVES DE CATALUNYA,SHIGERU ITO,"passeig joan maragall, 23 ,08850 Gavà",,festival.musicos.jovenes@hotmail,,02/16/2007 12:00:00 AM,Culturals,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=342,41.302387,2.000875,"(41.302387, 2.000875)"
ASSOCIACIÓ FONS D'APADRINAMENT SOCIAL BOLÍVIA (AFAS BOLÍVIA),ROSA MARIA ARENOLS ROCA,"rambla marina ,331, Hospitalet De Llobregat (L')",936624371,,,09/27/2007 12:00:00 AM,"Coop. Internacional, M. Ambient",10,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=302,41.353775,2.105903,"(41.353775, 2.105903)"
ASSOCIACIÓ GATS VELLS,Àngel Batet i Buenaventura,"carrer sarrià, 9 ,08850 Gavà",936622986,,,01/17/2011 12:00:00 AM,Culturals,6,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=155,,,
ASSOCIACIÓ GAVÀ FUTUR,JUAN CARLOS MORENO DIAZ,"carrer centre, 35 ,08850 Gavà",,,,02/18/2015 12:00:00 AM,Culturals,20,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=2661,41.305183,2.0021362,"(41.305183, 2.002136)"
ASSOCIACIÓ H2 FITNESS CLUB GAVÀ,MARTI POZZI TENA,"carrer montflorit, 105 ,08850 Gavà",936388147,,,02/16/2011 12:00:00 AM,Esportives,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=317,,,
ASSOCIACIÓ INFERNALS DE GAVÀ,GRISELDA ESTEVE PLANTALECH,"rambla joaquim vayreda, 71 ,08850 Gavà",,infernals.gava@gmail.com,,03/19/2010 12:00:00 AM,Culturals,12,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=331,,,
ASSOCIACIÓ JUVENIL CLUB OMEGA,ADRIÁN BARREDO CORDÓN,"carrer major, 37 ,08850 Gavà",936355435,barredoadrian@gmail.com,,01/17/2011 12:00:00 AM,Culturals,27,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=195,,,
ASSOCIACIÓ JUVENIL RECS,SERGI SINTES MUNTADA,"plaça magdalena trias, 21 ,08850 Gavà",,rowiwcito@hotmail.com,,02/02/2005 12:00:00 AM,Culturals,32,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=141,,,
ASSOCIACIÓ LA NOVA BARCELONA,RUBEN MELLADO MONTORO,"mare de deu de port,164,08038 Barcelona",936336387,lanovabcn@gmail.com,,02/19/2014 12:00:00 AM,Culturals,6,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1581,41.35858,2.1432998,"(41.35858, 2.1433)"
ASSOCIACIÓ LA ROSA DELS VENTS,DOLORES MARCHIRÁN DÍAZ,"circumvalació,40, Sant Climent De Llobregat",936592578,associaciolarosadelsvents@gmail.com,,10/17/2011 12:00:00 AM,Culturals,5,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1145,41.335518,1.9990298,"(41.335518, 1.99903)"
ASSOCIACIÓ LLATINOAMERICANA DE GAVÀ,MIGUEL ANGEL CORNEJO ANDRADE,"carretera santa creu de calafell, 135 ,08850 Gavà",936389517,aso.latinagava@live.com,,01/25/2010 12:00:00 AM,Culturals,4,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=307,41.300545,2.0055714,"(41.300545, 2.005571)"
ASSOCIACIÓ NAZAR PER A LA PREVENCIÓ DE L'ESTRÈS,ALICIA GARCÍA MARTÍN,"passeig del collet,2-4,08860 Castelldefels",,nazar_ape@hotmail.com,,12/05/2008 12:00:00 AM,Culturals,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=284,41.273533,1.9483027,"(41.273533, 1.948303)"
ASSOCIACIÓ PAWNEES MC BARCELONA,Julio Calo Garcia,"avinguda generalitat,166,08840 Viladecans",,Raul17.Barcelona@gmail.com,www.Pawneesbarcelona.blogspot.com,02/16/2012 12:00:00 AM,Esportives,11,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=325,41.312405,2.016872,"(41.312405, 2.016872)"
ASSOCIACIÓ PEL DESENVOLUPAMENT DE L'EDUCACIÓ VIÀRIA A CATALUNYA (ADEVIC),JOSÉ MARIA NAVARRO GONZÁLEZ,"luis morè del castillo,18-20,08840 Viladecans",936373322,adevicat@yahoo.es,,03/31/2008 12:00:00 AM,Educatives i de Lleure,4,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=306,41.302826,2.0019345,"(41.302826, 2.001935)"
ASSOCIACIÓ PER A LA PROMOCIÓ DE L'ESPECTACLE INFANTIL I JUVENIL A GAVÀ,JAUME AMIGÓ I DURÁN,"carrer usatges de barcelona, 1 ,08850 Gavà",936620614,,,12/17/2004 12:00:00 AM,Culturals,15,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=222,41.3021,2.0065362,"(41.3021, 2.006536)"
ASSOCIACIÓ PLATAFORMA LÚDICOSOCIAL,MIQUEL JORNET RODRÍGUEZ,"plaça llibertat, 4 ,08850 Gavà",,plataforma@ludicosocial.org,,03/17/2011 12:00:00 AM,Culturals,4,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=337,,,
ASSOCIACIÓ RIGERAMA,GERMAN BARRENA CASERO,"carrer garraf , 9 ,08850 Gavà",936587544,german@barrenacarmona.com,,03/18/2010 12:00:00 AM,"Coop. Internacional, M. Ambient",4,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=192,,,
ASSOCIACIÓ ROMANÍ DE GAVÀ,FELIX SILVA SANTOS,"carrer sant lluís, 77 ,08850 Gavà",,,,01/13/2012 12:00:00 AM,Culturals,5,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1148,,,
ASSOCIACIÓ SETZENOUS,Javier Marin Solanas,"carrer major, 37 ,08850 Gavà",636355435,setzenous@gmail.com,,02/28/2012 12:00:00 AM,Culturals,7,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=315,,,
ASSOCIACIÓ SUPORT A LA QUALITAT DE VIDA DE LES PERSONES AMB DISCAPACITAT I LES SEVES FAMÍLIES,JOSEP ANTONI CEBRIÀ BENITO,"c. correu,48,08800 Vilanova I La Geltru",,assosuport@hotmail.com,,03/19/2010 12:00:00 AM,Acció Social,25,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=308,41.22309,1.72767,"(41.22309, 1.72767)"
ASSOCIACIÓ TRENCA'T LA CLOSCA,ANA BELÉN GARCÍA SEGURA,"carrer major, 37 ,08850 Gavà",,trencatlaclosca@trencatlaclosca.org,,01/11/2012 12:00:00 AM,Educatives i de Lleure,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1147,,,
ASSOCIACIÓ UNIÓ GERMANS DEL MÓN,NOUREDDINE TAZOUI,"carrer riera de les parets, 14 ,08850 Gavà",,unio.germans.del.mon@gmail.com,,03/19/2010 12:00:00 AM,Culturals,6,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=310,,,
ASSOCIACIÓ VEHICLES D'ÈPOCA BAIX LLOBREGAT,MANUEL RIVAS FERNANDEZ,"avinguda diagonal, 1 ,08850 Gavà",,,,09/22/2004 12:00:00 AM,Esportives,50,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=232,,,
ASSOCIACIÓ VEÏNAL DEL BARRI DEL CENTRE,JORDI RIBO I CAMPANYA,"carrer vila i vilà, 33 ,08850 Gavà",936336186,avbcdegava@gmail.com,,03/05/2002 12:00:00 AM,Veïnals,22,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=215,,,
ASSOCIACIÓ VIDA Y ALMA,CARMEN SALAZAR MUÑOZ,"carrer montflorit, 157 ,08850 Gavà",,,,11/08/2011 12:00:00 AM,Acció Social,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1146,41.30766,1.9981654,"(41.30766, 1.998165)"
ASSOCIACIÓ VOLUNTARIS DE GAVA,Maria Luz Garcia Escamilla,"plaça panes, 41 ,08850 Gavà",,voluntarisdegava@gmail.com,,06/18/2012 12:00:00 AM,Acció Social,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1152,,,
ASSOCIACIÓ ÀREA COMERCIAL LES RAMBLES DE GAVÀ,XAVIER SENTIS I BONICH,"rambla joaquim vayreda, 61 ,08850 Gavà",936336554,xsentis@rosaroja.net,,03/26/1996 12:00:00 AM,Comerç,6,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=162,41.305653,2.007254,"(41.305653, 2.007254)"
ASSOCIACIÓN CULTURAL DE FORMACIÓN DE ACTIVIDADES DIRIGIDAS Y EDUCACIÓN SOCIAL,JULIO CÉSAR ALFONSO CAMPOS,"carrer manuel de falla, 7 ,08850 Gavà",,,,01/19/2009 12:00:00 AM,Culturals,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=361,41.305637,1.9955002,"(41.305637, 1.9955)"
"BANDA MAJORETTES, TROMPETAS Y TAMBORES DE GAVÁ",OSCAR BLASCO RAPELA,"avinguda eramprunyà, 46 ,08850 Gavà",,,,01/12/2005 12:00:00 AM,Culturals,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=172,,,
CARITAS DIOCESANA DE SANT FELIU DE LLOBREGAT,ROSER VILARO ROMERA,"armenteres,35, Sant Feliu De Llobregat",936525770,,,11/08/2016 12:00:00 AM,Acció Social,352,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5545,41.37707,2.04505,"(41.37707, 2.04505)"
CASA DE ANDALUCIA,CONCEPCIÓN BENJUMEA,"rambla pompeu fabra, 23 ,08850 Gavà",936333390,Benjumea60@hotmail.com,,07/25/1997 12:00:00 AM,Culturals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=164,,,
"CASA DE ARAGON DE GAVÀ, VILADECANS Y CASTELLDEFELS ",JUAN AVILA ALCOBENDAS,"avinguda mas sellarès, 26 ,08850 Gavà",936627403,infor@casadearagon.es,,03/01/2005 12:00:00 AM,Culturals,120,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=247,41.305996,2.00929,"(41.305996, 2.00929)"
CASA DE VALÈNCIA DE GAVÀ,VICENTE BLAY BLAY,"carrer montflorit, 137 ,08850 Gavà",936381921,cvalenciagava@hotmail.com,,09/30/2004 12:00:00 AM,Culturals,10,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=219,,,
CASA NICARAGUA BAIX LLOBREGAT SUD,CARLOS JAVIER HUERTA FERNÁNDEZ,"vistalegre ,15,08001 Barcelona",,ksanica_baixllob@yahoo.es,,03/11/2005 12:00:00 AM,Culturals,130,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=152,41.37853,2.1665294,"(41.37853, 2.166529)"
"CASAL D'AMISTAT AMB CUBA, GAVÀ",ANA Mª BRAVO LÓPEZ,"passeig joan maragall, 15 ,08850 Gavà",936625525,idania89@yahoo.es,,09/19/2005 12:00:00 AM,Culturals,10,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=341,,,
CC ONG AJUDA AL DESENVOLUPAMENT,PILAR GUTIÉRREZ CANCIO,"carrer sant antoni,45,08770 Sant Sadurni D'Anoia",938183965,mgutierrez@uoc.edu,,02/27/2009 12:00:00 AM,Acció Social,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=285,41.42371,1.7859172,"(41.42371, 1.785917)"
CENTRE D'ESPLAI EL MAMUT D'AUSIAS MARCH,XAVIER DUART PASCUAL,"carrer sant pere, 114 ,08850 Gavà",,mamut@esplai.org,,12/30/2004 12:00:00 AM,Educatives i de Lleure,65,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=279,,,
CENTRE D'ESPLAI L'AMISTAT,ESPERANZA MOLINA PINTO,"carrer riera de sant llorenç, 135 ,08850 Gavà",936628784,ester_escofet_6@hotmail.com,,01/19/2005 12:00:00 AM,Educatives i de Lleure,35,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=321,,,
CENTRE D'ESTUDIS DE GAVÀ,JOSEP CAMPMANY I GUILLOT,"carrer sant josep oriol, 7 ent ,08850 Gavà",936621449,campmany@cells.es,www.centredestudis.entitats.gavaciutat.cat,02/02/2006 12:00:00 AM,Culturals,4,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=181,,,
CENTRO CULTURAL ANDALUZ PEÑA BÉTICA GAVÀ-VILADECANS,Alberto González Ponce,"carrer jaume balmes ,2,08840 Viladecans",,penyabetica@hotmail.com,,04/08/2011 12:00:00 AM,Culturals,847,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1141,41.3155,2.0218909,"(41.3155, 2.021891)"
CLUB  BEISBOL I SOFBOL GAVÀ,Sophie Regnard,"av. gavà, 90 (can sellarés),90,08840 Viladecans",,CBISGAVA@gmail.com,,12/16/2004 12:00:00 AM,Esportives,148,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=221,41.315296,2.0133207,"(41.315296, 2.013321)"
CLUB BALL ESPORTIU GAVÀ,OSCAR HERRERA MARTIN,"carrer tellinaires, 51-53 ,08850 Gavà",,,,06/18/2010 12:00:00 AM,Esportives,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=316,41.26726,2.016662,"(41.26726, 2.016662)"
CLUB BÀSQUET GAVÀ,JOSE MARIA BARRABÉS SAHÚN,"rambla pompeu fabra, 144-152 ,08850 Gavà",936624691,basquetgava@gavaciutat.net,www.basquetgava.cat,02/14/2005 12:00:00 AM,Esportives,400,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=336,,,
CLUB COLOMBÒFIL MITSSATGERES GAVÀ,ANTONIO ALONSO PARDO,"carrer àngel guimerà, 31 ,08850 Gavà",936623296,,,02/14/2005 12:00:00 AM,Culturals,16,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=246,41.30183,2.001757,"(41.30183, 2.001757)"
CLUB D'AIRSOFT I ACTIVITATS DE MUNTANYA,RAÚL ALFONSÍN ROMERO,"carrer brucs, 14 ,08850 Gavà",,comunicacio@caam-online.org,www.camm-online.org,11/28/2008 12:00:00 AM,Esportives,19,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=333,,,
CLUB D'ATLETISME GAVÀ,BERNAT PESO INFANTE,"passatge elisenda de montcada, s/n ,08850 Gavà",936380296,,www.clubatletismegava.com,03/03/2005 12:00:00 AM,Esportives,135,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=338,,,
CLUB D'ESCACS GAVÀ,JOSÉ CAPDEVILA MASGRAU,"carrer sarrià, 9 ,08850 Gavà",936383863,escacsgava@gmail.com,www.escacsgava.com,10/20/2005 12:00:00 AM,Esportives,40,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=254,,,
CLUB D'ESPLAI L'ARC DE SANT MARTÍ,ANDREU AZAUSTRE LÓPEZ,"carretera santa creu de calafell, 24 ,08850 Gavà",936625264,esplaiarcdesantmarti@hotmail.com,,10/31/2001 12:00:00 AM,Educatives i de Lleure,39,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=214,41.30512,2.0099308,"(41.30512, 2.009931)"
CLUB D'HANDBOL ESCOLA GAVANENCA,Alejandro Jesus Cahisa Ocón,"rambla pompeu fabra, 176 ,08850 Gavà",936389867,escolagavanencahandbol@gmail.com,,10/28/2013 12:00:00 AM,Esportives,4,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1241,,,
