CODI_DIVISIO_TERRITORIAL;CODI_PARTIT;DESCRIPCIO_PARTIT;NRE_VOTS
S-04008;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-04009;BLANCS;BLANCS;8
S-04009;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;78
S-04009;CIU  ;CONVERGENCIA I UNIO                     ;18
S-04009;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;36
S-04009;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;32
S-04009;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;21
S-04009;NULS;NULS;0
S-04009;PP      ;PARTIDO POPULAR                         ;20
S-04009;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;146
S-04009;PXC    ;PLATAFORMA PER CATALUNYA                ;9
S-04009;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-04010;BLANCS;BLANCS;3
S-04010;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;77
S-04010;CIU  ;CONVERGENCIA I UNIO                     ;7
S-04010;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;68
S-04010;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;24
S-04010;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;25
S-04010;NULS;NULS;3
S-04010;PP      ;PARTIDO POPULAR                         ;48
S-04010;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;192
S-04010;PXC    ;PLATAFORMA PER CATALUNYA                ;8
S-04010;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-04011;BLANCS;BLANCS;3
S-04011;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;72
S-04011;CIU  ;CONVERGENCIA I UNIO                     ;14
S-04011;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;46
S-04011;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;37
S-04011;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;38
S-04011;NULS;NULS;4
S-04011;PP      ;PARTIDO POPULAR                         ;41
S-04011;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;180
S-04011;PXC    ;PLATAFORMA PER CATALUNYA                ;6
S-04011;UPyD;UNION PROGRESO Y DEMOCRACIA;4
S-04012;BLANCS;BLANCS;3
S-04012;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;79
S-04012;CIU  ;CONVERGENCIA I UNIO                     ;27
S-04012;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;61
S-04012;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;41
S-04012;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;60
S-04012;NULS;NULS;3
S-04012;PP      ;PARTIDO POPULAR                         ;36
S-04012;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;227
S-04012;PXC    ;PLATAFORMA PER CATALUNYA                ;9
S-04012;UPyD;UNION PROGRESO Y DEMOCRACIA;1
S-04013;BLANCS;BLANCS;2
S-04013;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;120
S-04013;CIU  ;CONVERGENCIA I UNIO                     ;31
S-04013;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;100
S-04013;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;42
S-04013;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;88
S-04013;NULS;NULS;5
S-04013;PP      ;PARTIDO POPULAR                         ;37
S-04013;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;255
S-04013;PXC    ;PLATAFORMA PER CATALUNYA                ;20
S-04013;UPyD;UNION PROGRESO Y DEMOCRACIA;4
S-04014;BLANCS;BLANCS;7
S-04014;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;83
S-04014;CIU  ;CONVERGENCIA I UNIO                     ;17
S-04014;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;42
S-04014;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;44
S-04014;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;41
S-04014;NULS;NULS;6
S-04014;PP      ;PARTIDO POPULAR                         ;53
S-04014;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;183
S-04014;PXC    ;PLATAFORMA PER CATALUNYA                ;10
S-04014;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-04015;BLANCS;BLANCS;1
S-04015;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;85
S-04015;CIU  ;CONVERGENCIA I UNIO                     ;9
S-04015;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;52
S-04015;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;20
S-04015;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;38
S-04015;NULS;NULS;3
S-04015;PP      ;PARTIDO POPULAR                         ;33
S-04015;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;181
S-04015;PXC    ;PLATAFORMA PER CATALUNYA                ;4
S-04015;UPyD;UNION PROGRESO Y DEMOCRACIA;0
S-04016;BLANCS;BLANCS;8
S-04016;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;124
S-04016;CIU  ;CONVERGENCIA I UNIO                     ;10
S-04016;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;63
S-04016;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;49
S-04016;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;44
S-04016;NULS;NULS;4
S-04016;PP      ;PARTIDO POPULAR                         ;36
S-04016;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;209
S-04016;PXC    ;PLATAFORMA PER CATALUNYA                ;11
S-04016;UPyD;UNION PROGRESO Y DEMOCRACIA;1
S-04017;BLANCS;BLANCS;6
S-04017;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;96
S-04017;CIU  ;CONVERGENCIA I UNIO                     ;7
S-04017;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;54
S-04017;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;11
S-04017;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;26
S-04017;NULS;NULS;2
S-04017;PP      ;PARTIDO POPULAR                         ;58
S-04017;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;247
S-04017;PXC    ;PLATAFORMA PER CATALUNYA                ;20
S-04017;UPyD;UNION PROGRESO Y DEMOCRACIA;1
S-04018;BLANCS;BLANCS;4
S-04018;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;76
S-04018;CIU  ;CONVERGENCIA I UNIO                     ;10
S-04018;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;38
S-04018;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;29
S-04018;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;35
S-04018;NULS;NULS;0
S-04018;PP      ;PARTIDO POPULAR                         ;18
S-04018;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;142
S-04018;PXC    ;PLATAFORMA PER CATALUNYA                ;5
S-04018;UPyD;UNION PROGRESO Y DEMOCRACIA;0
S-04019;BLANCS;BLANCS;1
S-04019;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;57
S-04019;CIU  ;CONVERGENCIA I UNIO                     ;12
S-04019;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;34
S-04019;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;30
S-04019;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;24
S-04019;NULS;NULS;1
S-04019;PP      ;PARTIDO POPULAR                         ;39
S-04019;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;144
S-04019;PXC    ;PLATAFORMA PER CATALUNYA                ;11
S-04019;UPyD;UNION PROGRESO Y DEMOCRACIA;0
S-05001;BLANCS;BLANCS;3
S-05001;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;30
S-05001;CIU  ;CONVERGENCIA I UNIO                     ;8
S-05001;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;23
S-05001;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;8
S-05001;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;15
S-05001;NULS;NULS;0
S-05001;PP      ;PARTIDO POPULAR                         ;41
S-05001;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;147
S-05001;PXC    ;PLATAFORMA PER CATALUNYA                ;11
S-05001;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-05002;BLANCS;BLANCS;2
S-05002;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;34
S-05002;CIU  ;CONVERGENCIA I UNIO                     ;5
S-05002;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;29
S-05002;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;5
S-05002;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;9
S-05002;NULS;NULS;0
S-05002;PP      ;PARTIDO POPULAR                         ;38
S-05002;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;107
S-05002;PXC    ;PLATAFORMA PER CATALUNYA                ;13
S-05002;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-05003;BLANCS;BLANCS;2
S-05003;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;35
S-05003;CIU  ;CONVERGENCIA I UNIO                     ;8
S-05003;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;24
S-05003;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;13
S-05003;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;5
S-05003;NULS;NULS;0
S-05003;PP      ;PARTIDO POPULAR                         ;48
S-05003;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;185
S-05003;PXC    ;PLATAFORMA PER CATALUNYA                ;12
S-05003;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-05004;BLANCS;BLANCS;4
S-05004;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;32
S-05004;CIU  ;CONVERGENCIA I UNIO                     ;9
S-05004;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;42
S-05004;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;17
S-05004;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;9
S-05004;NULS;NULS;5
S-05004;PP      ;PARTIDO POPULAR                         ;29
S-05004;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;104
S-05004;PXC    ;PLATAFORMA PER CATALUNYA                ;9
S-05004;UPyD;UNION PROGRESO Y DEMOCRACIA;0
S-05005;BLANCS;BLANCS;0
S-05005;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;47
S-05005;CIU  ;CONVERGENCIA I UNIO                     ;6
S-05005;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;34
S-05005;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;16
S-05005;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;22
S-05005;NULS;NULS;0
S-05005;PP      ;PARTIDO POPULAR                         ;22
S-05005;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;150
S-05005;PXC    ;PLATAFORMA PER CATALUNYA                ;12
S-05005;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-05006;BLANCS;BLANCS;1
S-05006;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;76
S-05006;CIU  ;CONVERGENCIA I UNIO                     ;8
S-05006;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;25
S-05006;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;19
S-05006;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;41
S-05006;NULS;NULS;2
S-05006;PP      ;PARTIDO POPULAR                         ;27
S-05006;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;161
S-05006;PXC    ;PLATAFORMA PER CATALUNYA                ;5
S-05006;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-05007;BLANCS;BLANCS;4
S-05007;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;45
S-05007;CIU  ;CONVERGENCIA I UNIO                     ;7
S-05007;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;35
S-05007;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;8
S-05007;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;26
S-05007;NULS;NULS;6
S-05007;PP      ;PARTIDO POPULAR                         ;36
S-05007;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;183
S-05007;PXC    ;PLATAFORMA PER CATALUNYA                ;9
S-05007;UPyD;UNION PROGRESO Y DEMOCRACIA;1
S-05008;BLANCS;BLANCS;1
S-05008;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;50
S-05008;CIU  ;CONVERGENCIA I UNIO                     ;9
S-05008;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;26
S-05008;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;13
S-05008;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;14
S-05008;NULS;NULS;2
S-05008;PP      ;PARTIDO POPULAR                         ;31
S-05008;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;159
S-05008;PXC    ;PLATAFORMA PER CATALUNYA                ;9
S-05008;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-05009;BLANCS;BLANCS;6
S-05009;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;77
S-05009;CIU  ;CONVERGENCIA I UNIO                     ;14
S-05009;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;60
S-05009;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;28
S-05009;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;28
S-05009;NULS;NULS;4
S-05009;PP      ;PARTIDO POPULAR                         ;71
S-05009;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;150
S-05009;PXC    ;PLATAFORMA PER CATALUNYA                ;7
S-05009;UPyD;UNION PROGRESO Y DEMOCRACIA;4
S-05010;BLANCS;BLANCS;3
S-05010;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;76
S-05010;CIU  ;CONVERGENCIA I UNIO                     ;5
S-05010;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;57
S-05010;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;17
S-05010;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;34
S-05010;NULS;NULS;0
S-05010;PP      ;PARTIDO POPULAR                         ;45
S-05010;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;192
S-05010;PXC    ;PLATAFORMA PER CATALUNYA                ;13
S-05010;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-06001;BLANCS;BLANCS;3
S-06001;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;34
S-06001;CIU  ;CONVERGENCIA I UNIO                     ;2
S-06001;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;20
S-06001;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;12
S-06001;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;8
S-06001;NULS;NULS;1
S-06001;PP      ;PARTIDO POPULAR                         ;23
S-06001;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;72
S-06001;PXC    ;PLATAFORMA PER CATALUNYA                ;5
S-06001;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-06002;BLANCS;BLANCS;4
S-06002;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;43
S-06002;CIU  ;CONVERGENCIA I UNIO                     ;5
S-06002;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;31
S-06002;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;12
S-06002;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;32
S-06002;NULS;NULS;2
S-06002;PP      ;PARTIDO POPULAR                         ;47
S-06002;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;189
S-06002;PXC    ;PLATAFORMA PER CATALUNYA                ;19
S-06002;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-06003;BLANCS;BLANCS;0
S-06003;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;28
S-06003;CIU  ;CONVERGENCIA I UNIO                     ;0
S-06003;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;16
S-06003;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;2
S-06003;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;8
S-06003;NULS;NULS;1
S-06003;PP      ;PARTIDO POPULAR                         ;11
S-06003;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;102
S-06003;PXC    ;PLATAFORMA PER CATALUNYA                ;11
S-06003;UPyD;UNION PROGRESO Y DEMOCRACIA;0
S-06004;BLANCS;BLANCS;0
S-06004;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;31
S-06004;CIU  ;CONVERGENCIA I UNIO                     ;4
S-06004;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;35
S-06004;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;6
S-06004;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;12
S-06004;NULS;NULS;0
S-06004;PP      ;PARTIDO POPULAR                         ;30
S-06004;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;110
S-06004;PXC    ;PLATAFORMA PER CATALUNYA                ;6
S-06004;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-06005;BLANCS;BLANCS;2
S-06005;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;41
S-06005;CIU  ;CONVERGENCIA I UNIO                     ;0
S-06005;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;33
S-06005;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;9
S-06005;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;16
S-06005;NULS;NULS;4
S-06005;PP      ;PARTIDO POPULAR                         ;34
S-06005;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;154
S-06005;PXC    ;PLATAFORMA PER CATALUNYA                ;5
S-06005;UPyD;UNION PROGRESO Y DEMOCRACIA;1
S-06006;BLANCS;BLANCS;0
S-06006;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;34
S-06006;CIU  ;CONVERGENCIA I UNIO                     ;2
S-06006;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;13
S-06006;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;5
S-06006;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;13
S-06006;NULS;NULS;0
S-06006;PP      ;PARTIDO POPULAR                         ;26
S-06006;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;111
S-06006;PXC    ;PLATAFORMA PER CATALUNYA                ;5
S-06006;UPyD;UNION PROGRESO Y DEMOCRACIA;0
S-06007;BLANCS;BLANCS;4
S-06007;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;48
S-06007;CIU  ;CONVERGENCIA I UNIO                     ;6
S-06007;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;26
S-06007;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;19
S-06007;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;29
S-06007;NULS;NULS;3
S-06007;PP      ;PARTIDO POPULAR                         ;36
S-06007;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;189
S-06007;PXC    ;PLATAFORMA PER CATALUNYA                ;8
S-06007;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-06008;BLANCS;BLANCS;5
S-06008;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;22
S-06008;CIU  ;CONVERGENCIA I UNIO                     ;11
S-06008;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;38
S-06008;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;3
S-06008;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;11
S-06008;NULS;NULS;2
S-06008;PP      ;PARTIDO POPULAR                         ;18
S-06008;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;102
S-06008;PXC    ;PLATAFORMA PER CATALUNYA                ;3
S-06008;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-06009;BLANCS;BLANCS;9
S-06009;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;125
S-06009;CIU  ;CONVERGENCIA I UNIO                     ;10
S-06009;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;102
S-06009;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;19
S-06009;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;68
S-06009;NULS;NULS;6
S-06009;PP      ;PARTIDO POPULAR                         ;104
S-06009;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;396
S-06009;PXC    ;PLATAFORMA PER CATALUNYA                ;18
S-06009;UPyD;UNION PROGRESO Y DEMOCRACIA;4
S-06010;BLANCS;BLANCS;3
S-06010;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;41
S-06010;CIU  ;CONVERGENCIA I UNIO                     ;3
S-06010;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;32
S-06010;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;8
S-06010;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;21
S-06010;NULS;NULS;0
S-06010;PP      ;PARTIDO POPULAR                         ;33
S-06010;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;174
S-06010;PXC    ;PLATAFORMA PER CATALUNYA                ;6
S-06010;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-06011;BLANCS;BLANCS;0
S-06011;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;27
S-06011;CIU  ;CONVERGENCIA I UNIO                     ;0
S-06011;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;14
S-06011;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;13
S-06011;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;21
S-06011;NULS;NULS;0
S-06011;PP      ;PARTIDO POPULAR                         ;22
S-06011;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;82
S-06011;PXC    ;PLATAFORMA PER CATALUNYA                ;2
S-06011;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-06012;BLANCS;BLANCS;1
S-06012;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;30
S-06012;CIU  ;CONVERGENCIA I UNIO                     ;2
S-06012;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;48
S-06012;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;4
S-06012;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;14
S-06012;NULS;NULS;0
S-06012;PP      ;PARTIDO POPULAR                         ;31
S-06012;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;150
S-06012;PXC    ;PLATAFORMA PER CATALUNYA                ;8
S-06012;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-06013;BLANCS;BLANCS;0
