ID;ENTITAT;SECTORSEMANTIC1;SECTORSEMANTIC2;SECTORSEMANTIC3;SIGLA;CODI_CARRER;CARRER;NRO;BIS;ESCALA;PIS;PORTA;CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA;CODI_DIVISIO_TERRITORIAL;CODI_POSTAL;AMBIT;ANY_CONSTITUCIO;TELEFON;MAIL;WEB;UTMX;UTMY;LATITUD;LONGITUD;ADREÇA_COMPLETA
150;SECCIO ESPORTIVA AMPA  CEIP SANT MIQUEL;Esportives;;;;;;;;;;;D-04;B-05;08940;Indefinit;1995;933769056;santmiquel.ampa@gmail.com;www.ampasmiquel.es;;;;;DOMENECH I MUNTANER, NÚM. 1 - 5 (Col·legi Sant Miquel)
151;ASSOC. DE MARES I PARES D ALUMNES DE L´INSTITUT MIQUEL MARTÍ I POL;Educació i formació;;;;;;;;;;;D-02;B-02;08940;Indefinit;1990;933775657;ampamartiipol2@gmail.com;;;;;;VERGE  MONTSERRAT, S/N Col·legi Martí i Pol
152;ASSOCIACIÓ DE MARES I PARES D ALUMNES ESCOLA MARE DE DÉU DE MONTSERRAT;Educació i formació;;;;;;;;;;;D-06;B-07;08940;Indefinit;1986;933755000;ampa.montserrat@hotmail.com;http://ampamontserrat.cornella.ppe.entitats.diba.cat;;;;;AV. LINEA ELECTRICA, 2-4 Col·legi Verge de Montserrat
157;ASOCIACION CULTURAL DEPORTIVA PERU;Culturals;;;;;;;;;;;D-07;B-07;08940;Indefinit;1996;933485370;jocara69@hotmail.es;;;;;;AVINGUDA SANT ILDEFONS Nº 18.3º 3º
158;A.P.A. CP. SANT ILDEFONS;Educació i formació;;;;;;;;;;;D-06;B-07;08940;Indefinit;1979;697192108;vcruiz79@hotmail.com;;;;;;AV.SANT ILDEFONS, 24 Col·legi Sant Ildefons
159;ASOC.CULT.EXTREMEÑA SAN ISIDRO LABRADOR;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;1995;933755503;cexcornella@gmail.com;;;;;;BONAVISTA, NÚM. 4 - 6
160;L AVENÇ DE CORNELLA, ASSOCIACIÓ PEL PATRIMONI HISTÒRIC I LA CULTURA;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;1994;;correu@lavencdecornella.cat;;;;;;C/ MENENDEZ I PELAYO 52
162;CENTRE D ESTUDIS COMARCALS BAIX LL.;Culturals;;;;;;;;;;;D-01;B-010;08980;Indefinit;1988;936663527;cecbll@llobregat.info;www.cecbll.cat;;;;;CARRER ESTELI, 10
163;ASSOCIACIÓ GRUP VOCAL ZETZÀNIA;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;1996;658573855;zetzania@gmail.com;;;;;;Masia Can Tirel. C/ DE LA DESTRALETA S/N
164;HERMANDAD DE LA CORONADA EN CATALUÑA;Culturals;;;;;;;;;;;D-04;B-07;08940;Indefinit;1995;690066535;lacoranadaencatalunya@hotmail.es;;;;;;C/ PENEDÉS Nº 10.ESGLÈSIA SANT FELIP NERI DE LA FONTSANTA-FATJÓ
166;SALUT MENTAL BAIX LLOBREGAT, ASSOCIACIO DE FAMILIARS;Suport social;;;;;;;;;;;D-01;B-01;08940;Indefinit;1996;933778890;espai3cornella@hotmail.com;;;;;;PLAÇA ENRIC PRAT DE LA RIBA 6-8 ( CENTRE DE DIA SANT JOAN DE DEU ) 08940 CORNELL
167;ASSOCIACIO VENEDORS MERCAT MPAL.SANT ILDEFONS;Gremis i professionals;;;;;;;;;;;D-02;B-07;08940;Indefinit;1970;;msantildefons@gmaol.com;www.mercatsantildefons.com;;;;;AVD. SANT ILDEFONS, S/N Mercat Municipal de Sant Ildefons
168;ASSOCIACIÓ COORDINADORA D´ ENTITATS DEL BARRI DE LA GAVARRA;Suport social;;;;;;;;;;;D-05;B-06;08940;Indefinit;1996;933762011;;;;;;;MOSSEN ANDREU, 13-19, 4ª planta Centre Civic Joan N. Garcia-Nieto
171;ASSOCIACIO B.R.U.J.O. (BUSQUEDA,RECERCA,UNIO,JOCS,OCI);Juvenils;;;;;;;;;;;D-07;B-07;08940;Indefinit;1996;;;;;;;;GERDERA, S/N. Centre Cívic Sant Ildefons
172;ASSOCIACIÓN DE MADRES Y PADRES DE ALUMNOS  INSTITUT MARIA  AURÈLIA CAPMANY;Educació i formació;;;;;;;;;;;D-06;B-07;08940;Indefinit;1997;934710648;ampa@institutcapmany.cat;;;;;;GARROFER, S/N Col·legi Mª Aurelia Capmany
173;GRUP DE DONES DE FONTSANTA-FATJO;Gènere;;;;;;;;;;;D-04;B-04;08940;Indefinit;1996;;;;;;;;PLÇ.FONTSANTA, BLOQUE 1 - A, 2º 1ª
178;CLUB SOCIAL FORDIS;Suport social;;;;;;;;;;;D-05;B-01;08940;Indefinit;1981;933771005;;;;;;;DELICIAS, 3 Local
179;COMISSIO CIUTADANA PER A LA NORMALITZACIÓ LINGUISTICA DE CORN.;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;1989;933776624;;;;;;;CINEMA BEL, 13, 2º 1ª
180;CLUB INFANTIL JUVENIL SANFELIU-SANT ILDEFONS ;Juvenils;;;;;;;;;;;D-01;B-010;08906;Indefinit;1991;933383913;club@sanfeliu-santildefons.org;www.sanfeliu-santildefons.org;;;;;EMIGRANT Nº 25. BAIXOS 
181;ASSOCIACIÓ DE PARES D ALUMNES ESCOLA MUNICIPAL D´  EDUCAC. ESPECIAL VIROLAI;Educació i formació;;;;;;;;;;;D-05;B-06;08940;Indefinit;1997;933763159;ampaemeevirolai@hotmail.com;;;;;;MOSSEN ANDREU, S/N Col·legi Virolai
184;FUNDACIO PAU I SOLIDARITAT - CONC;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-04;B-06;08940;Indefinit;1991;934812912;pauisolidaritat@ccoo.cat;www.pauisolidaritat.ccoo.cat;;;;;CTRA. D ESPLUGUES, 68 Edifici CC.OO.
185;COMISSIÓ JORDIADA;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;1998;933772551;smontell@telefonica.net;;;;;;RUBIÓ I ORS, 232 BAIXOS
186;ASSOCIACIÓ COOPERACCIÓ;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-01;B-010;08002;Indefinit;1997;933183425;info@cooperaccio.org;;;;;;SANT HONORAT, 7 - PRINCIPAL
187;ASOC. CULTURAL ANDALUZA HIJOS DE PARADAS EN CATALUNYA;Culturals;;;;;;;;;;;D-01;B-010;08906;Indefinit;1988;932601306;acahpc@e-citilab.eu;acahpc.entitatscornella.cat;;;;;MIRALTA, 31, BAIXOS
191;A.F.A. BAIX LLOBREGAT (ASSOCIACIÓ DE FAMILIARS D ALZHEIMER DEL BAIX LLOBREGAT);Suport social;;;;;;;;;;;D-06;B-07;08940;Indefinit;1997;933790022;info@afabaix.org ;www.afabaix.org;;;;;AV. SANT ILDEFONS, S/N. Mercat Sant Ildefons
192;CLUB D ATLETISME CAN MERCADER;Esportives;;;;;;;;;;;D-01;B-01;08940;Indefinit;1998;667365605;crishuerga@canmercader.com;www.canmercader.com;;;;;PARC CAN MERCARDER. CTRA DE L´HOSPITALET
195;CONSELL ESPORTIU DEL BAIX LLOBREGAT;Esportives;;;;;;;;;;;D-01;B-010;08970;Indefinit;1981;936852039;cebllob@cebllob.cat;www.cebllob.cat;;;;;CTRA. NACIONAL. 340 km 1249 (Parc Torreblanca)
196;CDAD. USUARIOS PUESTOS VENTA MERCADO MARSANS CORNELLÀ;Gremis i professionals;;;;;;;;;;;D-05;B-06;08940;Indefinit;1998;933769702;;;;;;;PL. MARSANS, S/N. Oficines
198;TUNA DE CORNELLÀ;Culturals;;;;;;;;;;;D-03;B-03;08940;Indefinit;1998;934800060;paco.asis@terra.es;www.tunadecornella.es.vg;;;;;CAMÍ DE LA DESTRALETA S/N. MASIA CAN TIREL
199;TRABUCAIRES DE CORNELLÀ;Culturals;;;;;;;;;;;D-01;B-01;08940;Indefinit;1998;686731122;hueriver@msn.com;;;;;;MURILLO, 14-16, ESC. B, 1º 2ª
200;CASA CULT. Y RECREAT. CASTILLA LA MANCHA DE CORNELLÀ DE LLOBREGAT;Culturals;;;;;;;;;;;D-06;B-07;08940;Indefinit;1999;609314089;charlytorete@yahoo.es;picasaweb.google.com/Album.CLM.Cornella;;;;;PL. BEDOLL, S/N. Local
201;CORNELLÀ XARXA CIUTADANA;Suport social;;;;;;;;;;;D-04;B-05;08940;Indefinit;1998;935510660;info@cornella.net;www.cornella.net;;;;;PL. CAN SURIS, S/N.1º PLANTA, BUC 6-CITILAB
203;AMICS DEL NEPAL;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-01;B-010;08008;Indefinit;1995;933026276;amicsnepal@amicsnepal.org;www.amicsnepal.org;;;;;FERROCARRILS CATALANS 81, 4t
205;ESPLAI JUMP SANT ILDEFONS;Juvenils;;;;;;;;;;;D-07;B-07;08940;Indefinit;1998;;cjlaforja@gmail.com;;;;;;PLAÇA DELS ALMOGÀVERS, EDIFICI ROGER DE LLÚRIA PTA. BAIXA
206;ASOCIACIÓN DE PRE-JUBILADOS SIEMENS ERE 96-98;Gent gran;;;;;;;;;;;D-05;B-06;08940;Indefinit;1998;933753044;josecomes2013@gmail.com;;;;;;MOSSÈN ANDREU, 13 - 19, 4ª Planta Centre Cívic Joan N. Garcia-Nieto
207;ASOC. TITULARES PUESTOS VENTA MERCAT MPAL. CENTRO;Gremis i professionals;;;;;;;;;;;D-02;B-01;08940;Indefinit;1998;934753379;mercatcentrecornella@hotmail.com;www.mercatcentre.com;;;;;EDUARD GIBERT, S/N
208;ASSOC. DE ROL, ESTRATEGIA  I SIMULACIÓ (ARES);Juvenils;;;;;;;;;;;D-01;B-010;08906;Indefinit;1999;933387915;aso_ares@hotmail.com;;;;;;PSJE. CIRERERS Nº 56-58
209;FUNDACIÓ JOSEP COMAPOSADA;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-01;B-010;08940;Indefinit;1988;932619009;sindicalistes@sindicalistessolidaris.org;www.sindicalistessolidaris.org;;;;;REVOLT NEGRE, 12
210;ASSOCIACIO CULTURAL AL-TAUBA EL ISLAH;Culturals;;;;;;;;;;;D-04;B-05;08940;Indefinit;1999;663805415;attaubaislah@live.com;;;;;;CARRER OLIVERAR Nº 21
211;ASSOCIACIO CULTURAL ART PUBLIC;Culturals;;;;;;;;;;;D-02;B-04;08940;Indefinit;1996;;info@artpublic.es;www.artpublic.es;;;;;LLOBREGAT, 9 - BAIXOS
213;ASOC. CULTURAL SOCIAL DEPORTIVA INCA-PERÚ DE CORNELLÀ;Culturals;;;;;;;;;;;D-07;B-07;08940;Indefinit;2000;930043845;manool92@hotmail.com;;;;;;FLOR DE NIT, 5-7, BOTIGA. 8
215;ASSOCIACIO WAFAE;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-01;B-010;08034;Indefinit;1998;934137592;wafae@wafae.org;;;;;;CASA DE L ESTUDIANT-UPC-JORDI GIRONA I SALGADO, 1-3 Campus Nord B5
219;ASOCIACIÓN DE EDUCACIÓN POPULAR CARLOS FONSECA AMADOR-BARCELONA (SOLIDARIDAD CON;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-05;B-06;08940;Indefinit;1994;933776638;gotalora@ya.com;www.aepcfa.org;;;;;MOSEN ANDREU, 13 - 19, (4ª planta Centre Civic Joan N. Garcia-Nieto)
221;PENYA ESPANYOLISTA DE CORNELLA;Esportives;;;;;;;;;;;D-02;B-02;08940;Indefinit;1986;;penya.espanyolista.cornella@gmail.com;;;;;;C/ SANT LLUÍS Nº 49
223;ASSOCIACIÓ SANT ILDEFONS DE GENT GRAN DE CORNELLÀ;Gent gran;;;;;;;;;;;D-06;B-07;08940;Indefinit;1999;933766051;casalg.g.decornella@hotmail.es;;;;;;OSONA, S/N
224;NASSARA, SOLIDARITAT I COOPERACIÓ;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-03;B-06;08940;Indefinit;2000;;nassara_nebnoma@yahoo.es;nassara.galeon.com;;;;;AV. SANT ILDEFONS, 10 - 1º 4ª
225;CORNELLÀ SOLIDARI;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-02;B-01;08940;Indefinit;2001;933765903; info@cornellasolidari.org;cornellasolidari.cat;;;;;RUBIO I ORS, 104 Local Creu Roja
228;ASSOCIACIÓ LA GAVARRA DE GENT GRAN DE CORNELLÀ;Gent gran;;;;;;;;;;;D-05;B-06;08940;Indefinit;2001;;;;;;;;Avda. Salvador Allende s/n
229;CORAL AURIA;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2001;933770229;manelleon@telefonica.net;;;;;;EDUARD GIBERT, NÚM. 29 (Patronat Cultural i Recreatiu)
230;ASSOCIACIÓ DE CLUBS DE PETANCA DE CORNELLÀ;Esportives;;;;;;;;;;;D-02;B-02;08940;Indefinit;2001;652770106;aaccpetancacornella@hotmail.es;;;;;;AVDA BAIX LLOBREGAT, S/N (Nou Estadi Municipal)
231;LA FRAGUA DE LES ARTS;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2003;933756267;info@lafraguaweb.org;www.lafraguaweb.org;;;;;VISTALEGRE, NÚM. 40 BAIXOS
235;ASSOCIACIÓ CULTURAL PROJECTE LOC;Culturals;;;;;;;;;;;D-04;B-05;08940;Indefinit;2002;655529896;ernesto@projecte-loc.org;www.projecte-loc.org;;;;;TORRAS I BAGES, 62 Local Orfeo Catalonia
237;ASSOCIACIÓ DE PESCA CARPA I DAURADA DE SANT ILDEFONS DE CORNELLA DE LLOBREGAT;Esportives;;;;;;;;;;;D-02;B-02;08940;Indefinit;2002;933765964;santiriomar@gmail.com;carpaidaurada.entitatscornella.cat;;;;;FERROCARIILS CATALANS, 186 - 2º D
239;PEÑA MALAGUISTA DE CORNELLA DE LLOBREGAT;Esportives;;;;;;;;;;;D-05;B-06;08940;Indefinit;2002;933751254;pmalaguistacornella@hotmail.com;;;;;;FLORIDA NÚM. 38 BAIXOS
240;INTER-SOS, ASSOCIACIÓ DE FAMILIARS DE PERSONES DESAPAREGUDES SENSE CAUSA APARENT;Suport social;;;;;;;;;;;D-01;B-010;08820;Indefinit;1998;676166977;intersos@inter-sos.com;intersos@inter-sos.com;;;;;DOLORES IBARRURI Nº 45
242;ASSOCIACIO PER A LA DEFENSA DELS ANIMALS DE COMPANYIA DE CORNELLA;Suport social;;;;;;;;;;;D-04;B-07;08940;Indefinit;2003;626056345;adaccornella@gmail.com;www.adacc.com;;;;;C/ GARROFER Nº 6
244;CLUB AGILITY CORNELLA;Esportives;;;;;;;;;;;D-05;B-06;08940;Indefinit;2003;638987591;info@agilitycornella.com;www.agilitycornella.com;;;;;MOSSEN ANDREU, NUM. 13-19, (4ª planta Centre Civic Joan N. Garcia-Nieto)
246;ASSOCIACIO LA BALLARUCA DE CORNELLA;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2007;933779374;juanruizvallejo@yahoo.es;;;;;;COSTA BRAVA, 5 - ESC. B - 5º 1ª
248;CLUB DE PETANCA LA MIRANDA;Esportives;;;;;;;;;;;D-01;B-06;08940;Indefinit;2003;697632634;bebita.guapa@hotmail.com;;;;;;AVDA CAN MERCADER, S/N
249;ASSOCIACIO ENOLOGICA GASTRONOMICA DE CORNELLA;Culturals;;;;;;;;;;;D-04;B-05;08940;Indefinit;2003;933765401;asengacor@hotmail.com;;;;;;TORRAS I BAGES, 76 BOTIGA
250;ASSOCIACIO CULTURAL FEMENINA JUANA DE ARCO DE FONTSANTA-FATJO;Gènere;;;;;;;;;;;D-04;B-04;08940;Indefinit;2001;934801634;asfjuanadearco@hotmail.com;;;;;;PÇA. GANDESA, Nº5 BAIXOS
251;SENSE FRONTERES ASSOCIACIO PER LA LLIURE CIRCULACIO DE LES PERSONES;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-03;B-06;08940;Indefinit;2001;602811063;ibrahim70bcn@gmail.com;;;;;;JACINTO GUERRERO Nº 8. LOCAL
252;CLUB DEPORTIVO SHINGI-KAI CORNELLA;Esportives;;;;;;;;;;;D-05;B-07;08940;Indefinit;1993;933753666;miguelfv@hayashiha.com;;;;;;C/ DE LA ROSA, 12 - BXS
253;ASOC CULTURAL EL ARTE DEL FLAMENCO DE CORNELLA DE LLOBREGAT;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2004;933772473;mariajosegn70@gmail.com;;;;;;RUBIO I ORS, 179 BIXOS
254;ASSOCIACIO COR I LLAR;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-04;B-011;08940;Indefinit;2003;;;;;;;;FELIU I CODINA, 4
256;ASSOCIACIO DE VEÏNS I VEÏNES REMUNTA-FAMADES-SOLANAS;Veïnals;;;;;;;;;;;D-03;B-010;08940;Indefinit;2004;;aavvremunta@hotmail.com;;;;;;CTRA. HOSPITALET, 376, ÀTIC 2º
257;TAM TAM LLOPS ASSOCIACIO MUSICAL;Culturals;;;;;;;;;;;D-03;B-05;08940;Indefinit;2004;933770695;tamtamllops@hotmail.com;;;;;;PLÇ. J. TARRADELLAS, S/N
259;PROGAT CORNELLA;Suport social;;;;;;;;;;;D-07;B-07;08940;Indefinit;2006;619570256;progat.cornellamiau@gmail.com;www.progatcornella.org;;;;;C/JOSEP CUIXART, 41 BAIXOS
260;FUNDACIO PRIVADA PER L ESPORT DE CORNELLA;Esportives;;;;;;;;;;;D-02;B-01;08940;Indefinit;2004;934740282;secretaria.basquetcornella@gmail.com;www.basquetcornella.net;;;;;C/ MARQUES DE CORNELLÀ, 133
261;ASAMBLEA DE COOPERACION POR LA PAZ;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-01;B-010;08003;Indefinit;1990;932681496;catalunya@acpp.com;;;;;;VIA LAIETANA, 40 - PRINCIPAL 2º E-D
262;COORDINADORA D ESPLAIS DE CORNELLA;Juvenils;;;;;;;;;;;D-05;B-06;08940;Indefinit;2005;933770695;;;;;;;MOSSEN ANDREU, 13-19, 4ª planta Centre Civic Joan N. Garcia-Nieto
265;EL SEMILLERO AZUL CIRCULO ARTISTICO LITERARIO;Culturals;;;;;;;;;;;D-01;B-010;08970;Indefinit;1991;;manuelgomezserr@hotmail.com;;;;;;MENENDEZ Y PELAYO, 26 1º 2º
266;CLUB PETANCA SANT ILDEFONS;Esportives;;;;;;;;;;;D-05;B-07;08940;Indefinit;2007;664053604;pericomoreno1973@gmail.com;;;;;;AVDA SALVADOR ALLENDE S/N ( SOTA CAMP DE FÚTBOL SANT ILDEFONS )
268;NICA ASSOCIACIÓ DE SOLIDARITAT AMB ELS INFANTS DE NICARAGUA;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-02;B-02;08940;Indefinit;1998;933774182;nica.associacio@gmail.com;nica.entitatscornella.cat;;;;;Passeig FF.CC, 81 4º
270;ASSOCIACIO EN DEFENSA DEL CONSUMIDOR I USUARI DE CORNELLA;Suport social;;;;;;;;;;;D-05;B-06;08940;Indefinit;2004;933765903;consumco@hotmail.com;;;;;;HERMEREGILDO GOULA, 3-5
272;CATRATXHOS (ASSOCIACIÓ DE COOPERACIÓ AMB HONDURAS);Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-01;B-010;08902;Indefinit;2004;615023456;catratxhos@hotmail.com;catratxhos.bitacoras.com;;;;;AV. CARRILET, 143 4º 3ª 
273;CLUB D ATLETISME J ARRIBU-SAUCONY;Esportives;;;;;;;;;;;D-02;B-01;08940;Indefinit;2004;933770902;carlos@jarribu.com;www.jarribu.com;;;;;MARCELINO MENENDEZ PELAYO, 20
275;AGRUPACIO CULTURAL FONTSANTA-FATJO-CAN SURIS;Culturals;;;;;;;;;;;D-04;B-04;08940;Indefinit;2005;645441768;asc-fontsanta-fatjo-cansuris@hotmail.es;;;;;;FREDERICA MONTSENY Nº 2 8º-4ª
276;FEDERACIÓ D´ASSOCIACIONS, FUNDACIONS I PATRONATS DE LES PERSONES AMB DISCAPACITA;Suport social;;;;;;;;;;;D-01;B-010;08970;Indefinit;1995;934770825;cordibaix@cordibaix.org;www.cordibaix.org;;;;;PASSATGE SANT MIQUEL, 5
277;CDAD ISLAMICA DE CORNELLA LLOB MEZQUITA AL-TAUBA;Suport social;;;;;;;;;;;D-04;B-05;08940;Indefinit;1996;663805415;attaubaislah@live.com;;;;;;CARRER OLIVERAR, 21
278;CORNELLA AMB EL POBLE SAHARAUI;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-05;B-06;08940;Indefinit;2006;626056345;saharacornella@telefonica.es;www.sahara-cornella.org;;;;;MOSSEN ANDREU, 13-19, 4ª planta Centre Civic Joan N. Garcia-Nieto
279;ASSOCIACIO PER A LA MEMORIA HISTORICA I DEMOCRATICA DEL BAIX LLOBREGAT;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2005;671542187;memoriahistoricabll@gmail.com;www.memoria-antifranquista.com;;;;;MOSSEN ANDREU, 13-19, 4ª planta Centre Civic Joan N. Garcia-Nieto
281;CLUB MINI PINSCHER;Esportives;;;;;;;;;;;D-02;B-01;08940;Indefinit;2005;;clubminipinscher@gmail.com;;;;;;RAMBLA ANSELM CLAVE, 4 - 3º 1ª - ESC. A
282;ASOCIACION PROFESIONAL DE EMPRESARIOS DE ELECTRICIDAD, FONTANERIA, GAS, CLIMATIZ;Gremis i professionals;;;;;;;;;;;D-03;B-03;08940;Indefinit;1977;934744746;info@gremibaix.com;www.gremibaix.com;;;;;AVDA. DE LA FAMA 56-58
283;CLUB D ESCACS PEON DOBLADO;Esportives;;;;;;;;;;;D-02;B-01;08940;Indefinit;2005;626531577;peondoblado@gmail.com;www.peondoblado.com;;;;;AVINGUDA LÍNIA ELÈCTRICA, 1
284;BARCELONA ACCIÓ SOLIDÀRIA;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-01;B-010;08030;Indefinit;2002;933452193;info@barcelonaacciosolidaria.org;www.barcelonaacciosolidaria.org;;;;;VIRGILI, 24
285;ASOCIACION CULTURAL DE HABLA HISPANA;Culturals;;;;;;;;;;;D-06;B-07;08940;Indefinit;2004;656467536;yolandaelisa@yahoo.com;;;;;;C/ SEGARRA Nº 1  13º 1ª
287;IGLESIA CRISTIANA EVANGÈLICA DE CORNELLÀ;Religioses;;;;;;;;;;;D-02;B-01;08940;Indefinit;2004;934709395;iglesiacornella@gmail.com;www.iglesiadecornella.com;;;;;C/ FILIPINAS Nº 7 LOCAL 
290;ASSOCIACIÓ DE TEATRE MUSICAL I DANSA DE CORNELLÀ DE LLOBREGAT ( CORDANSA );Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2005;;cordansa@gmail.com;;;;;;EDUARD GIBERT, Nº 32 BAIXOS 
291;ASSOCIACIÓ DE MARES I PARES D´ALUMNES ESCOLA MARTINET ;Educació i formació;;;;;;;;;;;D-03;B-03;08940;Indefinit;2008;933776879;ampa.escola.martinet@gmail.com;www.ampamartinet.es;;;;;MARTINET S/N
331;DRECERA. SCCL;Suport social;;;;;;;;;;;D-01;B-010;08780;Indefinit;1984;936633332;sefor@drecera.org;;;;;;ANGEL GUIMERÀ Nº 31
332;COL.LECTIU REPUBLICA DEL BAIX LLOBREGAT;Suport social;;;;;;;;;;;D-03;B-03;08940;Indefinit;2008;;baixllrepublica@gmail.com;baixrepublicablogspot.com;;;;;
333;IGLESIA EVANGÉLICA DEL NAZARENO;Religioses;;;;;;;;;;;D-01;B-01;08940;Indefinit;1985;933772453;nazarenobarcelona@gmail.com;;;;;;PASSEIG DEL FERROCARRILS CATALANS, 31 BAIXOS
351;ASOCIACIÓN ATEOS Y REPÚBLICANOS;Suport social;;;;;;;;;;;D-02;B-01;08940;Indefinit;2008;-;ateosyrepublicanos@gmail.com;ateosyrepublicanosblogspot.com;;;;;
352;ASSOCIACIÓ DE PARES I MARES D´ALUMNES DE L´ESCOLA BRESSOL ELDELWEIS;Educació i formació;;;;;;;;;;;D-02;B-02;08940;Indefinit;2001;933773708;ampa.edelweiss.cornella@gmail.com;;;;;;SORRAL DEL RIU S/N
353;AMAZAN PROMOCIÓ SOCIOCULTURAL I DESENVOLUPAMENT ;Culturals;;;;;;;;;;;D-07;B-07;08940;Indefinit;2005;658577264;amazancat@hotmail.com;;;;;;AVDA. LÍNIA ELÈCTRICA, 15 LOCAL 3
354;ASSOCIACIÓ CULTURAL CONVIVÈNCIA I DIÀLEG;Culturals;;;;;;;;;;;D-02;B-02;08940;Indefinit;2009;697481294;imad_ba@hotmail.com;;;;;;SANT LLUÍS Nº 26. 2ª
355;ASSOCIACIÓ DE MARES I PARES D´ ALUMNES DE L´ESCOLA BRESSOL MUNICIPAL LA TREPA;Educació i formació;;;;;;;;;;;D-02;B-01;08940;Indefinit;2001;;ampalatrepa@gmail.com;;;;;;VICENÇ LLIVINA S/N
356;AMICS DE LA INSTITUCIÓ CLARETIANA;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-02;B-06;08940;Indefinit;2000;933760548;amic@claretianasmic.org;www.claretianasmic.org/amicsolidaritat;;;;;TRAVESSERA 13-15
357;CORNELLÀ ACTIVA ( ASSOCIACIÓ CULTURAL DE TEMPS LLIURE I VACANCES );Suport social;;;;;;;;;;;D-05;B-06;08940;Indefinit;1999;;blondicart@hotmail.com;;;;;;MOSSÈN ANDREU 13-19
358;ASPROSEAT ( ASSOCIACIÓ PROMOTORA DE SERVEIS ESPECIALS I ATENCIONS TERAPÈUTIQUES ;Suport social;;;;;;;;;;;D-03;B-03;08940;Indefinit;2009;932236391;asproseat@asproseat.org;www.asproseat.org;;;;;RAMBLA SOLANES Nº 23
361;ASOCIACIÓN DE CIENCIA Y TECNOLOGÍA ASTROLABIO;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-05;B-06;08940;Indefinit;2009;633804289;astrolabiobcn@gmail.com;;;;;;FREDERIC SOLER Nº 92
362;ASSOCIACIÓ DE MARES I PARES AMPA DE L´ESCOLA BRESSOL MUNICIPAL CEL BLAU;Educació i formació;;;;;;;;;;;D-04;B-04;08940;Indefinit;2008;934752383;ampa.celblau@gmail.com;;;;;;Terra Alta s/n
364;ASOCIACIÓN SALUD POSTURAL ANA Mª CORRAL ( SPAMC );Esportives;;;;;;;;;;;D-02;B-01;08940;Indefinit;2009;686699268;administracion@saludpostural.es;www.saludpostural.es;;;;;ALMIRANTE VIERNA Nº 1.  1º 2ª
365;CLUB PÀDEL CORNELLÀ;Esportives;;;;;;;;;;;D-02;B-01;08940;Indefinit;2010;639254377;clubpadelcornella@gmail.com;www.clubpadelcornella.blogspot.com;;;;;CARRER VERGE DE MONTSERRAT S/N
366;ASSOCIACIÓ CULTURAL BACANTOH;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2010;687387787;danzabacantoh@gmail.com;www.bacantoh.blogspot.com;;;;;COSTA BRAVA Nº 3.  4º 1º
367;FUNDACIÓ PRIVADA SALUT MENTAL CATALUNYA;Suport social;;;;;;;;;;;D-02;B-01;08940;Indefinit;2007;932721451;fundacio@salutmental.org;www.salutmental.org;;;;;MARQUÉS DE CORNELLÀ Nº 15
368;ASSOCIACIÓ ESPORTIVA SANDOR;Esportives;;;;;;;;;;;D-06;B-07;08940;Indefinit;2010;654728166;a.e.sandor@gmail.com;;;;;;AVINGUDA LINEA ELECTRICA, 1-7
369;ASSOCIACIÓ SOLIDÀRIA GENT TERANGA;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-05;B-06;08940;Indefinit;2008;;associaciogentteranga@gmail.com;www.gentteranga.org;;;;;C/ FREDERIC SOLER Nº54. 1º 2º
