ID;ENTITAT;SECTORSEMANTIC1;SECTORSEMANTIC2;SECTORSEMANTIC3;SIGLA;CODI_CARRER;CARRER;NRO;BIS;ESCALA;PIS;PORTA;ADREÇA_COMPLETA;CODI_DIVISIO_TERRITORIAL_ADM;CODI_DIVISIO_TERRITORIAL;CODI_POSTAL;AMBIT;ANY_CONSTITUCIO;TELEFON;MAIL;WEB;UTMX;UTMY;LATITUD;LONGITUD
3213;Associació Pro-Educació Especial Tramuntana;EDUCACIO;;;Ptge.;;Sant Joan;0087;;;BX ;;Ptge. Sant Joan 0087   BX  ;S-01005;S-01005;08980;indefinit;1977;936661485;a8033444@xtec.net;http://www.xtec.cat/esc-tramuntana/;420388;4581474;;
9281;Associació Raduga;CULTURAL;;;Pg.  ;;Bertrand;0013;;;BX ;;Pg.   Bertrand 0013   BX  ;S-01002;S-01002;08980;indefinit;;936661138;radugabcn@gamail.com;;420460;4581761;;
3038;Associació Sant Feliu Centre de Sant Feliu de Llobregat;ECONOM;;;C.   ;;Eugeni d Ors;0020;;;;;C.    Eugeni d Ors 0020    ;S-01002;S-01002;08980;indefinit;;936661620CristinaVera;;http://www.debotigues.cat/;420178;4581845;;
3123;Associació Social Cultural Esportiva d Equatorians de Sant Feliu;CULTURAL;;;C.   ;;Església;0010;;;LC ;;C.    Església 0010   LC  ;S-01001;S-01001;08980;indefinit;;;;;420274;4581662;;
3150;Associació Societat d Il·lusionisme de Sant Feliu de Llobregat;CULTURAL;;;Ctra.;;Laureà Miró;0118;;;BX ;;Ctra. Laureà Miró 0118   BX  ;S-01005;S-01005;08980;indefinit;;936853596;sissantfeliu@gmail.com;;420358;4581518;;
3152;Associació Sodepau Solidaritat Desenvolupament i Pau;SOLIDARI;;;C.   ;;Frederica Montseny;0016;;;02 ;03  ;C.    Frederica Montseny 0016   02  03  ;S-07001;S-07001;08980;indefinit;;933010171TxellyJoan;sodepau@sodepau.org;www.sodepau.org;421232;4582258;;
3167;Associació Tawmat de Catalunya;SOCIAL;;;Rbla.;;Marquesa de Castellbell;0093;;;04 ;04  ;Rbla. Marquesa de Castellbell 0093   04  04  ;S-05003;S-05003;08980;indefinit;;;tawmatcat@hotmail.com;www.isuraf.tk;420468;4582283;;
3466;Associació Xarcont, Xarxa Continguts i Territori;TECNO;;;C.   ;;Joan XXIII;0014;;;BX ;02  ;C.    Joan XXIII 0014   BX  02  ;S-03004;S-03004;08980;indefinit;;;xarcont@gmail.com;www.xarcont.org;420581;4581905;;
3169;Associación Radio Taxi Parada Sant Feliu de Llobregat;ECONOM;;;C.   ;;Frederica Montseny;0051;;;02 ;01  ;C.    Frederica Montseny 0051   02  01  ;S-07002;S-07002;08980;indefinit;;;;;421037;4582500;;
3066;Ateneu Santfeliuenc;CULTURAL;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;1881;936853242;info@ateneusantfeliuenc.org;www.ateneusantfeliuenc.org;420390;4581799;;
33289;Banda Simfònica Ciutat de les Roses;CULTURAL;;;C.   ;;Vidal i Ribas;0023;;;BX ;01  ;C.    Vidal i Ribas 0023   BX  01  ;S-01002;S-01002;08980;indefinit;;;bandasimfonicaciutatdelesroses@gmail.com;;420390;4581799;;
3132;Banda y Majorettes de Juventudes de Sant Feliu;CULTURAL;;;Ra.  ;;Salut;0030;B;;07 ;02  ;Ra.   Salut 0030 B  07  02  ;S-05002;S-05002;08980;indefinit;1992;936855774;;;420343;4582353;;
3145;Calaix de Sastre;CULTURAL;;;C.   ;;Creus;0041;;;BX ;;C.    Creus 0041   BX  ;S-01002;S-01002;08980;indefinit;;936664777;correu@calaixdesastresantfeliu.cat;www.calaixdesastresantfeliu.cat;420122;4581826;;
13197;Carisma Associació Cristiana d Ajuda Social i Cultural;SOCIAL;;;Pg.  ;;Comte de Vilardaga;0041;;;BX ;03  ;Pg.   Comte de Vilardaga 0041   BX  03  ;S-05005;S-05005;08980;indefinit;;695364873;carismaasociacion@gmail.com;;420716;4582252;;
11903;CARITAS DIOCESANA DE SANT FELIU DE LLOBREGAT;SOCIAL;;;C.   ;;Armenteres;0035;;;BX ;;C.    Armenteres 0035   BX  ;S-01005;S-01005;08980;indefinit;;936525770;secretaria@caritassantfeliu.cat;;420256;4581253;;
3135;Caritas Parroquial Sant Llorenç;SOCIAL;;;Pl.  ;;Vila;0002;B;;BX ;;Pl.   Vila 0002 B  BX  ;S-01002;S-01002;08980;indefinit;1949;936661226;;http://www.caritasbcn.org/es/sant_feliu_de_llobregat;420287;4581708;;
3010;Casal de la Dona;DONA;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;1980;936857052;csdona@hotmail.com;csdonasantfeliu.blogspot.com;420390;4581799;;
3017;Castellers de Sant Feliu;CULTURAL;;;Pg.  ;;Bertrand;0013;;;BX ;;Pg.   Bertrand 0013   BX  ;S-01002;S-01002;08980;indefinit;1996;;castellersdesantfeliu.magentes@gmail.com;http://www.castellersdesantfeliu.cat/;420460;4581761;;
3081;Centre d Estudis Comarcals del Baix Llobregat;CULTURAL;;;C.   ;;Estelí;0010;;;BX ;;C.    Estelí 0010   BX  ;S-07001;S-07001;08980;indefinit;1974;936663527;cecbll@llobregat.info;http://www.cecbll.cat;420985;4582189;;
3189;Centre Parroquial de Sant Feliu de Llobregat;CULTURAL;;;C.   ;;Pi i Margall;0006;;;;;C.    Pi i Margall 0006    ;S-01001;S-01001;08980;indefinit;1942;936661016;elcentre@terra.com;null;420371;4581692;;
3082;Centro Cultural Andaluz Virgen del Rocío;CULTURAL;;;Rbla.;;Marquesa de Castellbell;0084;;;S1 ;10  ;Rbla. Marquesa de Castellbell 0084   S1  10  ;S-05005;S-05005;08980;indefinit;1997;693407621 (Georgina);geor1984@hotmail.com;;420581;4582236;;
3083;Centro Cultural Recreativo Juan de Batlle;CULTURAL;;;C.   ;;Carles Buïgas;0049;;;;;C.    Carles Buïgas 0049    ;S-03005;S-03005;08980;indefinit;1974;936662465;centrocultural_jbatlle@hotmail.com;;420934;4581967;;
2996;Cercle Català de Col·leccionisme;CULTURAL;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;1999;619958304;cerclecatcol@yahoo.es;http://cerclecatcol.blogspot.com.es/;420390;4581799;;
3084;Cercle de Belles Arts ;CULTURAL;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;1985;936667020;cercledebellesarts@gmail.com;null;420390;4581799;;
3085;Club Atlètic Sant Feliu;ESPORT;;;C.   ;;Mataró;0008;;;BX ;;C.    Mataró 0008   BX  ;S-06004;S-06004;08980;indefinit;1984;936859610(Estadi-dllidxde18a20);clubatletic_santfeliu@hotmail.com;www.clubatletic-santfeliu@hotmail.com;420148;4582729;;
3098;Club Ciclista Bicibaix;ESPORT;;;C.   ;;Joaquim Monmany;0011;;;06 ;03  ;C.    Joaquim Monmany 0011   06  03  ;S-05005;S-05005;08980;indefinit;2006;;pipobeni@hotmail.com;http://clubciclistabicibaix.blogspot.com.es/;420545;4582336;;
6087;Club Ciclista Santfeliuenc;ESPORT;;;C.   ;;Pi i Margall;0039;;;02 ;02  ;C.    Pi i Margall 0039   02  02  ;S-01002;S-01002;08980;indefinit;1960;;aal.stfeliu@gmail.com;;420444;4581758;;
6187;Club Ciclista Sprint Bike Sant Feliu de Llobregat;ESPORT;;;C.   ;;Girona;0031;;;;;C.    Girona 0031    ;S-03003;S-03003;08980;indefinit;2012;;ccsprintbike@gmail.com;http://ccsprintbike.blogspot.com.es/;420831;4582012;;
3019;Club de Bàsquet Santfeliuenc;ESPORT;;;C.   ;;Santiago Rusiñol;0001;A;;;;C.    Santiago Rusiñol 0001 A   ;S-03004;S-03004;08980;indefinit;1927;;administracio@cbsantfeliuenc.com;www.cbsantfeliuenc.com;420707;4581748;;
3129;Club de Jubilados y Pensionistas Tierno Galván;GRAN;;;C.   ;;Joan XXIII;0003;;;;;C.    Joan XXIII 0003    ;S-03001;S-03001;08980;indefinit;;;;;420580;4581995;;
3144;Club d Escafandrisme Rosa del Mar;ESPORT;;;C.   ;;Daoíz i Velarde;0030;;;03 ;;C.    Daoíz i Velarde 0030   03  ;S-03004;S-03004;08980;indefinit;;;;;420929;4581748;;
3021;Club d Esplai Diversitat Lúdica;LLEURE;;;Ra.  ;;Salut;0007;;;;;Ra.   Salut 0007    ;;;08980;indefinit;1999;936325788;diversitatludica@fundesplai.org;www.diversitatludica.cat;;;;
3022;Club d Esplai Sant Feliu;LLEURE;;;C.   ;;Tibidabo;0018;;;BX ;01  ;C.    Tibidabo 0018   BX  01  ;S-03005;S-03005;08980;indefinit;1993;936667450;esplaisantfeliu@gmail.com;www.clubesplaisantfeliu.com;420934;4581967;;
9567;Club Esportiu (AIP) Catalunya;ESPORT;;;C.   ;;Roses;0087;;;BX ;01  ;C.    Roses 0087   BX  01  ;S-07001;S-07001;08980;indefinit;;931793947;rgisbertll@hotmail.com;;421120;4582151;;
9533;Club Esportiu Esperit sense Limit Sant Feliu de Llobregat;ESPORT;;;C.   ;;Roses;0022;;;01 ;02  ;C.    Roses 0022   01  02  ;S-03001;S-03001;08980;indefinit;;;dojokushin13@gmail.com;;420576;4582013;;
3078;Club Esportiu Molero Esport;ESPORT;;;C.   ;;Verge de Montserrat;0002;;;BX ;;C.    Verge de Montserrat 0002   BX  ;;;08980;indefinit;1989;;jmolero@taekwondomolero.cat;http://taekwondomolero.cat/;;;;
3131;Club Handbol Sant Llorenç;ESPORT;;;C.   ;;Mataró;;;;;;C.    Mataró     ;;;08980;indefinit;1975;;info@handbolsantllorenc.com;http://www.chsantllorenc.com/;;;;
10336;Club Karate Kyokushin Nintai Sant Feliu;ESPORT;;;C.   ;;Santa Creu;0005;;;02 ;02  ;C.    Santa Creu 0005   02  02  ;S-05004;S-05004;08980;indefinit;;;kyokushindojonintai@hotmail.com;;420351;4582154;;
3079;Club Natació Sant Feliu;ESPORT;;;C.   ;;Verge de Montserrat;0002;;;BX ;01  ;C.    Verge de Montserrat 0002   BX  01  ;S-03004;S-03004;08980;indefinit;1969;936661444-ComplexMpaldePiscines;cnsf@elcomplex.cat;www.cnsf.cat;420641;4581857;;
3034;Club Petanca la Salut;ESPORT;;;C.   ;;Joaquim Monmany;0010;;;05 ;02  ;C.    Joaquim Monmany 0010   05  02  ;S-05005;S-05005;08980;indefinit;1993;;;;420592;4582341;;
3042;Club Petanca San José;ESPORT;;;Pl.  ;;Rafael Alberti;0001;;;;;Pl.   Rafael Alberti 0001    ;S-02004;S-02004;08980;indefinit;1989;936669963,MaJosefaLlamasHens,Presidenta;;;419853;4581719;;
3080;Club Petanca Santfeliuense;ESPORT;;;C.   ;;Verge de Montserrat;0002;;;BX ;01  ;C.    Verge de Montserrat 0002   BX  01  ;S-03004;S-03004;08980;indefinit;1974;936601848(FulgencioMartinez-President);;;420641;4581857;;
3154;Club Rítmica Sant Feliu;ESPORT;;;C.   ;;Josep M. de Molina;0026;;;01 ;01  ;C.    Josep M. de Molina 0026   01  01  ;S-01005;S-01005;08980;indefinit;2002;;ritmicasanfe@hotmail.com;www.clubritmicasantfeliu.net;420165;4581623;;
3178;Colla de Geganters de Sant Feliu de Llobregat ;CULTURAL;;;C.   ;;Vidal i Ribas;0025;;;BX ;01  ;C.    Vidal i Ribas 0025   BX  01  ;S-01002;S-01002;08980;indefinit;;;santfeliuciutat@hotmail.com;http://gegants.wordpress.com;420390;4581799;;
3015;Comissió de Colles de Sant Feliu;CULTURAL;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;1989;936853242;comissiodecolles@yahoo.es;bastoners.santfeliu.net;420390;4581799;;
3142;Comissió de Festes Carrer Joan Maragall;CIVICA;;;C.   ;;Joan Maragall;0105;;;BX ;;C.    Joan Maragall 0105   BX  ;S-01001;S-01001;08980;indefinit;1979;936666827;annamgim@telefonica.net;;420564;4581563;;
3041;Coral Roses de la Gent Gran;GRAN;;;C.   ;;Pi i Margall;0043;;;;;C.    Pi i Margall 0043    ;S-01002;S-01002;08980;indefinit;;936325159;;;420526;4581782;;
3170;Cordibaix Coordinadora d Associacions i Patronats dels Disminuïts del Baix Llobregat;SOCIAL;;;;;;;;;;;      ;;;;indefinit;;;;;;;;
2997;Creu Roja Espanyola;SOCIAL;;;C.   ;;Ramón y Cajal;0049;;;BX ;;C.    Ramón y Cajal 0049   BX  ;S-01007;S-01007;08980;indefinit;1918;936660353;santfeliullob@creuroja.org;www.cruzroja.org;419861;4581442;;
12761;CRIDEM EDUCA;EDUCACIO;;;C.   ;;Joan XXIII;0014;;;02 ;;C.    Joan XXIII 0014   02  ;S-03004;S-03004;08980;indefinit;;936858024;cridemeduca@gmail.com;;420581;4581905;;
3127;DANAYA para la convivencia intercultural y redes de cooperación y codesarrollo;SOLIDARI;;;C.   ;;Verge de les Neus;0049;;;02 ;01  ;C.    Verge de les Neus 0049   02  01  ;S-01007;S-01007;08980;indefinit;2011;;manuandueza@gmail.com;;419993;4581471;;
3120;Deria Música;CULTURAL;;;C.   ;;Falguera;0016;;;BX ;;C.    Falguera 0016   BX  ;S-01006;S-01006;08980;indefinit;;;deriamusica@gmail.com;;420055;4581718;;
3175;Diablos Rojos Asociación Esportiva;ESPORT;;;C.   ;;Constitució;0038;;D ;EN ;06  ;C.    Constitució 0038  D  EN  06  ;S-04006;S-04006;08980;indefinit;2011;;;http://diablosrojos.eu/principal.htm;420114;4582395;;
3086;Espeleo Grup Santfeliuenc;ESPORT;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;1989;;espeleolegs@gmail.com;www.espeleologos.es;420390;4581799;;
3077;Esplai Sant Llorenç;LLEURE;;;C.   ;;Daoíz i Velarde;0007;;;;;C.    Daoíz i Velarde 0007    ;S-03005;S-03005;08980;indefinit;1976;936850048;esplaisantllor@gmail.com;www.esplaisantllorenç.com;420823;4581739;;
3094;Federació d Associacions de Veïns i Veïnes de Sant Feliu de Llobregat;CIVICA;;;Pl.  ;;Lluís Companys;0001;;;BX ;02  ;Pl.   Lluís Companys 0001   BX  02  ;S-01002;S-01002;08980;indefinit;;;;;420273;4581745;;
3171;Federació de Colles Geganteres del Baix Llobregat;CULTURAL;;;C.   ;;Vidal i Ribas;0025;;;BX ;01  ;C.    Vidal i Ribas 0025   BX  01  ;S-01002;S-01002;08980;indefinit;;; baixllobregat@gegants.cat;;420390;4581799;;
9025;Federació d Entitats Tradicionals de Sant Feliu de Llobregat (FETS);CULTURAL;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;;936853242;fet08@hotmail.com;;420390;4581799;;
3168;Fundació Comaposada Sindicalistes Solidaris;SINDICAL;;;C.   ;;Santa Creu;0033;;;07 ;01  ;C.    Santa Creu 0033   07  01  ;S-05001;S-05001;08980;indefinit;;;;;420393;4582328;;
3101;Fundació Gresol Projecte Home;SOCIAL;;;C.   ;;Roses;0060;;;BX ;;C.    Roses 0060   BX  ;S-03003;S-03003;08980;indefinit;;;;;420840;4582078;;
6598;Fundació Nouxamfrà;SOCIAL;;;Ra.  ;;PAHISSA;0044;;;;;Ra.   PAHISSA 0044    ;S-01005;S-01005;08980;indefinit;;936661195;administracio@fundacioxamfra.cat;;420635;4581454;;
3136;Fundació Sindicat Agrícola Sant Feliu de Llobregat;ECONOM;;;Pg.  ;;Nadal;0028;;;;;Pg.   Nadal 0028    ;S-01002;S-01002;08980;indefinit;;;;;420451;4581854;;
10133;FUNDACION APIP-ACAM;SOCIAL;;;Pg.  ;;Comte de Vilardaga;0148;;;LC ;01  ;Pg.   Comte de Vilardaga 0148   LC  01  ;S-07001;S-07001;08980;indefinit;;936325980;secretariadireccio@fundacioapiacam.org;;421276;4582443;;
3126;Fundación Vicente Ferrer;SOLIDARI;;;C.   ;;Joan Maragall;0012;;;03 ;03  ;C.    Joan Maragall 0012   03  03  ;S-01001;S-01001;08980;indefinit;;;;;420317;4581639;;
36029;GATS I GOSSOS SANT FELIU;SOLIDARI;;;Rbla.;;Marquesa de Castellbell;0008;;;02 ;03  ;Rbla. Marquesa de Castellbell 0008   02  03  ;S-03004;S-03004;08980;indefinit;;;gatsigossosfeliu@gmail.com;;420857;4581600;;
3033;Grup de Dones 21;DONA;;;C.   ;;Pou de Sant Pere;0008;;;;;C.    Pou de Sant Pere 0008    ;S-01002;S-01002;08980;indefinit;;936662705;mrrodrigol47@gmail.com;;420227;4581701;;
3023;Grup Excursionista Santfeliuenc GEPS;ESPORT;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;1981;;secretaria.geps@gmail.com;geps.santfeliu.net;420390;4581799;;
12088;GRUP FANTASIA;GRAN;;;Ra.  ;;Salut;0007;;;;;Ra.   Salut 0007    ;;;08980;indefinit;;;angel.pc46@hotmail.com;;;;;
3024;Handbol Col·legi Virgen de la Salud;ESPORT;;;C.   ;;Constitució;0003;;;;;C.    Constitució 0003    ;S-01002;S-01002;08980;indefinit;1975;936661169(RamonSalvany-Coordinador);;;420298;4582034;;
3025;Hermandad Nuestra Senyora de la Salud;CULTURAL;;;C.   ;;Lluís G. Rius;0021;;;BX ;01  ;C.    Lluís G. Rius 0021   BX  01  ;S-04003;S-04003;08980;indefinit;1956;936666788;moigonzalezrod@gmail.com;;420225;4582348;;
3138;K-LIGRAPHIXXX Associació d Escriptors d Art Urbà;JUVENIL;;;Ctra.;;Laureà Miró;0118;;;BX ;;Ctra. Laureà Miró 0118   BX  ;S-01005;S-01005;08980;indefinit;1998;;;;420358;4581518;;
3026;La Unió Coral;CULTURAL;;;Pg.  ;;Bertrand;0013;;;BX ;;Pg.   Bertrand 0013   BX  ;S-01002;S-01002;08980;indefinit;1892;936661138;info@launiocoral.cat;www.launiocoral.cat;420460;4581761;;
35929;LGTB VIOLETA;SOCIAL;;;C.   ;;Prolongació de Falguera;0004;;;02 ;03  ;C.    Prolongació de Falguera 0004   02  03  ;S-02003;S-02003;08980;indefinit;;;lgtbvioleta@gmail.com;;419909;4582040;;
3027;Llar de Jubilats Centre Cívic  Roses de Sant Feliu de Llobregat;GRAN;;;C.   ;;Verge del Pilar;0030;;;;;C.    Verge del Pilar 0030    ;;;08980;indefinit;;936665937;llarjubilatsroses@hotmail.com;;;;;
3111;Lliga de Catalunya de Mutilats i Vídues de la Guerra d Espanya;SOCIAL;;;C.   ;;Barcelona;0006;;;BX ;01  ;C.    Barcelona 0006   BX  01  ;S-02003;S-02003;08980;indefinit;;;;;419867;4582069;;
13103;OMNIUM CULTURAL;CULTURAL;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;;936853242;santfeliu@omnium.cat;;420390;4581799;;
3166;ONG Mans Mercedàries;SOLIDARI;;;C.   ;;Verge de la Mercè;0014;;;BX ;;C.    Verge de la Mercè 0014   BX  ;S-01001;S-01001;08980;indefinit;;937750110;jtoset@xtec.cat;www.mansmercedaries.org;420507;4581639;;
3087;Organització de Consumidors i Usuaris de Catalunya;ECONOM;;;Pl.  ;;Rafael Alberti;0001;;;;;Pl.   Rafael Alberti 0001    ;S-02004;S-02004;08980;indefinit;1983;936853885;administracio@ocuc.org;http://www.ocuc.org;419853;4581719;;
3088;Penya Barcelonista de Sant Feliu de Llobregat;ESPORT;;;C.   ;;Jacint Verdaguer;0007;;;;;C.    Jacint Verdaguer 0007    ;S-01001;S-01001;08980;indefinit;1977;936669151-Seusocial;pbsantfeliu@hotmail.com;;420692;4581617;;
3029;Penya Blanc Blava de Sant Feliu de Llobregat;ESPORT;;;C.   ;;Joan Maragall;0008;;;;;C.    Joan Maragall 0008    ;S-01001;S-01001;08980;indefinit;1981;;penyablancblava.santfeliullob@gmail.com;www.penyablancblava.santfeliu.net;420287;4581643;;
3030;Peña Bética de Sant Feliu de Llobregat;CULTURAL;;;C.   ;;Santa Creu;0039;;;BX ;01  ;C.    Santa Creu 0039   BX  01  ;S-05001;S-05001;08980;indefinit;1994;936326160 (Seu social);afuerte.72@gmail.com;;420408;4582365;;
3100;Peña Cultural Andaluza Luis de Córdoba;CULTURAL;;;Ptge.;;Carnicé;0016;;;;;Ptge. Carnicé 0016    ;S-02008;S-02008;08980;indefinit;1976;936850714;patrysh_18@hotmail.com;;419899;4581862;;
3157;Peña Recreativa Sant Feliu de Llobregat;ESPORT;;;C.   ;;Reverend Martí Duran;0002;;;BX ;;C.    Reverend Martí Duran 0002   BX  ;S-02003;S-02003;08980;indefinit;1980;936663052-Seusocial;prsantfeliu@hotmail.com;http://precreativa.webnode.es/;419606;4582057;;
3122;Plataforma en Defensa de les Zones Verdes  i d Equipaments a Mas Lluí;CIVICA;;;C.   ;;Frederica Montseny;0023;;;BX ;03  ;C.    Frederica Montseny 0023   BX  03  ;S-07001;S-07001;08980;indefinit;;;;;421172;4582270;;
3089;Reagrupament de Malalts Alcohòlics Rehabilitats;SOCIAL;;;Ptge.;;Sant Joan;0013;;;;;Ptge. Sant Joan 0013    ;S-01005;S-01005;08980;indefinit;1988;936851181;;www.remarebaix.org;420458;4581484;;
3108;Refugi de Gats i Gossos del Baix Llobregat;SOLIDARI;;;C.   ;;Can Miano;;;;;;C.    Can Miano     ;;;08980;indefinit;;;;;;;;
3097;Sant Feliu Comerç Associació de Comerciants i Negocis de Sant Feliu;ECONOM;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;;;sfcomerc@santfeliu.net;www.debotigues.cat;420390;4581799;;
3143;Sant Feliu de Llobregat Viu SCCL;SOCIAL;;;C.   ;;Miguel de Cervantes;0009;;;02 ;03  ;C.    Miguel de Cervantes 0009   02  03  ;S-01005;S-01005;08980;indefinit;;;consellrector@fetasantfeliu.cat;www.fetasantfeliu.cat;420178;4581556;;
3014;Santfeliuenc Futbol Club;ESPORT;;;C.   ;;Mataró;;;;;;C.    Mataró     ;;;08980;indefinit;1905;;santfefc@gmail.com;www.santfefc.com;;;;
3043;SFSK8 Associació de Joves Monopatinadors;JUVENIL;;;Ctra.;;Laureà Miró;0118;;;BX ;;Ctra. Laureà Miró 0118   BX  ;S-01005;S-01005;08980;indefinit;;936664503(CasaldeJoves);skaters.sfsk8@gmail.com;;420358;4581518;;
3113;Shambala Associació Defensora i Protectora dels Drets dels Animals no Humans;SOCIAL;;;C.   ;;Vidal i Ribas;0023;;;;;C.    Vidal i Ribas 0023    ;S-01002;S-01002;08980;indefinit;;;contacto@shambalasf.com;;420390;4581799;;
3031;Societat  de Pescadors Esportius de Sant Feliu de Llobregat ;ESPORT;;;C.   ;;Ramon Ribas;0002;;;;;C.    Ramon Ribas 0002    ;S-03005;S-03005;08980;indefinit;1962;;pescadorssantfeliu@gmail.com;;420832;4581932;;
3106;Societat d Ocellaires La Rosa;CULTURAL;;;C.   ;;Rupert Lladó;0012;;;;;C.    Rupert Lladó 0012    ;S-02008;S-02008;08980;indefinit;1976;;;;419876;4581916;;
3032;Unió Esportiva Sant Feliu Llobregat UNES;ESPORT;;;C.   ;;Santiago Rusiñol;0001;;;;;C.    Santiago Rusiñol 0001    ;S-03004;S-03004;08980;indefinit;1983;936668527;info@unes.cat;www.unes.cat;420846;4581652;;
3064;Voluntariat de Sant Feliu;SOLIDARI;;;Pg.  ;;Comte de Vilardaga;0001;;B ;SM ;01  ;Pg.   Comte de Vilardaga 0001  B  SM  01  ;S-05003;S-05003;08980;indefinit;1994;936852226;voluntariat@santfeliu.net;;420385;4582098;;
3147;Xarxa de l Observatori del Deute en la Globalització ;SOLIDARI;;;C.   ;;Sant Antoni;0017;;;;;C.    Sant Antoni 0017    ;S-01005;S-01005;08980;indefinit;;;;;420189;4581457;;
3104;Xarxa Integrada de Recursos Comunitaris per a la Gestió i la Solidaritat XIREC;SOLIDARI;;;C.   ;;Josep M. de Molina;0038;B;;BX ;;C.    Josep M. de Molina 0038 B  BX  ;S-01005;S-01005;08980;indefinit;;;;;420137;4581610;;
3103;Xarxa per a la Promoció de l Espectacle Infantil i Juvenil a Sant Feliu;CULTURAL;;;C.   ;;Pi i Margall;0006;;;;;C.    Pi i Margall 0006    ;S-01001;S-01001;08980;indefinit;1982;936661016;info@xarxasantfeliu.com;www.xarxasantfeliu.com;420371;4581692;;
10958;3/4 de 15;CULTURAL;;;C.   ;;Pi i Margall;0036;;;BX ;01  ;C.    Pi i Margall 0036   BX  01  ;S-01001;S-01001;08980;indefinit;;;tresquartsde15@yahoo.es;;420540;4581734;;
