ID;TIPUS_EQUIPAMENT;DESCRIPCIO_TIPUS_EQUIPAMENT;NOM;NOM_CONTACTE;COGNOM1_CONTACTE;COGNOM2_CONTACTE;TELEFON;EMAIL;URL;SIGLA;CARRER;CODI_CARRER;NRO;BIS;ESCALA;PIS;PORTA;CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA;CODI_DIVISIO_TERRITORIAL;CODI_POSTAL;CIUTAT;CODI_CIUTAT;PROVINCIA;CODI_PROVINCIA;PAIS;CODI_PAIS;UTMX;UTMY;LONGITUD;LATITUD;TIPO_UTM;ADREÇA_COMPLETA
3349;EquipamentEscola;Escola;Escola Verge de la Salut;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pl.  ;Catalunya;110;0008;;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420298;4582034;;;ED50;Pl. Catalunya 0008   
6107;EquipamentReligios;Equipament religiós;Església Evangèlica;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Llorenç Martí;520;0009;;;;;S-03001;S-03001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420608;4581999;;;ED50;C. Llorenç Martí 0009   
6102;EquipamentSocial;Equipament social;Espai de voluntariat (Comte Vilardaga);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pg.  ;Comte de Vilardaga;150;0001;;A ;LC ;04  ;S-05003;S-05003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420385;4582098;;;ED50;Pg. Comte de Vilardaga 0001  LC 04
3375;EquipamentCultural;Equipament cultural;Espai Municipal i Cultural Cinebaix;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Joan Batllori;470;0021;;;BX ;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420239;4581828;;;ED50;C. Joan Batllori 0021  BX 
9112;EquipamentSocial;Equipament social;Espai Plaça Francesc Macià;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Josep Ricart;450;0059;;;S1 ;05  ;S-03003;S-03003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420708;4582069;;;ED50;C. Josep Ricart 0059  S1 05
9962;EquipamentAdmin;Equipament administratiu i proveïment;Espai polivalent (antic Tramuntana);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Verge de la Salut;620;0002;;;BX ;;S-01003;S-01003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420168;4582032;;;ED50;C. Verge de la Salut 0002  BX 
6110;Equipament;Equipament;Estació RENFE;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pl.  ;Estació;240;0001;;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420532;4581844;;;ED50;Pl. Estació 0001   
3399;EquipamentAdmin;Equipament administratiu i proveïment;Fiatc Assegurances;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Eugeni d Ors;250;0002;;;;;S-01003;S-01003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420203;4581997;;;ED50;C. Eugeni d Ors 0002   
3420;EquipamentGimCenter;Gim center;Gimnàs Kuk Sool Won;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Joan Maragall;490;0115;;;S2 ;01  ;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420587;4581548;;;ED50;C. Joan Maragall 0115  S2 01
3419;EquipamentGimCenter;Gim center;Gimnàs La Nau;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Josep Ricart;450;0017;;;;;S-03005;S-03005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420836;4581763;;;ED50;C. Josep Ricart 0017   
6116;EquipamentEsportiu;Equipament esportiu;Gimnàs Sant Feliu;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Joan Maragall;490;0040;;;LC ;01  ;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420442;4581640;;;ED50;C. Joan Maragall 0040  LC 01
35806;EquipamentSocial;Equipament social;Habitatge per a necessitats socials;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;General Manso;290;0042;;C ;03 ;02  ;S-03002;S-03002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;421126;4581812;;;ED50;C. General Manso 0042  03 02
3418;EquipamentEsportiu;Equipament esportiu;Indoor karting Barcelona;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Laureà Miró;120;0430;;;BX ;;S-02003;S-02003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419356;4583244;;;ED50;Ctra. Laureà Miró 0430  BX 
3353;EquipamentInstitut;Institut;Institut Martí Dot;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Reverend Martí Duran;710;0030;;;BX ;;S-02003;S-02003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419795;4582150;;;ED50;C. Reverend Martí Duran 0030  BX 
9971;EquipamentAdmin;Equipament administratiu i proveïment;Institut Nacional de la Seguretat Social (INNS);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Rbla.;Marquesa de Castellbell;540;0098;;;BX ;02  ;S-05005;S-05005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420563;4582285;;;ED50;Rbla. Marquesa de Castellbell 0098  BX 02
3354;EquipamentInstitut;Institut;Institut Olorda;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Carles Buïgas;90;0022;;;;;S-03002;S-03002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;421027;4581980;;;ED50;C. Carles Buïgas 0022   
3330;EquipamentJutjats;Jutjats;Jutjat de Violència sobre la Dona;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Jacint Verdaguer;390;0035;;;LC ;01  ;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420613;4581719;;;ED50;C. Jacint Verdaguer 0035  LC 01
3328;EquipamentJutjats;Jutjats;Jutjats de primera instància i instrucció núm. 1 a 5;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Dalt;970;0010;;;BX ;01  ;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420315;4581892;;;ED50;C. Dalt 0010  BX 01
3329;EquipamentJutjats;Jutjats;Jutjats de primera instància i instrucció núm. 6 i 7;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Verge de Montserrat;590;0009;;;BX ;01  ;S-03003;S-03003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420710;4581955;;;ED50;C. Verge de Montserrat 0009  BX 01
6109;EquipamentCultural;Equipament cultural;La Nau, Cultura i Tradicions;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ptge.;Sant Joan;850;0085;;;BX ;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420388;4581474;;;ED50;Ptge. Sant Joan 0085  BX 
11596;EquipamentEscolaBressol;Escola bressol;Llar d infants Amiguitos;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Torras i Bages;930;0032;;;LC ;01  ;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420443;4581671;;;ED50;C. Torras i Bages 0032  LC 01
6111;EquipamentCultural;Equipament cultural;Local AVV La Salut;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ptge.;Terrassa;920;0003;;;BX ;04  ;S-04007;S-04007;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420233;4582473;;;ED50;Ptge. Terrassa 0003  BX 04
6699;EquipamentSanitari;Equipament sanitari;Local Frederica Montseny - Agència de Salut Pública de Catalunya;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Frederica Montseny;907;0023;;;BX ;03  ;S-07001;S-07001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;421172;4582270;;;ED50;C. Frederica Montseny 0023  BX 03
6683;EquipamentAdmin;Equipament administratiu i proveïment;Local Llogat-activitat comercial;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Laureà Miró;120;0187;;;BX ;;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420241;4581662;;;ED50;Ctra. Laureà Miró 0187  BX 
6103;EquipamentCultural;Equipament cultural;Local Peña Luis de Córdoba;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Rupert Lladó;750;0007;;;BX ;03  ;S-02008;S-02008;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419899;4581862;;;ED50;C. Rupert Lladó 0007  BX 03
12127;EquipamentAdminServei;Casa consistorial - Serveis;Local Psg. Nadal;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pg.  ;Nadal;420;0028;;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420451;4581854;;;ED50;Pg. Nadal 0028   
3428;EquipamentMercat;Mercat municipal;Mercat Municipal  La Plaça ;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Josep M. de Molina;430;0021;;;LC ;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420128;4581649;;;ED50;C. Josep M. de Molina 0021  LC 
3343;EquipamentSeguretat;Equipament de seguretat i defensa;Mossos d Esquadra;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Sànson;30;0066;B;;BX ;;S-05005;S-05005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420579;4582707;;;ED50;Ctra. Sànson 0066 B BX 
3396;EquipamentAdmin;Equipament administratiu i proveïment;Mutua d Assegurances ASEPEYO;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Josep Ricart;450;0006;;;BX ;01  ;S-03004;S-03004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420962;4581612;;;ED50;C. Josep Ricart 0006  BX 01
3402;EquipamentSanitari;Equipament sanitari;Mutua d assegurances Pelayo;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Laureà Miró;120;0154;;;LC ;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420279;4581560;;;ED50;Ctra. Laureà Miró 0154  LC 
3398;EquipamentAdmin;Equipament administratiu i proveïment;Mutua Universal;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Sant Jaume;820;0021;;;;;S-03004;S-03004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;421007;4581704;;;ED50;C. Sant Jaume 0021   
10670;EquipamentCultural;Equipament cultural;Nau Gran Can Bertrand;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Anselm Clavé;40;0011;;;;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420298;4581415;;;ED50;C. Anselm Clavé 0011   
3405;EquipamentAdminServei;Casa consistorial - Serveis;Oficina de Benestar Social i Familia;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Laureà Miró;120;0075;;;LC ;01  ;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420525;4581544;;;ED50;Ctra. Laureà Miró 0075  LC 01
3338;EquipamentAdmin;Equipament administratiu i proveïment;Oficina de correus i telecomunicacions;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Jacint Verdaguer;390;0007;;;LC ;IZ  ;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420692;4581617;;;ED50;C. Jacint Verdaguer 0007  LC IZ
3424;EquipamentAdmin;Equipament administratiu i proveïment;Oficina de treball de la Generalitat;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Hospitalet;370;0001;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419918;4582255;;;ED50;C. Hospitalet 0001   
6105;EquipamentAdminServei;Casa consistorial - Serveis;Oficina del Pla de Barris;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ra.  ;Salut;790;0030;B;;BX ;02  ;S-05002;S-05002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420343;4582353;;;ED50;Ra. Salut 0030 B BX 02
33298;EquipamentJutjats;Jutjats;Oficina del Registre Civil de Sant Feliu de Llobregat;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Dalt;970;0010;;;BX ;01  ;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420315;4581892;;;ED50;C. Dalt 0010  BX 01
3429;EquipamentAdmin;Equipament administratiu i proveïment;Organisme de Gestió Tributària de la Diputació de Barcelona;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Laureà Miró;120;0193;;;BX ;01  ;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420227;4581701;;;ED50;Ctra. Laureà Miró 0193  BX 01
3374;EquipamentCultural;Equipament cultural;Palau Falguera;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Falguera;260;0002;;;BX ;;;;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;;;;;ED50;C. Falguera 0002  BX 
3414;EquipamentPavello;Pavelló municipal;Palau Municipal d Esports Juan Carlos Navarro;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Rbla.;Marquesa de Castellbell;540;0017;;;BX ;;S-03004;S-03004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420707;4581748;;;ED50;Rbla. Marquesa de Castellbell 0017  BX 
3342;EquipamentBombers;Parc de bombers;Parc de Bombers;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Mataró;534;0001;;;BX ;;S-06004;S-06004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420062;4582537;;;ED50;C. Mataró 0001  BX 
3407;EquipamentPistaPoli;Pista poliesportiva;Parc Esportiu de les Grases;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Joan Fuster;909;0007;;;BX ;;S-06004;S-06004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420318;4582912;;;ED50;C. Joan Fuster 0007  BX 
6091;EquipamentCampFutbol;Camp de futbol;Parc Esportiu de les Grases - Camp Municipal de Futbol;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Mataró;534;0002;;;BX ;;S-06004;S-06004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420148;4582729;;;ED50;C. Mataró 0002  BX 
6092;EquipamentEsportiu;Equipament esportiu;Parc Esportiu de les Grases - Estadi Municipal d Atletisme;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Mataró;534;0008;;;BX ;;S-06004;S-06004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420148;4582729;;;ED50;C. Mataró 0008  BX 
6086;EquipamentPavello;Pavelló municipal;Parc Esportiu de les Grases - Pavelló Municipal Andrey Xepkin;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Mataró;534;0004;;;;;S-06004;S-06004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420148;4582729;;;ED50;C. Mataró 0004   
35865;EquipamentAdmin;Equipament administratiu i proveïment;Pàrquing municipal (c/ Jaume Ribas, 11);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ptge.;Jaume Ribas;402;0009;;;BX ;;S-02007;S-02007;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419793;4581572;;;ED50;Ptge. Jaume Ribas 0009  BX 
6100;EquipamentReligios;Equipament religiós;Parròquia de Sant Joan Baptista;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Sagrament;770;0015;;;;;S-04008;S-04008;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420319;4582558;;;ED50;C. Sagrament 0015   
3423;EquipamentPavello;Pavelló municipal;Pavelló Esportiu Escola Falguera;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Reverend Martí Duran;710;0002;;;BX ;;S-02003;S-02003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419606;4582057;;;ED50;C. Reverend Martí Duran 0002  BX 
3421;EquipamentPavello;Pavelló municipal;Pavelló Esportiu Escola Nadal;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Eugeni d Ors;250;0003;A;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420248;4581946;;;ED50;C. Eugeni d Ors 0003 A  
3422;EquipamentPavello;Pavelló municipal;Pavelló Esportiu Escola Pau Vila;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Mas Lluí;991;0011;;;BX ;;S-05005;S-05005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420710;4582350;;;ED50;C. Mas Lluí 0011  BX 
9936;Equipament;Equipament;PIMEC - Micro, petita i mitjana empresa;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Hospitalet;370;0025;;;BX ;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419975;4582309;;;ED50;C. Hospitalet 0025  BX 
6104;EquipamentAdminServei;Casa consistorial - Serveis;Pis C. Església;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Església;380;0003;;;01 ;;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420249;4581644;;;ED50;C. Església 0003  01 
6684;EquipamentAdmin;Equipament administratiu i proveïment;Pis fiscalia;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Dalt;970;0006;;;02 ;02  ;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420306;4581863;;;ED50;C. Dalt 0006  02 02
3410;EquipamentPiscina;Piscina;Piscina Municipal de l Escorxador;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Ramón y Cajal;690;0049;;;BX ;;S-01007;S-01007;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419861;4581442;;;ED50;C. Ramón y Cajal 0049  BX 
3411;EquipamentPistaPoli;Pista poliesportiva;Pista de lleure esportiu a la Plaça Consell d Infants;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ptge.;Jaume Ribas;402;0009;;;BX ;;S-02007;S-02007;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419793;4581572;;;ED50;Ptge. Jaume Ribas 0009  BX 
3412;EquipamentPistaPoli;Pista poliesportiva;Pista de lleure esportiu Can Calders;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ra.  ;Salut;790;0041;;;BX ;;S-05005;S-05005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420469;4582542;;;ED50;Ra. Salut 0041  BX 
3406;EquipamentEsportiu;Equipament esportiu;Pista de lleure esportiu Les Grases;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Joan Fuster;909;0001;;;;;S-06004;S-06004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420318;4582912;;;ED50;C. Joan Fuster 0001   
6097;EquipamentEsportiu;Equipament esportiu;Pistes de petanca La Salut;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Mataró;534;0005;;;BX ;;S-06004;S-06004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420032;4582586;;;ED50;C. Mataró 0005  BX 
6098;EquipamentEsportiu;Equipament esportiu;Pistes de petanca Parc del Llobregat;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Rupert Lladó;750;0048;;;BX ;;S-02003;S-02003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419684;4581938;;;ED50;C. Rupert Lladó 0048  BX 
6099;EquipamentEsportiu;Equipament esportiu;Pistes de petanca Sant Josep;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ptge.;Jaume Ribas;402;0009;;;BX ;;S-02007;S-02007;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419793;4581572;;;ED50;Ptge. Jaume Ribas 0009  BX 
6687;EquipamentAdmin;Equipament administratiu i proveïment;Plaça aparcament a Can Maginàs (110);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Constitució;130;0041;;;S1 ;110 ;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420007;4582356;;;ED50;C. Constitució 0041  S1 110
6688;EquipamentAdmin;Equipament administratiu i proveïment;Plaça aparcament a Can Maginàs (111);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Constitució;130;0041;;;S1 ;111 ;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420007;4582356;;;ED50;C. Constitució 0041  S1 111
6685;EquipamentAdmin;Equipament administratiu i proveïment;Plaça aparcament a Can Maginàs (77);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Constitució;130;0041;;;S1 ;77  ;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420007;4582356;;;ED50;C. Constitució 0041  S1 77
6686;EquipamentAdmin;Equipament administratiu i proveïment;Plaça aparcament a Can Maginàs (78);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Constitució;130;0041;;;S1 ;78  ;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420007;4582356;;;ED50;C. Constitució 0041  S1 78
3344;EquipamentSeguretat;Equipament de seguretat i defensa;Policia local;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Eugeni d Ors;250;0003;B;;BX ;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420210;4581908;;;ED50;C. Eugeni d Ors 0003 B BX 
3326;EquipamentSeguretat;Equipament de seguretat i defensa;Policia Nacional;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Carreretes;890;0013;;;BX ;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420257;4581507;;;ED50;C. Carreretes 0013  BX 
3341;EquipamentAdmin;Equipament administratiu i proveïment;Registre de la Propietat, Molins de Rei - El Papiol;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Laureà Miró;120;0286;;;BX ;01  ;S-01006;S-01006;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419997;4581882;;;ED50;Ctra. Laureà Miró 0286  BX 01
3340;EquipamentAdmin;Equipament administratiu i proveïment;Registre Propietat, Sant Feliu - Sant Just;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Josep Ricart;450;0009;;;BX ;01  ;S-03004;S-03004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420893;4581673;;;ED50;C. Josep Ricart 0009  BX 01
3389;EquipamentSocial;Equipament social;Residència assistida i centre de dia Sant Feliu;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Jaume Ribas;400;0026;;;;;S-02006;S-02006;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419804;4581794;;;ED50;C. Jaume Ribas 0026   
3388;EquipamentSocial;Equipament social;Residència del Carmen;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Miguel de Cervantes;560;0014;;;BX ;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420144;4581581;;;ED50;C. Miguel de Cervantes 0014  BX 
3400;EquipamentSocial;Equipament social;Residència Llar Betània (Associació Lluc-4);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Roses;740;0058;;;BX ;;S-03003;S-03003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420840;4582078;;;ED50;C. Roses 0058  BX 
3401;EquipamentSocial;Equipament social;Residència Llars de l Amistat Cheshire (Can Llobera);;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pg.  ;Pins;640;0002;;;BX ;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420165;4582208;;;ED50;Pg. Pins 0002  BX 
3392;EquipamentSocial;Equipament social;Residència Mas Lluí  - ACAM (Associació Cívica d Ajuda Mutua) ;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pg.  ;Comte de Vilardaga;150;0164;;;LC ;6B  ;S-07001;S-07001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;421276;4582443;;;ED50;Pg. Comte de Vilardaga 0164  LC 6B
3386;EquipamentSocial;Equipament social;Residència Mediterrània IV;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Laureà Miró;120;0309;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419966;4582053;;;ED50;Ctra. Laureà Miró 0309   
3390;EquipamentSocial;Equipament social;Residència Santa Teresa;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Armenteres;20;0037;;;BX ;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420353;4581195;;;ED50;C. Armenteres 0037  BX 
