Org_,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,F__Despesa_compromesa_respecte_e,Obligacions_reconegudes,F__Obligacions_reconegudes_respe,Pagaments_fets,F__Pagaments_fets_respecte_les_o,FID,Desc_Org
01,929J,2269900,DESPESES DIVERSES JUTJAT,0.01,0,0.01,0,,0,,0,,199,Alcaldia
01,912O,1600000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,33026.04,13425.93,46451.97,15484.35,,15484.35,,15484.35,,200,Alcaldia
01,920,2302000,DIETES,2500,0,2500,462.15,,462.15,,462.15,,201,Alcaldia
02,241,2260613,OPE FORMACIO FOAP 2013 (fse),0,7388.56,7388.56,0,,0,,0,,202,Promoció Econòmica
02,241TT,1430015,PERSONAL E NATURALS 2015/PRMI/SPO/0042/EX01 FSE,0,17850.06,17850.06,17006.9,,17006.9,,17006.9,,203,Promoció Econòmica
02,241PL,1210000,OPE COMPLEMENT DESTINACIÓ PC OCUPACIO A1 (d),0,25068.64,25068.64,1305.22,,1305.22,,1305.22,,204,Promoció Econòmica
02,430C,2269900,OPE. COMERÇ I CULTURA (mga),0,0,0,0,,0,,0,,205,Promoció Econòmica
02,241IA,2269915,IE 13/15 1-01 MARC COL.LABORACIO,0,1463.19,1463.19,0,,0,,0,,206,Promoció Econòmica
01,931,1200000,BÀSIQUES A1 SERVEIS ECONÒMICS,14677.32,146.77,14824.09,7412.11,,7412.11,,7412.11,,207,Alcaldia
02,430N,1300000,OPE BÀSIQUES NETEJA OPE,7678.58,-7678.58,0,0,,0,,0,,208,Promoció Econòmica
01,920,2312000,VIATGES PERSONAL,11500,0,11500,5271.54,,5271.54,,5271.54,,209,Alcaldia
02,241PL,1210014,OPE COMPLEMENT DESTINACIO PLANS LOCALS (dip),0,0,0,0,,0,,0,,210,Promoció Econòmica
02,241,2260614,CURS MAGATZEM JOVES,0,1441.95,1441.95,0,,0,,0,,211,Promoció Econòmica
02,241TT,1600015,SEG SOCIAL E NATURALS 2015/PRMI/SPO/0042/EX01 FSE,0,6747.3,6747.3,4123.35,,4123.35,,4123.35,,212,Promoció Econòmica
01,912O,2260100,OBSEQUIS PROTOCOL,3500,-1592.11,1907.89,0,,0,,0,,213,Alcaldia
02,430N,1300100,OPE HORES EXTRES NETEJA OPE,0.01,0,0.01,0,,0,,0,,214,Promoció Econòmica
01,920,6230000,MAQUINARIA,0,0.01,0.01,0,,0,,0,,215,Alcaldia
02,241IB,2269915,IE/13/15 1-03 INNOVACIO EINES OCUPACIO,0,10451.48,10451.48,8502.2,,0,,0,,216,Promoció Econòmica
01,931,1200100,BÀSIQUES A2 SERVEIS ECONÒMICS,12906.52,129.07,13035.59,6517.79,,6517.79,,6517.79,,217,Alcaldia
02,241PL,1210100,COMPLEMENT ESPECIFIC PC OCUPACIÓ A1 (d),0,52179.4,52179.4,3320.77,,3320.77,,3320.77,,218,Promoció Econòmica
02,241,4620011,OPE TRANSF SEGMENTACIO ATURATS I CENS OFICIS,0,11396,11396,0,,0,,0,,219,Promoció Econòmica
02,430N,1300200,OPE ALTRES REMUNERACIONS NETEJA OPE,11522.14,-11522.14,0,0,,0,,0,,220,Promoció Econòmica
02,241TU,2260615,DESPESES FORMACIO 2015/PRMI/SPO/0042/AF01,0,1170,1170,59.8,,59.8,,59.8,,221,Promoció Econòmica
01,920,1200000,BÀSIQUES A1 ADMINISTRACIÓ GNAL.,29354.64,293.55,29648.19,14824.22,,14824.22,,14824.22,,222,Alcaldia
01,920,6250000,MOBILIARI,0,0.01,0.01,0,,0,,0,,223,Alcaldia
02,430N,1500100,OPE PRODUCTIVITAT NETEJA OPE,700,-700,0,0,,0,,0,,224,Promoció Econòmica
02,241IC,2269915,IE-13/15 1-02 COMPETENCIES IESS,0,7424,7424,5624.18,,0,,0,,225,Promoció Econòmica
01,931,1200300,BÀSIQUES C1 SERVEIS ECONÒMICS,9884.84,10082.54,19967.38,10584.83,,10584.83,,10584.83,,226,Alcaldia
01,920,6250100,RISCOS LABORALS,0,0.01,0.01,0,,0,,0,,227,Alcaldia
02,241W,1310000,OPE RETRIBUCIONS  PERSONAL WC,9905.4,0,9905.4,0,,0,,0,,228,Promoció Econòmica
02,241,4670111,OPE TRANF PLA QUALIF I SUPORT RECUPERACIO OFICIS,0,12719.2,12719.2,0,,0,,0,,229,Promoció Econòmica
01,920,1200100,BÀSIQUES A2 ADMINISTRACIÓ GNAL.,38719.56,11245.88,49965.44,22991.92,,22991.92,,22991.92,,230,Alcaldia
02,241PL,1430014,OPE PERSONAL PLANS LOCALS OCUPACIO (dip),0,0,0,0,,0,,0,,231,Promoció Econòmica
02,430N,1600000,OPE SEGURETAT SOCIAL NETEJA ADM. GNAL. OPE,6666.74,-6666.74,0,0,,0,,0,,232,Promoció Econòmica
01,3322,1200100,BÀSIQUES A2 ARXIU,12906.52,129.07,13035.59,6517.79,,6517.79,,6517.79,,233,Alcaldia
01,931,1200400,BÀSIQUES C2 SERVEIS ECONÒMICS,12567.87,-4105.5,8462.37,4231.23,,4231.23,,4231.23,,234,Alcaldia
02,241IM,2269910,OPE DESPESES PLANS IMPULS,0,3012.32,3012.32,0,,0,,0,,235,Promoció Econòmica
02,241W,1600000,OPE SEGURETAT SOCIAL PERSONAL VIGILANTS WC,3536.24,0,3536.24,0,,0,,0,,236,Promoció Econòmica
02,241,4670211,OPE TRANF DISSENY IMPULS EMPRESA,0,14221.89,14221.89,0,,0,,0,,237,Promoció Econòmica
01,920,1200300,BÀSIQUES C1 ADMINISTRACIÓ GNAL.,19769.68,197.7,19967.38,9768.77,,9768.77,,9768.77,,238,Alcaldia
02,430P,1300100,OPE. GRATIFICACIONS POP-UP EXPRES,0,1053.14,1053.14,1053.14,,1053.14,,1053.14,,239,Promoció Econòmica
02,241PL,1600000,SEGURETAT SOCIAL PC OCUPACIÓ A1 (d),0,48913.75,48913.75,0,,0,,0,,240,Promoció Econòmica
01,3322,1200600,TRIENNIS ARXIU,2126.18,489.61,2615.79,1305.95,,1305.95,,1305.95,,241,Alcaldia
01,931,1200600,TRIENNIS SERVEIS ECONÒMICS,7709.39,-1547.24,6162.15,3081.55,,3081.55,,3081.55,,242,Alcaldia
02,241IN,1430015,OPE AODL INNOVACIO (fse),0,23471.25,23471.25,12703.03,,12703.03,,12703.03,,243,Promoció Econòmica
02,241W,2260614,OPE DESPESES FORMACIO MONITORS (tb) FSE,0,2701.82,2701.82,0,,0,,0,,244,Promoció Econòmica
01,920,1200400,BÀSIQUES C2 ADMINISTRACIÓ GNAL.,8378.58,0,8378.58,4231.23,,4231.23,,4231.23,,245,Alcaldia
02,241,4899900,OPE.TRANSF CREACCIÓ,29773.53,0,29773.53,0,,0,,0,,246,Promoció Econòmica
02,430P,1510000,OPE. GRATIFICACIONS POP-UP EXPRES,0,1538.16,1538.16,1538.16,,1538.16,,1538.16,,247,Promoció Econòmica
01,3322,1210000,COMPLEMENT DESTINACIÓ ARXIU,8160.88,81.61,8242.49,4121.25,,4121.25,,4121.25,,248,Alcaldia
02,326,4899900,OPE TRANSF. CEFORTEM,1500,0,1500,0,,0,,0,,249,Promoció Econòmica
02,241A,1430014,OPE PERSONAL ACCIONS PROFESSIONALS (tb) FSE,0,16162.27,16162.27,0,,0,,0,,250,Promoció Econòmica
02,4312M,2120000,OPE MANTENIMENT EDIFICI MERCAT,0,5663.48,5663.48,4562.5,,3067.5,,3067.5,,251,Promoció Econòmica
01,931,1210000,COMPLEMENT DESTINACIÓ SERVEIS ECONÒMICS,29466.15,2451.08,31917.23,16247.75,,16247.75,,16247.75,,252,Alcaldia
01,920,1200500,BÀSIQUES AP ADMINISTRACIÓ GNAL.,7678.58,0,7678.58,3877.72,,3877.72,,3877.72,,253,Alcaldia
02,241IN,1600015,OPE AODL SEGURETAT SOCIAL INNOVACIO  (fse),0,7652.51,7652.51,2671.88,,2671.88,,2671.88,,254,Promoció Econòmica
02,241PL,1600014,OPE ASSEGURANCES SOCIAL PLANS LOCALS OCUPACIO (dip),0,870.9,870.9,0,,0,,0,,255,Promoció Econòmica
02,241A,1600014,OPE SEGURETAT SOCIAL ACCIONS PROFESSIONALS (tb) FSE,0,5815.02,5815.02,0,,0,,0,,256,Promoció Econòmica
02,326A,1300100,OPE HORES EXTRES AULA AUTOAPRENENTATGE,0.01,0,0.01,0,,0,,0,,257,Promoció Econòmica
02,4312M,2120014,OPE MANTENIMENT EDIFICI MERCAT,0,32592.57,32592.57,868.94,,868.94,,868.94,,258,Promoció Econòmica
01,3322,1210100,COMPLEMENT ESPECÍFIC ARXIU,8154.12,81.54,8235.66,4117.8,,4117.8,,4117.8,,259,Alcaldia
01,931,1210100,COMPLEMENT ESPECÍFIC SERVEIS ECONÒMICS,64335.48,4087.37,68422.85,34692.51,,34692.51,,34692.51,,260,Alcaldia
01,920,1200600,TRIENNIS ADMINISTRACIÓ GNAL.,19852.77,2481.96,22334.73,10750.37,,10750.37,,10750.37,,261,Alcaldia
02,241J,1200115,BASIQUES A2 OCUPACIO JOVES FOJ-6-2015 FSE,0,6471.19,6471.19,3170.23,,3170.23,,3170.23,,262,Promoció Econòmica
02,241PL,2269900,MATERIAL PC OCUPACIÓ (d),0,7239.18,7239.18,0,,0,,0,,263,Promoció Econòmica
02,241A,2260600,OPE FORMACIÓ ACTIC,0,0,0,0,,0,,0,,264,Promoció Econòmica
02,326A,1310000,OPE LABORAL TEMPORAL AULA AUTOAPRENENTATGE,7723.07,106.93,7830,3900.15,,3900.15,,3900.15,,265,Promoció Econòmica
02,4312M,2120015,OPE MANTENIMENT EDIFICI MERCAT,0,13991.75,13991.75,2470.36,,2470.36,,2470.36,,266,Promoció Econòmica
01,3322,1500000,PRODUCTIVITAT ARXIU,700,0,700,349.98,,349.98,,349.98,,267,Alcaldia
01,931,1500000,PRODUCTIVITAT SERVEIS ECONÒMICS,2800,-700,2100,697.38,,697.38,,697.38,,268,Alcaldia
02,241J,1200615,TRIENNIS OCUPACIO JOVES FOJ-6-2015 FSE,0,0.01,0.01,0,,0,,0,,269,Promoció Econòmica
01,920,1210000,COMPLEMENT DESTINACIÓ ADM. GNAL.,66796.8,9016.19,75812.99,37026.66,,37026.66,,37026.66,,270,Alcaldia
02,241A,2260614,OPE CURSOS AULA MENTOR,0,325.01,325.01,0,,0,,0,,271,Promoció Econòmica
02,241Q,1430014,OPE AODL NOUS PROJECTES (fse),0,0,0,0,,0,,0,,272,Promoció Econòmica
02,4312M,2150012,OPE MANTENIMENT MOBILIARI MERCAT,0,684.61,684.61,0,,0,,0,,273,Promoció Econòmica
02,326A,1500100,OPE PRODUCTIVITAT AULA AUTOAPRENENTATGE,231,0,231,115.5,,115.5,,115.5,,274,Promoció Econòmica
01,931,1510000,GRATIFICACIONS SERVEIS ECONÒMICS,0.01,0,0.01,0,,0,,0,,275,Alcaldia
01,3322,1510000,GRATIFICACIONS ARXIU,0.01,0,0.01,0,,0,,0,,276,Alcaldia
02,241J,1210015,COMPLEMENT DESTINACIO OCUPACIO JOVES FOJ-6-2015 FSE,0,2771.21,2771.21,1349.94,,1349.94,,1349.94,,277,Promoció Econòmica
01,920,1210100,COMPLEMENT ESPECÍFIC ADM. GNAL.,140846.64,8451.27,149297.91,74811.28,,74811.28,,74811.28,,278,Alcaldia
02,241A,2260615,OPE CURSOS AULA MENTOR,0,648,648,93.01,,93.01,,93.01,,279,Promoció Econòmica
02,241Q,1430015,OPE AODL NOUS PROJECTES (fse),0,26290.28,26290.28,12703.03,,12703.03,,12703.03,,280,Promoció Econòmica
02,4312M,2210012,OPE ENERGIA ELECTRICA MERCAT,0,526.81,526.81,162.97,,162.97,,0,,281,Promoció Econòmica
02,326A,1600000,OPE SEGURETAT SOCIAL AULA AUTOAPRENENTATGE,2509.51,24.36,2533.87,844.64,,844.64,,844.64,,282,Promoció Econòmica
02,241J,1210115,COMPLEMENT ESPECIFIC OCUPACIO JOVES FOJ-6-2015 FSE,0,61564.11,61564.11,1743.12,,1743.12,,1743.12,,283,Promoció Econòmica
01,920,1210300,ALTRES COMPLEMENTS ADM. GNAL.,0.01,0,0.01,0,,0,,0,,284,Alcaldia
02,241AM,2260600,OPE.AULA MENTOR,0,480,480,0,,0,,0,,285,Promoció Econòmica
01,3322,1600000,SEGURETAT SOCIAL ARXIU,8335.79,150.64,8486.43,2832.47,,2832.47,,2832.47,,286,Alcaldia
01,931,1600000,SEGURETAT SOCIAL SERVEIS ECONÒMICS,34047.22,5186.24,39233.46,11837.23,,11837.23,,11837.23,,287,Alcaldia
02,241Q,1600015,OPE AODL SEGURETAT SOCIAL NOU PROJECTES (fse),0,8550.35,8550.35,2671.88,,2671.88,,2671.88,,288,Promoció Econòmica
02,4312M,2210013,OPE ENERGIA ELECTRICA MERCAT,0,9790.12,9790.12,0,,0,,0,,289,Promoció Econòmica
02,326Q,2269911,OPE DESPESES PQPI,0,12834.85,12834.85,0,,0,,0,,290,Promoció Econòmica
02,241J,1430015,PERSONAL OCUPACIO JOVES FOJ-6-2015 FSE,0,0.01,0.01,0,,0,,0,,291,Promoció Econòmica
02,241B,1430014,OPE PERSONAL INSERCIO RMI (fse),0,2764.34,2764.34,0,,0,,0,,292,Promoció Econòmica
01,920,1430000,ALTRE PERSONAL-CONVENIS,600,0,600,0,,0,,0,,293,Alcaldia
01,920D,2219900,SUBMINISTRAMENTS DIVERSOS,500,0,500,0,,0,,0,,294,Alcaldia
01,932,1200400,BÀSIQUES C2 GESTIÓ TRIBUTÀRIA,8378.58,-8378.58,0,0,,0,,0,,295,Alcaldia
02,4312M,2210100,OPE AIGUA MERCAT,200,0,200,0,,0,,0,,296,Promoció Econòmica
02,241R,1430014,OPE AODL OCUPACIO I COMPETITVITAT (fse),0,176.49,176.49,0,,0,,0,,297,Promoció Econòmica
02,414,2260600,OPE JORNADES TÈCNIQUES FIRA DE REIS,6000,0,6000,355.33,,355.33,,355.33,,298,Promoció Econòmica
02,241J,1600015,SEG SOCIAL OCUPACIO JOVES FOJ-6-2015 FSE,0,3993.47,3993.47,1327.48,,1327.48,,1327.48,,299,Promoció Econòmica
01,920G,1210000,CARRERA PROFESSIONAL,40000,-36066.61,3933.39,0,,0,,0,,300,Alcaldia
02,241B,1430015,BTB 38/15 E1-05 FSE PERSONAL DINAMITZACIO,0,26114.05,26114.05,12703.13,,12703.13,,12703.13,,301,Promoció Econòmica
01,920,1500000,PRODUCTIVITAT ADM. GNAL.,4900,7487,12387,3501.57,,3501.57,,3501.57,,302,Alcaldia
01,932,1200600,TRIENNIS GESTIÓ TRIBUTÀRIA,2752.86,-2752.86,0,0,,0,,0,,303,Alcaldia
02,4312M,2260212,OPE PUBLICITAT I PROPAGANDA MERCAT,0,1213.11,1213.11,199.65,,199.65,,199.65,,304,Promoció Econòmica
02,241R,1430015,OPE AODL OCUPACIO I COMPTETTITIVITATV (fse),0,26360.9,26360.9,12703.03,,12703.03,,12703.03,,305,Promoció Econòmica
01,920G,1310000,SUBSTITUCIONS,39000,-13166.11,25833.89,0,,0,,0,,306,Alcaldia
02,414,2260615,OPE JORNADES TECNIQUES FIRA DE REIS,0,400,400,0,,0,,0,,307,Promoció Econòmica
02,241J,2260613,OPE PROJECTE FORMACIO JOVE,0,3300.76,3300.76,0,,0,,0,,308,Promoció Econòmica
02,241B,1600014,OPE SEGURETAT SOCIAL INSERCIO RMI (fse),0,372.62,372.62,0,,0,,0,,309,Promoció Econòmica
01,920,1510000,GRATIFICACIONS ADM. GNAL.,0.01,54.12,54.13,54.12,,54.12,,54.12,,310,Alcaldia
01,932,1210000,COMPLEMENT DESTINACIÓ GESTIÓ TRIBUTÀRIA,5527.06,-5527.06,0,0,,0,,0,,311,Alcaldia
02,4312M,2269911,OPE DESPESES DIVERSES MERCAT,0,0,0,0,,0,,0,,312,Promoció Econòmica
02,241R,1600015,OPE AODL SEGURETAT SOCIAL COMPETITIVITAT (fse),0,8573.47,8573.47,2671.88,,2671.88,,2671.88,,313,Promoció Econòmica
01,920G,1500000,PRODUCTIVITAT,12500,-10905.97,1594.03,0,,0,,0,,314,Alcaldia
02,241B,1600015,BTB 38/15 E1-05 FSE SEGURETAT SOCIAL DINAMITZACIO,0,8550.36,8550.36,2681.77,,2681.77,,2681.77,,315,Promoció Econòmica
02,414A,2260614,OPE JORNADES TECNIQUES FIRA REIS,0,33.92,33.92,0,,0,,0,,316,Promoció Econòmica
02,241J,2269915,PROGRAMA FEM OCUPACIÓ JOVES FOJ-6-2015 FSE,0,0,0,180.59,,180.59,,0,,317,Promoció Econòmica
01,920,1600000,SEGURETAT SOCIAL ADM. GNAL.,75980.93,5104.98,81085.91,26034.41,,26034.41,,26034.41,,318,Alcaldia
01,932,1210100,COMPLEMENT ESPECÍFIC GESTIÓ TRIBUTÀRIA,11175.72,-11175.72,0,0,,0,,0,,319,Alcaldia
02,4312M,2269913,OPE ACTIVITATS AULA MERCAT,0,1255,1255,164.3,,164.3,,164.3,,320,Promoció Econòmica
02,241S,1300100,SEFED HORES EXTRES,0.01,0,0.01,0,,0,,0,,321,Promoció Econòmica
02,419,2269900,OPE DESPESES CONSELL PAGESIA,100,0,100,0,,0,,0,,322,Promoció Econòmica
01,920G,1510000,GRATIFICACIONS GENÈRICA,6000,-3637.2,2362.8,0,,0,,0,,323,Alcaldia
02,241B,2269914,OPE DESPESES INSERCIO RMI (fse),0,2368.64,2368.64,0,,0,,0,,324,Promoció Econòmica
02,241K,1430014,OPE PERSONAL FORMACIO NETEJA (tb) FSE,0,2287.09,2287.09,0,,0,,0,,325,Promoció Econòmica
02,241S,1430000,SEFED ALTRE PERSONAL,76240.61,0,76240.61,0,,0,,0,,326,Promoció Econòmica
02,4312M,2269914,OPE ACTIVITATS MERCAT MPAL,0,617.17,617.17,0,,0,,0,,327,Promoció Econòmica
01,932,1500000,PRODUCTIVITAT GESTIÓ TRIBUTÀRIA,700,-700,0,0,,0,,0,,328,Alcaldia
02,241C,1430014,OPE PERSONAL TECNIC DINAMITZADOR EQUIPMENTS (tb) fse,0,168.72,168.72,0,,0,,0,,329,Promoció Econòmica
02,430,1300000,OPE BÀSIQUES ADMINISTRACIÓ OPE,21285.1,4383.13,25668.23,12794.94,,12794.94,,12794.94,,330,Promoció Econòmica
01,920G,1600000,SEGURETAT SOCIAL GENERICA,0,10000,10000,0,,0,,0,,331,Alcaldia
02,4312M,2269915,OPE ACTIVITATS MERCAT MPAL,0,25000,25000,3056.2,,3056.2,,1921.82,,332,Promoció Econòmica
01,932,1510000,GRATIFICACIONS GESTIÓ TRIBUTÀRIA,0.01,0,0.01,0,,0,,0,,333,Alcaldia
02,241K,1430015,PERSONAL NETEJADORS 2015/PRMI/SPO/0042/EX03 FSE,0,7108.27,7108.27,7331.01,,7331.01,,7331.01,,334,Promoció Econòmica
02,241C,1430015,BTB 38/15 E1-04 FSE PERSONAL TREBALLADORA SOCIAL,0,26981.23,26981.23,12526.64,,12526.64,,12526.64,,335,Promoció Econòmica
02,430,1300100,OPE HORES EXTRES ADMINISTRACIÓ OPE,0.01,0,0.01,0,,0,,0,,336,Promoció Econòmica
01,920G,2279900,TREBALLS GESTORIA,0.01,0,0.01,0,,0,,0,,337,Alcaldia
02,241C,1600014,OPE SEGURETAT SOCIAL TECNIC DINAMITZADOR EQUIPAMENT (tb) FSE,0,56.26,56.26,0,,0,,0,,338,Promoció Econòmica
01,932,1600000,SEGURETAT SOCIAL GESTIÓ TRIBUTÀRIA,8360.53,-8360.53,0,0,,0,,0,,339,Alcaldia
02,4312M,2270615,OPE ESTUDIS I TREBALLS TECNICS MERCAT,0,2964.5,2964.5,0,,0,,0,,340,Promoció Econòmica
02,241K,1600015,BTB 38/15 B1-01 FSE S SOCIAL FORMACIO NETEJA,0,2327.96,2327.96,1605.49,,1605.49,,1163.98,,341,Promoció Econòmica
01,920G,6230000,TELEFONS,0,0.01,0.01,0,,0,,0,,342,Alcaldia
01,932,2270800,SERVEI RECAPTACIÓ,168000,0,168000,90320.55,,90320.55,,90320.55,,343,Alcaldia
02,241C,1600015,BTB 38/15 E1-04 FSE SEGURETAT SOCIAL TREBALLADORA SOCIAL,0,6745.31,6745.31,2773.48,,2773.48,,2773.48,,344,Promoció Econòmica
02,4312M,6290000,OPE. ALTRES INVERSIONS MERCAT,0,0,0,0,,0,,0,,345,Promoció Econòmica
02,241K,2260615,BTB 38/15 B1-01 FSE CURS FORMACIO NETEJA,0,5663.77,5663.77,349.44,,349.44,,349.44,,346,Promoció Econòmica
01,920G,6290000,ALTRES INVERSIONS,0,722.12,722.12,473.11,,473.11,,473.11,,347,Alcaldia
01,934,1200000,BÀSIQUES A1 TRESORERIA,14677.32,146.77,14824.09,7412.11,,7412.11,,7412.11,,348,Alcaldia
02,241C,2060015,LLOGUER FOTOCOPIADORA,0,1662.36,1662.36,0,,0,,0,,349,Promoció Econòmica
02,4312M,6320014,OPE EDIFICI MERCAT,0,1584.82,1584.82,0,,0,,0,,350,Promoció Econòmica
02,241K,2269914,OPE FORMACIO NETEJA (tb) FSE,0,2762.56,2762.56,0,,0,,0,,351,Promoció Econòmica
01,934,1200600,TRIENNIS TRESORERIA,3119.38,-756.28,2363.1,1181.63,,1181.63,,1181.63,,352,Alcaldia
02,4313A,2269900,OPE ACCIONS MERCATS (db),0,2000,2000,0,,0,,0,,353,Promoció Econòmica
02,241L,1430015,BTB 38/15 DX-04 FSE PERSONAL AUXILIAR LLAR,0,7702.2,7702.2,6206.43,,6206.43,,6206.43,,354,Promoció Econòmica
01,934,1210000,COMPLEMENT DESTINACIÓ TRESORERIA,9774.8,-1532.31,8242.49,4121.25,,4121.25,,4121.25,,355,Alcaldia
02,241C,2120215,MANTENIMENT EDIFICI CANAL,0,500,500,0,,0,,0,,356,Promoció Econòmica
01,920N,1200500,BÀSIQUES AP NETEJA ADM. GNAL.,7678.58,76.79,7755.37,3877.72,,3877.72,,3877.72,,357,Alcaldia
02,4313A,2269915,OPE ACCIONS MERCATS SETMANALS  (db),0,145.63,145.63,0,,0,,0,,358,Promoció Econòmica
02,241L,1600015,BTB 38/15 DX-04 FSE SEGURETAT SOCIAL AUXILIAR LLAR,0,2672.64,2672.64,1305.6,,1305.6,,1305.6,,359,Promoció Econòmica
01,934,1210100,COMPLEMENT ESPECÍFIC TRESORERIA,13796.76,-152.19,13644.57,9079.75,,9079.75,,9079.75,,360,Alcaldia
02,432,2260900,OPE DESPESES EMBARCADOR,1500,0,1500,0,,0,,0,,361,Promoció Econòmica
01,934,1500000,PRODUCTIVITAT TRESORERIA,700,0,700,349.98,,349.98,,349.98,,362,Alcaldia
02,241CM,2260611,OPE CURS MONITORS SOCIOCULTURALS,0,6889.68,6889.68,1920.4,,1920.4,,1462.4,,363,Promoció Econòmica
01,920N,1200600,TRIENNIS NETEJA ADM. GNAL.,565.74,177.97,743.71,362.94,,362.94,,362.94,,364,Alcaldia
02,432,2269900,OPE DINAMITZACIÓ CAMPANAR,500,0,500,0,,0,,0,,365,Promoció Econòmica
01,920N,1210000,COMPLEMENT DESTINACIÓ NETEJA ADM. GNAL.,3955.42,39.55,3994.97,1997.52,,1997.52,,1997.52,,366,Alcaldia
02,241D,1200515,OPE BASIQUES AP FOMENT OCUPACIONAL,0,3228.12,3228.12,0,,0,,0,,367,Promoció Econòmica
01,934,1510000,GRATIFICACIONS TRESORERIA,0.01,0,0.01,0,,0,,0,,368,Alcaldia
02,432,4899900,OPE TRANSF. QUOTA OSONA TURISME,4925,0,4925,4925,,4925,,4925,,369,Promoció Econòmica
02,241D,1210015,OPE COMPLEMENT DESTINACIO FOMENT OCUPACIO,0,10884.07,10884.07,0,,0,,0,,370,Promoció Econòmica
01,920N,1210100,COMPLEMENT ESPECÍFIC NETEJA ADM. GNAL.,6323.64,63.24,6386.88,3193.44,,3193.44,,3193.44,,371,Alcaldia
02,433,1200100,OPE BASIQUES A2 DINAMITZACIÓ EMPRESARIAL,25813.04,-2348.99,23464.05,11582.23,,11582.23,,11582.23,,372,Promoció Econòmica
01,934,1600000,SEGURETAT SOCIAL TRESORERIA,10625.4,-602.29,10023.11,3341.04,,3341.04,,3341.04,,373,Alcaldia
02,433,1200600,OPE TRIENNIS DINAMITZACIÓ EMPRESARIAL,4826.92,-1140.49,3686.43,1827.05,,1827.05,,1827.05,,374,Promoció Econòmica
01,920N,1500000,PRODUCTIVITAT NETEJA ADM. GNAL.,700,0,700,291.65,,291.65,,291.65,,375,Alcaldia
01,934,3400000,INTERESSOS BESTRETES,500,0,500,0,,0,,0,,376,Alcaldia
02,241D,1210115,OPE COMPLEMENT ESPECIFIC FOMENT OCUPACIO,0,9517.14,9517.14,0,,0,,0,,377,Promoció Econòmica
01,934,3520000,INTERESSOS DE DEMORA,0.01,0,0.01,168.76,,168.76,,168.76,,378,Alcaldia
02,433,1210000,OPE COMPLEMENT DESTINACIÓ DINAMITZ. EMPRESARIAL,16321.76,-4145.44,12176.32,6024.02,,6024.02,,6024.02,,379,Promoció Econòmica
01,920N,1510000,GRATIFICACIONS NETEJA ADM. GNAL.,0.01,0,0.01,0,,0,,0,,380,Alcaldia
02,241D,1430011,OPE PERSONAL DINAMITZADOR INNOVADORS,0,6055.47,6055.47,0,,0,,0,,381,Promoció Econòmica
02,241D,1600011,OPE SEGURETAT SOCIAL DINAMITZADOR INNOVADORS,0,1969.23,1969.23,0,,0,,0,,382,Promoció Econòmica
02,433,1210100,OPE COMPLEMENT ESPECÍFIC DINAMITZ. EMPRESARIAL,17106.96,-2147.68,14959.28,7704.34,,7704.34,,7704.34,,383,Promoció Econòmica
01,934,3590000,COMISSIONS TRANSF. I MANTENIMENT,4250,0,4250,651.95,,651.95,,651.95,,384,Alcaldia
01,920N,1600000,SEGURETAT SOCIAL NETEJA ADM. GNAL.,5344.1,99.4,5443.5,1812.54,,1812.54,,1812.54,,385,Alcaldia
02,241D,1600015,OPE SEGURETAT SOCIAL FOMENT OCUPACIO,0,244.98,244.98,0,,0,,0,,386,Promoció Econòmica
01,920P,1310000,PROGRAMES TEMPORALS,11000,0,11000,0,,0,,0,,387,Alcaldia
02,433,1500000,OPE PRODUCTIVITAT DINAMITZACIÓ EMPRESARIAL,1400,0,1400,280.02,,280.02,,280.02,,388,Promoció Econòmica
01,9231,1200400,BÀSIQUES C2 PADRO,8378.58,83.79,8462.37,4231.23,,4231.23,,4231.23,,389,Alcaldia
02,241D,2269911,OPE DESPESES DINAMITZADORS,0,4574.12,4574.12,0,,0,,0,,390,Promoció Econòmica
02,433,1510000,OPE GRATIFICACIONS DINAMITZACIÓ EMPRESARIAL,0.01,0,0.01,0,,0,,0,,391,Promoció Econòmica
01,9231,1200600,TRIENNIS PADRO,1164.92,98.89,1263.81,631.94,,631.94,,631.94,,392,Alcaldia
02,241DI,2269910,OPE DESPESES PROG.DIPOSITIU INSERCIO,0,201.08,201.08,0,,0,,0,,393,Promoció Econòmica
02,433,1600000,OPE SEGURETAT SOCIAL DINAMITZ. EMPRESARIAL,16498.11,-882.39,15615.72,4669.43,,4669.43,,4669.43,,394,Promoció Econòmica
01,9231,1210000,COMPLEMENT DESTINACIÓ PADRO,4899.02,683.31,5582.33,3054.54,,3054.54,,3054.54,,395,Alcaldia
02,241E,1430015,BTB 38/15 DX-08 FSE PERSONAL ENGINYER FIBRA OPTICA,0,15936.61,15936.61,907.05,,907.05,,907.05,,396,Promoció Econòmica
02,241E,1600015,BTB 38/15 DX-08 FSE SEGURETAT SOCIAL ENGINYER FIBRA OPTICA,0,5219.24,5219.24,0,,0,,0,,397,Promoció Econòmica
02,241E,2260612,OPE CURS ELECTROMECANICA,0,16862.9,16862.9,0,,0,,0,,398,Promoció Econòmica
