Org_,Pro_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,Obligacions_reconegudes,Pagaments_fets,Descripció_orgànica,FID
01,931,1200400,BÀSIQUES C2 SERVEIS ECONÒMICS,8462.46,0,8462.46,3026.25,3026.25,2421,ALCALDIA,202
01,920,2269900,DESPESES DIVERSES,1400,0,1400,0,0,0,ALCALDIA,203
02,241K,1430016,PERSONAL PO NETEJA CTB-028/16 DX-01 (tb),0,54999.42,54999.42,0,0,0,PROMOCIÓ ECONÒMICA,204
01,3322,1510000,GRATIFICACIONS ARXIU,0.1,0,0.1,0,0,0,ALCALDIA,205
02,241,2260613,OPE FORMACIÓ FOAP 2013 (FSE),0,7388.56,7388.56,0,0,0,PROMOCIÓ ECONÒMICA,206
02,241R,1600015,OPE AODL SEGURETAT SOCIAL COMPETIVITAT,0,468.98,468.98,0,0,0,PROMOCIÓ ECONÒMICA,207
02,241H,1210116,PERSONAL ORIENTADOR CTB-028/16 A1-01 ESPECÍFIC (tb),0,7339.87,7339.87,2934.25,2934.25,2347.4,PROMOCIÓ ECONÒMICA,208
02,430,2200000,OPE MATERIAL OFICINA,2000,0,2000,814.29,814.29,224.65,PROMOCIÓ ECONÒMICA,209
01,920,2219900,MATERIAL PREVENCIÓ RISCOS,2000,-202.55,1797.45,131.36,131.36,131.36,ALCALDIA,210
01,931,1200000,BÀSIQUES A1 SERVEIS ECONÒMICS,14824.22,0,14824.22,5600.75,5600.75,4480.6,ALCALDIA,211
02,241K,2260615,BTB 38/15 B1-01 FSE CURS FORMACIÓ NETEJA,0,4799.15,4799.15,0,0,0,PROMOCIÓ ECONÒMICA,212
02,241,1300200,OPE.ALTRES REMUNERACIONS FOMENT DE L'OCUPACIÓ,17648.85,0,17648.85,6766.05,6766.05,5412.84,PROMOCIÓ ECONÒMICA,213
01,3322,1210000,COMPLEMENT DESTINACIÓ ARXIU,8242.5,0,8242.5,2943.75,2943.75,2355,ALCALDIA,214
02,241S,2260616,16/FOAP/315/0144605 CURSOS SOCIOSANITARIS,0,70513.5,70513.5,22052.61,14002.61,7634.71,PROMOCIÓ ECONÒMICA,215
02,241H,1210015,BTB 38/15 A1-01 FSE ORIENTADOR DESTÍ,0,394.91,394.91,0,0,0,PROMOCIÓ ECONÒMICA,216
02,430,1300000,OPE BÀSIQUES ADMINISTRACIÓ OPE,25836.11,0,25836.11,9404.85,9404.85,7523.88,PROMOCIÓ ECONÒMICA,217
01,931,1210000,COMPLEMENT DESTINACIÓ SERVEIS ECONÒMICS,31917.62,0,31917.62,11435.4,11435.4,9155.57,ALCALDIA,218
01,920,1210000,COMPLEMENT DESTINACIÓ ADM. GNAL.,75089.42,0,75089.42,28230.35,28230.35,22584.28,ALCALDIA,219
02,241,1500100,OPE.PRODUCTIVITAT FOMENT DE L'OCUPACIÓ,2100,0,2100,816.65,816.65,653.32,PROMOCIÓ ECONÒMICA,220
02,241L,1600016,ASSEGURANCES SOCIALS PO AUXILIAR LLAR CTB-028/16 DX-03 (tb),0,2726.4,2726.4,419.91,419.91,0,PROMOCIÓ ECONÒMICA,221
02,241H,1210014,OPE DESTÍ DISPOSITIU INSERCIÓ (TB) FSE,0,398.47,398.47,0,0,0,PROMOCIÓ ECONÒMICA,222
01,920C,2260200,PUBLICITAT.COMUNICACIÓ ACTIVITATS,5100,0,5100,1954.15,1954.15,1815,ALCALDIA,223
02,241SO,1600016,OPE AODL SEGURETAT SOCIAL SOSTENIBILITAT B-032/16-04,0,7302.43,7302.43,2598.6,2598.6,2023.95,PROMOCIÓ ECONÒMICA,224
02,430,1300200,OPE ALTRES REMUNERACIONS ADMINISTRACIÓ OPE,29263.45,0,29263.45,11431.7,11431.7,9145.36,PROMOCIÓ ECONÒMICA,225
01,931,1200100,BÀSIQUES A2 SERVEIS ECONÒMICS,13035.6,0,13035.6,4990.97,4990.97,4022.4,ALCALDIA,226
01,920,2060000,LLOGUER FOTOCOPIADORES,7383.05,0,7383.05,3329.84,2737.01,2005.63,ALCALDIA,227
02,241E,2269900,ESPAI LAB DESPESES ACTIVITATS,2000,1413.85,3413.85,891.17,891.17,269.5,PROMOCIÓ ECONÒMICA,228
02,241L,1600015,BTB 38/15 DX-04 FSE SEGURETAT SOCIAL AUXILIAR LLAR,0,1.98,1.98,0,0,0,PROMOCIÓ ECONÒMICA,229
02,241SO,1430015,OPE AODL SOSTENIBILITAT (FSE),0,960.44,960.44,0,0,0,PROMOCIÓ ECONÒMICA,230
01,920C,6260016,FOTOCOPIADORES,0,17464.76,17464.76,2391.12,2391.12,0,ALCALDIA,231
02,241H,1200115,BTB 38/15 A1-01 FSE ORIENTADOR BÀSIQUES A2,0,959.56,959.56,0,0,0,PROMOCIÓ ECONÒMICA,232
02,430,6230000,OPE MAQUINARIA,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,233
01,931,1200300,BÀSIQUES C1 SERVEIS ECONÒMICS,19967.64,0,19967.64,7272.3,7272.3,5817.84,ALCALDIA,234
01,920,6290000,ALTRES INVERSIONS,0.1,0,0.1,0,0,0,ALCALDIA,235
02,241L,1430016,PERSONAL PO AUXILIAR LLAR CTB-028/16 DX-03 (tb),0,7857.06,7857.06,2265.44,2265.44,1093.66,PROMOCIÓ ECONÒMICA,236
02,241E,2270000,ESPAI LAB SERVEI NETEJA,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,237
02,241H,1600016,ASSEGURANCES SOCIALS ORIENTADOR CTB-028/16 A1-01 (tb),0,8371.41,8371.41,3400.6,3400.6,2730.23,PROMOCIÓ ECONÒMICA,238
02,241SO,1600015,OPE AODL SEGURETAT SOCIAL SOSTENIBILITAT (FSE),0,304.85,304.85,0,0,0,PROMOCIÓ ECONÒMICA,239
01,920D,2219900,SUBMINISTRAMENTS DIVERSOS,500,0,500,29.34,29.34,21.94,ALCALDIA,240
02,430,2260200,OPE PUBLICITAT I PROPAGANDA,3000,0,3000,1235.8,1185.8,1046.65,PROMOCIÓ ECONÒMICA,241
01,931,1200600,TRIENNIS SERVEIS ECONÒMICS,6202.22,776.16,6978.38,2348.74,2348.74,1857.92,ALCALDIA,242
01,920,2160000,MANTENIMENT FOTOCOPIADORA,28428,0,28428,3117.15,3117.15,2848.43,ALCALDIA,243
02,241M,2260612,OPE CURS GESTOR MAGATZEM,0,4735.02,4735.02,0,0,0,PROMOCIÓ ECONÒMICA,244
01,920G,1210000,CARRERA PROFESSIONAL,40000,-5196.38,34803.62,0,0,0,ALCALDIA,245
02,241,4660000,QUOTA ASSOCIACIÓ MUNICIPIS ECO SOCIAL SOLIDARIA,0.1,825,825.1,0,0,0,PROMOCIÓ ECONÒMICA,246
02,241H,1200616,PERSONAL ORIENTADOR CTB-028/16 A1-01 TRIENIS (tb),0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,247
02,241SO,1430016,OPE AODL SOSTENIBILITAT B-032/16-04,0,22538.58,22538.58,9770.8,9770.8,7816.64,PROMOCIÓ ECONÒMICA,248
02,430,2211000,OPE PRODUCTES NETEJA,650,0,650,0,0,0,PROMOCIÓ ECONÒMICA,249
01,931,1500000,PRODUCTIVITAT SERVEIS ECONÒMICS,2800,665.49,3465.49,787.7,787.7,630.16,ALCALDIA,250
01,920,2211000,PRODUCTES NETEJA,4000,0,4000,642.36,642.36,642.36,ALCALDIA,251
02,241M,1430016,PERSONAL NETEJA CTB-028/16 B1-01 (tb),0,5625.91,5625.91,4978.77,4978.77,3357.78,PROMOCIÓ ECONÒMICA,252
02,241HH,2260612,OPE CURS INFORMÀTICA 2,0,6006.59,6006.59,0,0,0,PROMOCIÓ ECONÒMICA,253
02,241,4670111,OPE TRANSF PLA QUALIF I SUPORT RECUPERACIÓ OFICIS,0,12719.2,12719.2,0,0,0,PROMOCIÓ ECONÒMICA,254
02,430,6250000,OPE MOBILIARI,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,255
02,241T,1430015,BTB 38/15 B2-01 FSE PERSONAL EDIFICIS I FIBRA ÓPTICA,0,0.02,0.02,0,0,0,PROMOCIÓ ECONÒMICA,256
01,920G,6290000,ALTRES INVERSIONS,0.1,0,0.1,0,0,0,ALCALDIA,257
01,931,1600000,SEGURETAT SOCIAL SERVEIS ECONÒMICS,40642.91,0,40642.91,11472.81,11472.81,8519.16,ALCALDIA,258
01,920,1620000,FORMACIÓ PERSONAL,7500,0,7500,3011.1,1021.09,712.1,ALCALDIA,259
02,241M,2260615,OPE CURS AUXILIARS MAGATZEM JOVES,0,3380.79,3380.79,3380.79,3380.79,3202.85,PROMOCIÓ ECONÒMICA,260
02,241,4670211,OPE TRANSFERENCIA DISSENY IMPULS EMPRESA,0,14221.89,14221.89,0,0,0,PROMOCIÓ ECONÒMICA,261
02,430,6290000,OPE ALTRES INVERSIONS,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,262
02,241T,2260615,OPE CURS FORMACIÓ CONTÍNUA TRANSVERSAL PT20150072,0,1745.58,1745.58,0,0,0,PROMOCIÓ ECONÒMICA,263
02,241IN,1600015,OPE AODL  SEGURETAT SOCIAL INNOVACIÓ (fse),0,304.84,304.84,0,0,0,PROMOCIÓ ECONÒMICA,264
01,920G,1500000,PRODUCTIVITAT,12500,-2002.21,10497.79,0,0,0,ALCALDIA,265
01,931,1210100,COMPLEMENT ESPECÍFIC SERVEIS ECONÒMICS,68422.92,0,68422.92,28509.55,28509.55,22807.64,ALCALDIA,266
02,241M,1600016,ASSEGURANCES SOCIALS NETEJA CTB-028/16 B1-01 (tb),0,1841.83,1841.83,1205.56,1205.56,623.57,PROMOCIÓ ECONÒMICA,267
02,241A,2260615,OPE CURSOS AULA MENTOR,0,454.19,454.19,108.82,108.82,108.82,PROMOCIÓ ECONÒMICA,268
02,430,1500100,OPE PRODUCTIVITAT ADMINISTRACIÓ OPE,1400,0,1400,583.3,583.3,466.64,PROMOCIÓ ECONÒMICA,269
02,241IN,1430015,OPE AODL INNOVACIÓ (fse),0,1094.17,1094.17,0,0,0,PROMOCIÓ ECONÒMICA,270
02,241TA,1430016,PERSONAL 2016/RMI/SPOO/0028 FSE,0,69823.74,69823.74,42045.14,42045.14,32655.82,PROMOCIÓ ECONÒMICA,271
01,920G,6230000,TELEFONS,0.1,0,0.1,0,0,0,ALCALDIA,272
01,931,1510000,GRATIFICACIONS SERVEIS ECONÒMICS,0.1,0,0.1,0,0,0,ALCALDIA,273
02,241M,2269916,DESPESES NETEJA CTB-028/16 B1-01 (tb),0,2598,2598,864.43,864.43,768.94,PROMOCIÓ ECONÒMICA,274
02,241A,2260600,FORMACIÓ ACTIC,0,2250,2250,1500,1500,0,PROMOCIÓ ECONÒMICA,275
02,430,2160200,OPE MANTENIMENT FOTOCOPIADORA OPE,2000,0,2000,1135.64,1135.64,1135.64,PROMOCIÓ ECONÒMICA,276
01,932,2270800,SERVEI RECAPTACIÓ,172500,0,172500,33752.82,33752.82,33752.82,ALCALDIA,277
02,241TA,1600016,ASSEGURANCES SOCIALS PERSONAL 2016/RMI/SPOO/0028 FSE,0,24236.27,24236.27,11660.94,11660.94,8581.85,PROMOCIÓ ECONÒMICA,278
01,920G,1310000,FONS CONTINGENCIES PERSONAL,69000,-49096.16,19903.84,0,0,0,ALCALDIA,279
02,241IN,1430016,OPE AODL INNOVACIÓ B-032/16-03,0,23957.44,23957.44,9770.8,9770.8,7816.64,PROMOCIÓ ECONÒMICA,280
02,241M,2260600,OPE AUXILIARS MAGATZEM JOVES 2017,0,16410.02,16410.02,0,0,0,PROMOCIÓ ECONÒMICA,281
02,241A,1430014,OPE PERSONAL ACCIONS PROFESSIONALS (TB) FSE,0,16162.27,16162.27,0,0,0,PROMOCIÓ ECONÒMICA,282
01,934,1210000,COMPLEMENT DESTINACIÓ TRESORERIA,8242.49,0,8242.49,2943.75,2943.75,2355,ALCALDIA,283
02,430A,2269916,OPE ACCIONS COMERÇ,0,824.39,824.39,0,0,0,PROMOCIÓ ECONÒMICA,284
01,920G,2279900,TREBALLS GESTORIA,0.1,0,0.1,0,0,0,ALCALDIA,285
02,241TA,1600015,SEG. SOCIAL MILLORA M. AMBIENT 2015/PRMI/SPO/0042/EX04 FSE,0,108.26,108.26,0,0,0,PROMOCIÓ ECONÒMICA,286
02,241IN,1600016,OPE AODL SEGURETAT SOCIAL INNOVACIÓ B-032/16-03,0,7792.27,7792.27,2698.6,2698.6,2023.95,PROMOCIÓ ECONÒMICA,287
02,241M,1600015,BTB 38/15 DX-02 FSE SEGURETAT SOCIAL NETEJA SUPERFÍCIES,0,38.62,38.62,0,0,0,PROMOCIÓ ECONÒMICA,288
02,241A,1600014,OPE SEGURETAT SOCIAL ACCIONS PROFESSIONALS (TB) FSE,0,5815.02,5815.02,0,0,0,PROMOCIÓ ECONÒMICA,289
01,934,1200600,TRIENNIS TRESORERIA,2363.3,0,2363.3,878,878,702.4,ALCALDIA,290
02,430A,2269900,OPE ACCIONS COMERCIALS (db),0,12000,12000,0,0,0,PROMOCIÓ ECONÒMICA,291
01,920G,1510000,GRATIFICACIONS GENÈRICA,6000,-3976.78,2023.22,0,0,0,ALCALDIA,292
02,241J,1200116,BÀSIQUES A2 OCUPACIÓ JOVES FOJ-13-2016,0,16475.55,16475.55,4842.85,4842.85,3874.28,PROMOCIÓ ECONÒMICA,293
02,241TC,1600015,SEG SOCIAL INFORMADOR CANAL 2015/PRMI/SPO/0042/EX07 FSE,0,106.17,106.17,0,0,0,PROMOCIÓ ECONÒMICA,294
01,934,1210100,COMPLEMENT ESPECÍFIC TRESORERIA,13644.6,0,13644.6,5685.25,5685.25,4548.2,ALCALDIA,295
02,241MB,1600015,OPE SEGURETAT SOCIAL OCUPACIÓ FSE,0,2378.18,2378.18,0,0,0,PROMOCIÓ ECONÒMICA,296
02,241AA,1430016,PERSONAL ALTRES CTB-028/16 A1-01 (tb),0,10120.87,10120.87,0,0,0,PROMOCIÓ ECONÒMICA,297
02,430C,2269900,OPE COMERÇ I CULTURA,0,15000,15000,0,0,0,PROMOCIÓ ECONÒMICA,298
01,920G,1600000,SEGURETAT SOCIAL GENERICA,40000,-1137.92,38862.08,0,0,0,ALCALDIA,299
02,241J,1210015,COMPLEMENT DESTINACIÓ OCUPACIÓ JOVES FOJ-6-2015 FSE,0,50.8,50.8,0,0,0,PROMOCIÓ ECONÒMICA,300
02,241TE,1600015,SEG SOCIAL MANT EDIFICIS 2015/PRMI/SPO/0042/EX02 FSE,0,497.77,497.77,0,0,0,PROMOCIÓ ECONÒMICA,301
01,934,3400000,INTERESSOS BESTRETES,0.1,0,0.1,0,0,0,ALCALDIA,302
02,241AA,1600016,ASSEGURANCES SOCIALS ALTRES CTB-028/16 A1-01 (TB),0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,303
02,430C,2269916,OPE COMERÇ I CULTURA (mga),0,3678.35,3678.35,354.76,354.76,242,PROMOCIÓ ECONÒMICA,304
02,241MB,1430015,OPE PERSONAL OCUPACIÓ FSE,0,6590.72,6590.72,0,0,0,PROMOCIÓ ECONÒMICA,305
01,920GI,1500000,PRODUCTIVITAT AODLS,0.1,0,0.1,0,0,0,ALCALDIA,306
02,241TG,1430015,PERSONAL DINAMITZADOR GENT GRAN 2015/PRMI/SPO/0042/EX06 FSE,0,870.69,870.69,0,0,0,PROMOCIÓ ECONÒMICA,307
01,934,3590000,COMISSIONS TRANSF. I MANTENIMENT,3500,0,3500,568.33,568.33,566.21,ALCALDIA,308
02,241AC,1430016,PERSONAL AGENTS CÍVICS CTB-028/16 DX-07 (tb),0,21538.12,21538.12,6267.82,6267.82,3025.84,PROMOCIÓ ECONÒMICA,309
01,920I,1210000,PROMOCIONS-INTERINS,30000,0,30000,0,0,0,ALCALDIA,310
02,241N,1600014,OPE SEGURETAT SOCIAL DISPOSITIU INSERCIÓ (TB) FSE,0,443.93,443.93,0,0,0,PROMOCIÓ ECONÒMICA,311
02,430E,1600016,ASSEGURANCES SOCIALS CATALUNYA EMPREN PIFE-014-16 FSE,0,1,1,0,0,0,PROMOCIÓ ECONÒMICA,312
02,241TG,1600015,SEG SOCIAL DINAMITZADOR GENT GRAN 2015/PRMI/SPO/0042/EX06 FS,0,469.88,469.88,0,0,0,PROMOCIÓ ECONÒMICA,313
01,934,1200000,BÀSIQUES A1 TRESORERIA,14824.22,0,14824.22,5600.75,5600.75,4480.6,ALCALDIA,314
02,241AC,1600016,ASSEGURANCES SOCIALS AGENTS CÍVICS CTB-028/16 DX-07 (tb),0,7055.04,7055.04,986.38,986.38,0,PROMOCIÓ ECONÒMICA,315
02,241N,1200414,OPE BÀSIQUES C2 DISPOSITIU INSERCIÓ ADM (TB) FSE,0,211.46,211.46,0,0,0,PROMOCIÓ ECONÒMICA,316
02,430E,1430016,PERSONAL CATALUNYA EMPREN PIFE-014-16 FSE,0,1,1,0,0,0,PROMOCIÓ ECONÒMICA,317
02,241TL,1600015,SEG SOCIAL AUXILIAR LLAR 2015/PRMI/SPO/0042/EX05 FSE,0,114.71,114.71,0,0,0,PROMOCIÓ ECONÒMICA,318
01,920N,1300200,ALTRES REMUNERACIONS NETEJA,56994.61,0,56994.61,20089.43,20089.43,15755.69,ALCALDIA,319
01,934,1600000,SEGURETAT SOCIAL TRESORERIA,10023.2,0,10023.2,3341.04,3341.04,2505.78,ALCALDIA,320
02,241AM,2260616,OPE AULA MENTOR,0,720,720,0,0,0,PROMOCIÓ ECONÒMICA,321
02,241N,1200616,PERSONAL ADM CTB-028/16 A1-01 TRIENIS (tb),0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,322
02,430E,2269916,CATALUNYA EMPREN PIFE-014-16 FSE,0,17739.28,17739.28,0,0,0,PROMOCIÓ ECONÒMICA,323
02,241TN,1600015,SEG SOCIAL NETEJADORS 2015/PRMI/SPO/0042/EX03 FSE,0,458.84,458.84,0,0,0,PROMOCIÓ ECONÒMICA,324
01,920N,1200500,BÀSIQUES AP NETEJA,31021.26,0,31021.26,8630.79,8630.79,6944.05,ALCALDIA,325
02,241AM,2260600,OPE AULA MENTOR,0,288,288,0,0,0,PROMOCIÓ ECONÒMICA,326
01,934,1510000,GRATIFICACIONS TRESORERIA,0.1,0,0.1,0,0,0,ALCALDIA,327
02,241N,1600016,ASSEGURANCES SOCIALS ADM CTB-028/16 A1-01 (tb),0,5617.82,5617.82,1828.68,1828.68,1371.51,PROMOCIÓ ECONÒMICA,328
02,430P,1300116,OPE GRATIFICACIONS POP-UP EXPRES,0,758,758,758,758,758,PROMOCIÓ ECONÒMICA,329
02,241TO,1600012,OPE SEGURETAT SOCIAL TALLER OCUPACIÓ ERM 2012 (TB),0,694.19,694.19,0,0,0,PROMOCIÓ ECONÒMICA,330
01,920N,1210000,COMPLEMENT DESTINACIÓ NETEJA,16616.04,0,16616.04,4482.55,4482.55,3680.11,ALCALDIA,331
02,241B,1600015,BTB 38/15 E1-05 FSE SEGURETAT SOCIAL DINAMITZACIÓ,0,257.53,257.53,0,0,0,PROMOCIÓ ECONÒMICA,332
01,934,1500000,PRODUCTIVITAT TRESORERIA,700,0,700,291.65,291.65,233.32,ALCALDIA,333
01,920N,1500100,PRODUCTIVITAT NETEJA,2800,878.32,3678.32,1732.2,1732.2,1385.76,ALCALDIA,334
02,241N,1210015,BTB 38/15 A1-01 FSE PERSONAL SUPORT DESTÍ,0,40.71,40.71,0,0,0,PROMOCIÓ ECONÒMICA,335
02,430P,1300100,OPE. GRATIFICACIONS POP UP EXPRES,0,1302.34,1302.34,1302.34,1302.34,1302.34,PROMOCIÓ ECONÒMICA,336
02,241TO,1430112,OPE ALUMNES TALLER OCUPACIÓ ERM 2012 (TB),0,7345.16,7345.16,0,0,0,PROMOCIÓ ECONÒMICA,337
02,241B,1430014,OPE PERSONAL INSERCIÓ RMI (FSE),0,2764.34,2764.34,0,0,0,PROMOCIÓ ECONÒMICA,338
02,430S,2269916,LLUMS NADAL,0,2430.71,2430.71,379.56,379.56,379.56,PROMOCIÓ ECONÒMICA,339
02,241TT,1430015,PERSONAL E NATURALS 2015/PRMI/SPO/0042/EX01 FSE,0,843.16,843.16,0,0,0,PROMOCIÓ ECONÒMICA,340
02,241N,1200415,BTB 38/15 A1-01 FSE PERSONAL SUPORT BÀSIQUES C2,0,97.62,97.62,0,0,0,PROMOCIÓ ECONÒMICA,341
01,920N,1300100,HORES EXTRES NETEJA,0.1,162.4,162.5,162.4,162.4,162.4,ALCALDIA,342
02,241B,1600014,OPE SEGURETAT SOCIAL INSERCIÓ RMI (FSE),0,372.62,372.62,0,0,0,PROMOCIÓ ECONÒMICA,343
02,4312M,2269915,OPE ACTIVITATS MERCAT MUNICIPAL,0,16794.54,16794.54,3937.96,3937.96,3937.96,PROMOCIÓ ECONÒMICA,344
02,241N,1200416,PERSONAL ADM CTB-028/16 A1-01 BÀSIQUES C2 (tb),0,8482.37,8482.37,3026.25,3026.25,2421,PROMOCIÓ ECONÒMICA,345
02,241B,1430016,PERSONAL TREBALL BARRIS CTB-028/16 E1-01 (tb),0,26650.32,26650.32,9770.8,9770.8,7816.64,PROMOCIÓ ECONÒMICA,346
02,241TT,1600015,SEG SOCIAL E NATURALS 2015/PRMI/SPO/0042/EX01 FSE,0,1874.25,1874.25,0,0,0,PROMOCIÓ ECONÒMICA,347
02,4312M,2269900,OPE CURSOS AULA MERCAT,0,355,355,95,95,95,PROMOCIÓ ECONÒMICA,348
02,241N,1210016,PERSONAL ADM CTB-028/16 A1-01 DESTI (tb),0,2964.56,2964.56,1086.75,1086.75,869.4,PROMOCIÓ ECONÒMICA,349
02,241TU,2260615,DESPESES FORMACIÓ 2015/PRMI/SPO/0042/AF01,0,1110.2,1110.2,0,0,0,PROMOCIÓ ECONÒMICA,350
02,241B,1600016,ASSEGURANCES SOCIALS TREBALL BARRIS CTB-028/16 E1-01 (tb),0,8346,8346,2698.6,2698.6,2023.95,PROMOCIÓ ECONÒMICA,351
02,4312M,2120016,OPE MANTENIMENT EDIFICI MERCAT,0,3753.76,3753.76,0,0,0,PROMOCIÓ ECONÒMICA,352
02,241N,1210116,PERSONAL ADM CTB-028/16 A1-01 ESPECÍFIC (tb),0,6633.92,6633.92,2651.85,2651.85,2121.48,PROMOCIÓ ECONÒMICA,353
02,241B,1430015,BTB 38/15 E1-05 FSE PERSONAL DINAMITZACIÓ,0,486.9,486.9,0,0,0,PROMOCIÓ ECONÒMICA,354
02,4312M,2120014,OPE MANTENIMENT EDIFICI MERCAT,0,13132.61,13132.61,839.15,839.15,25.49,PROMOCIÓ ECONÒMICA,355
02,241U,1600016,ASSEGURANCES SOCIALS SOCIOEDUCATIU CTB-028/16 DX-05 (tb),0,3527.02,3527.02,543.19,543.19,0,PROMOCIÓ ECONÒMICA,356
02,241N,1210114,OPE ESPECIÍFIC DISPOSITIU INSERCIÓ ADM (TB) FSE,0,511.23,511.23,0,0,0,PROMOCIÓ ECONÒMICA,357
02,241BB,1430016,PERSONAL BARRIS CTB-028/16 E1-02 (tb),0,27648.59,27648.59,9674.05,9674.05,7739.24,PROMOCIÓ ECONÒMICA,358
02,241U,1430016,PERSONAL SOCIOEDUCATIU CTB-028/16 DX-05 (tb),0,10769.06,10769.06,3133.91,3133.91,1512.92,PROMOCIÓ ECONÒMICA,359
02,4312M,6290016,OPE ALTRES INVERSIONS MERCAT,0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,360
02,241N,1210115,BTB 38/15 A1-01 FSEPERSONAL SUPORT TRIENIS,0,699.68,699.68,0,0,0,PROMOCIÓ ECONÒMICA,361
02,241BB,1600016,ASSEGURANCES SOCIALS CTB-028/16 E1-02 (tb),0,9032.83,9032.83,2671.9,2671.9,2003.93,PROMOCIÓ ECONÒMICA,362
02,241V,2260616,OPE CURS FORMACIÓ PT20160087,0,11823.19,11823.19,3148.92,2345.24,1888.74,PROMOCIÓ ECONÒMICA,363
02,4312M,2269913,OPE ACTIVITATS AULA MERCAT,0,29.7,29.7,29.7,29.7,29.7,PROMOCIÓ ECONÒMICA,364
02,241N,1200615,BTB 38/15 A1-01 FSE PERSONAL SUPORT ESPECÍFIC,0,0.4,0.4,0,0,0,PROMOCIÓ ECONÒMICA,365
02,241W,2260614,OPE DESPESES FORMACIÓ MONITORS (TB) FSE,0,2701.82,2701.82,0,0,0,PROMOCIÓ ECONÒMICA,366
02,4312M,2150012,OPE MANTENIMENT MOBILIARI MERCAT,0,684.61,684.61,0,0,0,PROMOCIÓ ECONÒMICA,367
02,241C,2060015,LLOGUER FOTOCOPIADORA,0,548.66,548.66,0,0,0,PROMOCIÓ ECONÒMICA,368
02,241P,1600016,ASSEG SOCIAL JOVES EN PRÀCTIQUES 2016/jenp/sp00/0004 fse,0,10237.78,10237.78,8498.36,8498.36,6423.77,PROMOCIÓ ECONÒMICA,369
02,241C,1600014,OPE SEGURETAT SOCIAL TÈCNIC DINAMITZADOR EQUIPAMENT (TB) FSE,0,56.26,56.26,0,0,0,PROMOCIÓ ECONÒMICA,370
02,4312M,2120015,OPE MANTENIMENT EDIFICI MERCAT,0,11521.39,11521.39,0,0,0,PROMOCIÓ ECONÒMICA,371
02,241X,2260616,OPE NOU PROJ CENTRE FORMACIÓ INTEGRAL,0,2201,2201,0,0,0,PROMOCIÓ ECONÒMICA,372
02,241P,1430016,PERSONAL JOVES EN PRÀCTIQUES 2016/jenp/sp00/0004fse,0,31455.34,31455.34,30740.68,30740.68,25186.16,PROMOCIÓ ECONÒMICA,373
02,4312M,2211000,OPE MERCAT MPAL PRODUCTES NETEJA,200,0,200,0,0,0,PROMOCIÓ ECONÒMICA,374
02,241Z,1210116,PERSONAL 30 PLUS ESPECÍFIC 30P-41-2016,0,18387.86,18387.86,5779.45,5779.45,4075.38,PROMOCIÓ ECONÒMICA,375
02,241C,1430014,OPE PERSONAL TECNIC DINAMITZADOR EQUIPAMENTS (TB) FSE,0,168.72,168.72,0,0,0,PROMOCIÓ ECONÒMICA,376
02,4312M,2210013,OPE ENERGIA ELECTRICA MERCAT,0,5426.93,5426.93,788.56,788.56,627.56,PROMOCIÓ ECONÒMICA,377
02,241PA,2260615,FORMACIÓ 2015/PANP/SPO/0011/AF01,0,1986.34,1986.34,598.5,0,0,PROMOCIÓ ECONÒMICA,378
02,241C,1430015,BTB 38/15 E1-04 FSE PERSONAL TREBALLADORA SOCIAL,0,1751.56,1751.56,0,0,0,PROMOCIÓ ECONÒMICA,379
02,241Z,1600016,ASSEGURANCES SOCIALS  30 PLUS  30P-41-2016,0,19304.8,19304.8,4006,4006,2392.27,PROMOCIÓ ECONÒMICA,380
02,241CC,1430016,PERSONAL COORDINADOR CTB-028/16 DX-06 (tb),0,16256.94,16256.94,0,0,0,PROMOCIÓ ECONÒMICA,381
02,241PA,1600015,OPE SEGURETAT SOCIAL 2015/PANP/SPO/0011 (FSE),0,97.92,97.92,0,0,0,PROMOCIÓ ECONÒMICA,382
02,241Z,1200116,PERSONAL 30 PLUS BÀSIQUES A2 30P-41-2016,0,22812.3,22812.3,5811.42,5811.42,3874.28,PROMOCIÓ ECONÒMICA,383
02,4312M,2260212,OPE PUBLICITAT I PROPAGANDA MERCAT,0,361.43,361.43,145.2,145.2,145.2,PROMOCIÓ ECONÒMICA,384
02,241CC,1600016,ASSEGURANCES SOCIALS CTB-028/16 DX-06 (tb),0,5324.16,5324.16,0,0,0,PROMOCIÓ ECONÒMICA,385
02,241Z,1200616,PERSONAL 30 PLUS TRIENIS 30P-41-2016,0,185.42,185.42,143.92,143.92,99.16,PROMOCIÓ ECONÒMICA,386
02,4312M,2270615,OPE ESTUDIS I TREBALLS TÈCNICS MERCAT,0,2964.5,2964.5,0,0,0,PROMOCIÓ ECONÒMICA,387
