Org_,Pro_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,Obligacions_reconegudes,Pagaments_fets,Descripció_orgànica,FID
02,241F,2269916,XARXA TERRITORIAL ESS IE-11/16 2-02,0,9515.63,9515.63,4537.5,0,0,PROMOCIÓ ECONÒMICA,199
01,920,2210400,VESTUARI PERSONAL NETEJA,700,0,700,0,0,0,ALCALDIA,200
01,931,1200400,BÀSIQUES C2 SERVEIS ECONÒMICS,8462.46,0,8462.46,4189.34,4189.34,4189.34,ALCALDIA,201
02,241J,1210016,DESTINACIÓ OCUPACIÓ JOVES FOJ-13-2016,0,7055.48,7055.48,2726.86,2726.86,2726.86,PROMOCIÓ ECONÒMICA,202
01,920,2219900,MATERIAL PREVENCIÓ RISCOS,2000,-202.55,1797.45,333.91,333.91,131.36,ALCALDIA,203
02,241AC,1430016,PERSONAL AGENTS CÍVICS CTB-028/16 DX-07 (tb),0,21538.12,21538.12,10113.4,10113.4,10113.4,PROMOCIÓ ECONÒMICA,204
02,241PL,1200416,OPE BASIQUES C2 PC OCUPACIÓ A1 (d),0,205.65,205.65,0,0,0,PROMOCIÓ ECONÒMICA,205
02,241F,2260616,OPE ACCIONS FORMATIVES,0,626.72,626.72,0,0,0,PROMOCIÓ ECONÒMICA,206
02,241J,2269915,PROGRAMA OCUPACIÓ JOVES FOJ-6-2015 FSE,0,56799.25,56799.25,264,264,264,PROMOCIÓ ECONÒMICA,207
01,931,1200000,BÀSIQUES A1 SERVEIS ECONÒMICS,14824.22,3170.74,17994.96,7412.11,7412.11,7412.11,ALCALDIA,208
02,241AC,1600016,ASSEGURANCES SOCIALS AGENTS CÍVICS CTB-028/16 DX-07 (tb),0,7055.04,7055.04,2050.36,2050.36,2050.36,PROMOCIÓ ECONÒMICA,209
01,920,1210000,COMPLEMENT DESTINACIÓ ADM. GNAL.,75089.42,0,75089.42,39522.49,39522.49,39522.49,ALCALDIA,210
02,241PL,1210016,OPE COMPLEMENT DESTINACIÓ PC OCUPACIÓ A1 (d),0,374.22,374.22,11.62,11.62,11.62,PROMOCIÓ ECONÒMICA,211
02,241F,1430016,OPE PERSONAL FEINATECA,0,26025.04,26025.04,13137.72,13137.72,13137.72,PROMOCIÓ ECONÒMICA,212
02,241J,1200616,TRIENIS OCUPACIÓ JOVES FOJ-13-2016,0,923,923,464.28,464.28,464.28,PROMOCIÓ ECONÒMICA,213
02,241AM,2260616,OPE AULA MENTOR,0,720,720,0,0,0,PROMOCIÓ ECONÒMICA,214
01,920,2060000,LLOGUER FOTOCOPIADORES,7383.05,0,7383.05,3329.84,2737.01,2737.01,ALCALDIA,215
01,931,1210000,COMPLEMENT DESTINACIÓ SERVEIS ECONÒMICS,31917.62,0,31917.62,15889.35,15889.35,15889.35,ALCALDIA,216
02,241PL,1600016,SEGURETAT SOCIAL PC OCUPACIÓ A1 (d),0,462.92,462.92,294.18,294.18,294.18,PROMOCIÓ ECONÒMICA,217
02,241AM,2260600,OPE AULA MENTOR,0,288,288,0,0,0,PROMOCIÓ ECONÒMICA,218
02,241FO,1200300,BASIQUES C1 FOMENT OCUPACIÓ (d),0,13381.07,13381.07,1775.24,1775.24,1775.24,PROMOCIÓ ECONÒMICA,219
01,920,6290000,ALTRES INVERSIONS,0.1,0,0.1,0,0,0,ALCALDIA,220
02,241J,1200615,TRIENIS OCUPACIÓ JOVES FOJ-6-2015 FSE,0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,221
01,931,1200100,BÀSIQUES A2 SERVEIS ECONÒMICS,13035.6,0,13035.6,6516.79,6516.79,6516.79,ALCALDIA,222
02,241PL,1210116,COMPLEMENT ESPECÍFIC PC OCUPACIÓ A1 (d),0,832.71,832.71,364.08,364.08,364.08,PROMOCIÓ ECONÒMICA,223
02,241FO,1200100,BASIQUES A2 FOMENT OCUPACIÓ (d),0,38382.59,38382.59,5021.57,5021.57,5021.57,PROMOCIÓ ECONÒMICA,224
02,241J,1210116,ESPECÍFIC OCUPACIÓ JOVES FOJ-13-2016,0,10064.6,10064.6,3981.6,3981.6,3981.6,PROMOCIÓ ECONÒMICA,225
01,920,2160000,MANTENIMENT FOTOCOPIADORA,28428,0,28428,3534.83,3534.83,3117.15,ALCALDIA,226
02,241B,1600015,BTB 38/15 E1-05 FSE SEGURETAT SOCIAL DINAMITZACIÓ,0,257.53,257.53,0,0,0,PROMOCIÓ ECONÒMICA,227
01,931,1200300,BÀSIQUES C1 SERVEIS ECONÒMICS,19967.64,0,19967.64,9981.8,9981.8,9981.8,ALCALDIA,228
02,241PL,2269916,MATERIAL PC OCUPACIÓ (d),0,6663.19,6663.19,0,0,0,PROMOCIÓ ECONÒMICA,229
02,241FO,1600000,SEGURETAT SOCIAL FOMENT OCUPACIÓ (d),0,96995.7,96995.7,3469.72,3469.72,3469.72,PROMOCIÓ ECONÒMICA,230
02,241J,1430015,PERSONAL OCUPACIÓ JOVES FOJ-6-2015 FSE,0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,231
01,920,2211000,PRODUCTES NETEJA,4000,0,4000,847.38,847.38,642.36,ALCALDIA,232
02,241B,1430014,OPE PERSONAL INSERCIÓ RMI (FSE),0,2764.34,2764.34,0,0,0,PROMOCIÓ ECONÒMICA,233
01,931,1200600,TRIENNIS SERVEIS ECONÒMICS,6202.22,1572.05,7774.27,3207.12,3207.12,3207.12,ALCALDIA,234
02,241PP,1200616,PERSONAL PROSPECTOR CTB-028/16 A1-01 TRIENIS (tb),0,968.03,968.03,70.24,70.24,70.24,PROMOCIÓ ECONÒMICA,235
02,241FO,1200600,TRIENNIS FOMENT OCUPACIÓ (d),0,163.45,163.45,0,0,0,PROMOCIÓ ECONÒMICA,236
02,241J,2269916,ACCIONS DE FORMACIÓ OCUPACIÓ JOVES FOJ-13-2016,0,25348.81,25348.81,398.16,398.16,398.16,PROMOCIÓ ECONÒMICA,237
01,920,1620000,FORMACIÓ PERSONAL,7500,0,7500,3011.1,1021.09,1021.09,ALCALDIA,238
01,920,2210600,PRODUCTES FARMACÈUTICS,150,0,150,0,0,0,ALCALDIA,239
02,241B,1600014,OPE SEGURETAT SOCIAL INSERCIÓ RMI (FSE),0,372.62,372.62,0,0,0,PROMOCIÓ ECONÒMICA,240
01,931,1500000,PRODUCTIVITAT SERVEIS ECONÒMICS,2800,665.49,3465.49,945.24,945.24,945.24,ALCALDIA,241
02,241PP,1210116,PERSONAL PROSPECTOR CTB-028/16 A1-01 ESPECÍFIC (tb),0,7921.11,7921.11,4130.47,4130.47,4130.47,PROMOCIÓ ECONÒMICA,242
02,241J,2260613,OPE PROJECTE FORMACIÓ JOVE,0,3300.76,3300.76,0,0,0,PROMOCIÓ ECONÒMICA,243
02,241FO,1200400,BASIQUES C2 FOMENT OCUPACIÓ (d),0,49246.8,49246.8,3740.26,3740.26,3740.26,PROMOCIÓ ECONÒMICA,244
01,920C,2260200,PUBLICITAT.COMUNICACIÓ ACTIVITATS,5100,0,5100,1954.15,1954.15,1954.15,ALCALDIA,245
02,241B,2269916,IESS INSERCIÓ ESP DIFICULTATS IE-11/16 1-01,0,27191.52,27191.52,26320,7743,7743,PROMOCIÓ ECONÒMICA,246
01,931,1600000,SEGURETAT SOCIAL SERVEIS ECONÒMICS,40642.91,0,40642.91,14426.46,14426.46,14426.46,ALCALDIA,247
02,241PP,1200116,PERSONAL PROSPECTOR CTB-028/16 A1-01 ESPECÍFIC (tb),0,13348.82,13348.82,3258.9,3258.9,3258.9,PROMOCIÓ ECONÒMICA,248
02,241J,1200115,BÀSIQUES A2 OCUPACIÓ JOVES FOJ-6-2015 FSE,0,17.78,17.78,0,0,0,PROMOCIÓ ECONÒMICA,249
02,241FO,1200500,BASIQUES AP FOMENT OCUPACIÓ (d),0,39207.87,39207.87,3049.65,3049.65,3049.65,PROMOCIÓ ECONÒMICA,250
01,920C,6260016,FOTOCOPIADORES,0,17464.76,17464.76,16549.35,16549.35,16549.35,ALCALDIA,251
02,241B,2269914,OPE DESPESES INSERCIÓ RMI (FSE),0,2368.64,2368.64,0,0,0,PROMOCIÓ ECONÒMICA,252
01,931,1210100,COMPLEMENT ESPECÍFIC SERVEIS ECONÒMICS,68422.92,0,68422.92,34211.46,34211.46,34211.46,ALCALDIA,253
02,241PP,1600016,ASSEGURANCES SOCIALS PROSPECTOR CTB-028/16 A1-01 (tb),0,8741.7,8741.7,3376.55,3376.55,3376.55,PROMOCIÓ ECONÒMICA,254
02,241J,1600016,SEGURETAT SOCIAL OCUPACIÓ JOVES FOJ-13-2016,0,10532.55,10532.55,2878.53,2878.53,2878.53,PROMOCIÓ ECONÒMICA,255
02,241FO,1210100,ESPECIFIC FOMENT OCUPACIÓ (d),0,113175.05,113175.05,10686.93,10686.93,10686.93,PROMOCIÓ ECONÒMICA,256
01,920D,2219900,SUBMINISTRAMENTS DIVERSOS,500,0,500,29.34,29.34,29.34,ALCALDIA,257
02,241B,1430016,PERSONAL TREBALL BARRIS CTB-028/16 E1-01 (tb),0,26650.32,26650.32,12830.08,12830.08,12830.08,PROMOCIÓ ECONÒMICA,258
01,931,1510000,GRATIFICACIONS SERVEIS ECONÒMICS,0.1,0,0.1,0,0,0,ALCALDIA,259
02,241PP,1210016,PERSONAL PROSPECTOR CTB-028/16 A1-01 DESTI (tb),0,5716.49,5716.49,5271.15,5271.15,5271.15,PROMOCIÓ ECONÒMICA,260
02,241K,2269914,OPE FORMACIÓ NETEJA (TB) FSE,0,2762.56,2762.56,0,0,0,PROMOCIÓ ECONÒMICA,261
02,241FO,2260615,OPE CURS 15/FOAF/269/0126443 FSE,0,9414.44,9414.44,0,0,0,PROMOCIÓ ECONÒMICA,262
02,241B,1600016,ASSEGURANCES SOCIALS TREBALL BARRIS CTB-028/16 E1-01 (tb),0,8346,8346,3373.25,3373.25,3373.25,PROMOCIÓ ECONÒMICA,263
01,932,2270800,SERVEI RECAPTACIÓ,172500,0,172500,40653.26,40653.26,40653.26,ALCALDIA,264
01,920G,1210000,CARRERA PROFESSIONAL,40000,-5196.38,34803.62,0,0,0,ALCALDIA,265
02,241Q,1430015,OPE AODL NOUS PROJECTES (FSE),0,659.07,659.07,0,0,0,PROMOCIÓ ECONÒMICA,266
02,241K,1600015,BTB 38/15 B1-01 FSE SEGURETAT SOCIAL FORMACIÓ NETEJA,0,581.99,581.99,0,0,0,PROMOCIÓ ECONÒMICA,267
01,920G,6290000,ALTRES INVERSIONS,0.1,0,0.1,0,0,0,ALCALDIA,268
02,241FO,1210000,DESTINACIÓ FOMENT OCUPACIÓ (d),0,54344.49,54344.49,5343.16,5343.16,5343.16,PROMOCIÓ ECONÒMICA,269
02,241B,1430015,BTB 38/15 E1-05 FSE PERSONAL DINAMITZACIÓ,0,486.9,486.9,0,0,0,PROMOCIÓ ECONÒMICA,270
01,934,1210000,COMPLEMENT DESTINACIÓ TRESORERIA,8242.49,0,8242.49,4121.25,4121.25,4121.25,ALCALDIA,271
02,241Q,1600015,OPE AODL SEGURETAT SOCIAL NOUS PROJECTES (FSE),0,467.41,467.41,0,0,0,PROMOCIÓ ECONÒMICA,272
02,241K,1600016,ASSEGURANCES SOCIALS CTB-028/16 DX-01 (tb),0,19084.8,19084.8,0,0,0,PROMOCIÓ ECONÒMICA,273
02,241BB,1430016,PERSONAL BARRIS CTB-028/16 E1-02 (tb),0,27648.59,27648.59,13186.24,13186.24,13186.24,PROMOCIÓ ECONÒMICA,274
01,934,1200600,TRIENNIS TRESORERIA,2363.3,0,2363.3,1181.65,1181.65,1181.65,ALCALDIA,275
01,920G,1500000,PRODUCTIVITAT,12500,-2400.07,10099.93,0,0,0,ALCALDIA,276
02,241G,1600016,ASSEGURANCES SOCIALS CTB-028/16 DX-02 (tb),0,22246.14,22246.14,0,0,0,PROMOCIÓ ECONÒMICA,277
02,241Q,1600016,OPE AODL SEGURETAT SOCIAL NOUS PROJECTES B-032/16-02,0,8417.14,8417.14,3380.36,3380.36,3380.36,PROMOCIÓ ECONÒMICA,278
02,241K,1430014,OPE PERSONAL FORMACIÓ NETEJA (TB) FSE,0,2287.09,2287.09,0,0,0,PROMOCIÓ ECONÒMICA,279
01,934,1210100,COMPLEMENT ESPECÍFIC TRESORERIA,13644.6,0,13644.6,6822.3,6822.3,6822.3,ALCALDIA,280
01,920G,6230000,TELEFONS,0.1,0,0.1,0,0,0,ALCALDIA,281
02,241BB,1600016,ASSEGURANCES SOCIALS CTB-028/16 E1-02 (tb),0,9032.83,9032.83,3339.87,3339.87,3339.87,PROMOCIÓ ECONÒMICA,282
02,241G,1430016,PERSONAL PO FIBRA ÓPTICA CTB-028/16 DX-02 (tb),0,60795,60795,5597.55,5597.55,5597.55,PROMOCIÓ ECONÒMICA,283
02,241Q,1430016,OPE AODL NOUS PROJECTES B-032/16-02,0,26861.59,26861.59,12830.08,12830.08,12830.08,PROMOCIÓ ECONÒMICA,284
02,241K,1430016,PERSONAL PO NETEJA CTB-028/16 DX-01 (tb),0,56814.59,56814.59,2187.29,2187.29,2187.29,PROMOCIÓ ECONÒMICA,285
02,241G,2269913,OPE FORMACIÓ PLANS 2013/PANP/SPO/0068-FSE,0,342.25,342.25,0,0,0,PROMOCIÓ ECONÒMICA,286
01,920G,1310000,FONS CONTINGENCIES PERSONAL,69000,-49966.76,19033.24,0,0,0,ALCALDIA,287
02,241Q,1430014,OPE AODL NOUS PROJECTES (FSE),0,90.23,90.23,0,0,0,PROMOCIÓ ECONÒMICA,288
02,241K,2260615,BTB 38/15 B1-01 FSE CURS FORMACIÓ NETEJA,0,4799.15,4799.15,0,0,0,PROMOCIÓ ECONÒMICA,289
02,241C,2060015,LLOGUER FOTOCOPIADORA,0,548.66,548.66,0,0,0,PROMOCIÓ ECONÒMICA,290
01,934,3400000,INTERESSOS BESTRETES,0.1,0,0.1,0,0,0,ALCALDIA,291
02,241G,1430015,BTB 38/15 DX-03 FSE PERSONAL MANTENIMENT FIBRA ÓPTICA,0,725.27,725.27,0,0,0,PROMOCIÓ ECONÒMICA,292
02,241R,1430015,OPE AODL OCUPACIÓ I COMPETIVITAT (FSE),0,667.28,667.28,0,0,0,PROMOCIÓ ECONÒMICA,293
02,241L,1600016,ASSEGURANCES SOCIALS PO AUXILIAR LLAR CTB-028/16 DX-03 (tb),0,2726.4,2726.4,869.82,869.82,869.82,PROMOCIÓ ECONÒMICA,294
01,920G,2279900,TREBALLS GESTORIA,0.1,0,0.1,0,0,0,ALCALDIA,295
01,934,3590000,COMISSIONS TRANSF. I MANTENIMENT,3500,0,3500,795.11,795.11,795.11,ALCALDIA,296
02,241C,2269916,ECONOMIA PLURAL IE-11/16 02-04,0,15163.12,15163.12,13747.5,0,0,PROMOCIÓ ECONÒMICA,297
02,241G,1600013,OPE SEGURETAT SOCIAL PLANS 2013/PANP/SPO/0068-FSE,0,24.62,24.62,0,0,0,PROMOCIÓ ECONÒMICA,298
02,241R,1430016,OPE AODL OCUPACIÓ I COMPETITIVITAT,0,26924.01,26924.01,12830.08,12830.08,12830.08,PROMOCIÓ ECONÒMICA,299
01,934,1200000,BÀSIQUES A1 TRESORERIA,14824.22,0,14824.22,7412.11,7412.11,7412.11,ALCALDIA,300
01,920G,1510000,GRATIFICACIONS GENÈRICA,6000,-4044.64,1955.36,0,0,0,ALCALDIA,301
02,241L,2269915,OPE INTERMEDIACIÓ AGENCIA SAC/14/00063 (FSE),0,18020,18020,0,0,0,PROMOCIÓ ECONÒMICA,302
02,241C,1600014,OPE SEGURETAT SOCIAL TÈCNIC DINAMITZADOR EQUIPAMENT (TB) FSE,0,56.26,56.26,0,0,0,PROMOCIÓ ECONÒMICA,303
02,241G,1600015,BTB 38/15 DX-03 FSE SEGURETAT SOCIAL MANTENIMENT FIBRA ÓPTIC,0,118.55,118.55,0,0,0,PROMOCIÓ ECONÒMICA,304
02,241R,1600016,OPE AODL SEGURETAT SOCIAL COMPETITIVITAT,0,8438.69,8438.69,3373.25,3373.25,3373.25,PROMOCIÓ ECONÒMICA,305
02,241L,1600015,BTB 38/15 DX-04 FSE SEGURETAT SOCIAL AUXILIAR LLAR,0,1.98,1.98,0,0,0,PROMOCIÓ ECONÒMICA,306
01,934,1600000,SEGURETAT SOCIAL TRESORERIA,10023.2,0,10023.2,4176.3,4176.3,4176.3,ALCALDIA,307
01,920G,1600000,SEGURETAT SOCIAL GENERICA,40000,-1137.92,38862.08,0,0,0,ALCALDIA,308
02,241C,2260600,OPE CURSOS DIVERSOS,0,1792,1792,129.65,129.65,129.65,PROMOCIÓ ECONÒMICA,309
02,241G,2269916,NOVES EINES DINAMITZACIÓ EMPRESES,0,13949,13949,0,0,0,PROMOCIÓ ECONÒMICA,310
01,934,1510000,GRATIFICACIONS TRESORERIA,0.1,0,0.1,0,0,0,ALCALDIA,311
01,920GI,1500000,PRODUCTIVITAT AODLS,0.1,0,0.1,0,0,0,ALCALDIA,312
02,241L,1430016,PERSONAL PO AUXILIAR LLAR CTB-028/16 DX-03 (tb),0,7857.06,7857.06,3678.44,3678.44,3678.44,PROMOCIÓ ECONÒMICA,313
02,241C,1430014,OPE PERSONAL TECNIC DINAMITZADOR EQUIPAMENTS (TB) FSE,0,168.72,168.72,0,0,0,PROMOCIÓ ECONÒMICA,314
02,241H,1200116,PERSONAL ORIENTADOR CTB-028/16 A1-01 BÀSIQUES A2 (tb),0,12389.54,12389.54,5435.3,5435.3,5435.3,PROMOCIÓ ECONÒMICA,315
01,934,1500000,PRODUCTIVITAT TRESORERIA,700,0,700,349.98,349.98,349.98,ALCALDIA,316
02,241M,2260612,OPE CURS GESTOR MAGATZEM,0,4735.02,4735.02,0,0,0,PROMOCIÓ ECONÒMICA,317
01,920I,1210000,PROMOCIONS-INTERINS,30000,0,30000,0,0,0,ALCALDIA,318
02,241C,1430015,BTB 38/15 E1-04 FSE PERSONAL TREBALLADORA SOCIAL,0,1751.56,1751.56,0,0,0,PROMOCIÓ ECONÒMICA,319
02,241H,2269914,OPE DESPESES DISPOSITIU INSERCIÓ (TB) FSE,0,1386.41,1386.41,0,0,0,PROMOCIÓ ECONÒMICA,320
01,934,3520000,INTERESSOS DE DEMORA,0.1,0,0.1,298.79,298.79,298.79,ALCALDIA,321
02,241M,1430016,PERSONAL NETEJA CTB-028/16 B1-01 (tb),0,5625.91,5625.91,5625.91,5625.91,5625.91,PROMOCIÓ ECONÒMICA,322
01,920N,1300200,ALTRES REMUNERACIONS NETEJA,56994.61,0,56994.61,26082.73,26082.73,26082.73,ALCALDIA,323
02,241CC,1430016,PERSONAL COORDINADOR CTB-028/16 DX-06 (tb),0,16793.48,16793.48,1915.5,1915.5,1915.5,PROMOCIÓ ECONÒMICA,324
02,241R,1600015,OPE AODL SEGURETAT SOCIAL COMPETIVITAT,0,468.98,468.98,0,0,0,PROMOCIÓ ECONÒMICA,325
02,241H,1210115,BTB 38/15 A1-01 FSE ORIENTADOR ESPECÍFIC,0,1307.28,1307.28,0,0,0,PROMOCIÓ ECONÒMICA,326
01,3322,1500000,PRODUCTIVITAT ARXIU,700,0,700,349.98,349.98,349.98,ALCALDIA,327
02,241M,2260615,OPE CURS AUXILIARS MAGATZEM JOVES,0,3380.79,3380.79,3380.79,3380.79,3380.79,PROMOCIÓ ECONÒMICA,328
01,920N,1200500,BÀSIQUES AP NETEJA,31021.26,0,31021.26,12665.58,12665.58,12665.58,ALCALDIA,329
02,241CC,1600016,ASSEGURANCES SOCIALS CTB-028/16 DX-06 (tb),0,5324.16,5324.16,0,0,0,PROMOCIÓ ECONÒMICA,330
02,241S,2260616,16/FOAP/315/0144605 CURSOS SOCIOSANITARIS,0,70513.5,70513.5,22306.75,18406.75,18406.75,PROMOCIÓ ECONÒMICA,331
01,3322,1600000,SEGURETAT SOCIAL ARXIU,8526.84,0,8526.84,3458.13,3458.13,3458.13,ALCALDIA,332
02,241M,1600016,ASSEGURANCES SOCIALS NETEJA CTB-028/16 B1-01 (tb),0,1841.83,1841.83,1687.55,1687.55,1687.55,PROMOCIÓ ECONÒMICA,333
01,920N,1210000,COMPLEMENT DESTINACIÓ NETEJA,16616.04,0,16616.04,6640.65,6640.65,6640.65,ALCALDIA,334
02,241CM,2260611,OPE CURS MONITORS SOCIOCULTURALS,0,2405.64,2405.64,0,0,0,PROMOCIÓ ECONÒMICA,335
02,241SO,1600016,OPE AODL SEGURETAT SOCIAL SOSTENIBILITAT B-032/16-04,0,7302.43,7302.43,3273.25,3273.25,3273.25,PROMOCIÓ ECONÒMICA,336
01,3322,1210100,COMPLEMENT ESPECÍFIC ARXIU,8235.6,0,8235.6,4117.8,4117.8,4117.8,ALCALDIA,337
01,920N,1500100,PRODUCTIVITAT NETEJA,2800,878.32,3678.32,2050.99,2050.99,2050.99,ALCALDIA,338
02,241D,2269916,ADM LOCAL IMPULS ESS IE-11/16 2-01,0,14721.75,14721.75,7210,0,0,PROMOCIÓ ECONÒMICA,339
01,3322,1200600,TRIENNIS ARXIU,2620.4,0,2620.4,1310.2,1310.2,1310.2,ALCALDIA,340
01,920N,1300100,HORES EXTRES NETEJA,0.1,162.4,162.5,162.4,162.4,162.4,ALCALDIA,341
01,3322,1200100,BÀSIQUES A2 ARXIU,13035.6,0,13035.6,6517.8,6517.8,6517.8,ALCALDIA,342
01,920N,1210100,COMPLEMENT ESPECÍFIC NETEJA.,24101.28,0,24101.28,17146.97,17146.97,17146.97,ALCALDIA,343
01,920N,1600000,SEGURETAT SOCIAL NETEJA,57215.72,0,57215.72,20485.79,20485.79,20485.79,ALCALDIA,344
01,3322,1510000,GRATIFICACIONS ARXIU,0.1,0,0.1,0,0,0,ALCALDIA,345
01,920N,1200600,TRIENNIS NETEJA,3266.4,0,3266.4,1203.16,1203.16,1203.16,ALCALDIA,346
01,920N,1310000,PERSONAL NETEJA TEMPORAL,0.1,0,0.1,0,0,0,ALCALDIA,347
01,920N,1510000,GRATIFICACIONS NETEJA,0,162.4,162.4,81.2,81.2,81.2,ALCALDIA,348
01,920N,1500000,PRODUCTIVITAT NETEJA,2800,864.22,3664.22,1225,1225,1225,ALCALDIA,349
01,920N,1300000,BÀSIQUES NETEJA,45827.18,0,45827.18,21289.17,21289.17,21289.17,ALCALDIA,350
02,241SO,1430015,OPE AODL SOSTENIBILITAT (FSE),0,960.44,960.44,0,0,0,PROMOCIÓ ECONÒMICA,351
02,241SO,1600015,OPE AODL SEGURETAT SOCIAL SOSTENIBILITAT (FSE),0,304.85,304.85,0,0,0,PROMOCIÓ ECONÒMICA,352
02,241SO,1430016,OPE AODL SOSTENIBILITAT B-032/16-04,0,22538.58,22538.58,12830.08,12830.08,12830.08,PROMOCIÓ ECONÒMICA,353
02,241T,1430015,BTB 38/15 B2-01 FSE PERSONAL EDIFICIS I FIBRA ÓPTICA,0,0.02,0.02,0,0,0,PROMOCIÓ ECONÒMICA,354
02,241T,2260615,OPE CURS FORMACIÓ CONTÍNUA TRANSVERSAL PT20150072,0,1745.58,1745.58,0,0,0,PROMOCIÓ ECONÒMICA,355
02,241T,2269916,CURS FIBRA ÓPTICA CTB-028/16 B2-02 (tb),0,17530,17530,14320.43,4690.26,4690.26,PROMOCIÓ ECONÒMICA,356
02,241T,2269915,BTB 38/15 B2-01 FSE MANTENIMENT EDIFICIS I FIBRA ÓPTICA,0,5475.57,5475.57,0,0,0,PROMOCIÓ ECONÒMICA,357
02,241TA,1430016,PERSONAL 2016/RMI/SPOO/0028 FSE,0,72157.14,72157.14,57108.66,57108.66,57108.66,PROMOCIÓ ECONÒMICA,358
02,241TA,1600016,ASSEGURANCES SOCIALS PERSONAL 2016/RMI/SPOO/0028 FSE,0,24236.27,24236.27,15335.5,15335.5,15335.5,PROMOCIÓ ECONÒMICA,359
02,241TA,1600015,SEG. SOCIAL MILLORA M. AMBIENT 2015/PRMI/SPO/0042/EX04 FSE,0,108.26,108.26,0,0,0,PROMOCIÓ ECONÒMICA,360
02,241TC,1600015,SEG SOCIAL INFORMADOR CANAL 2015/PRMI/SPO/0042/EX07 FSE,0,106.17,106.17,0,0,0,PROMOCIÓ ECONÒMICA,361
02,241TE,1600015,SEG SOCIAL MANT EDIFICIS 2015/PRMI/SPO/0042/EX02 FSE,0,497.77,497.77,0,0,0,PROMOCIÓ ECONÒMICA,362
02,241TG,1430015,PERSONAL DINAMITZADOR GENT GRAN 2015/PRMI/SPO/0042/EX06 FSE,0,870.69,870.69,0,0,0,PROMOCIÓ ECONÒMICA,363
02,241TG,1600015,SEG SOCIAL DINAMITZADOR GENT GRAN 2015/PRMI/SPO/0042/EX06 FS,0,469.88,469.88,0,0,0,PROMOCIÓ ECONÒMICA,364
02,241TL,1600015,SEG SOCIAL AUXILIAR LLAR 2015/PRMI/SPO/0042/EX05 FSE,0,114.71,114.71,0,0,0,PROMOCIÓ ECONÒMICA,365
02,241TN,1600015,SEG SOCIAL NETEJADORS 2015/PRMI/SPO/0042/EX03 FSE,0,458.84,458.84,0,0,0,PROMOCIÓ ECONÒMICA,366
02,241TO,1600012,OPE SEGURETAT SOCIAL TALLER OCUPACIÓ ERM 2012 (TB),0,694.19,694.19,0,0,0,PROMOCIÓ ECONÒMICA,367
02,241TO,2269911,OPE DESPESES TALLER OCUPACIÓ (TB),0,8044.37,8044.37,0,0,0,PROMOCIÓ ECONÒMICA,368
02,241TO,1430112,OPE ALUMNES TALLER OCUPACIÓ ERM 2012 (TB),0,7345.16,7345.16,0,0,0,PROMOCIÓ ECONÒMICA,369
02,241TT,1430015,PERSONAL E NATURALS 2015/PRMI/SPO/0042/EX01 FSE,0,843.16,843.16,0,0,0,PROMOCIÓ ECONÒMICA,370
02,241TT,1600015,SEG SOCIAL E NATURALS 2015/PRMI/SPO/0042/EX01 FSE,0,1874.25,1874.25,0,0,0,PROMOCIÓ ECONÒMICA,371
02,241TU,2260615,DESPESES FORMACIÓ 2015/PRMI/SPO/0042/AF01,0,1110.2,1110.2,0,0,0,PROMOCIÓ ECONÒMICA,372
02,241U,1600016,ASSEGURANCES SOCIALS SOCIOEDUCATIU CTB-028/16 DX-05 (tb),0,3527.02,3527.02,1125.18,1125.18,1125.18,PROMOCIÓ ECONÒMICA,373
02,241U,1430016,PERSONAL SOCIOEDUCATIU CTB-028/16 DX-05 (tb),0,10769.06,10769.06,5056.7,5056.7,5056.7,PROMOCIÓ ECONÒMICA,374
02,241V,2260616,OPE CURS FORMACIÓ PT20160087,0,11823.19,11823.19,3283.92,2480.24,2346.29,PROMOCIÓ ECONÒMICA,375
02,241W,2260614,OPE DESPESES FORMACIÓ MONITORS (TB) FSE,0,2701.82,2701.82,0,0,0,PROMOCIÓ ECONÒMICA,376
02,241X,2260616,OPE NOU PROJ CENTRE FORMACIÓ INTEGRAL,0,2201,2201,0,0,0,PROMOCIÓ ECONÒMICA,377
02,241Z,2269916,PROJECTE 30 PLUS 30P-41-2016,0,138763.45,138763.45,1268.93,1268.93,1268.93,PROMOCIÓ ECONÒMICA,378
02,241Z,1210116,PERSONAL 30 PLUS ESPECÍFIC 30P-41-2016,0,18387.86,18387.86,7483.52,7483.52,7483.52,PROMOCIÓ ECONÒMICA,379
02,241Z,1600016,ASSEGURANCES SOCIALS  30 PLUS  30P-41-2016,0,19304.8,19304.8,5819.71,5819.71,5819.71,PROMOCIÓ ECONÒMICA,380
02,241Z,1200116,PERSONAL 30 PLUS BÀSIQUES A2 30P-41-2016,0,22812.3,22812.3,8454.94,8454.94,8454.94,PROMOCIÓ ECONÒMICA,381
02,241Z,1200616,PERSONAL 30 PLUS TRIENIS 30P-41-2016,0,185.42,185.42,185.42,185.42,185.42,PROMOCIÓ ECONÒMICA,382
