titulo,categoria,convoca,plazo,resumen,boletin,contacto_y_telefono,correo_electronico,web
"Subvenciones entidades promotoras Programa Joven Ocúpate en Asturias 2015","Ayudas y subvenciones","Consejería de Economía y Empleo","23/01/2015","Se abre el plazo de convocatoria para la concesión de subvenciones a entidades promotoras para la puesta en en funcionamiento en 2015 de acciones ocupacionales del Programa Joven Ocúpate en el Principado de Asturias.<br/><br/><div style="text-align: justify;">Este programa se dirige al colectivo de jóvenes mayores de 16 y menores de 25 años, o menores de 30 en el caso de personas con discapacidad igual o superior al 33% que se encuentren inscritos en el fichero del Sistema Nacional de Garantía Juvenil y destinado principalmente a aquellos que no han finalizado la ESO, ya que se formularán propuestas formativas orientadas a Certificados de Profesionalidad de Nivel 1.<br/><br/>La finalidad de estas acciones es la inserción laboral de los participantes y/o reconducirslos hacia otras acciones de formación que les permitan perfeccionar los conocimientos profesionales.<br/><br/><p><strong>Entidades beneficiarias:</strong></p>  <p>Podrán ser beneficiarias las entidades competentes para la ejecución de las correspondientes obras o servicios y disponer de la capacidad técnica y de gestión suficientes que a continuación se relacionan:</p>  <ul><li>Entidades locales, sus organismos autónomos y entidades con competencias en materia de promoción del empleo, bien dependientes, o asimiladas a las mismas, cuya titularidad corresponda íntegramente a dichas entidades locales.</li><li>Asociaciones, fundaciones y otras entidades sin ánimo de lucro.</li><li>Agrupaciones de Ayuntamientos dotadas de personalidad jurídica propia (Ley General de Subvenciones art. 11).</li><li>Empresas o entidades que actúen en el ámbito privado.</li></ul><p><strong>Líneas de actuación:</strong></p>  <p>·  <strong>Línea 1:</strong> Acciones ocupacionales promovidas por administraciones locales, entidades públicas o privadas sin ánimo de lucro, y cuyo objeto de actuación tendrá una finalidad pública o de interés social.</p>  <p>·  <strong>Línea 2:</strong> Acciones Ocupacionales promovidas por empresas, o entidades privadas con ánimo de lucro.</p>    <p>La tramitación correspondiente a la acreditación de centros para impartir la formación requerida por los certificados de profesionalidad y solicitadas en el marco del Programa Ocúpate se tramitaran ante el Servicio Público de Empleo del Principado de Asturias, la información se puede obtener a través del portal <a href="http://www.asturias.es/empleo/registrodecentrosyentidadesdeformación">www.asturias.es/empleo/registrodecentrosyentidadesdeformación</a>.</p>    <p>La subvención estará distribuida en los siguientes conceptos:</p>  <p>1. Gastos de formación.</p>  <p>2. Gastos de funcionamiento.</p>  <p>3. Salarios de los participantes.</p>  <p>4. Incentivo a la inserción.</p><p><strong>Las solicitudes</strong>: Deberán ser presentadas en el Registro de entrada del Servicio Público de Empleo del Principado de Asturias o en los registros y oficinas a que se refiere el artículo 38.4 de la Ley 30/1992, de 26 de noviembre, de LRJPAC.</p></div>","<a href="https://sede.asturias.es/bopa/2014/12/29/2014-22229.pdf" title="Ir a https://sede.asturias.es/bopa/2014/12/29/2014-22229.pdf" rel="external">BOPA 29/12/2014</a>","<p>Registro de Entrada del Servicio Público de Empleo del Principado de Asturias</p>  <p>C/ Marqués de Teverga 16, Bajo</p>  33005 Oviedo (Asturias)","","<a href="http://www.asturias.es/portal/site/trabajastur/menuitem.5b23e059095e7ba8fc1abf31331081ca/?vgnextoid=f34894fc34f79410VgnVCM10000098030a0aRCRD&amp;vgnextchannel=2ac691612af07410VgnVCM10000098030a0aRCRD&amp;i18n.http.lang=es&amp;orgContent=30cac452f"
"Ayudas Programa Emprendetur Jóvenes Emprendedores en el marco del Plan Nacional e Integral de Turismo 2015","Ayudas y subvenciones","Ministerio de Industria, Energía y Turismo","02/02/2015","<p align="justify">Se convoca la concesión de ayudas para proyectos y actuaciones dentro del Programa Emprendetur Jóvenes Emprendedores en el marco del Plan Nacional e Integral del Turismo para el ejercicio 2015.</p><p align="justify"><strong></strong></p><p align="justify">Podrán ser objeto de las ayudaslos proyectos/modelos de negocio que se adecuen a los ámbitos de conocimiento científico tecnológico del sector turístico ejecutados en un plazo máximo de 2 años.<br/></p><p align="justify">Las ayudas se destinarán a cubrir los gastos directamente relacionados con el desarrollo del proyecto o actuación para el que se hayan concedido, tendrán forma de préstamos reembolsables. El importe de los préstamos será como máximo del 100% del presupuesto, sin que la cantidad pueda superar la cifra de 1.000.000 deeuros o la cifra del neto patrimonial acreditado de la empresa en el momento dela solicitud.</p><p align="justify">Los préstamos tendrán un tipo deinterés del 0.967 % y un plazo de amortización de 5 años, incluyendo un períodode carencia máximo de 2 años, no se exigirán garantías para la concesión deestas ayudas.</p><p align="justify"><strong>Requisitos de solicitantes/beneficiarios:</strong></p><div align="justify"><ul><li>Las personas físicas, residentes en España, que tengan menos de cuarentaaños en el momento de presentación de la solicitud y personas jurídicas válidamente constituidas en España, en las cuales la media de edad de los socios sea <b>igual o inferior a cuarenta años </b>en el momento de la presentación de la solicitud y sean PYME con forma societaria, constituida, como máximo, en los veinticuatro meses anteriores a la solicitud.</li><li>Los solicitantes de estas ayudas deberán acreditar, como condición desolvencia económica en el momento de presentación de su solicitud que la sumade sus bienes y derechos, incluyendo créditos frente a terceros, es superior a la suma de sus deudas incrementada en un 50 por ciento.</li><li>Las ayudas no podrán destinarse a objeto diferente de aquel para el quefueron concedidas.</li><li>La percepción de las ayudas reguladas en esta convocatoria será compatible con la percepción de otras subvenciones, ayudas, ingresos o recursospara la misma finalidad, procedentes de cualesquiera Administraciones públicaso entes públicos o privados, nacionales, de la Unión Europea o de organismos internacionales.</li></ul></div><p>La cuantía máxima destinada afinanciar esta convocatoria será un importe estimado máximo de <strong>30 millones de euros</strong> en un único plazode solicitudes.</p><p><strong>Las solicitudes</strong>:Se dirigirán a la Secretaría de Estado deturismo y se presentarán en el Resgitro electrónico del Ministerio deIndustria, Energía y Turismo:<a href="https://sede.minetur.gob.es"> </a><a href="https://sede.minetur.gob.es" title="Ir a https://sede.minetur.gob.es" rel="external">https://sede.minetur.gob.es</a><br/></p><p>La solicitud de participación en la convocatoria de ayudas del programa Emprendetur Jóvenes Emprendedores constará de 2 elementos: solicitud/cuestionario y memoria técnica.</p><p align="justify">En caso de no poder presentarse de forma electrónica también podrá presentarse físicamente ante elRegistro General del Ministerio de Industria, Energía y Turismo o por cualquiera de los medios que aparecen en la Ley 30/92, 26 de noviembre deRégimen Jurídico de Administraciones Públicas y del Procedimiento Administrativo Común.</p><p>Además deberá acompañarse de la <strong>siguiente documentación</strong>:</p><ul><li>Tarjeta de identificación de personas jurídicas y entidades en general (CIF).</li><li>Acreditación válida del poder notarial en el registro mercantil o el que proceda.</li></ul><p><strong>Criterios valorables de las solicitudesante la concurrencia competitiva:</strong></p><p>1. Carácter innovador delproyecto: producto, servicio o método de producción nuevo u organizativo nuevoo mejorado.</p><p>2. Plan de Negocio del Proyecto.</p><p>3. Impactosocioeconómico previsto.</p><p>4. Viabilidadeconómica y financiera del proyecto.</p><strong>El plazo de presentación finaliza el 2 de febrero de 2015.</strong>","<a href="http://www.boe.es/boe/dias/2014/12/01/pdfs/BOE-A-2014-12487.pdf" title="Ir a http://www.boe.es/boe/dias/2014/12/01/pdfs/BOE-A-2014-12487.pdf" rel="external">BOE 01/12/2014</a>","<p>Ministerio de Industria, Energía y Turismo</p>  <p>Paseo de la Castellana, 160,</p>  <p>28046 Madrid</p>  Tel: 913 49 40 00","","<a href="http://www.minetur.gob.es" title="Ir a http://www.minetur.gob.es" rel="external">http://www.minetur.gob.es</a>"
"Bolsas de viaje “Ruth Lee Kennedy” para el curso 2015-2016","Ayudas y subvenciones","Instituto Internacional – Fulbright España","12/02/2015","<p>El Instituto Internacional en España y la Comisión de Intercambio Cultural, Educativo y Científico entre España y los Estados Unidos de América (Programa Fulbright) convocan tres bolsas de viaje para ampliar estudios en Estados Unidos.</p>  <p>Estas becas, que llevan el nombre de la hispanista norteamericana Ruth Lee Kennedy, están destinadas a titulados superiores que quieran ampliar conocimientos o investigar en centros de enseñanza superior en los Estados Unidos de América.?</p>  <p>Para presentarse es necesario cumplir los siguientes requisitos:</p>  <ul><li>Nacionalidad española o de otro país miembro de la UE</li><li>No estar residiendo en Estados Unidos actualmente</li><li>Haber obtenido licenciatura, grado o doctorado en una universidad española a partir de junio de 2008 o antes del cierre de presentación de solicitudes</li><li>Excelente conocimiento del idioma inglés, hablado y escrito</li><li>Se priorizará a los solicitantes que no hayan hecho estudios o investigación previamente en una universidad o centro de investigación norteamericana</li></ul>    <p>Se debe cumplimentar la <a href="http://fulbright.es/solicitudes/electronicas/1452">solicitud</a> y adjuntar a la misma la siguiente documentación:</p>  <ul><li>Fotografía reciente</li><li>CV en español</li><li>Copia de DNI o pasaporte</li><li>Certificado académico de estudios</li><li>Carta de acceso o de invitación al centro estadounidense</li><li>Opcional: fotocopia de los resultados del Test of English as a Foreign Language (TOEFL) con una puntuación mínima de 100 en el Internet-based Test o de 600 en el Paper-based Test.</li><li>Dos cartas de referencia</li></ul>    Cada bolsa de viaje estará dotada con 3.000 dólares. Las becas durarán entre 3 y 12 meses, dependiendo del tipo de estudios. El periodo de disfrute deberá estar comprendido entre el otoño del 2015 y el verano del 2016","<a href="/multimedia_objects/download?object_id=167915&amp;object_type=document" title="Bases de la Convocatoria FULBRIGHT" rel="external">Bases</a>","<p>Instituto Internacional en España. <br/></p><p>C/ Miguel Ángel, 8. 28010. Madrid. Teléfono: 913 08 16 75</p>  <p>Comisión Fulbright. <br/></p><p>C/ General Oráa, 55, planta baja. 28006. Madrid. Teléfono: 913 19 11 26</p>","<a href="mailto:info@iie.es" title="Enviar correo electrónico a info@iie.es">info@iie.es</a>","<a href="http://fulbright.es" title="Ir a http://fulbright.es" rel="external">http://fulbright.es</a>"
"Subvenciones para la edición de revistas culturales","Ayudas y subvenciones","Ministerio de Educación, Cultura y Deporte","14/03/2015","<p>Se entiende que entran en el ámbito de esta convocatoria las publicaciones dedicadas a alguna de las siguientes materias, independientemente del soporte en que se editen:</p> <p>o Literatura y lingüística</p> <p>o Artes plásticas, artes escénicas, música</p> <p>o Diseño, fotografía, audiovisual, cinematografía</p> <p>o Historia, geografía, arquitectura</p> <p>o Filosofía, ciencias sociales, crítica de la cultura</p> <p>Pueden solicitar estas subvenciones empresas e instituciones sin fines de lucro que tengan como actividad, única o entre otras, la edición de revistas culturales, y que acrediten la publicación ininterrumpida de la revista durante el 2014. </p> <p>Los requisitos que deben cumplir las publicaciones son: </p> <p>o Las de papel: </p> <p>o Ser publicaciones periódicas con una tirada mínima de 1.500 ejemplares y máxima de 15.000, editadas en serie continua con un mismo título, a intervalos regulares o irregulares, con un precio de venta al público marcado</p> <p>o Tener una periodicidad máxima mensual y una mínima semestral. </p> <p>o Las digitales:</p> <p>o Ser publicaciones periódicas, con un dominio propio y un precio de venta al público</p> <p>o Tener una periodicidad máxima mensual y una mínima semestral.</p> <p>No se podrá financiar más del 50% del coste de la edición. La ayuda es compatible con otras ayudas públicas o privadas para la misma actividad. </p> <p>Las solicitudes se presentarán hasta el 14 de marzo en el Registro del Ministerio de Educación Cultura y Deporte (Plaza del Rey, 1, 28004, Madrid), a través de la sele electrónica del Ministerio (<a href="https://sede.mcu.gob.es/SedeElectronica/"><u></u></a><u><a title="Ir a https://sede.mcu.gob.es/SedeElectronica/" href="https://sede.mcu.gob.es/SedeElectronica/" rel="external">https://sede.mcu.gob.es/SedeElectronica/</a></u>) o por algún otro de los medios admitidos en el art 38.4 de la ley 30/1992</p>","<p><a href="http://www.boe.es/boe/dias/2015/02/17/pdfs/BOE-A-2015-1586.pdf"><u></u></a><u><a href="http://www.boe.es/boe/dias/2015/02/17/pdfs/BOE-A-2015-1586.pdf" title="Ir a http://www.boe.es/boe/dias/2015/02/17/pdfs/BOE-A-2015-1586.pdf" rel="external">BOE 17/02/2015</a></u></p>","<p>Ministerio de Educación Cultura y Deporte. Plaza del Rey, 1, 28004, Madrid. </p>","<p>Ministerio de Educación Cultura y Deporte. Plaza del Rey, 1, 28004, Madrid. </p>","<a href="http://www.mecd.gob.es/portada-mecd/" title="Ir a http://www.mecd.gob.es/portada-mecd/" rel="external"><u>www.mecd.gob.es</u></a>"
"Ayudas “Hispanex”","Ayudas y subvenciones","Ministerio de Educación, Cultura y Deporte – Secretaría de Estado de Cultura","17/03/2015","<p>Las actividades de promoción y cooperación cultural entre España y los países de las áreas referidas en elmarco de este programa «Hispanex», tienen como objetivo:</p> <p>– Promover, en colaboración con universidades extranjeras, trabajos de investigación y estudios en el ámbito del hispanismo académico.</p> <p>– Facilitar la difusión de lacultura actual española en dichos centros a través de proyectos culturales específicos.</p> <p>– Apoyar ypotenciar las lenguas españolas en los centros referidos.</p> <p>Requisitos de los solicitantes:</p> <p>Ostentar la nacionalidad de alguno de los países referidos en esta convocatoria (Estados Unidos, Japón, Filipinas e Islas del Pacífico Hispano, Corea, Australia, Alemania, Polonia, Portugal, Reino Unido, Hungría y Marruecos) o residir en alguno de ellos.</p> <p>Además, y en ambos casos, estar relacionado de forma directa con una universidad relevante en materia de hispanismo radicada en alguno de dichos países.</p> <p>Disponer de la capacidad suficiente para realizar las actividades y garantizar el cumplimiento de los objetivos previstos en las actividades objeto de la presente convocatoria.</p> <p>Aportar un mínimo del 50% del importe total del presupuesto del proyecto, detallando las partidas de esta cofinanciación.</p> <p>Las ayudas sólo cubrirán, como máximo, el 50% del coste total del proyecto.</p> <p>Proyectos valorables para la solicitud de ayuda:</p> <p>Los proyectos valorables paraesta convocatoria anual «Hispanex» dirigida a la promoción exterior de lalengua y cultura españolas son los siguientes:</p> <p>– Publicaciones en editorialesespecializadas o de prestigio reconocido.</p> <p>– Investigaciones académicas,estudios de postgrado, doctorales y postdoctorales.</p> <p>– Reuniones, conferencias yseminarios.</p> <p>– Proyectos culturales en elámbito de distintas actividades creativas (artes escénicas, musicales,audiovisuales, moda, diseño y arquitectura).</p> <p>Gastos subvencionables: Viajes y desplazamientos. Alojamiento y manutención.  Los derivados de publicaciones. Los propios de la produccióndel proyecto cultural.</p> <p>Los gastos por desplazamientos, viajes, alojamiento y manutención se subvencionarán hasta los importes fijados para el grupo 2 en el Real Decreto 462/2002, de 24 de mayo.</p> <p>Las solicitudes deberán presentarse preferiblemente por vía electrónica. Para obtener la clave y poder cumplimentar a continuación la solicitud, se deberán seguir los siguientespasos:</p> <p>a) Acceder desde <a href="http://sede.mcu.gob.es/SedeElectronica/procedimientos.jsp">http://sede.mcu.gob.es/SedeElectronica/procedimientos.jsp</a>,e introducir en el buscador la palabra HISPANEX.</p> <p>b) Solicitud de clave (serequiere escanear el documento de identificación para avalar los datosintroducidos).</p> <p>c) Tras solicitar la clave serecibirán tres correos: de bienvenida, de activación de clave y de concesión declave.</p> <p>d) Una vez recibida la clave,acceder a «trámite», seleccionar «ayuda y modalidad», y «crear solicitud».</p> <p>e) Cumplimentados los formularios que aparecen en pantalla, firmar y descargar el justificantepdf que acredita su solicitud.</p>","<a href="http://www.boe.es/boe/dias/2015/02/28/pdfs/BOE-A-2015-2143.pdf" title="Ir a http://www.boe.es/boe/dias/2015/02/28/pdfs/BOE-A-2015-2143.pdf" rel="external">BOE 02/03/2015</a>","<p>Ministerio de Educación, Cultura y Deporte. Los Madrazo, 15 - 28014 Madrid – Tel.: 91 701 74 81</p>","","<a href="http://www.mecd.gob.es/servicios-al-ciudadano-mecd/catalogo/cultura/becas-ayudas-y-subvenciones/ayudas-y-subvenciones.html" title="Ir a http://www.mecd.gob.es/servicios-al-ciudadano-mecd/catalogo/cultura/becas-ayudas-y-subvenciones/ayudas-y-subve"
"Ayudas a entidades I+D+I para contratación de personal universitario inscrito en el Programa de Garantía Juvenil","Ayudas y subvenciones","Ministerio de Economía y Competitividad","17/03/2015","<p align="justify">Se convocan las ayudas correspondientes al año 2014, para la promoción de empleo joven e implantación de la Garantía Juvenil en I+D+i en el Subprograma Estatal de Incorporación, del Programa Estatal de Promoción del Talento y su empleabilidad, en el marco del Plan estatal de Investigación científica y técnica y de Innovación 2013-2016.<br/></p><p align="justify">El objetivo de esta convocatoria es la concesión de ayudas, de una duración de tres años, para mejorar la formación y empleabilidad de personal técnico y de gestión de la I+D a través de su contratación laboral en universidades, organismos y entidades de investigación del sector público a la vez que se refuerzan las actividades de investigación de los mismos y el rendimiento de infraestructuras, equipamientos científico-técnicos, laboratorios o cualquier otra instalación o servicio de carácter general o de uso común de la entidad, de carácter científico-técnico, o de gestión de la investigación.</p><p align="justify"><b>Podrán ser beneficiarios:</b></p><ol><li>Organismos públicos de investigación definidos en la Ley 14/2011, 1 de junio, de la Ciencia, la Tecnología y la Innovación.</li><li>Universidades públicas y sus institutos universitarios.</li><li>Otros centros públicos I+D: Organismos públicos y centros con personalidad jurídica propia dependientes o vinculados a administraciones públicas.</li><li>Entidades e instituciones sanitarias públicas, vinculadas o concertadas con el Sistema Nacional de Salud, que desarrollen actividad investigadora.</li></ol><p><b>Consultar los requisitos en las bases.</b></p><p><b>Solicitudes:</b> La cumplimentación y presentación de la solicitud deberá realizarse obligatoriamente a través de los medios electrónicos habilitados para ello en la sede electrónica del Ministerio de Economía y Competitividad.<br/></p>  <p></p>  <b>El plazo de presentación de las solicitudes de participación será del 12 de febrero de 2015 al 17 de marzo de 2015.</b>","<a href="http://www.boe.es/boe/dias/2015/01/16/pdfs/BOE-A-2015-369.pdf" title="Ir a http://www.boe.es/boe/dias/2015/01/16/pdfs/BOE-A-2015-369.pdf" rel="external">BOE 16/01/2015</a>","Secretaría de Estado de I+D+i<br/><p>C/ Albacete, 5 - 28027 Madrid</p><p>Tels: 902 21 86 00/911 75 41 75</p>","","<a href="https://sede.micinn.gob.es/portal/site/eSede/" title="Ir a https://sede.micinn.gob.es/portal/site/eSede/" rel="external">https://sede.micinn.gob.es/portal/site/eSede/</a>"
"Subvenciones a las asociaciones y agrupaciones de comerciantes para Planes Estratégicos de Comercio","Ayudas y subvenciones","Consejería de Economía y Empleo","23/03/2015","<p>Asociaciones y agrupaciones de comerciantes establecidas en el Principado de Asturias que estén legalmente constituidas y cuya inscripción en el registro correspondiente tenga una antigüedad de dos años inmediatamente anteriores a la fecha de laconvocatoria, que actúen en aquellos territorios donde se haya implantado el desarrollo de un Plan Estratégico de Comercio.</p><p>Bases reguladorasaprobadas por Resolución de la Consejería de Economía y Empleo de fecha 6 deagosto de 2012 (BOPA 18-08-2012). Modificadas en BOPA 04-06-2014.</p><p>La realización de las actuaciones objeto de subvención debe estar comprendida entre el 1 de noviembrede 2014 y el 31 de octubre de 2015.</p><p>El formulario de solicituda compañado de la documentación exigida que se detalla en la base reguladora octava se presentará, según el modelo normalizado, en el Registro de laConsejería de Economía y Empleo, sito en Plaza de España, 1, bajo, 33007Oviedo, o por cualquiera de los medios establecidos en el art. 38 de la Ley30/92, de Régimen Jurídico de las Administraciones Públicas y del Procedimiento Administrativo Común y serán dirigidas al Ilmo. Sr. Consejero de Economía yEmpleo.</p><p>Las solicitudes de subvención se ajustarán al modelo disponible en lasede electrónica <a href="http://www.asturias.es " title="Ir a www.asturias.es " rel="external"></a><a href="www.asturias.es%20">www.asturias.es</a> (introduciendo en el buscador de cabecera, situado en la parte superior derecha, el código 201200096. Asimismo, podrá recogerse en las dependencias dela Consejería de Economía y Empleo y Oficina de Información del Principado de Asturias.</p><p>El plazo de presentaciónde solicitudes será de 20 días naturales, a contar desde el día siguiente al dela publicación en el Boletín Oficial del Principado de Asturias de la presenteResolución.</p>","<a href="https://sede.asturias.es/bopa/2015/03/02/2015-03589.pdf" title="Ir a https://sede.asturias.es/bopa/2015/03/02/2015-03589.pdf" rel="external">BOPA 02/03/2015</a><a href="https://sede.asturias.es/bopa/2015/03/02/2015-03589.pdf" title="Ir a https://sede.asturias.es/bopa/2015/03/02/2015-03589.pdf" rel="external"></a>","<p>Consejería de Economía y Empleo. Plaza de España, 1, bajo. 33007 Oviedo. Tel.: 985 10 55 00</p>","","<p><a href="http://www.asturias.es" title="Ir a www.asturias.es" rel="external"></a><a>www.asturias.es</a></p>"
"Ayudas para actuaciones del Programa Estatal de Promoción del Talento y su Empleabilidad","Ayudas y subvenciones","Ministerio de Economía y Competitividad","25/03/2015, 17/03/2015","<p>Ayudas para la formación y contratación de doctores en áreas de ciencias, tecnología, ingeniería, humanidades y ciencias sociales. </p><p>Se convocan dos tipos de ayudas: </p><p>· Ayudas para contratos Torres Quevedo</p><p>· Ayudas para contratos para la formación de doctores en empresas</p><p>Las empresas beneficiarias de las ayudas se comprometen a contratar a las personas seleccionadas. </p><p>Las Ayudas Torres Quevedo tienen una duración máxima de tres años, con un máximo anual de 55.000 €. </p><p>Los investigadores que soliciten ser contratados en el marco de este programa deberán cumplir los siguientes requisitos:</p><p>· Estar en posesión del grado de doctor en la fecha de presentación de la solicitud</p><p>· No haber estado vinculado con la entidad con la que solicita la ayuda (ni con ninguna otra relacionada accionarial o socialmente) entre el 13 de diciembre de 2012 y el 13 de marzo de 2014.</p><p>· No contar con una participación en el capital de la entidad que solicita la ayuda</p><p>· No estar incluido como candidato en la solicitud de más de una entidad</p><p>Las Ayudas Torres Quevedo se pueden solicitar del 25 de febrero al 25 de marzo. Las solicitudes las hacen las entidades, a través de la Sede Electrónica del Ministerio de Economía y Competitividad (<a href="https://sede.micinn.gob.es"><u></u></a><u><a href="https://sede.micinn.gob.es" title="Ir a https://sede.micinn.gob.es" rel="external">https://sede.micinn.gob.es</a></u>), adjuntando entre otra documentación:</p><p>· CV del investigador propuesto</p><p>· Memoria de la actividad de I+D a realizar por el investigador propuesto</p><p>· Copia del título de doctor (o certificación académica de estar en posesión del grado de doctor) en la fecha de presentación de la solicitud</p><p></p><p>Las Ayudas para Doctorados Industriales tienen una duración de cuatro años, con un máximo anual de 21.800 €. </p>Los candidatos propuestos en el marco de este programa deberán cumplir los siguientes requisitos<br/><p>· Estar en disposición de estar matriculado o admitido en un programa de doctorado, para el curso 2015/2016, en el momento de la formalización del contrato</p><p>· No tener en la fecha de presentación de la solicitud vinculación laboral con la entidad con la que solicita la ayuda (ni con ninguna otra relacionada accionarial o socialmente) </p><p>· No contar con una participación en el capital de la entidad que solicita la ayuda</p><p>· No estar incluido como candidato en la solicitud de más de una entidad</p><p>· No haber disfrutado de una ayuda por un periodo superior a 12 meses en el marco de alguno de los Planes Estatales o Nacionales de Investigación Científica, Desarrollo e Innovación Tecnológica. </p><p>· No estar en posesión del título de Doctor</p><p>Las Ayudas para Doctorados Industriales se pueden solicitar del 19 de febrero al 17 de marzo. </p><p>Las solicitudes las hacen las entidades, a través de la Sede Electrónica del Ministerio de Economía y Competitividad (<u><a href="https://sede.micinn.gob.es" title="Ir a https://sede.micinn.gob.es" rel="external">https://sede.micinn.gob.es</a></u>), adjuntando entre otra documentación:</p><p>· CV del investigador en formación propuesto</p><p>· Memoria científico-técnica del proyecto de I+D en cuya realización participará el investigador en formación propuesto, así como del proyecto de tesis doctoral asociado</p><p>CV del investigador responsable en la empresa de la ejecución del proyecto</p>","<p><strong><a href="http://www.boe.es/boe/dias/2015/02/18/pdfs/BOE-A-2015-1649.pdf" title="Ir a http://www.boe.es/boe/dias/2015/02/18/pdfs/BOE-A-2015-1649.pdf" rel="external"><u>BOE 18/02/2015</u></a></strong> </p>","<p>Ministerio de Economía y Competitividad. Paseo de la Castellana, 162. 28046. Madrid. </p> <p>Teléfono: 902 21 86 00</p>","","<p><a href="http://www.mineco.gob.es"><u></u></a><u><a href="http://www.mineco.gob.es" title="Ir a http://www.mineco.gob.es" rel="external">http://www.mineco.gob.es</a></u></p>"
"Subvenciones para el fomento de la traducción a lenguas extranjeras","Ayudas y subvenciones","<p>Ministerio de Educación, Cultura y Deporte – Secretaría de Estado de Cultura</p>","01/04/2015","Podrán solicitar estas subvenciones entidades privadas del sector editorial y entidades con labor editorial, ya sean personas físicas o jurídicas, españolas o extranjeras, así como entidades públicas extranjeras, siempre que estén legalmente constituidas y acrediten haber realizado una labor ininterrumpida de 2 años, como mínimo, en la fecha de publicación de esta convocatoria.    <p>El plazo de presentación de solicitudes será de 30 días naturales contados a partir del día siguiente al de la publicación de esta convocatoria en el «Boletín Oficial del Estado».</p>  Las solicitudes deberán dirigirse a la Directora General de Política e Industrias Culturales y del Libro, pudiendo ser presentadas en el Registro del Ministerio Educación, Cultura y Deporte, sito en la Plaza del Rey, 1, 28004","<a href="http://www.boe.es/boe/dias/2015/02/28/pdfs/BOE-A-2015-2147.pdf" title="Ir a http://www.boe.es/boe/dias/2015/02/28/pdfs/BOE-A-2015-2147.pdf" rel="external">BOE 02/03/2015</a>","<p>Ministerio de Educación, Cultura y Deporte. Los Madrazo, 15 - 28014 Madrid – Tel.: 91 701 74 81</p>","","<a href="http://www.mecd.gob.es/servicios-al-ciudadano-mecd/catalogo/cultura/becas-ayudas-y-subvenciones/ayudas-y-subvenciones.html" title="Ir a http://www.mecd.gob.es/servicios-al-ciudadano-mecd/catalogo/cultura/becas-ayudas-y-subvenciones/ayudas-y-subve"
"Subvenciones en materia deportiva del Ayuntamiento de Gijón","Ayudas y subvenciones","Patronato Deportivo Municipal","Distintos plazos","<p>Se hace pública la aprobación de las bases reguladoras parael otorgamiento de las subvenciones en concurrencia competitiva del PatronatoDeportivo Municipal para el año 2015, para las siguientes líneas:</p><p><strong>Organización de eventosdeportivos durante el ejercicio 2015.</strong></p><ul><li>Cuantía global: 50.000 € </li><li>Plazo presentación solicitudes: <u>hasta miércoles 1 abril 2015</u></li></ul><p><strong>Gestión deportiva ordinariade entidades deportivas en su participación en competiciones oficiales decarácter nacional y/o autonómico temporada 2014/2015.</strong></p><ul><li>Cuantía global: 80.000 € <strong></strong></li><li>Plazo presentación solicitudes: <u>hasta miércoles 1 abril 2015</u><strong></strong></li></ul><p><strong>Organización o participaciónen fases sector y fases finales de Campeonatos de España de Clubes 2015.</strong></p><ul><li>Cuantía global: 20.000 €<strong></strong></li><li>Plazo presentación solicitudes: <u>hasta miércoles 1 abril 2015</u><strong></strong></li></ul><p><strong>Programas de salidascolectivas de montaña de los grupos de montaña durante el ejercicio 2015.</strong></p><ul><li>Cuantía global: 10.000 € <strong></strong></li><li>Plazo presentación solicitudes: <u>hasta lunes 6 abril 2015</u><strong></strong></li></ul><p><strong>Ayudas a jóvenes deportistas gijoneses para la temporada2014/2015. <br/></strong></p><ul><li>Cuantía global: 14.000 €<strong></strong></li><li>Plazo presentación solicitudes: <u>del 30 septiembre al 16 de octubre 2015</u><strong></strong></li></ul><strong>Solicitudes:</strong> Se podrán presentar en cualquiera de los <a href="http://www.gijon.es/page/3809-red-de-oficinas-de-atencion-al-ciudadano" title="Ir a http://www.gijon.es/page/3809-red-de-oficinas-de-atencion-al-ciudadano" rel="external">RegistrosGenerales del Ayuntamiento de Gijón</a> o por cualquiera de los mediosestablecidos en la Ley 30/92, 26 de noviembre de régimen Jurídicos de las Administraciones Públicas o de Procedimiento Administrativo Común.","<a href="https://sede.asturias.es/bopa/2015/03/17/2015-04269.pdf" title="Ir a https://sede.asturias.es/bopa/2015/03/17/2015-04269.pdf" rel="external">BOPA 17/03/2015</a>","<p>Patronato Deportivo Municipal</p>  <p>Centro Municipal de El Coto, Plaza de la República, s/n, 33204, Gijón</p>  Tel.: 985 18 17 20","<a href="mailto:pdm@gijon.es" title="Enviar correo electrónico a pdm@gijon.es">pdm@gijon.es</a>","<a href="http://deporte.gijon.es/" title="Ir a http://deporte.gijon.es/" rel="external">http://deporte.gijon.es/</a>"
