url,identificador,locale,fecha-actualizacion,nombre,logo-path,fecha-de-alta,actividad,web,correo-electronico-contacto,direccion,barrio,telefono,fax-o-telefono-2,categoria,ambito,tipo-de-entidad,correo-electronico
"http://distritos.gijon.es/asociacions/show/8329-asociacion-aula-de-astronomia","8329","es","2017-10-30 16:00:39 +0100","ASOCIACION AULA DE ASTRONOMIA","","2007-01-10","","","","CALLE PRINCIPE,   23 06 D","Centro","620104464","","CULTURAL","Estatal","Entidad sin animo de lucro","contacto@auladeastronomia.es"
"http://distritos.gijon.es/asociacions/show/8328-ayalga-sinfonica-de-gijon","8328","es","2017-10-30 16:00:25 +0100","AYALGA SINFONICA DE GIJON","","2006-03-06","","","","CALLE PINTOR CARREÑO MIRANDA,    7 10 DE","El Bibio","985360016","","CULTURAL","Municipal","","ayalga-sinfornica@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8327-asociacion-de-escritores-de-asturias-adenda","8327","es","2017-10-30 16:00:25 +0100","ASOCIACION DE ESCRITORES DE ASTURIAS - ADENDA","","2006-12-28","","","","CALLE SANZ CRESPO,   23 01 C","Laviada","985176240","985171855","CULTURAL","Autonomica","Entidad sin animo de lucro","info@escritoresdeasturias.es"
"http://distritos.gijon.es/asociacions/show/8326-ccoo-union-comarcal-de-gijon","8326","es","2017-10-30 16:00:31 +0100","CCOO UNION COMARCAL DE GIJON","","2006-06-19","","","","CALLE SANZ CRESPO,    3 02","Laviada","985346606","985359794","ECONOMICA/PROFESIONAL","Municipal","Entidad sin animo de lucro","uc-gijon@asturias.ccoo.es"
"http://distritos.gijon.es/asociacions/show/8325-instituto-estudios-politicos-america-latina-y-africa-iepala","8325","es","2017-10-30 16:00:35 +0100","INSTITUTO ESTUDIOS POLITICOS AMERICA LATINA Y AFRICA-IEPALA","","2006-12-15","","","","CALLE FERNANDO EL SANTO,   21","Les Mestes","914084112","914087047","SOCIAL","Estatal","Entidad sin animo de lucro","iepala@eurosur.org"
"http://distritos.gijon.es/asociacions/show/8324-camping-caravaning-club-de-asturias","8324","es","2017-10-30 16:00:44 +0100","CAMPING CARAVANING CLUB DE ASTURIAS","","2006-12-12","","","","CAMIN PRADON, DEL (VEGA),   56 BA","Vega","985313024","","VARIAS","Autonomica","Entidad sin animo de lucro","presidencia@cccasturias.com"
"http://distritos.gijon.es/asociacions/show/8323-asociacion-asturiana-de-adoptantes-asturadop","8323","es","2017-10-30 16:00:39 +0100","ASOCIACION ASTURIANA DE ADOPTANTES, ASTURADOP","/f8/8323/","2006-12-04","Asesoramiento a Padres Adoptantes, Charlas, eventos relacionados con adopcion","www.asturadop.org","","CTRA PROVIDENCIA, DE LA, 1988 17","Somio","639772990","985351318","SOCIAL","Autonomica","Entidad sin animo de lucro","info@asturadop.org"
"http://distritos.gijon.es/asociacions/show/8322-asociacion-cultural-enalba","8322","es","2017-10-30 16:00:33 +0100","ASOCIACION CULTURAL ENALBA","","2006-11-30","","","","CALLE URIA,    8 BA","Centro","985332554","","CULTURAL","Autonomica","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8321-levantate-y-danza-asociacion-de-danzas-del-mundo","8321","es","2017-10-30 16:00:40 +0100","LEVANTATE Y DANZA ASOCIACION DE DANZAS DEL MUNDO","","2011-02-09","","","","CALLE GABRIELA MISTRAL,    2 03 C","La Calzada","659967525","","CULTURAL","Autonomica","Entidad sin animo de lucro","levantateydanza@gmail.com"
"http://distritos.gijon.es/asociacions/show/8320-asociacion-es-retina-asturias","8320","es","2017-10-30 16:00:38 +0100","ASOCIACION ES RETINA ASTURIAS","","2004-01-22","","","","AVDA GALICIA,   62 OFICINA 2","El Natahoyo","984193765","619248469","VARIAS","Municipal","Entidad sin animo de lucro","asturias@retinosis.org"
"http://distritos.gijon.es/asociacions/show/8319-federacion-de-personas-sordas-del-principado","8319","es","2017-10-30 16:00:23 +0100","FEDERACION DE PERSONAS SORDAS DEL PRINCIPADO","","2007-11-05","","","","AVDA HERMANOS FELGUEROSO,   78 OFICINA 1","El Coto","985276898","985274731","SOCIAL","Autonomica","Entidad sin animo de lucro","fesopras@fesopras.org"
"http://distritos.gijon.es/asociacions/show/8318-asociacion-de-familias-asesinados-y-represaliados-dictadura","8318","es","2017-10-30 16:00:40 +0100","ASOCIACION DE FAMILIAS ASESINADOS Y REPRESALIADOS DICTADURA","","2010-03-25","","","","CALLE PUERTO DE CERREDO,    6 BA","El Poligono","985357370","985357370","CULTURAL","Autonomica","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8317-escuela-de-artistas","8317","es","2017-10-30 16:00:43 +0100","ESCUELA DE ARTISTAS","","2009-04-13","","","","CALLE CONDE TORENO,   59 BA","El Coto","630685139","","JUVENIL","Autonomica","Entidad sin animo de lucro","escueladeartistas@yahoo.es"
"http://distritos.gijon.es/asociacions/show/8316-asociacion-proyecto-darko","8316","es","2017-10-30 16:00:25 +0100","ASOCIACION PROYECTO DARKO","","2008-09-16","","","","AVDA CONSTITUCION,   58 12 A","Laviada","649770445","","VARIAS","Autonomica","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8315-asociacion-juvenil-barataria","8315","es","2017-10-30 16:00:29 +0100","ASOCIACION JUVENIL BARATARIA","","2008-02-28","","","","AVDA MANUEL LLANEZA,   68 BA CONSEYU DE MOCEDA","Centro","635829878","985990739","JUVENIL","Autonomica","Entidad sin animo de lucro","asociacion_baratariagijon@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8314-asociacion-de-mujeres-brujabrujula","8314","es","2017-10-30 16:00:23 +0100","ASOCIACION DE MUJERES BRUJABRUJULA","","2010-03-12","","","","CALLE EZCURDIA,   27 02 D","L' Arena","985370057","653333913","CULTURAL","Autonomica","Entidad sin animo de lucro","brujabrujula@brujabrujula.org"
"http://distritos.gijon.es/asociacions/show/8313-ninos-cantores-de-gijon","8313","es","2017-10-30 16:00:22 +0100","NIÑOS CANTORES DE GIJON","","2010-04-16","","","","CALLE MARQUES DE SAN ESTEBAN,    8 EN A","Centro","615810065","984050762","CULTURAL","Autonomica","Entidad sin animo de lucro","lncgijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8312-asociacion-cultural-asociarte","8312","es","2017-10-30 16:00:29 +0100","ASOCIACION CULTURAL ASOCIARTE","","2010-04-14","","","","AVDA MANUEL LLANEZA,   68 BA","Centro","663894759","","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8311-pena-btt-rey-pelayo","8311","es","2017-10-30 16:00:43 +0100","PEÑA BTT REY PELAYO","","1996-02-01","","","","CALLE DOLORES IBARRURI,   39 OFICINA 2","Nuevo Gijon/La Peral","","","DEPORTIVA","Autonomica","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8310-grupo-cultural-artearena-teatro","8310","es","2017-10-30 16:00:33 +0100","GRUPO CULTURAL ARTEARENA TEATRO","","2010-03-23","","","","AVDA RUFO G RENDUELES,   17","L' Arena","985336319","","CULTURAL","Autonomica","Entidad sin animo de lucro","info@teatroartearena.es"
"http://distritos.gijon.es/asociacions/show/8309-club-deportivo-asociacion-asturiana-de-krav-maga-israeli","8309","es","2017-10-30 16:00:35 +0100","CLUB DEPORTIVO ASOCIACION ASTURIANA DE KRAV MAGA ISRAELI","","2010-03-10","","","","CALLE LLANES,    7 06 B","Laviada","609902841","","DEPORTIVA","Autonomica","Entidad sin animo de lucro","KRAVMAGAGIJON@HOTMAIL.COM"
"http://distritos.gijon.es/asociacions/show/8308-agrupacion-deportiva-pena-magdalena","8308","es","2017-10-30 16:00:30 +0100","AGRUPACION DEPORTIVA PEÑA MAGDALENA","","1996-01-26","","","","CALLE VICENTE INNERARITY,    7 03 IZ","L' Arena","985 36 54 21","636223072","DEPORTIVA","Municipal","Entidad sin animo de lucro","pmagdalena@movistar.es"
"http://distritos.gijon.es/asociacions/show/8307-asociacion-asturiana-de-e-learning","8307","es","2017-10-30 16:00:46 +0100","ASOCIACION ASTURIANA DE E-LEARNING","","2010-02-03","","","","CALLE AVELINO GONZALEZ MALLADA,   29 04 B","El Coto","657257304","","ECONOMICA/PROFESIONAL","Autonomica","Entidad sin animo de lucro","info@asociacionelearning.com"
"http://distritos.gijon.es/asociacions/show/8306-asociacion-cultural-cofradia-del-oriciu","8306","es","2017-10-30 16:00:46 +0100","ASOCIACION CULTURAL COFRADIA DEL ORICIU","","2009-11-23","","","","CALLE POLA DE SIERO,   15 BA","Laviada","610300171","984050793","CULTURAL","Municipal","Entidad sin animo de lucro","asla@asturla.com"
"http://distritos.gijon.es/asociacions/show/8305-club-de-actividades-subacuaticas-patu-calon","8305","es","2017-10-30 16:00:23 +0100","CLUB DE ACTIVIDADES SUBACUATICAS PATU CALON","","2008-04-09","","","","CALLE CONDE TORENO,   42 BA","El Coto","616968471","","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8304-club-deportivo-basico-astur-accion-aventura","8304","es","2017-10-30 16:00:43 +0100","CLUB DEPORTIVO BASICO ASTUR ACCION AVENTURA","","2008-04-09","","","","CAMIN FUENTE DE ISABEL II (CABUEÑES),   14","Cabueñes","985172292","985170270","DEPORTIVA","Autonomica","Entidad sin animo de lucro","freireturanzas@terra.com"
"http://distritos.gijon.es/asociacions/show/8303-asociacion-cultural-gigia-saxofon","8303","es","2017-10-30 16:00:39 +0100","ASOCIACION CULTURAL GIGIA SAXOFON","","2007-02-19","","","","CALLE CORIN TELLADO,   13 BA","Viesques","984190095","984196708","CULTURAL","Autonomica","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8302-asociacion-asistencial-y-de-ayuda-al-extranjero-en-asturias","8302","es","2017-10-30 16:00:28 +0100","ASOCIACION ASISTENCIAL Y DE AYUDA AL EXTRANJERO EN ASTURIAS","","2007-02-19","","","","CALLE LIMA,    1 04 C","La Calzada","615582535","","SOCIAL","Autonomica","",""
"http://distritos.gijon.es/asociacions/show/8301-asociacion-coro-aires-del-rocio-de-la-calzada","8301","es","2017-10-30 16:00:41 +0100","ASOCIACION CORO AIRES DEL ROCIO DE LA CALZADA","","1999-10-19","","","","CALLE ATENEO OBRERO DE LA CALZADA,    1","La Calzada","984057251","684640246","CULTURAL","Municipal","Entidad sin animo de lucro","airesdelrocio@cororocieroairesdelrociogijon.com"
"http://distritos.gijon.es/asociacions/show/8300-asociacion-hispano-cubana-26-de-julio","8300","es","2017-10-30 16:00:39 +0100","ASOCIACION HISPANO CUBANA 26 DE JULIO","","2007-02-06","","","","CALLE TRINIDAD,    6 07 B","Cimavilla","651810689","985343276","SOCIAL","Autonomica","Entidad sin animo de lucro","salvadorf762@gmail.com"
"http://distritos.gijon.es/asociacions/show/8299-asociacion-caltener","8299","es","2017-10-30 16:00:34 +0100","ASOCIACION CALTENER","","2007-02-06","","","","CALLE RIO NARCEA,   15 BA IGLESIA EVANGELICA","Contrueces","696975910","902430833","SOCIAL","Autonomica","Entidad sin animo de lucro","miguelmc@fade.es"
"http://distritos.gijon.es/asociacions/show/8298-grupo-de-baile-de-salon-dejate-llevar","8298","es","2017-10-30 16:00:24 +0100","GRUPO DE BAILE DE SALON DEJATE LLEVAR","","2007-02-02","","","","CTRA OBISPO,   38 02 DE","Contrueces","615302714","","CULTURAL","Autonomica","",""
"http://distritos.gijon.es/asociacions/show/8297-club-de-petanca-gijon","8297","es","2017-10-30 16:00:26 +0100","CLUB DE PETANCA GIJON","","2007-02-02","","","","CALLE BALEARES,    7 01 C","Pumarin","985090387","","DEPORTIVA","Autonomica","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8296-federacion-de-asociaciones-de-vecinos-de-gijon","8296","es","2017-10-30 16:00:25 +0100","FEDERACION DE ASOCIACIONES DE VECINOS DE GIJON","","1991-02-27","","","","CALLE RUTA DEL ALBA,    9 BJ","Moreda","985165638","985165638","CIVICA","Municipal","Entidad sin animo de lucro","favgijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8295-asociacion-de-vecinos-san-martin-verina","8295","es","2017-10-30 16:00:44 +0100","ASOCIACION DE VECINOS SAN MARTIN VERIÑA","","1998-03-04","","","","CAMIN GASOLINERA, DE LA (VERIÑA),   99","Veriña","685826066","687508947","CIVICA","Municipal","Entidad sin animo de lucro","asociacionvecinosverina@gmail.com"
"http://distritos.gijon.es/asociacions/show/8294-asociacion-de-vecinos-la-cruz-de-ceares","8294","es","2017-10-30 16:00:46 +0100","ASOCIACION DE VECINOS LA CRUZ DE CEARES","","2003-03-12","","","","CALLE JUAN BOTAS,    1 CASA DE LOS MAESTROS","Ceares/Ciares","985148104","636285252","CIVICA","Municipal","Entidad sin animo de lucro","avvlacruzceares@yahoo.es"
"http://distritos.gijon.es/asociacions/show/8293-agrupacion-de-servicios-sociales-formativos-y-asesoria","8293","es","2017-10-30 16:00:30 +0100","AGRUPACION DE SERVICIOS SOCIALES FORMATIVOS Y ASESORIA","","2010-03-12","","","","CALLE FELGUERA LA,    6 ENT IZ","Centro","985100280","628436875","SOCIAL","Autonomica","Entidad sin animo de lucro","assfamulticultura@gmail.com"
"http://distritos.gijon.es/asociacions/show/8292-asoc-de-tecnicos-de-mantenimiento-sector-sanitario-del-ppaa","8292","es","2017-10-30 16:00:28 +0100","ASOC. DE TECNICOS DE MANTENIMIENTO SECTOR SANITARIO DEL PPAA","","2010-02-02","","","","CALLE PRADOS (CABUEÑES),  395 SO 02 HOSP. CABUEÑES-EDIF. B","Cabueñes","699662176","985185001","ECONOMICA/PROFESIONAL","Autonomica","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8291-club-deportivo-basico-astures","8291","es","2017-10-30 16:00:31 +0100","CLUB DEPORTIVO BASICO ASTURES","","2009-03-27","","","","CALLE ARAGON,    7 BA DE","Pumarin","622075522","","DEPORTIVA","Municipal","Entidad sin animo de lucro","ASTURESBADMINTON@GMAIL.COM"
"http://distritos.gijon.es/asociacions/show/8290-asociacion-defensa-abejas-del-principado-de-asturias-adapas","8290","es","2017-10-30 16:00:26 +0100","ASOCIACION DEFENSA ABEJAS DEL PRINCIPADO DE ASTURIAS-ADAPAS","","2010-01-05","","","","GRUP CIUDAD VIRGINIA,   18 01","Vega","985137382","600742167","VARIAS","Autonomica","Entidad sin animo de lucro","juan@adapas.com"
"http://distritos.gijon.es/asociacions/show/8289-asociacion-cultural-personas-ciegas-y-deficientes-visuales","8289","es","2017-10-30 16:00:22 +0100","ASOCIACION CULTURAL PERSONAS CIEGAS Y DEFICIENTES VISUALES","","2009-11-16","","","","CALLE URIA,   16","Centro","985362733","","CULTURAL","Provincial","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8288-conceyu-pola-musica-tradicional-ye-d-equi","8288","es","2017-10-30 16:00:27 +0100","CONCEYU POLA MUSICA TRADICIONAL YE D'EQUI","","2009-09-01","","","","PQUIA SERIN,      CMNO. LAS MELANDRERAS","Serin","608319506","696097356","CULTURAL","Autonomica","Entidad sin animo de lucro","mon3371@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8287-familia-salmantina-en-asturias-casa-de-salamanca","8287","es","2017-10-30 16:00:41 +0100","FAMILIA SALMANTINA EN ASTURIAS. CASA DE SALAMANCA","","2009-09-01","","","","CALLE ATENEO OBRERO DE LA CALZADA,    1 C M ATENEO DE LA CALZADA","La Calzada","985313319","657032890","CULTURAL","Autonomica","Entidad sin animo de lucro","jmrenocubino@gmail.com"
"http://distritos.gijon.es/asociacions/show/8286-agrupacion-montanera-astur-torrecerredo","8286","es","2017-10-30 16:00:34 +0100","AGRUPACION MONTAÑERA ASTUR TORRECERREDO","","1991-04-04","","","","CALLE JOAQUIN FERNANDEZ ACEBAL,    4 BA","Centro","985095221","985095221","DEPORTIVA","Municipal","Entidad sin animo de lucro","info@torrecerredo.com"
"http://distritos.gijon.es/asociacions/show/8285-agrupacion-cultural-de-ceares","8285","es","2017-10-30 16:00:46 +0100","AGRUPACION CULTURAL DE CEARES","","2009-10-07","","","","CMNO TEJERONA LA,    6 02 DE","Ceares/Ciares","985990622","647452697","CULTURAL","Autonomica","Entidad sin animo de lucro","arosaordiz@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8284-asociacion-bruma-astur","8284","es","2017-10-30 16:00:32 +0100","ASOCIACION BRUMA ASTUR","","2003-07-30","","","","AVDA RUFO G RENDUELES,   17 BA","L' Arena","625602655","635644697","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8283-ipa-international-police-association-agrupacion-de-gijon","8283","es","2017-10-30 16:00:36 +0100","IPA INTERNATIONAL POLICE ASSOCIATION - AGRUPACION DE GIJON","","2009-09-28","","","","CALLE SAN JOSE,    2 BA","El Coto","676440749","","ECONOMICA/PROFESIONAL","Estatal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8282-agrupacion-de-balonmano-gijon-jovellanos","8282","es","2017-10-30 16:00:25 +0100","AGRUPACION DE BALONMANO GIJON JOVELLANOS","","2009-08-26","","","","AVDA MANUEL LLANEZA,   44 02 C","Centro","639402110","985151206","DEPORTIVA","Autonomica","Entidad sin animo de lucro","jgdealvaro@telecable.es"
"http://distritos.gijon.es/asociacions/show/8281-kaos-taller-de-danza","8281","es","2017-10-30 16:00:20 +0100","KAOS TALLER DE DANZA","","1994-03-15","","","","CALLE SEVERO OCHOA,   91 BA","Pumarin","985391133","","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8280-real-federacion-de-futbol-del-principado-de-asturias","8280","es","2017-10-30 16:00:22 +0100","REAL FEDERACION DE FUTBOL DEL PRINCIPADO DE ASTURIAS","","1996-02-07","","","","AVDA CONSTITUCION,   17 02","Centro","985161333","985162933","DEPORTIVA","Municipal","Entidad sin animo de lucro","asturfutbol@asturfutbol.es"
"http://distritos.gijon.es/asociacions/show/8279-club-deportivo-basico-gijon-sub","8279","es","2017-10-30 16:00:25 +0100","CLUB DEPORTIVO BASICO GIJON SUB","","2008-05-06","","","","CALLE MARIA JOSEFA,   24 04 DE","El Llano","676909043","984050505","DEPORTIVA","Municipal","Entidad sin animo de lucro","GIJONSUB@GIJONSUB.COM"
"http://distritos.gijon.es/asociacions/show/8278-asociacion-collegium-musicum-de-gijon","8278","es","2017-10-30 16:00:25 +0100","ASOCIACION COLLEGIUM MUSICUM DE GIJON","","2008-03-27","","","","CALLE ORBON,    2 02 IZ","Les Mestes","9841916594","","CULTURAL","Municipal","Entidad sin animo de lucro","castarive@telecable.es"
"http://distritos.gijon.es/asociacions/show/8277-kin-ball-asturias","8277","es","2017-10-30 16:00:28 +0100","KIN-BALL ASTURIAS","","2006-11-28","","","","CALLE SANTA ELADIA,   43 03","Contrueces","687556281","","DEPORTIVA","Autonomica","Entidad sin animo de lucro","kinballasturias@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8276-club-de-empresas-de-turismo-de-negocios","8276","es","2017-10-30 16:00:38 +0100","CLUB DE EMPRESAS DE TURISMO DE NEGOCIOS","","2002-02-11","","","","PASEO DOCTOR FLEMING DEL,  481 RECINTO FERIAL LUIS ADARO","Somio","985180153","985180177","ECONOMICA/PROFESIONAL","Municipal","Entidad sin animo de lucro","info@asturiascongresos.com"
"http://distritos.gijon.es/asociacions/show/8275-escolania-de-gijon","8275","es","2017-10-30 16:00:36 +0100","ESCOLANIA DE GIJON","","2006-11-21","","","","CALLE INSTITUTO,   34","Centro","654777568","985208593","CULTURAL","Autonomica","Entidad sin animo de lucro","escolaniagijon@terra.com"
"http://distritos.gijon.es/asociacions/show/8273-asociacion-victimas-del-terrorismo","8273","es","2017-10-30 16:00:35 +0100","ASOCIACION VICTIMAS DEL TERRORISMO","","2006-10-09","","","","CALLE NARANJO DE BULNES,   21 03 A","Nuevo Gijon/La Peral","915940799","915942071","SOCIAL","Estatal","Entidad sin animo de lucro","gerencia@avt.org"
"http://distritos.gijon.es/asociacions/show/8272-asociacion-de-discapacitados-fisicos-cosa-nuesa","8272","es","2017-10-30 16:00:24 +0100","ASOCIACION DE DISCAPACITADOS FISICOS COSA NUESA","","2002-10-15","","","","CALLE CORTES DE CADIZ,    6 11 B","El Natahoyo","985674579","985683193","SOCIAL","Municipal","Entidad sin animo de lucro","cosanuesa@cosanuesa.com"
"http://distritos.gijon.es/asociacions/show/8271-asociacion-de-vecinos-la-arena","8271","es","2017-10-30 16:00:32 +0100","ASOCIACION DE VECINOS LA ARENA","","1992-02-11","","","","AVDA RUFO G RENDUELES,   17 BA LATERAL IZDO.","L' Arena","985133083","984195865","CIVICA","Municipal","Entidad sin animo de lucro","avvlarena@telecable.es"
"http://distritos.gijon.es/asociacions/show/8270-asociacion-de-vecinos-vega-la-camocha","8270","es","2017-10-30 16:00:45 +0100","ASOCIACION DE VECINOS VEGA - LA CAMOCHA","","1991-01-15","","","","CALLE RONDA,  117","Vega","626960350","","CIVICA","Municipal","Entidad sin animo de lucro","herminiotorre@hotmail.es"
"http://distritos.gijon.es/asociacions/show/8269-asociacion-de-vecinos-san-andres-de-los-tacones","8269","es","2017-10-30 16:00:45 +0100","ASOCIACION DE VECINOS SAN ANDRES DE LOS TACONES","","2004-06-07","","","","CAMIN VIEYU DE SERIN (TACONES),  412 BA","San Andres de los Tacones","985303460","636181000","CIVICA","Municipal","Entidad sin animo de lucro","vecinosdesanandresdelostacones@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8268-asociacion-de-padres-de-alumnos-c-p-federico-garcia-lorca","8268","es","2017-10-30 16:00:22 +0100","ASOCIACION DE PADRES DE ALUMNOS C.P. FEDERICO GARCIA LORCA","","2006-03-09","","","","CALLE ECUADOR, 9999","La Calzada","676527050","","EDUCATIVA","Autonomica","Entidad sin animo de lucro","ampa.federicogacialorca@educastur.es"
"http://distritos.gijon.es/asociacions/show/8267-asociacion-albeniz","8267","es","2017-10-30 16:00:37 +0100","ASOCIACION ALBENIZ","","2009-10-15","","","","CALLE DONATO ARGUELLES,    8 05 B","Centro","98 535 61 84","985110938","SOCIAL","Autonomica","Entidad sin animo de lucro","asociacionalbeniz@yahoo.es"
"http://distritos.gijon.es/asociacions/show/8266-asociacion-de-mujeres-por-el-bienestar-y-desarrollo-personal","8266","es","2017-10-30 16:00:22 +0100","ASOCIACION DE MUJERES POR EL BIENESTAR Y DESARROLLO PERSONAL","","2009-08-14","","","","CALLE JESUS GONZALEZ ALONSO,   11 EN IZ","Pumarin","985265465","","SOCIAL","Autonomica","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8264-asociacion-intercultural-wa-coeur-fallow","8264","es","2017-10-30 16:00:33 +0100","ASOCIACION INTERCULTURAL WA COEUR FALLOW","","2010-03-30","","","","AVDA SCHULZ,  141 04 DE","El Llano","655085798","","CULTURAL","Autonomica","Entidad sin animo de lucro","demecheikh1@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8263-asociacion-mas-teatro","8263","es","2017-10-30 16:00:46 +0100","ASOCIACION MAS TEATRO","","2009-10-23","","","","CALLE PUERTO DE SOMIEDO,   10 02 C","El Poligono","985096481","","CULTURAL","Autonomica","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8262-skool-surf-club","8262","es","2017-10-30 16:00:36 +0100","SKOOL SURF CLUB","","2009-04-23","","","","CALLE MAESTRO AMADO MORAN,   12 06 A","La Calzada","665675382","","DEPORTIVA","Autonomica","Entidad sin animo de lucro","SKOOLSURFCLUB@GMAIL.COM"
"http://distritos.gijon.es/asociacions/show/8261-ultravioleta-asociacion","8261","es","2017-10-30 16:00:29 +0100","ULTRAVIOLETA ASOCIACION","","2008-04-02","","","","CALLE CAMPO SAGRADO,   45 BA","El Coto","619065876","619035869","CULTURAL","Municipal","Entidad sin animo de lucro","ultravioleta@telecable.es"
"http://distritos.gijon.es/asociacions/show/8260-judo-asalia-beya","8260","es","2017-10-30 16:00:22 +0100","JUDO ASALIA BEYA","","1996-06-04","","","","CALLE ARGANDONA,   44 05 IZ","El Llano","661431223","","DEPORTIVA","Municipal","Entidad sin animo de lucro","asalia@telefonica.net"
"http://distritos.gijon.es/asociacions/show/8259-ateam-integra-asociacion-de-trabajadores-ayuda-minusvalidos","8259","es","2017-10-30 16:00:30 +0100","ATEAM INTEGRA -ASOCIACION DE TRABAJADORES AYUDA MINUSVALIDOS","","2009-06-26","","","","CALLE TINEO,    2 BA","Laviada","984198906","984836689","SOCIAL","Autonomica","Entidad sin animo de lucro","administracion@ateamintegra.org"
"http://distritos.gijon.es/asociacions/show/8258-asociacion-de-padres-de-familia-separados-de-asturias","8258","es","2017-10-30 16:00:34 +0100","ASOCIACION DE PADRES DE FAMILIA SEPARADOS DE ASTURIAS","/f8/8258/","2009-06-01","","http://www.apfsasturias.es/","","GRUP NUESTRA SEÑORA DEL CARMEN,    7 BA IZ","Jove/Xove","650132215","670580737","SOCIAL","Autonomica","Entidad sin animo de lucro","apfsasturias@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8257-asociacion-solidaridad-con-trabjadores-as-paises-empobrecido","8257","es","2017-10-30 16:00:24 +0100","ASOCIACION SOLIDARIDAD CON TRABJADORES/AS PAISES EMPOBRECIDO","","1996-12-03","","","","CALLE LASTRES,    2 EN","Laviada","985350905","985354849","SOCIAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8256-asociacion-cultural-retro-rock","8256","es","2017-10-30 16:00:22 +0100","ASOCIACION CULTURAL RETRO ROCK","","2009-04-17","","","","CALLE RIO DE ORO,   24 04 D","El Llano","985094492","","CULTURAL","Municipal","Entidad sin animo de lucro","retrorockclub@hotmail.es"
"http://distritos.gijon.es/asociacions/show/8255-asociacion-de-madres-y-padres-alumnos-as-colegio-san-lorenzo","8255","es","2017-10-30 16:00:21 +0100","ASOCIACION DE MADRES Y PADRES ALUMNOS/AS COLEGIO SAN LORENZO","","2009-04-01","","","","TRANS SAN VICENTE PAUL, 9999","Centro","985353832","","EDUCATIVA","Municipal","Entidad sin animo de lucro","sanlorenzo@educastur.princast.es"
"http://distritos.gijon.es/asociacions/show/8254-ciudadanos-de-asturias","8254","es","2017-10-30 16:00:24 +0100","CIUDADANOS DE ASTURIAS","","2009-02-13","","","","PLAZA CIUDAD DE LA HABANA,   11 03 B","Moreda","607191160","","CULTURAL","Municipal","Entidad sin animo de lucro","marinoartos@telecable.es"
"http://distritos.gijon.es/asociacions/show/8253-asociacion-de-vecinos-de-la-guia","8253","es","2017-10-30 16:00:30 +0100","ASOCIACION DE VECINOS DE LA GUIA","","1992-04-15","","","","TRVA GUIA, DE LA (SOMIO),   11","Somio","985334860","609112864","CIVICA","Municipal","Entidad sin animo de lucro","avvlaguia@hotmail.es"
"http://distritos.gijon.es/asociacions/show/8252-asociacion-de-vecinos-pando-de-poniente","8252","es","2017-10-30 16:00:46 +0100","ASOCIACION DE VECINOS PANDO DE PONIENTE","","2006-10-03","","","","AVDA MOREDA,   11 02 EQUIPAM. SOCIAL NATAHOYO","El Natahoyo","607665124","","CIVICA","Municipal","Entidad sin animo de lucro","avvponiente@gmail.com"
"http://distritos.gijon.es/asociacions/show/8251-pueblo-y-dignidad","8251","es","2017-10-30 16:00:28 +0100","PUEBLO Y DIGNIDAD","","2006-09-07","","","","CALLE PERIODISTA FRANCISCO CARANTOÑA DUBERT,    7 01 B","El Llano","652295804","","SOCIAL","Autonomica","Entidad sin animo de lucro","puebloydignidad@yahoo.es"
