titulo,categoria,convoca,plazo,resumen,boletin,contacto_y_telefono,correo_electronico,web
"Exposición " 25 años de la Asociación de Intérpretes de la Canción Asturiana (AICA)"","Actividades","FMCE y UP","31/05/2015","Del 6 al 31 de mayo en el salón de actos del CMI Pumarín Gijón Sur.<br/><br/>Tras 25 años de funcionamiento de AICA esta exposición es un sentido homenaje a los que fueron, a los que son y serán parte de las raíces y cultura asturiana. En ella se podrán ver fotos de intérpretes, carátulas de discos antiguos, trofeos y toda una serie de objetos que hasta este momento nunca se habían reunido en un único lugar.<br/><br/>Entrada libre","<a href="http://cultura.gijon.es/eventos/show/31359-exposicion-25-anos-de-la-asociacion-de-interpretes-de-la-cancion-asturiana-aica" title="Ir a http://cultura.gijon.es/eventos/show/31359-exposicion-25-anos-de-la-asociacion-de-interpretes-de-la-cancion-asturiana-aica" rel="external">Más información</a>","CMI Pumarín Gijón Sur<br/>C/Ramón Areces, 7. Gijón. Tel.: 985 18 16 40","<a href="mailto:cmigijonsur@gijon.es">cmigijonsur@gijon.es</a>","<a href="https://cultura.gijon.es" title="Ir a https://cultura.gijon.es" rel="external"></a><a href="https://cultura.gijon.es" title="Ir a https://cultura.gijon.es">https://cultura.gijon.es</a>"
"<p>XXIV Jornadas Deportivo Culturales de La Calzada</p>","Actividades","Iniciativas Deportivo-Culturales","31/05/2015","<p>Un año más el barrio gijonés de La Calzada une a todos sus vecinos en la celebración de las Jornadas Deportivo Culturales que este año celebran su edición XXIV</p>  <p>El miércoles día 29 de abril de 2015 a las 19:30 horas el Salón de Actos de la Empresa Municipal de Aguas de Gijón (EMA) albergará la ceremonia de inauguración de las XXIV Jornadas Deportivo Culturales de La Calzada</p>  <p>Un evento de actividades deportivas, culturales y de ocio durante todo el mes de mayo que organizan distintas entidades.</p>  <p>Actividades deportivas como: jornadas de bolos, de bridge, campeonato de petanca, concurso de tiro con gomeru, hochey sobre patines, torneo de baloncesto, de espada, de bádminton, balonmano, el gran premio ciclista Buenavista y exhibición del club rítmica galaica.</p>  <p>Culturales como el XIX festival de masas corales de La Calzada en la parroquia de Ntra. Señora de Fátima</p>  <p>Y actividades de ocio: campeonato de parchís, voley familiar, torneo de ajedrez en la calle, exhibición de barcos radio-control</p>","<p><a href="http://www.iniciativasgijon.es/wp-content/uploads/2015/04/Libro-2015.pdf">Programa completo</a></p>","Iniciativas Deportivo-Culturales<br/><p>C/Ateneo Obrero de La Calzada 1, 3ª. 33213 La Calzada Gijón. Tel.: 985 09 27 59</p>","<p><a href="mailto:jornadas@iniciativasgijon.com" title="Enviar correo electrónico a jornadas@iniciativasgijon.com">jornadas@iniciativasgijon.com</a></p>","<p><a href="http://www.iniciativasgijon.es" title="Ir a www.iniciativasgijon.es" rel="external">www.iniciativasgijon.es</a></p>"
"30 años, 30 rutas","Actividades","Asturias Paraiso Natural","03/06/2015","<p>Para conmemorar los 30 años de lamarca turística “Asturias paraíso Natural” el 6 de junio se organizan 30 rutaspor Asturias. Apuntarte a una de ellas sólo te costará 3 €.</p><p>El <strong>sábado 6 de junio</strong> será eldía. <strong>30 autobuses</strong> recorrerán algunos de los lugares más bellos dePrincipado de Asturias. Desde el mar a la montaña o desde las ciudades a lospueblos, pasando por los principales sitios y monumentos de Asturias, tendrásla oportunidad de descubrir el paraíso en compañía de tu familia y amigos.</p><p>Consulta el listado de excursiones en <a href="http://www.turismoasturias.es/30rutas#">http://www.turismoasturias.es/30rutas#</a></p><p>Las actividades van dirigidas apersonas mayores de edad. En el caso de las personas menores, deberán ir acompañadasde una persona adulta. Se admitirá la reserva de un <strong>máximo de 5 plazas por persona yviaje</strong>, no siendo reembolsable el importe de la misma en caso decancelación.</p><p>El <strong>coste de cada excursión es de3 euros IVA incluido</strong>. Este importe no es reembolsable, salvo que laexcursión sea cancelada. En este caso se podrá optar por la solicitud dereembolso ó participar en otra excursión.</p><p>Tieneshasta el <strong>3 de junio</strong>para reservar tu plaza a través de internet en <a href="http://www.turismoasturias.es/30rutas#"></a><a href="http://www.turismoasturias.es/30rutas" title="Ir a http://www.turismoasturias.es/30rutas" rel="external">http://www.turismoasturias.es/30rutas#</a>,y también puedes comprar los billetes en cualquier oficina de viajes de ElCorte Inglés</p><p>Lasvisitas y excursiones comprenden los servicios de transporte y guía así comolas visitas especificadas, pero no incluyen la comida. </p><p>Enlas rutas especificas de senderismo, se recomienda ropa y calzado cómodo puestoque se incluyen rutas a pie. Además los participantes en estas excursionesdeberán llevar consigo el almuerzo ya que no existe posibilidad de restaurantesdurante el recorrido.</p><p>Paracualquier consulta ó duda sobre este programa puedes enviar un correo a ladirección: <a href="mailto:asturias30@viajeseci.es">asturias30@viajeseci.es</a>o consultarlo telefónicamente en cualquiera de las agencias de Viajes El CorteInglés. <strong><a href="http://www.turismoasturias.es/documents/11022/643538/OFICINAS+VECISA.pdf/25973574-9742-40e4-87f5-5136a17b3fe0" title="Listado de Agencias de Viajes">Consultaaquí el listado de oficinas.</a></strong></p>","","Agencia de viajes El Corte Inglés<br/>C/Ramón Areces. Gijón. Tel: 985 15 08 33 <br/>Tel. General: 902 30 40 20","<p><a href="mailto:asturias30@viajeseci.es">asturias30@viajeseci.es</a></p>","<p><a href="http://www.turismoasturias.es/30rutas#">www.turismoasturias.es/30rutas#</a> </p>"
"Programa Arte en el barrio<em>. </em>Música en directo: Ffdrigo","Actividades","FMCE y UP","04/06/2015","El día 4 de Junio a las 19:30 horas en la calle peatonal o sala de exposición del CMI Ateneo La Calzada.<br/><br/><strong>Ffidrigo</strong> es un dúo asentado en Gijón formado en Julio de 2013 por Ffion (voz principal, ukelele, guitarra y percusión) y Rodrigo (voz, guitarra y armónica). Explora diversos repertorios de la música folk, blues y country, a la par que desarrolla su propio repertorio y estilo personal.<br/><br/> <p>Su principal objetivo es acercar la música a cualquier escenario de la vida cotidiana, y promover el interés por las actuaciones en vivo.</p><p>En esta ocasión, presentarán su nuevo EP, <em>Minor Issues</em>, acompañados por los músicos que han colaborado en el trabajo: Carlos (guitarra eléctrica), Horacio (contrabajo) y Wilón (batería).</p><p>Esta actuación se enmarca en el programa <em>Arte en el barrio</em>, muestra de creaciones artísticas y culturales en otros espacios del Ateneo La Calzada y del barrio</p>","","Centro Municipal Integrado Ateneo La Calzada<br/> C/Ateneo Obrero de La Calzada, 1. 33213 Gijón. Tel.: 985 18 14 03","<a href="mailto:cmicalzada@gijon.es " title="Enviar correo electrónico a cmicalzada@gijon.es "></a><a href="mailto:cmicalzada@gijon.es">cmicalzada@gijon.es</a>","http://cultura.gijon.es"
"Conferencia: La situación de las Escuelas Infantiles Públicas de 0 a 3 años de Asturias","Actividades","Sociedad Cultural Gijonesa","04/06/2015","El jueves 4 de junio a las 19:00 horas en la sala de conferencias del Centro de Cultura Antiguo Instituto.<br/><br/>Henar García Rubio, presidenta de la Asociación de Escuelas Infantiles Públicas de 0 a 3 años de Asturias, disertará sobre los problemas que afectan a estos centros, como la falta de inversión, las ratios elevadas, la no integración de las escuelas en la Consejería de Educación, etc.","<a href="http://cultura.gijon.es/eventos/show/31635-la-situacion-de-las-escuelas-infantiles-publicas-de-0-a-3-anos-de-asturias" title="Ir a http://cultura.gijon.es/eventos/show/31635-la-situacion-de-las-escuelas-infantiles-publicas-de-0-a-3-anos-de-asturias" rel="external">Más información</a>","Centro de Cultura Antiguo Instituto<br/>C/Jovellanos, 21. 33201 Gijón. Tel.: 985 18 10 01","<a href="mailto:ccai@gijon.es " title="Enviar correo electrónico a ccai@gijon.es "></a><a title="Enviar correo electrónico a ccai@gijon.es " href="mailto:ccai@gijon.es%20">ccai@gijon.es</a>","<a title="Ir a http://cultura.gijon.es" href="http://cultura.gijon.es/">http://cultura.gijon.es</a>"
"Encuentros poéticos en el "Antiguo Instituto": Francisco Álvarez Velasco","Actividades","Asociaciones culturales "Encandenados" y "Versos Libres"","05/06/2015","El viernes 5 de junio a las 20:00 horas en la sala de conferencias del Centro de Cultura Antiguo Instituto.<br/><br/><p>Presenta: Julio Obeso</p><p>El poeta Francisco Álvarez Velasco (Cimanes del Tejar, León, 1940) dedicó su vida profesional a la enseñanza como profesor de Literatura en varios institutos; en el Jovellanos de Gijón estuvo los últimos 25 años de su actividad docente. Su abundante producción literaria incluye poesía, traducciones poéticas, ensayos y varios premios. Creó y mantiene <a href="http://www.portaldepoesia.com/" title="Ir a http://www.portaldepoesia.com/" rel="external">www.portaldepoesia.com</a></p>","<a href="http://cultura.gijon.es/eventos/show/31636-encuentros-poeticos-en-el-antiguo-instituto-francisco-alvarez-velasco" title="Ir a http://cultura.gijon.es/eventos/show/31636-encuentros-poeticos-en-el-antiguo-instituto-francisco-alvarez-velasco" rel="external">Más información</a>","Centro de Cultura &quot;Antiguo Instituto&quot;<br/>C/Jovellanos, 21. 33201 Gijón. Tel.: 985 181 001","<a title="Enviar correo electrónico a ccai@gijon.es " href="mailto:ccai@gijon.es%20">ccai@gijon.es</a>","<a title="Ir a http://cultura.gijon.es" href="http://cultura.gijon.es/">http://cultura.gijon.es</a>"
"DocuXixón 2015","Actividades","FMCE y UP","06/06/2015","<p>Del jueves 4 al sábado 6 de junio (19:00 h.), sexta edición de la muestra de documentales DocuXixón 2015, en el Centro de Cultura Antiguo Instituto.</p>  <p><strong><u>Programa del jueves 4 de junio</u></strong></p>  <ul><li><strong><em>El vídeo en la enseñanza:</em></strong><ul><li>«El Don de Gaia» es un proyecto educativo y de  sensibilización para que los niños y las niñas conozcan qué es una  reserva de la biosfera, tanto en el plano humano como en el  medioambiental.</li><li><em>El Don de Gaia… en Iriona</em> (2014 | 8 min.), de Cristina Antuña y Patricia Simón</li><li><em>El Don de Gaia… en Copén</em> (2015 | 8 min.), de Cristina Antuña y Ángela López</li><li><em>El Don de Gaia… en San José de la Punta</em> (2015 | 8 min.), de Cristina Antuña y Ángela López</li><li><em>El pozo de la Historia</em> (2013 | 23 min.), del Taller de Imagen-Valnalón, dirigida por María  Teresa Santiago. Producción a partir de la investigación detectivesca,  registrada con sus móviles mágicos, realizada por niños de varios  colegios de Gijón en torno a los yacimientos y museos arqueológicos de su  ciudad.</li></ul></li><li><strong><em>Documental asturiano:</em></strong><em>Por la puerta grande</em> (2014 | 54 min.), de Asur  Fuente y Julio Rodríguez. Dos guionistas emprenden un viaje junto al  personaje real sobre el que están escribiendo un largometraje para conocer  los lugares donde pasó su infancia. Se trata de Lázaro, que ha pasado más  de 30 de sus 54 años en 27 cárceles españolas, y que lleva 4 viviendo en  Gijón, en libertad y totalmente integrado.</li></ul><p><strong><u>Programa del viernes 5 de junio</u></strong></p>  <ul><li><strong><em>Documental asturiano:</em></strong><ul><li><em>La marcha negra</em> (2014 | 15 min.), de Guillermo Toledo y Alex Zapico. Narra la última  gran movilización de los mineros asturianos y leoneses en contra de los  recortes en el sector, que puso en jaque al gobierno y en pie a miles de  personas que les apoyaron.</li><li><em>Writing Heads: hablan los guionistas</em> (2013 | 109 min.), de Alfonso S. Suárez. Documental impulsado por el  sindicato de guionistas ALMA para dar protagonismo a una profesión poco  valorada en el mundo del cine. A través de entrevistas con Agustín Díaz  Yanes, Yolanda García Serrano, Alicia Luna, David Muñoz o Daniel Arévalo,  entre otros, se cuentan las interioridades de un oficio que es el motor  de arranque de cualquier producción cinematográfica.</li></ul></li></ul>  <p><strong><u>Programa del sábado 6 de junio</u></strong></p>  <ul><li><strong><em>Documental musical:</em></strong><em>24 Hour Party People</em> (2002 | 115 min.), de Michael Winterbottom.  Exuberante y fabulosa crónica picaresca de la emergencia creativa de  Manchester en 1976. El protagonista, Tony Wilson, descubre que su  verdadera vocación es la música. Funda un sello discográfico y se  convierte en cazatalentos y promotor musical. Nace así la exitosa  discográfica Factory Records, de donde proceden grupos como Joy Division,  New Order y Happy Mondays.</li></ul>  <p><strong>Entrada gratuita hasta completar aforo.</strong></p>","<p>FMCE y UP. Centro de Cultura Antiguo Instituto.</p><p> C/ Jovellanos, 21. Gijón. Tel.: 985 89 32 02</p>","","","<p><a href="http://cultura.gijon.es"></a><a href="http://cultura.gijon.es" title="Ir a http://cultura.gijon.es" rel="external">http://cultura.gijon.es</a></p>"
"II Game Jam Asturias","Actividades","Centro Europeo de Empresas e Innovación Principado de Asturias","08/06/2015","<p>El Centro Europeo de Empresas e Innovación Principado de Asturias (CEEI) convoca la II Game Jam de Asturias, una competición para el desarrollo de videojuegos y <em>serious games</em>.</p><p>El reto consiste en formar equipos de personas apasionadas por los videojuegos, que pondrán a prueba sus conocimientos y habilidades durante tres días, alrededordel lema “Y vivieron saludables por siempre jamás”. Otras diez regiones europeas desarrollan eventos similares bajo el mismo lema, con la intención de estimular la aparición de juegos y aplicaciones que inviten a adoptar estilosde vida más saludables.</p><p><b>Puede participar cualquier persona mayor de 18 años interesada en la creación y desarrollo de videojuegos o que tenga interés en profundizar en el desarrollode juegos y aplicaciones en el área de la salud</b>.</p><p>Es preciso cubrir la <a href="http://www.ceei.es/pgceei.asp?pg=338">ficha de inscripción</a>, señalando en qué perfil crees que encajaís mejor:</p><ul><li>Programador/a de videojuegos</li><li>Diseñador/a de juego</li><li>Artista</li><li>Profesional de la salud</li></ul><p>La inscripción es gratuita y puede ser en solitario o con otras personas formando un equipo, y debe realizarse hasta el 8 de junio.</p><p>La Game Jam tendrá lugar durante <b>los días 11, 12 y 13 de junio en el Vivero de Ciencias de la Salud de Oviedo</b>:</p><p>· Jueves 11 de junio: 15:00 - 20:00 Presentación y actividades en los equipos. Sesión de creatividad para la generación de ideas en el ámbito de la Salud. Inicio del desarrollo del videojuego.</p><p>· Viernes 12 de junio: 9:00 - 20:00 Desarrollo delvideojuego de cada equipo.</p><p>· Sábado 13 de junio: 10:00 - 14:00 Finalizacióndel videojuego, votaciones y entrega de premios por el Jurado.</p>","","<p>CEEI. Parque Tecnológico de Asturias. 33428. Llanera. </p>  <p>Teléfono: 985 98 00 98 (Ana María Méndez)</p>  <p><strong></strong></p>","<strong></strong><a href="mailto:ana@ceei.es"></a><a href="mailto:ana@ceei.es" title="Enviar correo electrónico a ana@ceei.es">ana@ceei.es</a>","<a href="http://www.ceei.es " title="Ir a www.ceei.es " rel="external"></a><a href="http://www.ceei.es"></a><a href="http://www.ceei.es" title="Ir a http://www.ceei.es" rel="external"></a><a href="http://www.ceei.es/" title="Ir a http://www.ceei.es/" rel="
"Exposición tiflotécnica y circuito de movilidad","Actividades","Consejo Territorial de la ONCE en el Principado de Asturias","09/06/2015","Lunes 8 y martes 9 de junio de 10.00 a 13.00 y de 17.00 a 19.00 horas en el patio del Centro de Cultura Antiguo Instituto.<br/><br/>Exposición en la que se muestran materiales de apoyo utilizados por las personas con discapacidad visual en su vida cotidiana. La exposición se completa con un «circuito de movilidad» en el que los visitantes podrán experimentar durante unos minutos cómo moverse en un espacio urbano sin poder ver.","<a href="http://cultura.gijon.es/eventos/show/31641-exposicion-tiflotecnica-y-circuito-de-movilidad" title="Ir a http://cultura.gijon.es/eventos/show/31641-exposicion-tiflotecnica-y-circuito-de-movilidad" rel="external">Más información </a>","Centro de Cultura &quot;Antiguo Instituto&quot;<br/>C/Jovellanos, 21. 33201 Gijón. Tel.: 985 181 001","<a title="Enviar correo electrónico a ccai@gijon.es " href="mailto:ccai@gijon.es%20">ccai@gijon.es</a>","<a title="Ir a http://cultura.gijon.es" href="http://cultura.gijon.es/">http://cultura.gijon.es</a>"
"Imagina 2015. Festival de magia y humor en la calle","Actividades","FMCE y UP","10/06/2015","<p>La Fundación Municipal de Cultura, Educación y Universidad Popular organiza la cuarta edición de <strong>Imagina 2015. Festival de Magia y Humor en la calle.</strong></p><p>Este festival de magia y humor presenta las últimas producciones en este tipo de espectáculos y tendrá lugar <strong>entre el 25 de mayo y el 10 de junio</strong>.<br/></p><p>Se dirige a público infantil y adulto, con una nueva forma de hacer y ver la magia.</p>Todos los espectáculos se celebrarán en la calle, aunque en caso de lluvia se trasladarán al salón de actos del Centro Municipal Integrado correspondiente.","<a href="http://infantil.gijon.es/multimedia_objects/download?object_id=176503&amp;object_type=document" title="Ir a http://infantil.gijon.es/multimedia_objects/download?object_id=176503&amp;object_type=document" rel="external">Folleto</a>","FMCE y UP. Departamento de Proyectos Culturales<br/>C/Jovellanos, 21. 33201 Gijón. Tel.: 985 18 10 51","proyectosculturales@gijon.es<strong></strong><a title="Enviar correo electrónico a ccai@gijon.es " href="mailto:ccai@gijon.es%20"><strong><br/></strong></a>","<a href="http://cultura.gijon.es" title="Ir a http://cultura.gijon.es" rel="external">http://cultura.gijon.es</a>"
"Clase de danza abierta al público","Actividades","FMCE y UP - Dpto. de Universidad Popular","10/06/2015","<p>El próximo miércoles <strong>10 de junio a las 19.30</strong> horas el alumnado que participa en los cursos de danza de la Universidad Popular saldrá al <strong>patio del Centro de Cultura Antiguo Instituto</strong> para compartir el trabajo realizado este cuatrimestre con su profesora, Elena Reales.</p><p>Se trata de una sesión abierta al público que sin duda sorprenderá a muchas personas por su frescura. Quienes asistan a esta sesión comprobarán cómo las técnicas de la <strong>danza contemporánea</strong>permiten mucha flexibilidad a la hora de plantearse el trabajo corporal para poder contar cosas con el movimiento sin limitaciones de edad.</p><p>También podrán conocer el funcionamiento de los cursos de danza que la UP viene impartiendo desde sus comienzos para personas mayores de 16 años, con un grupo especialmente dirigido a mayores de 60.</p>","<a href="https://up.gijon.es/noticias/show/27509-clase-de-danza-abierta-al-publico" title="Ir a https://up.gijon.es/noticias/show/27509-clase-de-danza-abierta-al-publico" rel="external"></a><a href="https://up.gijon.es/noticias/show/27509-clase-de-danza-abierta-al-publico" title="Ir a https://up.gijon.es/noticias/show/27509-clase-de-danza-abierta-al-publico" rel="external">Más información</a>","Universidad Popular<br/>C/Jovellanos, 21. 33201 Gijón. Tel.:  985 18 10 32 / 41/ 44","<a title="Enviar correo electrónico a up@gijon.es" href="mailto:up@gijon.es">up@gijon.es</a>","<a href="https://up.gijon.es" title="Ir a https://up.gijon.es" rel="external">https://up.gijon.es</a>"
"Final del concurso de música en directo AHA","Actividades","AHA","12/06/2015","<p>El viernes 12 de junio, desde las 19:00 h, la sala Acapulco acogerá la final del 13 Concurso de Música en Directo de Abierto hasta el Amanecer.</p>  <p>Cuatro grupos se disputarán el premio:</p>  <ul><li>Geométrica</li><li>Filanda</li><li>Viento del Norte</li><li>Blue Dog Avenue (grupo revelación)</li></ul>  <p>La entrada es gratuita hasta completar aforo.</p>","","<p>Sala Acapulco.C/ Fernández Vallín, s/n.</p>","<a href="mailto:musicaendirecto@abiertohastaelamanecer.com">musicaendirecto@abiertohastaelamanecer.com</a>","<p><a href="http://www.abiertohastaelamanecer.com">www.abiertohastaelamanecer.com</a> / <a href="http://www.concursomusicaendirecto.com">www.concursomusicaendirecto.com</a><strong> </strong></p>"
"Encuentro para jóvenes en la naturaleza. Segovia","Actividades","REAJ - Instituto de la Juventud de Castilla y León","12/06/2015","La Red Española de Albergues Juveniles (REAJ) y el Instituto de la Juventud de Castilla y León busca a 12 personas jóvenes interesadas en participar en este encuentro en la naturaleza. El proyecto reúne durante 12 días a doce jóvenes con estudios o intereses relacionados con el medio ambiente, con el objetivo de desarrollar una guía que recoja los recursos medioambientales de la zona de San Rafael (Segovia) y al mismo tiempo ofrecer actividades relacionadas con el tema para su disfrute personal, familar, escolar o grupal.<br/> <br/>Las personas participantes deben ser <b>jóvenes de entre 18 y 35 años </b>con conocimiento de montañismo para elaborar las rutas, con conocimiento de botánica, zoología, geología, conocimientos meteorológicos, conocimiento de Internet y redes sociales para su publicación en la red, de diseño gráfico para darle forma, etc.  <p>Puede apuntarse cualquier persona que pueda aportar valor al proyecto. No obstante, tendrán preferencia los titulados o estudiantes de último año que tengan perfiles y/o titulaciones relacionadas con el tema.</p>  <p>La participación es gratuita e incluye alojamiento y pensión completa.</p>    <p>El Encuentro se celebrará del 3 al 14 de agosto de 2015, en el Albergue Juvenil San Rafael (San Rafael, Segovia).</p>    <p>El plazo de inscripción finaliza el 12 de junio de 2015.</p>","<p><a href="http://www.juventud.jcyl.es/web/jcyl/Juventud/es/Plantilla100Detalle/1284224580551/_/1284430645462/Comunicacion?plantillaObligatoria=PlantillaContenidoNoticiaHome">Más información</a></p>","<p>REAJ</p>  <p>Tel.: 91 308 46 75 / 91 319 70 67 (L a V de 09:00 a 16:00)</p>","<p><a href="mailto:contacto@reaj.com" title="Enviar correo electrónico a contacto@reaj.com">contacto@reaj.com</a></p>",""
"<p>Intercambio Juvenil &quot;Peanut&quot; en Letonia<br/></p>","Actividades","Ye Too Ponese","12/06/2015","<p><b>Laasociación Ye Too Ponese selecciona a 4 jóvenes entre 18 y 30 años paraparticipar en un intercambio juvenil en Letonia, del 25 de julio al 2 deagosto.</b></p><p>Esteintercambio está organizado por el centro de juventud deAl?ksne (un pueblo a 200 km de Riga), yparticiparán en él jóvenes de Grecia, Eslovenia y Letonia.</p><p>El tema del intercambio es cómo fomentar laparticipación juvenil a nivel local. Se trabajará sobre las formas de motivar yactivar a la juventud a nivel local, a través de diferentes metodologías y prácticas como teatro, open-space, artivismo…</p><p>Ye Too Ponese seleccionará a 4 jóvenes de Asturias que tengan interés en participar en este intercambio. Para entrar en la selección hay que enviar un correo a <a href="mailto:movilidad@yetooponese.net" title="Enviar correo electrónico a movilidad@yetooponese.net"></a><a href="mailto:movilidad@yetooponese.net">movilidad@yetooponese.net</a> hasta el12 de junio, adjuntando una carta de motivación en la que expliques por qué tegustaría participar en el proyecto y qué crees que podrías aportar al mismo.</p><p><strong>Los <strong>gastos de actividades, alojamiento,manutención</strong></strong> están subvencionados por el programa de laComisión Europea <strong><a href="http://erasmusplus.injuve.es/">“Erasmus: Juventud enAcción”</a></strong>. Sólo tendrás que cubrir una parte de los gastos deviaje: pagas por adelantado el viaje y al finalizar el intercambio se te reembolsará parte de dichos gastos (hasta 360 €). </p><p>Información sobre Aluksne: <a href="http://tic.aluksne.lv/eng/" title="Ir a http://tic.aluksne.lv/eng/" rel="external">http://tic.aluksne.lv/eng/</a></p>","","<p>Ye Too Ponese. Padre Buenaventura Paredes, 6. 33004. Oviedo.</p>  <p>Teléfono: 985 20 52 61 / 663 83 07 33</p>","<a href="mailto:movilidad@yetooponese.net " title="Enviar correo electrónico a movilidad@yetooponese.net "></a><a href="mailto:movilidad@yetooponese.net">movilidad@yetooponese.net</a>",""
"Conferencia y concierto de nuevas metodologías de enseñanza musical en Asturias: método Suzuki","Actividades","Viera Bardón. Centro Pedagógico Musical","20/06/2015","<b>Conferencia:<br/>El viernes, 12 de Junio a las 20:00</b> en la sala de conferencias del  Centro de Cultura Antiguo Instituto.<br/><br/>Una joven generación de músicos asturianos, especializados en nuevas pedagogías de la música, pondrá de relieve su nueva visión de la enseñanza musical. Para una educación musical completa y de calidad desde los 0 años.<br/><br/><b>Concierto:<br/>El sábado 20 de junio a las 18:00</b> en el patio del CCAI tendrá lugar el primer concierto interpretado por alumnos de Método Suzuki de Asturias, con la colaboración especial de alumnos de la Escuela Musicaire de Zaragoza. Servirá para mostrar los resultados del trabajo realizado con niños de entre 3 y 12 años aplicando esta metodología.<br/><br/>Entrada libre hasta completar aforo.","<a href="http://cultura.gijon.es/eventos/show/31650-introduccion-de-nuevas-metodologias-de-ensenanza-musical-en-asturias-metodo-suzuki-music-mind-games-musicoterapia-y-educacion-positiva" title="Ir a http://cultura.gijon.es/eventos/show/31650-introduccion-de-nuevas-metodologias-de-ensenanza-musical-en-asturias-metodo-suzuki-music-mind-games-musicoterapia-y-educacion-positiva" rel="external"></a><a href="http://cultura.gijon.es/page/3690-musica" title="Ir a http://cultura.gijon.es/page/3690-musica" rel="external">Más información</a>","Centro de Cultura Antiguo Instituto<br/>S/Jovellanos, 21. 33201 Gijón. Tel.: 985 18 10 01","<a href="mailto:ccai@gijon.es" title="Enviar correo electrónico a ccai@gijon.es">ccai@gijon.es</a>","<a href="http://cultura.gijon.es" title="Ir a http://cultura.gijon.es" rel="external">http://cultura.gijon.es</a>"
"Concierto Didáctico "El gato, el cisne y el burro"","Actividades","Fundación Museo Evaristo Valle","13/06/2015","Concierto didáctico impartido por el  Trío Zavel, uno de los grupos más sobresalientes de la cátedra de música  de cámara del Real Conservatorio de Bruselas, y recién finalista del VI Concurso Nacional de Música de Cámara de Alzira, que se celebra dentro del programa de taller de creación en familia <b>FamiliarizArte.</b><br/><br/> <p>Zavel, presentará sus instrumentos uno  por uno y nos llevará por un delicioso recorrido a través de distintas  piezas de la música de cámara, de una forma lúdica y divertida que a nadie dejará indiferente. Conoceremos 3 instrumentos, a 3 personajes y  aprenderemos a través de la pintura, las palmas, la danza, y sobre todo  la música.</p> <p>Tendréis la oportunidad de dirigir como  aútenticos directores y directoras de orquesta, de ser arbitros musicales con nuestras tarjetas mágicas o incluso de convertiros en Evaristo Valle por unos minutos.</p>    <p><b>Hora:</b> 19.00 h</p> <p><b>Precio:</b> 5 € / pax</p> <p><b>Duración:</b> 1 hora. Abiertas inscripciones (aforo limitado).</p>","<a href="http://evaristovalle.com/concierto-didactico-el-gato-el-cisne-y-el-burro/" title="Ir a http://evaristovalle.com/concierto-didactico-el-gato-el-cisne-y-el-burro/" rel="external">Conciertodidactico</a>","Tel.: 985 33 40 00","<a href="mailto:programaseducativos@evaristovalle.com">programaseducativos@evaristovalle.com</a>","<a href="http://www.evaristovalle.com" title="Ir a www.evaristovalle.com" rel="external">www.evaristovalle.com</a>"
"Avilés Acción – Non Stop Film Festival","Actividades","Concejalía de Educación y Juventud del Ayuntamiento de Avilés","13/06/2015","<p>Segunda edición de este festival de cine dirigido especialmente a los jóvenes, organizado por el Ayuntamiento de Avilés con colaboración de otras personas y entidades. </p>  <p>Programación:</p>  <ul><li>5 de junio: Cine en los barrios.  Proyección de “Carmina y Amén”, de Paco León en los Centros Cívicos de La  Luz (18:00 h.) y Llaranes y Los Canapés (20:00 h).</li><li>9 de junio:<ul><li>18:00 h. Presentación del  festival y Encuentro audiovisual “Confluencias del audiovisual en  Asturias”. Edificio de Servicios Universitarios.</li><li>20:30 h. Concierto de The  Grannies (Terraza de Rivero)</li></ul></li><li>10 de junio, Centro Cultural Niemeyer:<ul><li>17:00 h. Cortometrajes,  sección Asturias.</li><li>20:00 h. “The river”, de  David Rodríguez Muñíz. Estreno internacional.</li></ul></li><li>11 de junio, Centro Cultural Niemeyer:<ul><li>11:00 h. Palabra de corto</li><li>18:00 h. Cortometrajes,  sección oficial I</li><li>20:00 h. “Murieron por encima  de sus posibilidades”, de Isaki Lacuesta</li></ul></li><li>12 de junio:<ul><li>18:00 h. Cortometrajes, sección  oficial II, Centro Cultural Niemeyer</li><li>20:00 h. “El árbol  magnético”, de Isabel de Ayguavives, Centro Cultural Niemeyer</li><li>22:00 h. Cine con música en  directo, homenaje a Charles Chaplin. “Charlot en el teatro”, “Charlot  vagabundo” y “Charlot emigrante”, Plaza del Ayuntamiento</li><li>23:30 h. Concierto:  Blues&amp;Decker, en Le Garage</li></ul></li><li>13 de junio:<ul><li>19:00 h. Gala de Clausura,  con actuación de Fabes de Mayo. Teatro Palacio Valdés</li><li>00:00 h. Fiesta de Clausura.  DJ Optigan I y DJ David Moreira (Santa Cecilia)</li></ul></li></ul>","","","","<a href="http://www.avilesaccion.es" title="Ir a www.avilesaccion.es" rel="external"></a><a href="http://www.avilesaccion.es">www.avilesaccion.es</a>"
