titulo,categoria,convoca,plazo,resumen,boletin,contacto_y_telefono,correo_electronico,web
"26 Edición - 1ª fase Programa de Ocio Nocturno Abierto Hasta el Amanecer","Actividades","Abierto hasta el Amanecer","10/12/2017","<p>El programa de ocio nocturno para jóvenes Abierto hasta el Amanecer comienza la 1ª fase de su 26 edición con actividades culturales y deportivas.</p>  <p>Este programa de ocio nocturno pionero en nuestro país, comienza una vez más sus actividades de 1ª fases hasta diciembre. Como siempre, encontrarás actividades culturales y deportivas de todo tipo, para disfrutar de una manera diferente las noches de viernes y sábados y las tardes de los domingos.</p>  <p><strong>Requisitos:</strong></p>  <ul><li>Tienes que tener <strong>entre 13 y 35 años</strong>.</li><li>Inscribirte previamente en  las actividades que te interesen.</li></ul>  <p>En esta edición se abrirán tres centros municipales integrados:</p>  <ul><li>Los <strong>viernes</strong>, el <strong>CMI El  Llano</strong>: Del 27 de octubre al 8 de diciembre 2017</li><li>Los <strong>sábados</strong>, el <strong>CMI El  Llano y el CMI L'Arena</strong>: Del 28 de octubre al 9 de diciembre 2017</li><li>Los <strong>domingos</strong>, el <strong>CMI El  Llano</strong> y el <strong>CMI Pumarín  Gijón-Sur</strong>: Del 29 de octubre al 10 diciembre 2017</li></ul>  <p>Los<b> torneos deportivos</b> tienen un plazo de inscripción diferente a las actividades culturales. <strong>Ya puedes apuntarte, y la inscripción termina el 20 de octubre</strong>. Pásate por el local de AHA en la C/ Soria, 5, o llama al 985 31 34 01. Para esta edición hay los siguientes (todos ellos mixtos y gratuitos):</p>  <ul><li>Fútbol sala sub18</li><li>Fútbol sala sub35</li><li>Fútbol 7</li><li>Baloncesto</li><li>Pádel</li></ul>  <p><strong>Además se celebrarán las siguientes actividades destacadas durante esta fase:</strong></p>  <ul><li>Citas Express.</li><li>Torneo de Quidditch.</li><li>Ecofest.</li><li>XVIII Carrera Anti-SIDA.</li><li>Festival Internacional de  Cine de Gijón (FICX)</li></ul>  <p><strong>Fechas de celebración:</strong> <strong>Desde el viernes 27 de octubre hasta el domingo 10 de diciembre de 2017.</strong></p>  <p><strong>Todas las actividades son gratuitas, pero sus plazas son limitadas. I<u>nscríbete a los cursos y talleres a partir del 19 de octubre a las 16:00 horas.</u></strong></p>  <strong>Inscripciones en la sede o medios de contacto de Abierto Hasta el Amanecer</strong>","<a href="http://abiertohastaelamanecer.com/wp-content/uploads/2017/09/Programa-de-actividades-1Fase-26Edicion-2017-1.pdf" title="Ir a http://abiertohastaelamanecer.com/wp-content/uploads/2017/09/Programa-de-actividades-1Fase-26Edicion-2017-1.pdf" rel="external">Ver programación completa</a>","<p>Asociación Juvenil Abierto hasta el Amanecer</p>  <p>C/ Soria, 5 - 33208 Gijón (Asturias)</p>  Tel.: 985 31 34 01","<a href="mailto:aha@abiertohastaelamanecer.com" title="Enviar correo electrónico a aha@abiertohastaelamanecer.com">aha@abiertohastaelamanecer.com</a>","<a href="http://abiertohastaelamanecer.com/" title="Ir a http://abiertohastaelamanecer.com/" rel="external">http://abiertohastaelamanecer.com/</a>"
"Rutas por el concejo de Gijón/Xixón "Caminando por la vida"","Actividades","Ayuntamiento de Gijón/Xixón","11/12/2017","<p>La Fundación Municipal de Servicios Sociales y el Patronato Deportivo Municipal te proponen para el 2017 nuevos y diferentes recorridos. Las once rutas en veinte salidas tendrán itinerarios relacionados con la temática del programa para este año, 'Culturas antiguas, caminos nuevos' con información de las distintas culturas y pueblos que a lo largo de la historia, desde la fundación de Gijón, han albergado nuestro municipio.</p><p>Cada una de las rutas se realizara? dos veces al mes con un total de veinte salidas.</p><p>Los martes, la ruta se llevara? a cabo a un ritmo suave-medio. Los jueves la realizaremos a un ritmo medio-alto.</p><p>El programa a desarrollar contempla la realización de 11 RUTAS (20 SALIDAS), en horario de 10 a 13 h.</p><p><ul><li>RUTA 1: Gigia (Cimadevilla) | 17 y 26 de enero<br/></li><li>RUTA 2: Tremañes. Diosa Fortuna | 14 y 23 de febrero<br/></li><li>RUTA 3: Subida a Noega (Campa Torres) | 7 y 16 de marzo<br/></li><li>RUTA 4: Villa Romana de Veranes | 18 y 27 de abril<br/></li><li>RUTA 5: Serín y su valle | 9 y 18 de mayo<br/></li><li>RUTA 6: Fuente José Rosa | 19 y 28 de septiembre<br/></li><li>RUTA 7: La Fuentona y los molinos | 10 y 19 de octubre<br/></li><li>RUTA 8: La Carbayera de El Tragamón y los lavaderos de Cabueñes | 7 y 16 denoviembre<br/></li><li>RUTA 9: El pre-románico en el concejo de Gijón | 12 y 14 de diciembre<br/></li></ul></p><p>La duración del programa es de enero a diciembre, paralizándose la actividad en los meses de julio y agosto.</p><p>En el mes de junio se realizarán las dos rutas destacadas:</p><p><ul><li>RUTA DESTACADA 1: Ruta Senda Fluvial | Museo Puebo de Asturias | 8 de junio<br/></li><li>RUTA DESTACADA 2: Villa Romana de Las Murias de Beloño - Noreña | 13 de junio<br/></li></ul></p><p></p><p>Puedes realizar tuinscripción, a partir del 11 de enero, a través de las siguientes vías: </p><p><ol><li><a href="http://actividades.gijon.es/ACTTerceros/Programa.do?idOferta=3460730589490377306402" title="Ir a http://actividades.gijon.es/ACTTerceros/Programa.do?idOferta=3460730589490377306402" rel="external" style="font-size: 12px;">entrando aquí</a><br/></li><li>en los Centros Municipales<br/></li><li>en cualquier Cajero Ciudadano<br/></li></ol></p>","<p><a href="http://deporte.gijon.es/multimedia_objects/download?object_id=205584&amp;object_type=document"></a><a href="http://deporte.gijon.es/multimedia_objects/download?object_id=205584" title="Ir a http://deporte.gijon.es/multimedia_objects/download?object_id=205584" rel="external">Programa</a></p>","<p><strong>Ayuntamiento de Gijón</strong></p>  <p>Plaza Mayor nº1 - 33201 Gijón</p>  <p>985 181 105</p>"," ","<a href="https://www.gijon.es/noticias/show/33661-nuevos-caminos-por-las-culturas-antiguas-de-gijon" title="Ir a https://www.gijon.es/noticias/show/33661-nuevos-caminos-por-las-culturas-antiguas-de-gijon" rel="external">gijón</a>"
"Ciclo de talleres: astronomía y modelismo espacial","Actividades","Laboral Ciudad de la Cultura","16/12/2017","<p><strong>El jueves 19 de octubre y 16 de noviembre, a las 18:30 horas y el sábado 16 de diciembre, a las 11 horas en Laboral Ciudad de la Cultura</strong></p>    <p>Un viaje desde los orígenes de la Astronomía, como la ciencia básica en la que se fundamentan todas las ciencias espaciales, hasta el mundo actual de la Astronáutica. Exploraremos así los fundamentos de la Astronomía, aprenderemos a manejar software astronómico específico y comprenderemos los principios físicos de la Astronáutica construyendo un cohete-lanzador.</p>    <p><b>No son necesarios conocimientos previos</b></p>    <p><strong>Impartido por:</strong></p>  <ul><li>Miguel Martín, Director del Splashdown Festival.</li><li>Marcos Álvarez<strong>,</strong> Coordinador de la sección de Astronáutica y Radioastronomía de la Sociedad Astronómica Asturiana Omega</li></ul>  <p></p>  <p><b>25 plazas</b></p>  <p><b>Duración: 1 h por sesión</b></p>  <p><b>Precio bono</b> 3 sesiones: general 18€; reducido 15€ para socios del Club Cultura Asturias hasta 18/10/2017</p>  <p></p>","<a href="http://www.laboralciudaddelacultura.com/agenda/2328/ciclo-de-talleres-astronoma-y-modelismo-espacial.html" title="Ir a http://www.laboralciudaddelacultura.com/agenda/2328/ciclo-de-talleres-astronoma-y-modelismo-espacial.html" rel="external">Más información</a>","<p>Laboral Ciudad de la Cultura</p>  <p>Calle Luis Moya Blanco, 261, 33203 Gijón, Asturias</p>  <p><a href="https://www.google.es/search?q=laboral+ciudad+de+la+cultura+tel%C3%A9fono&amp;sa=X&amp;ved=0ahUKEwjf3_LFgNzWAhXNZ1AKHdI6BOAQ6BMInQEwFw">Tel.</a>: 902 30 66 00 / 985 185 860</p>","","<p><a href="http://www.laboralciudaddelacultura.com" title="Ir a www.laboralciudaddelacultura.com" rel="external">www.laboralciudaddelacultura.com</a></p>"
"Ciclo: Evaristo Valle y nuestros contemporáneos. "Sin título". Fernando Redruello","Actividades","Museo Evaristo Valle","30/12/2017","<p>El próximo domingo, 1 de octubre, a las 13.00 h, con la participación de Francisco Zapico y de Fernando Redruello, será presentado el <strong>ciclo “Evaristo Valle y nuestros contemporáneos”.</strong></p>  <p>En esta ocasión, a través de la <strong>pieza escultórica de Fernando Redruello</strong><em></em> <em></em></p>    <p><b>&quot;SIN TÍTULO&quot; (MOLUSCO LAMELIBRANQUIO EN UN VALLE<em>)</em></b></p><p>Madera, aluminio, papel y acrílico. 165 x 132 x 46 cm</p>    <p>La escultura <em>Sin título (Molusco lamelibranquio en un valle)</em>, que pertenece actualmente a la colección del Museo de Bellas Artes de Asturias, participó en la exposición <em>Invitado, Evaristo Valle</em>, que conmemoraba el centésimo vigésimo quinto (125) aniversario del nacimiento del pintor y que se celebró, durante los meses de junio y julio de 1999, en esta Fundación Museo Evaristo Valle.</p>  <p>Construida durante ese mismo año, la obra de Fernando está abierta por igual al cálido homenaje, a la melancólica reflexión sobre el oficio del arte y, cómo no, al pertinaz viaje vital del ser humano, con sus compromisos, con su belleza, con su fatalidad. </p>  <p>La obra podrá contemplarse en el museo desde este fin de semana <b>hasta el próximo 30 de diciembre</b>.</p><p></p><p><strong>Horario de visita:</strong></p>  <p><strong>DEL 1 JUNIO AL 30 DE SEPTIEMBRE<br/> </strong>Martes a sábado de 17.00 a 20.00 h.<br/> Domingos y festivos de 12.00 a 14.00 h.</p>  <p><strong> DEL 1 OCTUBRE AL 31 DE MARZO<br/> </strong>Martes a viernes, de 10.00 a 13.00 h.<br/> Sábados, de 16.00 a 18.00 h.<br/> Domingos y festivos de 12.00 a 14.00 h.</p>  <strong>DÍAS DE CIERRE DEL MUSEO<br/> </strong>Los lunes y los días 1 y 6 de Enero y 24, 25 y 31 de Diciembre  <p></p>","<a href="http://evaristovalle.com/d-1-oct-2017-13-00-h-presentacion-sin-titulo-molusco-lamelibranquio-en-un-valle-fernando-redruello-1999/" title="Ir a http://evaristovalle.com/d-1-oct-2017-13-00-h-presentacion-sin-titulo-molusco-lamelibranquio-en-un-valle-fernando-redruello-1999/" rel="external">Detalle de la obra</a>","<p>Fundación Museo Evaristo Valle</p>  <p>Camino de Cabueñes, 261 · 33203 Somió/Gijón</p>  Tel. 985 33 40 00","<p><a href="mailto:museo@evaristovalle.com" title="Enviar correo electrónico a museo@evaristovalle.com">museo@evaristovalle.com</a></p>","<p><a href="http://www.evaristovalle.com" title="Ir a www.evaristovalle.com" rel="external">www.evaristovalle.com</a></p>"
"Gijón conCiencia 2017","Actividades","Fundación Municipal de Cultura de Gijón/Xixón","31/12/2017","<p>La Fundación Municipal de Cultura, Educación y Universidad Popular de Gijón/Xixón con la colaboración de la Universidad de Oviedo, la Fundación Española para la Ciencia y la Tecnología, la Asociación de Divulgación Científica de Asturias y el Festival Internacional de Cine Arqueológico del Bidasoa, presenta la <strong>segunda edición</strong> del programa de divulgación científica <strong>Gijón conCiencia</strong>, cuyo objetivo es promover y fomentar la cultura científica y tecnológica.</p><p>Desde el 25 de abril hasta finales de año, el programa de divulgación científica<strong> Gijón conCiencia</strong>, desarrollará una completa agenda de conferencias, exposiciones, ferias, programas de lectura,proyecciones cinematográficas e incluso actividades escénicas en torno a todas las disciplinas científicas.</p><p>Entre las actividades más destacadas:</p><p><strong>Abril</strong></p><p><strong>II Ciclo de cine arqueológico de Gijón/Xixón</strong></p><ul><li>Centro de Cultura Antiguo Instituto</li><li>Del 25 al 27 de abril.</li><li>Horario: 19:30 horas.</li></ul><p><strong>Mayo</strong></p><p><strong>Festival Internacional de Ciencia Pint of Science 2017</strong></p><ul><li>Savoy Club y Patio de la Favorita</li><li>Del 15 al 17 de mayo</li><li>Horario 19:00 h</li></ul><p><strong>Junio</strong></p><p><strong>II Jornadas El Mito de la Eterna Juventud: Claves del Envejecimiento y el Cáncer</strong></p><ul><li>Centro de Cultura Antiguo Instituto.</li><li>7, 8 y 9 de junio</li></ul><p><b>Agosto</b></p><p><strong>La ciencia en Imágenes </strong>(Exposición)</p><ul><li>Centro de Cultura Antiguo Instituto</li><li>Del 1 al 31 de agosto</li></ul><p><strong>SEPTIEMBRE</strong></p><p><strong>Con los ojos de la ciencia </strong>(exposición urbana)<strong></strong></p><ul><li>Del 1 al 30 de septiembre</li></ul><p><strong>II ciclo de cine científico</strong></p><ul><li>Centro de Cultura Antiguo Instituto</li><li>20,21 y 22 de septiembre</li></ul><p><strong>La Noche Europea de los Investigadores</strong></p><ul><li>Museo del Ferrocarril de Asturias</li><li>29 de septiembre en horario de 18 a 22 horas.</li></ul><p><strong>Octubre</strong></p><p><strong>Biología Poética II</strong> (exposición de pintura)</p><ul><li>Centro de cultura Antiguo Instituto</li><li>Del 16 de octubre al 12 de noviembre</li></ul><p><strong>Proyecto Blueports</strong></p><ul><li>Centro de Cultura Antiguo Instituto</li><li>18 de octubre</li></ul><p><strong>Noviembre</strong></p><p><strong>II Ciclo de Cine Científico</strong></p><ul><li>Centro Municipal Integrado Ateneo de la Calzada</li><li>7,14,21 y 28 de noviembre</li></ul><p><strong>Profesor Nucleus. Los Misterios de la electricidad <br/></strong></p><ul><li>Centro Municipal Integrado El Llano</li><li>14 de noviembre</li><li>18:00 horas.</li></ul><p><strong>La Feria de los Descubrimientos</strong></p><ul><li>Museo del Ferrocarril de Asturias</li><li>17 de noviembre</li></ul><strong>Consulta aquí el</strong><a href="https://up.gijon.es/noticias/show/34779-gijon-conciencia-2017"><strong> </strong></a><strong></strong><strong></strong><strong></strong><strong></strong><strong><a href="http://cultura.gijon.es/page/16276-gijon-con-ciencia" title="Ir a http://cultura.gijon.es/page/16276-gijon-con-ciencia" rel="external">programa completo</a></strong>","","<p>Centro de Cultura Antiguo Instituto</p>  <p>c/ Jovellanos, 21</p>  <p>33201 Gijón</p>  Tel: 985 18 17 89 / 985 18 10 64","<a href="mailto:up@gijon.es" title="Enviar correo electrónico a up@gijon.es">up@gijon.es</a>","<a href="https://cultura.gijon.es/" title="Ir a https://cultura.gijon.es/" rel="external">https://cultura.gijon.es/</a>"
"Nueva sala de estudio en el Conseyu de Mocedá de Xixón","Actividades","Conseyu de Mocedá de Xixón","31/12/2017","<p>Si eres de quienes prefieren estudiar fuera de casa porque te concentras mejor, tienes un nuevo espacio en Gijón donde hacerlo: el Conseyu de Mocedá estrena su nueva Sala de Estudio. ¿Te pasas a conocerla?</p><p></p><p>Nuestra ciudad te ofrece diferentes posibilidades para poder estudiar, como las <strong><a href="http://www.gijon.es/page/10977-red-de-centros-municipales-integrados"></a><a href="http://www.gijon.es/page/10977-red-de-centros-municipales-integrados" title="Ir a http://www.gijon.es/page/10977-red-de-centros-municipales-integrados" rel="external">bibliotecas y salas de estudio de los Centros Municipales Integrados</a></strong>, o la biblioteca pública Jovellanos. Pero siempre es bienvenido un nuevo espacio donde poder hacerlo, y el Conseyu de Mocedá atiende a una necesidad de muchos jóvenes abriendo una nueva sala de estudio en sus locales de la Avda. Manuel Llaneza, 68.</p><p>Desde hoy lunes 16 de enero podrás utilizar esta sala de estudio. El horario es el siguiente:</p><ul><li>Hasta el 31 de enero: de lunes a viernes, de 09:00 a 14:45 h y de 17:00 a 20:45 h.</li><li>A partir del 1 de febrero:<ul><li>De lunes a viernes, de 09:00 a 14:45 h y de 17:00 a 20:45 h.</li><li>Sábados, de 10:00 a 14:00 h.</li></ul></li></ul>"," ","<p><strong>Conseyu de Mocedá de Xixón</strong></p><p>Avda. Manuel Llaneza, 68. 33208 Xixón</p>  <p><strong>Teléfono</strong>: 985 15 50 72</p>","<p><a href="mailto:info@cmx.es">info@cmx.es</a><strong></strong></p>","<a href="http://www.cmx.es " title="Ir a www.cmx.es " rel="external">cmx.es</a>"
"II Jornadas Cervantinas, Avilés 2017","Actividades","Fundación Municipal de Cultura. Ayto. de Avilés","12/01/2018","<p><strong>Exposiciones, conciertos, conferencias, visitas guiadas y talleres para escolares</strong></p>  <p><strong></strong></p>  <p><strong>Al igual que en la primera edición, queremos que estas exposiciones sirvan para divulgar la obra de Cervantes entre la población</strong>. Por ello, contaremos de nuevo con diferentes programas de visitas guiadas para escolares.</p>  <p></p>  <p>La música también tendrá su cabida en la programación de estas jornadas con la celebración del primer Concierto Cervantino a cargo de alumnado del Conservatorio Municipal Profesional Julián Orbón, una institución muy comprometida con la cultura y con su promoción en la ciudad.</p>  <p></p>  <p>Las II Jornadas Cervantinas de Avilés también nos permitirán escuchar a la periodista Nieves Concostrina sobre la relación entre las fechas de la muerte y enterramientos de Shakespeare, Garcilaso de la Vega y el propio Cervantes; y a Rosa Navarro Durán sobre en el inagotable y atractivo mundo de los personajes del genio de Alcalá de Henares.</p>  <p></p>  <p>Personalidades, historias y reflexiones en las que Cervantes insertó numerosos rasgos humorísticos para, desde ahí, conducirnos a la reflexión y a algo tan necesario como el fomento del espíritu crítico a través de la lectura. Hoy, como entonces, es necesario ver el mundo a través de esa mirada, analítica y solidaria, repleta de valores y sostenida por el siempre saludable ejercicio de la sonrisa.</p><p></p><p></p>  <p><strong>Palacio de Valdecarzana. Lunes, 9 de octubre de 2017 a 12 de enero de 2018</strong></p>  <p><strong><u>Exposición</u>: Quijote, Sancho, Forges, un diálogo a tres bandas</strong></p>  <p></p>  <p><strong><u>Conferencia</u>:</strong></p>  <p><strong>Cervantes, Garcilaso, Shakespeare... tres granes en los huesos</strong></p>  <p>Casa Municipal de Cultura. Martes, 17 de octubre a las 19;30 h</p>  <p>Entrada gratuita hasta completar aforo, previa retirada de invitaciones en la taquilla de la Casa Municipal de Cultura, a partir del miércoles 11 de octubre</p>  <p></p>  <p><strong>Visitas guiadas y talleres para escolares de centros de Primaria, ESO e IES de Avilés, previa inscripción en</strong> 627 264 050 o en laurabpvg13@gmail.com</p><strong>Centro Municipal de Arte y Exposiciones (CMAE). Viernes, 17 de noviembre de 2017 a sábado, 13 de enero de 2018</strong>  <p><strong></strong></p>  <p></p>  <p><strong><u>Exposición</u>: 16 personajes que maravillan y... Miguel de Cervantes</strong></p>  <p></p>  <p><b><u>II Concierto Cervantino</u></b></p>  <p>19:00 h. Salón de actos del CMAE</p>  <p>Coro de Cámara del Conservatorio Municipal Profesional Julián Orbón de Avilés</p>  <p></p>  <p><strong><u>Conferencia</u>:</strong></p>  <p>19:15 h. Salón de actos del CMAE</p>  <p>Un paseo por Cervantes de la mano de sus personajes.</p>  <p>Entrada gratuita hasta completar aforo</p>  <p></p>  <p><strong>Visitas guiadas y talleres para escolares de Educación Primaria y ESO de Avilés, previa inscripción</strong> en el 649 290 998 o en <a href="mailto:analopezchicano@gmail.com">analopezchicano@gmail.com</a></p>  <p></p>  <p></p>","<a href="http://www.avilescultura.com/es/Descarga-Documentos&amp;iddocumento=3898" title="Ir a http://www.avilescultura.com/es/Descarga-Documentos&amp;iddocumento=3898" rel="external">Programa</a>","<p>Fundación Municipal de Cultura del Ayto. de Avilés</p>  <p>Ricardo Fernández (Coordinador de las II Jornadas Cervantinas)</p>  <p>Tel.: 615 238 962 / 985 510 452</p>","<p><a href="mailto:rifernandez@ayto-aviles.es" title="Enviar correo electrónico a rifernandez@ayto-aviles.es">rifernandez@ayto-aviles.es</a></p>","<a href="http://www.avilescultura.com/es/" title="Ir a http://www.avilescultura.com/es/" rel="external">http://www.avilescultura.com/es/</a>"
"Conciertos de la Filarmónica de Gijón","Actividades","Sociedad Filarmónica de Gijón","20/05/2018","<p>En colaboración con el Teatro Jovellanos, la temporada contempla <b>doce conciertos que tendrán lugar entre el 12 de octubre y el 30 de mayo.</b></p>    <p><b>2017<br/></b></p><ul><li>12 de octubre: concierto inaugural será una gala lírica con las voces de Carlos Álvarez, Rocío Ignacio y Jorge de León.</li><li>25 de octubre: homenaje a Granados con el pianista Luis Fernando Pérez.</li><li>8 de noviembre: XX concierto del León de Oro.</li><li>13 de diciembre: concierto con música africana.</li></ul>    <p><b>2018</b></p>  <ul><li>10 y 24 de enero: conciertos de jóvenes intérpretes.</li><li>14 de febrero: recital del guitarrista Rafael Aguirre y el violonchelista Nàdege Rochat.</li><li>14 de marzo: concierto del Cuarteto Rentano.</li><li>16 de mayo: concierto de cuartetos de cuerda.</li><li>30 de mayo: la temporada se cerrará con la actuación de la cantaora Rocío Márquez, la pianista Rosa Torres y el recitador Luis García</li></ul>","","<p>Sociedad Filarmónica de Gijón<strong><br/> </strong>Calle Casimiro Velasco 23, (dependencias del Teatro Jovellanos)<br/> 33201 Gijón - Asturias</p><p>Tel.: 985 35 28 42</p>","<p><a href="mailto:info@filarmonicadegijon.com"></a><a href="mailto:info@fiflarmonicadegijon.com" title="Enviar correo electrónico a info@fiflarmonicadegijon.com">info@filarmonicadegijon.com</a></p>","<p><a href="http://www.filarmonicadegijon.com/conciertos.php" title="Ir a http://www.filarmonicadegijon.com/conciertos.php" rel="external">http://www.filarmonicadegijon.com/conciertos.php</a></p>"
"Ciclos sinfónicos en el Auditorio "Príncipe Felipe" de Oviedo. Temporada 2017-2018","Actividades","FMC-Ayto. de Oviedo","13/06/2018","<p>Oviedo, será la capital musical de Asturias la próxima temporada con los <b>Conciertos del Auditorio y las Jornadas de Piano &quot;Luis G. Iberni&quot;.</b></p>  <p><b>Un completo programa de actuaciones que comenzarán a partir del 7 de octubre de 2017 y se sucederán hasta el 13 de junio de 2018.</b></p>  <p><strong></strong></p>  <p><strong>Venta de localidades y abono en taquillas del Teatro Campoamor</strong></p>    <ul><li>Abonos conjuntos a partir del 17 de agosto de 2017.</li><li>Abonos sueltos del 18 al 27 de septiembre 2017.</li><li>Localidades sueltas a partir del 30 de septiembre de 2017.</li><li>Localidades para conciertos extraordinarios a partir del 17 de agosto (10% de descuento para abonados).</li></ul>  <p></p>  <p>La compra del abono conjunto supone un descuento del 30% sobre el precio de las localidades sueltas</p>  <p></p>  <p><b>Todos los conciertos comenzarán a las 20 h. excepto los celebrados en domingo, que lo harán a las 19 h.</b></p>  <p></p>","<a href="http://www.oviedo.es/documents/12103/a232917d-1794-4f8d-af35-d6065591e893" title="Ir a http://www.oviedo.es/documents/12103/a232917d-1794-4f8d-af35-d6065591e893" rel="external">Avance del programa</a>","<p><b>Auditorio Palacio de Congresos &quot;Príncipe Felipe&quot;</b></p><p>Plaza del Fresno 33007 Oviedo</p><p>Tel.: 985 24 62 17 | 985 27 23 07 | 98527 21 11<br/><br/></p><p><b>Teatro Campoamor (taquillas)</b></p><p>Horario: de 12 a 13.30 y de 16 a 20 h</p><p>Calle Pelayo, s/n, 33002 Oviedo, Asturias</p><p>Tel.:985 20 75 90</p>","","<p><a href="http://www.oviedo.es/ccjp" title="Ir a http://www.oviedo.es/ccjp" rel="external">http://www.oviedo.es/ccjp</a></p>"
"Voluntariado en ANHIPA para sus actividades curso 2017/2018","Actividades","Asociación de niños hiperactivos de Asturias","30/06/2018","<p>ANHIPA, Asociación de Niños Hiperactivos de Asturias, necesita voluntarios/as</p>  <p><b>Voluntariado en ANHIPA:</b> cualquier persona que comparta los objetivos de la asociación y quiera colaborar para alcanzarlos</p>  <p><b>Perfil del voluntario/a:</b></p>  <ul><li>Estudiantes o titulados de magisterio, pedagogía, psicología, animadores socioculturales, monitores de ocio y tiempo libre.</li></ul><b>Se ofrece:</b><br/><ul><li>Formación específica y asistencia gratuita a todas las actividades formativas de la asociación</li><li>Alta seguro de accidentes</li><li>Abono gastos desplazamiento fuera de la localidad de residencia</li><li>Si eres estudiante de la Universidad de Oviedo se te convalidad un crédito por cada 25 horas de voluntariado (hasta un máximo de 3 créditos por curso).</li></ul>","","<p>ANHIPA</p>  <p>Avda. Hermanos Felgueroso, 78</p>  <p>33209 Gijón</p>  Tel: 667 425 279","<a href="mailto:info@anhipa.com" title="Enviar correo electrónico a info@anhipa.com">info@anhipa.com</a>","<a href="http://www.anhipa.com" title="Ir a www.anhipa.com" rel="external">www.anhipa.com</a>"
