dc:identifier,dc:modified,dc:titulo,dc:es_servicio_online,dc:extracto_resumen,dc:tramite_online,dc:enlace,dc:es_servicio_presencial,dc:tramite_presencial,dc:es_servicio_telefonico,dc:tramite_telefonico,dc:telefonos_contacto,dc:dirigido_a,dc:como_se_realiza_solicita,dc:plazos_solicitud,dc:normativa_procedimientos_reguladores,dc:preguntas_frecuentes,dc:objetivos,dc:adjuntos,dc:adjuntos_documentacion,dc:enlaces,dc:impresos,dc:registro_general,dc:para_personas,dc:urbanismo_ciudad,dc:tributos_negocios,dc:servicio_municipal,dc:impuesto,dc:autoliquidaciones,dc:tipo_tramite,uri
3820,2017-10-31T01:23:13.167Z,Solicitud de bonificación de las tasas de basura y agua para desempleados e IPREM,true,"<p>Bonificación fiscal del 75% de las tasas por recogida de basura\, y alcantarillado para desempleados e IPREM</p>\n<p>El Ayuntamiento de Santander ofrece Ayudas para el pago de las tasas de recogida de basuras y alcantarillado\, a aquellas personas que se encuentren en la situación desfavorable de desempleo que no superen el Indicador Público de Renta de Efectos Múltiples (IPREM).</p>\n<p>A través de este trámite\, un Ciudadano puede solicitar el acceso a estas Ayudas usando uno de los canales que se indican a continuación:</p>\n","<p>Para poder realizar esta tramitación Online\, se ha de cumplir los siguientes requisitos:</p>\n<p style=""margin-left: 40px;"">1. Disponer de una identidad Digital Autorizada. Cualquier <u>Certificado Digital o DNI Electrónico</u> es válido. Si usted no dispone de esta identidad\, puede solicitar una a través de este <a href=""https://www.sede.fnmt.gob.es/certificados"" target=""_blank""><b>enlace</b></a></p>\n<p style=""margin-left: 40px;"">2. Disponer de un <u>Equipo compatible</u> con la plataforma de tramitación. Puede comprobar los requisitos y configuración necesaria haciendo clic <a href=""http://sede.ayto-santander.es/jsp/3webc/requisitosES.jsp"" target=""_blank""><b>Aqui</b></a></p>\n",https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&entidad=&redirige=M3dlYmMvZmljaGFBc3VudG8uZG8/b3BjaW9uPTAmYXNhc19pZGVfYXN1PTEzNDQmcnV0YT0vM3dlYmMvYXN1bnRvc01hc1VzdWFsZXMuZG8/b3BjaW9uPTAhcGVyaW9kbz0w,true,"<p>Para realizar este trámite deberá rellenar una de las solicitudes que se indican a continuación y entregarla en cualquier oficina de Registro legalmente habilitada. En función de su situación deberá escoger una de las siguientes solicitudes:</p>\n<ul><li><a href=""https://sede.santander.es/sites/sede.santander.es/files/solicitud_bonificacion_tasa_basura_y_agua_desempleados_interactiva_0.pdf"">Solicitud para personas en situación de desempleo</a></li>\n<li><a href=""https://sede.santander.es/sites/sede.santander.es/files/solicitud_bonificacion_tasa_basura_y_agua_iprem_interactiva_0.pdf"">Solicitud para personas que no superen el IPREM</a></li>\n</ul><p>Se podrá presentar la solicitud en los Registros de cualquier órgano administrativo que pertenezca a la Administración General del Estado; a la de cualquier Administración de las Comunidades Autónomas; a la de cualquier Administración de las Diputaciones Provinciales\, Cabildos y Consejos Insulares; a los Ayuntamientos de los Municipios a que se refiere el artículo 121 de la Ley 7/1985\, de 2 de abril\, reguladora de las Bases del Régimen Local; o a la del resto de las entidades que integran la Administración Local si\, en este último caso\, se hubiese suscrito el oportuno convenio. Así como en las oficinas de Correos\, en las representaciones diplomáticas u oficinas consulares de España en el extranjero\, y en cualquier otro Registro que establezcan las disposiciones vigentes.</p>\n",false,,,,,,,,,,,,"https://sede.santander.es/sites/sede.santander.es/files/solicitud_bonificacion_tasa_basura_y_agua_desempleados_interactiva_0.pdf\, https://sede.santander.es/sites/sede.santander.es/files/solicitud_bonificacion_tasa_basura_y_agua_iprem_interactiva_0.pdf",,"Ayudas y subvenciones\, Ayudas para personas con pocos recursos",,Exenciones y bonificaciones,Rentas y Exacciones,Tasas y Precios Publicos,,Bonificación,http://datos.santander.es/api/datos/tramites_sede_electronica/3820.csv
3818,2017-10-31T01:23:13.167Z,Alta Centros de Formación en el servicio de orientación e inserción laboral,false,<p>Este tramite permite a los centros de Formación darse de alta en el registro de Centros de la Agencia de Desarrollo Local del Ayuntamiento de Santander</p>\n,,,true,"<p>La presentación del formulario sera en la Agencia de Desarrollo Local\, situada en la calle Magallanes\, nº 30 (edificio Villaflorida)</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_alta_centro_interactiva_0.pdf,,,,Asesoramiento y Orientación Empresas,Empleo y Promoción Empresarial,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3818.csv
3816,2017-10-31T01:23:13.167Z,Comunicación de Curso (servicio de orientación e inserción laboral),false,<p>Este tramite permite a los centros de formación informar a la Agencia de desarrollo Local de los cursos de formación que van a impartair.</p>\n,,,true,"<p>La comunicación del curso se presentará en la calle Agencia de Desarrollo Local\, situada en la calle Magallanes\, nº 30 (edificio Villaflorida)</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/comunicacion_de_curso_interactiva_0.pdf,,,,Asesoramiento y Orientación Empresas,Empleo y Promoción Empresarial,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3816.csv
3815,2017-10-31T01:23:13.167Z,Alta en el Registro de Terceros Municipal,false,"<p>Este tramite va dirigido a aquellas empresas o autonomos acreedores del Ayuntamiento\, que necesiten realizar alguna gestión con la tesoreria del Ayuntamiento de Santander (Presentar una factura\, domiciliar sus cobros\, etc...). Antes de realizar cualquier operacaión de este tipo\, el acreedor debe figurar de alta como tercero en la BBDD Municipal.</p>\n",,,true,"<p>Podra presentar la ficha en el Servicio de Tesoreria\, en Plaza del Ayuntamiento s/n</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/ficha_de_terceros_interactiva.pdf,,,,"Impuestos\, Tasas\, Licencias y Permisos\, Domiciliación de recibos",Tesorería,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3815.csv
3814,2017-10-31T01:23:13.167Z,Alta Empresa en servicio de intermediación laboral,false,"<p>La intermediación laboral es el conjunto de acciones que tienen por objeto poner en contacto las ofertas de trabajo con los trabajadores que buscan un empleo\, para su colocación. Mediante este tramite las empresas pueden solicitar el alta en este servicio</p>\n",,,true,"<p>La solicitud se presentará en la Agencia de Desarrollo Local\, situada en la calle Magallanes\, nº 30 (edificio Villaflorida)</p>\n",false,,,,,,,,,"https://sede.santander.es/sites/sede.santander.es/files/bases_reguladoras_de_las_ayudas_destinadas_al_fomento_de.pdf\, https://sede.santander.es/sites/sede.santander.es/files/convocatoriaayudas2013.pdf",,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_alta_empresa_interactiva_0.pdf,,,,Asesoramiento y Orientación Empresas,Empleo y Promoción Empresarial,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3814.csv
3813,2017-10-31T01:23:13.167Z,"Solicitud de Licencia de ocupación de la vía pública con veladores\, mesas y sillas",false,"<p>Tramite para solicutar una autorización para la ocupación de la vía pública y bienes de uso público\, debido a la colocación de sillas\, mesas\, veladores o instalaciones análogas.</p>\n",,,true,"<p>La solicitud se presentará en los Registros de cualquier órgano administrativo que pertenezca a la Administración General del Estado; a la de cualquier Administración de las Comunidades Autónomas; a la de cualquier Administración de las Diputaciones Provinciales\, Cabildos y Consejos Insulares; a los Ayuntamientos de los Municipios a que se refiere el artículo 121 de la Ley 7/1985\, de 2 de abril\, reguladora de las Bases del Régimen Local; o a la del resto de las entidades que integran la Administración Local si\, en este último caso\, se hubiese suscrito el oportuno convenio. Así como en las oficinas de Correos\, en las representaciones diplomáticas u oficinas consulares de España en el extranjero\, y en cualquier otro Registro que establezcan las disposiciones vigentes</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/veladores_0.pdf,,,Ocupación de vía pública,,Licencias y Autorizaciones,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3813.csv
3812,2017-10-31T01:23:13.167Z,Necesito información sobre la celebración de una Boda Civil,false,"<p> </p>\n<p>Las bodas se celebran en los salones del Palacio de La Magdalena los sábados -todo el año- excepto festivos en horario de 11:00 a 13:30 y de 17:00 a 20:00 hr. cada media hora. Y de lunes a viernes en horario de mañana en los salones del Ayuntamiento de Santander.</p>\n<p>Se instruirá el expediente\, previo a la celebración del matrimonio\, en el Registro Civil donde esté empadronado uno de los contrayentes\, ( en Santander Avda. Pedro San Martín s/n) indicando que desean casarse en el Ayuntamiento de Santander.</p>\n<p><strong>NOTA: <em>Preguntar en el Registro Civil\, lo antes posible\, sobre la documentación a presentar y tiempo de entrega y tramitación.</em></strong></p>\n",,,true,<p>OFICINA DE PROTOCOLO Plaza del Ayuntamiento s/n</p>\n,true,,"<p>Tfnos: 942-200746 / 747 Fax: 942-200748 Email: <a href=""mailto:protocolo@santander.es"">protocolo@santander.es</a></p>\n",Personas físicas,"DOCUMENTOS QUE DEBERÁN ENTREGARSE EN EL GABINETE DE PROTOCOLO 15 DIAS ANTES DE LA CELEBRACIÓN DEL MATRIMONIO:1. AUTORIZACIÓN DEL MATRIMONIO emitido por&nbsp;el Registro Civil de Santander .2. FOTOCOPIA DEL DNI. DE LOS PADRINOS.3. DESARROLLO DE UNA BODA CIVIL. Documento que se facilita en la oficina de Protocolo del Ayuntamiento de Santander\, con las opciones elegidas.&nbsp;",Deberán presentar en el Registro General del Ayuntamiento los originales de la solicitud junto con la carta de pago abonada en el plazo de 30 días desde que se anotó en el Servicio de Protocolo,No,"<p>¿Cuanto cuesta la celebración de la boda civil?</p>\n<p>250\,00 € si uno de los dos está empadronado en Santander y 350\,00 € en el caso de que ninguno de los contrayentes esté empadronado en Santander. </p>\n<p>¿Como puedo reservar la fecha de celebración del evento?</p>\n<p>Debera ponerse en contacto con el Servicio de Protocolo del Ayuntamiento de Santander para conocer las fechas disponibles y realizar la reserva.</p>\n<p>¿Cuando debo pagar esta Tasa/Precio Público?</p>\n<p>El pago de este Precio Publico se ha de realizar en el plazo de 30 dias a contar desde la fecha de reserva del evento. No se recomienda en ningun caso abonar esta tasa si aun no se ha confirmado la reserva de la fecha del evento con el Servicio de Protocolo. El pago es obligatorio para confirmar la reserva.</p>\n<p>¿Como puedo pagar esta Tasa/Precio Publico?</p>\n<p>Puede pagarlo de manera telemática si ud. está en posesion de una identidad digital (Certificado digital) a través de este Portal o puede pagarlo a través de una de las entidades bancarias que colaboran con el Ayuntamiento. <strong><a href=""http://santander.es/content/precio-publico-por-prestacion-servicios-celebracion-bodas"">Para más información pinche aquí o consulte la sección Enlaces relacionados de esta página.</a></strong></p>\n<p> </p>\n<p> </p>\n",,https://sede.santander.es/sites/sede.santander.es/files/documentacion_y_desrrollo_boda_civil.pdf,,http://santander.es/content/precio-publico-por-prestacion-servicios-celebracion-bodas,https://sede.santander.es/sites/sede.santander.es/files/solicitud_bodas_interactiva_0.pdf,,Infancia y Familia,,,Protocolo,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3812.csv
3811,2017-10-31T01:23:13.167Z,Solicitud de licencia de obra instalación para acondicionamiento o reformas de establecimiento hosteleros,false,,,,true,"<p>La solicitud se presentará en el Servicio de Obras en la calle Los Escalantes nº 3 - 2º piso\, en horario de oficinas</p>\n<p>Sobre la documentación a aportar\, se informa dentro de la solicitud</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_licencia_reforma_hosteleria_interactiva_0.pdf,,,Licencias de Obra e Instalaciones,,Licencias de Obras,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3811.csv
3809,2017-10-31T01:23:13.167Z,Solicitud de licencia de primera utilización de edificios,false,,,,true,"<p>La solicitud se presentará en el Servicio de Obras en la calle Los Escalantes nº 3 - 2º piso\, en horario de oficina</p>\n<p>La información de la documentación a aportar figura dentro de la solicitud</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_licencia_primera_ocupacion_edificios_interactiva.pdf,,,Licencia de Primera Ocupación,,Licencias de Obras,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3809.csv
3808,2017-10-31T01:23:13.167Z,Solicitud de licencia de parcelación,false,"<p>Trámite para solicitar la licencia de Parcelación\, o división simultánea/sucesiva de terrenos en dos o más nuevas parcelas independientes\, o cuotas indivisas de los mismos. </p>\n",,,true,"<p>La solicitud se presentará en el Servicio de Obras en la calle Los Escalantes nº 3 - 2º piso\, en horario de oficina</p>\n<p>La información de la documentación a aportar figura dentro de la solicitud</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_licencia_parcelacion_interactiva_0.pdf,,,Licencias de Obra e Instalaciones,,Licencias de Obras,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3808.csv
3807,2017-10-31T01:23:13.167Z,Solicitud de licencia de obra para reformas y ampliaciones de edificios/instalaciones comerciales e industriales,false,,,,true,"<p>La solicitud se presentará en el Servicio de Obras en la calle Los Escalantes nº 3 - 2º piso\, en horario de oficina</p>\n<p>La información de la documentación a aportar figura dentro de la solicitud</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_licencia_reforma_edificios_interactiva_0.pdf,,,Licencias de Obra e Instalaciones,,Licencias de Obras,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3807.csv
3806,2017-10-31T01:23:13.167Z,Solicitud de licencia de obra mayor de nueva planta,false,,,,true,"<p>Los pasos a realizar en la tramitación Presencial son:</p>\n<ol><li>\n<p>Liquidar tasas e impuesto (2% PEM sin IVA) en el Servicio de Gestión Tributaria situado en <a href=""https://www.google.es/maps/place/Ayuntamiento+de+Santander/@43.4622157\,-3.8120361\,17z/data=!3m1!4b1!4m5!3m4!1s0xd494bcb87583ef3:0xcfadd99aaf54da11!8m2!3d43.4622157!4d-3.8098421"" target=""_blank"">Edificio Casa Consistorial</a></p>\n</li>\n<li>\n<p>Presentar toda la documentación especificada en la solicitud\, más las cartas de pago en el Registro General situado en el mismo edificio.</p>\n</li>\n</ol>",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_licencia_nueva_planta_interactiva_0.pdf,,,Licencias de Obra e Instalaciones,,Licencias de Obras,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3806.csv
3805,2017-10-31T01:23:13.167Z,Solicitud de licencia de obra mayor de derribo,false,<p>Mediante  este trámite podrá solicitar una licencia de obra necesaria para realizar demoliciones parciales o totales de edificaciones. </p>\n,,,true,"<p>La solicitud se presentará en el Servicio de Obras en la calle Los Escalantes nº 3 - 2º piso\, en horario de oficina</p>\n<p>La información de la documentación a aportar figura dentro de la solicitud</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_derribo.pdf,,,Licencias de Obra e Instalaciones,,Licencias de Obras,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3805.csv
3804,2017-10-31T01:23:13.167Z,Solicitud de Descalificación Vivienda Protección Oficial VPO,false,,,,true,"<p>Se puede presentar la solicitud en los Registros de cualquier órgano administrativo que pertenezca a la Administración General del Estado; a la de cualquier Administración de las Comunidades Autónomas; a la de cualquier Administración de las Diputaciones Provinciales\, Cabildos y Consejos Insulares; a los Ayuntamientos de los Municipios a que se refiere el artículo 121 de la Ley 7/1985\, de 2 de abril\, reguladora de las Bases del Régimen Local; o a la del resto de las entidades que integran la Administración Local si\, en este último caso\, se hubiese suscrito el oportuno convenio. Así como en las oficinas de Correos\, en las representaciones diplomáticas u oficinas consulares de España en el extranjero\, y en cualquier otro Registro que establezcan las disposiciones vigentes</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_descalificacion_vivienda_proteccion_oficial_interactiva_0.pdf,,,"Certificados\, Documentos y otras Solicitudes",,"Planeamiento urbanístico\, desarrollo y gestión",,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3804.csv
3802,2017-10-31T01:23:13.167Z,Denuncia de deficiencias en el edificio,false,<p>Los Ciudadanos de Santander y las Comunidades de Vecinos pueden denunciar deficiencias localizadas en edificios que se encuentran dentro del territorio Municipal de la Ciudad mediante este trámite. El Ayuntamiento mediará en estas denuncias y emitira las resoluciones oporturnas en los casos que procedan. El Ayuntamiento no intervendrá respecto deficiencias que no trasciendan del ámbito de las relaciones privadas ni respecto los posibles daños y perjuicios que se deriven de las deficiencias. </p>\n,,,true,<p>Se presentará la denuncia en el Servicio de Obras situado en la calle Los Escalantes nº 3 - 2º piso en horario de oficinas</p>\n,false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/denuncia_deficiencias_en_el_edificio_interactiva_0.pdf,,Denuncias,,,Licencias de Obras,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3802.csv
3801,2017-10-31T01:23:13.167Z,Comunicación a la Consejeria de Medio Ambiente de licencia con proyecto de gestión de residuos,false,,,,true,"<p>Se presentara la hoja de comunicación en el departamento de Obras situado en la calle Los Escalantes nº 3 - 2º piso\, en horario de oficinas</p>\n",false,,,,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/comunicacion_gestion_residuos_interactiva_0.pdf,,,"Impuestos\, licencias y permisos",,Licencias de Obras,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3801.csv
3800,2017-10-31T01:23:13.167Z,"Soy pensionista y quiero solicitar la tarjeta para el autobus municipal ",false,<p>Esta tarjeta ofrece viajes ilimitados a los pensionistas empadronados en Santander.</p>\n,,,true,,false,,,,"Para solicitar la tarjeta de pensionista usted ha de:Acudir a la Oficina de Atención al Cliente de TUS y solicitar el impreso&nbsp;correspondiente.Los requisitos para obtener dicha tarjeta son:Estar empadronado en Santander.Ser mayor de 65 años con las siguientes condiciones:&nbsp;Ingresos anuales inferiores al Indicador Público de Renta de Efectos Múltiples&nbsp;(IPREM) en el caso de pensionistas viudos o solteros.&nbsp;En caso de matrimonio o&nbsp;parejas de hecho los ingresos de ambos deberán ser inferiores a 2 veces el&nbsp;Indicador Público de Renta de Efectos Múltiples (IPREM); en este último caso&nbsp;los cónyuges tienen también derecho a la tarjeta pensionista.Ser menor de 65 años con las siguientes condiciones:Percibir pensión de incapacidad Permanente Absoluta o disponer de&nbsp;certificado de Minusvalía igual o superior al 65 % discapacidad o más.&nbsp;Ingresos anuales inferiores al Indicador Público de Renta de Efectos Múltiples&nbsp;(IPREM) en el caso de pensionistas viudos o solteros.&nbsp;En caso de matrimonio o&nbsp;parejas de hecho los ingresos de ambos deberán ser inferiores a 2 veces el&nbsp;Indicador Público de Renta de Efectos Múltiples (IPREM); en&nbsp;este último caso&nbsp;los cónyuges tienen también derecho a la tarjeta pensionista.Además de cumplimentar la solicitud en la Oficina de Atención al Cliente deberá adjuntar:Fotocopia del DNIFotografía actual tamaño carnéFotocopia Libro de Familia en caso de matrimonios o certificado&nbsp;de estar inscrito en el Registro de Parejas de Hecho.Fotocopia del Certificado de grado de discapacidadFotocopia Certificado de la Pensión (Si es una persona sola\, que&nbsp;no pase de 532\,51 euros al mes\, si es un matrimonio\, que no&nbsp;pase de 1065\,02 euros al mes entre los dos. En el que caso de&nbsp;no hacer la declaración de&nbsp;la&nbsp;renta\,&nbsp;tienen que traer certificado&nbsp;de cada uno con lo que cobran al mes de pensión. Si aún no&nbsp;tiene los 65 años\, y lo pide por discapacidad\, obligatoriamente&nbsp;tiene que tener una pensión a su nombre\, y para&nbsp;justificarlo\,&nbsp;tienen que traer un certificado con lo que cobran al mes de&nbsp;pensión.El coste 1\,20&euro; por tarjeta a abonar en el momento de la presentación de la&nbsp;solicitud. Se envía a casa aproximadamente en el plazo de 1 mes.",,,"<p><strong>Se me ha roto la tarjeta\, ¿qué pasos he de seguir?</strong></p>\n<p>Hay que entregar la tarjeta rota y se le hace una nueva en el momento . Tiene un coste de adquisición de 1\,20€.</p>\n<p> </p>\n<p><strong>Se me ha perdido la tarjeta\, ¿qué pasos he de seguir?</strong></p>\n<p>En caso de pérdida se apuntará para hacer otra tarjeta que se entregará en el plazo de un mes desde que lo comunica en la oficina de Atención al Cliente_ coste 1\,20€.</p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><strong>He utilizado indebidamente una tarjeta personal que no es mía y me la han retirado\, ¿qué puedo hacer?</strong></p>\n<p style=""text-align: justify;"">Si el conductor o inspector retira una tarjeta de pensionista por estar siendo utilizada por otra persona\, quedará 1 mes retenida en la oficina de Atención al Cliente.</p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><strong>¿Cómo se renueva la tarjeta?</strong></p>\n<p style=""text-align: justify;"">Para renovar las tarjetas de autobús de pensionista habrá que acudir a la oficina de Atención al Cliente con la tarjeta de autobús caducada fotos que necesiten actualización. Se hace la nueva tarjeta en el momento. Tiene un coste de 1\,20€.</p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><strong>¿Por qué tengo que esperar un mes cuando me la han robado?¿dónde lo pone?</strong></p>\n<p style=""text-align: justify;"">Según lo establecido en el vigente Acuerdo de Precios Públicos por la prestación de los servicios de Transporte urbano\, en caso de robo o extravío\, el plazo de entrega de la nueva tarjeta es de un mes desde su notificación.</p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><strong>¿Se la puedo dejar a alguien?</strong></p>\n<p style=""text-align: justify;"">No\, es personal e intransferible</p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><strong>Si aparece una tarjeta que había perdido ¿qué tengo que hacer?</strong></p>\n<p style=""text-align: justify;"">Debo acudir con la tarjeta encontrada a la citada oficina y aportarla. A continuación me dan una nueva.</p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><strong>¿Qué documentación tengo que aportar para renovar la tarjeta?</strong></p>\n<p style=""text-align: justify;"">Únicamente la tarjeta caducada.</p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><strong>¿Y si no me conceden la tarjeta\, qué pasa con el 1\,20 €?</strong></p>\n<p style=""text-align: justify;"">El abono del dinero en es concepto de tramitación de la solicitud\, por lo que aunque no se conceda la tarjeta no se devuelve.</p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><strong>¿Si no tengo pensión pero tengo la discapacidad\, no me la dan y me hará más falta la tarjeta que al que cobra una pensión? ¿Porqué?</strong></p>\n<p style=""text-align: justify;"">La tarjeta pensionista implica necesariamente el cobrar una pensión.</p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><strong>En caso de matrimonio uno de los dos no tiene 65 años y el otro sí ¿se puede solicitar?</strong></p>\n<p style=""text-align: justify;"">Sí</p>\n",,,,,https://sede.santander.es/sites/sede.santander.es/files/solicitud_tarjeta_pensionista_interactiva_0.pdf,,"Personas Mayores\, Personas Dependientes y Personas con Discapacidad",,,Transporte Urbano de Santander (TUS),,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3800.csv
3799,2017-10-31T01:23:13.167Z,Solicitud de tenencia de animales peligrosos,true,"<p>La tenencia de cualquier animales clasificados como potencialmente peligrosos (habitualmente Perros) requiere la previa obtención de una licencia administrativa\, que será otorgada por el Ayuntamiento del municipio de residencia del solicitante. Mediante este tramite\, el ciudadano puede solicitar la pertinente licencia.</p>\n",,https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&entidad=&redirige=M3dlYmMvZmljaGFBc3VudG8uZG8/b3BjaW9uPTAmYXNhc19pZGVfYXN1PTE0NyZydXRhPS8zd2ViYy9hc3VudG9zTWFzVXN1YWxlcy5kbz9vcGNpb249MCFwZXJpb2RvPTA%3D,true,"<p>Se puede presentar la solicitud en los Registros de cualquier órgano administrativo que pertenezca a la Administración General del Estado; a la de cualquier Administración de las Comunidades Autónomas; a la de cualquier Administración de las Diputaciones Provinciales\, Cabildos y Consejos Insulares; a los Ayuntamientos de los Municipios a que se refiere el artículo 121 de la Ley 7/1985\, de 2 de abril\, reguladora de las Bases del Régimen Local; o a la del resto de las entidades que integran la Administración Local si\, en este último caso\, se hubiese suscrito el oportuno convenio. Así como en las oficinas de Correos\, en las representaciones diplomáticas u oficinas consulares de España en el extranjero\, y en cualquier otro Registro que establezcan las disposiciones vigentes</p>\n",false,,,A personas con animales potencialmente peligrosos,,,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/perros_peligrosos.pdf,,,Animales,,Salud,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3799.csv
3798,2017-10-31T01:23:13.167Z,Consulta / Pago de Deuda,true,"<p>Mediante esta herramienta el Ciudadano podrá consultar datos relativos al estado de la deuda asociada a impuestos\, tasas\, liquidaciones\, precios publicos y demás tipos. Estas son algunas de las acciones disponibles en la herramienta:</p>\n<p style=""margin-left: 40px;"">- Consulta de deuda Pendiente de Pago</p>\n<p style=""margin-left: 40px;"">- Consulta de deuda pagada</p>\n<p style=""margin-left: 40px;"">- Obtención de Justificante de Pago de una Deuda</p>\n<p style=""margin-left: 40px;"">- Obtención de Copia de un Recibo</p>\n<p style=""margin-left: 40px;"">- Obtención de un documento/Carta de Pago para el Pago en una entidad bancaria</p>\n<p style=""margin-left: 40px;"">- Pago de una deuda Online</p>\n<p style=""margin-left: 40px;""> </p>\n","<p style=""text-align: justify;"">Para acceder a toda esta funcionalidad\, debe disponer de un certificado digital que acredite su identificación. Utilize el siguiente botón par el acceso con certificado:</p>\n<p style=""text-align: center;""><a class=""btn btn-xs btn-primary"" href=""https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&amp;redirige=M3dlYmMvbW9uaXRvclBhZ29zLmRvP29wY2lvbj0w"" target=""_blank"">Consulta/Pago de Deuda (con Certificado)</a></p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;"">Si no dispone de certificado digital\, podrá seguir usando esta funcionalidad\, pero sólo tendrá disponible la opción de pago de deudas\, para lo cual se le pediran determinados datos que figuran en el documento de deuda (recibo y autoliquidación) y que por tanto ha de tener en su posesión:</p>\n<p style=""text-align: center;""><a class=""btn btn-xs btn-primary"" href=""https://sede.ayto-santander.es/3webc/monitorPagos.do?opcion=0"" target=""_blank"">Pago de Deuda (Sin Certificado)</a></p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""> </p>\n",,,,,,,,,,,,,,,,,Consulta de expedientes y documentos,,,"Impresión de recibos\, Pago de recibos",Recaudación,"IAE\, IBI\, ICIO\, IVTM\, Tasas y Precios Publicos\, Plusvalía",,Pago,http://datos.santander.es/api/datos/tramites_sede_electronica/3798.csv
