dc:identifier,ayto:titulo,ayto:url_imagen,ayto:descripcion,dc:descripcion_ingles,dc:fh_inicio,ayto:fh_fin,ayto:id_comercio,ayto:nombre_comercio,ayto:direccion,ayto:latitud,ayto:longitud,dc:modified,uri
324,FOTOS DE CARNET 1 EURO-SABADOS LOCOS-TODOS LOS SABADOS TARDE TODO EL AÑO,,8 FOTOS DE CARNET Y 2 DE CARTERA SOLO POR  1 EURO,,2014-12-31T23:00:00.000Z,2015-12-30T23:00:00.000Z,COM150,FOTOANSOLA,"GUEVARA-9    ",43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.179Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/324.csv
323,¿Eres una persona llena de buenos valores y que respeta a los demás?...,https://farm8.staticflickr.com/7430/16389504435_0263f294a9.jpg,"'Ponte en el lugar de una madre\, de un adolescente\, del presidente del gobierno y actúa como si fueras ellos'\n\nTe presentamos 'QUORUM'. Un juego para comprender nuestro entorno\, una herramienta para aprender jugando\, un instrumento para escuchar y sentirnos escuchados. A partir de 15 años.\n\nEs un divertido juego de mesa que emplea la simulación social como base para la educación en valores\, proponiendo dilemas éticos que los jugadores tienen que resolver utilizando su propia escala de valores.\n\nPonte en las situaciones más inesperadas y resuelve los dilemas. Además contarás con las tarjetas de buena y mala suerte\, las condenas y los juicios\, que harán cambiar tu destino en el juego constantemente.\n\nA la vez que te diviertes estás aprendiendo el significado de los valores\, a ponerlos en práctica\, a expresarte\, a comunicarte y a escuchar a los demás. En definitiva\, Quorum crea experiencias y da forma a la personalidad de los individuos.\n",'Quorum' New Game,2015-01-28T18:00:00.000Z,2015-02-07T19:00:00.000Z,COM532,Librería Estvdio,"Calle Burgos\, 5",43.46151920019324,-3.8145785466575717,2017-10-31T16:02:19.179Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/323.csv
322,Presentación del libro 'Guía Ilustrada de Cantabria' de Sara Temiño.,https://farm9.staticflickr.com/8652/16193987148_e7a2c38085.jpg,"Viernes 30 de enero presentación del libro 'Guía Ilustrada de Cantabria' de Sara Temiño a las 19:30 h. en la Sala V de Librería Estvdio\n\nA través de un lenguaje sencillo y un cuidadoso diseño en su composición\, la Guía ilustrada pretende resumir\, con rigor\, gran parte de la rica variedad cultural\, etnográfica\, histórica y paisajística que posee Cantabria.\n\nOrientada para el disfrute del público infantil\, juvenil y familiar\, la obra cuenta con gran cantidad de ilustraciones que ayudan a comprender y valorar el amplio patrimonio cántabro\, además de un texto narrativo ameno\, que hacen que su lectura sea divertida\, mostrando en todo momento su carácter pedagógico y lúdico.",Book presentation 'Guía ilustrada de Cantabria' by Sara Temiño. Friday 30. 19:30 h.,2015-01-27T18:00:00.000Z,2015-01-30T18:35:00.000Z,COM532,Librería Estvdio,"Calle Burgos\, 5",43.46151920019324,-3.8145785466575717,2017-10-31T16:02:19.179Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/322.csv
329,"Delicas de Miyuki\, ahora con rebajas importantes",https://farm8.staticflickr.com/7282/16330728388_6046d59930.jpg,"Rebajamos toda la colección de Delicas de Miyuki 11/0. Además de tener la mayor variedad de colores en Santander\, las comprarás al mejor precio.","We cut the entire collection of Delicas Miyuki 11/0. Besides having the largest variety of colors in Santander\, the'll buy at the best price.",2015-02-12T23:00:00.000Z,2015-04-30T22:00:00.000Z,COM893,Tierra de Abalorios,"Calle Cervantes\, 23",43.4635429,-3.8113684999999577,2017-10-31T16:02:19.178Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/329.csv
328,Rebajamos los precios de las Superdúo®,https://farm8.staticflickr.com/7457/16332156569_5cc1c09ac0.jpg,Ahora las cuentas Superdúo® las tenemos al mejor precio del mercado. Recuerda que son de venta Exclusiva en Santander en nuestra tienda. Somos distribuidores al por mayor y al por menor para España y Portugal.,Now Superdúo® the accounts we have the best market price. Remember that are exclusive sale in Santander in our store. We are wholesale distributors and retail for Spain and Portugal.,2015-02-12T23:00:00.000Z,2015-04-04T22:00:00.000Z,COM893,Tierra de Abalorios,"Calle Cervantes\, 23",43.4635429,-3.8113684999999577,2017-10-31T16:02:19.178Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/328.csv
327,35% de Descuento en Hilo de Aluminio HASTA AGOTAR STOCK,https://farm8.staticflickr.com/7299/16330633668_4bba7d4829.jpg,"Todos los hilos de aluminio redondos y planos para crear bisutería con un 35% de Descuento HASTA AGOTAR STOCK. No te quedes sin él y aprovecha para comprar al mejor precio. ",All round aluminum wire and plans to create jewelery with 35% off while supplies last. Do not miss it and take the opportunity to buy at the best price.,2015-02-11T23:00:00.000Z,2015-04-03T22:00:00.000Z,COM893,Tierra de Abalorios,"Calle Cervantes\, 23",43.4635429,-3.8113684999999577,2017-10-31T16:02:19.178Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/327.csv
326,Presentación de la colección 'De Cantabria Textos Recuperados',https://farm8.staticflickr.com/7423/16510167272_a2a3d52ab9.jpg,"Presentación de la colección 'De Cantabria Textos Recuperados'\n\nTRES LIBROS IMPRESCINDIBLES PARA CONOCER LA HISTORIA DE CANTABRIA\n\nMartes 17 de febrero\, 19:30 h.\n\nIntervienen:\n- D. Íñigo de la Serna (Alcalde del Excmo. Ayto. de Santander)\n- D. Benito Madariaga (Cronista oficial de Santander)\n- D. Valeriano García-Barredo (Librero y editor)\n\n'SANTANDER Y LA GUERRA HISPANO-AMERICANA DE 1898'\n'CANTABRIA A TRAVÉS DE SU HISTORIA'\n'GUÍA CONSULTOR E INDICADOR DE SANTANDER Y SU PROVINCIA'",Books collection presentation 'De Cantabria Textos Recuperados',2015-02-12T18:00:00.000Z,2015-02-17T18:45:00.000Z,COM532,Librería Estvdio,"Calle Burgos\, 5",43.46151920019324,-3.8145785466575717,2017-10-31T16:02:19.178Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/326.csv
325,Presentación de la colección 'Historia de la nobleza' de Ediciones 19.,https://farm8.staticflickr.com/7318/16402709146_2ee18e227d.jpg,"Presentación de la colección 'Historia de la nobleza' de Ediciones 19.\nMartes\, 10 de febrero a las 19:30h.\n\nSiete libros que estudian la nobleza\, como grupo social desde mediados del siglo XVIII a mediados del XX\, en España y América.\n\nEn la presentación intervendrán Ramón Maruri (profesor de Hª Moderna UC)\, Miguel Á. Sánchez y Germán Rueda (profesores de Hª Contemporánea UC).",Books presentation 'Historia de la nobleza',2015-02-02T18:00:00.000Z,2015-02-10T18:35:00.000Z,COM532,Librería Estvdio,"Calle Burgos\, 5",43.46151920019324,-3.8145785466575717,2017-10-31T16:02:19.178Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/325.csv
368,CAMPAÑA LIBROS DE TEXTO. DESCUENTO 250€ EN ORTODONCIA,https://farm1.staticflickr.com/291/18265033399_e98be28364.jpg,"VALIDEZ HASTA EL 30/09/2015.PARA TODAS LAS PERSONAS QUE COMPREN LIBROS DE TEXTO Y MATERIAL ESCOLAR ( CAMPAÑA 2015-2016 ) EN LOS CENTROS ADHERIDOS A LA CAMPAÑA COMO CARREFOUR\, LIBRERIAS STVDIO\, EL CORTE INGLES\, LIBRERIAS GIL.DESCUENTO MAXIMO DE 250€ POR PERSONA Y TICKET DE COMPRA DE LIBROS SUPERIOR A 100€\, ACEPTANDO PRESUPUESTO INTEGRAL DE ORTODONCIA.",,2015-06-04T22:00:00.000Z,2015-09-29T22:00:00.000Z,COM1539,VITALDENT,San Fernando 66,43.45928807436867,-3.8243766561889743,2017-10-31T16:02:19.177Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/368.csv
366,Instantaneas360,,Promoción descuento del 30 % para contratar el servicio de Google Maps Busienss View en los comercios que tengan campañas en activo durante el mes de Junio en esta plataforma.,,2015-06-08T07:00:00.000Z,2015-06-30T21:00:00.000Z,COM3177,Instantaneas360,None,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.177Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/366.csv
331,Liquidación de Fieltro. Todas las planchas de Fieltro y Formas con un 50% de Descuento,https://farm8.staticflickr.com/7435/16330789558_c233628c23.jpg,"Gran cantidad de planchas de fieltro de 1mm y 2mm. También disponemos de formas en diferentes grosores y modelos\, TODO AL 50%\, no te lo puedes perder. \nPásate hoy mismo por la tienda y aprovecha este chollo","Lots of plates Felt 1mm and 2mm. Forms are also available in different thicknesses and models\, ALL AT 50%\, not to be missed.\nHead over by the store today and take advantage of this bargain",2015-01-31T23:00:00.000Z,2015-09-05T22:00:00.000Z,COM893,Tierra de Abalorios,"Calle Cervantes\, 23",43.4635429,-3.8113684999999577,2017-10-31T16:02:19.177Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/331.csv
330,"Liquidamos todo el EcoZamak\, no te lo pierdas!!! ",https://farm8.staticflickr.com/7430/15895904744_85f92afc9e.jpg,"Toda la colección de Fornituras EcoZamak® hasta AGOTAR STOCK. Sólo de venta online\, pero si eres cliente de nuestra tienda de Santander\, lo puedes encargar y al día siguiente te lo llevamos a la tienda.","The entire collection of Findings EcoZamak® while supplies last. Only selling online\, but if you are a customer of our shop Santander\, you can order and the next day we'll bring to the store.",2015-01-31T23:00:00.000Z,2015-12-31T23:00:00.000Z,COM893,Tierra de Abalorios,"Calle Cervantes\, 23",43.4635429,-3.8113684999999577,2017-10-31T16:02:19.177Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/330.csv
370,Alquileres Verano,,Alquileres de pisos y apartamentos en julio y agosto. Precios muy atractivos.,,2015-06-03T22:00:00.000Z,2015-06-29T22:00:00.000Z,COM2639,BEST HOUSE SANTANDER SAN FERNANDO,Narciso Cuevas 1. Bajo. Santander,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.176Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/370.csv
369,"Cursillo de inicianción a la fotografía ",https://farm1.staticflickr.com/327/18453583621_cdea2738c9.jpg,"NUEVO  CURSILLO  DE  INICIACIÓN  A  LA  FOTOGRAFÍA. \n\nComenzará el  lunes  29  de  Junio  de  2015.\n\nSe formarán (5) grupos con diferentes horarios.\nLos grupos estarán sincronizados pudiendo cambiar de grupo en el caso de faltar algún día.\nSe realizarán 2 salidas para la realización de prácticas. \n\nGrupo (1) lunes y miércoles. (Mañanas de 9 a 11).\nGrupo (2) lunes y miércoles. (Tardes de 7\,30 a 9\,30).\n\nGrupo (3) martes y jueves. (Mañanas de 9 a 11). \nGrupo (4) martes y jueves. (Tardes de 7\,30 a 9\,30).\n\nGrupo (5) sábados (mañana de 9 a 1).\n\n* Cada grupo estará formado por un mínimo de (5) alumnos y un máximo de (10) por riguroso orden de inscripción.\n\nDuración: 5 semanas (4 horas semanales) (total 20 horas) A partir de la fecha de inicio.\nPrecio:  90 €. \nEl pago deberá realizarse obligatoriamente antes de la fecha de inicio del cursillo.\n\n*Los alumnos que hayan realizado este cursillo en anteriores convocatorias pueden repetirlo por el simbólico precio de 20 €. (Máximo 2 alumnos repetido","NEW COURSE OF INTRODUCTION TO PHOTOGRAPHY.\n\nIt will start on Monday June 29\, 2015.\n\nThey will form (5) groups with different schedules.\nThe groups will be synchronized group may change if someday miss.\n2 outputs for the experiments will be performed.\n\nGroup (1) Monday and Wednesday. (Mornings 9-11).\nGroup (2) Monday and Wednesday. (Evenings from 7.30 to 9.30).\n\nGroup (3) Tuesdays and Thursdays. (Mornings 9-11).\nGroup (4) Tuesdays and Thursdays. (Evenings from 7.30 to 9.30).\n\nGroup (5) Saturday (morning 9-1).\n\n* Each group will consist of a minimum of five (5) students and a maximum of (10) by order of registration.\n\nDuration: 5 weeks (4 hours per week) (total 20 hours) From the start date.\nPrice: 90 €.\nThe payment must be conducted before the start date of the course.\n\n* Students who have completed this course in previous calls can repeat for the symbolic price of 20 €. (Max 2 repeaters students per group).\n\nAGENDA\n\nThematic 1 LIGHT AND PHOTOGRAPHY\n- The light.\n- The Camera Obscura (br",2015-06-04T07:00:00.000Z,2015-06-29T07:00:00.000Z,COM3180,FOTOGRAFÍA  ZONA  5,Cardenal Cisneros 52 bajo,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.176Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/369.csv
404,LG G2 MINI,https://farm1.staticflickr.com/371/17864490383_7d1e50fdcc.jpg,TERMINAL A ESTRENAR Y LIBRE.\nTODOS NUESTROS TERMINALES TIENEN UN AÑO DE GARANTIA.,BRAND NEW TERMINAL FREE .\nALL OUR TERMINALS HAVE ONE YEAR WARRANTY,2015-06-04T22:00:00.000Z,2015-06-29T22:00:00.000Z,COM2285,PHONETECHNICS,AMOS DE ESCALANTE Nº 10 LOCAL,43.4620116,-3.8114277,2017-10-31T16:02:19.175Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/404.csv
399,XPERIA Z2,https://farm1.staticflickr.com/305/17862801013_694285426a.jpg,TERMINAL NUEVO Y LIBRE.\nTODOS NUESTROS TERMINALES TIENEN UN AÑO DE GARANTIA.,BRAND NEW TERMINAL FREE .\nALL OUR TERMINALS HAVE ONE YEAR WARRANTY,2015-06-04T22:00:00.000Z,2015-06-29T22:00:00.000Z,COM2285,PHONETECHNICS,AMOS DE ESCALANTE Nº 10 LOCAL,43.4620116,-3.8114277,2017-10-31T16:02:19.175Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/399.csv
398,HUAWEI P7,https://farm1.staticflickr.com/467/17862773253_ddda316f47.jpg,TERMINAL NUEVO Y LIBRE.\nTODOS NUESTROS TERMINALES TIENEN UN AÑO DE GARANTIA.,BRAND NEW TERMINAL FREE .\nALL OUR TERMINALS HAVE ONE YEAR WARRANTY,2015-06-04T22:00:00.000Z,2015-06-29T22:00:00.000Z,COM2285,PHONETECHNICS,AMOS DE ESCALANTE Nº 10 LOCAL,43.4620116,-3.8114277,2017-10-31T16:02:19.175Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/398.csv
396,XPERIA M2,https://farm1.staticflickr.com/321/18485193921_9e11dacf49.jpg,"TERMINAL A ESTRENAR LIBRE.\nTODOS NUESTROS TERMINALES TIENEN UN AÑO DE GARANTIA ",BRAND NEW TERMINAL FREE .\nALL OUR TERMINALS HAVE ONE YEAR WARRANTY,2015-06-04T22:00:00.000Z,2015-06-29T22:00:00.000Z,COM2285,PHONETECHNICS,AMOS DE ESCALANTE Nº 10 LOCAL,43.4620116,-3.8114277,2017-10-31T16:02:19.175Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/396.csv
412,FUNDAS MOVILES Y TABLETS,https://farm1.staticflickr.com/492/17865369613_447d9bf941.jpg,NO PIERDAS LA OPORTUNIDAD PARA PROTEGER TU MOVIL O TABLET \nPREGUNTANOS Y TE ENSEÑAREMOS LOS MODELOS QUE TENEMOS PARA TU MOVIL O TABLET\nCONTAMOS SIEMPRE CON LAS ULTIMAS NOVEDADES,DO NOT MISS THE OPPORTUNITY TO PROTECT YOUR MOBILE OR TABLET\nAsk us and we will teach MODELS HAVE TO YOUR PHONE OR TABLET\nWE ALWAYS WITH THE LATEST DEVELOPMENTS,2015-06-04T22:00:00.000Z,2015-06-29T22:00:00.000Z,COM2285,PHONETECHNICS,AMOS DE ESCALANTE Nº 10 LOCAL,43.4620116,-3.8114277,2017-10-31T16:02:19.146Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/412.csv
408,PROTECTORES DE VIDRIO TEMPLADO,https://farm1.staticflickr.com/301/18481512002_b5031794cf.jpg,TENEMOS LA SOLUCION PARA QUE TU PANTALLA NO SUFRA MAS GOLPES.\nPROTECTORES DE PANTALLA DE VIDRIO TEMPLADO.\nCOLOCACION GRATUITA\n,WE HAVE THE SOLUTION FOR YOUR SCREEN WILL BE MORE HITS .\nScreensavers tempered glass.\nFREE PLACEMENT,2015-06-04T22:00:00.000Z,2015-06-29T22:00:00.000Z,COM2285,PHONETECHNICS,AMOS DE ESCALANTE Nº 10 LOCAL,43.4620116,-3.8114277,2017-10-31T16:02:19.146Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/408.csv
407,REPARACION DE TERMINALES MOVILES Y TABLET,https://farm1.staticflickr.com/437/18297892028_097e21cde3.jpg,"REPARAMOS TODO TIPO DE TERMINALES Y TABLETS \nPANTALLAS ROTAS\, CONECTORES DE CARGA\, CAMARAS\, BOTONES ENCENDIDO//VOLUMEN\nLAS REPARACIONES TIENEN UNA GARANTIA DE 3 MESES ","We REPAIR ALL KINDS OF TERMINALS AND TABLETS\nBROKEN SCREEN \, charging connectors \, cameras \, BUTTONS ON VOLUME //\nRepairs are guaranteed for 3 months",2015-06-04T22:00:00.000Z,2015-06-29T22:00:00.000Z,COM2285,PHONETECHNICS,AMOS DE ESCALANTE Nº 10 LOCAL,43.4620116,-3.8114277,2017-10-31T16:02:19.146Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/407.csv
405,LG L9 II,https://farm1.staticflickr.com/435/18297387498_05e5ec1387.jpg,TERMINAL A ESTRENAR LIBRE.\nTODOS NUESTROS TERMINALES TIENEN UN AÑO DE GARANTIA.,BRAND NEW TERMINAL FREE .\nALL OUR TERMINALS HAVE ONE YEAR WARRANTY,2015-06-04T22:00:00.000Z,2015-06-29T22:00:00.000Z,COM2285,PHONETECHNICS,AMOS DE ESCALANTE Nº 10 LOCAL,43.4620116,-3.8114277,2017-10-31T16:02:19.146Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/405.csv
414,OFERTA JUNIO,https://farm1.staticflickr.com/422/18487805251_7f41d39083.jpg,"Habitación Doble 49.00€ domingos y 54.00€ de Lunes a Sábado.\nRégimen de solo alojamiento.\nOferta No reembolsable\, no modificable y no cancelable.\n","DOUBLE or TWIN room € 49.00 Sunday and 54.00€ from Monday to Saturday .\nOnly room.\nOffer not refundable\, non changeable and non-cancellable .",2015-06-05T11:00:00.000Z,2015-06-29T22:00:00.000Z,HOT43,HOTEL CITYEXPRESS SANTANDER PARAYAS,"C/ Abilio García Barón\, 1. Parque Industrial Nueva Montaña.-39011 Santander",43.442386472367474,-3.837444378509531,2017-10-31T16:02:19.145Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/414.csv
502,Un netbook para el viaje por solo 140 €,https://farm1.staticflickr.com/302/19173363953_10f9f1edb2.jpg,"NETBOOK NOKIA PVP.140 €\n•  Chasis de una sola pieza de aluminio \n•  19\,9 mm de grosor y pesa 1250g \n•  WLAN integrado y WWAN permitir la conectividad a Internet en cualquier  lugar donde una conexión WiFi o conexión de red celular se encuentre. \n•  3G / HSPA con tarjeta SIM intercambiables \n•  CPU: Intel Atom Z530\, 1\,6 GHz \n•  Chipset: Intel Poulsbo US15W\, diseño sin ventilador \n•  Memoria: 1 GB DDR2\, 533 Mhz \n•  Almacenamiento: 120 GB\, 1.8”/5mmH/SATA\, 8 MB cache\, 4200 RPM \n•  Pantalla: 10.1'\, 1280 × 720 píxeles \n•  Batería: 16 celdas 56.8 Wh Li-Ion\, hasta 12 horas de tiempo de uso \n•  Conectividad: \n•  Wi-Fi 802.11 b/g/n\, 2T2R\n• Bluetooth 2.1 + EDR\n• Modem 3G integrado (sólo llamadas de datos)\n• GSM y GPRS\n• GPS asistido\n•  Puerto I/O: 1 puerto de salida HDMI 1.2\, 3 USB 2.0\, salida de auriculares (OMTP 3\,5 mm)\, 1 lector de tarjetas SD\, un slot USIM. \n•  Cámara de 1\,3 MP y micrófono integrado \n•  Acelerómetro \n•  Sistema operativo: Windows 7 Starter Edition\, Home Premium o Profession","NOKIA Netbook\n• Frame made from a single piece of aluminum\n• 19.9 mm thick and weighs 1250g\n• integrated WLAN and WWAN enable connectivity to the Internet anywhere a WiFi or cellular network connection connection is found.\n• 3G / HSPA SIM card with interchangeable\n• CPU: Intel Atom Z530\, 1.6 GHz\n• Chipset: Intel Poulsbo US15W\, fanless design\n• Memory: 1 GB DDR2 533 MHz\n• Storage: 120GB\, 1.8 '/ 5mmH / SATA\, 8 MB cache\, 4200 RPM\n• Display: 10.1 '1280 × 720 pixels\n• Battery: 16-cell 56.8 Wh Li-Ion\, up to 12 hours of use\n• Connectivity:\n• Wi-Fi 802.11 b / g / n 2T2R\n• Bluetooth 2.1 + EDR\n• integrated 3G modem (data calls only)\n• GSM and GPRS\n• Assisted GPS\n• Port I / O: 1 HDMI 1.2 output port\, 3 USB 2.0\, headphone out (OMTP 3.5 mm)\, 1 SD card reader a USIM slot.\n• 1.3 MP camera and microphone\n• Accelerometer\n• Operating system: Windows 7 Starter Edition\, Home Premium or Professional",2015-07-18T08:00:00.000Z,2015-07-31T18:00:00.000Z,COM3577,FLASH INFORMATICA,"AMOS DE ESCALANTE\, 10 -BAJO 6",43.46197865392678,-3.8114323154831027,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/502.csv
501,CONSUMIBLES EN EL CENTRO AL MEJOR PRECIO,https://farm1.staticflickr.com/330/19171279334_972086555a.jpg,"FLASH INFORMATICA\, vendemos consumibles de impresora\, usb\, tarjetas de memoria\, pilas... todo en tecnología en el centro\, junto ayuntamiento\, y al mejor precio.\nReparamos tu movil accidentado\, ordenador portatil etc... visitanos estamos junto a la tienda de helados REGMA.","FLASH INFORMATICA\, sell printer consumables\, USB\, memory cards\, batteries ... everything in technology in the center next council\, and the best price.\nWe repair your rugged mobile\, laptop etc ... visit us we are next to the ice cream shop REGMA.",2015-07-20T08:00:00.000Z,2015-12-31T19:00:00.000Z,COM3577,FLASH INFORMATICA,"AMOS DE ESCALANTE\, 10 -BAJO 6",43.46197865392678,-3.8114323154831027,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/501.csv
499,Hora Feliz,https://farm1.staticflickr.com/440/19117930959_da1c4aac95.jpg,"Jueves\, viernes y sábados de 22 a 23 horas\, cervezas Mahou y Mahou negra a 1\,5€. Copas de balón aromatizadas a 3\,5€. Cubos de cerveza\, de 6 cuartos de cerveza Mahou cinco estrellas\, por 7\,5€",,2015-07-01T20:00:00.000Z,2015-09-30T21:00:00.000Z," BAR3203",lounge bar el diez,calle Monte 10.- Santander,43.46377360496097,-3.813175751342783,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/499.csv
498,Hora feliz,,Hora feliz,,2015-07-01T20:00:00.000Z,2015-09-30T21:00:00.000Z," BAR3203",lounge bar el diez,calle Monte 10.- Santander,43.46377360496097,-3.813175751342783,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/498.csv
496,compra 2 paquetes de té y llevate 1 caja de filtros de 100uds de regalo,https://farm4.staticflickr.com/3833/19042359280_3f8f0737b2.jpg,.,"ore than 90 types of teas to choose from\, pure black\, flavoured\, white cigars\, flavored\, Oolong scented\, pure\, pure\, flavoured green\, fruit infusions\, Pu-erh pure\, flavoured\, infusions of herbs\, lapacho\, horsetail decaballo\, boldo\, yogi\, ginger\, licorice\, mint\, and much more...",2015-06-01T06:30:00.000Z,2015-06-29T22:00:21.000Z,COM3305,Saboreatéycafé,Marcelino Sanz de Sautuola Nº 17 bj,43.46338424917617,-3.8037451044464206,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/496.csv
495,Gafas de sol Ray Ban Aviator  89.90€,https://farm1.staticflickr.com/523/18986630229_d2645788dd.jpg,Gafa de sol Ray Ban Aviator por tan sólo 89.90€. La mítica gafa de sol Ray Ban  ahora al alcance de tu mano.,"An amazing offer that you can not resist\, the new pair of sunglasses Ray Ban Aviator for 89.90€.",2016-02-29T23:00:00.000Z,2016-07-30T22:00:00.000Z,COM1422,Optica Centro Vision,Vargas Nº 45,43.46021479980386,-3.819065882339487,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/495.csv
494,2 gafas graduadas con antirreflejante por solo 98€,https://farm1.staticflickr.com/537/18550185454_5a2c5264c5.jpg,"Super oferta!!! 2 gafas graduadas completas con lentes orgánicas reducidas 1.56 antirreflejantes y antirayado por tan sólo 98\,00€. Gran variedad de modelos a elegir.","You can get a new offer that you can not resist\, a pair of eyewear with thin and Light 1.56 index lenses (Anti-Reflective Coating and anti-smudge)for only 98.00€",2017-02-28T23:00:00.000Z,2017-07-30T22:00:00.000Z,COM1422,Optica Centro Vision,Vargas Nº 45,43.46021479980386,-3.819065882339487,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/494.csv
492,2 bolsas de formato grande + botella de coca cola 500ml gratis,,Por la compra de 2 bolsas en formato grande te regalamos 1 botella de 500ml gratis,,2015-06-14T22:00:00.000Z,2015-08-31T22:00:00.000Z,COM3199,La Tienda De Silvia,Calle Marqués de la Hermida número 44,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/492.csv
491,CAMPAÑA VERANO,https://farm1.staticflickr.com/269/19089327025_319a2e4b4d.jpg,7% DECUENTO,7%OFF SALE,2015-06-21T22:00:00.000Z,2015-09-29T22:00:00.000Z,COM1952,VENTANAS QUINFER,"ALCAZAR DE TOLEDO\,6",43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/491.csv
490,FIN DE SEMANA OTOÑO INVIERNO,,OFERTA FIN DE SEMANA\n10% DESCUENTO,WEENKEND OFFER\n10% DISCOUNT FOR ADVANCE PAYMENT,2015-09-30T22:00:00.000Z,2015-12-30T23:00:00.000Z,HOT69,PLAZA POMBO B&B,"HERNAN CORTES\, 25\, 3º",43.46287029570051,-3.8016744390869235,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/490.csv
488,limpieza de mantas,,"lavado de mantas ",,2015-06-15T22:00:00.000Z,2015-06-18T22:00:00.000Z,COM3186,Tintoreria  Lavanderia Sakya III,None,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.128Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/488.csv
503,IMPRESORA LASER A 559€ HASTA FINAL AGOSTO O EXISTENCIAS,https://farm4.staticflickr.com/3789/20131531590_5b40f8c132.jpg,"\n\n    Hasta 35 páginas por minuto A4\n    Tiempo de primera copia de 6\,9 segundos\n    Impresora\, copiadora\, escáner color y fax*\n    Alimentador de documentos de doble cara con capacidad para 50 originales\n    Capacidad de papel de hasta 800 hojas con 2 depósitos de papel opcionales\n    Elevados estándares de seguridad con SSL\, IPsec e Impresión Privada**\n    Impresión y escaneo a memoria USB\n    Costes de impresión excepcionalmente bajos en su categoría\n    * Sólo para ECOSYS M2535dn ** Requiere memoria adicional\n","Up to 35 pages per minute A4\n     First copy time of 6.9 seconds\n     Printer\, copier\, color scanner and fax *\n     Document Feeder double-sided originals up to 50\n     Paper capacity to 800 sheets with 2 optional paper feeders\n     High security standards SSL\, IPsec and Private Print **\n     Print and scan to USB memory\n     Exceptionally low printing costs in its class\n     * For ECOSYS M2535dn ** Requires additional memory",2015-08-05T16:00:00.000Z,2015-08-28T18:00:00.000Z,COM3577,FLASH INFORMATICA,"AMOS DE ESCALANTE\, 10 -BAJO 6",43.46197865392678,-3.8114323154831027,2017-10-31T16:02:19.127Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/503.csv
525,Cupon descuento,https://farm2.staticflickr.com/1536/25086160340_ac489d9ae4.jpg,10% de descuento en cheque-regalo por la compra de cualquiera de nuestros productos.A descontar en la segunda compra.,,2016-02-29T23:00:00.000Z,2016-04-29T22:00:00.000Z,COM58,Don Colchon,"San Fernando\, 72 portal 3 (Detras Banco Sabadell)",43.4592257729895,-3.8252456919097995,2017-10-31T16:02:19.126Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/525.csv
