dc:identifier,dc:modified,ayto:UtmX,ayto:UtmY,ayto:UtmZone,ayto:latWGS84,ayto:lonWGS84,ayto:latED50,ayto:lonED50,ayto:CodTipoSenal,ayto:TipoSenal,ayto:CategoriaSenal,ayto:FamiliaSenal,ayto:GrupoSenal,ayto:SubgrupoSenal,ayto:IdIcono,ayto:CodCalle,ayto:NombreCalle,ayto:NumeroPostal,ayto:Indicacion,ayto:Autorizacion,ayto:FechaColocacion,ayto:Propiedad,ayto:CompartePoste,ayto:FechaRevision,ayto:PlazasCordon,ayto:PlazasBateria,ayto:Regulacion,uri
33311,2017-10-30T23:35:06.937Z,429910.46380671,4811922.56180741,30,43.4550413120833,-3.86758942666667,43.4561351305807,-3.86625101055383,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8809,CL/ ISABEL TORRES,S/N,,00379/2011,2010-06-25,Ayuntamiento Santander,0,2011-08-25,,0,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/33311.csv
33314,2017-10-30T23:35:06.937Z,429618.766215098,4811702.63801185,30,43.4530425041927,-3.87121563223958,44.4541364041517,-7.86987713914086,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8809,CL/ ISABEL TORRES,S/N,parte Norte del vial proximas a la rotonda C/Severo Ochoa,00378/2011,2010-06-25,Ayuntamiento Santander,0,2011-08-25,,3,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/33314.csv
33317,2017-10-30T23:35:06.937Z,429615.352484184,4811693.05299137,30,43.4529472589583,-3.87120701979167,43.4540411617562,-3.8698685279588,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8809,CL/ ISABEL TORRES,S/N,,00378/2011,2010-06-25,Ayuntamiento Santander,0,2011-08-25,,0,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/33317.csv
32115,2017-10-30T23:35:06.875Z,434060.302146617,4812673.14539044,30,43.4621764973958,-3.81639251302083,43.4632698054189,-3.81505541282112,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5890,CL/ VIRGEN DE LA PALOMA,1,primera plaza en la entrada de la calle,00276/2011,2011-06-09,Ayuntamiento Santander,0,2011-06-09,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/32115.csv
32144,2017-10-30T23:35:06.875Z,433950.31074727,4812310.3626203,30,43.4589004978125,-3.81770807083333,43.4599939127925,-3.81637097024463,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,380,CL/ ALTA,56,señalizada frente al portal 56,01424/2003,2011-06-14,Ayuntamiento Santander,0,2011-06-14,,1,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/32144.csv
32147,2017-10-30T23:35:06.875Z,434158.58120573,4812403.42504395,30,43.4597567452083,-3.815145135625,43.4608501195039,-3.81380809554131,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,380,CL/ ALTA,46,frente al 46 entre las motos y la carga y descarga,00001/1990,2011-06-14,Ayuntamiento Santander,0,2011-06-14,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/32147.csv
32150,2017-10-30T23:35:06.875Z,433351.688771994,4812100.17975678,30,43.4569550240625,-3.82508119770833,43.4580485403744,-3.8237439174776,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,7620,CL/ FELIX RODRIGUEZ,S/N,acera Este a la entrada del aparcamiento del Mercado de Mejico,00286/2011,2011-06-15,Ayuntamiento Santander,0,2011-06-15,2,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/32150.csv
32153,2017-10-30T23:35:06.875Z,434865.283515958,4813305.23902744,30,43.4679380755208,-3.80651814270833,43.4690311520283,-3.80518124902522,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,6870,CL/ JUAN DEL CASTILLO,22,acera Norte frente al 22,00182/2011,2011-06-15,Ayuntamiento Santander,0,2011-06-16,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/32153.csv
31937,2017-10-30T23:35:06.874Z,435910.436317108,4813067.33594386,30,43.4658864452082,-3.7935702709375,43.4669795097455,-3.79223375197588,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5640,CL/ TETUAN,32,plaza señalizada junto entrada zona semipeatonal,00241/2011,2011-05-23,Ayuntamiento Santander,0,2011-06-01,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/31937.csv
31976,2017-10-30T23:35:06.874Z,431578.61571933,4810837.61747888,30,43.4454275879167,-3.846836694375,43.4465215787321,-3.84549894683615,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,6350,CL/ ALCALDE MACARIO RIVERO,13,junto al portal 13,00085/2011,2011-05-23,Ayuntamiento Santander,0,2011-06-01,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/31976.csv
31981,2017-10-30T23:35:06.874Z,434616.145429989,4812228.80156306,30,43.4582246744791,-3.80946868489583,43.4593180627058,-3.80813181588825,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,1310,CL/ CASTILLA,7,frente al portal 7,00070/1990,2011-06-01,Ayuntamiento Santander,0,2011-06-02,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/31981.csv
31931,2017-10-30T23:35:06.861Z,434857.362882983,4813935.99935711,30,43.4736164028125,-3.8066915253125,43.4747093079315,-3.80535456549671,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,7960,AV/ CONSTITUCION,S/N,,00151/2011,2011-05-23,Ayuntamiento Santander,0,2011-05-31,0,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/31931.csv
31934,2017-10-30T23:35:06.861Z,435630.331232337,4815154.71030264,30,43.4846559764583,-3.79727958083333,43.4857484923253,-3.79594275789137,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,1560,CL/ INES DIEGO NOVAL (CUETO),6,frente a la Iglesia,00107/2011,2011-05-23,Ayuntamiento Santander,0,2011-05-31,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/31934.csv
31919,2017-10-30T23:35:06.772Z,433709.838093778,4812248.46217683,30,43.4583219047396,-3.8206727315625,43.4594153542843,-3.81933555653629,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,380,CL/ ALTA,95,dentro del recinto antigua prision-Nuevo aparcamiento,00199/2011,2011-05-23,Ayuntamiento Santander,0,2011-05-31,0,7,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/31919.csv
31922,2017-10-30T23:35:06.772Z,433710.419944671,4812240.6830851,30,43.4582519177604,-3.82066459354167,43.459345369382,-3.81932741949365,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,380,CL/ ALTA,95,Nuevo Aparcamiento,00200/2011,2011-05-23,Ayuntamiento Santander,0,2011-05-31,6,0,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/31922.csv
31928,2017-10-30T23:35:06.772Z,434845.206442356,4813931.41686764,30,43.4735740851041,-3.80684126489584,43.4746669923671,-3.80550430146055,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,7960,AV/ CONSTITUCION,S/N,acceso Escenario Santander,00151/2011,2011-05-23,Ayuntamiento Santander,0,2011-05-31,2,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/31928.csv
28556,2017-10-30T23:35:06.771Z,431551.899318699,4812538.55351385,30,43.4607393229165,-3.84738046875001,43.461832852447,-3.84604254074247,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,145,AV/ DEPORTE (ALBERICIA),9-25,primera plaza partc Este de la vivienda,08335/2005,2011-01-14,Ayuntamiento Santander,0,2011-01-14,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28556.csv
28559,2017-10-30T23:35:06.771Z,430864.761308521,4812049.33960588,30,43.456271549479,-3.85581145833334,43.4573652629765,-3.85447334930334,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2745,CL/ CAGIGAS (LAS),13,primera plaza en cordon despues de los contenedores,00164/2010,2011-01-14,Ayuntamiento Santander,0,2011-01-14,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28559.csv
29008,2017-10-30T23:35:06.771Z,433980.764526646,4811584.75118042,30,43.4523701822916,-3.81724375,43.4534637927336,-3.8159067326318,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2310,CL/ HEROES DE LA ARMADA,S/N,junto entrada al aparcamiento del B. Pesquero,00028/2011,2011-01-20,Ayuntamiento Santander,0,2011-01-20,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/29008.csv
29011,2017-10-30T23:35:06.771Z,433972.01307012,4811619.003554,30,43.4526777994791,-3.8173560546875,43.4537714012334,-3.81601903093869,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2310,CL/ HEROES DE LA ARMADA,S/N,junto a la salida del aparcamiento,00028/2011,2011-01-20,Ayuntamiento Santander,0,2011-01-20,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/29011.csv
29029,2017-10-30T23:35:06.771Z,433159.591437706,4812961.86902919,30,43.4646960286458,-3.8275611328125,43.4657893243054,-3.82622370135445,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,1330,AV/ CASTROS (LOS),149,junto a nueva rampa,00020/2011,2011-01-20,Ayuntamiento Santander,0,2011-01-20,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/29029.csv
29032,2017-10-30T23:35:06.771Z,433249.105954823,4813006.27420553,30,43.4651038232292,-3.82646009041667,43.4661971001928,-3.82512268451529,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,1330,AV/ CASTROS (LOS),143,junto a nueva rampa,00019/2011,2011-01-20,Ayuntamiento Santander,0,2011-01-20,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/29032.csv
31916,2017-10-30T23:35:06.771Z,433327.124279132,4812750.55032149,30,43.462808395625,-3.82546439822917,43.4639017365315,-3.82412704426283,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4870,PS/ GENERAL DAV GP S FRANCISC,2,primera plaza junto al paso de peatones,00334/2011,2011-05-23,Ayuntamiento Santander,0,2011-05-30,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/31916.csv
28447,2017-10-30T23:35:06.57Z,436736.462979101,4813746.57564821,30,43.4720723307289,-3.78343841145834,43.4731651493864,-3.78210210157179,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2360,AV/ INFANTES,95,dos plazas en bateria frente c/Panama,00410/2010,2010-12-28,Ayuntamiento Santander,0,2010-12-28,,2,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28447.csv
28450,2017-10-30T23:35:06.57Z,437450.536947941,4813196.48094276,30,43.4671796363542,-3.7745473975,43.4682725526231,-3.77321138261639,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2670,CL/ HORADADA (LA),S/N,junto al Balneario,00409/2010,2010-12-28,Ayuntamiento Santander,0,2010-12-28,,"4 ",Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28450.csv
28453,2017-10-30T23:35:06.57Z,437277.090364943,4813538.4618741,30,43.470244135625,-3.7767308721875,43.4713369713568,-3.77539476473915,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2960,AV/ MAGDALENA,S/n,ubicada en el centro del aparcamiento,00069/1990,2010-12-28,Ayuntamiento Santander,0,2010-12-28,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28453.csv
28456,2017-10-30T23:35:06.57Z,437176.693506532,4813689.49019561,30,43.47159549,-3.777989429375,43.4726882919098,-3.77665327305031,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2960,AV/ MAGDALENA,S/N,una sola señal para las dos plazas,00071/1990,2010-12-28,Ayuntamiento Santander,0,2010-12-28,,2,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28456.csv
28461,2017-10-30T23:35:06.57Z,436008.382280352,4814899.93559198,30,43.482394596354,-3.79257496744793,43.4834871539199,-3.79123829711373,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,6290,CL/ AUTONOMIA,17,primera plaza junto acceso al vado,00077/2010,2011-01-12,Ayuntamiento Santander,0,2011-01-12,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28461.csv
28464,2017-10-30T23:35:06.57Z,435556.037641242,4813176.08561582,30,43.4668351074217,-3.79796396484376,43.4679281683518,-3.79662731599378,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2045,CL/ FRANCISCO PALAZUELOS,32-B,primera plaza despues del contenedor,00374/2010,2011-01-12,Ayuntamiento Santander,0,2011-01-12,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28464.csv
28467,2017-10-30T23:35:06.57Z,432476.904709956,4810864.26258606,30,43.4457490885417,-3.83573984375,43.4468430059146,-3.83440239463032,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8410,CL/ CESAR LLAMAZARES,2,primera plaza en cordon junto al centro del 112,00317/2010,2011-01-11,Ayuntamiento Santander,0,2011-01-11,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28467.csv
28475,2017-10-30T23:35:06.57Z,436066.970264806,4814734.87300921,30,43.4809134765625,-3.79183115234375,43.4820060748481,-3.7904945182901,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,1620,CL/ VALDENOJA (CUETO),48,señalizada junto acceso al centro,00078/2010,2011-01-12,Ayuntamiento Santander,0,2011-01-12,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28475.csv
28441,2017-10-30T23:35:06.569Z,432468.943600792,4812224.50395408,30,43.4579951822916,-3.83600677083334,43.4590887297567,-3.83466918202113,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2920,CL/ LUIS VICENTE DE VELASCO,5A,primera plaza en cordon frente al centro Castellano Manchego en Cantabria,00361/2010,2011-01-10,Ayuntamiento Santander,0,2011-01-10,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28441.csv
28444,2017-10-30T23:35:06.569Z,436729.692262814,4813754.59338302,30,43.4721439453123,-3.78352304687501,43.4732367622802,-3.78218673390953,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2360,AV/ INFANTES,95,frente calle Panama,00410/2010,2010-12-28,Ayuntamiento Santander,0,2010-12-28,0,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/28444.csv
25409,2017-10-30T23:35:06.32Z,430384.825463029,4812821.59544664,30,43.4631799153645,-3.86184173177081,43.4642734539543,-3.86050338385698,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5170,BO LLANILLA (SAN ROMAN),53-A,frente al 53-A,00913/2002,2010-05-13,Ayuntamiento Santander,0,2010-05-13,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25409.csv
25412,2017-10-30T23:35:06.32Z,434534.684572357,4812905.27478301,30,43.464316796875,-3.81060638020833,44.4654100067491,-7.80926941437776,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,1840,CL/ ENSEÑANZA,10,junto a Travesia la Enseñanza,02799/2003,2010-05-13,Ayuntamiento Santander,0,2010-05-13,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25412.csv
25415,2017-10-30T23:35:06.32Z,433136.972007288,4812222.17617374,30,43.4580342447916,-3.82774993489584,43.4591277436757,-3.82641257036328,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5760,AV/ VALDECILLA,17,entre el 15 y el 17,00809/2007,2010-05-13,Ayuntamiento Santander,0,2010-05-13,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25415.csv
25601,2017-10-30T23:35:06.32Z,430835.282331444,4810345.27461028,30,43.4409264973956,-3.85595957031251,43.4420206770585,-3.85462162329693,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8727,CL MARIA GUERRERO,S/N,esquina con C/Manuel Velez,00180/2010,2010-05-17,Ayuntamiento Santander,0,2010-05-17,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25601.csv
25604,2017-10-30T23:35:06.32Z,430842.008888668,4810333.27428419,30,43.4408190755206,-3.85587493489584,43.441913257954,-3.85453699134398,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8724,CL MANUEL VELEZ,S/N,esquina con C/Maria Guerrero,00181/2010,2010-05-17,Ayuntamiento Santander,0,2010-05-17,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25604.csv
25607,2017-10-30T23:35:06.32Z,430897.84028713,4810279.91459092,30,43.4403438151039,-3.85517832031251,43.4414380079446,-3.85384040084733,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8724,CL MANUEL VELEZ,S/N,esquina con C/Carmen Bravo Villasante acera Sur,00182/2010,2010-05-17,Ayuntamiento Santander,0,2010-05-17,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25607.csv
25610,2017-10-30T23:35:06.32Z,430956.415548997,4810391.3957985,30,43.4413529296872,-3.85446868489584,43.4424470878616,-3.85313077381933,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8723,CL SANTIAGO GARCIA CUADRADO,S/N,esquina con C/Carmen Bravo Villasante acera Norte,00184/2010,2010-05-17,Ayuntamiento Santander,0,2010-05-17,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25610.csv
25613,2017-10-30T23:35:06.32Z,430881.002703637,4810410.60825258,30,43.4415189453122,-3.85540292968751,43.4426131038183,-3.85406499140474,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8723,CL SANTIAGO GARCIA CUADRADO,S/N,esquina con C/Maria Guerrero acera Sur,00183/2010,2010-05-17,Ayuntamiento Santander,0,2010-05-17,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25613.csv
25625,2017-10-30T23:35:06.32Z,434428.962028468,4811911.91463305,30,43.4553552083333,-3.81174407552084,43.4564486966743,-3.81040717558497,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,470,CL/ ANTONIO LOPEZ,38,,00067/1990,2010-05-26,Ayuntamiento Santander,0,2010-05-26,,1,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25625.csv
25800,2017-10-30T23:35:06.32Z,435716.44316608,4814104.51949448,30,43.4752080432812,-3.79609073911458,43.4763008392635,-3.79475405075486,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8250,CL MARINO FERNANDEZ-FONTECHA,S/N,junto al Palacio de Deportes,00068/1990,2010-05-28,Ayuntamiento Santander,0,2010-05-28,2,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25800.csv
25406,2017-10-30T23:35:06.133Z,429165.224774751,4814354.21519946,30,43.4768639973958,-3.87711598307291,43.4779572086161,-3.8757770711983,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5220,AV VIRGEN MAR (SAN ROMAN),S/N,junto acceso a la Playa,00314/2009,2010-05-11,Ayuntamiento Santander,0,2010-05-11,,2,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25406.csv
25233,2017-10-30T23:35:06.132Z,434430.302304532,4813043.37585324,30,43.465542382812,-3.81186370442711,43.4666355627015,-3.8105266911156,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5860,CL/ VIA CORNELIA,15,frente al portal 15,00077/2008,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25233.csv
25236,2017-10-30T23:35:06.132Z,434819.283840659,4812908.5850471,30,43.4643628107812,-3.80703929984375,43.4654559987981,-3.80570243062637,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5600,CL/ TANTIN,13,junto al portal 13,03559/2003,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25236.csv
25239,2017-10-30T23:35:06.132Z,435062.322586211,4812919.16173959,30,43.4644791844792,-3.80403637015625,43.4655723517416,-3.80269958143623,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5600,CL/ TANTIN,30,margen Norte,00805/2007,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25239.csv
25242,2017-10-30T23:35:06.132Z,436148.803596929,4813125.68288757,30,43.4664321659375,-3.7906305815625,43.4675251970576,-3.78929413675259,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5640,CL TETUAN,61,junto  al Polideportivo,00063/1990,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25242.csv
25245,2017-10-30T23:35:06.132Z,435766.501014434,4812996.85546862,30,43.4652481836458,-3.79539074708333,44.4663412779939,-7.7940541854485,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5640,CL/ TETUAN,15,primera plaza de Padres  Escolapios,00504/2008,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25245.csv
25248,2017-10-30T23:35:06.132Z,435698.05791983,4813433.00748831,30,43.469160525,-3.79623872354167,43.4702535054447,-3.79490209653442,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,7320,CL UNIVERSIDAD (DE LA),16,junto acceso al 16,00064/1990,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25248.csv
25251,2017-10-30T23:35:06.132Z,435381.145038126,4812945.27615012,30,43.4647419260416,-3.8000985078125,43.465835062748,-3.79876182346631,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5800,CL/ VALLICIERGO,9,esquina con Lope de Vega,00065/1990,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25251.csv
25400,2017-10-30T23:35:06.132Z,433948.723150715,4813124.59722216,30,43.4662312662758,-3.81782643229168,43.4673244594697,-3.81648924920664,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,660,BJD CALZADA (LA),10,junto al portal 10,00632/2002,2010-05-10,Ayuntamiento Santander,0,2010-05-10,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25400.csv
25403,2017-10-30T23:35:06.132Z,434502.568921588,4812093.73627357,30,43.4569986816403,-3.81085621744793,43.4580921150246,-3.80951932391972,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2930,CL/ MADRID,15,señal ubicada entre el 13 y 15,00116/2010,2010-05-10,Ayuntamiento Santander,0,2010-05-10,2,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25403.csv
