BARRI;PAIS;TOTAL
BALAFIA;ARGENTINA;19
BALAFIA;AUSTRIA;5
BALAFIA;BANGLADESH;1
BALAFIA;BELGICA;1
BALAFIA;BENIN;1
BALAFIA;BOLIVIA;29
BALAFIA;BRASIL;41
BALAFIA;BULGARIA;70
BALAFIA;BURKINA FASSO;1
BALAFIA;CAMERUN;14
BALAFIA;CANADA;2
BALAFIA;CHILE;4
BALAFIA;CHINA;79
BALAFIA;COLOMBIA;75
BALAFIA;CONGO;8
BALAFIA;COSTA DE MARFIL;16
BALAFIA;COSTA RICA;1
BALAFIA;CUBA;3
BALAFIA;DOMINICA;2
BALAFIA;E.E.UNIDOS AMERI;1
BALAFIA;ECUADOR;34
BALAFIA;EGIPTO;12
BALAFIA;ESLOVAQUIA;1
BALAFIA;ETIOPIA;1
BALAFIA;FINLANDIA;1
BALAFIA;FRANCIA;11
BALAFIA;GAMBIA;64
BALAFIA;GEORGIA;15
BALAFIA;GHANA;12
BALAFIA;GUINEA;73
BALAFIA;GUINEA BISSAU;4
BALAFIA;GUINEA ECUATORIA;17
BALAFIA;HONDURAS;2
BALAFIA;HUNGRIA;7
BALAFIA;INDIA;17
BALAFIA;IRLANDA;1
BALAFIA;ITALIA;14
BALAFIA;KAZAJSTAN;6
BALAFIA;LETONIA;7
BALAFIA;LIBERIA;1
BALAFIA;LITUANIA;7
BALAFIA;MALI;71
BALAFIA;MALTA;1
BALAFIA;MARRUECOS;482
BALAFIA;MAURITANIA;31
BALAFIA;MEXICO;1
BALAFIA;MOLDAVIA;1
BALAFIA;NICARAGUA;1
BALAFIA;NIGER;1
BALAFIA;NIGERIA;56
BALAFIA;NORUEGA;2
BALAFIA;PAISES BAJOS;4
BALAFIA;PAKISTAN;29
BALAFIA;PARAGUAY;4
BALAFIA;PERU;18
BALAFIA;POLONIA;49
BALAFIA;PORTUGAL;29
BALAFIA;REINO UNIDO G.B.;4
BALAFIA;REP.DOMINICANA;58
BALAFIA;RUMANIA;834
BALAFIA;RUSIA;56
BALAFIA;SENEGAL;82
BALAFIA;SERBIA;5
BALAFIA;SUIZA;1
BALAFIA;TOGO;2
BALAFIA;TURQUIA;1
BALAFIA;UCRANIA;54
BALAFIA;URUGUAY;2
BALAFIA;VENEZUELA;7
SECA DE SANT PERE;ANGOLA;2
SECA DE SANT PERE;ARGELIA;5
SECA DE SANT PERE;ARGENTINA;5
SECA DE SANT PERE;BIELORRUSIA;1
SECA DE SANT PERE;BOLIVIA;2
SECA DE SANT PERE;BOSNIA-HERZEGOVI;1
SECA DE SANT PERE;BRASIL;10
SECA DE SANT PERE;BULGARIA;21
SECA DE SANT PERE;BURKINA FASSO;3
SECA DE SANT PERE;CHINA;7
SECA DE SANT PERE;COLOMBIA;22
SECA DE SANT PERE;CONGO;1
SECA DE SANT PERE;CUBA;3
SECA DE SANT PERE;ECUADOR;8
SECA DE SANT PERE;FRANCIA;1
SECA DE SANT PERE;GAMBIA;29
SECA DE SANT PERE;GHANA;6
SECA DE SANT PERE;GRECIA;1
SECA DE SANT PERE;GUINEA;10
SECA DE SANT PERE;GUINEA BISSAU;1
SECA DE SANT PERE;HONDURAS;3
SECA DE SANT PERE;INDIA;18
SECA DE SANT PERE;IRLANDA;1
SECA DE SANT PERE;ITALIA;1
SECA DE SANT PERE;MADAGASCAR;1
SECA DE SANT PERE;MALI;4
SECA DE SANT PERE;MARRUECOS;199
SECA DE SANT PERE;MAURITANIA;2
SECA DE SANT PERE;NIGERIA;37
SECA DE SANT PERE;PAISES BAJOS;2
SECA DE SANT PERE;PAKISTAN;12
SECA DE SANT PERE;PARAGUAY;1
SECA DE SANT PERE;PERU;4
SECA DE SANT PERE;POLONIA;5
SECA DE SANT PERE;PORTUGAL;8
SECA DE SANT PERE;REINO UNIDO G.B.;2
SECA DE SANT PERE;REP.DOMINICANA;10
SECA DE SANT PERE;RUMANIA;127
SECA DE SANT PERE;RUSIA;6
SECA DE SANT PERE;SENEGAL;28
SECA DE SANT PERE;TUNEZ;1
SECA DE SANT PERE;UCRANIA;4
SECA DE SANT PERE;URUGUAY;1
SECA DE SANT PERE;VENEZUELA;2
PARDINYES;ALEMANIA;8
PARDINYES;ANGOLA;6
PARDINYES;ARGELIA;95
PARDINYES;ARGENTINA;13
PARDINYES;AUSTRIA;3
PARDINYES;BELGICA;1
PARDINYES;BENIN;1
PARDINYES;BOLIVIA;14
PARDINYES;BRASIL;38
PARDINYES;BULGARIA;112
PARDINYES;BURKINA FASSO;2
PARDINYES;CAMERUN;14
PARDINYES;CHILE;4
PARDINYES;CHINA;60
PARDINYES;COLOMBIA;78
PARDINYES;CONGO;8
PARDINYES;COSTA DE MARFIL;5
PARDINYES;CUBA;8
PARDINYES;DOMINICA;1
PARDINYES;E.E.UNIDOS AMERI;2
PARDINYES;ECUADOR;13
PARDINYES;EGIPTO;5
PARDINYES;EL SALVADOR;1
PARDINYES;ESLOVAQUIA;1
PARDINYES;ETIOPIA;1
PARDINYES;FILIPINAS;1
PARDINYES;FRANCIA;9
PARDINYES;GAMBIA;84
PARDINYES;GEORGIA;7
PARDINYES;GHANA;28
PARDINYES;GRECIA;1
PARDINYES;GUINEA;29
PARDINYES;GUINEA BISSAU;13
PARDINYES;GUINEA ECUATORIA;8
PARDINYES;HONDURAS;10
PARDINYES;HUNGRIA;4
PARDINYES;INDIA;84
PARDINYES;IRLANDA;1
PARDINYES;ITALIA;26
PARDINYES;LIBERIA;2
PARDINYES;LITUANIA;9
PARDINYES;MALI;52
PARDINYES;MARRUECOS;352
PARDINYES;MAURITANIA;16
PARDINYES;MEXICO;2
PARDINYES;NICARAGUA;3
PARDINYES;NIGERIA;76
PARDINYES;PAISES BAJOS;4
PARDINYES;PAKISTAN;28
PARDINYES;PANAMA;1
PARDINYES;PERU;15
PARDINYES;POLONIA;27
PARDINYES;PORTUGAL;17
PARDINYES;REINO UNIDO G.B.;1
PARDINYES;REP.CHECA;1
PARDINYES;REP.DOMINICANA;19
PARDINYES;RUMANIA;505
PARDINYES;RUSIA;32
PARDINYES;SENEGAL;71
PARDINYES;SERBIA;2
PARDINYES;SUECIA;1
PARDINYES;SUIZA;1
PARDINYES;TOGO;2
PARDINYES;UCRANIA;26
PARDINYES;URUGUAY;4
PARDINYES;VENEZUELA;9
PARDINYES;YUGOSLAVIA;1
PARDINYES;ZAIRE;2
CAPPONT;ALBANIA;1
CAPPONT;ALEMANIA;5
CAPPONT;ANDORRA;1
CAPPONT;ANGOLA;4
CAPPONT;ARGELIA;86
CAPPONT;ARGENTINA;30
CAPPONT;AUSTRIA;3
CAPPONT;BELGICA;1
CAPPONT;BIELORRUSIA;1
CAPPONT;BOLIVIA;37
CAPPONT;BOSNIA-HERZEGOVI;5
CAPPONT;BRASIL;59
CAPPONT;BULGARIA;66
CAPPONT;BURKINA FASSO;1
CAPPONT;CAMERUN;18
CAPPONT;CHILE;15
CAPPONT;CHINA;66
CAPPONT;COLOMBIA;77
CAPPONT;CONGO;2
CAPPONT;COSTA DE MARFIL;7
CAPPONT;CROACIA;2
CAPPONT;CUBA;5
CAPPONT;DOMINICA;2
CAPPONT;E.E.UNIDOS AMERI;3
CAPPONT;ECUADOR;19
CAPPONT;EGIPTO;9
CAPPONT;EL SALVADOR;1
CAPPONT;ESLOVAQUIA;3
CAPPONT;ESLOVENIA;1
CAPPONT;FINLANDIA;1
CAPPONT;FRANCIA;10
CAPPONT;GAMBIA;15
CAPPONT;GHANA;28
CAPPONT;GUINEA;32
CAPPONT;GUINEA BISSAU;1
CAPPONT;GUINEA ECUATORIA;3
CAPPONT;HONDURAS;4
CAPPONT;HUNGRIA;1
CAPPONT;INDIA;8
CAPPONT;IRLANDA;1
CAPPONT;ITALIA;39
CAPPONT;JAPON;1
CAPPONT;LETONIA;3
CAPPONT;LITUANIA;12
CAPPONT;MALASIA;1
CAPPONT;MALI;47
CAPPONT;MALTA;2
CAPPONT;MARRUECOS;174
CAPPONT;MAURITANIA;1
CAPPONT;MEXICO;4
CAPPONT;MOLDAVIA;20
CAPPONT;NICARAGUA;2
CAPPONT;NIGERIA;67
CAPPONT;NORUEGA;1
CAPPONT;PAISES BAJOS;5
CAPPONT;PAKISTAN;10
CAPPONT;PARAGUAY;11
CAPPONT;PERU;35
CAPPONT;POLONIA;32
CAPPONT;PORTUGAL;30
CAPPONT;REINO UNIDO G.B.;6
CAPPONT;REP.CHECA;1
CAPPONT;REP.DOMINICANA;44
CAPPONT;RUMANIA;749
CAPPONT;RUSIA;25
CAPPONT;SENEGAL;44
CAPPONT;SERBIA;14
CAPPONT;SIERRA LEONA;1
CAPPONT;SUIZA;1
CAPPONT;TOGO;4
CAPPONT;TUNEZ;3
CAPPONT;TURQUIA;5
CAPPONT;UCRANIA;88
CAPPONT;URUGUAY;2
CAPPONT;VENEZUELA;13
LA BORDETA;ALEMANIA;4
LA BORDETA;ANDORRA;5
LA BORDETA;ANGOLA;6
LA BORDETA;ARGELIA;70
LA BORDETA;ARGENTINA;33
LA BORDETA;ARMENIA;1
LA BORDETA;AUSTRIA;1
LA BORDETA;BANGLADESH;3
LA BORDETA;BELGICA;1
LA BORDETA;BIELORRUSIA;4
LA BORDETA;BOLIVIA;18
LA BORDETA;BRASIL;48
LA BORDETA;BULGARIA;40
LA BORDETA;CAMERUN;17
LA BORDETA;CHILE;8
LA BORDETA;CHINA;16
LA BORDETA;COLOMBIA;65
LA BORDETA;COSTA DE MARFIL;22
LA BORDETA;CUBA;14
LA BORDETA;E.E.UNIDOS AMERI;2
LA BORDETA;ECUADOR;25
LA BORDETA;EGIPTO;7
LA BORDETA;ESLOVAQUIA;5
LA BORDETA;FRANCIA;8
LA BORDETA;GAMBIA;21
LA BORDETA;GHANA;13
LA BORDETA;GUINEA;15
LA BORDETA;GUINEA BISSAU;1
LA BORDETA;HONDURAS;2
LA BORDETA;HUNGRIA;2
LA BORDETA;INDIA;10
LA BORDETA;ITALIA;17
LA BORDETA;LETONIA;2
LA BORDETA;LITUANIA;3
LA BORDETA;MALI;14
LA BORDETA;MARRUECOS;421
LA BORDETA;MAURITANIA;5
LA BORDETA;MEXICO;3
LA BORDETA;MOLDAVIA;12
LA BORDETA;NIGERIA;71
LA BORDETA;PAISES BAJOS;6
LA BORDETA;PAKISTAN;11
LA BORDETA;PARAGUAY;7
LA BORDETA;PERU;8
LA BORDETA;POLONIA;22
LA BORDETA;PORTUGAL;15
LA BORDETA;REINO UNIDO G.B.;4
LA BORDETA;REP.CHECA;1
LA BORDETA;REP.DOMINICANA;21
LA BORDETA;RUMANIA;460
LA BORDETA;RUSIA;19
LA BORDETA;SENEGAL;65
LA BORDETA;SIRIA;1
LA BORDETA;SUIZA;1
LA BORDETA;TUNEZ;3
LA BORDETA;UCRANIA;39
LA BORDETA;URUGUAY;8
LA BORDETA;VENEZUELA;3
MAGRANERS;ANGOLA;1
MAGRANERS;ARGELIA;19
MAGRANERS;ARGENTINA;3
MAGRANERS;BOLIVIA;5
MAGRANERS;BRASIL;10
MAGRANERS;BULGARIA;9
MAGRANERS;CHILE;2
MAGRANERS;COLOMBIA;18
MAGRANERS;COSTA DE MARFIL;1
MAGRANERS;CUBA;7
MAGRANERS;EGIPTO;4
MAGRANERS;ESLOVAQUIA;6
MAGRANERS;FRANCIA;2
MAGRANERS;GAMBIA;1
MAGRANERS;GHANA;2
MAGRANERS;GUINEA;1
MAGRANERS;GUINEA BISSAU;1
MAGRANERS;GUINEA ECUATORIA;2
MAGRANERS;INDIA;1
MAGRANERS;ITALIA;5
MAGRANERS;LITUANIA;2
MAGRANERS;MALI;1
MAGRANERS;MARRUECOS;28
MAGRANERS;MEXICO;1
MAGRANERS;PERU;2
MAGRANERS;POLONIA;16
MAGRANERS;PORTUGAL;11
MAGRANERS;REP.DOMINICANA;3
MAGRANERS;RUMANIA;61
MAGRANERS;RUSIA;1
MAGRANERS;SENEGAL;15
MAGRANERS;VENEZUELA;1
CAPPONT-POLIGON-VILANOV.;ARGELIA;23
CAPPONT-POLIGON-VILANOV.;ARGENTINA;7
CAPPONT-POLIGON-VILANOV.;BIELORRUSIA;1
CAPPONT-POLIGON-VILANOV.;BOLIVIA;5
CAPPONT-POLIGON-VILANOV.;BRASIL;24
CAPPONT-POLIGON-VILANOV.;BULGARIA;24
CAPPONT-POLIGON-VILANOV.;CAMERUN;5
CAPPONT-POLIGON-VILANOV.;CHILE;2
CAPPONT-POLIGON-VILANOV.;CHINA;5
CAPPONT-POLIGON-VILANOV.;COLOMBIA;18
CAPPONT-POLIGON-VILANOV.;CONGO;1
CAPPONT-POLIGON-VILANOV.;COSTA DE MARFIL;3
CAPPONT-POLIGON-VILANOV.;CROACIA;4
CAPPONT-POLIGON-VILANOV.;E.E.UNIDOS AMERI;2
CAPPONT-POLIGON-VILANOV.;ECUADOR;1
CAPPONT-POLIGON-VILANOV.;EGIPTO;3
CAPPONT-POLIGON-VILANOV.;ESLOVAQUIA;1
CAPPONT-POLIGON-VILANOV.;FINLANDIA;1
CAPPONT-POLIGON-VILANOV.;FRANCIA;2
CAPPONT-POLIGON-VILANOV.;GAMBIA;16
CAPPONT-POLIGON-VILANOV.;GEORGIA;1
CAPPONT-POLIGON-VILANOV.;GUINEA;2
CAPPONT-POLIGON-VILANOV.;GUINEA BISSAU;1
CAPPONT-POLIGON-VILANOV.;GUINEA ECUATORIA;3
CAPPONT-POLIGON-VILANOV.;INDIA;2
CAPPONT-POLIGON-VILANOV.;ITALIA;14
CAPPONT-POLIGON-VILANOV.;MALI;16
CAPPONT-POLIGON-VILANOV.;MARRUECOS;56
CAPPONT-POLIGON-VILANOV.;MEXICO;2
CAPPONT-POLIGON-VILANOV.;MOLDAVIA;1
CAPPONT-POLIGON-VILANOV.;NIGERIA;6
CAPPONT-POLIGON-VILANOV.;PAKISTAN;1
CAPPONT-POLIGON-VILANOV.;PANAMA;1
CAPPONT-POLIGON-VILANOV.;PARAGUAY;3
CAPPONT-POLIGON-VILANOV.;PERU;1
CAPPONT-POLIGON-VILANOV.;POLONIA;10
CAPPONT-POLIGON-VILANOV.;PORTUGAL;2
CAPPONT-POLIGON-VILANOV.;REINO UNIDO G.B.;3
CAPPONT-POLIGON-VILANOV.;REP.DOMINICANA;1
CAPPONT-POLIGON-VILANOV.;RUMANIA;131
CAPPONT-POLIGON-VILANOV.;RUSIA;3
CAPPONT-POLIGON-VILANOV.;SENEGAL;13
CAPPONT-POLIGON-VILANOV.;TUNEZ;2
CAPPONT-POLIGON-VILANOV.;UCRANIA;26
CAPPONT-POLIGON-VILANOV.;URUGUAY;5
CAPPONT-POLIGON-VILANOV.;VENEZUELA;3
BUTSENIT;ARGELIA;2
BUTSENIT;ARGENTINA;2
BUTSENIT;BIELORRUSIA;2
BUTSENIT;BOLIVIA;2
BUTSENIT;BRASIL;11
BUTSENIT;BULGARIA;3
BUTSENIT;CAMERUN;1
BUTSENIT;COLOMBIA;1
BUTSENIT;CUBA;1
BUTSENIT;FILIPINAS;1
BUTSENIT;FRANCIA;2
BUTSENIT;GAMBIA;1
BUTSENIT;GUINEA;1
BUTSENIT;INDIA;4
BUTSENIT;ITALIA;1
BUTSENIT;MALI;7
BUTSENIT;MARRUECOS;8
BUTSENIT;MOLDAVIA;1
BUTSENIT;PAKISTAN;4
BUTSENIT;POLONIA;1
BUTSENIT;REINO UNIDO G.B.;1
BUTSENIT;RUMANIA;31
BUTSENIT;RUSIA;2
BUTSENIT;SENEGAL;1
BUTSENIT;UCRANIA;1
BUTSENIT;VENEZUELA;3
TORRES DE SANUI;ALEMANIA;1
TORRES DE SANUI;ARGENTINA;4
TORRES DE SANUI;BELGICA;3
TORRES DE SANUI;BRASIL;11
TORRES DE SANUI;COLOMBIA;4
TORRES DE SANUI;E.E.UNIDOS AMERI;1
TORRES DE SANUI;ECUADOR;1
TORRES DE SANUI;ESLOVAQUIA;1
TORRES DE SANUI;FRANCIA;4
TORRES DE SANUI;GAMBIA;3
TORRES DE SANUI;GRECIA;1
TORRES DE SANUI;GUINEA;1
TORRES DE SANUI;GUINEA ECUATORIA;1
TORRES DE SANUI;ITALIA;7
TORRES DE SANUI;LITUANIA;3
TORRES DE SANUI;MALI;2
TORRES DE SANUI;MARRUECOS;7
TORRES DE SANUI;MEXICO;1
TORRES DE SANUI;PERU;3
TORRES DE SANUI;PORTUGAL;2
TORRES DE SANUI;REINO UNIDO G.B.;2
TORRES DE SANUI;RUMANIA;31
TORRES DE SANUI;RUSIA;3
TORRES DE SANUI;SENEGAL;1
TORRES DE SANUI;SIRIA;1
BASSES D,ALPICAT;ALEMANIA;1
BASSES D,ALPICAT;ARGELIA;3
BASSES D,ALPICAT;BELGICA;1
BASSES D,ALPICAT;BRASIL;6
BASSES D,ALPICAT;BULGARIA;5
BASSES D,ALPICAT;BURKINA FASSO;1
BASSES D,ALPICAT;CHINA;1
BASSES D,ALPICAT;CROACIA;4
BASSES D,ALPICAT;CUBA;1
BASSES D,ALPICAT;DINAMARCA;2
BASSES D,ALPICAT;EGIPTO;1
BASSES D,ALPICAT;ESLOVENIA;3
BASSES D,ALPICAT;FILIPINAS;1
BASSES D,ALPICAT;GAMBIA;3
BASSES D,ALPICAT;GRECIA;1
BASSES D,ALPICAT;GUINEA ECUATORIA;1
BASSES D,ALPICAT;ITALIA;1
BASSES D,ALPICAT;MARRUECOS;1
BASSES D,ALPICAT;MAURITANIA;4
BASSES D,ALPICAT;MEXICO;3
BASSES D,ALPICAT;NIGERIA;1
BASSES D,ALPICAT;PARAGUAY;1
BASSES D,ALPICAT;POLONIA;3
BASSES D,ALPICAT;PORTUGAL;2
BASSES D,ALPICAT;REINO UNIDO G.B.;1
BASSES D,ALPICAT;REP.DOMINICANA;1
BASSES D,ALPICAT;RUMANIA;21
BASSES D,ALPICAT;RUSIA;2
BASSES D,ALPICAT;SERBIA;3
BASSES D,ALPICAT;SUECIA;1
BASSES D,ALPICAT;UCRANIA;4
BASSES D,ALPICAT;VENEZUELA;1
LLIVIA;ARGELIA;5
LLIVIA;BOLIVIA;2
LLIVIA;BRASIL;6
LLIVIA;BULGARIA;1
LLIVIA;CAMERUN;3
LLIVIA;CHINA;4
LLIVIA;COLOMBIA;4
LLIVIA;FRANCIA;1
LLIVIA;GUINEA;1
LLIVIA;ITALIA;1
LLIVIA;LITUANIA;5
LLIVIA;MARRUECOS;5
LLIVIA;MEXICO;3
LLIVIA;PARAGUAY;2
LLIVIA;PERU;6
LLIVIA;PORTUGAL;1
LLIVIA;REINO UNIDO G.B.;1
LLIVIA;REP.CHECA;4
LLIVIA;REP.DOMINICANA;1
LLIVIA;RUMANIA;51
LLIVIA;RUSIA;3
LLIVIA;SENEGAL;4
RAIMAT - SUCHS;BOLIVIA;2
RAIMAT - SUCHS;BRASIL;1
RAIMAT - SUCHS;GHANA;1
RAIMAT - SUCHS;MARRUECOS;5
RAIMAT - SUCHS;POLONIA;9
RAIMAT - SUCHS;PORTUGAL;4
RAIMAT - SUCHS;REINO UNIDO G.B.;1
RAIMAT - SUCHS;RUMANIA;16
RAIMAT - SUCHS;UCRANIA;1
