NOM BARRI,PAIS,TOTAL
BALAFIA,GHANA,25
BALAFIA,GUINEA,62
BALAFIA,GUINEA BISSAU,6
BALAFIA,GUINEA ECUATORIA,10
BALAFIA,HONDURAS,5
BALAFIA,HUNGRIA,4
BALAFIA,INDIA,36
BALAFIA,IRLANDA,1
BALAFIA,ITALIA,13
BALAFIA,KAZAJSTAN,5
BALAFIA,LETONIA,7
BALAFIA,LITUANIA,6
BALAFIA,MALI,69
BALAFIA,MALTA,1
BALAFIA,MARRUECOS,491
BALAFIA,MAURITANIA,23
BALAFIA,MEXICO,1
BALAFIA,MOLDAVIA,2
BALAFIA,NICARAGUA,3
BALAFIA,NIGERIA,46
BALAFIA,NORUEGA,1
BALAFIA,PAISES BAJOS,2
BALAFIA,PAKISTAN,34
BALAFIA,PARAGUAY,1
BALAFIA,PERU,21
BALAFIA,POLONIA,47
BALAFIA,PORTUGAL,17
BALAFIA,REINO UNIDO G.B.,3
BALAFIA,REP.DOMINICANA,52
BALAFIA,RUMANIA,799
BALAFIA,RUSIA,57
BALAFIA,SENEGAL,68
BALAFIA,SERBIA,4
BALAFIA,SIERRA LEONA,1
BALAFIA,TUNEZ,4
BALAFIA,UCRANIA,45
BALAFIA,URUGUAY,4
BALAFIA,VENEZUELA,9
SECA DE SANT PERE,ARGELIA,21
SECA DE SANT PERE,BOLIVIA,1
SECA DE SANT PERE,BOSNIA-HERZEGOVI,1
SECA DE SANT PERE,BRASIL,3
SECA DE SANT PERE,BULGARIA,16
SECA DE SANT PERE,CHINA,5
SECA DE SANT PERE,COLOMBIA,6
SECA DE SANT PERE,CUBA,3
SECA DE SANT PERE,ECUADOR,9
SECA DE SANT PERE,EGIPTO,2
SECA DE SANT PERE,ESLOVAQUIA,3
SECA DE SANT PERE,FRANCIA,1
SECA DE SANT PERE,GAMBIA,36
SECA DE SANT PERE,GHANA,7
SECA DE SANT PERE,GRECIA,1
SECA DE SANT PERE,GUINEA,6
SECA DE SANT PERE,GUINEA BISSAU,1
SECA DE SANT PERE,GUINEA ECUATORIA,1
SECA DE SANT PERE,HONDURAS,2
SECA DE SANT PERE,INDIA,4
SECA DE SANT PERE,MALI,3
SECA DE SANT PERE,MARRUECOS,208
SECA DE SANT PERE,MAURITANIA,3
SECA DE SANT PERE,NIGER,1
SECA DE SANT PERE,NIGERIA,38
SECA DE SANT PERE,PAISES BAJOS,2
SECA DE SANT PERE,PAKISTAN,8
SECA DE SANT PERE,PERU,2
SECA DE SANT PERE,POLONIA,2
SECA DE SANT PERE,PORTUGAL,8
SECA DE SANT PERE,REINO UNIDO G.B.,1
SECA DE SANT PERE,REP.DOMINICANA,7
SECA DE SANT PERE,RUMANIA,129
SECA DE SANT PERE,RUSIA,5
SECA DE SANT PERE,SENEGAL,34
SECA DE SANT PERE,TUNEZ,2
SECA DE SANT PERE,UCRANIA,5
SECA DE SANT PERE,URUGUAY,1
PARDINYES,AFGANISTAN,1
PARDINYES,ALEMANIA,6
PARDINYES,ANGOLA,5
PARDINYES,ARGELIA,98
PARDINYES,ARGENTINA,14
PARDINYES,BELGICA,3
PARDINYES,BOLIVIA,14
PARDINYES,BRASIL,31
PARDINYES,BULGARIA,115
PARDINYES,CAMERUN,8
PARDINYES,CHILE,3
PARDINYES,CHINA,60
PARDINYES,COLOMBIA,46
PARDINYES,CONGO,6
PARDINYES,COSTA DE MARFIL,5
PARDINYES,COSTA RICA,1
PARDINYES,CROACIA,1
PARDINYES,CUBA,3
PARDINYES,DOMINICA,1
PARDINYES,E.E.UNIDOS AMERI,2
PARDINYES,ECUADOR,12
PARDINYES,EGIPTO,7
PARDINYES,EL SALVADOR,1
PARDINYES,ESLOVAQUIA,1
PARDINYES,FILIPINAS,1
PARDINYES,FRANCIA,10
PARDINYES,GAMBIA,56
PARDINYES,GEORGIA,4
PARDINYES,GHANA,19
PARDINYES,GRECIA,1
PARDINYES,GUINEA,23
PARDINYES,GUINEA BISSAU,13
PARDINYES,GUINEA ECUATORIA,4
PARDINYES,HONDURAS,2
PARDINYES,HUNGRIA,3
PARDINYES,INDIA,91
PARDINYES,ITALIA,19
PARDINYES,LETONIA,5
PARDINYES,LITUANIA,8
PARDINYES,MALI,46
PARDINYES,MARRUECOS,352
PARDINYES,MAURITANIA,8
PARDINYES,MEXICO,1
PARDINYES,MOLDAVIA,2
PARDINYES,NICARAGUA,3
PARDINYES,NIGERIA,56
PARDINYES,PAISES BAJOS,4
PARDINYES,PAKISTAN,19
PARDINYES,PANAMA,1
PARDINYES,PARAGUAY,1
PARDINYES,PERU,8
PARDINYES,POLONIA,27
PARDINYES,PORTUGAL,15
PARDINYES,REP.CHECA,2
PARDINYES,REP.DEMOCR.CONGO,2
PARDINYES,REP.DOMINICANA,13
PARDINYES,RUMANIA,559
PARDINYES,RUSIA,23
PARDINYES,SENEGAL,71
PARDINYES,SERBIA,2
PARDINYES,SUECIA,1
PARDINYES,SUIZA,1
PARDINYES,TOGO,1
PARDINYES,TURQUIA,1
PARDINYES,UCRANIA,34
PARDINYES,URUGUAY,1
PARDINYES,VENEZUELA,5
CAPPONT,ALBANIA,1
CAPPONT,ALEMANIA,3
CAPPONT,ANGOLA,3
CAPPONT,ARGELIA,88
CAPPONT,ARGENTINA,20
CAPPONT,AUSTRIA,2
CAPPONT,BOLIVIA,17
CAPPONT,BOSNIA-HERZEGOVI,4
CAPPONT,BRASIL,67
CAPPONT,BULGARIA,61
CAPPONT,BURKINA FASSO,3
CAPPONT,CAMERUN,15
CAPPONT,CHILE,11
CAPPONT,CHINA,62
CAPPONT,COLOMBIA,65
CAPPONT,CONGO,2
CAPPONT,COSTA DE MARFIL,5
CAPPONT,COSTA RICA,1
CAPPONT,CROACIA,1
CAPPONT,CUBA,9
CAPPONT,DOMINICA,1
CAPPONT,E.E.UNIDOS AMERI,2
CAPPONT,ECUADOR,17
CAPPONT,EGIPTO,13
CAPPONT,EL SALVADOR,1
CAPPONT,ESLOVAQUIA,2
CAPPONT,FRANCIA,14
CAPPONT,GAMBIA,17
CAPPONT,GHANA,24
CAPPONT,GUINEA,25
CAPPONT,GUINEA ECUATORIA,1
CAPPONT,HONDURAS,1
CAPPONT,INDIA,7
CAPPONT,ITALIA,34
CAPPONT,LETONIA,3
CAPPONT,LITUANIA,2
CAPPONT,MALASIA,1
CAPPONT,MALI,43
CAPPONT,MARRUECOS,181
CAPPONT,MAURITANIA,1
CAPPONT,MEXICO,4
CAPPONT,MOLDAVIA,19
CAPPONT,NICARAGUA,1
CAPPONT,NIGERIA,61
CAPPONT,PAISES BAJOS,3
CAPPONT,PAKISTAN,19
CAPPONT,PARAGUAY,2
CAPPONT,PERU,26
CAPPONT,POLONIA,35
CAPPONT,PORTUGAL,13
CAPPONT,REINO UNIDO G.B.,4
CAPPONT,REP.CHECA,4
CAPPONT,REP.DOMINICANA,31
CAPPONT,RUMANIA,693
CAPPONT,RUSIA,24
CAPPONT,SENEGAL,57
CAPPONT,SERBIA,11
CAPPONT,SIERRA LEONA,1
CAPPONT,SUDAN,1
CAPPONT,SUECIA,1
CAPPONT,SUIZA,1
CAPPONT,TOGO,5
CAPPONT,TUNEZ,1
CAPPONT,TURQUIA,1
CAPPONT,UCRANIA,72
CAPPONT,URUGUAY,2
CAPPONT,VENEZUELA,5
LA BORDETA,ALEMANIA,5
LA BORDETA,ANDORRA,5
LA BORDETA,ANGOLA,5
LA BORDETA,ARGELIA,92
LA BORDETA,ARGENTINA,31
LA BORDETA,AUSTRIA,1
LA BORDETA,BANGLADESH,5
LA BORDETA,BELGICA,1
LA BORDETA,BIELORRUSIA,4
LA BORDETA,BOLIVIA,16
LA BORDETA,BOSNIA-HERZEGOVI,1
LA BORDETA,BRASIL,33
LA BORDETA,BULGARIA,47
LA BORDETA,CAMERUN,14
LA BORDETA,CHILE,3
LA BORDETA,CHINA,21
LA BORDETA,COLOMBIA,54
LA BORDETA,CONGO,2
LA BORDETA,COSTA DE MARFIL,20
LA BORDETA,CUBA,10
LA BORDETA,DOMINICA,1
LA BORDETA,E.E.UNIDOS AMERI,1
LA BORDETA,ECUADOR,8
LA BORDETA,EGIPTO,7
LA BORDETA,ESLOVAQUIA,6
LA BORDETA,FRANCIA,5
LA BORDETA,GAMBIA,13
LA BORDETA,GHANA,14
LA BORDETA,GUINEA,10
LA BORDETA,GUINEA BISSAU,1
LA BORDETA,GUINEA ECUATORIA,4
LA BORDETA,HONDURAS,1
LA BORDETA,HUNGRIA,1
LA BORDETA,INDIA,4
LA BORDETA,IRAN,1
LA BORDETA,ITALIA,20
LA BORDETA,LETONIA,2
LA BORDETA,LITUANIA,1
LA BORDETA,MALI,10
LA BORDETA,MARRUECOS,392
LA BORDETA,MAURITANIA,4
LA BORDETA,MEXICO,3
LA BORDETA,MOLDAVIA,10
LA BORDETA,NICARAGUA,1
LA BORDETA,NIGERIA,52
LA BORDETA,PAISES BAJOS,5
LA BORDETA,PAKISTAN,3
LA BORDETA,PARAGUAY,11
LA BORDETA,PERU,9
LA BORDETA,POLONIA,18
LA BORDETA,PORTUGAL,21
LA BORDETA,REINO UNIDO G.B.,5
LA BORDETA,REP.CHECA,1
LA BORDETA,REP.DOMINICANA,8
LA BORDETA,RUMANIA,480
LA BORDETA,RUSIA,18
LA BORDETA,SENEGAL,49
LA BORDETA,SIRIA,1
LA BORDETA,SUIZA,2
LA BORDETA,TUNEZ,2
LA BORDETA,UCRANIA,40
LA BORDETA,URUGUAY,7
LA BORDETA,VENEZUELA,11
MAGRANERS,ANGOLA,1
MAGRANERS,ARGELIA,16
MAGRANERS,ARGENTINA,3
MAGRANERS,BOLIVIA,5
MAGRANERS,BRASIL,8
MAGRANERS,BULGARIA,4
MAGRANERS,CAMERUN,1
MAGRANERS,CHILE,2
MAGRANERS,COLOMBIA,9
MAGRANERS,CUBA,6
MAGRANERS,ECUADOR,2
MAGRANERS,EGIPTO,4
MAGRANERS,ESLOVAQUIA,4
MAGRANERS,FRANCIA,2
MAGRANERS,GAMBIA,1
MAGRANERS,GHANA,4
MAGRANERS,GUINEA,1
MAGRANERS,GUINEA BISSAU,1
MAGRANERS,GUINEA ECUATORIA,1
MAGRANERS,HONDURAS,2
MAGRANERS,INDIA,1
MAGRANERS,ITALIA,7
MAGRANERS,LITUANIA,1
MAGRANERS,MALI,1
MAGRANERS,MARRUECOS,18
MAGRANERS,MEXICO,1
MAGRANERS,PERU,1
MAGRANERS,POLONIA,13
MAGRANERS,PORTUGAL,8
MAGRANERS,REP.CHECA,1
MAGRANERS,REP.DOMINICANA,2
MAGRANERS,RUMANIA,84
MAGRANERS,SENEGAL,20
CAPPONT-POLIGON-VILANOV.,ANDORRA,1
CAPPONT-POLIGON-VILANOV.,ARGELIA,19
CAPPONT-POLIGON-VILANOV.,ARGENTINA,4
CAPPONT-POLIGON-VILANOV.,BIELORRUSIA,1
CAPPONT-POLIGON-VILANOV.,BOLIVIA,6
CAPPONT-POLIGON-VILANOV.,BRASIL,17
CAPPONT-POLIGON-VILANOV.,BULGARIA,23
CAPPONT-POLIGON-VILANOV.,CAMERUN,1
CAPPONT-POLIGON-VILANOV.,CHILE,1
CAPPONT-POLIGON-VILANOV.,CHINA,17
CAPPONT-POLIGON-VILANOV.,COLOMBIA,10
CAPPONT-POLIGON-VILANOV.,CONGO,1
CAPPONT-POLIGON-VILANOV.,COSTA DE MARFIL,3
CAPPONT-POLIGON-VILANOV.,CROACIA,5
CAPPONT-POLIGON-VILANOV.,ECUADOR,1
CAPPONT-POLIGON-VILANOV.,EGIPTO,3
CAPPONT-POLIGON-VILANOV.,ESLOVAQUIA,1
CAPPONT-POLIGON-VILANOV.,FINLANDIA,1
CAPPONT-POLIGON-VILANOV.,FRANCIA,2
CAPPONT-POLIGON-VILANOV.,GAMBIA,13
CAPPONT-POLIGON-VILANOV.,GEORGIA,1
CAPPONT-POLIGON-VILANOV.,GUINEA,3
CAPPONT-POLIGON-VILANOV.,GUINEA BISSAU,1
CAPPONT-POLIGON-VILANOV.,GUINEA ECUATORIA,2
CAPPONT-POLIGON-VILANOV.,INDIA,1
CAPPONT-POLIGON-VILANOV.,ITALIA,14
CAPPONT-POLIGON-VILANOV.,MALI,22
CAPPONT-POLIGON-VILANOV.,MARRUECOS,56
CAPPONT-POLIGON-VILANOV.,MEXICO,3
CAPPONT-POLIGON-VILANOV.,NIGERIA,10
CAPPONT-POLIGON-VILANOV.,PAKISTAN,1
CAPPONT-POLIGON-VILANOV.,PANAMA,1
CAPPONT-POLIGON-VILANOV.,PARAGUAY,2
CAPPONT-POLIGON-VILANOV.,PERU,1
CAPPONT-POLIGON-VILANOV.,POLONIA,8
CAPPONT-POLIGON-VILANOV.,PORTUGAL,1
CAPPONT-POLIGON-VILANOV.,REINO UNIDO G.B.,2
CAPPONT-POLIGON-VILANOV.,REP.DOMINICANA,3
CAPPONT-POLIGON-VILANOV.,RUMANIA,151
CAPPONT-POLIGON-VILANOV.,RUSIA,2
CAPPONT-POLIGON-VILANOV.,SENEGAL,14
CAPPONT-POLIGON-VILANOV.,UCRANIA,30
CAPPONT-POLIGON-VILANOV.,URUGUAY,1
CAPPONT-POLIGON-VILANOV.,VENEZUELA,1
BUTSENIT,ARGELIA,2
BUTSENIT,ARGENTINA,1
BUTSENIT,BIELORRUSIA,1
BUTSENIT,BOLIVIA,2
BUTSENIT,BRASIL,4
BUTSENIT,BULGARIA,1
BUTSENIT,CAMERUN,2
BUTSENIT,CHINA,1
BUTSENIT,COLOMBIA,3
BUTSENIT,CUBA,1
BUTSENIT,ECUADOR,1
BUTSENIT,FRANCIA,2
BUTSENIT,GAMBIA,1
BUTSENIT,GUINEA,1
BUTSENIT,INDIA,4
BUTSENIT,LITUANIA,1
BUTSENIT,MALI,7
BUTSENIT,MARRUECOS,12
BUTSENIT,MOLDAVIA,1
BUTSENIT,NIGERIA,1
BUTSENIT,PAKISTAN,1
BUTSENIT,POLONIA,1
BUTSENIT,REINO UNIDO G.B.,1
BUTSENIT,RUMANIA,24
BUTSENIT,RUSIA,3
BUTSENIT,SENEGAL,1
BUTSENIT,UCRANIA,1
BUTSENIT,VENEZUELA,3
TORRES DE SANUI,ALEMANIA,1
TORRES DE SANUI,ARGENTINA,1
TORRES DE SANUI,BELGICA,3
TORRES DE SANUI,BOSNIA-HERZEGOVI,1
TORRES DE SANUI,BRASIL,10
TORRES DE SANUI,BULGARIA,2
TORRES DE SANUI,COLOMBIA,8
TORRES DE SANUI,E.E.UNIDOS AMERI,1
TORRES DE SANUI,ECUADOR,3
TORRES DE SANUI,ESLOVAQUIA,1
TORRES DE SANUI,FRANCIA,2
TORRES DE SANUI,GAMBIA,2
TORRES DE SANUI,GUINEA,3
TORRES DE SANUI,GUINEA ECUATORIA,1
TORRES DE SANUI,ITALIA,9
TORRES DE SANUI,LITUANIA,2
TORRES DE SANUI,MALI,1
TORRES DE SANUI,MARRUECOS,4
TORRES DE SANUI,MEXICO,1
TORRES DE SANUI,POLONIA,3
TORRES DE SANUI,PORTUGAL,2
TORRES DE SANUI,REINO UNIDO G.B.,3
TORRES DE SANUI,REP.CHECA,1
TORRES DE SANUI,RUMANIA,26
TORRES DE SANUI,RUSIA,5
TORRES DE SANUI,SENEGAL,3
TORRES DE SANUI,TOGO,1
TORRES DE SANUI,TURQUIA,1
TORRES DE SANUI,VENEZUELA,1
"BASSES D,ALPICAT",ALEMANIA,2
"BASSES D,ALPICAT",ARGELIA,1
"BASSES D,ALPICAT",BELGICA,1
"BASSES D,ALPICAT",BRASIL,6
"BASSES D,ALPICAT",BULGARIA,4
"BASSES D,ALPICAT",CROACIA,4
"BASSES D,ALPICAT",DINAMARCA,2
"BASSES D,ALPICAT",ESLOVENIA,1
"BASSES D,ALPICAT",GAMBIA,4
"BASSES D,ALPICAT",GRECIA,1
"BASSES D,ALPICAT",GUINEA ECUATORIA,1
"BASSES D,ALPICAT",HONDURAS,1
"BASSES D,ALPICAT",ITALIA,1
"BASSES D,ALPICAT",MARRUECOS,4
"BASSES D,ALPICAT",MAURITANIA,3
"BASSES D,ALPICAT",MEXICO,1
"BASSES D,ALPICAT",NICARAGUA,1
"BASSES D,ALPICAT",PARAGUAY,1
"BASSES D,ALPICAT",POLONIA,3
"BASSES D,ALPICAT",PORTUGAL,1
"BASSES D,ALPICAT",RUMANIA,16
"BASSES D,ALPICAT",RUSIA,3
"BASSES D,ALPICAT",SENEGAL,2
"BASSES D,ALPICAT",SERBIA,1
"BASSES D,ALPICAT",UCRANIA,3
LLIVIA,ARGELIA,5
LLIVIA,BOLIVIA,2
LLIVIA,BRASIL,6
LLIVIA,BULGARIA,1
LLIVIA,CAMERUN,1
LLIVIA,CHINA,6
LLIVIA,COLOMBIA,5
LLIVIA,EGIPTO,1
LLIVIA,ESLOVAQUIA,1
LLIVIA,FRANCIA,1
LLIVIA,INDIA,1
LLIVIA,ITALIA,3
LLIVIA,LITUANIA,3
LLIVIA,MARRUECOS,8
LLIVIA,MEXICO,3
LLIVIA,PERU,3
LLIVIA,PORTUGAL,1
LLIVIA,REP.CHECA,8
LLIVIA,REP.COREA,1
LLIVIA,REP.DOMINICANA,1
LLIVIA,RUMANIA,77
LLIVIA,RUSIA,7
LLIVIA,SENEGAL,2
LLIVIA,UCRANIA,1
RAIMAT - SUCHS,BOLIVIA,1
RAIMAT - SUCHS,BRASIL,1
RAIMAT - SUCHS,FRANCIA,1
RAIMAT - SUCHS,GHANA,2
RAIMAT - SUCHS,MALI,1
RAIMAT - SUCHS,MARRUECOS,8
RAIMAT - SUCHS,PARAGUAY,3
RAIMAT - SUCHS,POLONIA,6
RAIMAT - SUCHS,PORTUGAL,2
RAIMAT - SUCHS,REINO UNIDO G.B.,1
RAIMAT - SUCHS,RUMANIA,15
,,26555
