Ajuntament de Lleida. Pressupost de despeses per partides 2014. Classificació econòmica;;
;;
 Partida;Denominació;Import € 
12.170.021.600;MANTENIMENT EQUIPS INFORMÀTICS;599,61
5.231.021.600;MANTENIMENT EQUIPS INFORMATICS;3.853,63
5.232.221.600;MANTENIMENT EQUIPS INFORMATICS;555
5.232.321.600;MANTENIMENT EQUIPS INFORMATICS;1.104,58
5.313.021.600;MANTENIMENT EQUIPS INFORMATICS;287
6.320.021.600;MANTENIMENT D'EQUIPS INFORMÀTICS;2.559,78
6.323.021.600;MANTENIMENT EQUIPS INFORMATICS;3.723,32
6.330.021.600;MANTENIMENT EQUIPS INFORMATICS;795,08
2.332.021.600;MANTENIMENT EQUIPS INFORMÀTICS;245
6.340.021.600;REPARACIÓ I MANTENIMENT EQUIPS INFORMACIÓ;2.400,00
4.491.021.600;MANTENIMENT EQUIPS INFORMATICS;36.749,67
1.912.021.600;MANTENIMENT EQUIPS INFORMATICS;11.989,08
2.920.021.600;MANTENIMENT D'EQUIPS INFORMÀTICS;299,42
4.920.021.600;MANTENIMENT EQUIPS INFORMATICS;22.972,10
1.920.221.600;MANTENIMENT EQUIPS INFORMATICS;233,48
5.924.021.600;MANTENIMENT EQUIPS INFORMATICS;856,36
3.925.021.600;MANTENIMENT EQUIPS INFORMÀTICS;941,69
;Total article 21;5.899.441,23
;;
;Article 22. Material, subministrament i altres;
4.491.022.000;MATERIAL D'OFICINA NO INVENTARIABLE;150
4.920.022.000;MATERIAL D'OFICINA NO INVENTARIABLE;85.000,00
4.920.022.001;SUBSCRIPCIONS I PUBLICACIONS;18.959,44
4.491.022.002;SUBM. MATERIAL INFORMÀTIC NO INVENTARIABLE;9.633,00
3.165.022.100;SUBMINISTRAMENT ENERGIA ELECTRICA;1.800.000,00
5.231.022.100;SUBMINISTRAMENT ENERGIA ELECTRICA;115.851,86
5.232.222.100;SUBMINISTRAMENT ENERGIA ELECTRICA;21.894,44
5.232.322.100;SUBMINISTRAMENT ENERGIA ELECTRICA;2.308,68
5.313.022.100;SUBMINISTRAMENT ENERGIA ELECTRICA;17.315,75
6.320.022.100;SUBMINISTRAMENT ENERGIA ELÈCTRICA;16.320,00
6.321.022.100;SUBMINISTRAMENT ENERGIA ELECTRICA;504.395,78
6.323.022.100;SUBMINISTRAMENT ENERGIA ELECTRICA;1.400,16
6.330.022.100;SUBMINISTRAMENT ENERGIA ELECTRICA;27.933,18
6.333.022.100;SUBMINISTRAMENT ENERGIA ELÈCTRICA;112.172,48
6.335.022.100;SUBMINISTRAMENT ENERGIA ELÈCTRICA;71.746,10
6.335.122.100;SUBMINISTRAMENT ENERGIA ELÈCTRICA;81.064,62
6.342.022.100;SUBMINISTRAMENT ENERGIA ELECTRICA;300.000,00
7.431.022.100;SUBMINISTRAMENT ENERGIA ELÈCTRICA;65.270,67
3.920.022.100;SUBMINISTRAMENT ENERGIA ELECTRICA;360.182,81
5.924.022.100;SUBMINISTRAMENT ENERGIA ELECTRICA;178.898,10
3.155.022.101;AIGUA;4.500,00
5.164.022.101;SUBMINISTRAMENT D'AIGUA;13.461,78
12.169.022.101;NETEJA DE CANERA;5.154,22
12.171.022.101;AIGUA;5.016,39
5.231.022.101;SUBMINISTRAMENT D'AIGUA;6.110,43
5.232.222.101;SUBMINISTRAMENT D'AIGUA;1.485,21
5.232.322.101;SUBMINISTRAMENT AIGUA;34,81
6.321.022.101;SUBMINISTRAMENT AIGUA;107.099,77
6.330.022.101;SUBMINISTRAMENT AIGUA;451,29
6.333.022.101;AIGUA;1.023,13
6.335.022.101;AIGUA;2.565,32
6.335.122.101;AIGUA;271,86
6.342.022.101;SUBMINISTRAMENT D'AIGUA;17.750,00
7.431.022.101;AIGUA;2.000,00
3.920.022.101;SUBMINISTRAMENT D'AIGUA;9.905,96
5.924.022.101;SUBMINISTRAMENT AIGUA;4.942,80
5.231.022.102;GAS;47.814,55
5.232.322.102;GAS;2.036,40
6.321.022.102;SUBMINISTRAMENT GAS;266.130,77
6.333.022.102;GAS;8.425,08
6.335.022.102;GAS;22.866,14
6.335.122.102;GAS;13.286,90
6.342.022.102;SUBMINISTRAMENT DE GAS;200.000,00
3.920.022.102;SUBMINISTRAMENT DE GAS;81.833,35
5.924.022.102;SUBMINISTRAMENT GAS;68.918,00
2.132.022.103;COMBUSTIBLES I CARBURANTS;85.000,00
2.134.022.103;COMBUSTIBLES I CARBURANTS;1.099,00
3.150.022.103;COMBUSTIBLES I CARBURANTS;38.093,13
5.164.022.103;COMBUSTIBLES I CARBURANTS;1.794,98
12.169.022.103;COMBUSTIBLES I CARBURANTS;4.448,15
12.170.022.103;COMBUSTIBLES I CARBURANTS;5.775,37
12.171.022.103;COMBUSTIBLES I CARBURANTS;6.561,28
6.321.022.103;COMBUSTIBLES I CARBURANTS;238.978,85
3.410.022.103;COMBUSTIBLES I CARBURANTS;362
7.431.022.103;COMBUSTIBLES I CARBURANTS;1.700,00
1.912.022.103;COMBUSTIBLES I CARBURANTS;27.376,50
5.924.022.103;COMBUSTIBLES I CARBURANTS;36.714,45
6.342.022.104;VESTUARI;4.968,00
2.920.022.104;VESTUARI;84.630,00
12.169.022.105;SUBMINISTRAMENT ALIMENTS CANERA;8.400,00
5.231.022.105;SUBMINISTRAMENT ALIMENTS;295.243,00
5.313.022.105;SUBMINISTRAMENT ALIMENTS;28.550,00
6.341.022.105;MENJADOR ESPORTMANIA;30.000,00
12.169.022.109;SUBMINISTRAMENT ALTRE MATERIAL TECNIC;5.824,67
12.170.022.109;SUBMINISTRAMENT ALTRE MATERIAL TECNIC;214,09
5.232.322.109;SUBMINISTRAMENT D'ALTRE MATERIAL TECNIC;1.070,45
5.924.022.109;SUBMINISTRAMENT ALTRE MATERIAL TECNIC;1.852,35
6.323.022.110;PRODUCTES NETEJA;387,85
6.342.022.110;PRODUCTES DE NETEJA;4.893,84
3.920.022.110;SUBMINISTRAMENT PRODUCTES NETEJA;2.487,64
2.132.022.199;ALTRES SUBMINISTRAMENTS;15.857,00
3.150.022.199;SUBMINISTRAMENT ALTRE MATERIAL TECNIC;5.030,36
5.231.022.199;SUBMINISTRAMENT ALTRE MATERIAL TECNIC;13.915,90
6.232.122.199;ALTRES SUBMINISTRAMENTS;3.772,96
5.232.222.199;SUBMINISTRAMENT ALTRE MATERIAL TECNIC;1.500,00
5.313.022.199;ALTRES SUBMINISTRAMENTS;4.699,91
6.320.022.199;SUBMINISTRAMENT ALTRE MATERIAL TÈCNIC;698,12
6.321.022.199;SUBMINISTRAMENT ALTRE MATERIAL TECNIC;5.800,00
6.323.022.199;ALTRES SUBMINISTRAMENTS;12.422,00
6.330.022.199;ALTRES SUBMINISTRAMENTS;366,9
6.333.022.199;SUBMINISTRAMENTS, ALTRE MATERIAL TÈCNIC I ESPECIAL;3.058,00
6.335.022.199;SUBMINISTRAMENTS, ALTRE MATERIAL TÈCNIC I ESPECIAL;3.670,57
6.335.122.199;SUBMINISTRAMENTS, ALTRE MATERIAL TÈCNIC I ESPECIAL;5.505,00
6.341.022.199;ALTRES SUBMINISTRAMENTS;2.366,00
6.342.022.199;SUBMINISTRAMENTS I ALTRE MATERIAL TÈCNIC;1.223,27
7.431.022.199;ALTRES SUBMINISTRAMENTS;2.000,00
3.920.022.199;ALTRES SUBMINISTRAMENTS;875,76
1.920.222.199;SUBMINISTRAMENT ALTRE MATERIAL TECNIC;1.499,10
6.330.022.200;SERVEIS DE TELECOMUNICACIONS;7.952,39
6.335.122.200;SERVEIS DE TELECOMUNICACIONS;917
6.340.022.200;SERVEIS DE TELECOMUNICACIONS;2.366,00
6.342.022.200;SERVEI DE TELECOMUNICACIONS;4.281,82
3.920.022.200;SERVEIS DE TELECOMUNICACIONS;813.740,22
4.920.022.201;COMUNICACIONS POSTALS;405.000,00
3.150.022.299;ALTRES DESPESES EN COMUNICACIONS;760,18
5.231.022.299;ALTRES DESPESES DE COMUNICACIONS;1.284,54
5.232.222.299;DESPESES DE COMUNICACIONS;5.507,41
6.320.022.299;DESPESES DE COMUNICACIÓ;193,92
1.912.022.299;DESPESES DE COMUNICACIONS;299,42
2.920.022.299;ALTRES DESPESES EN COMUNICACIONS;749,32
5.231.022.300;SERVEI DE TRANSPORT;6.152,01
6.232.122.300;SERVEI DE TRANSPORT;612,02
2.920.022.402;PRIMES D'ASSEGURANCES;600.000,00
2.132.022.601;ATENCIONS PROTOCOLARIES;2.000,00
2.134.022.601;ATENCIONS PROTOCOLARIES;1.253,00
1.912.022.601;ATENCIONS PROTOCOLARIES;20.980,90
1.920.222.601;ATENCIONS PROTOCOLARIES;1.082,09
1.922.022.601;ATENCIONS PROTOCOLARIES;4.495,91
5.924.022.601;ATENCIONS PROTOCOLARIES I REPRESENTATIVES;299,42
6.330.022.602;DESPESES DIVERSES DE DIVULGACIO;30.000,00
6.340.022.602;DESPESES DE DIVULGACIÓ;1.000,00
4.920.022.602;CONVENIS DE DIVULGACIÓ;170.000,00
1.920.222.602;DESPESES DIVERSES DE DIVULGACIO;35.329,00
5.924.022.602;DESPESES DE COORDINACIÓ DE BARRIS;6.000,00
4.920.022.603;PUBLICACIONS EN DIARIS OFICIALS;11.426,00
2.920.022.604;DESPESES DIVERSES JURIDIQUES I CONTENCIOSES;30.251,96
4.931.022.604;DESPESES JURIDIQUES I CONTENCIOSOS;8.229,31
5.232.222.606;SEMINARIS I CONFERENCIES;1.163,54
6.333.022.608;DESPESES DIVERSES MUSEUS;205.800,00
6.334.122.608;ACTIVITATS LITERÀRIES;29.966,00
6.335.022.608;PROMOCIÓ ACTIVITATS DIVERSES ARTS ESCÈNIQUES;119.800,00
6.335.122.608;ACTIVITATS DIVERSES MUSICALS;158.940,00
6.338.022.608;FESTES POPULARS;503.160,00
2.231.022.609;ACCIÓ SOCIAL DESTINADA A FUNCIONARIS;3.775,29
6.330.022.609;DESPESES DIVERSES PREMI RICARD VINYES;23.184,00
2.132.022.699;ALTRES DESPESES DE FUNCIONAMENT;7.729,00
2.132.122.699;ALTRES DESPESES DE FUNCIONAMENT;7.340,37
2.134.022.699;ALTRES DESPESES DE FUNCIONAMENT;2.515,00
3.150.022.699;ALTRES DESPESES DE FUNCIONAMENT;4.442,38
5.164.022.699;ALTRES DESPESES DE FUNCIONAMENT;327,34
12.169.022.699;ALTRES DESPESES DE FUNCIONAMENT;4.561,06
12.170.022.699;ALTRES DESPESES DE FUNCIONAMENT;12.062,00
12.171.022.699;ALTRES DESPESES DE FUNCIONAMENT;5.994,54
5.231.022.699;ALTRES DESPESES DE FUNCIONAMENT;32.114,39
6.232.122.699;ALTRES DESPESE DIVERSES;1.734,45
5.232.222.699;ALTRES DESPESES DE FUNCIONAMENT;63.568,00
5.232.322.699;ALTRES DESPESES DE FUNCIONAMENT;35.789,62
5.313.022.699;ALTRES DESPESES DE FUNCIONAMENT;10.068,47
6.320.022.699;ALTRES DESPESES DE FUNCIONAMENT;4.382,66
6.323.022.699;ALTRES DESPESES DE FUNCIONAMENT;6.900,00
6.330.022.699;ALTRES DESPESES DE FUNCIONAMENT;8.074,17
2.332.022.699;ALTRES DESPESES DE FUNCIONAMENT;3.850,00
6.335.022.699;ALTRES DESPESES DIVERSES DE FUNCIONAMENT;95.000,00
6.340.022.699;ALTRES DESPESES DE FUNCIONAMENT;88.500,00
6.341.022.699;ALTRES DESPESES DIVERSES;21.607,00
6.342.022.699;ALTRES DESPESES DIVERSES;1.540,91
7.431.022.699;ALTRES DESPESES FUNCIONAMENT MERCATS;5.000,00
4.439.122.699;ALTRES DESPESES DE FUNCIONAMENT: PROJECCIÓ EXTERIOR;49.700,00
4.491.022.699;ALTRES DESPESES DE FUNCIONAMENT;1.000,00
7.493.022.699;ALTRES DESPESES FUNCIONAMENT CONSUM;6.000,00
1.912.022.699;ALTRES DESPESES DE FUNCIONAMENT;17.983,63
2.920.022.699;ALTRES DESPESES DE FUNCIONAMENT;5.405,02
4.920.022.699;FONS D'AJUSTAMENT PRESSUPOSTARI;231.339,00
1.920.122.699;ALTRES DESPESES DE FUNCIONAMENT;14.900,00
1.920.222.699;ALTRES DESPESES DE FUNCIONAMENT;9.682,18
1.922.022.699;ALTRES DESPESES DE FUNCIONAMENT;43.210,66
5.924.022.699;DESPESES DIVERSES;8.991,81
3.925.022.699;ALTRES DESPESES DE FUNCIONAMENT;470,84
4.931.022.699;ALTRES DESPESES DE FUNCIONAMENT;199.000,00
12.162.022.700;NETEJA VIARIA I RECOLLIDA DE RESIDUS;12.216.600,00
5.164.022.700;NETEGES;9.991,92
12.170.022.700;NETEGES;3.855,60
12.171.022.700;NETEGES;2.582,64
5.231.022.700;NETEGES;142.800,00
5.232.222.700;NETEGES;15.409,14
5.232.322.700;NETEJA;4.367,64
5.313.022.700;NETEGES;2.070,60
6.320.022.700;NETEGES;34.935,00
6.321.022.700;NETEGES;1.709.028,36
6.323.022.700;NETEGES;68.850,00
6.330.022.700;NETEJA;33.660,00
6.333.022.700;NETEJA;26.520,00
6.335.022.700;NETEJA;51.000,00
6.335.122.700;NETEJA;41.820,00
6.342.022.700;NETEJA;600
7.431.022.700;NETEJA;15.000,00
3.920.022.700;NETEGES;317.852,40
5.924.022.700;NETEGES;218.007,66
7.431.022.701;SEGURETAT;31.543,00
7.493.022.702;VALORACIONS I PERITATGES DE CONSUM;305,62
3.151.022.706;ESTUDIS I TREBALLS TÈCNICS;200.000,00
5.231.022.706;CONTRACTES SOCIALS PER INSPECCIONS TÈCNIQUES;50.000,00
5.232.322.706;ESTUDIS I TREBALLS TÈCNICS;1.926,82
5.924.022.706;ESTUDIS I TREBALLS TECNICS;3.664,37
3.151.022.707;OBRES D'EXECUCIÓ SUBSIDIÀRIA;300.000,00
6.320.022.709;CONCESSIÓ D'OBRA PÚBLICA;1.785.088,93
2.920.022.709;CONCESSIÓ D'OBRA PÚBLICA;2.341.009,00
12.170.022.710;SERVEIS FUNDACIO LLEIDA 21;115.000,00
2.132.022.799;ALTRES CONTRACTES PRESTACIO SERVEIS;10.000,00
2.132.122.799;ALTRES CONTRACTES;98.000,00
3.151.022.799;ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROF.;165.538,71
5.164.022.799;TREBALL REALITZATS PER EMPRESES I PROFESSONALS;617,45
12.169.022.799;ALTRES CONTRACTES PRESTACIO SERVEIS;49.000,14
12.170.022.799;ALTRES CONTRACTES PRESTACIO SERVEIS;99.893,52
12.171.022.799;ALTRES CONTRACTES PRESTACIO SERVEIS;2.780.000,00
5.231.022.799;ALTRES CONTRACTES PRESTACIO SERVEIS;2.655.374,00
6.232.122.799;TREBALLS REALITZATS PER EMPRESES;163.578,00
5.232.222.799;ALTRES CONTRACTES DE PRESTACIO DE SERVEIS;23.000,00
5.232.322.799;ALTRES CONTRACTES DE PRESTACIO DE SERVEIS;61.214,00
6.321.022.799;ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROF.;427.400,00
6.323.022.799;ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROF.;212.160,00
6.324.022.799;ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROF.;55.000,00
6.330.022.799;ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROF.;388.980,00
6.333.022.799;ALTRES CONTRACTES DE PRESTACIÓ DE SERVEIS;7.707,00
6.335.022.799;ALTRES CONTRACTES;80.000,00
6.335.122.799;ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROFES.;18.351,30
6.338.022.799;ALTRES CONTRACTES DE PRESTACIÓ DE SERVEIS;6.850,90
6.340.022.799;ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROF.;7.677,00
6.342.022.799;ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROFES.;137.585,00
7.431.022.799;ALTRES TREBALLS REALITZATS PER EMPRESES I PROF.;115.600,00
3.440.022.799;CONTRACTE D'APARCAMENT REGULAT;3.041.000,00
4.491.022.799;ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROF.;223.511,67
2.920.022.799;ALTRES CONTRACTES PRESTACIO SERVEIS;53.925,00
1.920.222.799;ALTRES CONTRACTES PRESTACIO SERVEIS;349.731,00
5.924.022.799;ALTRES CONTRACTES DE PRESTACIO DE SERVEIS;1.018,48
3.925.022.799;ALTRES CONTRACTES DE PRESTACIÓ DE SERVEIS;655,46
;Total article 22;40.889.862,18
;;
;Article 23. Indemnitzacions per raó del servei;
1.912.023.000;DIETES DE CARRECS ELECTES;11.979,00
2.132.023.020;DIETES DEL PERSONAL;24.500,00
2.132.123.020;DIETES DEL PERSONAL;150,48
2.134.023.020;DIETES DEL PERSONAL;395
3.150.023.020;DIETES DEL PERSONAL;2.185,12
12.169.023.020;DIETES DEL PERSONAL;61,28
12.170.023.020;DIETES DEL PERSONAL;109,37
5.231.023.020;DIETES DEL PERSONAL;3.382,79
5.232.223.020;DIETES DEL PERSONAL;349,06
5.232.323.020;DIETES DEL PERSONAL;709,76
5.313.023.020;DIETES DEL PERSONAL;449,9
6.320.023.020;DIETES DEL PERSONAL;1.560,00
6.330.023.020;DIETES DEL PERSONAL;3.420,62
2.332.023.020;DIETES DE PERSONAL;232
6.333.023.020;DIETES DEL PERSONAL;826
6.335.023.020;DIETES DEL PERSONAL;612,02
6.335.123.020;DIETES DEL PERSONAL;366
6.338.023.020;DIETES DEL PERSONAL;305,62
6.340.023.020;DIETES DEL PERSONAL;341,3
4.439.123.020;DIETES DEL PERSONAL;155,14
4.491.023.020;DIETES DEL PERSONAL;500
1.912.023.020;DIETES DEL PERSONAL;4.196,49
2.920.023.020;DIETES DEL PERSONAL;285,45
1.920.123.020;DIETES DEL PERSONAL;107,05
1.920.223.020;DIETES DEL PERSONAL;383,97
5.924.023.020;DIETES DEL PERSONAL;555,39
3.925.023.020;DIETES DEL PERSONAL;224,95
4.931.023.020;DIETES DEL PERSONAL;617,45
7.431.023.300;ALTRES INDEMNITZACIONS PER RAÓ DEL SERVEI;1.100,71
7.493.023.300;ALTRES INDEMNITZACIONS;305,62
2.920.023.300;ALTRES INDEMNITZ. PER RAO DEL SERVEI;1.801,93
1.912.023.301;MITJANS MATERIALS GRUPS POLITICS;105.500,00
1.912.023.302;INDEMNITZACIONS ALTRES ÒRGANS;20.000,00
;Total article 23;187.669,47
;;
;Article 24. Despeses de publicacions;
6.232.124.000;PUBLICACIONS;1.101,48
6.320.024.000;DIVULGACIÓ OME;387,85
6.323.024.000;PUBLICACIONS;775,69
;Total article 24;2.265,02
;;
;Article 25. Treballs realitzats per administracions públiques i altres entitats públiques;
12.162.025.000;TRACTAMENT DE RESIDUS CONSORCI DE RESIDUS;1.350.000,00
12.170.025.000;CONTROL DE VESSAMENTS;290.928,00
12.162.025.001;TRACTAMENT DE RESIDUS CONSELL COMARCAL;650.000,00
;Total article 25;2.290.928,00
;;
;Total capítol 2;51.123.316,47
;;
;;
;;
;Capítol 3. Despeses financeres;
;;
;Article 31. De prèstecs y altres operacions financeres en euros;
4.011.031.001;INTERESSOS;3.939.450,15
;Total article 31;3.939.450,15
;;
;Total capítol 3;3.939.450,15
;;
;;
;;
;Capítol 4. Transferències corrents;
;;
;Article 41. A organismos autónomos de l'entitat local;
5.241.041.000;TRANSF.CORRENT INST.MUNICIPAL OCUPACIÓ;2.324.946,00
7.432.041.000;TRANSF.CORRENT PATRONAT MUN.TURISME;784.924,00
7.432.041.001;TRANSFERÈNCIA CORRENT PER IMPOST TURÍSTIC;60.000,00
;Total article 41;3.169.870,00
;;
;Article 44. A ens públics i societats mercantils de l'entitat local;
3.151.044.900;TRANSFERÈNCIA CORRENT EMPRESA MUNICIPAL URBANIME;4.700.000,00
7.432.044.900;TRANSFERÈNCIA CORRENT CNC;800.000,00
;Total article 44;5.500.000,00
;;
;Article 45. A comunitats autònomes;
4.439.145.300;TRANSFERÈNCIES CORRENTS AEROPORTS PÚBLICS DE CATALUNYA;150.000,00
;Total article 45;150.000,00
;;
;Article 46. A entitats locals;
2.920.046.600;TRANSF. A ENTITATS QUE AGRUPEN MUNICIPIS;27.403,00
6.323.046.700;APORTACIÓ CONSORCI NORMALITZACIÓ LINGÜÍSTICA;42.517,19
6.330.046.700;TRANSFERÈNCIA CONSORCI MUSEU DIOCESÀ;196.834,00
7.433.046.700;APORTACIÓ CONSORCI PROMOCIÓ ECONÒMICA;397.678,00
3.440.046.700;APORTACIÓ AUTORITAT DEL TRANSPORT;139.088,00
5.241.046.701;TRANSFERÈNCIA GLOBAL LLEIDA;250.000,00
6.330.046.701;TRANSFERÈNCIA CONSORCI SEU VELLA;140.000,00
4.439.146.702;APORTACIÓ PARC CIENTÍFIC I TECNOLÒGIC;300.000,00
1.943.046.800;TRANSF. A ENTITATS LOCALS DESCENTRALITZADES;264.094,00
;Total article 46;1.757.614,19
;;
;Article 47. A empresas privades;
3.440.047.200;TRANSFERÈNCIA CORRENT AUTOBUSOS DE LLEIDA;5.300.000,00
;Total article 47;5.300.000,00
;;
;Article 48. A families i institucions sense fi de lucre;
7.431.048.000;TRANSFER. A ENTITATS SENSE LUCRE;46.840,00
5.231.048.001;ATENCIONS BENEFIQUES I ASSIST. A FAMILIES;341.132,00
5.231.048.100;PREMIS I BEQUES;600
5.232.248.100;PREMIS I BEQUES;1.064,25
5.232.348.100;PREMIS I BEQUES;6.981,22
6.321.048.100;PREMIS I BEQUES-BEQUES ESCOLA;10.653,34
6.323.048.100;PREMIS I BEQUES;12.500,00
6.324.048.100;PREMIS;24.000,00
6.330.048.100;PREMIS I BEQUES;14.424,00
6.334.148.100;PREMIS LITERARIS;7.500,00
2.920.048.100;PREMIS I BEQUES;3.676,78
5.924.048.100;PREMIS I BEQUES;899,03
2.134.048.200;SUBVENCIÓ ASSOCIACIÓ VOLUNT.PROTECCIÓ CIVIL LLEIDA;1.545,00
3.150.048.200;SUBVENCIÓ FUNDACIÓ PAISATGE URBÀ;65.170,00
3.410.048.200;TRANSFERENCIES A INSTITUCIONS SENSE FI DE LUCRE;12.073,00
7.439.048.200;TRANSFERÈNCIES A ENS SENSE FI DE LUCRE;47.286,14
4.927.048.200;ALTRES TRANSF. A ENS SENSE LUCRE;78.858,00
1.912.048.201;SUBVENCIÓ FUNDACIÓ ABADIA DE MONTSERRAT;2.569,09
1.912.048.202;APORTACIO FUNDACIÓ MONESTIR DE POBLET;2.569,09
6.323.048.204;ALTRES TRANSFERÈNCIES A ENS SENSE FI DE LUCRE;23.658,00
5.231.048.900;SUBVENCIONS SOCIALS EN INSPECCIONS TÈCNIQUES I ASCENSORS;100.000,00
6.334.048.900;ALTRES TRANSFERÈNCIES A ENTITATS;47.315,00
6.335.148.900;ALTRES TRANSFERÈNCIES A ENTITATS;54.464,00
12.170.048.901;FUNDACIÓ FÒRUM AMBIENTAL;3.596,88
5.231.048.901;ALTRES TRANSF. A ENS SENSE LUCRE;180.000,00
6.232.148.901;ALTRES TRANSFERENCIES A ENS SENSE LUCRE;2.614,86
5.232.248.901;ALTRES TRANSF. A ENS SENSE LUCRE;8.460,00
5.232.348.901;ALTRES TRANSF. A ENS SENSE LUCRE;36.495,00
5.313.048.901;ALTRES TRANSF. A ENS SENSE LUCRE;5.373,00
6.330.048.901;ALTRES TRANSFERÈNCIES CERCLE DE BELLES ARTS;7.912,00
6.335.048.901;CONVENI CENTRE DE TITELLES DE LLEIDA;35.486,00
6.335.148.901;CONVENI BANDA MUNICIPAL DE LLEIDA;25.235,00
6.338.048.901;CONVENI FECOLL;35.486,00
6.340.048.901;ALTRES TRANSFERÈNCIES A ENS SENSE ÀNIM LUCRE;1.310.000,00
5.924.048.901;ALTRES TRANSF. A ENS SENSE LUCRE;156.811,00
4.931.048.901;TRANSFERÈNCIA CERCLE D'ECONOMIA;4.654,15
5.231.048.902;SUBVENCIONS SOCIALS LLEGAT GARROFÉ;38.823,00
5.313.048.902;TRANSFERÈNCIA CÀTEDRA POLÍTIQUES PÚBLIQUES JOHN HOPKINS-UdL;15.000,00
6.335.048.902;CONVENI CENTRE CULTURAL LLEIDATÀ DE DANSAIRES;8.872,00
6.335.148.902;CONVENI COR DE CAMBRA DE L'AUDITORI ENRIC GRANADOS;6.309,00
5.231.048.903;TRANSFERÈNCIA CÀTEDRA INNOVACIÓ SOCIAL - UdL;15.000,00
6.335.048.904;CONVENI CENTRO LATINOAMERICANO DE LLEIDA;31.543,00
6.335.148.904;CONVENI ORQUESTRA JULIÀ CARBONELL;157.717,00
6.335.048.907;FUNDACIÓ LA LLOTJA;270.000,00
;Total article 48;3.261.165,83
;;
;Article 49. A l'exterior;
5.232.349.000;TRANSFERENCIES A L'EXTERIOR;175.671,57
;Total article 49;175.671,57
;;
;Total capítol 4;19.314.321,59
;;
;;
;;
;Capítol 5. Fons de contingència;
;;
;Article 50. Fons de contingència;
14.929.050.000;FONS DE CONTINGÈNCIA L.O. 2/2012;1.000.000,00
;Total article 50;1.000.000,00
;;
;Total capítol 5;1.000.000,00
;;
;;
;;
;Capítol 6. Inversions reals;
;;
;Article 60. Inversión nova en infraestructures i béns destinats a l'ús general;
3.933.060.000;ADQUISIO PATRIMONI I EXPROPIACIONS;3.000.000,00
3.151.060.100;HONORARIS;60.000,00
3.155.060.900;INFRASTR. BASIQUES, VIES PUBLIQUES;2.310.938,00
3.920.060.900;INVERSIONS EN EDIFICIS MUNICIPALS;1.475.000,00
;Total article 60;6.845.938,00
;;
;Article 61. Inversions de reposició d'infraestructures i béns destinats a l'ús general;
3.933.061.900;ALTRES INVERSIONS CENTRE HISTÒRIC;938.000,00
;Total article 61;938.000,00
;;
;Article 62. Inversió nova associada al funcionament operatiu dels serveis;
3.164.062.200;CEMENTIRI;160.000,00
4.920.062.301;ADQUISICIO MAQUINARIA;175.000,00
;Total article 62;335.000,00
;;
;Total capítol 6;8.118.938,00
;;
;;
;;
;Capítol 7. Transferències de capital;
;;
;Article 71. A organismes autònoms de l'entitat local;
7.432.071.000;TRANSFERÈNCIES DE CAPITAL TURISME DE LLEIDA;18.000,00
;Total article 71;18.000,00
;;
;Total capítol 7;18.000,00
;;
;;
;;
;Capítol 8. Actius financers;
;;
;Article 83. Concessió de prèstecs fora del sector públic;
2.920.083.001;BESTRETES DEL PERSONAL;252.000,00
5.232.483.100;MICROCREDITS;300.000,00
6.323.083.102;MICROCRÈDITS PER IDIOMES;12.000,00
5.232.283.103;MICROCRÈDITS PER EMPRENEDORIA JUVENIL;150.000,00
5.232.283.104;MICROCRÈDITS PACTE PER L'OCUPACIÓ;150.000,00
;Total article 83;864.000,00
;;
;Total capítol 8;864.000,00
;;
;;
;;
;Capítol 9. Passius financers;
;;
;Article 91. Amortització de prèstecs i d'operacions en euros;
4.011.091.300;AMORTITZACIO DE PRESTECS;12.959.025,97
;Total article 91;12.959.025,97
;;
;Total capítol 9;12.959.025,97
;;
;;
;Total general;151.475.952,04
;;
;;
