Capítol,"Text Capítol",Article,"Text Article",Concepte,"Text Concepte",Subconcepte,"Text Subconcepte",Orgànic,"Text Orgànic",Àrea,"Text Àrea",Política,"Text Política","Grup de programes","Text Grup de programes",Programa,"Text Programa",Subprograma,"Text Subprograma","CRÈDITS EXTRAORD.","SUPLEMENTS CRED.",AMPLIACIONS,"TRANSFERÈNCIES (MAS)","TRANSFERÈNCIES (MENOS)","SALDO MINIS","INCORP. ROMANENTS","GENER. INGRESSOS","BAIXES PER ANUL.","AJUSTOS PRÒRROGA","TOTAL MODIF."
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93111,"Planificació i pressupostació estratègic",0,0,0,377,"1.505,84",0,0,0,0,0,"-1.128,84"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93112,"Pressupost i política fiscal",0,0,0,"3.242,87",0,0,0,0,0,0,"3.242,87"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93113,"Administració comptable",0,0,0,"2.032,56","6.087,04",0,0,0,0,0,"-4.054,48"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93114,"Gestió financera",0,0,0,"1.009,80","5.571,53",0,0,0,0,0,"-4.561,73"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93212,"Consell Tributari",0,0,0,"1.801,15","1.716,49",0,0,0,0,0,"84,66"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",933,"Gestió del patrimoni",9331,"Gestió del patrimoni municipal",93311,Patrimoni,0,0,0,"40.658,85",0,0,0,0,0,0,"40.658,85"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",934,"Gestió del deute i la tresoreria",9341,"Gestió del deute i la tresoreria",93411,Tresoreria,0,0,0,"25.703,36",0,0,0,0,0,0,"25.703,36"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",702,"0702 G. Ocupació, Empresa i Turisme",4,"Actuacions de caràcter econòmic",43,"Comerç, turisme i petites i mitjanes empreses",431,Comerç,4314,"Promoció del comerç",43141,"Serveis de promoció del comerç",0,0,0,"1.128,84","11.871,16",0,0,0,0,0,"-10.742,32"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",702,"0702 G. Ocupació, Empresa i Turisme",4,"Actuacions de caràcter econòmic",49,"Altres actuacions de caràcter econòmic",493,"Protecció de consumidors i usuaris",4931,"Defensa dels drets dels consumidors",49311,Arbitratge,0,0,0,0,"19.064,16",0,0,0,0,0,"-19.064,16"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",702,"0702 G. Ocupació, Empresa i Turisme",4,"Actuacions de caràcter econòmic",49,"Altres actuacions de caràcter econòmic",493,"Protecció de consumidors i usuaris",4931,"Defensa dels drets dels consumidors",49312,"Informació al consumidor",0,0,0,"1.476,81",0,0,0,0,0,0,"1.476,81"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",702,"0702 G. Ocupació, Empresa i Turisme",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"13.995,32",0,0,0,0,0,0,"13.995,32"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92013,"Programa actuació sectorial",0,0,0,"1.297,91","6.114,97",0,0,0,0,0,"-4.817,06"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",929,"Imprevistos i funcions no classificades",9292,"Dotació per imprevistos",92921,"Dotació per imprevistos",0,0,0,"5,53",0,0,0,0,0,0,"5,53"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",801,"0801 G. Drets Ciutadania, Participació i Transparència",3,"Producció de béns públics de caràcter preferent",33,Cultura,330,"Administració general de cultura",3301,"Administració general de cultura",33011,"Administració general de cultura",0,0,0,"34.569,20","625,65",0,0,0,0,0,"33.943,55"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",801,"0801 G. Drets Ciutadania, Participació i Transparència",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92015,"Coordinació territorial",0,0,0,"12.379,15",0,0,0,0,0,0,"12.379,15"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12006,"Trienis funcionaris",801,"0801 G. Drets Ciutadania, Participació i Transparència",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9251,"Informació i atenció al ciutadà",92511,"Atenció al ciutadà",0,0,0,"183.240,33",0,0,0,0,0,0,"183.240,33"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",101,"0101 G. Recursos",9,"Actuacions de caràcter general",91,"Òrgans de govern",912,"Òrgans de govern",9121,"Òrgans de govern",91211,"Representacio política",0,0,0,"775,64",0,0,0,0,0,0,"775,64"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9251,"Informació i atenció al ciutadà",92511,"Atenció al ciutadà",0,0,0,"981,51",0,0,0,0,0,0,"981,51"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9252,"Comunicació corporativa",92521,"Comunicació corporativa",0,0,0,"62,34",0,0,0,0,0,0,"62,34"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional e",9221,"Serveis d'organització i recursos humans",92214,"Comunicació interna recursos humans i or",0,0,0,"89,74",0,0,0,0,0,0,"89,74"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",232,"Promoció social",2323,"Promoció de la gent gran",23231,"Promoció de la gent gran",0,0,0,"564,5",0,0,0,0,0,0,"564,5"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",232,"Promoció social",2325,"Drets humans-no discrimi.:foment-promoció-atenció",23251,"Atenció la diversitat i no discriminació",0,0,0,"621,9",0,0,0,0,0,0,"621,9"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",132,"Seguretat i Ordre Públic",1321,"Seguretat ciutadana",13212,"Serveis generals de la Guàrdia Urbana",0,0,0,"9.833,58","3,01",0,0,0,0,0,"9.830,57"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",134,"Mobilitat urbana",1341,Mobilitat,13411,"Gestió del programa de mobilitat",0,0,0,"231,68",0,0,0,0,0,0,"231,68"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",136,"Servei de prevenció i extinció d'incendi",1361,"Prevenció i extinció d'incendis i salvam",13612,"Intervenció en extinció d’incendis i sal",0,0,0,"8.789,49",0,0,0,0,0,0,"8.789,49"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",601,"0601 Ciutat Vella",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones",23021,"Administració general serveis a persones",0,0,0,"75,01","12,04",0,0,0,0,0,"62,97"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"205,76",0,0,0,0,0,0,"205,76"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",603,"0603 Sants-Montjuïc",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones",23021,"Administració general serveis a persones",0,0,0,"767,24",0,0,0,0,0,0,"767,24"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",604,"0604 Les Corts",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"101,75",0,0,0,0,0,0,"101,75"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",605,"0605 Sarrià-Sant Gervasi",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i",1511,"Actuació urbanística i disciplina",15111,Llicències,0,0,0,"896,2",0,0,0,0,0,0,"896,2"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",606,"0606 Gràcia",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen",0,0,0,"68,16",0,0,0,0,0,0,"68,16"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",607,"0607 Horta-Guinardó",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i",1511,"Actuació urbanística i disciplina",15111,Llicències,0,0,0,"305,62",0,0,0,0,0,0,"305,62"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92014,"Serveis jurídics",0,0,0,"524,96",0,0,0,0,0,0,"524,96"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",610,"0610 Sant Martí",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"155,17",0,0,0,0,0,0,"155,17"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",120,"RETRIBUCIONS BASIQUES",12099,"Retrib. a reinteg. Funcionaris F.pràct. i interins",701,"0701 G. Presidència i Economia",4,"Actuacions de caràcter econòmic",43,"Comerç, turisme i petites i mitjanes empreses",430,"Administració general de comerç, turisme",4301,"Administració general d'acció econòmica",43011,"Administració i gerència d'EEiO",0,0,0,"154,47",0,0,0,0,0,0,"154,47"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",91,"Òrgans de govern",912,"Òrgans de govern",9121,"Òrgans de govern",91211,"Representacio política",0,0,0,"10.428,47","30.040,45",0,0,0,0,0,"-19.611,98"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",91,"Òrgans de govern",912,"Òrgans de govern",9121,"Òrgans de govern",91212,"Direcció tècnica de premsa",0,0,0,"2,21",0,0,0,0,0,0,"2,21"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",91,"Òrgans de govern",912,"Òrgans de govern",9122,"Relacions institucionals",91222,Protocol,0,0,0,"219,87","5.824,98",0,0,0,0,0,"-5.605,11"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",91,"Òrgans de govern",912,"Òrgans de govern",9122,"Relacions institucionals",91223,"Relacions internacionals",0,0,0,"9.774,80","46.091,88",0,0,0,0,0,"-36.317,08"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"10.906,91","9.004,82",0,0,0,0,0,"1.902,09"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92012,"Serveis editorials",0,0,0,"9.761,63",0,0,0,0,0,0,"9.761,63"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92014,"Serveis jurídics",0,0,0,"21.827,94",0,0,0,0,0,0,"21.827,94"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92015,"Coordinació territorial",0,0,0,0,"8.375,71",0,0,0,0,0,"-8.375,71"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92016,"Direcció administrativa gabinet d'alcald",0,0,0,"5.584,85",0,0,0,0,0,0,"5.584,85"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9202,"Defensa drets-llibertats públiques dels",92021,"Sindicatura de Greuges",0,0,0,"3.404,54",0,0,0,0,0,0,"3.404,54"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9203,"Arxiu i biblioteca municipal",92031,"Arxiu municipal administratiu",0,0,0,"9.119,06","5.523,84",0,0,0,0,0,"3.595,22"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9203,"Arxiu i biblioteca municipal",92032,"Sistema d'arxius",0,0,0,"3.881,09",0,0,0,0,0,0,"3.881,09"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9203,"Arxiu i biblioteca municipal",92033,"Biblioteca General",0,0,0,"797,7","208,04",0,0,0,0,0,"589,66"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",923,"Informació bàsica i estadística",9232,"Estadístiques i estudis municipals",92321,"Anàlisi i programació",0,0,0,0,"3.382,03",0,0,0,0,0,"-3.382,03"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",924,"Participació ciutadana",9241,"Relació amb la ciutadania i les entitats",92413,"Relacions ciutadanes",0,0,0,0,"15.829,52",0,0,0,0,0,"-15.829,52"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9251,"Informació i atenció al ciutadà",92511,"Atenció al ciutadà",0,0,0,"85.409,79","605.240,83",0,0,0,0,0,"-519.831,04"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9252,"Comunicació corporativa",92521,"Comunicació corporativa",0,0,0,"13.200,71","1.526,09",0,0,0,0,0,"11.674,62"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9252,"Comunicació corporativa",92523,Internet,0,0,0,"8.160,88","15.017,52",0,0,0,0,0,"-6.856,64"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93115,"Control intern",0,0,0,"22.967,28","3.558,85",0,0,0,0,0,"19.408,43"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",933,"Gestió del patrimoni",9331,"Gestió del patrimoni municipal",93311,Patrimoni,0,0,0,"13.267,52","65.562,96",0,0,0,0,0,"-52.295,44"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",933,"Gestió del patrimoni",9331,"Gestió del patrimoni municipal",93312,"Manteniment d’edificis centralitzats",0,0,0,"18.085,01",0,0,0,0,0,0,"18.085,01"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",934,"Gestió del deute i la tresoreria",9341,"Gestió del deute i la tresoreria",93411,Tresoreria,0,0,0,0,"29.348,57",0,0,0,0,0,"-29.348,57"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional e",9221,"Serveis d'organització i recursos humans",92211,"Direcció de recursos humans i organitzac",0,0,0,"3.752,93",0,0,0,0,0,0,"3.752,93"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional e",9221,"Serveis d'organització i recursos humans",92212,"Gestió-administració recursos humans-org",0,0,0,"4.049,03","2.765,59",0,0,0,0,0,"1.283,44"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional e",9221,"Serveis d'organització i recursos humans",92214,"Comunicació interna recursos humans i or",0,0,0,0,"9.385,93",0,0,0,0,0,"-9.385,93"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional e",9221,"Serveis d'organització i recursos humans",92215,"Organització municipal",0,0,0,0,"256,8",0,0,0,0,0,"-256,8"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional e",9221,"Serveis d'organització i recursos humans",92216,"Selecció de personal",0,0,0,"17.459,77",0,0,0,0,0,0,"17.459,77"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional e",9221,"Serveis d'organització i recursos humans",92217,"Formació del personal",0,0,0,"5.635,84","6.084,58",0,0,0,0,0,"-448,74"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional e",9221,"Serveis d'organització i recursos humans",92218,"Prevenció de riscos laborals",0,0,0,"2.241,94","8.200,09",0,0,0,0,0,"-5.958,15"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",104,"0104 Gerència Municipal",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"5.233,62","64.223,75",0,0,0,0,0,"-58.990,13"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",104,"0104 Gerència Municipal",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92015,"Coordinació territorial",0,0,0,0,"147.909,21",0,0,0,0,0,"-147.909,21"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",104,"0104 Gerència Municipal",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",923,"Informació bàsica i estadística",9232,"Estadístiques i estudis municipals",92321,"Anàlisi i programació",0,0,0,"1.739,36","75.124,18",0,0,0,0,0,"-73.384,82"
1,"DESPESES DE PERSONAL",12,"PERSONAL FUNCIONARI",121,"RETRIBUCIONS COMPLEMENTARIES",12100,"Complement desti funcionaris",201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2301,"Administració general de serveis socials",23011,"Direcció i administració serveis socials",0,0,0,"102.910,14",0,0,0,0,0,0,"102.910,14"
