FECHA,Cupressaceae valor,Cupressaceae riesgo,Cupressaceae previsin,Cupressaceae tendencia,Platanus valor,Platanus riesgo,Platanus previsin,Platanus tendencia,Urticaceae valor,Urticaceae riesgo,Urticaceae previsin,Urticaceae tendencia,Quercus valor,Quercus riesgo,Quercus previsin,Quercus tendencia,Olea valor,Olea riesgo,Olea previsin,Olea tendencia,Gramneas valor,Gramneas riesgo,Gramneas previsin,Gramneas tendencia,Plantago valor,Plantago riesgo,Plantago previsin,Plantago tendencia,Chenopodiaceae valor,Chenopodiaceae riesgo,Chenopodiaceae previsin,Chenopodiaceae tendencia,Casuarina valor,Casuarina riesgo,Casuarina previsin,Casuarina tendencia,LAT,LON
20170329,1,N,1,B,2,N,1,B,2,R,2,E,1,N,1,E,2,N,1,A,1,N,1,E,1,N,1,E,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170330,1,N,1,B,1,N,1,B,1,N,2,E,1,N,1,E,1,N,1,A,1,N,1,E,0,N,1,E,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170331,1,N,1,B,1,N,1,B,2,R,2,E,1,N,1,E,1,N,1,A,1,N,1,E,1,N,1,E,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170401,1,N,1,B,1,N,1,B,2,R,2,E,1,N,1,E,0,N,1,A,1,N,1,E,1,N,1,E,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170402,1,N,1,B,1,N,1,B,1,N,2,E,1,N,1,E,1,N,1,A,1,N,1,E,1,N,1,E,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170403,1,N,1,B,1,N,1,B,2,N,2,E,1,N,1,E,1,N,1,A,1,N,1,E,1,N,1,A,1,N,1,A,0,N,0,E,36.7257311,-4.420821
20170404,1,N,1,B,2,N,1,B,2,R,2,E,1,N,1,E,1,N,1,A,1,N,1,E,1,N,1,A,1,N,1,A,0,N,0,E,36.7257311,-4.420821
20170405,1,N,1,B,1,N,1,B,2,R,2,E,1,N,1,E,1,N,1,A,1,N,1,E,1,N,1,A,1,N,1,A,0,N,0,E,36.7257311,-4.420821
20170406,1,N,1,B,1,N,1,B,2,N,2,E,1,N,1,E,1,N,1,A,0,N,1,E,1,N,1,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170407,1,N,1,B,0,N,1,B,1,N,2,E,1,N,1,E,1,N,1,A,1,N,1,E,0,N,1,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170408,1,N,1,B,1,N,1,B,1,N,2,E,1,N,1,E,1,N,1,A,0,N,1,E,1,N,1,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170409,1,N,1,B,0,N,1,B,1,N,2,E,0,N,1,E,1,N,1,A,1,N,1,E,1,N,1,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170410,1,N,1,B,1,N,1,B,2,R,2,E,1,N,3,A,1,N,3,A,1,N,1,A,1,N,2,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170411,1,N,1,B,1,N,1,B,2,R,2,E,1,N,3,A,2,N,3,A,1,N,1,A,1,N,2,A,1,N,1,A,0,N,0,E,36.7257311,-4.420821
20170412,2,N,1,B,1,N,1,B,2,R,2,E,2,N,3,A,2,N,3,A,1,N,1,A,1,N,2,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170413,1,N,1,B,1,N,1,B,2,R,2,E,2,N,3,A,3,R,3,A,1,N,1,A,1,N,2,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170414,1,N,1,B,1,N,1,B,2,R,2,E,2,N,3,A,4,R,3,A,1,N,1,A,2,N,2,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170415,1,N,1,B,1,N,1,B,2,R,2,E,3,R,3,A,3,R,3,A,0,N,1,A,2,N,2,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170416,1,N,1,B,1,N,1,B,2,R,2,E,3,R,3,A,2,N,3,A,0,N,1,A,1,N,2,A,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170403,1,N,1,B,1,R,1,E,1,N,1,E,1,N,1,E,4,R,4,E,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170404,1,N,1,B,1,R,1,E,1,N,1,E,1,N,1,E,3,R,4,E,1,N,1,E,1,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170405,1,N,1,B,1,R,1,E,1,N,1,E,1,N,1,E,4,R,4,E,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170406,1,N,1,B,1,N,1,E,1,N,1,E,1,N,1,E,4,R,4,E,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170407,1,N,1,B,1,N,1,E,1,N,1,E,1,N,1,A,4,R,4,E,1,N,1,E,1,N,2,A,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170408,1,N,1,B,1,N,1,E,1,N,1,E,1,N,1,E,4,R,4,E,0,N,1,E,1,N,2,A,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170409,1,N,1,B,1,N,0,B,1,N,1,E,1,N,2,A,4,R,4,E,1,N,1,A,1,N,2,A,1,N,1,A,0,N,0,E,36.7154446,-4.4729326
20170410,1,N,1,B,0,N,1,E,1,N,1,E,1,N,1,E,4,R,4,E,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170411,1,N,1,B,1,N,1,E,1,N,1,E,1,N,1,E,4,R,4,E,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170412,1,N,1,B,1,N,1,E,1,N,1,E,2,N,1,E,4,R,4,E,1,N,1,E,2,N,2,E,1,N,1,A,0,N,0,E,36.7154446,-4.4729326
20170413,1,N,1,B,1,N,1,E,1,N,1,E,3,N,3,A,4,R,4,E,1,N,1,E,2,N,2,E,2,N,2,E,0,N,0,E,36.7154446,-4.4729326
20170414,1,N,1,B,1,N,1,E,2,N,2,E,4,R,4,E,4,R,4,E,1,N,1,E,2,N,2,A,2,N,1,A,0,N,0,E,36.7154446,-4.4729326
20170415,1,N,1,B,1,N,1,E,2,N,2,E,4,R,4,E,4,R,4,E,1,N,1,E,3,R,3,A,3,N,3,A,0,N,0,E,36.7154446,-4.4729326
20170416,1,N,1,B,1,N,0,B,1,N,1,E,4,R,4,A,4,R,4,E,1,N,1,E,2,N,3,A,1,N,2,A,0,N,0,E,36.7154446,-4.4729326
20170417,1,N,1,B,0,N,0,E,1,N,1,E,2,N,1,A,2,R,3,A,0,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170418,1,N,1,B,0,N,0,E,1,N,1,E,3,N,1,A,4,R,4,E,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170419,1,N,1,B,1,N,0,E,1,N,1,E,4,N,1,E,4,R,4,E,1,N,1,E,2,R,2,E,2,N,1,A,0,N,0,E,36.7154446,-4.4729326
20170420,1,N,1,B,1,N,0,E,1,N,1,B,3,N,3,E,4,R,4,B,0,N,1,E,2,R,2,E,2,N,2,E,0,N,0,E,36.7154446,-4.4729326
20170421,1,N,1,B,0,N,0,E,1,N,1,B,2,N,3,E,3,R,3,E,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170422,1,N,1,B,0,N,0,E,0,N,1,B,1,N,2,E,2,R,3,E,1,N,1,E,2,N,3,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170423,1,N,1,B,0,N,0,E,1,N,1,B,1,N,2,E,2,R,3,E,1,N,1,E,2,N,3,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170424,1,N,1,B,1,N,0,E,0,N,1,E,2,N,1,E,3,R,3,A,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170425,1,N,1,B,1,N,0,E,2,N,1,E,2,N,1,A,4,R,4,E,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170426,1,N,1,B,1,N,0,E,1,N,1,E,3,N,3,E,4,R,4,E,3,N,1,E,2,R,2,E,2,N,2,E,0,N,0,E,36.7154446,-4.4729326
20170427,1,N,1,B,1,N,0,E,1,N,1,B,2,N,2,E,4,R,4,B,1,N,1,E,2,N,2,E,2,N,2,E,0,N,0,E,36.7154446,-4.4729326
20170428,1,N,1,B,0,N,0,E,0,N,1,B,1,N,2,E,2,N,2,E,1,N,1,E,1,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170429,1,N,1,B,0,N,0,E,0,N,1,B,1,N,2,E,2,N,2,E,0,N,1,E,1,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170430,1,N,1,B,1,N,0,E,1,N,1,B,2,N,2,E,4,R,4,E,1,N,1,E,2,N,3,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170501,0,N,0,B,1,N,0,E,1,N,1,E,2,N,2,E,4,R,4,E,1,N,1,E,2,N,2,E,2,N,2,E,0,N,0,E,36.7154446,-4.4729326
20170502,0,N,0,B,1,N,0,E,1,N,1,E,2,N,1,E,4,R,4,E,1,N,1,E,1,N,1,E,2,N,2,E,0,N,0,E,36.7154446,-4.4729326
20170503,0,N,0,B,1,N,0,E,1,N,1,E,1,N,1,E,2,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170504,0,N,0,B,0,N,0,E,1,N,1,B,1,N,1,E,2,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170505,0,N,0,B,1,N,0,E,1,N,1,B,1,N,1,E,2,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170506,0,N,0,B,1,N,0,E,0,N,1,B,1,N,1,E,2,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170507,0,N,0,B,1,N,0,E,1,N,1,B,1,N,1,E,3,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170417,1,N,1,B,0,N,1,B,2,R,2,E,2,N,2,E,2,N,2,E,0,N,1,A,1,N,1,E,1,N,2,A,0,N,0,E,36.7257311,-4.420821
20170418,1,N,1,B,1,N,1,B,2,R,2,E,3,R,2,E,3,R,2,E,1,N,1,A,1,N,1,E,2,N,2,A,0,N,0,E,36.7257311,-4.420821
20170419,1,N,1,B,1,N,1,B,2,R,2,E,2,N,2,E,2,N,2,E,1,N,1,A,1,N,1,E,2,N,2,A,0,N,0,E,36.7257311,-4.420821
20170420,1,N,1,B,1,N,1,B,2,N,2,E,2,N,2,E,1,N,2,E,0,N,1,A,1,N,1,E,1,N,2,A,0,N,0,E,36.7257311,-4.420821
20170421,1,N,1,B,1,N,1,B,1,N,2,E,1,N,2,E,1,N,2,E,1,N,1,A,0,N,1,E,1,N,2,A,0,N,0,E,36.7257311,-4.420821
20170422,1,N,1,B,0,N,1,B,1,N,2,E,1,N,2,E,2,N,2,E,1,N,1,A,1,N,1,E,1,N,2,A,0,N,0,E,36.7257311,-4.420821
20170423,0,N,1,B,0,N,1,B,1,N,2,E,1,N,2,E,1,N,2,E,0,N,1,A,1,N,1,E,1,N,2,A,0,N,0,E,36.7257311,-4.420821
20170424,1,N,1,E,0,N,0,E,2,N,2,B,1,N,2,B,2,N,4,B,1,N,1,A,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170425,1,N,1,E,0,N,0,E,2,R,2,B,2,N,2,B,4,R,4,B,1,N,1,A,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170426,1,N,1,E,0,N,0,E,2,R,2,B,2,N,2,B,4,R,4,B,2,N,1,A,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170427,0,N,1,E,0,N,0,E,1,N,2,B,1,N,2,B,2,N,4,B,0,N,1,A,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170428,0,N,1,E,0,N,0,E,1,N,2,B,1,N,2,B,1,N,4,B,0,N,1,A,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170429,0,N,1,E,0,N,0,E,1,N,2,B,1,N,2,B,2,N,4,B,0,N,1,A,1,N,1,B,0,N,1,E,0,N,0,E,36.7257311,-4.420821
20170430,1,N,1,E,0,N,0,E,2,R,2,B,2,N,2,B,4,R,4,B,1,N,1,A,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170501,1,N,1,E,1,N,0,E,2,R,2,E,2,R,2,E,4,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170502,1,N,1,E,0,N,0,E,2,R,2,E,2,R,2,E,3,R,3,E,1,N,1,E,1,N,1,E,2,N,1,E,0,N,0,E,36.7257311,-4.420821
20170503,0,N,1,E,0,N,0,E,2,R,2,E,1,N,2,E,2,N,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170504,1,N,1,E,0,N,0,E,2,R,2,E,2,N,2,E,3,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170505,0,N,1,E,0,N,0,E,2,N,2,E,2,R,2,E,3,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170506,1,N,1,E,0,N,0,E,2,R,2,E,1,N,2,E,4,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170507,0,N,1,E,0,N,0,E,2,R,2,E,2,R,2,E,4,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170508,0,N,0,B,1,N,0,E,1,N,1,B,2,N,2,E,2,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170509,1,N,0,B,0,N,0,E,1,N,1,B,2,N,2,E,4,R,4,E,2,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170510,1,N,0,B,1,N,0,E,1,N,1,B,2,N,2,E,4,R,4,E,2,N,2,E,2,N,2,E,2,N,2,E,0,N,0,E,36.7154446,-4.4729326
20170511,0,N,0,B,1,N,0,E,1,N,1,B,2,N,2,E,3,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170512,1,N,0,B,0,N,0,E,1,N,1,B,2,N,2,E,4,R,4,E,1,N,1,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170513,0,N,0,B,1,N,0,E,1,N,1,B,2,N,2,E,4,R,4,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170514,1,N,0,B,0,N,0,E,1,N,1,B,1,N,1,E,3,R,3,E,2,N,2,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170508,1,N,1,E,0,N,0,E,2,R,2,E,2,N,2,B,2,N,3,E,1,N,1,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170509,1,N,1,E,0,N,0,E,2,R,2,E,2,N,2,B,4,R,3,E,1,N,1,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170510,1,N,1,E,0,N,0,E,2,R,2,E,1,N,2,B,4,R,3,E,1,N,1,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170511,0,N,1,E,0,N,0,E,1,N,2,E,1,N,2,B,2,N,3,E,0,N,1,A,1,N,1,E,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170512,0,N,1,E,0,N,0,E,1,N,2,E,1,N,2,B,2,N,3,E,1,N,1,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170513,0,N,1,E,0,N,0,E,2,R,2,E,1,N,2,B,3,R,3,E,1,N,1,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170514,1,N,1,E,0,N,0,E,2,R,2,E,1,N,2,B,2,N,3,E,1,N,1,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170515,0,N,0,E,0,N,0,E,1,N,1,E,2,N,2,E,3,R,3,E,2,N,2,E,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170516,0,N,0,E,0,N,0,E,1,N,1,E,1,N,2,E,3,R,3,E,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170517,0,N,0,E,0,N,0,E,1,N,1,E,1,N,2,E,2,R,2,E,1,N,1,A,2,N,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170518,0,N,0,E,0,N,0,E,1,N,1,E,3,N,2,E,4,R,4,E,3,R,3,A,2,R,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170519,0,N,0,E,0,N,0,E,1,N,1,E,3,N,2,E,4,R,4,E,3,R,3,E,2,R,2,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170520,0,N,0,E,0,N,0,E,1,N,1,E,2,N,2,E,4,R,4,E,2,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170521,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,R,2,E,1,N,1,A,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170515,1,N,1,E,0,N,0,E,2,R,2,E,1,N,2,B,2,N,3,E,1,N,2,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170516,1,N,1,E,0,N,0,E,3,R,2,E,1,N,2,B,3,R,3,E,2,N,2,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170517,0,N,1,E,0,N,0,E,2,R,2,E,1,N,2,B,2,N,3,E,1,N,2,A,0,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170518,1,N,1,E,0,N,0,E,2,R,2,E,2,N,2,B,4,R,3,E,2,N,2,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170519,1,N,1,E,0,N,0,E,1,N,2,E,1,N,2,B,2,N,3,E,1,N,2,A,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170520,1,N,1,E,0,N,0,E,1,N,2,E,1,N,2,B,3,R,3,E,1,N,2,A,1,N,1,E,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170521,0,N,1,E,0,N,0,E,1,N,2,E,1,N,2,B,1,N,3,E,1,N,2,A,1,N,1,E,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170522,1,N,1,E,0,N,0,E,2,R,2,E,1,N,1,B,1,N,3,E,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170523,0,N,1,E,0,N,0,E,3,R,2,E,2,N,1,B,3,R,3,E,2,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170524,0,N,1,E,0,N,0,E,2,R,2,E,1,N,1,B,2,N,3,E,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170525,0,N,1,E,0,N,0,E,3,R,2,E,1,N,1,B,2,N,3,E,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170526,1,N,1,E,0,N,0,E,3,R,2,E,1,N,1,B,3,R,3,E,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170527,1,N,1,E,0,N,0,E,2,R,2,E,1,N,1,B,2,N,3,E,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170528,0,N,1,E,0,N,0,E,2,R,2,E,2,N,1,B,2,N,3,E,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170522,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170523,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,2,N,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170524,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,2,N,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170525,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,2,N,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170526,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,2,N,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170527,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,0,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170528,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,1,A,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170529,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,2,N,2,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170530,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,2,N,2,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170531,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170601,0,N,0,E,0,N,0,E,0,N,1,E,1,N,1,E,1,N,1,N,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170602,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170603,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,2,N,1,N,1,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170604,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,2,N,2,N,2,A,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170529,1,N,1,E,0,N,0,E,3,R,2,E,2,N,1,E,3,R,2,B,2,N,1,B,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170530,1,N,1,E,0,N,0,E,2,R,2,E,1,N,1,E,2,N,2,B,2,N,1,B,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170531,0,N,1,E,0,N,0,E,2,R,2,E,1,N,1,E,2,N,2,B,1,N,1,B,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170601,0,N,1,E,0,N,0,E,2,R,2,E,1,N,1,E,1,N,2,B,1,N,1,B,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170602,0,N,1,E,0,N,0,E,2,R,2,E,1,N,1,E,1,N,2,B,1,N,1,B,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170603,0,N,1,E,0,N,0,E,2,R,2,E,2,N,1,E,1,N,2,B,1,N,1,B,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170604,0,N,1,E,0,N,0,E,2,R,2,E,2,R,1,E,2,N,2,B,2,N,1,B,1,N,1,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170605,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,1,N,2,N,2,E,2,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170606,1,N,0,E,0,N,0,E,1,N,1,E,2,N,1,E,2,N,1,N,2,N,2,E,2,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170607,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,2,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170608,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170609,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170610,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,1,N,1,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170611,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,2,A,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170605,0,N,1,E,0,N,0,E,3,R,2,B,2,N,1,B,2,N,2,B,2,N,1,B,2,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170606,0,N,1,E,0,N,0,E,2,R,2,B,2,N,1,B,2,N,2,B,2,N,1,B,2,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170607,1,N,1,E,0,N,0,E,2,N,2,B,2,N,1,B,2,N,2,B,2,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170608,1,N,1,E,0,N,0,E,2,N,2,B,1,N,1,B,1,N,2,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170609,1,N,1,E,0,N,0,E,2,N,2,B,1,N,1,B,1,N,2,B,1,N,1,B,1,N,1,B,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170610,1,N,1,E,0,N,0,E,1,N,2,B,1,N,1,B,1,N,2,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170611,0,N,1,E,0,N,0,E,2,N,2,B,1,N,1,B,1,N,2,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170605,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,1,N,2,N,2,E,2,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170606,1,N,0,E,0,N,0,E,1,N,1,E,2,N,1,E,2,N,1,N,2,N,2,E,2,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170607,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,2,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170608,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170609,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170610,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,2,N,1,N,1,N,2,E,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170611,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,1,N,1,N,2,A,1,N,1,E,1,N,1,E,0,N,0,E,36.7154446,-4.4729326
20170605,0,N,1,E,0,N,0,E,3,R,2,B,2,N,1,B,2,N,2,B,2,N,1,B,2,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170606,0,N,1,E,0,N,0,E,2,R,2,B,2,N,1,B,2,N,2,B,2,N,1,B,2,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
