FID,ID_EQUIPAMIENTO,DESCRIPCION,FINALIDAD,ACCESO_MIN,CALLE,NUMERO,OTROS,HORARIO,DIREC_WEB,E_MAIL,CONTACTO,DETALLE,MASINFO,OBSERVACION,TARJETA_JOVEN,LATITUD,LONGITUD,IMPORTE_INVERTIDO,FECHAINICIO_OBRA,FECHAFIN_OBRA,CATEGORIA,ESPECIALIDAD,DISTRITO,SDOPUNTO
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f17,3699,Parque Infantil (Huerta Nueva),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,S,CALLE SOR JUANA INÉS DE LA CRUZ,2,,,,,,,,,N,36.75362,-4.41797,,,,38,231,CIUDAD JARDIN ,POINT (373424.99905836664 4068478.5086415946)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f18,2063,Centro Social de Mayores Coronado ,"Acoge la asociación Jose Coronado, realizan actividades de manualidades y gimnasia.
El Sector de Mayores organiza taller de manualidades.",S,CALLE EMILIO THUILLIER,136,,Lunes a Sábado en horario de mañana y tarde,,,,,,,N,36.74937,-4.42153,,,,94,373,CIUDAD JARDIN ,POINT (373100.19645223324 4068011.733613375)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f19,1347,Pista Deportiva Jardín de Málaga 1 (Ciudad Jardín),Baloncesto,N,CALLE ESTUDIANTE CRISÓSTOMO,6,,8 A 24 h.,http://www.malaga.eu,flozano@malaga.eu,FRANCISCO LOZANO MARTÍN,,,,N,36.74912,-4.42109,,,,34,94,CIUDAD JARDIN ,POINT (373139.0658451876 4067983.4158926113)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f1a,8352,"Parque Infantil Quintanar de la Orden, 5","Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Multijuegos
- 1 Muelle múltiple
- 1 Muelle simple
",N,CALLE QUINTANAR DE LA ORDEN,5,,,,parquesyjardines@malaga.eu,,,,,N,36.75158,-4.42079,,,,38,126,CIUDAD JARDIN ,POINT (373169.8984607696 4068255.9267647197)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f1b,1352,Pista Deportiva Alegría de la Huerta (Ciudad Jardín),FUTBOL SALA,N,CALLE QUINTANAR DE LA ORDEN,13,,8 A 24 h,http://www.malaga.eu,flozano@malaga.eu,FRANCISCO LOZANO MARTÍN,,,,N,36.75225,-4.42147,,,,34,94,CIUDAD JARDIN ,POINT (373110.2967370489 4068331.156604362)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f1c,9371,Centro Social de Mayores Alegría de la Huerta,Desarrollo de actividades de ocio tiempo libre para mayores.,S,CALLE JUAN MONTES HOYO,30,,,,,,,,,N,36.7513082,-4.4209913,,,,42,188,CIUDAD JARDIN ,POINT (373151.4803455504 4068226.0404248624)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f1d,8371,Parque Infantil María de Zayas y Sotomayor,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Multijuegos
- 1 Columpio doble
- 4 Muelles simples",N,CALLE MARÍA DE ZAYAS Y SOTOMAYOR,1,,,,parquesyjardines@malaga.eu,,,,,N,36.72126,-4.42127,,,,38,126,CIUDAD JARDIN ,POINT (373077.13014039636 4064892.919006083)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f1e,8289,Parque Infantil de la Alegría (Camino de Casabermeja),"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con dos zonas con varios elementos de juego de mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua y césped artificial, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Multijuego 
- 1 Columpio triple
- 1 Columpio doble
- 1 Red
- 1 Tobogán con casa",N,CAMINO DE CASABERMEJA,1,,,,parquesyjardines@malaga.eu,,,,,N,36.75642,-4.42538,,,,38,126,CIUDAD JARDIN ,POINT (372768.1320429179 4068798.959932737)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f1f,2064,Centro Ciudadano Parque del Sur,"El centro acoge la A.VV. Parque del Sur y la Asoc. de Pensionistas Las Postas. Realizan actividades de Baile, costura, bolillos y manualidades. Dependiendo de las actividades, van por la mañana o por la tarde. ",S,AVENIDA DE LAS POSTAS,28,,"De lunes a viernes, de 12,00 a 21,00 h.",,,,,,,N,36.73799,-4.42032,,,,42,187,CIUDAD JARDIN ,POINT (373189.49315218587 4066747.653321826)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f20,8596,Parque de los Ángeles (Avenida de Simón Bolívar),"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- Múltiple 1
- Múltiple 2
- Barras
- Bicicleta
",N,AVENIDA DE SIMÓN BOLÍVAR,1,,,,parquesyjardines@malaga.eu,,,,,N,36.73309,-4.43358,,,,38,311,PALMA-PALMILLA,POINT (371997.3923809559 4066221.697038112)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f21,8708,Parque Infantil Avenida de Simón Bolívar,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con un elemento de juego de gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho, que asegura la protección de los más pequeños.
El elemento de juego que dispone es:

- 1 Multijuegos
",N,AVENIDA DE SIMÓN BOLÍVAR,1,Intersección con Calle Monserrat Roig ,,,parquesyjardines@malaga.eu,,,,,N,36.73309,-4.43358,,,,38,126,PALMA-PALMILLA,POINT (371997.3923809559 4066221.697038112)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f22,8791,Parque Infantil de la Avenida Simón Bolívar,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- Multijuegos
- Columpio doble
",N,AVENIDA DE SIMÓN BOLÍVAR,1,Intersección con Luis Buñuel (Calle Poetisa Aurora Cánovas),,,parquesyjardines@malaga.eu,,,,,N,36.73309,-4.43358,,,,38,126,PALMA-PALMILLA,POINT (371997.3923809559 4066221.697038112)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f23,8770,Parque Infantil de la Avenida de Simón Bolívar,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con un elemento de juego de gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua, que asegura la protección de los más pequeños.
El elemento de juego que dispone es:

- Multijuegos

",N,AVENIDA DE SIMÓN BOLÍVAR,1,Intersección con Calle Monserrat Roig,,,parquesyjardines@malaga.eu,,,,,N,36.73309,-4.43358,,,,38,126,PALMA-PALMILLA,POINT (371997.3923809559 4066221.697038112)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f24,8790,Parque Infantil Poeta Bernardo de la Torre II,"Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con un elemento de juego de gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de gravilla.
El elemento de juego que dispone es:

- 1 Multijuegos",N,CALLE POETA BERNARDO DE LA TORRE,2,,,,parquesyjardines@malaga.eu,,,,,N,36.73187,-4.43146,,,,38,126,PALMA-PALMILLA,POINT (372184.6731379484 4066083.521098867)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f25,3658,Parque Infantil Mugüerza Bernal ( PALMA - PALMILLA),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,S,CALLE DOCTOR MUGUERZA BERNAL,1,Situado entre las calles Doctor Mugüerza Bernal y Arroyo de la Palma,,,,,,,,N,36.74027,-4.42682,,,,38,231,PALMA-PALMILLA,POINT (372612.8875405997 4067009.2197005707)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f26,3839,Centro Ciudadano La Virreina,Alberga colectivos que desarrollan sus actividades en el Distrito Palma-Palmilla. En este centro también se encuentra el Centro Provincial de Drogodependencia,N,CAMINO DE LA VIRREINA,3,,,,,,,,,N,36.7425,-4.42913,,,,42,187,PALMA-PALMILLA,POINT (372410.32958696526 4067259.687677801)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f27,3493,Centro Ciudadano Valle Inclán,"Centro social cedido, entre otras entidades, a las asociaciones de mayores: Hermanos Unidos, Nueva Primavera y Sol de Málaga. Se desarrollan actividades de ocupación del ocio y tiempo libre de mayores organizadas por las entidades, Área de Bienestar Social y distrito. Cuenta con servicios de peluquería, podología y cafetería.",N,AVENIDA DE LA PALMILLA,16,,,,,,,,,N,36.73683,-4.42714,,,,114,431,PALMA-PALMILLA,POINT (372578.62895331805 4066628.0179116656)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f28,2108,Centro Ciudadano Valle Inclan ,"Acoge a las entidades: Asoc. de Tercera Edad Hermanos Unidos, Asoc. de Mayores Nueva Primavera, Asoc. de Paraguayos de Málaga, Asoc. Actividades sociales malagueñas Jabega, ASA y Asoc. ASPERGER-Málaga.
SERVICIOS DE PELUQUERÍA Y RESTAURANTE.Aula de Informática
SE REALIZAN TALLERES Y ACTIVIDADES DE OCIO PARA MAYORES",S,AVENIDA DE LA PALMILLA,16,,LUNES A SÁBADO EN HORARIO DE MAÑANA Y TARDE,,,,,,,N,36.73683,-4.42714,,,,42,187,PALMA-PALMILLA,POINT (372578.62895331805 4066628.0179116656)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6f8b,4380,Promoción de 204 viviendas en Virreinas-Borodín,"204 VPO de Régimen Especial
en Alquiler, 216 Aparcamientos, 45 Trasteros y 16 Locales Comerciales en Borodín-Virreinas, Parcela R8 del SUP-R1",N,CALLE BORODÍN,6,,,,,,,,,N,36.74577,-4.42695,11695872.48,2003-12-12T00:00:00,2006-06-19T00:00:00,95,375,PALMA-PALMILLA,POINT (372610.37297096715 4067619.5533775543)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6ffc,8669,Parque de la Avenida Jane Bowles III,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- Pony
- Esquí
- Cintura
- Dorsales
- Timón
- Volantes
",N,AVENIDA DE JANE BOWLES,3,,,,parquesyjardines@malaga.eu,,,,,N,36.74787,-4.42624,,,,38,311,PALMA-PALMILLA,POINT (372677.2316055478 4067851.579522536)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6ffd,4443,Parque Infantil Jane Bowles 9 (Palma - Palmilla),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,N,AVENIDA DE JANE BOWLES,9,,,,,,,,,N,36.74449,-4.42706,,,,38,231,PALMA-PALMILLA,POINT (372598.43588275707 4067477.6986491)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6ffe,4442,Parque Infantil Jane Bowles 10 (Palma - Palmilla),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,N,AVENIDA DE JANE BOWLES,10,,,,,,,,,N,36.7444,-4.42605,,,,38,231,PALMA-PALMILLA,POINT (372688.4608307124 4067466.3707649717)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7013,8670,"Parque Manuel Navarrete I (Calle Joaquín Gaztambide, 3)","Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- Volantes
- Cintura
- Escaladora
- Extensión
- Barras
",N,CALLE JOAQUÍN GAZTAMBIDE,3,,,,parquesyjardines@malaga.eu,,,,,N,36.74797,-4.42512,,,,38,311,PALMA-PALMILLA,POINT (372777.3868712224 4067861.184472604)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7014,192, Centro de Servicios Sociales Comunitarios Distrito Palma-Palmilla,"El Centro de Servicios Sociales, a través de un equipo interdisciplinar, ofrece:
- Una atención personalizada a individuos, grupos y entidades. 
- El estudio, valoración y tratamiento de las necesidades sociales. 
- La gestión de servicios y prestaciones sociales acorde con el diagnóstico social y las Normativas de Servicios Sociales vigentes. 
- Realización de actividades comunitarias.",S,CALLE ALONSO CRUZADO,4,,De lunes a viernes de 9:00 a 14:00 horas.,http://www.malaga.eu,css5@malaga.eu,,,,,N,36.7427,-4.42793,,,,114,431,PALMA-PALMILLA,POINT (372517.8002506322 4067280.277003702)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7015,1980,Centro Ciudadano 26 de Febrero ,"ACOGE FUNDACION DE SECRETARIADO GITANO, COLECTIVO JUNIOR, ESCUELA TALLER, MIES, MPDL.",N,CALLE FRANCISCO CARTER,1,,,,,,,,,N,36.74166758,-4.42693712,,,,42,187,PALMA-PALMILLA,POINT (372604.7403817843 4067164.4340090593)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7016,8788,Parque Infantil de la Plaza Herbert Von Karajan,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño y mediano tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- Multijuegos
- 2 Muelles simples
",N,PLAZA DE HERBERT VON KARAJAN,1,"Calle Werther, 2",,,parquesyjardines@malaga.eu,,,,,N,36.74254,-4.42666,,,,38,126,PALMA-PALMILLA,POINT (372630.9251060101 4067260.836760445)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7017,3252,Parque de Mayores Barriada Virreina-Concepción,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,CALLE GUIDO RENI,1,,,,,,,,,N,36.74242,-4.42657,,,,38,211,PALMA-PALMILLA,POINT (372638.7622568739 4067247.4044499095)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7018,3253,Parque de Mayores Nuevas Virreinas,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,AVENIDA DE JANE BOWLES,1,,,,,,,,,N,36.74869,-4.42679,,,,38,211,PALMA-PALMILLA,POINT (372629.484936036 4067943.28059238)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7019,4688,"PROMALAGA - Incubadora de Empresas ""Virreina""","- Apoyar la puesta en marcha de pymes y autónomos de negocios orientados a servicios encuadrados dentro de las Industrias Creativas<br>
- Prestar los servicios y el asesoramiento necesario a los emprendedores malagueños para facilitar su iniciación y puesta en marcha e incorporación al mundo empresarial.<br>
- Promover y desarrollar actividades que generen empleo, con proyección directa en el tejido socio económico de Málaga.<br>
-   Fomentar la cultura emprendedora en los barrios y dar soporte y apoyo técnico a los proyectos emprendedores que surjan en la zona.<br>
Dispone de 9 espacios que incluyen los servicios de: luz, agua, teléfono, internet y telecomunicaciones.<br>",N,AVENIDA DE JANE BOWLES,1,Caserón de la Virreina en Avda. Jane Bowles S/N,,www.promalaga.es,cme@promalaga.es,,,,,N,36.74869,-4.42679,,,,95,378,PALMA-PALMILLA,POINT (372629.484936036 4067943.28059238)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_701a,4379,Promoción de 200 viviendas en Von Karajan,"200 VPO de Régimen Especial en Venta, 205 Aparcamientos y  4 Locales Comerciales en Pza. Herbert Von Karajan, Joaquín Gaztambide. Parcela R.15 del SUP-R.1 zona Virreinas",N,AVENIDA DE JANE BOWLES,2,,,,,,,,,N,36.74346,-4.42604,13174498.56,2004-09-24T00:00:00,2007-02-15T00:00:00,95,375,PALMA-PALMILLA,POINT (372687.8005945739 4067362.075450044)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_701b,6410,Consulado de Eslovaquia en Andalucía.,Atención a sus conciudadanos.,N,CALLE SOMERA,6,,,,consulado@eslovaquia-andalucia.es,Sr. Cónsul: D. Jesús García Urbano,,,,N,36.7156,-4.42361,,,,2,5,CENTRO,POINT (372858.82031832694 4064268.113628192)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_701c,1204,Mercado Central de Atarazanas,"Periodo: Siglo XIX.
El nombre que recibe el hoy Mercado Central se debe a que en su lugar estuvo un edificio llamado las Atarazanas (que significa taller o lugar de fabricación). El actual edificio se construyó en el siglo XIX, por el arquitecto Joaquín de Rucoba, permaneciendo de la anterior edificación sólo la puerta, labrada en mármol.",N,CALLE ATARAZANAS,10,,De 8:00 a 14:00 de lunes a sábado.,http://www.malaga.eu,,,,,EDIFICIOS_NOTABLES,N,36.71817,-4.42402,,,,52,182,CENTRO,POINT (372826.4388351902 4064553.7679566112)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_701d,160,Mercado de Atarazanas,260 puestos.,N,CALLE ATARAZANAS,8,,De 8:00 a 15:00 de lunes a sábado.,http://www.malaga.eu,,,,,,N,36.71824,-4.42384,,,,32,71,CENTRO,POINT (372842.63027518865 4064561.2946874164)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7020,1988,Centro Social de Mayores Pedregalejo,"OCUPADA POR LA ASOC. DE MAYORES PEDREGALEJO. LAS ACTIVIDADES SON GESTIONADAS POR EL ÁREA DE BIENESTAR SOCIAL Y DISTRITO ESTE, REALIZÁNDOSE LOS SIGUIENTES TALLERES: BAILE, MANUALIDADES, ARTESANÍA, ENCAJE DE BOLILLOS, INFORMÁTICA, PINTURA, YOGA, TAI-CHI, GIMNASIA, MACRAMÉ, PEINETA Y MEMORIA. CUENTA CON SERVICIO DE CAFETERÍA. EL ESPACIO, ANTIGUO MERCADO DE PEDREGALEJO, ESTÁ DISTRIBUIDO EN TRES SALAS DE TALLERES, DOS DESPACHOS, BAR Y SALON DE USOS MÚLTIPLES.",S,CALLE PRACTICANTE PEDRO ROMÁN,5,,,,,,,,,N,36.72184,-4.37458,,,,94,373,ESTE,POINT (377247.8179438427 4064896.4204770033)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7023,4588,Centro Ciudadano Pedregalejo,Acoge la Asoc. de Vecinos de Pedregalejo.,N,CALLE NAVAS RAMÍREZ,4,,,,,,,,,N,36.72203,-4.37447,,,,42,187,ESTE,POINT (377257.944059274 4064917.3576087602)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7024,153,Mercado de Pedregalejo,5 puestos,N,CALLE NAVAS RAMÍREZ,2,,De 8:00 a 15:00 de lunes a sábado.,http://www.malaga.eu,,,,,,N,36.722,-4.37424,,,,32,71,ESTE,POINT (377278.4367683906 4064913.7348308973)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7025,8911,Parque Infantil Arquitecto Francisco de Mora,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- Multiaventuras
- Balancín axial
- Columpios (2 individuos)
",N,CALLE ARQUITECTO FRANCISCO DE MORA,1,,,,parquesyjardines@malaga.eu,,,,,N,36.72589,-4.37478,,,,38,126,ESTE,POINT (377236.40424680675 4065345.972701002)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7026,2100,Centro Ciudadano Jose Maria Gutierrez Romero ,"Se ubican las entidades: A.V. Gibralfaro, Sociedad Excursionista de Málaga, Asoc. Camino de Santiago y Soc. Malagueña de astronomía.",S,CALLE REPÚBLICA ARGENTINA,9,,,,,,,,,N,36.72666,-4.39948,,,,42,187,ESTE,POINT (375031.8937153944 4065463.334305684)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7027,3536,Parque con instalaciones deportivas al aire libre,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",S,PASEO MARÍTIMO PABLO RUIZ PICASSO,35,,,,,,,,,N,36.72122,-4.38644,,,,38,211,CENTRO,POINT (376187.6465006705 4064842.9016124494)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7028,1873,Playa Caleta,Uso y disfrute de las playas,S,PASEO MARÍTIMO PABLO RUIZ PICASSO,25,Paseo Marítimo Pablo Ruiz Picasso ,,http://playas.malaga.eu/ambiente/playas/portal/menu/portada/portada,,,,,,N,36.72097728,-4.4018694,,,,38,129,CENTRO,POINT (374809.292489002 4064836.0403822656)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7029,4120,Promoción de 33 viviendas en C/ Beatas,33 viviendas de VPO en Régimen Especial y 1 local comercial en C/ Beatas (UA-41 del PEPRI),N,CALLE BEATAS,25,,,imv.malaga.eu,imv@malaga.eu,,,,,N,36.72283,-4.41928,"2.296.614,42",2002-10-01T00:00:00,2005-05-02T00:00:00,95,375,CENTRO,POINT (373257.43272868235 4065064.4567464394)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_702a,1516,Consulado de Chile,Asistencia a sus conciudadanos.,N,CALLE ÁNGEL,1,1º D.,,,consuladochile@checa-abogados.com,Sr. Cónsul: D. Antonio Checa Gómez de la Cruz,,,,N,36.72194,-4.42103,,,,2,5,CENTRO,POINT (373099.6829304859 4064968.0388037404)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_702b,8949,Parque Infantil Cuevas de Villafuerte (Plaza del Arroyo),"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con dos zonas con varios elementos de juego de mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de césped artificial, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- Muelle (2 individuos)
- Muelle (4 individuos)
- Multiaventura",N,PLAZA DEL ARROYO,1,,,,parquesyjardines@malaga.eu,,,,,N,36.72318,-4.35795,,,,38,126,ESTE,POINT (378735.09096920944 4065023.8963349313)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_702c,3725,Centro Ciudadano Cuatro Esquinas,"Acoge las entidaades: Hdad. Ntra. Sra.del Carmen, Hdad. Ntra. Sra. del Rosario, Club Baloncesto El palo, Asoc. Mujeres del Palo y Asoc. Comerciantes e Industriales del Palo,  que desarrollan sus actividades en este centro para uso y disfrute de la ciudadanía en general.
",N,CALLE REAL,18,,"de lunes a viernes, mañana y tarde",,,,,,,N,36.72158,-4.35889,,,,42,187,ESTE,POINT (378648.6268048802 4064847.5873955246)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_702d,1891,Oficina Municipal de Atención a la Ciudadanía (OMAC 2 - Málaga Este),"Oficina de atención a la ciudadanía dónde le informarán de todos los servicios que ofrece en el Ayuntamiento de Málaga, y podrá realizar algunos de ellos.",N,CALLE REAL,18,,"Horario de Atención: De lunes a viernes de 08:30 a 14:30.
Salvo Festivos y los días 24 y 31 de diciembre",http://saic.malaga.eu,,,,,,N,36.72145,-4.35899,,,,51,37,ESTE,POINT (378639.4915689429 4064833.2922584447)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_702e,2127,Centro Ciudadano Emilio Prados (Antigua Biblioteca Municipal) ,"ACOGE LA ASOCIACION ACIPAL, CLUB BALONCESTO EL PALO Y CENTRO CULTURAL DE MUJERES EL PALO: TALLERESDE BOLILLO, MANUALIDADES, BAILES DE SALON.",N,CALLE REAL,18,,,,,,,,,N,36.72149,-4.35885,,,,42,187,ESTE,POINT (378652.0574597424 4064837.5523966495)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_702f,152,Mercado de El Palo,70 puestos.,N,CALLE ALONSO CARRILLO DE ALBORNOZ,5,,De 8:00 a 15:00 de lunes a sábado.,http://www.malaga.eu,,,,,,N,36.72081,-4.36085,,,,32,71,ESTE,POINT (378472.37240701553 4064764.6504109497)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7030,1828,Aparcamiento El Palo,"Nº Plazas Rotación: 135.
Nº Plazas Residentes: 149.
Nº Plazas Libres: 0",N,CALLE ALONSO CARRILLO DE ALBORNOZ,1,Mercado Municipal,24 horas,http://www.aparcamientosmalaga.com,smassa@aparcamientosmalaga.com,,,,,N,36.72099,-4.36083,,,,54,40,ESTE,POINT (378474.44218950695 4064784.593706213)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7031,1859,Centro Municipal de Informática (Callejero),Departamento gestos del callejero del municipio.,N,CALLE GUTENBERG,1,,,,,,,,,N,36.72119,-4.40536,,,,27,38,CENTRO,POINT (374497.90036621044 4064864.1925430633)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7032,1663,Cementerio Inglés,"Periodo: Siglo XIX.

Primer cementerio protestante que se estableció en España, viene a albergar importantes personajes de la vida económica de la ciudad. 

La creación del Cementerio Inglés o Protestante, se proyectó tras la inauguración del de San Miguel con el objeto de que se acogieran en él las inhumaciones de los extranjeros (de religión protestante) que falleciesen en Málaga. Por Real Orden de 11 de abril de 1838, se confirmó la cesión de terreno al este de la ciudad en el Paseo de Reding, hecha a don Guillermo Marck, Cónsul de S.M. Británica. ",N,AVENIDA DE PRÍES,1,,"Lunes a viernes: De 09:00 a 15:00 h.<br>
Sábados a domingos: De 10:30 a 15:00 h.<br>
La taquilla permanecerá abierta hasta media hora antes del cierre.<br>
",,,,,,PARQUES_JARDINES,N,36.72114,-4.4072,,,,52,182,CENTRO,POINT (374333.4928769737 4064861.0577158798)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7033,1887,Consulado de Ucrania,Atención a sus conciudadanos.,N,CALLE MAESTRANZA,23,1º derecha,,,gc-esm@mfa.gov.ua,Sr. Cónsul: D. Artem Vorobyov,,,,N,36.71969,-4.40869,,,,2,5,CENTRO,POINT (374198.0592318467 4064702.1536535267)
