DATA_SOL,ANY_SOL,MES_SOL,ID_TIUS_SOL,TIPUS_SOL
17/09/2010,2010,9,38295,Formulari de Consulta o Reclamació del Consumidor
17/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
17/09/2010,2010,9,38016,Sol·licitud del pin
17/09/2010,2010,9,38016,Sol·licitud del pin
18/09/2010,2010,9,38016,Sol·licitud del pin
18/09/2010,2010,9,38016,Sol·licitud del pin
18/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
18/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
18/09/2010,2010,9,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
19/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
19/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
20/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
20/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
20/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
20/09/2010,2010,9,38295,Formulari de Consulta o Reclamació del Consumidor
20/09/2010,2010,9,38016,Sol·licitud del pin
20/09/2010,2010,9,38016,Sol·licitud del pin
20/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
21/09/2010,2010,9,38727,Volant d' empadronament
21/09/2010,2010,9,38016,Sol·licitud del pin
21/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
21/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
22/09/2010,2010,9,38295,Formulari de Consulta o Reclamació del Consumidor
22/09/2010,2010,9,38054,Voluntariat per la llengua
22/09/2010,2010,9,38295,Formulari de Consulta o Reclamació del Consumidor
22/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
22/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
22/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
22/09/2010,2010,9,38531,Borsa de treball
22/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
22/09/2010,2010,9,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
22/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
22/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
22/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
22/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
22/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
23/09/2010,2010,9,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
23/09/2010,2010,9,38016,Sol·licitud del pin
23/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
23/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
23/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
23/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
23/09/2010,2010,9,38531,Borsa de treball
24/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
24/09/2010,2010,9,38016,Sol·licitud del pin
26/09/2010,2010,9,38016,Sol·licitud del pin
26/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
27/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
27/09/2010,2010,9,38016,Sol·licitud del pin
27/09/2010,2010,9,38531,Borsa de treball
27/09/2010,2010,9,38295,Formulari de Consulta o Reclamació del Consumidor
03/11/2010,2010,11,38531,Borsa de treball
27/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
28/09/2010,2010,9,38531,Borsa de treball
28/09/2010,2010,9,38016,Sol·licitud del pin
28/09/2010,2010,9,38016,Sol·licitud del pin
28/09/2010,2010,9,38016,Sol·licitud del pin
28/09/2010,2010,9,38016,Sol·licitud del pin
28/09/2010,2010,9,38016,Sol·licitud del pin
29/09/2010,2010,9,38016,Sol·licitud del pin
29/09/2010,2010,9,38016,Sol·licitud del pin
29/09/2010,2010,9,38531,Borsa de treball
29/09/2010,2010,9,38531,Borsa de treball
29/09/2010,2010,9,38531,Borsa de treball
29/09/2010,2010,9,38531,Borsa de treball
30/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
30/09/2010,2010,9,38083,"Avisos, queixes i suggeriments"
30/09/2010,2010,9,38016,Sol·licitud del pin
30/09/2010,2010,9,38531,Borsa de treball
01/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
01/10/2010,2010,10,38531,Borsa de treball
03/10/2010,2010,10,38727,Volant d' empadronament
03/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
03/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
04/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
04/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
04/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
04/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
04/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
05/10/2010,2010,10,38016,Sol·licitud del pin
05/10/2010,2010,10,38727,Volant d' empadronament
05/10/2010,2010,10,38531,Borsa de treball
05/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
05/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
05/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
05/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
05/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
06/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
06/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
06/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
06/10/2010,2010,10,38531,Borsa de treball
07/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
07/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
07/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
07/10/2010,2010,10,38531,Borsa de treball
08/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
08/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
08/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
08/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
08/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
08/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
08/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
08/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
08/10/2010,2010,10,38016,Sol·licitud del pin
09/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
09/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
09/10/2010,2010,10,38016,Sol·licitud del pin
09/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
11/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
11/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
12/10/2010,2010,10,38016,Sol·licitud del pin
12/10/2010,2010,10,38016,Sol·licitud del pin
12/10/2010,2010,10,38016,Sol·licitud del pin
13/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
13/10/2010,2010,10,38531,Borsa de treball
13/10/2010,2010,10,38016,Sol·licitud del pin
13/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
14/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
14/10/2010,2010,10,38016,Sol·licitud del pin
14/10/2010,2010,10,38016,Sol·licitud del pin
14/10/2010,2010,10,38531,Borsa de treball
14/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
15/10/2010,2010,10,38016,Sol·licitud del pin
15/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
16/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
16/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
17/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
17/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
17/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
18/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
19/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
19/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
19/10/2010,2010,10,38531,Borsa de treball
19/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
19/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
20/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
20/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
20/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
20/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
20/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
20/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
20/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
20/10/2010,2010,10,38531,Borsa de treball
20/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
21/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
21/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
21/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
22/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
22/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
22/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
22/10/2010,2010,10,38016,Sol·licitud del pin
22/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
23/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
24/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
24/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
25/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
25/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
25/10/2010,2010,10,38054,Voluntariat per la llengua
25/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
25/10/2010,2010,10,38016,Sol·licitud del pin
25/10/2010,2010,10,38531,Borsa de treball
26/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
26/10/2010,2010,10,38727,Volant d' empadronament
26/10/2010,2010,10,38727,Volant d' empadronament
26/10/2010,2010,10,38054,Voluntariat per la llengua
26/10/2010,2010,10,38016,Sol·licitud del pin
26/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
26/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
26/10/2010,2010,10,38054,Voluntariat per la llengua
26/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
26/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
27/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
27/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
27/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
27/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
27/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
27/10/2010,2010,10,38531,Borsa de treball
28/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
28/10/2010,2010,10,38016,Sol·licitud del pin
28/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
29/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
29/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
29/10/2010,2010,10,38295,Formulari de Consulta o Reclamació del Consumidor
29/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
30/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
30/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
30/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
30/10/2010,2010,10,38083,"Avisos, queixes i suggeriments"
30/10/2010,2010,10,38054,Voluntariat per la llengua
31/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
31/10/2010,2010,10,38016,Sol·licitud del pin
01/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
01/11/2010,2010,11,38016,Sol·licitud del pin
01/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
01/11/2010,2010,11,38016,Sol·licitud del pin
01/11/2010,2010,11,38054,Voluntariat per la llengua
01/11/2010,2010,11,38016,Sol·licitud del pin
01/11/2010,2010,11,38016,Sol·licitud del pin
01/11/2010,2010,11,38016,Sol·licitud del pin
01/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
01/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
02/11/2010,2010,11,38531,Borsa de treball
02/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
02/11/2010,2010,11,38531,Borsa de treball
02/11/2010,2010,11,38531,Borsa de treball
02/11/2010,2010,11,38531,Borsa de treball
03/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
03/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
03/11/2010,2010,11,38531,Borsa de treball
03/11/2010,2010,11,38531,Borsa de treball
03/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
03/11/2010,2010,11,38531,Borsa de treball
03/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
03/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
04/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
04/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
04/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
04/11/2010,2010,11,38531,Borsa de treball
04/11/2010,2010,11,38020,Consulta de dades en l'Arxiu Municipal
04/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
04/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
04/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
04/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
04/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
04/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
04/11/2010,2010,11,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
04/11/2010,2010,11,38016,Sol·licitud del pin
05/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
05/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
05/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
05/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
05/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
05/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
05/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
06/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
06/11/2010,2010,11,38727,Volant d' empadronament
06/11/2010,2010,11,38531,Borsa de treball
07/11/2010,2010,11,38531,Borsa de treball
07/11/2010,2010,11,38531,Borsa de treball
07/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
08/11/2010,2010,11,38727,Volant d' empadronament
08/11/2010,2010,11,38727,Volant d' empadronament
08/11/2010,2010,11,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
08/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
08/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
09/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
09/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
09/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
09/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
25/11/2010,2010,11,38016,Sol·licitud del pin
09/11/2010,2010,11,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
10/11/2010,2010,11,38016,Sol·licitud del pin
10/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
10/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
10/11/2010,2010,11,38531,Borsa de treball
10/11/2010,2010,11,38727,Volant d' empadronament
10/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
10/11/2010,2010,11,38531,Borsa de treball
10/11/2010,2010,11,38531,Borsa de treball
10/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
12/11/2010,2010,11,38020,Consulta de dades en l'Arxiu Municipal
12/11/2010,2010,11,38016,Sol·licitud del pin
12/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
12/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
12/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
12/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
12/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
13/11/2010,2010,11,38016,Sol·licitud del pin
14/11/2010,2010,11,38016,Sol·licitud del pin
14/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
15/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
15/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
15/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
15/11/2010,2010,11,38531,Borsa de treball
15/11/2010,2010,11,38531,Borsa de treball
15/11/2010,2010,11,38531,Borsa de treball
15/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
15/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
15/11/2010,2010,11,38531,Borsa de treball
15/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
16/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
16/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
16/11/2010,2010,11,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
16/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
16/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
16/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
16/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
16/11/2010,2010,11,38531,Borsa de treball
16/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
16/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
16/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
17/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
17/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
17/11/2010,2010,11,38016,Sol·licitud del pin
17/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
17/11/2010,2010,11,38531,Borsa de treball
17/11/2010,2010,11,38016,Sol·licitud del pin
18/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
18/11/2010,2010,11,38016,Sol·licitud del pin
18/11/2010,2010,11,38016,Sol·licitud del pin
18/11/2010,2010,11,38016,Sol·licitud del pin
18/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
18/11/2010,2010,11,38016,Sol·licitud del pin
18/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
18/11/2010,2010,11,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
18/11/2010,2010,11,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
18/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
18/11/2010,2010,11,38016,Sol·licitud del pin
18/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
18/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
18/11/2010,2010,11,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
19/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
19/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
19/11/2010,2010,11,38531,Borsa de treball
19/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
20/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
20/11/2010,2010,11,38531,Borsa de treball
20/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
21/11/2010,2010,11,38531,Borsa de treball
21/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
22/11/2010,2010,11,38016,Sol·licitud del pin
22/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
23/11/2010,2010,11,38016,Sol·licitud del pin
23/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
23/11/2010,2010,11,38016,Sol·licitud del pin
24/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
24/11/2010,2010,11,38531,Borsa de treball
24/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
24/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
25/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
26/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
26/11/2010,2010,11,38727,Volant d' empadronament
26/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
26/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
26/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
26/11/2010,2010,11,38016,Sol·licitud del pin
27/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
27/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
28/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
28/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
28/11/2010,2010,11,38016,Sol·licitud del pin
29/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
29/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
29/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
29/11/2010,2010,11,38295,Formulari de Consulta o Reclamació del Consumidor
30/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
30/11/2010,2010,11,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
30/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
30/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
01/12/2010,2010,12,38016,Sol·licitud del pin
01/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
01/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
01/12/2010,2010,12,38727,Volant d' empadronament
02/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
02/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
02/12/2010,2010,12,38295,Formulari de Consulta o Reclamació del Consumidor
02/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
03/12/2010,2010,12,38727,Volant d' empadronament
03/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
04/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
04/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
05/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
05/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
05/12/2010,2010,12,38016,Sol·licitud del pin
05/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
06/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
07/12/2010,2010,12,38531,Borsa de treball
07/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
07/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
07/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
08/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
08/12/2010,2010,12,38295,Formulari de Consulta o Reclamació del Consumidor
08/12/2010,2010,12,38016,Sol·licitud del pin
08/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
09/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
09/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
09/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
09/12/2010,2010,12,38016,Sol·licitud del pin
09/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
09/12/2010,2010,12,38295,Formulari de Consulta o Reclamació del Consumidor
10/12/2010,2010,12,38727,Volant d' empadronament
11/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
11/12/2010,2010,12,38531,Borsa de treball
11/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
11/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
11/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
11/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
13/12/2010,2010,12,39091,Sol·licitud per rebre informació de Salut a Rubí
13/12/2010,2010,12,39091,Sol·licitud per rebre informació de Salut a Rubí
13/12/2010,2010,12,39091,Sol·licitud per rebre informació de Salut a Rubí
13/12/2010,2010,12,39091,Sol·licitud per rebre informació de Salut a Rubí
13/12/2010,2010,12,38016,Sol·licitud del pin
13/12/2010,2010,12,39091,Sol·licitud per rebre informació de Salut a Rubí
13/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
13/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
13/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
14/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
14/12/2010,2010,12,38295,Formulari de Consulta o Reclamació del Consumidor
14/12/2010,2010,12,38295,Formulari de Consulta o Reclamació del Consumidor
14/12/2010,2010,12,39091,Sol·licitud per rebre informació de Salut a Rubí
14/12/2010,2010,12,38295,Formulari de Consulta o Reclamació del Consumidor
14/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
14/12/2010,2010,12,38531,Borsa de treball
15/12/2010,2010,12,38531,Borsa de treball
15/12/2010,2010,12,38531,Borsa de treball
15/12/2010,2010,12,38016,Sol·licitud del pin
15/12/2010,2010,12,38016,Sol·licitud del pin
15/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
15/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
16/12/2010,2010,12,38531,Borsa de treball
16/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
16/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
16/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
16/12/2010,2010,12,38727,Volant d' empadronament
16/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
17/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
19/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
21/12/2010,2010,12,38531,Borsa de treball
22/12/2010,2010,12,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
22/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
23/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
23/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
23/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
24/12/2010,2010,12,38020,Consulta de dades en l'Arxiu Municipal
25/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
25/12/2010,2010,12,38016,Sol·licitud del pin
27/12/2010,2010,12,38531,Borsa de treball
27/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
28/12/2010,2010,12,38016,Sol·licitud del pin
28/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
28/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
28/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
28/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
29/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
29/12/2010,2010,12,38295,Formulari de Consulta o Reclamació del Consumidor
29/12/2010,2010,12,38727,Volant d' empadronament
30/12/2010,2010,12,38054,Voluntariat per la llengua
30/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
30/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
31/12/2010,2010,12,38083,"Avisos, queixes i suggeriments"
02/01/2011,2011,1,38083,"Avisos, queixes i suggeriments"
03/01/2011,2011,1,38727,Volant d' empadronament
03/01/2011,2011,1,38531,Borsa de treball
03/01/2011,2011,1,38083,"Avisos, queixes i suggeriments"
03/01/2011,2011,1,38083,"Avisos, queixes i suggeriments"
03/01/2011,2011,1,38083,"Avisos, queixes i suggeriments"
