ID,EXP_DATA_ALTA,EXP_TIPUS_CODI,EXP_TIPUS_NOM
7605100011142080107707,09/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011141401607707,09/05/2014,IIVTNU,Sol·licitud d'ajuts IIVTNU
7605100011140077107707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011140351707707,08/05/2014,OMA,Llicència d'Obra Major
7605100011140091607707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011140096107707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011140282607707,08/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011140344607707,08/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011140350507707,08/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011140359407707,08/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011140416807707,08/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011140424707707,08/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011140428607707,08/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011140432507707,08/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011140300407707,08/05/2014,IIVTNU,Sol·licitud d'ajuts IIVTNU
7605100011140588407707,08/05/2014,SOEP-FIRA,Sol·licitud ocupació espai públic (atraccions...)
7605100011140662607707,08/05/2014,SOEP-FIRA,Sol·licitud ocupació espai públic (atraccions...)
7605100011140801007707,08/05/2014,RRHH,Recursos Humans - Procediment No Reglat
7605100011140924307707,08/05/2014,MOGUAL,Modificació de Guals
7605100011140054707707,08/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011140635507707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011140689607707,08/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011140149207707,08/05/2014,DEU,Denúncies llicències urbanístiques
7605100011140478107707,08/05/2014,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011140498107707,08/05/2014,AOM,Assabentats d'obres menors
7605100011139801707707,08/05/2014,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011140779607707,08/05/2014,ACT-UNIF,Llicència Municipal d'Activitats
7605100011140821607707,08/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011140141107707,08/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011140147507707,08/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011140269407707,08/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011140278307707,08/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011140960607707,08/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011140964807707,08/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011140970007707,08/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011140972707707,08/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011141038407707,08/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011141068107707,08/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011141071807707,08/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011140660007707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011140904207707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011140920907707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011140925907707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011141116307707,08/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011140378107707,08/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011141020507707,08/05/2014,INFRA,Sol·licitud d'infraestructures per activitats
7605100011140236107707,08/05/2014,SG SI,Secretaria General -Serv.Interns-Proced.No Reglat
7605100011140310707707,08/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011140357007707,08/05/2014,INFRA,Sol·licitud d'infraestructures per activitats
7605100011140472407707,08/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011140361007707,08/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011139784607707,08/05/2014,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011139875607707,08/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011140120607707,08/05/2014,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011140132407707,08/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011140154707707,08/05/2014,IBI ATUR,Sol·licitud ajuts IBI persones situació d'atur
7605100011140512907707,08/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011140597107707,08/05/2014,SOEP-FIRA,Sol·licitud ocupació espai públic (atraccions...)
7605100011140598207707,08/05/2014,SOEP-FIRA,Sol·licitud ocupació espai públic (atraccions...)
7605100011141070207707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011140234607707,08/05/2014,RRHH,Recursos Humans - Procediment No Reglat
7605100011140679307707,08/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011139849607707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011139855307707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011139859907707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011140080607707,08/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7160100011138493607707,07/05/2014,JUNTA,Junta de Govern Local
7605100011139009907707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011139053007707,07/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011139083107707,07/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011138665907707,07/05/2014,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011139114207707,07/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011139123307707,07/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011139134407707,07/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011139143007707,07/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011139120207707,07/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011139109007707,07/05/2014,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011139356607707,07/05/2014,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011139412107707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011139415307707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011139435907707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011139457607707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011139555307707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011139684307707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011139691007707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011138943007707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138435907707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138830607707,07/05/2014,AOM,Assabentats d'obres menors
7605100011138953707707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011139140307707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011138515907707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138601407707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138941607707,07/05/2014,COMERÇ,Àmbit de Comerç - Procediment No Reglat
7605100011138350607707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011138368807707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011138419407707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011138429007707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011138449607707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011138454207707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011138456807707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011139642107707,07/05/2014,GOVERNANÇA,Governança - Procediment No reglat
7605100011139653307707,07/05/2014,GOVERNANÇA,Governança - Procediment No reglat
7605100011138766407707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011138924507707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011138950607707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011138971707707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139001307707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139013407707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139043007707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139060107707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139118707707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011138768507707,07/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011138516307707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138562207707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138607607707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138840307707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138676907707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138718407707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138904207707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138952107707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011139062207707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011139178207707,07/05/2014,RRHH,Recursos Humans - Procediment No Reglat
7605100011138560307707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138677407707,07/05/2014,IBI FMP,Sol·licitud d'ajuts IBI famílies monoparentals
7605100011138848607707,07/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011138850007707,07/05/2014,SOEP-FIRA,Sol·licitud ocupació espai públic (atraccions...)
7605100011138959007707,07/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011138588407707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138347607707,07/05/2014,OE,Ordre d'execució
7605100011138974607707,07/05/2014,OCUPACIÓ,Impuls a locupació - Procediment No Reglat
7605100011138853107707,07/05/2014,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011139141907707,07/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011139243207707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011139232607707,07/05/2014,OCUPACIÓ,Impuls a locupació - Procediment No Reglat
7605100011138879607707,07/05/2014,AOM,Assabentats d'obres menors
7605100011139211907707,07/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011138897707707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011139393607707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011139633107707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011138330607707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011139146607707,07/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011139159907707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139147707707,07/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011139203007707,07/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011139239007707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139254107707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139195407707,07/05/2014,IBI ATUR,Sol·licitud ajuts IBI persones situació d'atur
7605100011139296707707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139312107707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139319707707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139332307707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139339707707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011138395107707,07/05/2014,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011138606607707,07/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011138598407707,07/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011138480507707,07/05/2014,IBI ATUR,Sol·licitud ajuts IBI persones situació d'atur
7605100011138690607707,07/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011138864907707,07/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011138891707707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011139382307707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139390907707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139402007707,07/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011139507107707,07/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137558107707,06/05/2014,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011137579007707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137747107707,06/05/2014,INTERVENCIÓ,Intervenció - Procediment No Reglat
7605100011137898207707,06/05/2014,OE,Ordre d'execució
7605100011137992107707,06/05/2014,PL,Protecció de la legalitat
7605100011137182107707,06/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011137447507707,06/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011137444807707,06/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011137549907707,06/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011137895207707,06/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011137383207707,06/05/2014,ACT-RC,Tràmits llicències activitats Règim de comunicació
7605100011137542907707,06/05/2014,ACT-RC,Tràmits llicències activitats Règim de comunicació
7605100011137356907707,06/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011137401607707,06/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011137126707707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011137131907707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011137381407707,06/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011137671607707,06/05/2014,RRHH,Recursos Humans - Procediment No Reglat
7605100011137224407707,06/05/2014,OME,Llicència Obra Menor
7605100011137525407707,06/05/2014,SOEP-FIRA,Sol·licitud ocupació espai públic (atraccions...)
7605100011137605307707,06/05/2014,OMA,Llicència d'Obra Major
7605100011137123607707,06/05/2014,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011137832707707,06/05/2014,OME,Llicència Obra Menor
7605100011138048607707,06/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011138056307707,06/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011138061507707,06/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011137479207707,06/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011137517607707,06/05/2014,SOEP-FIRA,Sol·licitud ocupació espai públic (atraccions...)
7605100011137073307707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137079907707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137086507707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011138088307707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137329307707,06/05/2014,INFRA,Sol·licitud d'infraestructures per activitats
7605100011137338307707,06/05/2014,INFRA,Sol·licitud d'infraestructures per activitats
7605100011137563607707,06/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011137568007707,06/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011137581007707,06/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011137597407707,06/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011137620207707,06/05/2014,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011137373007707,06/05/2014,RRHH,Recursos Humans - Procediment No Reglat
7605100011137398707707,06/05/2014,RRHH,Recursos Humans - Procediment No Reglat
7605100011137410907707,06/05/2014,RRHH,Recursos Humans - Procediment No Reglat
7605100011137536607707,06/05/2014,ACT-RC,Tràmits llicències activitats Règim de comunicació
7605100011137644107707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011137917807707,06/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011137187207707,06/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011137599307707,06/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011137994007707,06/05/2014,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011138076607707,06/05/2014,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011137495107707,06/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011137809107707,06/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011137176907707,06/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011137199207707,06/05/2014,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011137514207707,06/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011137969107707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011137983007707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011138142907707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011138145607707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011138148307707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011138181707707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011138223607707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011138297107707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011137186207707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137570307707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137593607707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137598307707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137749107707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137752207707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137756807707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137769407707,06/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011137057607707,06/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011137335307707,06/05/2014,IBI FMP,Sol·licitud d'ajuts IBI famílies monoparentals
7605100011137346907707,06/05/2014,IBI FMP,Sol·licitud d'ajuts IBI famílies monoparentals
7605100011137376207707,06/05/2014,IBI ATUR,Sol·licitud ajuts IBI persones situació d'atur
7605100011135736407707,05/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011136379107707,05/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011135917307707,05/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011136045607707,05/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011136799107707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011136801807707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011136928807707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011137011307707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011137034007707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011137036707707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011136124507707,05/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011136624807707,05/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011135999607707,05/05/2014,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011136420107707,05/05/2014,AOM,Assabentats d'obres menors
7605100011136471107707,05/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011135814607707,05/05/2014,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011136394607707,05/05/2014,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011135722607707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011135727407707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011135686107707,05/05/2014,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011136163107707,05/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011136221707707,05/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011136361107707,05/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011135798107707,05/05/2014,AOM,Assabentats d'obres menors
7605100011136605207707,05/05/2014,RRHH,Recursos Humans - Procediment No Reglat
7605100011136353007707,05/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011135962407707,05/05/2014,INFRA,Sol·licitud d'infraestructures per activitats
7605100011135988907707,05/05/2014,IBI ATUR,Sol·licitud ajuts IBI persones situació d'atur
7605100011136162307707,05/05/2014,AJUTS IBI,Sol·licitud ajuts IBI a persones majors de 65 anys
7605100011136571807707,05/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011136584207707,05/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011136594607707,05/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011136599007707,05/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011136673107707,05/05/2014,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011136457207707,05/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011135972707707,05/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011136093907707,05/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011136342407707,05/05/2014,INFRA,Sol·licitud d'infraestructures per activitats
7605100011136367607707,05/05/2014,ACT-RC,Tràmits llicències activitats Règim de comunicació
7605100011136425607707,05/05/2014,PROURSA,Habitatge PROURSA - Procediment No Reglat
7605100011136410907707,05/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011136461407707,05/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011136488007707,05/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011136568407707,05/05/2014,ACT-UNIF,Llicència Municipal d'Activitats
7605100011136962407707,05/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011136926007707,05/05/2014,ACT-UNIF,Llicència Municipal d'Activitats
7605100011136186407707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011136763607707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011136767307707,05/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011136990207707,05/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011136619107707,05/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011135913707707,05/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011135783607707,05/05/2014,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011135966707707,05/05/2014,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011135593107707,03/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011135514507707,03/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011135510607707,03/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011134844107707,02/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011134851707707,02/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011134866307707,02/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011134873907707,02/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011134880007707,02/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011134961607707,02/05/2014,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011135238907707,02/05/2014,ACT-UNIF,Llicència Municipal d'Activitats
7605100011134666207707,02/05/2014,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011134814207707,02/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011135261307707,02/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011135267707707,02/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011134886207707,02/05/2014,ALGUAL,Alta de Guals
7605100011134963107707,02/05/2014,ALGUAL,Alta de Guals
7605100011135246107707,02/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011135249507707,02/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011135254907707,02/05/2014,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011134765107707,02/05/2014,AOM,Assabentats d'obres menors
7605100011134861107707,02/05/2014,GOVERNANÇA,Governança - Procediment No reglat
7605100011134872307707,02/05/2014,GOVERNANÇA,Governança - Procediment No reglat
7605100011135025507707,02/05/2014,GOVERNANÇA,Governança - Procediment No reglat
7605100011135178707707,02/05/2014,JOVENTUT,Joventut - Procediment NO reglat
7605100011135341607707,02/05/2014,GOVERNANÇA,Governança - Procediment No reglat
7605100011135357307707,02/05/2014,JOVENTUT,Joventut - Procediment NO reglat
7605100011135023107707,02/05/2014,DEN-EUS,Denúncies Ecologia Urbana i Seguretat
7605100011135024207707,02/05/2014,DEN-EUS,Denúncies Ecologia Urbana i Seguretat
7605100011135034807707,02/05/2014,DEN-EUS,Denúncies Ecologia Urbana i Seguretat
7605100011134701607707,02/05/2014,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
