ANUALITAT,ANY_CONCESIO,CIF,NOM_BENEFICIARI,DATA_CONCESIO,DESC_MOTIU,IMPORT_CONCEDIT,IMPORT_PAGAT,IMPORT_RETORNAT_REINTEGRAT
2014,2014,G62889969,ASOC CULTURAL URUGUAYO - CATALANA DE RUBI - LOS BOTIJAS,03/10/2014,PROJECTES DE COOPERACIÓ AL DESENVOLUPAMENT PROMOGUTS PER ENTITATS DE RUBI PER A L'ANY 2014,30000,30000,0
2014,2014,G60571668,UNIO ATLETICA RUBI,31/12/2014,REGULARITZACIÓ QUOTES PRESTEC DEL 2014,4.99,4.99,0
2015,2015,P5800007F,CONSELL COMARCAL DEL VALLES OCCIDENTAL,16/04/2015,Col·laboració amb el Consell Comarcal en els ajuts al transport escolar no obligatori als alumnes de centres educatius,22140,22140,0
2015,2015,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,27/03/2015,PROJECTE 2775. PROGRAMA DE SALUT MENTAL COMUNITÀRIA. IMPULSANT LA RESILIÈNCIA A TRAVÉS D'ACTIVITATS PSICOSOCIALS PER A LA POBLACIÓ INFANTIL DE LA FRANJA DE GAZA,2000,2000,0
2015,2015,G60554425,CLUB ESPORTIU HORITZO 1994,30/03/2015,CONVENI COL·LABORACIÓ 2015 CE HORITZÓ. ACTIVITATS ESPORTIVES,3600,3600,0
2015,2015,G60554425,CLUB ESPORTIU HORITZO 1994,08/04/2015,Pojectes de caràcter esportiu i social,5700,5700,0
2015,2015,G61044673,ASOC DE VECINOS DE LA PLANA DEL CASTELL,21/07/2015,MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES,845,845,0
2016,2016,G58085010,CENTRO ARAGONES DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,700,700,0
2016,2016,B66682550,MARHABA SPA ERIKA VIGARA SL,30/12/2016,CONVOCATÒRIA DE SUBVENCIONS MILLORS INICIATIVES COMERCIALS DE NOVA IMPLANTACIÓ A RUBÍ,0,0,0
2016,2016,G60871761,CLUB VOLEIBOL RUBI,29/11/2016,SUBVENCIÓN 2016:CONVENIO CLUB VOLEIBOL RUBI COMPETICIÓN TEMPORADA DEPORTIVA Y 24H,6200,6200,0
2017,2016,B66795592,ARTS PERRUQUERS CENTRO DE IMAGEN PERSONAL SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2017,G58269242,CLUB HANDBOL RUBI,24/10/2017,SUBVENCIÓN 2017. CLUB HANDBOL RUBÍ. ACTIVIDADES FEDERADAS TEMP 2016-2017,2000,0,0
2015,2015,B61353751,MJ 60 ARQUITECTURA SL,18/11/2015,SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ,1000,1000,0
2015,2015,B65359747,HEDA RUBI VIATGES SL,18/11/2015,SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ,704.5,704.5,0
2015,2015,B59102145,JUMA ELECTROHOGAR SL,18/11/2015,SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ,250.38,250.38,0
2015,2015,G64315658,ASSOCIACIO DE PARES I MARES CEIP RIVO RUBEO,24/11/2015,Convocatòria Casals d'Estiu 2015,4600.8,4600.8,0
2015,2015,G59956037,ASSOC DE PARES D'ALUMNES DEL CP TERESA ALTET,24/11/2015,Convocatòria Casals d'Estiu 2015,3710.4,3710.4,0
2015,2015,G58221086,ASSOC PARES ALUMNES TORRE LLEBRE,24/11/2015,Convocatòria Casals d'Estiu 2015,1770,1770,0
2015,2015,G63860944,AMPA ESCOLA CAN ALZAMORA,24/11/2015,Convocatòria Casals d'Estiu 2015,3342.8,3342.8,0
2015,2015,G60593944,APA 1993 CP 25 DE SETEMBRE DE RUBI,24/11/2015,Convocatòria Casals d'Estiu 2015,9645.6,9645.6,0
2016,2016,G58202953,CASA DE ANDALUCIA EN RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,1100,1100,0
2016,2016,G59849760,FOMENT DE LA SARDANA DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,2200,2200,0
2016,2016,G58280009,ESCOLA DE SARDANES FLOR DE NEU,04/10/2016,Convocatòria 2016 subvencions entitats culturals,2398.41,2398.41,0
2016,2016,G61197703,ELS CASTELLERS DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,700,700,0
2016,2016,R0801934A,CARITAS DIOCESANA DE TERRASSA,29/11/2016,MENJADOR SOCIAL,10000,0,0
2016,2016,Q2866001G,CRUZ ROJA ESPAÑOLA,13/12/2016,Punt de Trobada,6200,0,0
2013,2013,G61183034,ASSOCIACION ROCIERA ANDALUZA DE RUBI,29/11/2013,Convocatòria subvencions entitats culturals 2013,600,600,0
2013,2013,G63450522,CENTRE DE LLEURE ALTERNATIU MOLI 21,29/11/2013,Convocatòria subvencions entitats culturals 2013,1000,1000,0
2013,2013,G60480985,HERMANDAD ROCIERA ANDALUZA DE RUBI,29/11/2013,Convocatòria subvencions entitats culturals 2013,800,800,0
2014,2014,G58061011,IRMANDADE GALEGA DE RUBI,30/09/2014,"Convocatòria subvencions per entitats i associacions culturals, any 2014",3000,3000,0
2014,2014,S0800121F,CEE CA'N ORIOL,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,2118.98,2118.98,0
2014,2014,Q0801826I,ESCOLA DEL BOSC,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,770.54,770.54,0
2014,2014,Q5855633C,ESCOLA MOSSEN CINTO VERDAGUER,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,3082.15,3082.15,0
2014,2014,Q5855469B,INSTITUT DUC DE MONTBLANC,09/09/2014,CONVOCATORIA 2014 AJUTS A CENTRES EDUCATIUS PER A PROJECTES PEDAGOGICS/ACTIVITATS,1307.9,1307.9,0
2014,2014,S0800117D,ESCOLA CA N'ALZAMORA,09/09/2014,CONVOCATORIA 2014 AJUTS A CENTRES EDUCATIUS PER A PROJECTES PEDAGOGICS/ACTIVITATS,1037.4,1037.4,0
2014,2014,Q5855638B,ESCOLA TORRE DE LA LLEBRE,09/09/2014,CONVOCATORIA 2014 AJUTS A CENTRES EDUCATIUS PER A PROJECTES PEDAGOGICS/ACTIVITATS,1014.6,1014.6,0
2014,2014,Q5855639J,ESCOLA JOAN MARAGALL,09/09/2014,CONVOCATORIA 2014 AJUTS A CENTRES EDUCATIUS PER A PROJECTES PEDAGOGICS/ACTIVITATS,1426.2,1426.2,0
2014,2014,Q5855637D,ESCOLA 25 DE SETEMBRE,09/09/2014,CONVOCATORIA 2014 AJUTS A CENTRES EDUCATIUS PER A PROJECTES PEDAGOGICS/ACTIVITATS,2978,2978,0
2016,2016,V59078352,CENTRE D'ESTUDIS RUBINENCS,21/12/2016,"Subvenció 2016, Centre Estudis Rubinencs (CER)",2500,0,0
2013,2013,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,31/12/2013,PROJECTE 2477: SUPORT A LA PARTICIPACIÓ DE LA DONA EN LA GOVERNANÇA LOCAL,11462.11,0,0
2013,2013,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,31/12/2013,PROJECTE 2477: SUPORT A LA PARTICIPACIÓ DE LA DONA EN LA GOVERNANÇA LOCAL,11462.11,11462.11,0
2013,2013,G60571668,UNIO ATLETICA RUBI,31/12/2013,SUBV UAR 50% QUOTES PRÉSTECS OBRES PISTA ATLETISME CAN ROSÉS,5.81,5.81,0
2014,2014,G61139432,CLUB PETANCA UNION LAS TORRES RUBI,27/05/2014,CONVENI ANY 2014 CP UNIÓ LAS TORRES-RUBÍ_TEMP ESPORTIVA I OPEN NACIONAL PETANCA,3500,3500,0
2014,2014,G58203183,ESBART DANSAIRE DE RUBI,27/05/2014,CAMPANYA DE DANSES TRADICIONALS 2013-2014,33390,33390,0
2014,2014,Q0818002H,UNIVERSITAT AUTONOMA DE BARCELONA,27/05/2014,Participació d'alumnes de Rubí en el projecte Campus Itaca UAB 2014,2480,2480,0
2014,2014,G61183034,ASSOCIACION ROCIERA ANDALUZA DE RUBI,30/09/2014,"Convocatòria subvencions per entitats i associacions culturals, any 2014",700,700,0
2014,2014,G66240847,SOCIETAT DE BLUES DE RUBI,30/09/2014,"Convocatòria subvencions per entitats i associacions culturals, any 2014",500,500,0
2014,2014,G58280009,ESCOLA DE SARDANES FLOR DE NEU,30/09/2014,"Convocatòria subvencions per entitats i associacions culturals, any 2014",2000,2000,0
2014,2014,G61313516,FEDERACIO D'ASSOCIACIONS DE COMERCIANTS DE RUBI,01/08/2014,CONVENI AMB LA FACGR PER AL PLA DE DINAMITZACIÓ COMERCIAL 2014,35000,35000,0
2016,2016,G58203183,ESBART DANSAIRE DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,1000,1000,0
2016,2016,G59382408,PENYA BLAU GRANA RAMON LLORENS,03/10/2016,SUBVENCIONES 2016. MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS,1000,1000,0
2017,2017,Q5855639J,ESCOLA JOAN MARAGALL,16/10/2017,Convocatòria subvencions 50/50 curs 2015-2016,3539.25,0,0
2016,2016,G60845922,RUBI SOLIDARI,17/05/2016,CONVOCATORIA 2016 PER A COOPERACIÓ INTERNACIONAL,5575,0,0
2014,2014,G59496711,AAVV ELS AVETS (ASPUR),23/09/2014,PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS,1100,1100,0
2014,2014,G59511048,ASOC DE VECINOS LAS TORRES RUBI 2000,23/09/2014,PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS,1700,1700,0
2014,2014,G58063496,ASSOCIACIO D ADJUDICATARIS MERCAT MUNICIPAL DE RUBI,05/11/2014,SUBVENCIÓ PER LA PROMOCIÓ COMERCIAL DEL MERCAT,20000,20000,0
2014,2014,G60944246,ASSOCIACIÓ PER LA PROMOCIÓ DE L'ESPECACLE INFANTIL I JUVENIL LA XARXA,28/10/2014,Conveni i subvenció Ass. Espectacle Infantil Juvenil La Xarxa,3500,3500,0
2014,2014,G58277534,MEDICOS SIN FRONTERAS ESPAÑA,28/10/2014,APORTACIÓ PER DONAR RESPOSTA ALS AFECTATS DEL BROT DEL VIRUS DE L'ÈBOLA A L'ÀFRICA OCCIDENTAL,4000,4000,0
2014,2014,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,21/11/2014,CONVENI CER FUTBOL SALA_ESPORT PER A TOTHOM 2014-2015,26000,26000,0
2014,2014,B66269598,BLAUSERVEIS PROFESSIONALS SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA ANUAL,6300,0,0
2014,2014,G63013494,VILADECAVALLS VIDA I PAU,03/10/2014,PROJECTES DE COOPERACIÓ AL DESENVOLUPAMENT PROMOGUTS PER ENTITATS DE RUBI PER A L'ANY 2014,28893.71,28893.71,0
2016,2016,S5800028B,INSTITUT LA SERRETA,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,689.55,689.55,0
2016,2016,G61004412,HOQUEI CLUB RUBI CENT PATINS,31/05/2016,SUBVENCION 2016 HCR CENT PATINS. COMPETICIONES NACIONALES E INTERNACIONALES Y TEMP. ESP. COMPET. CATALANAS,15000,15000,0
2017,2017,G62424767,SOCIETAT SANT ANTONI ABAD,15/02/2017,Subvenció i conveni 2017 a Societat Sant Antoni Abat per Festa la Sant Antoni Abat 2017,18000,0,0
2016,2016,G65845307,ASSOCIACIO CULTURAL I SOCIAL DE TOUBA-RUBI,17/05/2016,CONVOCATORIA 2016 PER A COOPERACIÓ INTERNACIONAL,600,0,0
2017,2017,Q5856371I,ESCOLA SCHOLA,05/07/2017,CONVOCATORIA D'AJUTS A LES ESCOLES PÚBLIQUES DE RUBI PEL MANTENIMENT DE CENTRE 2017,2306.23,2306.23,0
2014,2014,G63487607,FUNDACIO PRIVADA LLIGA CATALANA D AJUDA ONCOLOGICA,16/09/2014,SUBVENCIÓ 2014 MODALITAT F) ENTITATS SOCIOSANITÀRIES,3000,3000,0
2014,2014,B61987483,GIMNAS SEUL SL,09/09/2014,SUBV. PARTICIPACIÓ NOELA MADRID AL CAMPIONAT MON CADET TAEKWONDO 2014,300,300,0
2014,2014,G65958019,ASSOCIACIO JUVENIL TIAMAT TEATRE,16/09/2014,PROJECTES D'ACTIVITATS DE LES ENTITATS JUVENILS,1933,1933,0
2014,2014,Q5856151E,INSTITUT L'ESTATUT,30/09/2014,CONVOCATÒRIA 2014 AJUTS A CENTRES EDUCATIUS PER ACTES COMMEORATIUS,500,500,0
2014,2014,G63171698,ASSOC DE VEINS EL PORTAL DE CA N ORIOL,23/09/2014,PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS,1310,1310,0
2014,2014,G59823377,ASOC DE VECINOS LA PLANA DE CAN BERTRAN,23/09/2014,PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS,300,300,0
2014,2014,G61368957,CASAL AMISTAT CATALANO CUBANO JOSE MARTI,03/10/2014,PROJECTES DE COOPERACIÓ AL DESENVOLUPAMENT PROMOGUTS PER ENTITATS DE RUBI PER A L'ANY 2014,23613.94,23613.94,0
2015,2015,G59349910,AA VV CAN VALLHONRAT,29/09/2015,MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES,1400,1400,0
2015,2015,G59823377,ASOC DE VECINOS LA PLANA DE CAN BERTRAN,21/07/2015,MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES,300,300,0
2015,2015,G59582007,AA VV CA N'ORIOL,21/07/2015,MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES,2100,2100,0
2016,2016,B65966749,AYALATIM LATINA SOCIEDAD LIMITADA,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B66795592,ARTS PERRUQUERS CENTRO DE IMAGEN PERSONAL SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2017,2017,G61884359,FUNDACIO AUTONOMA SOLIDARIA,02/08/2017,Subvenció Projecte Campus Itaca a la UAB,3875,0,0
2013,2013,B64723182,SERVEIS INTEGRALS CLARIANA EMPRESA D INSECIO SL,31/12/2013,SUPORT A LA CREACIÓ D'OCUPACIÓ 2013,5823.75,4076.62,0
2013,2013,Q5855639J,ESCOLA JOAN MARAGALL,09/12/2013,Subvencions 50/50 curs escolar 12-13,10897.31,10897.31,0
2013,2013,Q5855637D,ESCOLA 25 DE SETEMBRE,09/12/2013,Subvencions 50/50 curs escolar 12-13,1963.34,1963.34,0
2013,2013,S0800117D,ESCOLA CA N'ALZAMORA,09/12/2013,Subvencions 50/50 curs escolar 12-13,878.78,878.78,0
2013,2013,G60845922,RUBI SOLIDARI,11/12/2013,SUBVENCIONS ACTIVITATS 2013 PER A ENTITATS DE COOPERACIÓ INTERNACIONAL,5320,5320,0
2013,2013,B64856917,LLOBATERAS 61 RUBI SL,13/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,600,600,0
2013,2013,B60318748,VENDIPRACTIC SL,14/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2013,2013,F58137001,CEVAGRAF SDAD COOP CATALANA LIMITADA,20/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2013,2013,F58137001,CEVAGRAF SDAD COOP CATALANA LIMITADA,20/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2013,2013,B64167380,REFORABI SL,20/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2013,2013,B65556276,COS D'PR SENSACIONS INFINITES SL,20/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2013,2013,A58130998,CANSALADERIAS MARTINEZ NAVARRO SA,20/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2016,2016,B63290902,"REFORFUSTA, SL",20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2013,2013,G58085010,CENTRO ARAGONES DE RUBI,29/11/2013,Convocatòria subvencions entitats culturals 2013,700,700,0
2013,2013,G61368957,CASAL AMISTAT CATALANO CUBANO JOSE MARTI,11/12/2013,PROJECTES COOPERACIÓ AL DESENVOLUPAMENT 2013,17900,17900,0
2014,2014,B64049828,N-ICE SKATING SL,01/12/2014,CONVENI N-ICE SKATING SL PER INSTAL·LACIÓ PISTA GEL CAMPANYA NADAL,16500,11550,0
2014,2014,A59033498,TOP-CABLE SA,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA ANUAL,4410,0,0
2014,2014,J66274747,FRUTAS KATTAR SCP,30/12/2014,CREACIÓ D'EMPRESES I SUPORT AL TREBALL AUTÒNOM,1050,1050,0
2014,2014,B66298373,QUALITY & PRECISION SEALING SL,30/12/2014,CREACIÓ D'EMPRESES I SUPORT AL TREBALL AUTÒNOM,1050,1050,0
2014,2014,G65698888,ASSOCIACIO DE VOLUNTARIS DE PROTECCIÓ CIVIL DE RUBI,09/12/2014,SUBVENCIÓ ASSOCIACIÓ VOLUNTARIS PROTECCIÓ CIVIL DE RUBÍ 2014,2000,0,0
2014,2014,G60593944,APA 1993 CP 25 DE SETEMBRE DE RUBI,09/12/2014,AMPA 25 de SETEMBRE CASALS ESTIU 2014,9068.04,9068.04,0
2014,2014,G08886384,APA COL·LEGI PUBLIC MARIA MONTESSORI DE RUBI,09/12/2014,AMPA ESCOLA MONTESSORI CASALS ESTIU 2014,1670.8,1670.8,0
2014,2014,G63860944,AMPA ESCOLA CAN ALZAMORA,09/12/2014,AMPA ESCOLA CA N'ALZAMORA CASALS ESTIU 2014,2681.6,2681.6,0
2014,2014,G64315658,ASSOCIACIO DE PARES I MARES CEIP RIVO RUBEO,09/12/2014,AMPA ESCOLA RIVO RUBEO CASALS ESTIU 2014,2637.6,2637.6,0
2014,2014,G58221086,ASSOC PARES ALUMNES TORRE LLEBRE,09/12/2014,AMPA ESCOLA TORRE DE LA LLEBRE CASALS ESTIU 2014,1704.8,1704.8,0
2015,2015,G59370007,AA VV 25 DE SETEMBRE,21/07/2015,MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES,2250,2250,0
2015,2015,G63171698,ASSOC DE VEINS EL PORTAL DE CA N ORIOL,21/07/2015,MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES,1400,1400,0
2015,2015,Q0818002H,UNIVERSITAT AUTONOMA DE BARCELONA,21/07/2015,Participació alumnes de secundària INS de Rubí en el projecte Ïtaca,1860,1860,0
2015,2015,J65735110,LA TARANTELLA NAPOLETANA SCP,18/11/2015,SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ,950,950,0
2016,2016,G60319944,ASSOCIACIO ANIMACIO CULTURAL DEL CARRER SANT JAUME,26/07/2016,Subvenció i conveni 2016 Ass. A. C. CARRER SANT JAUME,2500,2500,0
2016,2016,G08804916,UNION EXTREMEÑA DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,700,700,0
2016,2016,V59499996,SOCIETAT CORAL LA UNIO RUBINENCA DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,1400,1400,0
2016,2016,G58525643,CLUB PETANCA SANTA ROSA,03/10/2016,SUBVENCIONES 2016. MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS,750,750,0
2016,2016,V64599509,CLUB ESCOLA DE FUTBOL CAN MIR,03/10/2016,SUBVENCIONES 2016. MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS,800,800,0
2016,2016,B66682550,MARHABA SPA ERIKA VIGARA SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B60318748,VENDIPRACTIC SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B60808920,TOP RUBI SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,V58640731,CENTRE D'ESPLAI L'EIXAM,30/12/2016,Ajuts a les activitats de les entitats de Lleure,0,0,0
2016,2016,G61368957,CASAL AMISTAT CATALANO CUBANO JOSE MARTI,17/05/2016,CONVOCATORIA 2016 PER A COOPERACIÓ INTERNACIONAL,4690,0,0
2013,2013,R0800155D,PARROQUIA SANT PERE EN RUBI,30/05/2013,MENJADOR SOCIAL,10000,10000,0
2013,2013,Q2866001G,CRUZ ROJA ESPAÑOLA,28/11/2013,SUBVENCIÓ CAMPANYA D'EMERGÈNCIA TIFÓN YOLANDA A FILIPINES - CREU ROJA,3000,0,0
2014,2014,G65876955,ASSOC SOLIDARITAT I AJUDA VEINAL (ASAV),08/07/2014,Obertura menjador escolar durant l'estiu de l'escola Maria Montessori,4916.25,4916.25,0
2014,2014,G58269242,CLUB HANDBOL RUBI,15/07/2014,CONVENI CLUB HANDBOL RUBÍ. TEMPORADA ESPORTIVA 2013-2014,1350,1350,0
2015,2014,B65246050,SCAME MATERIAL ELECTRICO SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA ANUAL,1755,1755,0
2015,2014,J66358938,OH-KBE ESTETICA I QUIROMASSATGE SCP,22/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,463.74,463.74,0
2015,2014,B65952590,PLANCHA MOTOR SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,1350,0,0
2015,2014,B65952590,PLANCHA MOTOR SL,22/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,1215,0,0
2015,2014,B65670655,TALLERES HOBBYCARS SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,810,481.82,0
2015,2015,G61323721,ASOC DE VECINOS ZONA MERCAT,21/07/2015,MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES,1220,1220,0
2015,2015,G65625840,CASAL RUBI,29/09/2015,MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES,600,600,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,29/11/2016,PROJECTE 2477. Participació de la dona en la governança local,4482,0,0
2016,2016,G08919953,GRUP FOTOGRAFIC EL GRA,21/06/2016,"Grup Fotogràfic El Gra, 50è aniversari, 2016",12500,0,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,21/06/2016,Emergència efectes terratrèmol Equador,8000,0,0
2016,2016,R0800380H,CASA COLEGIO REGINA CARMELI RUBI,28/06/2016,SUBVENCIÓN 2016 CONVENIO REGINA CARMELI TEMPORADA 2015-2016,4500,4500,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,28/06/2016,Acollida població refugiada,8000,8000,0
2016,2016,G62631932,FRATER-NADAL SERVEI SOCIAL EVANGELIC,23/06/2016,Subvencion 2016 FRATER NADAL,36239.4,36239.4,0
2016,2016,S0800117D,ESCOLA CA N'ALZAMORA,06/06/2016,Convocatòria d'ajuts als centres educatius públics per actes commemoratius curs 2015-2016,500,500,0
2016,2016,F58137001,CEVAGRAF SDAD COOP CATALANA LIMITADA,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B66361700,CANSALADERIA MILA VALLES SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B60105822,RACO DEL LLIBRE SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B61353751,MJ 60 ARQUITECTURA SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2017,2017,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,07/03/2017,SUBVENCIÓN 2017 CER FUTBOL SALA. ACTIVIDADES TEMPORADA DEPORTIVA 2016-2017,15000,15000,0
2017,2017,G58269242,CLUB HANDBOL RUBI,24/10/2017,SUBVENCIÓN 2017. CLUB HANDBOL RUBÍ. ESCUELA DEPORTIVA TEMP 2016-2017,600,0,0
2017,2017,Q5855637D,ESCOLA 25 DE SETEMBRE,16/10/2017,Convocatòria subvencions 50/50 curs 2015-2016,3379.32,0,0
2015,2015,G61289658,ASSOCIACIO SANT GALDERIC,01/12/2015,Subvenció 2015 Associació Cultural Sant Galderic,2500,2500,0
2016,2016,G61004412,HOQUEI CLUB RUBI CENT PATINS,31/05/2016,SUBVENCION 2016 HCR CENT PATINS. ESCUELA DEPORTIVA,1000,1000,0
2016,2016,G58203183,ESBART DANSAIRE DE RUBI,14/09/2016,Subvenció i conveni 2016 Festival Rubifolk,20000,20000,0
2016,2016,G61323721,ASOC DE VECINOS ZONA MERCAT,04/10/2016,MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ENTITATS VEÏNALS I CÍVIQUES,1370,1370,0
2016,2016,G63436398,ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL,28/10/2016,Rubíclac AMPA Escola Educació Especial,10751.52,10751.52,0
2016,2016,G65958019,ASSOCIACIO JUVENIL TIAMAT TEATRE,05/12/2016,CONVOCATORIA 2016 PER A ENTITATS JUVENILS,0,0,0
2016,2016,G61289658,ASSOCIACIO SANT GALDERIC,15/11/2016,Subvenció 2016 Associació Sant Galderic,2500,0,0
2016,2016,G61289658,ASSOCIACIO SANT GALDERIC,22/11/2016,Subvenció 2016 Associació Sant Galderic,2500,2500,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,29/11/2016,PROJECTE 2949. CONSTRUCCIÓ COL·LEGI SECUNDARIA I BATXILLERAT. DAKAR,4950,0,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,29/11/2016,PROJECTE 2937. CREACIO XARXA LAONF. SAHARA,4482,0,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,14/11/2016,Resposta als efectes de l'huracà Matthew,6000,0,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,29/11/2016,Inundacions campaments refugiats sahrauís,8000,0,0
2017,2017,G62462494,COORDINADORA DE ENTIDADES CULTURALES ANDALUZAS DE RUBI,23/03/2017,Subvenció i conveni 2017 a Coord. Entidades Culturales Andaluzas de Rubí - Dia Andalusia 2017,8500,8500,0
