CODI_P,CODI_F,ORGANIC,SEXE,DATA_NAIXEMENT,ANY_NAIXEMENT,MES_NAIXEMENT
46,47,PARCS I JARDINS,Home,22/01/1975,1975,1
46,47,PARCS I JARDINS,Home,19/08/1982,1982,8
46,47,PARCS I JARDINS,Home,15/09/1975,1975,9
46,47,PARCS I JARDINS,Home,13/02/1968,1968,2
46,47,PARCS I JARDINS,Home,22/03/1975,1975,3
46,47,PARCS I JARDINS,Home,02/11/1967,1967,11
46,49,OBRES I VIA PÚBLICA,Home,17/01/1975,1975,1
46,49,OBRES I VIA PÚBLICA,Home,29/08/1970,1970,8
46,49,OBRES I VIA PÚBLICA,Home,10/02/1975,1975,2
46,49,OBRES I VIA PÚBLICA,Home,02/09/1954,1954,9
46,49,ÀMBIT D'ESPAI PÚBLIC,Home,05/05/1979,1979,5
46,49,OBRES I VIA PÚBLICA,Home,16/01/1978,1978,1
46,49,OBRES I VIA PÚBLICA,Home,22/09/1963,1963,9
46,49,OBRES I VIA PÚBLICA,Home,16/05/1977,1977,5
46,49,OBRES I VIA PÚBLICA,Dona,20/06/1957,1957,6
46,49,OBRES I VIA PÚBLICA,Home,24/07/1974,1974,7
46,49,OBRES I VIA PÚBLICA,Home,12/05/1970,1970,5
46,49,OBRES I VIA PÚBLICA,Home,15/07/1972,1972,7
46,49,OBRES I VIA PÚBLICA,Home,23/02/1967,1967,2
46,49,OBRES I VIA PÚBLICA,Home,26/09/1959,1959,9
46,49,OBRES I VIA PÚBLICA,Home,27/10/1961,1961,10
46,49,OBRES I VIA PÚBLICA,Home,01/07/1958,1958,7
46,49,OBRES I VIA PÚBLICA,Home,13/08/1982,1982,8
46,49,OBRES I VIA PÚBLICA,Home,29/06/1980,1980,6
46,49,OBRES I VIA PÚBLICA,Home,12/09/1982,1982,9
46,49,OBRES I VIA PÚBLICA,Home,28/02/1964,1964,2
46,49,OBRES I VIA PÚBLICA,Home,14/10/1972,1972,10
46,49,OBRES I VIA PÚBLICA,Home,24/03/1982,1982,3
46,49,OBRES I VIA PÚBLICA,Home,07/08/1979,1979,8
46,49,OBRES I VIA PÚBLICA,Home,03/03/1978,1978,3
46,50,MOBILITAT,Home,28/09/1961,1961,9
46,50,MOBILITAT,Home,26/12/1976,1976,12
46,50,MOBILITAT,Home,11/10/1953,1953,10
46,45,PROJECTES I OBRES,Dona,20/06/1975,1975,6
46,50,MOBILITAT,Home,26/10/1958,1958,10
46,50,MOBILITAT,Dona,12/11/1972,1972,11
46,50,MOBILITAT,Dona,07/11/1965,1965,11
46,50,MOBILITAT,Home,01/06/1977,1977,6
46,50,MOBILITAT,Home,10/02/1962,1962,2
5,14,AMBIT DE PROMOCIO ECONOMICA,Dona,15/09/1965,1965,9
5,14,AMBIT DE PROMOCIO ECONOMICA,Dona,12/02/1963,1963,2
5,14,AMBIT DE PROMOCIO ECONOMICA,Home,27/10/1976,1976,10
5,16,SERVEI DE COMERÇ,Dona,08/09/1967,1967,9
5,16,SERVEI DE COMERÇ,Dona,15/04/1972,1972,4
5,16,SERVEI DE COMERÇ,Dona,30/07/1970,1970,7
52,83,GESTIO DE RESIDOS I NETEJA,Home,07/12/1952,1952,12
52,83,GESTIO DE RESIDOS I NETEJA,Home,28/04/1963,1963,4
52,83,GESTIO DE RESIDOS I NETEJA,Dona,29/07/1974,1974,7
5,62,SERVEI D'OCUPACIO,Dona,18/08/1970,1970,8
5,62,SERVEI D'OCUPACIO,Home,17/10/1955,1955,10
5,62,SERVEI D'OCUPACIO,Home,04/10/1957,1957,10
5,62,SERVEI D'OCUPACIO,Dona,24/06/1959,1959,6
5,6,PROJECTES DE CIUTAT,Dona,23/06/1965,1965,6
5,62,SERVEI D'OCUPACIO,Home,18/11/1959,1959,11
62,63,Oficina d'informació i orientació,Dona,15/03/1964,1964,3
62,63,Oficina d'informació i orientació,Home,14/11/1971,1971,11
62,63,Oficina d'informació i orientació,Dona,04/11/1971,1971,11
62,64,Oficina de formació,Dona,08/11/1966,1966,11
62,64,Oficina de formació,Dona,23/07/1960,1960,7
62,64,Oficina de formació,Dona,27/05/1969,1969,5
62,64,Oficina de formació,Dona,03/02/1975,1975,2
62,64,Oficina de formació,Dona,01/09/1976,1976,9
62,64,Oficina de formació,Dona,15/05/1971,1971,5
62,64,Oficina de formació,Dona,14/04/1976,1976,4
62,64,Oficina de formació,Dona,04/09/1971,1971,9
62,64,Oficina de formació,Dona,20/11/1982,1982,11
62,65,Oficina d'inserció,Home,09/09/1967,1967,9
62,65,Oficina d'inserció,Dona,23/02/1961,1961,2
62,65,Oficina d'inserció,Dona,12/12/1978,1978,12
62,65,Oficina d'inserció,Dona,30/09/1972,1972,9
62,65,Oficina d'inserció,Dona,16/03/1983,1983,3
62,65,Oficina d'inserció,Home,02/10/1974,1974,10
6,55,"IDENTITAT, PROJECCIO I RELACIONS INTERNACIONALS",Dona,30/09/1959,1959,9
6,55,"IDENTITAT, PROJECCIO I RELACIONS INTERNACIONALS",Dona,27/08/1968,1968,8
6,55,"IDENTITAT, PROJECCIO I RELACIONS INTERNACIONALS",Home,16/03/1980,1980,3
6,79,RUBI BRILLA,Dona,06/05/1980,1980,5
6,79,RUBI BRILLA,Dona,16/05/1984,1984,5
6,79,RUBI BRILLA,Home,07/12/1968,1968,12
6,79,RUBI BRILLA,Dona,25/03/1979,1979,3
6,79,RUBI BRILLA,Home,23/11/1975,1975,11
71,11,SERVEI D'IGUALTAT,Dona,17/08/1970,1970,8
71,11,SERVEI D'IGUALTAT,Dona,02/11/1958,1958,11
71,59,SERVEIS DE CIUTADANIA I DRETS CIVILS,Dona,09/01/1983,1983,1
71,59,SERVEIS DE CIUTADANIA I DRETS CIVILS,Home,20/05/1983,1983,5
71,59,SERVEIS DE CIUTADANIA I DRETS CIVILS,Dona,11/06/1977,1977,6
71,59,SERVEIS DE CIUTADANIA I DRETS CIVILS,Dona,04/06/1987,1987,6
71,59,AMBIT DE POLITIQUES DE CIUTADANIA,Home,03/10/1969,1969,10
71,59,SERVEIS DE CIUTADANIA I DRETS CIVILS,Dona,05/03/1977,1977,3
71,59,SERVEIS DE CIUTADANIA I DRETS CIVILS,Dona,12/04/1976,1976,4
72,40,SERVEI D'ESPORTS,Dona,23/06/1963,1963,6
72,40,SERVEI D'ESPORTS,Home,17/02/1967,1967,2
72,40,SERVEI D'ESPORTS,Home,21/03/1967,1967,3
72,40,SERVEI D'ESPORTS,Home,08/12/1979,1979,12
72,41,SERVEI DE CULTURA,Home,12/06/1965,1965,6
72,41,SERVEI DE CULTURA,Dona,04/10/1960,1960,10
72,41,SERVEI DE CULTURA,Home,18/07/1989,1989,7
72,41,SERVEI DE CULTURA,Home,11/02/1988,1988,2
72,41,SERVEI DE CULTURA,Home,28/08/1986,1986,8
72,41,SERVEI DE CULTURA,Dona,27/11/1977,1977,11
72,41,SERVEI DE CULTURA,Dona,10/01/1979,1979,1
72,41,SERVEI DE CULTURA,Dona,21/03/1959,1959,3
72,41,SERVEI DE CULTURA,Dona,08/05/1972,1972,5
72,41,SERVEI DE CULTURA,Home,11/10/1973,1973,10
72,41,SERVEI DE CULTURA,Home,05/03/1960,1960,3
72,41,SERVEI DE CULTURA,Home,04/12/1976,1976,12
72,41,SERVEI DE CULTURA,Home,20/07/1965,1965,7
72,41,SERVEI DE CULTURA,Home,31/01/1959,1959,1
72,41,SERVEI DE CULTURA,Home,25/05/1963,1963,5
72,41,SERVEI DE CULTURA,Dona,02/11/1980,1980,11
74,43,PLANIFICACIÓ,Dona,10/01/1964,1964,1
13,22,SERVEIS JURÍDICS,Dona,10/01/1973,1973,
13,22,SERVEIS JURÍDICS,Dona,04/01/1977,1977,
13,27,SECRETARIA GENERAL,Home,04/09/1963,1963,
2,51,POLICIA LOCAL,Home,16/01/1976,1976,
2,51,POLICIA LOCAL,Home,16/11/1965,1965,
31,36,SERVEI D'EDUCACIÓ,Dona,19/01/1971,1971,
72,41,SERVEI DE CULTURA,Home,02/12/1970,1970,
74,43,PLANIFICACIÓ,Home,13/01/1966,1966,1
74,43,PLANIFICACIÓ,Home,22/06/1966,1966,6
74,43,PLANIFICACIÓ,Home,03/02/1962,1962,2
74,43,PLANIFICACIÓ,Dona,27/01/1968,1968,1
74,44,"INTERVENCIÓ EN LES ACTIVITATS, L'EDIFICACIÓ I DISCIPLINA",Home,27/01/1960,1960,1
74,44,"INTERVENCIÓ EN LES ACTIVITATS, L'EDIFICACIÓ I DISCIPLINA",Dona,20/03/1977,1977,3
76,52,MEDI AMBIENT,Home,25/04/1978,1978,4
76,52,MEDI AMBIENT,Dona,01/05/1965,1965,5
76,52,MEDI AMBIENT,Home,02/06/1964,1964,6
76,54,CEMENTIRI,Home,12/01/1960,1960,1
76,54,CEMENTIRI,Home,14/09/1971,1971,9
76,54,CEMENTIRI,Home,16/07/1958,1958,7
76,54,CEMENTIRI,Home,12/11/1953,1953,11
84,19,ATENCIO A LA CIUTADANIA,Dona,11/05/1971,1971,5
84,19,ATENCIO A LA CIUTADANIA,Dona,14/08/1968,1968,8
84,19,ATENCIO A LA CIUTADANIA,Dona,29/12/1967,1967,12
84,19,ATENCIO A LA CIUTADANIA,Dona,08/07/1972,1972,7
84,19,ATENCIO A LA CIUTADANIA,Dona,22/02/1969,1969,2
76,52,MEDI AMBIENT,Home,01/07/1970,1970,7
84,19,ATENCIO A LA CIUTADANIA,Dona,08/09/1972,1972,9
84,19,ATENCIO A LA CIUTADANIA,Dona,26/08/1975,1975,8
84,19,ATENCIO A LA CIUTADANIA,Dona,15/09/1976,1976,9
84,19,ATENCIO A LA CIUTADANIA,Home,11/02/1976,1976,2
84,19,ATENCIO A LA CIUTADANIA,Dona,18/07/1969,1969,7
84,19,ATENCIO A LA CIUTADANIA,Dona,16/04/1974,1974,4
84,19,ATENCIO A LA CIUTADANIA,Home,09/10/1958,1958,10
84,19,ATENCIO A LA CIUTADANIA,Home,09/08/1965,1965,8
84,19,ATENCIO A LA CIUTADANIA,Dona,20/08/1956,1956,8
84,19,ATENCIO A LA CIUTADANIA,Dona,06/03/1967,1967,3
84,19,ATENCIO A LA CIUTADANIA,Dona,25/05/1967,1967,5
84,19,ATENCIO A LA CIUTADANIA,Home,11/08/1984,1984,8
84,19,ATENCIO A LA CIUTADANIA,Dona,10/07/1972,1972,7
84,19,ATENCIO A LA CIUTADANIA,Dona,25/08/1967,1967,8
84,19,ATENCIO A LA CIUTADANIA,Dona,21/05/1956,1956,5
84,19,ATENCIO A LA CIUTADANIA,Dona,15/04/1962,1962,4
84,19,ATENCIO A LA CIUTADANIA,Dona,29/07/1971,1971,7
84,19,ATENCIO A LA CIUTADANIA,Dona,26/06/1973,1973,6
84,19,ATENCIO A LA CIUTADANIA,Dona,08/01/1976,1976,1
84,19,ATENCIO A LA CIUTADANIA,Home,17/08/1952,1952,8
84,4,"ORGANITZACIO, QUALITAT I INNOVACIÓ",Home,03/08/1968,1968,8
84,4,"ORGANITZACIO, QUALITAT I INNOVACIÓ",Dona,20/07/1968,1968,7
84,85,TRANSPARENCIA I BON GOVERN,Dona,17/05/1967,1967,5
71,59,SERVEIS DE CIUTADANIA I DRETS CIVILS,Home,15/08/1955,1955,
,1,ORGANS DE GOVERN,Home,01/01/2017,2017,
71,59,SERVEIS DE CIUTADANIA I DRETS CIVILS,Dona,22/02/1992,1992,
6,55,"IDENTITAT, PROJECCIO I RELACIONS INTERNACIONALS",Dona,25/07/1963,1963,
46,49,OBRES I VIA PÚBLICA,Home,25/10/1955,1955,
46,49,OBRES I VIA PÚBLICA,Home,15/05/1978,1978,
1,66,Ràdio Rubí serveis audiovisuals,Dona,07/09/1981,1981,
13,17,RECURSOS HUMANS,Home,06/11/1974,1974,
,1,ORGANS DE GOVERN,Home,14/09/1972,1972,
24,21,CONTRACTACIÓ I COMPRES,Dona,04/10/1979,1979,
62,63,Oficina d'informació i orientació,Home,08/11/1975,1975,
62,63,Oficina d'informació i orientació,Home,05/05/1952,1952,
62,63,Oficina d'informació i orientació,Home,07/05/1958,1958,
62,63,Oficina d'informació i orientació,Home,09/06/1958,1958,
62,63,Oficina d'informació i orientació,Home,15/07/1961,1961,
62,64,Oficina de formació,Dona,02/05/1973,1973,
62,64,Oficina de formació,Dona,05/08/1990,1990,
62,64,Oficina de formació,Dona,21/07/1988,1988,
62,64,Oficina de formació,Dona,24/07/1976,1976,
62,64,Oficina de formació,Dona,02/11/1975,1975,
62,64,Oficina de formació,Home,27/11/1980,1980,
62,64,Oficina de formació,Dona,25/01/1993,1993,
62,65,Oficina d'inserció,Dona,27/11/1960,1960,
6,79,RUBI BRILLA,Home,22/05/1991,1991,
84,19,ATENCIO A LA CIUTADANIA,Dona,02/08/1966,1966,
46,50,MOBILITAT,Home,05/03/1984,1984,
46,45,PROJECTES I OBRES,Dona,13/07/1977,1977,7
46,45,PROJECTES I OBRES,Dona,03/04/1976,1976,4
46,45,PROJECTES I OBRES,Dona,10/01/1971,1971,1
46,45,PROJECTES I OBRES,Home,30/03/1969,1969,3
62,64,Oficina de formació,Dona,10/05/1983,1983,
84,4,ÀREA DE DESENVOLUPAMNET D'ECONOMIA LOCAL,Home,23/10/1958,1958,
84,4,COMUNICACIO,Dona,30/01/1968,1968,
62,63,Oficina d'informació i orientació,Dona,10/10/1987,1987,
13,27,SECRETARIA GENERAL,Dona,04/02/1962,1962,
2,51,POLICIA LOCAL,Home,19/02/1971,1971,
62,64,Oficina de formació,Dona,27/07/1979,1979,
46,47,Oficina d'informació i orientació,Home,01/01/1974,1974,
62,63,Oficina d'informació i orientació,Home,14/03/1970,1970,
62,63,Oficina d'informació i orientació,Home,01/01/1959,1959,
62,63,Oficina d'informació i orientació,Home,01/01/1969,1969,
62,63,Oficina d'informació i orientació,Home,01/07/1975,1975,
62,63,Oficina d'informació i orientació,Home,22/07/1974,1974,
62,63,Oficina d'informació i orientació,Home,15/03/1987,1987,
62,64,Oficina de formació,Home,30/03/1996,1996,
32,33,SERVEIS SOCIALS,Dona,30/04/1978,1978,
62,64,Oficina de formació,Home,29/10/1997,1997,
62,64,Oficina de formació,Home,16/05/2000,2000,
62,64,Oficina de formació,Home,07/09/1997,1997,
62,64,Oficina de formació,Home,02/03/1994,1994,
62,64,Oficina de formació,Dona,13/03/2000,2000,
62,64,Oficina de formació,Home,01/11/1996,1996,
62,64,Oficina de formació,Home,20/07/1992,1992,
62,64,Oficina de formació,Home,03/06/2000,2000,
62,64,Oficina de formació,Home,12/04/1994,1994,
62,64,Oficina de formació,Home,20/11/1999,1999,
62,64,Oficina de formació,Home,31/05/2000,2000,
62,64,Oficina de formació,Home,03/01/2000,2000,
62,64,Oficina de formació,Home,09/11/1994,1994,
62,64,Oficina de formació,Home,25/07/1995,1995,
62,64,Oficina de formació,Home,16/11/1998,1998,
62,64,Oficina de formació,Home,28/05/1996,1996,
62,64,Oficina de formació,Home,03/10/1994,1994,
62,64,Oficina de formació,Home,30/01/1994,1994,
2,51,POLICIA LOCAL,Home,31/03/1966,1966,
62,63,Oficina d'informació i orientació,Dona,30/12/1985,1985,
62,63,Oficina d'informació i orientació,Dona,25/05/1981,1981,
62,63,Oficina d'informació i orientació,Home,13/04/1966,1966,
62,64,Oficina de formació,Home,09/09/1994,1994,
2,51,POLICIA LOCAL,Home,13/08/1962,1962,
2,51,POLICIA LOCAL,Home,04/09/1980,1980,
32,33,SERVEIS SOCIALS,Dona,05/08/1981,1981,
13,17,RECURSOS HUMANS,Dona,25/06/1970,1970,
13,27,SECRETARIA GENERAL,Home,28/02/1975,1975,
32,33,SERVEIS SOCIALS,Dona,21/05/1971,1971,
32,33,SERVEIS SOCIALS,Dona,10/12/1989,1989,
13,22,SERVEIS JURÍDICS,Dona,17/04/1976,1976,
2,31,Oficina d'informació i orientació,Dona,27/07/1965,1965,
5,14,SERVEI D'OCUPACIO,Home,16/09/1956,1956,
2,31,Oficina d'informació i orientació,Dona,17/08/1967,1967,
36,39,ESCOLA DE MÚSICA,Home,18/12/1985,1985,
2,31,Oficina d'informació i orientació,Dona,03/07/1967,1967,
2,31,Oficina d'informació i orientació,Dona,20/01/1967,1967,
62,63,Oficina d'informació i orientació,Home,23/12/1961,1961,
62,63,Oficina d'informació i orientació,Home,23/03/1968,1968,
62,63,Oficina d'informació i orientació,Home,01/01/1959,1959,
62,63,Oficina d'informació i orientació,Home,06/06/1964,1964,
62,63,Oficina d'informació i orientació,Home,06/01/1971,1971,
62,63,Oficina d'informació i orientació,Home,03/10/1968,1968,
62,63,Oficina d'informació i orientació,Home,14/09/1972,1972,
62,63,Oficina d'informació i orientació,Home,04/08/1959,1959,
62,63,Oficina d'informació i orientació,Home,03/01/1968,1968,
62,63,Oficina d'informació i orientació,Home,16/07/1958,1958,
76,52,MEDI AMBIENT,Dona,01/02/1976,1976,
2,78,SERVEIS DE CIUTADANIA I DRETS CIVILS,Home,22/11/1991,1991,
13,22,SERVEIS JURÍDICS,Dona,09/04/1982,1982,
2,31,Oficina d'informació i orientació,Dona,18/03/1968,1968,
36,37,ESCOLES BRESSOLS,Dona,22/09/1980,1980,
31,36,AMBIT DE PROMOCIO ECONOMICA,Dona,15/05/1974,1974,
13,26,TRESORERIA,Home,28/08/1969,1969,
46,49,Oficina d'informació i orientació,Home,04/04/1972,1972,
46,49,Oficina d'informació i orientació,Home,03/09/1958,1958,
46,49,Oficina d'informació i orientació,Home,02/04/1954,1954,
46,49,Oficina d'informació i orientació,Home,17/11/1949,1949,
84,4,"ORGANITZACIO, QUALITAT I INNOVACIÓ",Home,13/05/1966,1966,
46,49,OBRES I VIA PÚBLICA,Home,27/02/1981,1981,
32,33,Oficina d'informació i orientació,Dona,15/12/1982,1982,
62,63,Oficina d'informació i orientació,Home,18/06/1969,1969,
62,63,Oficina d'informació i orientació,Dona,01/06/1969,1969,
62,63,Oficina d'informació i orientació,Dona,26/01/1960,1960,
62,63,Oficina d'informació i orientació,Home,24/12/1969,1969,
62,63,Oficina d'informació i orientació,Dona,15/12/1965,1965,
62,63,Oficina d'informació i orientació,Dona,21/03/1962,1962,
62,63,Oficina d'informació i orientació,Dona,10/02/1962,1962,
62,63,Oficina d'informació i orientació,Dona,23/06/1971,1971,
62,63,Oficina d'informació i orientació,Dona,29/01/1964,1964,
62,63,Oficina d'informació i orientació,Dona,09/02/1959,1959,
62,63,Oficina d'informació i orientació,Dona,15/12/1959,1959,
62,63,Oficina d'informació i orientació,Dona,18/05/1971,1971,
62,63,Oficina d'informació i orientació,Dona,15/09/1967,1967,
62,63,Oficina d'informació i orientació,Dona,18/04/1961,1961,
62,63,Oficina d'informació i orientació,Dona,05/12/1968,1968,
62,63,Oficina d'informació i orientació,Dona,11/08/1960,1960,
36,37,ESCOLES BRESSOLS,Dona,22/12/1989,1989,
36,37,ESCOLES BRESSOLS,Dona,16/05/1987,1987,
