Fecha;Importe;AREA PRESUPUESTARIA;PROGRAMA PRESUPUESTARIO;IDENTIFICACI‡N;BENEFICIARIO;LINEA;CONCEPTO;;;;;;;;;;;;;
14/04/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUD.EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 26-3-2015. DCTO. 3636 DE 9-4-2015 AS15.025 PAGO 2;;;;;;;;;;;;;
14/04/2015;315,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 26-3-2015. DCTO. 3636 DE 9-4-2015 AS15.025;;;;;;;;;;;;;
14/04/2015;850,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 26-3-2015. DCTO. 3636 DE 9-4-2015 AS15.025;;;;;;;;;;;;;
14/04/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUD.EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 26-3-2015. DCTO. 3636 DE 9-4-2015 AS15.025 PAGO 2;;;;;;;;;;;;;
14/04/2015;250,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 26-3-2015. DCTO. 3636 DE 9-4-2015 AS15.025;;;;;;;;;;;;;
29/04/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;540,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;480,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;700,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;624,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;250,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;860,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;748,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;1.075,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;700,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;350,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;250,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;360,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;550,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;650,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;812,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;360,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;495,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;540,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;184,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;412,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;740,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;250,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;786,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;275,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;225,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;700,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;900,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;425,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;720,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;730,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;440,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;840,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;900,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;325,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;150,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;235,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;700,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
29/04/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERGENCIA : 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD. COMISION 16-4-2015. DCTO. 4165 DE 24-4-2015 AS15.031;;;;;;;;;;;;;
