EXERCICI,CODI ORGÀNIC,CODI DE PROGRAMA,CODI ECONÒMIC,NOM PARTIDA,PRESSUPOST INICIAL,PRESSUPOST ACTUAL,AUTORITZACIÓ (A),DISPOSICIÓ (D),OBLIGACIÓ (O),PAGAMENT (P),REALITZACIÓ DE PAGAMENT (RP),SALDO,% SALDO SOBRE PRESS. ACTUAL,MODIFICACIÓ,REMANENTS INCORPORATS,ALTRES MODIFICACIONS,REMANENT,A PENDENT,D PENDENT,O PENDENT,P PENDENT,RETENCIONS DE CRÈDIT,% D SOBRE CRÈDIT,% RP SOBRE OBLIGACIONS
2016,J4104,32311,16000,SEGURETAT SOCIAL ESC. SALVADOR LLOBET,€335677.05,€335677.05,€336882.68,€336882.68,€312429.95,€312429.95,€284824.65,€-1205.63,-0.36%,€0.00,€0.00,€0.00,€23247.10,€0.00,€24452.73,€0.00,€27605.30,,100.36%,91.16%
2016,J4104,32311,16204,ACCIÓ SOCIAL ESC. SALVADOR LLOBET,€9628.12,€9628.12,€9628.12,€9628.12,€1280.13,€1280.13,€1280.13,€0.00,0.00%,€0.00,€0.00,€0.00,€8347.99,€0.00,€8347.99,€0.00,€0.00,,100.00%,100.00%
2016,J4104,32311,21200,MANTENIM.EDIFICIS I CONTRUCC. ESCOLA SALVADOR LLOB,€750.00,€750.00,€1977.76,€1977.76,€1977.73,€1977.73,€1946.48,€-1227.76,-163.70%,€0.00,€0.00,€0.00,€-1227.73,€0.00,€0.03,€0.00,€31.25,,263.70%,98.42%
2016,J4104,32311,21300,"MANTENIM.MAQUINARIA,UTILLATGE ESCOLA SALVADOR LLOB",€1250.00,€1250.00,€1595.82,€1595.82,€1595.82,€1595.82,€1273.25,€-345.82,-27.67%,€0.00,€0.00,€0.00,€-345.82,€0.00,€0.00,€0.00,€322.57,,127.67%,79.79%
2016,J4104,32311,21303,MANTENIM.CLIMATITZACIO ESCOLA SALVADOR LLOBET,€525.00,€525.00,€395.93,€395.93,€395.93,€395.93,€358.37,€129.07,24.58%,€0.00,€0.00,€0.00,€129.07,€0.00,€0.00,€0.00,€37.56,,75.42%,90.51%
2016,J4104,32311,21500,MANTENIM.MOBILIARI I ESTRIS ESCOLA SALVADOR LLOBET,€500.00,€500.00,€497.61,€497.61,€497.61,€497.61,€497.61,€2.39,0.48%,€0.00,€0.00,€0.00,€2.39,€0.00,€0.00,€0.00,€0.00,,99.52%,100.00%
2016,J4104,32311,22000,MAT.OFICINA NO INVENTARIABLE ESCOLA SALVADOR LLOBE,€500.00,€500.00,€324.12,€324.12,€324.12,€324.12,€324.12,€175.88,35.18%,€0.00,€0.00,€0.00,€175.88,€0.00,€0.00,€0.00,€0.00,,64.82%,100.00%
2016,J4104,32311,22100,ENERGIA ELECTRICA ESCOLA SALVADOR LLOBET,€11000.00,€12693.30,€12196.95,€12196.95,€9996.26,€9996.26,€9118.13,€496.35,3.91%,€1693.30,€0.00,€0.00,€2697.04,€0.00,€2200.69,€0.00,€878.13,,96.09%,91.22%
2016,J4104,32311,22101,AIGUA ESCOLA SALVADOR LLOBET,€2250.00,€2250.00,€1996.35,€1996.35,€1996.35,€1996.35,€1531.92,€253.65,11.27%,€0.00,€0.00,€0.00,€253.65,€0.00,€0.00,€0.00,€464.43,,88.73%,76.74%
2016,J4104,32311,22102,GAS ESCOLA SALVADOR LLOBET,€7250.00,€7250.00,€9515.47,€9515.47,€8203.33,€8203.33,€6266.94,€-2265.47,-31.25%,€0.00,€0.00,€0.00,€-953.33,€0.00,€1312.14,€0.00,€1936.39,,131.25%,76.40%
2016,J4104,32311,22104,VESTUARI ESCOLA SALVADOR LLOBET,€1100.00,€1100.00,€999.61,€999.61,€999.61,€999.61,€999.61,€100.39,9.13%,€0.00,€0.00,€0.00,€100.39,€0.00,€0.00,€0.00,€0.00,,90.87%,100.00%
2016,J4104,32311,22110,PRODUCTES DE NETEJA ESCOLA SALVADOR LLOBET,€100.00,€100.00,€94.95,€94.95,€94.95,€94.95,€94.95,€5.05,5.05%,€0.00,€0.00,€0.00,€5.05,€0.00,€0.00,€0.00,€0.00,,94.95%,100.00%
2016,J4104,32311,22199,ALTRES SUBMINISTRAMENTS ESCOLA SALVADOR LLOBET,€2200.00,€2200.00,€1570.91,€1570.91,€1570.91,€1570.91,€1570.91,€629.09,28.60%,€0.00,€0.00,€0.00,€629.09,€0.00,€0.00,€0.00,€0.00,,71.41%,100.00%
2016,J4104,32311,22201,TRAMESES POSTALS ESCOLA SALVADOR LLOBET,€200.00,€200.00,€200.00,€200.00,€200.00,€200.00,€194.11,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€5.89,,100.00%,97.06%
2016,J4104,32311,22699,ALTRES DESPESES ESCOLA SALVADOR LLOBET,€2500.00,€2500.00,€2338.79,€2338.79,€2249.33,€2249.33,€2194.23,€161.21,6.45%,€0.00,€0.00,€0.00,€250.67,€0.00,€89.46,€0.00,€55.10,,93.55%,97.55%
2016,J4104,32311,22700,TREBALLS NETEJA ESCOLA SALVADOR LLOBET,€75200.00,€75200.00,€73709.84,€73709.84,€73709.81,€73709.81,€67567.33,€1490.16,1.98%,€0.00,€0.00,€0.00,€1490.19,€0.00,€0.03,€0.00,€6142.48,,98.02%,91.67%
2016,J4104,32311,23020,DIETES PERSONAL ESCOLA SALVADOR LLOBET,€6500.00,€6500.00,€7650.97,€7650.97,€7646.97,€7646.97,€7646.97,€-1150.97,-17.71%,€0.00,€0.00,€0.00,€-1146.97,€0.00,€4.00,€0.00,€0.00,,117.71%,100.00%
2016,J4104,32630,22199,ALTRE SUBMINISTRAMENT MENJADOR S. LLOBET,€500.00,€500.00,€196.75,€196.75,€196.75,€196.75,€196.75,€303.25,60.65%,€0.00,€0.00,€0.00,€303.25,€0.00,€0.00,€0.00,€0.00,,39.35%,100.00%
2016,J4104,32630,22699,ALTRES DESPESES MENJADOR S. LLOBET,€1250.00,€1250.00,€540.09,€540.09,€540.09,€540.09,€540.09,€709.91,56.79%,€0.00,€0.00,€0.00,€709.91,€0.00,€0.00,€0.00,€0.00,,43.21%,100.00%
2016,J4104,32630,22703,SERVEI DE MENJADOR E.S.LLOBET,€210000.00,€226713.82,€224451.42,€224451.42,€210531.13,€210531.13,€183416.46,€2262.40,1.00%,€16713.82,€16713.82,€0.00,€16182.69,€0.00,€13920.29,€0.00,€27114.67,,99.00%,87.12%
2016,J4105,32410,12000,SOUS DEL GRUP A1 E.M.T.,€1030290.24,€1030290.24,€1006681.97,€1006681.97,€981113.99,€981113.99,€981113.99,€23608.27,2.29%,€0.00,€0.00,€0.00,€49176.25,€0.00,€25567.98,€0.00,€0.00,,97.71%,100.00%
2016,J4105,32410,12001,SOUS DEL GRUP A2 E.M.T.,€172275.70,€172275.70,€167696.38,€167696.38,€167696.38,€167696.38,€167696.38,€4579.32,2.66%,€0.00,€0.00,€0.00,€4579.32,€0.00,€0.00,€0.00,€0.00,,97.34%,100.00%
2016,J4105,32410,12006,TRIENNIS E.M.T.,€395725.10,€395725.10,€385374.54,€385374.54,€353210.69,€353210.69,€353210.69,€10350.56,2.62%,€0.00,€0.00,€0.00,€42514.41,€0.00,€32163.85,€0.00,€0.00,,97.38%,100.00%
2016,J4105,32410,12100,COMPLEMENT DE DESTINACIO E.M.T.,€681772.50,€681772.50,€662087.02,€662087.02,€648162.66,€648162.66,€648162.66,€19685.48,2.89%,€0.00,€0.00,€0.00,€33609.84,€0.00,€13924.36,€0.00,€0.00,,97.11%,100.00%
2016,J4105,32410,12101,COMPLEMENT ESPECÍFIC E.M.T.,€1411441.04,€1411441.04,€1367186.56,€1367186.56,€1333029.39,€1333029.39,€1333029.39,€44254.48,3.14%,€0.00,€0.00,€0.00,€78411.65,€0.00,€34157.17,€0.00,€0.00,,96.86%,100.00%
2016,J4105,32410,12700,PENSIONS FUNCIONARIS E.M.T.,€0.00,€0.00,€9321.70,€9321.70,€9321.70,€9321.70,€9321.70,€-9321.70,0.00%,€0.00,€0.00,€0.00,€-9321.70,€0.00,€0.00,€0.00,€0.00,,0.00%,100.00%
2016,J4105,32410,12710,PENSIONS FUNC. INTERINS E.M.T.,€0.00,€0.00,€1954.55,€1954.55,€1954.55,€1954.55,€1954.55,€-1954.55,0.00%,€0.00,€0.00,€0.00,€-1954.55,€0.00,€0.00,€0.00,€0.00,,0.00%,100.00%
2016,J4105,32410,13000,BASIQUES LABORAL FIX E.M.T.,€111119.12,€111119.12,€115574.82,€115574.82,€115574.82,€115574.82,€115574.82,€-4455.70,-4.01%,€0.00,€0.00,€0.00,€-4455.70,€0.00,€0.00,€0.00,€0.00,,104.01%,100.00%
2016,J4105,32410,13100,LABORAL TEMPORAL E.M.T.,€965267.23,€965267.23,€899737.31,€899737.31,€899737.31,€899737.31,€899737.31,€65529.92,6.79%,€0.00,€0.00,€0.00,€65529.92,€0.00,€0.00,€0.00,€0.00,,93.21%,100.00%
2016,J4105,32410,13700,PENSIONS LABORAL FIX E.M.T.,€0.00,€0.00,€601.40,€601.40,€601.40,€601.40,€601.40,€-601.40,0.00%,€0.00,€0.00,€0.00,€-601.40,€0.00,€0.00,€0.00,€0.00,,0.00%,100.00%
2016,J4105,32410,13710,PENSIONS LAB. TEMPORAL E.M.T.,€0.00,€0.00,€3909.10,€3909.10,€3909.10,€3909.10,€3909.10,€-3909.10,0.00%,€0.00,€0.00,€0.00,€-3909.10,€0.00,€0.00,€0.00,€0.00,,0.00%,100.00%
2016,J4105,32410,14300,ALTRE PERSONAL E.M.T.,€61675.32,€61675.32,€67981.25,€67981.25,€61506.78,€61506.78,€61506.78,€-6305.93,-10.22%,€0.00,€0.00,€0.00,€168.54,€0.00,€6474.47,€0.00,€0.00,,110.22%,100.00%
2016,J4105,32410,15000,PRODUCTIVITAT E.M.T.,€3705.12,€3705.12,€3705.12,€3705.12,€2896.12,€2896.12,€2896.12,€0.00,0.00%,€0.00,€0.00,€0.00,€809.00,€0.00,€809.00,€0.00,€0.00,,100.00%,100.00%
2016,J4105,32410,16000,SEGURETAT SOCIAL  E.M.T.,€1297889.36,€1297889.36,€1246660.61,€1246660.61,€1159580.30,€1159580.30,€1061113.97,€51228.75,3.95%,€0.00,€0.00,€0.00,€138309.06,€0.00,€87080.31,€0.00,€98466.33,,96.05%,91.51%
2016,J4105,32410,16105,PENSIONS A CARREC E.M.T.,€50000.00,€50000.00,€97881.60,€97881.60,€47881.60,€47881.60,€35699.84,€-47881.60,-95.76%,€0.00,€0.00,€0.00,€2118.40,€0.00,€50000.00,€0.00,€12181.76,,195.76%,74.56%
2016,J4105,32410,16204,ACCIÓ SOCIAL  E.M.T.,€38143.13,€38143.13,€38143.13,€38143.13,€8773.44,€8773.44,€8773.44,€0.00,0.00%,€0.00,€0.00,€0.00,€29369.69,€0.00,€29369.69,€0.00,€0.00,,100.00%,100.00%
2016,J4105,32410,21200,MANTENIM.EDIFICIS I CONTRUCC. E.M.T.,€14000.00,€14000.00,€11562.54,€11562.54,€8061.82,€8061.82,€3862.56,€2437.46,17.41%,€0.00,€0.00,€0.00,€5938.18,€0.00,€3500.72,€0.00,€4199.26,,82.59%,47.91%
2016,J4105,32410,21300,"MANTENIM.MAQUINARIA,UTILLATGE E.M.T.",€7650.00,€7650.00,€4882.05,€4882.05,€4881.85,€4881.85,€2778.13,€1401.35,18.32%,€0.00,€0.00,€1366.60,€2768.15,€0.00,€0.20,€0.00,€2103.72,,63.82%,56.91%
2016,J4105,32410,21302,MANTENIMENT EQUIPS IMPRESSIO E.M.T.,€300.00,€300.00,€140.05,€140.05,€68.69,€68.69,€68.69,€159.95,53.32%,€0.00,€0.00,€0.00,€231.31,€0.00,€71.36,€0.00,€0.00,,46.68%,100.00%
2016,J4105,32410,21303,MANTENIMENT CLIMATITZACIO E.M.T.,€2150.00,€2150.00,€1598.47,€1598.47,€1598.47,€1598.47,€1442.43,€551.53,25.65%,€0.00,€0.00,€0.00,€551.53,€0.00,€0.00,€0.00,€156.04,,74.35%,90.24%
2016,J4105,32410,22000,MAT.OFICINA NO INVENTARIABLE E.M.T.,€13000.00,€13000.00,€8888.00,€8888.00,€8784.83,€8784.83,€8784.83,€4112.00,31.63%,€0.00,€0.00,€0.00,€4215.17,€0.00,€103.17,€0.00,€0.00,,68.37%,100.00%
2016,J4105,32410,22001,"PREMSA,LLIBRES I ALTRES E.M.T.",€350.00,€350.00,€1187.85,€1187.85,€1187.85,€1187.85,€1187.85,€-837.85,-239.39%,€0.00,€0.00,€0.00,€-837.85,€0.00,€0.00,€0.00,€0.00,,339.39%,100.00%
2016,J4105,32410,22002,MAT. INFORMATIC NO INVENTAR. E.M.T.,€3500.00,€3500.00,€3782.16,€3782.16,€3711.05,€3711.05,€3550.83,€-282.16,-8.06%,€0.00,€0.00,€0.00,€-211.05,€0.00,€71.11,€0.00,€160.22,,108.06%,95.68%
2016,J4105,32410,22100,ENERGIA ELECTRICA E.M.T.,€43500.00,€49264.21,€47411.27,€47411.27,€38557.63,€38557.63,€32037.16,€336.64,0.68%,€5764.21,€0.00,€1516.30,€10706.58,€0.00,€8853.64,€0.00,€6520.47,,96.24%,83.09%
2016,J4105,32410,22101,AIGUA E.M.T.,€2000.00,€2000.00,€1645.56,€1645.56,€1645.56,€1645.56,€1247.17,€354.44,17.72%,€0.00,€0.00,€0.00,€354.44,€0.00,€0.00,€0.00,€398.39,,82.28%,75.79%
2016,J4105,32410,22102,GAS E.M.T.,€24250.00,€24250.00,€23704.81,€23704.81,€16436.61,€16436.61,€13386.35,€545.19,2.25%,€0.00,€0.00,€0.00,€7813.39,€0.00,€7268.20,€0.00,€3050.26,,97.75%,81.44%
2016,J4105,32410,22104,VESTUARI E.M.T.,€1000.00,€1000.00,€1505.70,€1505.70,€1028.39,€1028.39,€422.69,€-505.70,-50.57%,€0.00,€0.00,€0.00,€-28.39,€0.00,€477.31,€0.00,€605.70,,150.57%,41.10%
2016,J4105,32410,22110,PRODUCTES DE NETEJA E.M.T.,€10000.00,€10000.00,€2986.65,€2986.65,€2410.67,€2410.67,€1668.00,€7013.35,70.13%,€0.00,€0.00,€0.00,€7589.33,€0.00,€575.98,€0.00,€742.67,,29.87%,69.19%
2016,J4105,32410,22111,RECANVIS UTILLATGE E.M.T.,€23500.00,€23500.00,€19366.08,€19366.08,€16374.94,€16374.94,€12533.60,€4133.92,17.59%,€0.00,€0.00,€0.00,€7125.06,€0.00,€2991.14,€0.00,€3841.34,,82.41%,76.54%
2016,J4105,32410,22199,ALTRES SUBMINISTRAMENTS E.M.T.,€44000.00,€44000.00,€36282.98,€36282.98,€31427.32,€31427.32,€28818.17,€7717.02,17.54%,€0.00,€0.00,€0.00,€12572.68,€0.00,€4855.66,€0.00,€2609.15,,82.46%,91.70%
2016,J4105,32410,22201,TRAMESES POSTALS E.M.T.,€0.00,€0.00,€1000.00,€1000.00,€348.98,€348.98,€278.50,€-1000.00,0.00%,€0.00,€0.00,€0.00,€-348.98,€0.00,€651.02,€0.00,€70.48,,0.00%,79.80%
2016,J4105,32410,22300,TRANSPORTS E.M.T.,€300.00,€300.00,€0.00,€0.00,€0.00,€0.00,€0.00,€300.00,100.00%,€0.00,€0.00,€0.00,€300.00,€0.00,€0.00,€0.00,€0.00,,0.00%,0.00%
2016,J4105,32410,22605,IMPREMTA E.M.T.,€10500.00,€10500.00,€10205.40,€10205.40,€10205.40,€10205.40,€8164.32,€294.60,2.81%,€0.00,€0.00,€0.00,€294.60,€0.00,€0.00,€0.00,€2041.08,,97.19%,80.00%
2016,J4105,32410,22700,TREBALLS NETEJA E.M.T.,€201800.00,€201800.00,€197549.78,€197549.78,€197549.77,€197549.77,€164624.82,€4250.22,2.11%,€0.00,€0.00,€0.00,€4250.23,€0.00,€0.01,€0.00,€32924.95,,97.89%,83.33%
2016,J4105,32410,23020,DIETES PERSONAL E.M.T.,€5000.00,€5000.00,€6133.28,€6133.28,€6133.28,€6133.28,€6133.28,€-1133.28,-22.67%,€0.00,€0.00,€0.00,€-1133.28,€0.00,€0.00,€0.00,€0.00,,122.67%,100.00%
2016,J4105,32410,23120,LOCOMOCIO E.M.T.,€2200.00,€2200.00,€3493.99,€3493.99,€3493.99,€3493.99,€3493.99,€-1293.99,-58.82%,€0.00,€0.00,€0.00,€-1293.99,€0.00,€0.00,€0.00,€0.00,,158.82%,100.00%
2016,J4106,32810,13000,BASIQUES LABORAL FIX ESCOLA DE MUSICA,€489713.11,€489713.11,€519829.82,€519829.82,€519829.82,€519829.82,€519829.82,€-30116.71,-6.15%,€0.00,€0.00,€0.00,€-30116.71,€0.00,€0.00,€0.00,€0.00,,106.15%,100.00%
2016,J4106,32810,13001,HORES EXTRAORDINARIES ESCOLA DE MUSICA,€0.00,€208.70,€511.31,€511.31,€511.31,€511.31,€511.31,€-302.61,-145.00%,€208.70,€0.00,€0.00,€-302.61,€0.00,€0.00,€0.00,€0.00,,245.00%,100.00%
2016,J4106,32810,13100,LABORAL TEMPORAL ESCOLA DE MUSICA,€219183.81,€219183.81,€219136.19,€219136.19,€219136.19,€219136.19,€219136.19,€47.62,0.02%,€0.00,€0.00,€0.00,€47.62,€0.00,€0.00,€0.00,€0.00,,99.98%,100.00%
2016,J4106,32810,13700,PENSIONS LABORAL FIX ESCOLA DE MUSICA,€0.00,€0.00,€2856.65,€2856.65,€2856.65,€2856.65,€2856.65,€-2856.65,0.00%,€0.00,€0.00,€0.00,€-2856.65,€0.00,€0.00,€0.00,€0.00,,0.00%,100.00%
2016,J4106,32810,13710,PENSIONS LAB. TEMPORAL ESCOLA DE MUSICA,€0.00,€0.00,€2104.90,€2104.90,€2104.90,€2104.90,€2104.90,€-2104.90,0.00%,€0.00,€0.00,€0.00,€-2104.90,€0.00,€0.00,€0.00,€0.00,,0.00%,100.00%
2016,J4106,32810,14300,ALTRE PERSONAL ESCOLA DE MUSICA,€57249.46,€57249.46,€61628.04,€61628.04,€49718.37,€49718.37,€49718.37,€-4378.58,-7.65%,€0.00,€0.00,€0.00,€7531.09,€0.00,€11909.67,€0.00,€0.00,,107.65%,100.00%
2016,J4106,32810,14700,PENSIONS ALTRE PERSONAL ESCOLA DE MUSICA,€0.00,€0.00,€300.70,€300.70,€300.70,€300.70,€300.70,€-300.70,0.00%,€0.00,€0.00,€0.00,€-300.70,€0.00,€0.00,€0.00,€0.00,,0.00%,100.00%
2016,J4106,32810,15000,PRODUCTIVITAT ESCOLA DE MUSICA,€823.36,€823.36,€823.36,€823.36,€823.36,€823.36,€823.36,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,,100.00%,100.00%
2016,J4106,32810,16000,SEGURETAT SOCIAL ESCOLA DE MUSICA,€267827.29,€267827.29,€261799.69,€261799.69,€243108.76,€243108.76,€220726.24,€6027.60,2.25%,€0.00,€0.00,€0.00,€24718.53,€0.00,€18690.93,€0.00,€22382.52,,97.75%,90.79%
2016,J4106,32810,16204,ACCIO SOCIAL ESCOLA DE MUSICA,€5671.18,€5671.18,€6271.18,€6271.18,€3736.18,€3736.18,€3736.18,€-600.00,-10.58%,€0.00,€0.00,€0.00,€1935.00,€0.00,€2535.00,€0.00,€0.00,,110.58%,100.00%
2016,J4106,32810,20301,ARRENDAMENT FONT D'AIGUA ESCOLA DE MUSICA,€500.00,€500.00,€377.52,€377.52,€377.52,€377.52,€377.52,€122.48,24.50%,€0.00,€0.00,€0.00,€122.48,€0.00,€0.00,€0.00,€0.00,,75.50%,100.00%
2016,J4106,32810,21200,MANTENIM.EDIFICIS I CONTRUCC. ESCOLA DE MUSICA,€6000.00,€6000.00,€3120.95,€3120.95,€2249.35,€2249.35,€1946.54,€2879.05,47.98%,€0.00,€0.00,€0.00,€3750.65,€0.00,€871.60,€0.00,€302.81,,52.02%,86.54%
2016,J4106,32810,21300,"MANTENIM.MAQUINARIA,UTILLATGE ESCOLA DE MUSICA",€4500.00,€4500.00,€4056.24,€4056.24,€4056.24,€4056.24,€3776.45,€443.76,9.86%,€0.00,€0.00,€0.00,€443.76,€0.00,€0.00,€0.00,€279.79,,90.14%,93.10%
2016,J4106,32810,21302,MANTENIM.EQUIPS IMPRESSIO ESCOLA DE MUSICA,€450.00,€450.00,€671.43,€671.43,€624.06,€624.06,€500.42,€-221.43,-49.21%,€0.00,€0.00,€0.00,€-174.06,€0.00,€47.37,€0.00,€123.64,,149.21%,80.19%
2016,J4106,32810,21303,MANTENIM.CLIMATITZACIO ESCOLA DE MUSICA,€2200.00,€2200.00,€2060.90,€2060.90,€2060.90,€2060.90,€1901.71,€139.10,6.32%,€0.00,€0.00,€0.00,€139.10,€0.00,€0.00,€0.00,€159.19,,93.68%,92.28%
2016,J4106,32810,22000,MAT.OFICINA NO INVENTARIABLE ESCOLA DE MUSICA,€1000.00,€1000.00,€784.40,€784.40,€784.40,€784.40,€784.40,€215.60,21.56%,€0.00,€0.00,€0.00,€215.60,€0.00,€0.00,€0.00,€0.00,,78.44%,100.00%
2016,J4106,32810,22001,"PREMSA,LLIBRES I ALTRES ESCOLA DE MUSICA",€1000.00,€1000.00,€1340.59,€1340.59,€1340.59,€1340.59,€1340.59,€-340.59,-34.06%,€0.00,€0.00,€0.00,€-340.59,€0.00,€0.00,€0.00,€0.00,,134.06%,100.00%
2016,J4106,32810,22100,ENERGIA ELECTRICA ESCOLA DE MUSICA,€26500.00,€31276.45,€30815.32,€30815.32,€21553.61,€21553.61,€21089.55,€-2.29,-0.01%,€4776.45,€0.00,€463.42,€9722.84,€0.00,€9261.71,€0.00,€464.06,,98.53%,97.85%
2016,J4106,32810,22101,AIGUA ESCOLA DE MUSICA,€600.00,€600.00,€305.33,€305.33,€305.33,€305.33,€229.81,€294.67,49.11%,€0.00,€0.00,€0.00,€294.67,€0.00,€0.00,€0.00,€75.52,,50.89%,75.27%
2016,J4106,32810,22201,TRAMESES POSTALS ESCOLA DE MUSICA,€100.00,€100.00,€100.00,€100.00,€58.90,€58.90,€52.46,€0.00,0.00%,€0.00,€0.00,€0.00,€41.10,€0.00,€41.10,€0.00,€6.44,,100.00%,89.07%
2016,J4106,32810,22400,ASSEGUR.EDIFICIS I UTILLATGES ESCOLA DE MUSICA,€500.00,€500.00,€0.00,€0.00,€0.00,€0.00,€0.00,€500.00,100.00%,€0.00,€0.00,€0.00,€500.00,€0.00,€0.00,€0.00,€0.00,,0.00%,0.00%
2016,J4106,32810,22605,IMPREMTA ESCOLA DE MUSICA,€1500.00,€1500.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1500.00,100.00%,€0.00,€0.00,€0.00,€1500.00,€0.00,€0.00,€0.00,€0.00,,0.00%,0.00%
2016,J4106,32810,22609,ACTIVITATS ESCOLA DE MUSICA,€15500.00,€15500.00,€8796.04,€8796.04,€8796.04,€8796.04,€8796.04,€6703.96,43.25%,€0.00,€0.00,€0.00,€6703.96,€0.00,€0.00,€0.00,€0.00,,56.75%,100.00%
2016,J4106,32810,22699,ALTRES DESPESES ESCOLA DE MUSICA,€500.00,€500.00,€1849.76,€1849.76,€1849.76,€1849.76,€1777.16,€-1349.76,-269.95%,€0.00,€0.00,€0.00,€-1349.76,€0.00,€0.00,€0.00,€72.60,,369.95%,96.08%
2016,J4106,32810,22700,TREBALLS NETEJA ESCOLA DE MUSICA,€36000.00,€36000.00,€35252.57,€35252.57,€35252.56,€35252.56,€32314.85,€747.43,2.08%,€0.00,€0.00,€0.00,€747.44,€0.00,€0.01,€0.00,€2937.71,,97.92%,91.67%
2016,J4106,32810,22706,ESTUDIS I TREBALLS TECNICS ESCOLA DE MUSICA,€5000.00,€5000.00,€3500.00,€3500.00,€3500.00,€3500.00,€3500.00,€1500.00,30.00%,€0.00,€0.00,€0.00,€1500.00,€0.00,€0.00,€0.00,€0.00,,70.00%,100.00%
2016,J4106,32810,23020,DIETES PERSONAL ESCOLA DE MUSICA,€200.00,€200.00,€200.00,€200.00,€0.00,€0.00,€0.00,€0.00,0.00%,€0.00,€0.00,€0.00,€200.00,€0.00,€200.00,€0.00,€0.00,,100.00%,0.00%
2016,J4106,32810,48100,PREMIS I BEQUES ESCOLA DE MUSICA,€1500.00,€1500.00,€1476.45,€1476.45,€1476.45,€1476.45,€427.71,€23.55,1.57%,€0.00,€0.00,€0.00,€23.55,€0.00,€0.00,€0.00,€1048.74,,98.43%,28.97%
2016,J4106,32811,13001,HORES EXTRAORDINARIES PROJ. CARLES RIERA,€0.00,€9561.85,€7367.10,€7367.10,€7367.10,€7367.10,€7367.10,€2194.75,22.95%,€9561.85,€0.00,€0.00,€2194.75,€0.00,€0.00,€0.00,€0.00,,77.05%,100.00%
2016,J4106,32811,15100,GRATIFICACIONS PROJ. CARLES RIERA,€0.00,€4000.00,€4000.00,€4000.00,€0.00,€0.00,€0.00,€0.00,0.00%,€4000.00,€0.00,€0.00,€4000.00,€0.00,€4000.00,€0.00,€0.00,,100.00%,0.00%
2016,J4106,32811,22699,ALTRES DESPESES PROJ. CARLES RIERA,€25000.00,€28229.45,€6232.00,€6232.00,€6190.00,€6190.00,€4642.00,€21997.45,77.92%,€3229.45,€0.00,€0.00,€22039.45,€0.00,€42.00,€0.00,€1548.00,,22.08%,74.99%
2016,J4106,32811,48322,SUBV. ORQUESTRA CAMBRA GRANOLLERS,€0.00,€5000.00,€5000.00,€5000.00,€5000.00,€5000.00,€5000.00,€0.00,0.00%,€5000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,,100.00%,100.00%
2016,J4106,32811,48323,SUBV. SOC.CORAL AMICS DE LA UNIÓ,€0.00,€3000.00,€3000.00,€3000.00,€3000.00,€3000.00,€3000.00,€0.00,0.00%,€3000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,,100.00%,100.00%
2016,J4107,32005,13000,BASIQUES LABORAL FIX CENTRE VALLES,€38944.64,€38944.64,€38944.64,€38944.64,€38918.96,€38918.96,€38918.96,€0.00,0.00%,€0.00,€0.00,€0.00,€25.68,€0.00,€25.68,€0.00,€0.00,,100.00%,100.00%
2016,J4107,32005,13100,LABORAL TEMPORAL CENTRE VALLES,€44702.14,€44702.14,€44702.14,€44702.14,€42052.36,€42052.36,€42052.36,€0.00,0.00%,€0.00,€0.00,€0.00,€2649.78,€0.00,€2649.78,€0.00,€0.00,,100.00%,100.00%
2016,J4107,32005,16000,SEGURETAT SOCIAL CENTRE VALLES,€27043.20,€27043.20,€27043.20,€27043.20,€25731.03,€25731.03,€23576.42,€0.00,0.00%,€0.00,€0.00,€0.00,€1312.17,€0.00,€1312.17,€0.00,€2154.61,,100.00%,91.63%
2016,J4107,32005,21200,MANTENIMENT CENTRE VALLÉS,€750.00,€750.00,€576.68,€576.68,€576.68,€576.68,€529.65,€173.32,23.11%,€0.00,€0.00,€0.00,€173.32,€0.00,€0.00,€0.00,€47.03,,76.89%,91.84%
2016,J4107,32005,21300,MANTENIM.MAQUINARIA CENTRE VALLES,€1800.00,€1800.00,€1780.07,€1780.07,€1780.02,€1780.02,€1267.68,€19.93,1.11%,€0.00,€0.00,€0.00,€19.98,€0.00,€0.05,€0.00,€512.34,,98.89%,71.22%
2016,J4107,32005,21302,MANTENIM.EQUIPS IMPRESSIO CENTRE VALLES,€1800.00,€1800.00,€1870.47,€1870.47,€1802.05,€1802.05,€1532.25,€-70.47,-3.92%,€0.00,€0.00,€0.00,€-2.05,€0.00,€68.42,€0.00,€269.80,,103.92%,85.03%
2016,J4107,32005,21303,MANTENIM.CLIMATITZACIO CENTRE VALLES,€5450.00,€5450.00,€4234.90,€4234.90,€4234.90,€4234.90,€3843.17,€1215.10,22.30%,€0.00,€0.00,€0.00,€1215.10,€0.00,€0.00,€0.00,€391.73,,77.70%,90.75%
