EXERCICI,CODI ORGÀNIC,CODI ECONÒMIC,NOM PARTIDA,PRESSUPOST INICIAL,MODIFICACIÓ,PRESSUPOST ACTUAL,DR ANUL·LAT,DR CANCEL·LAT,DR ALTRA ANUL·LACIÓ,DR NET,DRET RECONEGUT ( DR),ORDRE D'INGRÉS (OI),INGRÉS (I),DEVOLUCIÓ D'INGRÉS,INGRÉS NET,SALDO,DEUTORS,% DR SOBRE PREVISIONS,% INGRÉS NET SOBRE DR
2015,H130,53410,DIVIDENDS D'EMPRESES,€0.00,€0.00,€0.00,€0.00,€0.00,,€484.84,€484.84,€0.00,€0.00,€0.00,€484.84,€-484.84,€0.00,0.00%,100.00%
2015,H130,54100,RENDES ARRENDAMENT FINQUES URBANES,€3500.00,€0.00,€3500.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€3500.00,€0.00,0.00%,0.00%
2015,H130,87001,RTDG PER SUPLEMENT DE CRÈDITS,€0.00,€280000.00,€280000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€280000.00,€0.00,0.00%,0.00%
2015,H130,87002,RTDG PER INCORPORACIO DE ROMANENTS,€0.00,€2233143.69,€2233143.69,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€2233143.69,€0.00,0.00%,0.00%
2015,H130,87012,EFA GRAL. PER INCORPORACIO DE ROMANENTS,€0.00,€2439528.92,€2439528.92,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€2439528.92,€0.00,0.00%,0.00%
2015,H130,87013,EFA GRAL. PER GENERACIÓ DE CRÈDITS,€0.00,€1357318.04,€1357318.04,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1357318.04,€0.00,0.00%,0.00%
2015,H130,87014,EFA ESPECIFIC GENERACIÓ DE CRÈDITS,€0.00,€9159.50,€9159.50,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€9159.50,€0.00,0.00%,0.00%
2015,H130,87017,EFA ESPECIFIC INCORPORACIO DE ROMANENTS,€0.00,€249563.85,€249563.85,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€249563.85,€0.00,0.00%,0.00%
2015,H130,91123,PRESTEC 1_09 ICF SALA GIMNASTICA CNG,€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2015,H130,91132,PRESTEC 3_14 APARCAMENT C. RAMON LLULL,€0.00,€50000.00,€50000.00,€0.00,€0.00,,€175000.00,€175000.00,€175000.00,€175000.00,€0.00,€175000.00,€-125000.00,€0.00,350.00%,100.00%
2015,H130,91300,PRESTEC D'ENS F.S.PUB. LLARG TERMINI,€5100000.00,€0.00,€5100000.00,€0.00,€0.00,,€2754103.20,€2754103.20,€0.00,€0.00,€0.00,€2754103.20,€2345896.80,€0.00,54.00%,100.00%
2015,H132,45091,SUBV. AMORT. PR.S-1-07 GARATGE BIBLIOBUS,€27512.93,€0.00,€27512.93,€0.00,€0.00,,€27512.92,€27512.92,€0.00,€0.00,€0.00,€27512.92,€0.01,€0.00,100.00%,100.00%
2015,H132,45092,SUBV. AMORT. PR.S-1-08 POLIESP.CAN BASSA,€55757.56,€0.00,€55757.56,€0.00,€0.00,,€56990.52,€56990.52,€56990.52,€56990.52,€0.00,€0.00,€-1232.96,€56990.52,102.21%,0.00%
2015,H132,45093,SUBV. AMORT. PR.S-1-09 SALA GIMNASTICA,€12669.80,€0.00,€12669.80,€0.00,€0.00,,€11007.23,€11007.23,€11007.23,€11007.23,€0.00,€0.00,€1662.57,€11007.23,86.88%,0.00%
2015,H132,45094,SUBV. AMORT. PR.S-2-07 SALA EXPOS. RUFA,€24201.85,€0.00,€24201.85,€0.00,€0.00,,€23912.35,€23912.35,€23912.35,€23912.35,€0.00,€0.00,€289.50,€23912.35,98.80%,0.00%
2015,H132,45095,SUBV. INTERESSOS LEGALS PAV. CONGOST,€48208.63,€0.00,€48208.63,€0.00,€0.00,,€48228.30,€48228.30,€0.00,€0.00,€0.00,€48228.30,€-19.67,€0.00,100.04%,100.00%
2015,H132,45096,SUBV. INTER. PR.S-1-07 GARATGE BIBLIOBUS,€2290.85,€0.00,€2290.85,€0.00,€0.00,,€2290.85,€2290.85,€0.00,€0.00,€0.00,€2290.85,€0.00,€0.00,100.00%,100.00%
2015,H132,45097,SUBV. INTER. PR.S-1-08 POLIESP.CAN BASSA,€4791.44,€0.00,€4791.44,€0.00,€0.00,,€3558.48,€3558.48,€3558.48,€3558.48,€0.00,€0.00,€1232.96,€3558.48,74.27%,0.00%
2015,H132,45098,SUBV. INTER. PR.S-1-09 SALA GIMNASTICA,€2330.20,€0.00,€2330.20,€0.00,€0.00,,€1992.77,€1992.77,€1992.77,€1992.77,€0.00,€0.00,€337.43,€1992.77,85.52%,0.00%
2015,H132,45099,SUBV. INTER. PR.S-2-07 SALA EXPOS. RUFA,€256.18,€0.00,€256.18,€0.00,€0.00,,€200.74,€200.74,€200.74,€200.74,€0.00,€0.00,€55.44,€200.74,78.36%,0.00%
2015,H132,76105,DIPUTACIO INTERESSOS PR. 1/15 PCL,€0.00,€254103.20,€254103.20,€0.00,€0.00,,€254103.20,€254103.20,€254103.20,€254103.20,€0.00,€254103.20,€0.00,€0.00,100.00%,100.00%
2015,H134,39200,RECARREC DECLARACIO EXTEMPORANIA,€100.00,€0.00,€100.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€100.00,€0.00,0.00%,0.00%
2015,H141,32500,TAXA PER FOTOCOPIES OAC,€2000.00,€0.00,€2000.00,€0.00,€0.00,,€2408.30,€2408.30,€0.00,€0.00,€0.00,€2408.30,€-408.30,€0.00,120.42%,100.00%
2015,H141,39900,ALTRES INGRESSOS,€10.00,€0.00,€10.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10.00,€0.00,0.00%,0.00%
2015,H151,32500,EXPEDICIONS DOCUMENTS RRHH,€1000.00,€0.00,€1000.00,€0.00,€0.00,,€2607.50,€2607.50,€0.00,€0.00,€0.00,€2607.50,€-1607.50,€0.00,260.75%,100.00%
2015,H151,38900,REINTEGRE EXERCICIS TANCATS,€0.00,€0.00,€0.00,€0.00,€0.00,,€11738.77,€11738.77,€0.00,€0.00,€0.00,€11738.77,€-11738.77,€0.00,0.00%,100.00%
2015,H151,83000,REINT.PREST.FORA S.PUB.C/T RRHH,€112500.00,€0.00,€112500.00,€0.00,€0.00,,€66600.00,€66600.00,€0.00,€0.00,€0.00,€41790.00,€45900.00,€24810.00,59.20%,62.75%
2015,H160,34200,PREU PUBLIC FORMACIO EN TIC,€25000.00,€0.00,€25000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€25000.00,€0.00,0.00%,0.00%
2015,H160,38900,REINTEGRAMENT DE SUBVENCIONS EXERCICIS TANCATS,€0.00,€0.00,€0.00,€0.00,€0.00,,€757.99,€665.33,€0.00,€0.00,€92.66,€665.33,€-665.33,€0.00,0.00%,100.00%
2015,H160,45003,FONS LOCAL PER AL FOMENT DEL TURISME,€20000.00,€0.00,€20000.00,€0.00,€0.00,,€29554.62,€29554.62,€0.00,€0.00,€0.00,€23318.13,€-9554.62,€6236.49,147.77%,78.90%
2015,H160,45046,GENERALITAT TREBALL ALS BARRIS 15-16,€0.00,€1284.56,€1284.56,€0.00,€0.00,,€86322.10,€86322.10,€107902.62,€107902.62,€0.00,€86322.10,€-85037.54,€0.00,6719.97%,100.00%
2015,H160,45048,GENERALITAT FORMACIO OCUPACIONAL 14-15,€0.00,€58873.50,€58873.50,€0.00,€0.00,,€56471.19,€56471.19,€56471.19,€56471.19,€0.00,€47098.80,€2402.31,€9372.39,95.92%,83.40%
2015,H160,45049,GENERALITAT PONTS A LA FEINA 14-15,€0.00,€96474.28,€96474.28,€0.00,€0.00,,€77179.42,€77179.42,€96474.28,€96474.28,€0.00,€77179.42,€19294.86,€0.00,80.00%,100.00%
2015,H160,45051,GENERALITAT TREBALL ALS BARRIS 13-14,€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€-2774.76,€0.00,€0.00,€2774.76,€-2774.76,€2774.76,€0.00,0.00%,100.00%
2015,H160,45052,GENERALITAT RMI TREBALL I FORMACIO 14-15,€14480.84,€0.00,€14480.84,€0.00,€0.00,,€13032.80,€13032.80,€13032.80,€13032.80,€0.00,€0.00,€1448.04,€13032.80,90.00%,0.00%
2015,H160,45053,GENERALITAT PANP TREBALL I FORMACIO 14-15,€132241.41,€11080.80,€143322.21,€0.00,€0.00,,€176458.12,€176458.12,€176458.12,€176458.12,€0.00,€139549.60,€-33135.91,€36908.52,123.12%,79.08%
2015,H160,45054,GENERALITAT PANP TREBALL I FORMACIO 15-16,€0.00,€46285.81,€46285.81,€0.00,€0.00,,€158451.42,€158451.42,€198064.28,€198064.28,€0.00,€158451.42,€-112165.61,€0.00,342.33%,100.00%
2015,H160,45055,GENERALITAT RMI TREBALL I FORMACIO 15-16,€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€0.00,€127818.24,€127818.24,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2015,H160,45056,GENERALITAT TREBALL ALS BARRIS 14-15,€0.00,€107902.62,€107902.62,€0.00,€0.00,,€86322.11,€86322.11,€107902.62,€107902.62,€0.00,€86322.11,€21580.51,€0.00,80.00%,100.00%
2015,H160,45057,GENERALITAT FOAP 15-16,€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€0.00,€70582.50,€70582.50,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2015,H160,45058,GENERALITAT PONTS A LA FEINA 15-16,€0.00,€500.00,€500.00,€0.00,€0.00,,€108163.68,€108163.68,€135204.60,€135204.60,€0.00,€108163.68,€-107663.68,€0.00,21632.74%,100.00%
2015,H160,45059,GENERALITAT A.O.D.L.,€54100.00,€0.00,€54100.00,€0.00,€0.00,,€86545.76,€85569.12,€108182.20,€108182.20,€976.64,€85569.12,€-31469.12,€0.00,158.17%,100.00%
2015,H160,46112,DIPUTACIO PLANS D'OCUPACIO LOCALS,€118000.00,€0.00,€118000.00,€0.00,€0.00,,€117912.39,€117912.39,€117912.39,€117912.39,€0.00,€117912.39,€87.61,€0.00,99.93%,100.00%
2015,H160,46113,DIPUTACIO PLANS LOCALS OCUPACIO PCFOL 2015,€0.00,€0.00,€0.00,€0.00,€0.00,,€204539.97,€204539.97,€409079.95,€409079.95,€0.00,€204539.97,€-204539.97,€0.00,0.00%,100.00%
2015,H160,46114,DIPUTACIO REACTIVACIO ECONOMICA PCFOL 2015,€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€0.00,€272719.96,€272719.96,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2015,H160,46155,DIPUTACIO DINAMITZACIO C17,€15000.00,€0.00,€15000.00,€0.00,€0.00,,€0.00,€0.00,€21729.00,€21729.00,€0.00,€0.00,€15000.00,€0.00,0.00%,0.00%
2015,H160,49001,UE ESTRATEGIA RIS3 - HORIZON 2020,€50000.00,€0.00,€50000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€50000.00,€0.00,0.00%,0.00%
2015,H160,79102,FEDER DIPUTACIO CAN MUNTANYOLA (RETORN),€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€-11296.39,€0.00,€0.00,€11296.39,€-11296.39,€11296.39,€0.00,0.00%,100.00%
2015,H211,46100,DIPUTACIO ECONOMIA CULTURAL I CREATIVA RUFA,€0.00,€3500.00,€3500.00,€0.00,€0.00,,€0.00,€0.00,€3500.00,€3500.00,€0.00,€0.00,€3500.00,€0.00,0.00%,0.00%
2015,H211,49704,UE PROJECTE SUDEAU,€0.00,€0.00,€0.00,€0.00,€0.00,,€83679.47,€83679.47,€83679.47,€83679.47,€0.00,€0.00,€-83679.47,€83679.47,0.00%,0.00%
2015,H211,49705,UE PROJECTE GREEN PARTNERSHIPS,€11000.00,€22024.98,€33024.98,€0.00,€0.00,,€64380.88,€64380.88,€64380.88,€64380.88,€0.00,€40355.18,€-31355.90,€24025.70,194.95%,62.68%
2015,H211,49706,UE PROJECTE DIGIPAY4GROWTH,€50623.53,€0.00,€50623.53,€0.00,€0.00,,€3414.00,€3414.00,€3414.00,€3414.00,€0.00,€835.00,€47209.53,€2579.00,6.74%,24.46%
2015,H211,49707,UE PROJECTE ALERA,€0.00,€34983.00,€34983.00,€0.00,€0.00,,€17491.50,€17491.50,€34983.00,€34983.00,€0.00,€17491.50,€17491.50,€0.00,50.00%,100.00%
2015,H221,46100,DIPUTACIÓ OFICINA II PLA ESTRATEGIC,€18000.00,€0.00,€18000.00,€0.00,€0.00,,€0.00,€0.00,€15000.00,€15000.00,€0.00,€0.00,€18000.00,€0.00,0.00%,0.00%
2015,H222,34200,PREU PUBLIC FORMACIO EN TIC,€1000.00,€0.00,€1000.00,€0.00,€0.00,,€1662.70,€1651.45,€0.00,€0.00,€11.25,€1651.45,€-651.45,€0.00,165.15%,100.00%
2015,H222,46100,DIPUTACIÓ BIG DATA,€0.00,€10800.00,€10800.00,€0.00,€0.00,,€0.00,€0.00,€10800.00,€10800.00,€0.00,€0.00,€10800.00,€0.00,0.00%,0.00%
2015,H231,46100,DIPUTACIO PLA ACTUACIO PARTICIPACIO,€6000.00,€0.00,€6000.00,€0.00,€0.00,,€0.00,€0.00,€6314.54,€6314.54,€0.00,€0.00,€6000.00,€0.00,0.00%,0.00%
2015,H232,34911,PREU UTILITZACIO CENTRES CIVICS,€750.00,€0.00,€750.00,€0.00,€0.00,,€607.40,€607.40,€0.00,€0.00,€0.00,€607.40,€142.60,€0.00,80.99%,100.00%
2015,H232,34920,PREU CONSERGERIA CENTRES CIVICS,€1000.00,€0.00,€1000.00,€0.00,€0.00,,€423.33,€423.33,€0.00,€0.00,€0.00,€423.33,€576.67,€0.00,42.33%,100.00%
2015,H232,34921,PREUS ACTIVITATS CENTRES CÍVICS,€17500.00,€0.00,€17500.00,€0.00,€0.00,,€14286.94,€14286.94,€0.00,€0.00,€0.00,€4414.59,€3213.06,€9872.35,81.64%,30.90%
2015,H232,55003,"CONCESSIO QUIOSCOS, BARS CENTRES CIVICS",€1800.00,€0.00,€1800.00,€0.00,€0.00,,€2687.27,€2687.27,€0.00,€0.00,€0.00,€0.00,€-887.27,€2687.27,149.29%,0.00%
2015,H241,38900,REINTEGRAMENT DE SUBVENCIONS EXERCICIS TANCATS,€0.00,€0.00,€0.00,€0.00,€0.00,,€7116.79,€7116.79,€0.00,€0.00,€0.00,€7116.79,€-7116.79,€0.00,0.00%,100.00%
2015,H241,46180,DIPUTACIO COOPERACIO MARROC,€1500.00,€15727.50,€17227.50,€0.00,€0.00,,€17227.50,€17227.50,€17227.50,€17227.50,€0.00,€17227.50,€0.00,€0.00,100.00%,100.00%
2015,H241,46181,DIPUTACIO CENTRE DE CULTURA DE LA PAU,€5000.00,€0.00,€5000.00,€0.00,€0.00,,€0.00,€0.00,€5000.00,€5000.00,€0.00,€0.00,€5000.00,€0.00,0.00%,0.00%
2015,H241,46184,DIPUTACIO MEDIACIÓ COMUNITÀRIA,€28500.00,€0.00,€28500.00,€0.00,€0.00,,€28500.00,€28500.00,€0.00,€0.00,€0.00,€0.00,€0.00,€28500.00,100.00%,0.00%
2015,H250,32500,TAXA INFORME IDONEÏTAT HABITATGE PER REAGRUP.,€4000.00,€0.00,€4000.00,€0.00,€0.00,,€3936.00,€3726.00,€0.00,€0.00,€210.00,€3726.00,€274.00,€0.00,93.15%,100.00%
2015,H250,45027,GENERALITAT CP IMMIGRACIO,€41500.00,€0.00,€41500.00,€0.00,€0.00,,€46790.00,€46790.00,€46790.00,€46790.00,€0.00,€0.00,€-5290.00,€46790.00,112.75%,0.00%
2015,H250,46100,DIPUTACIO CONVIVENCIA I CIUTADANIA,€6000.00,€0.00,€6000.00,€0.00,€0.00,,€0.00,€0.00,€6234.64,€6234.64,€0.00,€0.00,€6000.00,€0.00,0.00%,0.00%
2015,H301,39900,ALTRES INGRESSOS,€10.00,€0.00,€10.00,€0.00,€0.00,,€585.67,€585.67,€0.00,€0.00,€0.00,€585.67,€-575.67,€0.00,5856.70%,100.00%
2015,H302,39901,RECURSOS EVENTUALS AREA TERRITORIAL,€10.00,€0.00,€10.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10.00,€0.00,0.00%,0.00%
2015,H311,30100,TAXA DE CLAVEGUERAM,€1340000.00,€0.00,€1340000.00,€5351.37,€0.00,,€1400320.22,€1381341.44,€0.00,€0.00,€13627.41,€1314385.35,€-41341.44,€66956.09,103.09%,95.15%
2015,H311,30101,TAXA PER ESCOMESES CLAVEGUERAM,€10.00,€0.00,€10.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10.00,€0.00,0.00%,0.00%
2015,H311,30200,TAXA D'ESCOMBRARIES,€2985000.00,€0.00,€2985000.00,€14495.18,€0.00,,€3061163.11,€3041264.57,€0.00,€0.00,€5403.36,€2875468.26,€-56264.57,€165796.31,101.88%,94.55%
2015,H311,30500,TAXA DE CEMENTIRI PER INHUMACIONS,€45000.00,€0.00,€45000.00,€108.15,€0.00,,€35067.98,€34848.40,€0.00,€0.00,€111.43,€34740.25,€10151.60,€108.15,77.44%,99.69%
2015,H311,30501,TAXA DE CEMENTIRI PER CONSERVACIO,€110000.00,€0.00,€110000.00,€24.60,€0.00,,€118461.69,€118373.25,€0.00,€0.00,€63.84,€104923.40,€-8373.25,€13449.85,107.61%,88.64%
2015,H311,30502,TAXA DE CEMENTIRI ALTRES,€15000.00,€0.00,€15000.00,€0.00,€0.00,,€24431.55,€24431.55,€0.00,€0.00,€0.00,€20835.04,€-9431.55,€3596.51,162.88%,85.28%
2015,H311,30503,TAXA DE CEMENTIRI PER COMPRA I/O LLOGUER,€66000.00,€0.00,€66000.00,€0.00,€0.00,,€69944.90,€69944.90,€0.00,€0.00,€0.00,€65768.18,€-3944.90,€4176.72,105.98%,94.03%
2015,H311,32906,TAXA PER PLAQUES DE GUALS,€1000.00,€0.00,€1000.00,€0.00,€0.00,,€1358.50,€1358.50,€0.00,€0.00,€0.00,€1358.50,€-358.50,€0.00,135.85%,100.00%
2015,H311,34940,PREU PUBLIC PER RECOLLIDA COMERCIAL,€1675000.00,€0.00,€1675000.00,€49450.13,€0.00,,€1812920.15,€1750932.41,€0.00,€0.00,€12537.61,€1368869.86,€-75932.41,€382062.55,104.53%,78.18%
2015,H311,36006,VENDA PROD. RECICLABLES,€2000.00,€0.00,€2000.00,€0.00,€0.00,,€675.80,€675.80,€0.00,€0.00,€0.00,€576.80,€1324.20,€99.00,33.79%,85.35%
2015,H311,45074,GENERALITAT RETORN CANON RESIDUS,€75000.00,€0.00,€75000.00,€0.00,€0.00,,€70011.39,€70011.39,€0.00,€0.00,€0.00,€70011.39,€4988.61,€0.00,93.35%,100.00%
2015,H311,46701,TRANSF. CONSORCI GESTIO RESIDUS V.O.,€8000.00,€0.00,€8000.00,€0.00,€0.00,,€8735.40,€8735.40,€0.00,€0.00,€0.00,€0.00,€-735.40,€8735.40,109.19%,0.00%
2015,H311,46702,SUBV. CDCRB PLA DIRECTOR CLAVEGUERAM,€72600.00,€0.00,€72600.00,€0.00,€0.00,,€72600.00,€72600.00,€0.00,€0.00,€0.00,€0.00,€0.00,€72600.00,100.00%,0.00%
2015,H311,55004,CONCESSIO PER PROVEIMENT D'AIGUA,€285000.00,€0.00,€285000.00,€0.00,€0.00,,€348771.79,€348771.79,€0.00,€0.00,€0.00,€207900.43,€-63771.79,€140871.36,122.38%,59.61%
2015,H311,55005,DRETS DE SUPERFÍCIE CEMENTIRI,€45500.00,€0.00,€45500.00,€0.00,€0.00,,€44693.55,€44693.55,€0.00,€0.00,€0.00,€44693.55,€806.45,€0.00,98.23%,100.00%
2015,H311,76109,DIPUTACIO ESTALVI ENERGETIC ENLLUMENAT,€0.00,€147680.61,€147680.61,€0.00,€0.00,,€0.00,€0.00,€147680.62,€147680.62,€0.00,€0.00,€147680.61,€0.00,0.00%,0.00%
2015,H313,32908,TAXA PER LLICENCIA DE GUAL,€10000.00,€0.00,€10000.00,€0.00,€0.00,,€4989.95,€4989.95,€0.00,€0.00,€0.00,€4989.95,€5010.05,€0.00,49.90%,100.00%
2015,H313,33500,TAXA PER O.V.P. TAULES I CADIRES,€210000.00,€0.00,€210000.00,€7427.52,€0.00,,€225902.26,€215923.54,€0.00,€0.00,€2551.20,€144541.22,€-5923.54,€71382.32,102.82%,66.94%
2015,H313,33600,TAXA PER O.V.P. TALLS DE CARRER,€1500.00,€0.00,€1500.00,€48.51,€0.00,,€1472.08,€1414.86,€0.00,€0.00,€8.71,€1290.86,€85.14,€124.00,94.32%,91.24%
2015,H313,33601,TAXA PER O.V.P. MERCATS,€420000.00,€0.00,€420000.00,€2842.88,€0.00,,€426466.47,€423189.08,€0.00,€0.00,€434.51,€346442.96,€-3189.08,€76746.12,100.76%,81.86%
2015,H313,33603,TAXA PER O.V.P. ZONA BLAVA TALLS DE CARRERS,€30000.00,€0.00,€30000.00,€0.00,€0.00,,€18241.69,€18222.12,€0.00,€0.00,€19.57,€18222.12,€11777.88,€0.00,60.74%,100.00%
2015,H313,33901,TAXA PER O.V.P. LLOCS DE VENDA,€95000.00,€0.00,€95000.00,€2807.97,€0.00,,€111362.52,€107964.07,€0.00,€0.00,€590.48,€101897.00,€-12964.07,€6067.07,113.65%,94.38%
2015,H313,33902,TAXA PER O.V.P. ACTIV. RECREATIVES,€40000.00,€0.00,€40000.00,€0.00,€0.00,,€57454.14,€57454.14,€0.00,€0.00,€0.00,€56881.10,€-17454.14,€573.04,143.64%,99.00%
2015,H313,33903,TAXA PER O.V.P. TANQUES I BASTIDES,€40000.00,€0.00,€40000.00,€0.00,€0.00,,€36561.02,€36561.02,€0.00,€0.00,€0.00,€36028.28,€3438.98,€532.74,91.40%,98.54%
2015,H313,39190,SANCIONS SERVEIS,€50000.00,€0.00,€50000.00,€450.00,€0.00,,€30522.00,€30072.00,€0.00,€0.00,€0.00,€12367.00,€19928.00,€17705.00,60.14%,41.12%
2015,H313,39900,ALTRES INGRESSOS D'INSPECCIO,€2000.00,€0.00,€2000.00,€0.00,€0.00,,€502.34,€502.34,€0.00,€0.00,€0.00,€502.34,€1497.66,€0.00,25.12%,100.00%
2015,H313,55006,CONCESSIÓ DEL SERVEI DE MERCAT,€8250.00,€0.00,€8250.00,€0.00,€0.00,,€15589.12,€15589.12,€0.00,€0.00,€0.00,€9589.12,€-7339.12,€6000.00,188.96%,61.51%
2015,H313,55101,PARTICIPACIO TRASPAS PARADES MERCATS,€17500.00,€0.00,€17500.00,€900.00,€0.00,,€54450.00,€53550.00,€0.00,€0.00,€0.00,€21567.60,€-36050.00,€31982.40,306.00%,40.28%
2015,H315,32500,TAXA REPOSICIO TARJA ZONA VERDA,€10.00,€0.00,€10.00,€0.00,€0.00,,€4.00,€4.00,€0.00,€0.00,€0.00,€4.00,€6.00,€0.00,40.00%,100.00%
2015,H315,32905,TAXA PER LLICENCIA AUTOTAXIS I VEHIC.LLOGUER,€9000.00,€0.00,€9000.00,€0.00,€0.00,,€10154.70,€10154.70,€0.00,€0.00,€0.00,€10154.70,€-1154.70,€0.00,112.83%,100.00%
2015,H315,33000,TAXA PER ESTACIONAMENT EN SUPERFICIE,€1950000.00,€0.00,€1950000.00,€0.00,€0.00,,€1950595.34,€1950595.34,€0.00,€0.00,€0.00,€0.00,€-595.34,€1950595.34,100.03%,0.00%
2015,H315,33100,TAXA PER O.V.P. GUALS,€660000.00,€0.00,€660000.00,€1943.61,€0.00,,€687980.27,€684857.96,€0.00,€0.00,€1178.70,€644202.31,€-24857.96,€40655.65,103.77%,94.06%
2015,H315,33905,TAXA OVP MARQUESINES PUBLICITAT,€31000.00,€0.00,€31000.00,€0.00,€0.00,,€31107.00,€31107.00,€0.00,€0.00,€0.00,€31107.00,€-107.00,€0.00,100.35%,100.00%
2015,H315,38900,REINTEGRAMENT TRANSPORT URBÀ 2014,€0.00,€0.00,€0.00,€0.00,€0.00,,€22309.84,€22309.84,€0.00,€0.00,€0.00,€22309.84,€-22309.84,€0.00,0.00%,100.00%
2015,H315,42090,SUBVENCIO ESTAT AUTOBUSOS,€85000.00,€0.00,€85000.00,€0.00,€0.00,,€119690.51,€119690.51,€0.00,€0.00,€0.00,€119690.51,€-34690.51,€0.00,140.81%,100.00%
2015,H315,45064,SUBVENCIO GENERALITAT AUTOBUSOS,€120000.00,€0.00,€120000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€120000.00,€0.00,0.00%,0.00%
2015,H315,55009,CONCESSIO D'APARCAMENTS SUBTERRANIS,€50000.00,€0.00,€50000.00,€0.00,€0.00,,€162157.46,€162157.46,€0.00,€0.00,€0.00,€134366.16,€-112157.46,€27791.30,324.31%,82.86%
2015,H315,55501,CONCESSIO D'AUTOSCOLES,€8000.00,€0.00,€8000.00,€0.00,€0.00,,€7821.38,€7821.38,€0.00,€0.00,€0.00,€7821.38,€178.62,€0.00,97.77%,100.00%
2015,H320,30901,SERVEIS DE LA POLICIA LOCAL,€14000.00,€0.00,€14000.00,€0.00,€0.00,,€15812.98,€15802.06,€0.00,€0.00,€10.92,€15802.06,€-1802.06,€0.00,112.87%,100.00%
2015,H320,32600,TAXA PER RETIRADA DE VEHICLES,€420000.00,€0.00,€420000.00,€0.00,€0.00,,€408500.16,€408391.16,€0.00,€0.00,€109.00,€-109.00,€11608.84,€408500.16,97.24%,-0.03%
2015,H320,39120,MULTES SEGURETAT CIUTADANA,€1100000.00,€0.00,€1100000.00,€250.00,€12660.91,,€1011908.62,€996889.78,€0.00,€0.00,€2107.93,€540686.18,€103110.22,€456203.60,90.63%,54.24%
2015,H320,39900,JORNADES PROTECCIO CIVIL,€10.00,€0.00,€10.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10.00,€0.00,0.00%,0.00%
2015,H320,55008,CONCESSIO DE VEHICLES ABANDONATS,€15000.00,€0.00,€15000.00,€0.00,€0.00,,€18279.12,€18279.12,€0.00,€0.00,€0.00,€6301.12,€-3279.12,€11978.00,121.86%,34.47%
2015,H330,29000,"I. CONSTRUCCIONS, INSTAL.LACIONS I OBRES",€400000.00,€0.00,€400000.00,€84581.39,€0.00,,€892645.60,€804950.63,€0.00,€0.00,€3113.58,€649094.35,€-404950.63,€155856.28,201.24%,80.64%
2015,H330,32100,TAXA PER ATORGAMENT LLICENCIA URBANISTICA,€95000.00,€0.00,€95000.00,€61.80,€0.00,,€90674.46,€90355.16,€0.00,€0.00,€257.50,€76632.54,€4644.84,€13722.62,95.11%,84.81%
2015,H330,32302,TAXA TRAMITACIO INSTRUMENTS PLANEJAMENT,€2500.00,€0.00,€2500.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€2500.00,€0.00,0.00%,0.00%
2015,H330,39100,MULTES DE DISCIPLINA URBANISTICA,€7500.00,€0.00,€7500.00,€20000.00,€0.00,,€48010.00,€28010.00,€0.00,€0.00,€0.00,€25160.00,€-20510.00,€2850.00,373.47%,89.83%
2015,H330,39900,ALTRES INGRESSOS D'INTERVENCIÓ URBANÍSTICA,€0.00,€0.00,€0.00,€0.00,€0.00,,€622.50,€622.50,€0.00,€0.00,€0.00,€622.50,€-622.50,€0.00,0.00%,100.00%
