ANY,EMPRESA,ÒRGAN,LLOC,SOU BASE,COMPLEMENTÀRIES,SEGURETAT SOCIAL,COST TOTAL,CONVENI,NIVELL,COMPLEMENT DE DESTÍ,GRUP ESPECÍFIC,GRUP DE COTITZACIÓ SS,EPÍGRAF SS,FUNCIONAL
2014,1,321,CAPORAL,€11135.60,€25687.34,€14941.08,€51764.02,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€10383.80,€25687.34,€14656.20,€50727.34,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€10133.20,€25687.34,€10280.52,€46101.06,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€10759.70,€25687.34,€10460.40,€46907.44,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€9632.00,€25687.34,€10136.64,€45455.98,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€10422.38,€25687.34,€10360.06,€46469.78,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€8379.00,€25687.34,€11650.68,€45717.02,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€8379.00,€25687.34,€11650.68,€45717.02,AJ,C2,16,30,7,116,13210
2014,1,321,AGENT,€9632.00,€21809.76,€9023.88,€40465.64,AJ,C2,16,24,5,116,13210
2014,1,321,AGENT,€9381.40,€21809.76,€8952.00,€40143.16,AJ,C2,16,24,7,116,13210
2014,1,321,AGENT,€9793.10,€21809.76,€9065.81,€40668.67,AJ,C2,16,24,7,116,13210
2014,1,321,AGENT,€10885.00,€21494.90,€13257.24,€45637.14,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€11135.60,€21494.90,€13352.04,€45982.54,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€9077.28,€40705.38,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10885.00,€21494.90,€9293.04,€41672.94,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9632.00,€21494.90,€8933.40,€40060.30,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10544.90,€21494.90,€13122.65,€45162.45,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€8629.60,€21494.90,€8645.76,€38770.26,AJ,C2,15,24,5,116,13210
2014,1,321,AGENT,€9721.50,€21494.90,€8957.40,€40173.80,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10619.28,€21494.90,€9216.84,€41331.02,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9685.70,€21494.90,€8945.40,€40126.00,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9130.80,€21494.90,€8789.64,€39415.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9632.00,€21494.90,€8933.40,€40060.30,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9130.80,€21494.90,€8789.64,€39415.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€8880.20,€21494.90,€8717.76,€39092.86,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€8880.20,€21494.90,€8717.76,€39092.86,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€9077.28,€40705.38,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10885.00,€21494.90,€13257.24,€45637.14,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10169.00,€21494.90,€12980.27,€44644.17,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€8629.60,€21494.90,€12402.48,€42526.98,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€9077.28,€40705.38,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9864.70,€21494.90,€8999.40,€40359.00,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€11386.20,€21494.90,€13447.08,€46328.18,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9381.40,€21494.90,€8861.52,€39737.82,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10383.80,€21494.90,€9149.28,€41027.98,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9130.80,€21494.90,€8789.64,€39415.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9381.40,€21494.90,€8861.52,€39737.82,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€8880.20,€21494.90,€8717.76,€39092.86,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€9077.28,€40705.38,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9130.80,€21494.90,€8789.64,€39415.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10365.90,€21494.90,€9143.28,€41004.08,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€9077.28,€40705.38,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9220.30,€21494.90,€8813.60,€39528.80,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10258.50,€21494.90,€9113.28,€40866.68,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10383.80,€21494.90,€13067.28,€44945.98,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€11135.60,€21494.90,€13352.04,€45982.54,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9130.80,€21494.90,€8789.64,€39415.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9363.50,€21494.90,€8855.53,€39713.93,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10634.40,€21494.90,€9221.04,€41350.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€8880.20,€21494.90,€8717.76,€39092.86,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9632.00,€21494.90,€8933.40,€40060.30,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€8880.20,€21494.90,€8717.76,€39092.86,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10186.90,€21494.90,€9089.28,€40771.08,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€9077.28,€40705.38,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€11135.60,€21494.90,€13352.04,€45982.54,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10330.10,€21494.90,€9131.28,€40956.28,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10169.00,€21494.90,€12980.27,€44644.17,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10383.80,€21494.90,€13067.28,€44945.98,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9130.80,€21494.90,€8789.64,€39415.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€12972.36,€44600.46,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10885.00,€21494.90,€13257.24,€45637.14,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10540.12,€21494.90,€9190.66,€41225.68,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10258.50,€21494.90,€9113.28,€40866.68,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10383.80,€21494.90,€13067.28,€44945.98,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9488.80,€21494.90,€8891.47,€39875.17,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9596.20,€21494.90,€8921.42,€40012.52,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€9077.28,€40705.38,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9632.00,€21494.90,€8933.40,€40060.30,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€9077.28,€40705.38,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€11135.60,€21494.90,€13352.04,€45982.54,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9130.80,€21494.90,€8789.64,€39415.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9734.62,€21494.90,€8962.80,€40192.32,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9130.80,€21494.90,€8789.64,€39415.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10885.00,€21494.90,€13257.24,€45637.14,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9632.00,€21494.90,€8933.40,€40060.30,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€10133.20,€21494.90,€9077.28,€40705.38,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€11386.20,€21494.90,€13447.08,€46328.18,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9632.00,€21494.90,€8933.40,€40060.30,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€8916.00,€21494.90,€8723.75,€39134.65,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€8880.20,€21494.90,€8717.76,€39092.86,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9130.80,€21494.90,€8789.64,€39415.34,AJ,C2,15,24,7,116,13210
2014,1,321,AGENT,€9381.40,€21494.90,€8861.52,€39737.82,AJ,C2,15,24,7,116,13210
2014,1,321,CAP DE L'OFICINA DE PROTECCIÓ CIVIL,€16358.58,€21796.60,€10092.12,€48247.30,AJ,A1,22,28,2,113,13410
2014,1,321,TECNIC GRAU MITJÀ PROTECCIÓ CIVIL,€0.00,€0.00,€0.00,€0.00,AJ,A2,20,22,2,113,13410
2014,1,322,RESP.PROGRAMES SANCIONS,€17788.82,€16627.94,€9103.20,€43519.96,AJ,A2,20,19,2,113,13360
2014,1,322,ADMINISTRATIU SANCIONS,€13598.48,€13136.48,€10516.32,€37251.28,AJ,C1,16,8,7,113,13360
2014,1,322,ADMINISTRATIU SANCIONS,€0.00,€0.00,€0.00,€0.00,AJ,C1,16,8,5,113,13360
2014,1,322,AUX. ADMINISTRATIU SANCIONS,€8880.20,€13136.48,€7034.28,€29050.96,AJ,C2,16,8,7,113,13360
2014,1,322,ADMINISTRATIU SANCIONS,€8880.20,€13136.48,€7034.28,€29050.96,AJ,C2,16,8,7,113,13360
2014,1,322,OFICIAL XÒFER (servei grua),€8880.20,€17772.86,€9102.00,€35755.06,AJ,C2,14,7,7,113,13360
2014,1,322,OFICIAL XÒFER (servei grua),€8880.20,€17772.86,€9102.00,€35755.06,AJ,C2,14,7,7,113,13360
2014,1,322,OFICIAL XÒFER (servei grua),€8880.20,€17772.86,€9102.00,€35755.06,AJ,C2,14,7,7,113,13360
2014,1,322,OFICIAL XÒFER (servei grua),€8880.20,€17772.86,€9102.00,€35755.06,AJ,C2,14,7,7,113,13360
2014,1,330,CAP DEL SERVEI D'URBANISME,€16468.90,€25010.72,€13221.72,€54701.34,AJ,A1,25,29,1,113,15100
2014,1,330,ARQUITECTE D'URBANISME,€16682.15,€20776.70,€11963.64,€49422.49,AJ,A1,22,26,1,113,15100
2014,1,330,ENGINYER,€0.00,€0.00,€0.00,€0.00,AJ,A1,22,26,1,113,15100
2014,1,330,ENGINYER/A TÈCNIC/A OBRA PÚBLICA,€13881.56,€25520.46,€12588.96,€51990.98,AJ,A2,20,22,2,113,15100
2014,1,330,ARQUITECTE TÈCNIC,€16802.24,€17353.14,€10912.56,€45067.94,AJ,A2,20,22,2,113,15100
2014,1,330,CAP DE L'OFICINA D'INSPECCIÓ INTEGRADA D,€14304.92,€21796.60,€13855.44,€49956.96,AJ,C1,22,28,5,113,15100
2014,1,330,INSPECTOR D'URBANISME,€12860.49,€14000.42,€10558.04,€37418.95,AJ,C1,18,10,5,113,15100
2014,1,330,DELINEANT D'OBRES I PROJECTES,€11726.54,€13136.48,€6576.24,€31439.26,AJ,C1,16,8,5,113,15100
2014,1,330,ADMINISTRATIU,€13731.34,€13136.48,€10563.60,€37431.42,AJ,C1,16,8,5,113,15100
2014,1,330,INSPECTOR,€10998.68,€13372.38,€7786.68,€32157.74,AJ,C1,16,10,5,113,15100
2014,1,330,ADMINISTRATIU D'URBANISME,€9381.40,€13136.48,€7239.48,€29757.36,AJ,C2,16,8,7,113,15100
2014,1,330,DIRECTOR/A OFICINA POUM,€17663.10,€25010.72,€13585.68,€56259.50,AJ,A1,25,29,1,113,15110
2014,1,330,ARQUITECTE/A,€17066.00,€20776.70,€12166.44,€50009.14,AJ,A1,22,26,1,113,15110
2014,1,340,CAP SERVEI OBRES I PROJECTES,€16554.20,€30647.96,€13619.16,€60821.32,AJ,A1,25,29,1,113,15130
2014,1,340,ARQUITECTE,€15871.80,€20776.70,€11709.24,€48357.74,AJ,A1,22,26,1,113,15130
2014,1,340,ARQUITECTE D'OBRES,€15871.80,€20776.70,€11709.24,€48357.74,AJ,A1,22,26,1,113,15130
2014,1,340,ENGINYER TECNIC,€17289.02,€18335.10,€11382.00,€47006.12,AJ,A2,22,22,2,113,15130
2014,1,340,ENGINYER TECNIC,€16767.47,€18335.10,€13497.07,€48599.64,AJ,A2,22,22,2,113,15130
2014,1,340,ARQUITECTE TÈCNIC,€16056.83,€18335.10,€13243.87,€47635.80,AJ,A2,22,22,2,113,15130
2014,1,340,ENGINYER TECNIC,€17219.48,€18335.10,€11356.04,€46910.62,AJ,A2,22,22,2,113,15130
2014,1,340,ARQUITECTE TECNIC D'OBRES,€16802.24,€18335.10,€9293.76,€44431.10,AJ,A2,22,22,2,113,15130
2014,1,340,ARQUITECTE TÈCNIC,€13742.48,€18335.10,€10241.36,€42318.94,AJ,A2,22,22,2,113,15130
2014,1,340,ARQUITECTE TECNIC SERVEIS,€17775.80,€18335.10,€9551.40,€45662.30,AJ,A2,22,22,2,113,15130
2014,1,340,TÈCNIC AUX. ARQUITECTURA,€14673.26,€13608.42,€11067.72,€39349.40,AJ,C1,16,9,5,113,15130
2014,1,340,DELINEANT D'OBRES I PROJECTES,€12463.22,€13136.48,€8179.08,€33778.78,AJ,C1,16,8,5,113,15130
2014,1,340,DELINEANT D'OBRES I PROJECTES,€11910.71,€13136.48,€6625.02,€31672.21,AJ,C1,16,8,5,113,15130
2014,1,352,TÈCNIC SUPERIOR MEDI AMBIENT,€17663.10,€21799.82,€10437.84,€49900.76,AJ,A1,24,26,1,113,17220
2014,1,352,CAP DE SERVEI DE MEDI AMBIENT,€13881.56,€25010.72,€12426.00,€51318.28,AJ,A2,25,29,2,113,17220
2014,1,352,TÈCNIC MIG MEDI AMBIEMT,€14368.34,€17353.14,€10833.00,€42554.48,AJ,A2,20,22,2,113,17220
2014,1,352,TEC. M. EDUCACIO I DIFUSIO AMBIENTAL,€15828.68,€15951.74,€8406.00,€40186.42,AJ,A2,18,18,2,113,17220
2014,1,352,RESPONSABLE PROGRAMES MEDI AMBIENT,€11122.72,€16313.64,€7256.88,€34693.24,AJ,C1,19,19,5,113,17220
2014,1,353,ADMINISTRATIU/VA MEDI AMBIENT I ESPAIS V,€11741.66,€13136.48,€6580.32,€31458.46,AJ,C1,16,8,7,113,17110
2014,1,353,TECNIC ESPEC. MANTENIMENT,€11874.52,€15226.12,€7170.84,€34271.48,AJ,C1,16,17,5,20,17110
2014,1,353,CAP COLLA JARDINERIA,€10383.80,€13833.26,€9621.00,€33838.06,AJ,C2,15,15,7,20,17110
2014,1,353,CAP COLLA JARDINER,€10634.40,€13833.26,€9710.40,€34178.06,AJ,C2,15,15,7,20,17110
2014,1,353,MESTRE OFICIS JARDINERIA,€8379.00,€13833.26,€7587.60,€29799.86,AJ,C2,15,15,7,20,17110
2014,1,353,MESTRE D'OFICI JARDINER,€8379.00,€13833.26,€7587.60,€29799.86,AJ,C2,15,15,7,20,17110
2014,1,353,OFICIAL JARDINER,€10197.74,€12165.44,€8959.92,€31323.10,AJ,C2,14,7,8,20,17110
2014,1,353,OFICIAL JARDINER,€10330.10,€12165.44,€7186.80,€29682.34,AJ,C2,14,7,8,20,17110
2014,1,353,OFICIAL JARDINER,€9130.80,€12165.44,€6806.40,€28102.64,AJ,C2,14,7,8,20,17110
2014,1,353,OFICIAL JARDINER,€8629.60,€12165.44,€6646.08,€27441.12,AJ,C2,14,7,8,20,17110
2014,1,353,OFICIAL JARDINER,€9319.38,€12165.44,€5684.76,€27169.58,AJ,C2,14,7,8,20,17110
2014,1,353,OFICIAL JARDINER,€10763.48,€12165.44,€6066.84,€28995.76,AJ,C2,14,7,8,20,17110
2014,1,353,OPERARI JARDINER,€8190.44,€12165.44,€6502.84,€26858.72,AJ,E,14,7,6,20,17110
2014,1,353,OPERARI JARDINER,€8594.54,€11015.90,€6265.96,€25876.40,AJ,E,12,1,6,20,17110
2014,1,360,CAP DE SERVEI D'ACTIVITATS,€18686.70,€25010.72,€11358.24,€55055.66,AJ,A1,25,29,1,113,17211
2014,1,360,ENGINYER TÈCNIC,€15828.68,€18335.10,€10915.44,€45079.22,AJ,A2,22,22,2,113,17211
2014,1,360,ENGINYER/A TÈCNIC,€13881.56,€17353.14,€10041.96,€41276.66,AJ,A2,20,22,2,113,17211
2014,1,360,RESP. D'INSPECCIÓ D'ACTIVITATS,€12094.88,€14681.38,€7082.40,€33858.66,AJ,C1,18,14,5,113,17211
2014,1,360,ADMINISTRATIU/VA D'ACTIVITATS,€12846.68,€13136.48,€10248.24,€36231.40,AJ,C1,16,8,5,113,17211
2014,1,360,ADMINISTRATIU/VA D'ACTIVITATS,€9345.60,€13136.48,€5944.90,€28426.98,AJ,C2,16,8,5,113,17211
2014,1,400,CAP DE L'ÀREA DE SERVEIS A LA PERSONA,€15061.45,€38674.02,€14523.60,€68259.07,AJ,A1,27,33,1,113,32000
2014,1,400,COOR. ADM. SERVEIS PERSONALS,€12676.32,€15221.64,€10927.74,€38825.70,AJ,C1,18,16,1,113,32000
2014,1,401,SECRETARIA AREA EDUCACIO I ESPORTS,€11702.85,€13926.36,€6774.38,€32403.59,AJ,C1,16,13,7,113,32001
2014,1,402,SECRETARIA AREA CULTURA I JOVENTUT,€10171.78,€16753.80,€7118.64,€34044.22,AJ,C2,16,13,5,113,33000
2014,1,403,DIRECTOR DE SERVEIS DE BENESTAR SOCIAL,€15061.45,€38674.02,€14523.60,€68259.07,AJ,A1,27,33,1,113,23000
2014,1,403,SECRETARIA AREA BENESTAR SOCIAL,€8880.20,€13926.36,€6032.28,€28838.84,AJ,C2,16,13,5,113,23000
2014,1,403,TÈCNIC/A IGUALTAT,€13881.56,€16546.18,€10391.04,€40818.78,AJ,A2,19,21,2,113,23210
2014,1,403,TREBALLADOR SOCIAL PADI,€15828.68,€16546.18,€10408.56,€42783.42,AJ,A2,19,21,2,113,23210
2014,1,410,CAP SERVEI EDUCACIÓ,€18749.36,€25010.72,€13619.16,€57379.24,AJ,A2,25,29,2,113,32001
2014,1,410,RESPONSABLE DE FORMACIÓ I DINAMITZACIÓ P,€15104.61,€24624.04,€10502.14,€50230.79,AJ,A2,22,28,2,113,32001
2014,1,410,TÈCNIC MIG EN EDUCACIÓ,€14368.34,€16266.18,€9787.80,€40422.32,AJ,A2,19,18,2,113,32001
2014,1,410,TEC. ESPECIALISTA EDUCACIO,€15370.97,€17451.00,€8679.12,€41501.09,AJ,C1,18,9,5,113,32001
2014,1,410,AUXILIAR ADMINISTRATIU,€9632.00,€13136.48,€6022.20,€28790.68,AJ,C2,16,8,7,113,32001
2014,1,411,CAP D'OFICINA DE CENTRES MUNICIPALS,€16245.92,€21796.60,€14543.26,€52585.78,AJ,A2,22,28,2,113,32320
2014,1,411,CAP DE L'OFICINA PROJECTES EDUCATIUS,€14084.56,€21796.60,€13776.84,€49658.00,AJ,C1,22,28,5,113,32330
2014,1,412,CONSERGE CENTRE DOCENT,€9931.76,€12286.82,€5876.03,€28094.61,AJ,C2,11,3,6,113,32120
2014,1,412,CONSERGE CENTRE DOCENT,€10584.48,€10958.50,€8662.11,€30205.09,AJ,C2,11,3,6,113,32120
2014,1,412,CONSERGE CENTRE DOCENT,€9383.92,€10958.50,€5380.56,€25722.98,AJ,C2,11,3,6,113,32120
2014,1,412,CONSERGE CENTRE DOCENT,€9375.80,€10958.50,€6496.92,€26831.22,AJ,E,11,3,6,113,32120
2014,1,412,CONSERGE CENTRE DOCENT,€5758.90,€9547.30,€5227.08,€20533.28,AJ,E,11,3,6,113,32120
2014,1,412,CONSERGE CENTE DOCENT,€9752.96,€12286.82,€8842.32,€30882.10,AJ,E,11,3,6,113,32120
2014,1,412,CONSERGE CENTRE DOCENT,€9752.96,€10958.50,€8368.80,€29080.26,AJ,E,11,3,6,113,32120
2014,1,412,CONSERGE CENTRE DOCENT,€8810.06,€12286.82,€7204.56,€28301.44,AJ,E,11,3,6,113,32120
2014,1,412,CONSERGE CENTRE DOCENT,€7867.16,€10958.50,€6429.00,€25254.66,AJ,E,11,3,6,113,32120
2014,1,412,CONSERGE CENTRE DOCENT,€2061.08,€4067.98,€2765.52,€8894.58,AJ,E,11,3,6,113,32120
2014,1,412,CONSERGE CENTRE DOCENT,€8998.64,€12286.82,€5629.92,€26915.38,AJ,E,11,3,6,113,32120
2014,1,413,TÈCNIC SUPERIOR EN EDUCACIÓ,€19710.30,€25010.72,€14523.60,€59244.62,AJ,A1,25,29,1,113,32315
2014,1,413,CONSERGE,€8688.83,€10958.50,€6315.16,€25962.49,AJ,E,11,3,6,113,32315
2014,1,413,CONSERGE,€8567.60,€10958.50,€6274.72,€25800.82,AJ,E,11,3,6,113,32315
2014,1,416,TÈCNIC/A EDUCACIÓ INFANTIL (TEI),€19062.12,€1718.22,€7040.40,€27820.74,AJ,B1,0,40,5,119,32112
2014,1,416,TÈCNIC/A EDUCACIÓ INFANTIL,€14020.30,€1288.70,€5186.76,€20495.76,AJ,B1,0,40,5,119,32112
2014,1,416,COORDINADORA,€25105.36,€8449.70,€10697.40,€44252.46,AJ,B2,0,41,2,119,32112
2014,1,416,"EDUCADORA, A-2",€23645.02,€2440.90,€8316.12,€34402.04,AJ,B2,0,41,2,119,32112
2014,1,416,"EDUCADORA, A-2",€6841.59,€610.26,€3221.40,€10673.25,AJ,B2,0,41,2,119,32112
2014,1,416,"EDUCADORA, A-2",€6884.78,€610.26,€3225.84,€10720.88,AJ,B2,0,41,2,119,32112
2014,1,416,EDUCADORA A2,€16273.46,€1830.64,€6133.68,€24237.78,AJ,B2,0,41,2,119,32112
2014,1,416,"EDUCADORA, A-2",€27539.26,€2440.90,€9557.76,€39537.92,AJ,B2,0,41,2,119,32112
2014,1,416,"EDUCADORA, A-2",€22408.83,€2440.90,€8414.04,€33263.77,AJ,B2,0,41,2,119,32112
2014,1,416,TÈCNIC/A EDUCACIÓ INFANTIL,€19062.12,€1718.22,€7040.40,€27820.74,AJ,B1,0,40,5,119,32113
2014,1,416,TÈCNIC/A EDUCACIÓ INFANTIL,€9531.20,€859.18,€3520.20,€13910.58,AJ,B1,0,40,5,119,32113
2014,1,416,"EDUCADORA, A-2",€25066.88,€2440.90,€9309.44,€36817.22,AJ,B2,0,41,2,119,32113
2014,1,416,"EDUCADORA, A-2",€28026.04,€2440.90,€9712.80,€40179.74,AJ,B2,0,41,2,119,32113
2014,1,416,"EDUCADORA, A-2",€26565.70,€2440.90,€9247.20,€38253.80,AJ,B2,0,41,2,119,32113
2014,1,416,"EDUCADORA, A-2",€23158.24,€2440.90,€8673.00,€34272.14,AJ,B2,0,41,2,119,32113
2014,1,416,"EDUCADORA, A-2",€23158.24,€2440.90,€8673.00,€34272.14,AJ,B2,0,41,2,119,32113
2014,1,416,EDUCADORA,€24618.58,€2440.90,€8626.56,€35686.04,AJ,B2,0,41,2,119,32113
2014,1,416,MESTRA EDUCACIÓ INFANTIL,€22319.17,€2440.90,€8378.58,€33138.65,AJ,B2,0,41,2,119,32113
2014,1,416,"EDUCADORA, A-2",€26078.92,€2440.90,€9092.16,€37611.98,AJ,B2,0,41,2,119,32113
2014,1,416,COORDINADORA,€26078.92,€8449.70,€11007.72,€45536.34,AJ,B2,0,41,2,119,32113
2014,1,416,TÈCNICA EDUCACIÓ INFANTIL(TEI),€22184.68,€1718.22,€8098.32,€32001.22,AJ,B2,0,40,5,119,32113
2014,1,416,TÈCNI/A EDUCACIÓ INFANTIL,€19062.12,€1718.22,€7040.40,€27820.74,AJ,B1,0,40,5,119,32114
2014,1,416,TÈCNIC/A EDUCACIÓ INFANTIL,€19062.12,€1718.22,€7040.40,€27820.74,AJ,B1,0,40,5,119,32114
2014,1,416,"EDUCADORA, A-2",€22671.46,€2440.90,€8508.12,€33620.48,AJ,B2,0,41,2,119,32114
2014,1,416,"EDUCADORA, A-2",€27545.61,€2440.90,€9552.60,€39539.11,AJ,B2,0,41,2,119,32114
2014,1,416,COORDINADORA,€26078.92,€8449.70,€11007.72,€45536.34,AJ,B2,0,41,2,119,32114
2014,1,416,"EDUCADORA, A-2",€26078.92,€2440.90,€9092.16,€37611.98,AJ,B2,0,41,2,119,32114
2014,1,416,"EDUCADORA, A-2",€23158.24,€2440.90,€8673.00,€34272.14,AJ,B2,0,41,2,119,32114
2014,1,417,PROFESSOR,€5784.06,€3790.36,€3752.28,€13326.70,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€2149.84,€1263.36,€3242.64,€6655.84,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€9853.34,€6317.08,€5155.20,€21325.62,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€14460.04,€9475.62,€7625.58,€31561.24,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€8168.69,€6317.08,€4905.44,€19391.21,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€18426.60,€11370.80,€9493.29,€39290.69,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€8744.46,€6317.08,€5099.22,€20160.76,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€4627.98,€3158.54,€3760.56,€11547.08,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€14204.12,€9475.62,€7542.28,€31222.02,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€4382.80,€3158.54,€3734.92,€11276.26,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€776.30,€631.82,€3104.76,€4512.88,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€4212.24,€3158.54,€3717.04,€11087.82,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€1753.29,€1263.36,€3270.00,€6286.65,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€7404.88,€5053.72,€4240.80,€16699.40,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€15355.62,€9475.62,€7911.06,€32742.30,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€16571.10,€9475.62,€8303.76,€34350.48,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€19109.30,€12634.16,€10119.84,€41863.30,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€16720.90,€12634.16,€9945.60,€39300.66,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€4180.26,€3158.54,€3714.48,€11053.28,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€14332.08,€10259.62,€7839.96,€32431.66,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€17697.24,€11370.80,€9264.96,€38333.00,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€15675.52,€9475.62,€8018.16,€33169.30,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€2090.20,€1263.36,€3237.72,€6591.28,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€21497.70,€12634.16,€10881.24,€45013.10,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR TROMPETA,€3344.18,€2526.72,€3563.64,€9434.54,EM,A1,24,43,1,119,32510
2014,1,417,PROFESSOR,€18273.08,€11370.80,€9450.48,€39094.36,EM,A1,24,43,1,119,32510
