nombre,tipoasociacion,numRegistro,cif,direccion,codpostal,longitud,latitud,telefono,fax,email,fconstitucion
"Asociación de Mujeres de Tiata","Asociación de Mujeres","42","G-30428361","Dip. Tiata, Camino Parador de los Seguras, s/n, Panel 5, Buzón 28","30800","","","669 311 545","","","07/10/1994 0:00:00"
"Asociación de Diabéticos de Lorca y su  Comarca (ADILOR)","Asociación de Discapacitados","111","G-73012627","Edificio Municipal ONG´S, C/Francisco Escobar Barberán s/n","30800","","","678 699 831- 647 585 241","","adiloryco@gmail.com","01/01/1998 0:00:00"
"AMPA I.E.S.O. Pedanías Altas","Sin Tipo","","","I.E.S.O. Pedanías Altas","","","","968 491 011","","",""
"Peña Madridista Ciudad del Sol","Asociación Deportiva","54","G-30209373","Residencial Plaza Real, bajo, 1º","30800","","","968 462 201","","pmadridistaciudadelsol@hotmail.com","22/02/1959 0:00:00"
"Asociación de Mujeres de la Dip. Rïo","Asociación de Mujeres","46","G-30429765","Diputación de Río, Barrio Corazón de María, s/n","30800","","","616 326 069","","","22/09/1994 0:00:00"
"Confederación Comarcal de Organizaciones Empresariales de Lorca -CECLOR-","Organizaciones Empresariales","232","G-30091441","C/ Abad de Los Arcos, nº3","30800","","","968 460261","968444604","ceclor@ceclor.net","01/10/1993 0:00:00"
"AJE Guadalentín (Asociación de Jóvenes Empresarios de la Comarca del Guadalentín)","Organizaciones Empresariales","302","","C/ Abad de los Arcos, nº3, 1º","30800","","","968 442 632 - 667241179","968442632","aje@ajeguadalentin.info- ajeguadalentin@gmail.com","01/12/2009 0:00:00"
"Asociación de Vecinos El Ramonete de Lorca","Asociación de Vecinos","15","G-30303119","Local Social, panel 7- buzón 247","30876","","","639 611 803","","aavvramonete@hotmail.es","16/01/1981 0:00:00"
"Asociación Lorquina de Enfermos de Parkinson (ASLEP)","Asociación de Discapacitados","186","G-73185159","C/ Río Guadalentín s/n, bajo","30800","","","661 573 735","","aslep-200@yahoo.es","11/04/2002 0:00:00"
"Asociación de Vecinos de La Purísima -Diputación de Hinojar","Asociación de Vecinos","171","G-30591325","Dipuatación de Hinojar a/n","30816","","","676 139 356","","","26/02/1998 0:00:00"
"Asociación Alzheimer Lorca y Otras Demencias","Asociación de Discapacitados","112","G-73014326","Alameda de Cervantes, nº60. Residencial La Palmeras, 2ªfase, bajo","30800","","","968 471 780","","alzheimerlorca@yahoo.es","20/11/1998 0:00:00"
"Asociación Centro de la Mujer de San José","Asociación de Mujeres","31","G-30283709","Parque Pepe Plazas y María Carrillo, nº1","30800","","","607 484 369","","","13/02/1991 0:00:00"
"Federación de Organizaciones de Mujeres de Lorca","Asociación de Mujeres","88","B-30381305","Asociación de Vecinos de San José","30800","","","646 394 434","","federmujerlorca@hotmail.com","01/07/1993 0:00:00"
"Asociación de Mujeres del Barrio de San Antonio","Asociación de Mujeres","51","G-30436281","C/ Mariscal Pedro Musso","30800","","","628 537 722- 686 905 893","","","20/12/1994 0:00:00"
"Asociación de Mujeres de Ramblilla de Tejares","Asociación de Mujeres","44","G-30430698","C/ Ortega de Melgares s/n, bajo","30800","","","618 771 728","","","17/09/1994 0:00:00"
"Centro de la Mujer del Calvario","Asociación de Mujeres","43","G-30359889","C/ Cabezo de Vélez","30800","","","","","",""
"Asociación de Vecinos Barrio Apolonia","Asociación de Vecinos","269","G-73169138","Avenida Fuerzas Armadas, nº41, bajo","30800","","","660 838 006","","padilla50@hormail.es","05/10/2001 0:00:00"
"Centro de la Mujer del Barrio Apolonia","Asociación de Mujeres","312","J-73192361","Avda Fuerzas Armadas nº41, bajo","30800","","","618 251 703","","","22/04/2003 0:00:00"
"Asociación de la Mujer de la Dipuración de La Torrecilla","Asociación de Mujeres","32","G-30382642","Camino Cabalgadores s/n","30817","","","676 032 707","","","01/01/2004 0:00:00"
"Club de Pensionistas y Jubilados de San Juan","Club de Pensionistas","363","G-73001943","Zapatería nº 17","30800","","","968 414 341","","",""
"Asociación de Amigos de la Egiptología de Lorca","Asociación Cultural","129","G-73027484","Avda Juan Carlos I, 54-4º (particular)","30800","","","620 889 538","","egiptologialorca@gmail.com","25/02/2005 0:00:00"
"Asociación de Vecinos La Purísima del Rincón de Los Carranzas.","Asociación de Vecinos","115","G-30437008","El Rincón de los Carranzas, Zarcilla de Ramos","30810","","","609 289 699","","","16/07/1994 0:00:00"
"Asociación Nuestra Señora de Lourdes de Lorca","Asociación Religiosa","164","G-73087637","Avda Juan Carlos I, Edif. Goya, bajo","30813","","","666 548 452","","","01/01/2001 0:00:00"
"Asociación Lorca Activa con el TDAH (Trastorno por déficit de atención e hiperactividad)","Asociación de Discapacitados","411","G-73606394","Avda de Cervantes nº22, 8º-D","30800","","","647 127 776","","lorcactivatdah@hotmail.com","30/05/2008 0:00:00"
"Asociación Española Contra el Cáncer","Asociación con Fines Asistenciales","21","G-28197564","C/ Narciso Yepes, nº7, bajo","30800","","","659 662 239","","fannyb7@gmail.com","01/01/1986 0:00:00"
"Asociacion de Mujeres Venta Ceferino","Asociación de Mujeres","491","G-73365884","Venta Ceferino, buzón 19","30813","","","680174343","","","02/12/2004 0:00:00"
"Asociación de Mujeres de Doña Inés","Asociación de Mujeres","93","G-30584452","C/ Las Escuelas, Dip. Doña Inés-","30812","","","618 546 449","","lamazu60@hotmail.com","19/11/1997 0:00:00"
"Club de Parapente Desnivel de Lorca","Asociación Deportiva","75","G-30308696","Avda de Portugal nº28, bajo","30800","","","968 443 076","968 444 784                                       ","pedro@asesoriajimenez.com","18/05/1991 0:00:00"
"Asociación de Vecinos de Río y Barranco Hondo","Asociación de Vecinos","238","G-30348254","C/ Corazón de María s/n","30817","","","619 563 963","","","26/03/2004 0:00:00"
"Asociación Internacional del Teléfono de la Esperanza (ASITES)","Asociación con Fines Asistenciales","181","G-85590685","C/ Martín Piñero, nº10, ático C","30800","","","968 471 829","","amites.lorca@telefonodelaesperanza.org.","18/04/1972 0:00:00"
"Asociación de Vecinos Las Oliveras","Asociación de Vecinos","306","G-30408611","Panel ES-04, buzón nº16, La Escucha","30813","","","","","","28/01/1981 0:00:00"
"Asociaición de Mujeres de Betania","Asociación de Mujeres","410","G-73612350","Santa Quiteria nº, 22, B","30800","","","968 473 795","","asobetania@yahoo.es","28/06/2008 0:00:00"
"Asociación de Mujeres Las Terreras","Asociación de Mujeres","404","G-73587685","Dip. La Paca, Las Terreras, Avda Juan Carlos I.","30812","","","678 770 973","","","17/06/2008 0:00:00"
"Asociación de Mujeres del Barrio de San Fernando","Asociación de Mujeres","73","G-30474126","Barrio de San Fernando (Local Social)","30800","","","687 016 548","","",""
"Club Ciudad de Lorca Fútbol Sala","Asociación Deportiva","272","G-73379562","Alameda de Cervantes, nº7, 6ºA","30800","","","606 867 772","968482452","pilariki33@hotmail.com","20/08/2004 0:00:00"
"Asociación de Enganches Lorca Ciudad del Sol","Asociaciones de ocio","279","G-73367864","C/ Lópe Gisbert nº30","30800","","","686970546 - 609620828","968461059","","21/04/2005 0:00:00"
"Asociación de Mujeres de San Lázaro","Asociación de Mujeres","47","G-30415624","C/Almazaro de bravo, nº16","30800","","","647 077 159- 661 930 048","","azuldisen2@hotmail.com","01/01/1994 0:00:00"
"Asociación de Vecinos Alfonso X El Sabio","Asociación de Vecinos","19","G-30252530","C/Travesía Benemérita,nº 2, 2ºB","30800","","","661 682 785","","","03/02/1983 0:00:00"
"Asociación de óvenes Javier Cervantes","Asociación de Jóvenes","200","G-30581763","Cº Hinojar, buzón 101- La Hoya nº12","30816","","","659  297 343","","","01/01/1991 0:00:00"
"Asociación de Mujeres Virgen de las Huertas","Asociación de Mujeres","494","","Plaza Rey el Sabio, s/n","30800","","","646 735 963","","","20/05/1993 0:00:00"
"Asociación de Mujeres de Marchena","Asociación de Mujeres","57","G-30435796","Local Josefina Olmos de Dip. de Marchena","30815","","","662 169 239","","","27/10/1994 0:00:00"
"Asociación de Mujeres de Riopar","Asociación de Mujeres","405","G-73003410","Local Social de Dipuatación Parrilla (El Consejero)","30811","","","968 436 072","","anabelenng@hormail.com","26/04/2004 0:00:00"
"Asociación de Mujeres de San Juan Bautista de Morata","Asociación de Mujeres","107","G-30596035","Local Social de Morata (Junto a la iglesia parroquial)","30878","","","610 222 910","","","22/05/1998 0:00:00"
"Colectivo Segundo Milenio","Asociación Cultural","182","G-30158349","Pasaje del Convento nº4, 3º-C","30800","","","","","","16/09/1988 0:00:00"
"Asociación de Vecinos Las Terreras","Asociación de Vecinos","424","G-73632457","C/ Palma, nº 11","30812","","","968 491 039","","","25/07/2008 0:00:00"
"Asociación de Personas Sordas de Lorca y Comarca (ASPERSOLOR)","Asociación de Discapacitados","38","G-30324180","C/ Travesía de Benemérita, 2. Bajo.","30800","","","686214627","www.aspersolor.blogspot.com                       ","sors.aspersolor@gmail.com","06/11/1991 0:00:00"
"Club de Pensionistas y Jubilados de Sutullena","Club de Pensionistas","368","G-73069080","Camino Hondo-Sutullena, nº 13","","","","677 286 959","","",""
"Asociación Minusválidos Ciudad del Sol","Sin Tipo","","","Casa ONG´S de Lorca","","","","","","",""
"Asociación de Antiguas Alumnas Madres Mercedarias de Lorca","Asociación con Fines Asistenciales","100","G-30531313","C/ Zapatería nº2","30800","","","968 442 311","","ineslorji@hotmail.com","02/10/1996 0:00:00"
"Asociación Lorquina de Fibromialgia y Fatiga Crónica (AFILOR)","Asociación de Discapacitados","401","G-73589582","C/ Enrique Zumel, nº23","30800","","","665 771 099","","afilor@hotmail.es","23/06/2008 0:00:00"
"Asociación de Epilepticos del Mediterráneo (AEPIM)","Asociación de Discapacitados","395","G-73596819","Dip. purias, Camino de los Bucanos 159","30813","","","636 653 498","","aepim@hotmail.es","07/08/2008 0:00:00"
"Club de Pensionistas y Jubilados de Marchena","Club de Pensionistas","357","G-30497713","Centro Social de Marchena, junto a las escuelas","30815","","","608 238 965","","","22/01/1999 0:00:00"
"Asociación Murcia Acoge","Asociación con Fines Asistenciales","122","G-30251953","Calle Ana Romero nº2, bajo","30800","","","968 473 272 - 687 282 927","","lorca-acoge@hotmail.com","01/01/1990 0:00:00"
"Asociación de Vecinos de Marchena","Asociación de Vecinos","91","G-30247654","Urbanización Huerto del Conde. Dip. Marchena","30815","","","695 594 585","","aavvmarchena@gmail.com","30/07/1990 0:00:00"
"Asociación de Discapacitados Físicos de Lorca y Comarca -ASDIFILOR-","Asociación con Fines Asistenciales","499","G-73765141","C/ Francisco Escobar Barberán, s/n","30800","","","601 054 085","","asdifilor@hotmail.es","31/05/2012 0:00:00"
"Ocio Creativo de Lorca","Asociación de Animación Sociocultural","201","G-73217234","Avda. Juan Carlos I, 53, Edificio San Patricio, 7º A","30800","","","968 477761","","","02/01/2003 0:00:00"
"Asociación Juvenil de Estudiantes y Deportistas de Lorca (A.J.E.D)","Asociación de Jóvenes","202","G-30498208","Camino Viejo del Puerto, 75","30800","","","","","","26/01/1996 0:00:00"
"Grupo de Coros y Danzas de Lorca","Asociación de Animación Sociocultural","3","G-30160634","C/ Eugenio Úbeda, 3, Bajo","30800","","","607366702","968461161","",""
"Asociación Jóvenes Bautistas de Lorca","Asociación Religiosa","203","G-73138984","C/ Juan XXIII, nº 5","30800","","","","","",""
"Asociación Juvenil Escala de Lorca","Asociación de Jóvenes","204","G-30460000","Carretera de Caravaca,  nº 1","30800","","","646466712 - 607461645","","",""
"Asociación de Amigos del Regimiento de Infantería Mallorca nº 13","Sin Tipo","205","G-30592422","Avda. Juan Carlos I, nº 82","30800","","","679409724","","","24/02/1998 0:00:00"
"Cofradía del Santísimo Cristo del Perdón - Paso Morado","Asociación Religiosa","207","G-30321095","C/ Nogalte, 25","30800","","","","","",""
"Asociación Juvenil Alfonso X El Sabio","Asociación de Jóvenes","208","G-30455661","C/ Sagrada Familia, 7","30800","","","","","",""
"Asociación Atenea Promoción y Desarrollo Social","Asociación de Cooperación Social","209","G-73231946","C/ Granero, Edificio Armonía, nº 3, 1º A","30800","","","677423407","","","18/03/2003 0:00:00"
"Asociación Juvenil y Cultural Paso Morao de Lorca","Asociación de Jóvenes","210","G-73232357","C/ Nogalte, 43","30800","","","","","",""
"Asociación Juvenil de Tercia","Asociación de Jóvenes","212","G-30427199","Camino Villaespesa, Dip. Tercia","30815","","","687853960","","","22/05/2003 0:00:00"
"Asociación Cultural Lorca Rock","Cultural y tradiciones populares","214","G-83667956","La Seda, nº 5","30800","","","968 406865","","","15/05/2003 0:00:00"
"Asociación de Comerciantes Centro Histórico de Lorca","Sin Tipo","216","G-73028078","C/ Espín Alta, 8 - Bajo","30800","","","","","",""
"Asociación de Cultura y Festejos del Barrio de San Cristóbal","Cultural y tradiciones populares","26","","C/ Nuestra Señora de los Dolores, Bloque 2º - 4º - D","30800","","","","","",""
"Asociación de Vecinos Vigen del Carmen de la Diputación de La Campana","Asociación de Vecinos","27","G30418628","C/ Los Valverdes, Panel 15, Buzón 35","30813","","","678065245","","","27/04/1994 0:00:00"
"Asociación Cultural Érase una vez Lorca","Asociación de Animación Sociocultural","217","G-73258063","Plaza Calderón de la Barca, nº 3","30800","","","","","","10/05/2003 0:00:00"
"Asociación Juvenil Ramblilla de San Lázaro","Asociación de Jóvenes","35","G-30331474","C/ Almazara de Bravo, nº 16","30800","","","968441588","","",""
"Asociación de Madres y Padres de Alumnos del C.P. Ntra. Sra. Virgen del Rosario de Ramonete","Asociación de Padres y Madres de Alumnos","219","G-73244022","Las Librilleras, s/n","30800","","","","","","14/03/2003 0:00:00"
"Plataforma Prosegregación El Empalme de Almendricos","Sin Tipo","221","G-73268195","C/ Patrón, s/n - Dip. Almendricos","30893","","","968485304","","",""
"Asociación Murciana de Fibromialgia y Fatiga Crónica, ASMUFIBRÓN.","Asociación con Fines Asistenciales","223","G-73143273","C/ Motor Mondéjar - La Escucha","30813","","","968936915; 687790879; 968439064","","asmufibrom@hotmail.com","01/01/2001 0:00:00"
"Asociación Eduteca","Asociación de Animación Sociocultural","224","G-73269250","Camino Viejo del Puerto, Buzón 48B","30800","","","","","","18/11/2003 0:00:00"
"Peña Motera Demoño Dojo","Asociación Deportiva","225","G-73304842","C/ Alonso Vargas, nº 2, 1ª Bj","30800","","","609828266","","","22/05/2001 0:00:00"
"Asociación de Voluntariado Medioambiental de Lorca (VODEMA)","Asociación de Defensa del Medioambiente.","226","G-73013872","Carretera de Caravaca,  Camino Yeseros, nº 5","30800","","","968461784","","lorquina2002@yahoo.es","24/07/1998 0:00:00"
"Asociación Juvenil del Instituto de Educación Secundaria Príncipe de Asturias","Asociación de Jóvenes","227","G-73308959","C/ Juan Antonio Dimas, nº 3","30800","","","968444121","968444121","ajiespa@hotmail.com","31/03/2004 0:00:00"
"Asociación de Mujeres del Barrio Alfonso X el Sabio","Asociación de Mujeres","39","G-30431506","C/ Tenor José Romeu, Centro Cívico","30800","","","679488562","","","23/11/1994 0:00:00"
"Club de Ajedrez Lorca","Asociación Deportiva","230","G-30346845","Alameda de la Constitución","30800","","","","","","31/12/1987 0:00:00"
"Asociación para la Cultura y Tiempo Libre de los Mayores de Lorca","Cultural y tradiciones populares","48","G-30219570","Plaza de la Concordia, 4","30800","","","","","",""
"Asociación de Madres y Padres de Alumnos del C.P. de Educación Infantil y Primaria Campillo","Asociación de Padres y Madres de Alumnos","49","G-30147144","Diputación de Campillo, Ctra. de Almenara, 20","30813","","","968 469 758","","","12/12/1980 0:00:00"
"Asociación Deportiva de Pesca Ciudad de Lorca","Asociación Deportiva","231","G-30458350","C/ La Seda 8 Bajo Edif. Las Terrazas","30800","","","","","","11/05/1994 0:00:00"
"Asociación de Madres y Padres Ana María de Haro del Colegio Público Juan González de Lorca.","Asociación de Padres y Madres de Alumnos","233","G-73318503","C/ Cañada de Morales, C.P. Juan González, nº 12","30800","","","678 666 587","968469160","","22/06/2004 0:00:00"
"Asociación de Comerciantes El Carmen","Organizaciones Empresariales","234","G-73059313","C/ Espín Alta, nº 8, Pta. 1ª ","30800","","","968460261","968444604","",""
"Coral Bartolomé Pérez Casas de Lorca","Asociación de Animación Sociocultural","52","G-30383772","C/ Poeta Gimeno Castellar, s/n.- Apartado de Correos nº 437","30800","","","669 300 298","","","13/10/1993 0:00:00"
"Asociación Gitana de Lorca","Asociación de Minorías Sociales","53","G-30426316","C/ Mayor  de San Pedro, 2","30800","","","","","",""
"Asociación Misión Río Lindo","Asociación de Cooperación Social","237","G-30365035","Avda. Juan Carlos I, nº 42. Esc. B. Pl 3ª","30800","","","","","","17/05/1993 0:00:00"
"Asociación Juvenil de La Viña","Asociación de Jóvenes","239","G-30271480","C/ Agricultores","30800","","","667245129","","asociacionjuvenillavina@yahoo.es","17/01/1990 0:00:00"
"Trazo Luminoso, Asociación Fotográfica Lorca","Asociación de Animación Sociocultural","58","G-30434393","Dip. Pulgara, 300","","","","","","",""
"Asociación de Padres de Alumnos del Instituto Mixto de Bachillerato num. 3 Ramón Arcas","Asociación de Padres y Madres de Alumnos","59","G-30293666","Avenida Juan Carlos I, nº 72","30800","","","618 253 772","","","30/10/2003 0:00:00"
"Asociación de Madres y Padres de Alumnos y Alumnas Colegio Público Ginés Pérez de Hita","Asociación de Padres y Madres de Alumnos","60","G-30117535","C/ Don Diego Pallarés Cachá","30800","","","620 679 290","","",""
"Asociación de Artesanos de Lorca (ARTELOR)","Organizaciones Profesionales","240","G-73080566","C/ Abad de los Arcos, nº 3","30800","","","968-444604","968-444604                                        ","central@ceclor.net","16/02/2000 0:00:00"
"Fundación 2001 - Global Nature","Asociación de Defensa del Medioambiente.","241","G-80707839","Corro del Postigo nº 1, Fuentes de Nava (Palencia)","34337","","","","","","23/07/1993 0:00:00"
"Asociación de Vecinos de San Pedro y Santa Ana","Asociación de Vecinos","243","G-30288419","Camino de las Escuelas. Local Social. Panel nº 28. Buzón 1.","30813","","","968482550","968482550","aavvpurias@hotmail.com","10/08/1979 0:00:00"
"Asociación de Padres de Alumnos del Instituto de Bachillerato Mixto nº 1 J. Ibáñez Martín","Asociación de Padres y Madres de Alumnos","61","G-30273395","C/ Jerónimo Santa Fe, s/n ","30800","","","606 157 448","","","07/12/2005 0:00:00"
"Asociación de Madres y Padres del Colegio Público de Purias","Asociación de Padres y Madres de Alumnos","245","G-30285340","CEIP PURIAS","30813","","","610787777","","","21/09/1974 0:00:00"
"Asociación de Mujeres de Pulgara","Asociación de Mujeres","65","G-30476030","Carretera de la Pulgara","30800","","","650 479 309","","","24/06/1995 0:00:00"
"Club Natación Lorca","Asociación Deportiva","246","G-30144885","C/ Juan Antonio Dimas, s/n. Complejo Deportivo Europa ","30800","","","656875860","","cnlorca@hotmail.com","05/11/1987 0:00:00"
"UNICEF - COMITÉ ESPAÑOL","Asociación de Cooperación Social","247","G-28382406","Alameda Fajardo el Bravo ","30800","","","968470188","","","29/11/2001 0:00:00"
"Muy Ilustre Cabildo de Nuestra Señora la Virgen de la Amargura, en la Real y Muy Ilustre Orden-Archicofradía de Nuestra Señora del Rosario -Paso Blanco-","Asociación Religiosa","248","G-30040372","Conjunto Monumental Santo Domingo, C/ Santo Domingo, nº 8","30800","","","","","secretaria@elpasoblanco.com",""
"Asociación de Empresas Turísticas de Interior del Término Municipal de Lorca y Puerto Lumbreras","Organizaciones Empresariales","249","G-73239923","C/ Jopos La Escucha, nº 11","30800","","","696961486","968438985","","08/07/2002 0:00:00"
"Asociación de Vecinos Barrios Altos - Santa María de Lorca","Asociación de Vecinos","251","G-73345845","C/ Sicilia, s/n","30800","","","968479716","","","09/07/2004 0:00:00"
"Asociación de Productores y Consumidores de Productos Naturales del Guadalentín"," Asociación de Amas de Casa","252","G-73291775","Avda. Juan Carlos, I, nº 39","30800","","","968441713","","",""
"Moto Club La Peñarrubia","Asociación Deportiva","253","G-73347577","Ctra. de la Estación, nº 57A","30817","","","628273406","968442745","","21/01/2005 0:00:00"
"Asociación de Mujeres de La Parroquia","Asociación de Mujeres","66","G-30477384","C/ Dr. Rodríguez, 1","30811","","","","","","01/01/1995 0:00:00"
"Asociación Juvenil ELIOCROCA","Asociación de Jóvenes","67","G-30429567","C/ Corredera, nº 60","30800","","","","","",""
"Asociación para el Fomento del Caballo","Asociación de Animación Sociocultural","69","G-30481741","Dip. Tercia, Camino de Cartagena, 71","","","","","","",""
"Club Petanca Ciudad de Lorca","Asociación Deportiva","254","G-30408744","Ctra. de Águilas. Dip. Campillo. Bz. 114","30816","","","661126764","","","20/12/1993 0:00:00"
"Club Deportivo San Cristóbal","Asociación Deportiva","255","G-30469894","Camino Cañaveral, nº 78, Buzón B","30813","","","686935403","968935403","montylorca@yahoo.es","07/09/1993 0:00:00"
"Club Ciclista Estructuras Lorca","Asociación Deportiva","257","G-73274276","San José Edificio Florencia Bajo","30800","","","659489390","","","14/10/2003 0:00:00"
"Lorca Club de Tenis","Asociación Deportiva","259","G-30457709","Polideportivo La Torrecilla","30800","","","646302458","","tenislorca@hotmail.es","27/09/1994 0:00:00"
"Asociación Juvenil Naltura, Escalada y Aventura","Asociación de Jóvenes","260","G-73373755","C/ General Eytier, nº 1. Pl. 3º. Pta F","30800","","","617704019","","","19/03/2005 0:00:00"
"Asociación Deportiva Plan Social","Asociación Deportiva","72","G-30449466","C/ Pio XII, 19","30800","","","","","",""
"Club de Petanca de San Diego","Asociación Deportiva","74","G-30404719","Parque Casa Mata, s/n","30800","","","","","",""
"Club Deportivo UNAGRAS","Asociación Deportiva","76","G-30485205","C/ La Seda, Edificio La Seda, B-3, 1º D","30800","","","968 444 947","","",""
"Asociación Juvenil Virgen de las Huertas","Asociación de Jóvenes","261","30369656-G","","","","","677190148","","","01/01/1991 0:00:00"
"Asociación de Alumnos de Enseñanzas Medias de Lorca","Asociación de Jóvenes","262","G-73370082","Camino Catanga, nº 8 (Purias)","30813","","","","","","07/06/2004 0:00:00"
"Asociación Juvenil de Tiata","Asociación de Jóvenes","263","G-73374241","Dip. Tiata, Camino Chaparros, Carril Tiznajo, nº 22","30800","","","","","","16/03/2005 0:00:00"
"Club de Tenis Los Álamos","Asociación Deportiva","77","G-30210504","Ctra. de Águilas, Km. 36","30800","","","968 461 300","968 465 650                                       ","clubdetenislosalamos@gmail.com",""
"Hueste de los Caballeros de Alonso Fajardo el Bravo","Asociación de Animación Sociocultural","78","G-30334700","Urbanización La Viña, Local Asociación de Vecinos","30800","","","","","","20/02/1989 0:00:00"
"Kabila Mudéjar de la Alhama de Lorca","Asociación de Animación Sociocultural","79","G-30336622","C/ Musso Valiente, 2, 6º C","30800","","","","","",""
"Asociación de Medineros de Ali Ibm Muhamad de Lorca","Asociación de Animación Sociocultural","80","G-30252415","C/ Narciso Yepes, 23","30800","","","","","",""
"Asociación de Madres y Padres de Alumnos del Conservatorio Profesional Narciso Yepes","Asociación de Padres y Madres de Alumnos","81","G-30293161","C/ Abad de los Arcos, 2 ","30800","","","968 441 514","","","13/05/1991 0:00:00"
"Club de Fútbol Almendricos","Asociación Deportiva","82","G-30523781","Dip. Almendricos, C/ Patrón","30893","","","968 440 102","","","03/09/1996 0:00:00"
"Asociación Deportiva Lorca Virgen de las Huertas","Asociación Deportiva","83","G-30520886","C/ La Seda, Edificio La Seda, B-3, 1º D","30800","","","968 444 947","","",""
"Lorca Club Golf","Asociación Deportiva","264","G-30569255","Avda. Juan Carlos I, 30","30800","","","968461707 - 629096841 (Juan Antonio)","968461707","lorcaclubdegolf@gmail.com","16/12/1999 0:00:00"
"Peña Atletic de Bilbao de Lorca","Asociación Deportiva","84","G-30523369","C/ Pérez Casas, nº 26","30800","","","","","",""
"Asociación Juvenil Las Terreras","Asociación de Jóvenes","265","G-73033904","Juan Carlos I, nº 6. Las Terreras, nº 6","30812","","","659336130","","","12/03/1999 0:00:00"
"Asociación de Familiares de Enfermos Mentales (ASOFEM)","Asociación de Discapacitados","85","G-30555130","C/ Pérez Casas, 93, Bajo","30800","","","968 471 180","968 471 180                                       ","asofem2003@hotmail.com","29/05/1997 0:00:00"
"Automóvil Club de Lorca","Asociación Deportiva","266","G-73058166","Avda. Fuerzas Armadas, nº 14","30800","","","630176750","968406692","","28/10/1999 0:00:00"
"Nerea Integración Social","Asociación con Fines Asistenciales","268","G-73373094","C/ Puente La Alberca, nº 6. Esc. 1ª. Pl. 3ª. Pta.A","30800","","","637406422","","","05/05/2005 0:00:00"
"Asociación de Mujeres Emprendedoras de Lorca","Asociación de Mujeres","86","G-30549323","Plaza del Trabajo, 2","30800","","","","","","21/04/1997 0:00:00"
"Área Comercial Corredera","Organizaciones Empresariales","270","G-3054865","C/ Corredera","30800","","","","","","22/04/1997 0:00:00"
"Asociación de Vecinos de la Pedanía de Avilés San Nicolás de Bari","Asociación de Vecinos","87","G-30565915","Dip. Avilés, Salón Social","30812","","","","","","21/12/2005 0:00:00"
"Peña Cultural Flamenca","Cultural y tradiciones populares","271","G-30246557","C/ Colmenarico, nº 12","30800","","","670063110","","","10/02/1989 0:00:00"
"PRODENI (PRO-DERECHOS DEL NIÑO Y DE LA NIÑA)","Asociación con Fines Asistenciales","90","G-29226131","C/ Nogalte, 36 - 1º B","30800","","","","","",""
"Asociación de Familias y Amigos de la Fundación Solidaridad y Reinserción Proyecto Hombre de Lorca","Asociación con Fines Asistenciales","96","","Avda. de Portugal, nº 16","30800","","","","","","12/11/1997 0:00:00"
"Asociación de Vecinos La Tova","Asociación de Vecinos","97","G-30124630","Local Social La Parroquia","","","","968 495 063","","",""
"Asociación Cultural Pañuelo Verde de La Paca","Asociación de Animación Sociocultural","98","G-30590111","Dip. La Paca, Centro Cultural, C/ Centro de Salud, s/n","30812","","","968 445 514","","",""
"Asociación Juvenil Cultural Nickelodeon de Lorca","Asociación de Jóvenes","273","G-73380503","C/ Panadería, nº 5, Pta. nº 1º D","30800","","","","","","13/04/2005 0:00:00"
"Asociación de Jóvenes de Doña Inés","Asociación de Jóvenes","274","G-30478036","","","","","","","","01/01/1995 0:00:00"
"Asociación de Padres de Alumnos del Colegio Público Alfonso X el Sabio","Asociación de Padres y Madres de Alumnos","103","G-30112585","C/ Sagrada Familia","30800","","","968 461 996","","",""
"Grupo Naturalista para la Defensa del Medio Ambiente  -ARDEA-","Asociación de Defensa del Medioambiente.","106","G-73007221","Travesía Ramón y Cajal, 1","30800","","","907 66 21 33 - 929 99 29 66","","","20/07/1998 0:00:00"
"Asociación Cultural ALBATROS (Talleres y Animación)","Asociación de Animación Sociocultural","108","G-73009094","C/ Paso Blanco, Universidad Popular","30800","","","651 583 076","968 460 912                                       ","","29/09/1998 0:00:00"
"Asociación Cultural SALAM","Asociación de Minorías Sociales","109","G-73004186","C/ Alburquerque, 15 - bajo","30800","","","968 460 737","","",""
"Asociación Mozos del Convento","Asociación de Animación Sociocultural","110","G-73002545","Dip. Tiata, Plaza del Rey Sabio, s/n","30800","","","608 469 613","","","01/01/1998 0:00:00"
"Asociación de Vecinos Barrio de San Lázaro","Asociación de Vecinos","276","G-30221535","Almazara Bravo, nº 16","30800","","","","","","01/01/2006 0:00:00"
"Asociación de Padres del Colegio Andrés García Soler","Asociación de Padres y Madres de Alumnos","113","G-30314587","C/ Cañada de Guevara","30800","","","968 443 606","","",""
"Asociación Cultuiral Cine-Club Paradiso","Asociación de Animación Sociocultural","114","G-30552566","Plaza Calderón de la Barca - Reatro Guerra","30800","","","968 471 377","","","12/06/1997 0:00:00"
"Asociación Juvenil, Cultural y Deportiva de Coy","Asociación de Jóvenes","116","G-30252613","C/ Camino de Doña Inés, s/n","30812","","","620 158 420","","pilar-coy@hotmail.com","10/06/2010 0:00:00"
"Asociación Deportiva Las Canales-Riopar","Asociación Deportiva","118","G-30550685","Los Canales (Iglesia)","30800","","","","","",""
"Asociación F.E.M.M.E.S.","Asociación con Fines Asistenciales","280","G-30043665","C/ Núñez de Arce, nº 9","30800","","","968 461706","","asociacionfemmes@hotmail.com","19/04/2005 0:00:00"
