idconcejalia,concejalia,telefono,fax,email,web,horario,ubicada,direccion,longitud,latitud,nombreconcejal,biografia,foto,cargo
"10","Concejalía de Igualdad","968466529","968444250","concejaliadeigualdad@lorca.es","http://concejaliadeigualdad.lorca.es/","","Servicios Sociales","Alameda Cervantes (Junto CDL)","-1.69769457651296","37.668059865461","Juan Francisco Martínez Carrasco","Nacido en Lorca el 20 de Febrero de 1985<br><br> 
Licenciado en Ingeniería de Telecomunicación por la Universidad Alfonso X El Sabio (Madrid).<br><br> 
Certificación en la Ley 30/2007, de Contratos del Sector Público Facultad de Derecho en la Universidad de Zaragoza en 2010.<br><br> 
Titulación oficial de Cambridge ESOL Preliminary English en 2013.<br><br> 
Desde 2015 concejal delegado de deportes, sociedad de la información y contratación.<br><br> 
Cursando actualmente Máster MBA de alta dirección empresarial en Escuela de Negocios de Murcia.","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/JFrancisco.jpg","Teniente de Alcalde"
"20","Concejalía de Economía y Hacienda","968479704","","","","","Oficina de Sociedad de la Información","C/ Santiago 10 bajo","-1.69861457420507","37.6769043435184","Juan Francisco Martínez Carrasco","Nacido en Lorca el 20 de Febrero de 1985<br><br> 
Licenciado en Ingeniería de Telecomunicación por la Universidad Alfonso X El Sabio (Madrid).<br><br> 
Certificación en la Ley 30/2007, de Contratos del Sector Público Facultad de Derecho en la Universidad de Zaragoza en 2010.<br><br> 
Titulación oficial de Cambridge ESOL Preliminary English en 2013.<br><br> 
Desde 2015 concejal delegado de deportes, sociedad de la información y contratación.<br><br> 
Cursando actualmente Máster MBA de alta dirección empresarial en Escuela de Negocios de Murcia.","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/JFrancisco.jpg","Teniente de Alcalde"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","María Antonia García Jiménez","Nacida en Lorca, el 16 de Noviembre de 1960. Es viuda y madre de una hija. <br><br> 
Licenciada en Derecho por la Universidad de Murcia, ejerce como Abogada desde 1989. <br><br> 
Tiene formación en solfeo y danza por el Conservatorio de Música de Murcia. <br><br> 
Fue Camarera de la Virgen de la Soledad entre 1989 y 1997, bajo la Presidencia del procurador D. Antonio Aguirre Soubrier. <br><br> 
En 2015 fue nombrada Concejal del Excmo. Ayuntamiento de Lorca por las siglas del PSOE, responsabilidad que compatibiliza con su profesión en la actualidad. Es responsable de las áreas de Cultura, Festejos, Ferias y Turismo.  Su ámbito de actuación vecinal comprende la zona del centro de la ciudad.  
","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/M-TONI.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","Pedro Sosa Matrtínez","Lorca, 1967. Trabajador del matadero de Lorca, presidente del Comité de Empresa con el voto de los trabajadores. Miembro de la Junta Rectora de la Hermandad del Cristo de la Sangre (Paso Encarnado). Socio número uno de la Asociación de Vecinos Rabaleros. Coordinador de Izquierda Unida-Verdes en Lorca. Vive en al Barrio de San Cristóbal desde su nacimiento.","http://www.lorca.es/ficheros/Image/Ayuntamiento/corporacion%20Municipal/pedroSosa.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","Adoración Peñas Marín","Barcelona, 1978. Diplomada en Trabajo Social y Licenciada en Sociología por la Universidad de Murcia. Cursos de post-grado sobre atención a mayores, discapacitados y excluidos. Ha trabajado con diferentes colectivos sociales como inmigrantes, personas sin hogar, drogodependientes… Ha sido coordinadora de la Asociación de Enfermos Mentales de Lorca y actualmente es trabajadora social en Cruz Roja Águilas. Fundadora y presidenta de la asociación “Trece Rosas”. Miembro de la Ejecutiva regional de IU-Verdes y responsable de Derechos de la Ciudadanía en esta formación. Vecina de Aguaderas.","http://www.lorca.es/ficheros/Image/Ayuntamiento/corporacion%20Municipal/dori-IU.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","Antonio Meca García","Nacido el 2 de junio de 1963 en Purias, Lorca, casado y padre de dos hijos.<br><br> 
 
 
Formación académica: <br><br> 
 
•	Titulado Superior de Música, Licenciado por el Conservatorio Superior de Música de Murcia (1995).<br> 
•	Diplomado en Magisterio especialidad Educación Musical, Universidad de Murcia (1997).<br><br> 
 
 
Experiencia profesional:<br><br> 
 
•	Director de la Banda Municipal de Música de Lorca (1991-1993)<br> 
•	Director de la Banda Municipal y Escuela de Música de Molina de Segura (1993-1999)<br> 
•	Profesor de Educación Secundaria en Colegio Ciudad del Sol (1999-2003)<br> 
•	Gerente y fundador de las Escuelas de Música Albéniz en Águilas y Lorca desde 1993.<br> 
•	Gerente de la Tienda de Música Albéniz desde 1995.<br> 
•	Trabajador autónomo desde 1986 hasta la actualidad. 
","http://www.lorca.es/ficheros/Image/Ayuntamiento/corporacion%20Municipal/antonio-meca-garcia.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","Diego José Mateos Molina","Nacido en Loca, el 21 de Enero de 1975, está casado y tiene dos hijos.<br><br> 
 
Es Diplomado en Gestión y Administración Pública por la Universidad de Murcia (1993-1996), y Licenciado en Ciencias Políticas y de la Administración por la Universidad Autónoma de Madrid (1996-1998). 
<br><br> 
Desde 2003 es funcionario de la Administración Local con Habilitación Nacional, y ha sido Secretario-Interventor del Ayuntamiento de Vélez Rubio, del Ayuntamiento de Partaloa, y de Campos del Río. En la actualidad, trabaja como Secretario General del Excmo. Ayuntamiento de Águilas. 
<br><br> 
Ejerció las funciones de Gerente en el Lorca Deportiva C.F. S.A.D. durante las temporadas 2004/05 y 2005/06. 
<br><br> 
Ha sido Presidente de la Asociación de Vecinos del Barrio de San José; y es miembro de la directiva del AMPA, así como del Consejo Escolar del Colegio Alfonso X El Sabio. 
<br><br> 
Desde el año 2000 ha sido miembro de la Comisión Ejecutiva Municipal de la Agrupación Socialista en Lorca. En Octubre de 2014 fue elegido candidato a la Alcaldía por el PSOE, designado por primera vez con el voto directo de los y las militantes. En Julio de 2015 fue elegido como Secretario General del PSOE en Lorca. 
<br><br> 
En la actualidad y desde las Elecciones Municipales de 2015, es concejal-Portavoz del PSOE en el Excmo. Ayuntamiento de Lorca, responsable de las áreas de Régimen Interior, Obras y Servicios, Empresas municipales y Deportes. Su ámbito de actuación vecinal comprende el barrio de La Viña, y las pedanías de La Parroquia, Zarcilla de Ramos, Morata y Ramonete.  
<br><br>","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/DIEGO.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","María Ángeles Mazuecos Moreno","Nacida en Lorca, el 24 de Noviembre de 1971, está casada y tiene un hijo.<br><br> 
 
Licenciada en Administración y Dirección de Empresas por la Universidad de Murcia, y presenta estudios en Ciencias Exactas, por las UNED. 
<br><br> 
Docente durante más de 25 años, es Gerente de su propia Academia de Enseñanza desde el año 2009.  
<br><br> 
Desde 2015 es Concejal del Excmo. Ayuntamiento de Lorca por el PSOE. Es responsable de las áreas de Educación, Universidad, Juventud y Sociedad de la Información. Su ámbito de actuación vecinal comprende las pedanías de La Escucha y La Campana.  
","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/NINES.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","Joaquín David Romera Franco","Nacido en Lorca, el 23 de Mayo de 1981. <br><br> 
Doctor en Geografía y Ordenación del Territorio por la Universidad de Murcia. <br> 
Máster en “Paisaje Mediterráneo: transformaciones recientes y perspectivas” por la Universidad de Murcia.  
<br><br> 
Tesis Doctoral: “Configuración urbana de Lorca (1940-1979). Ciudad, espacio geográfico y dinámica socioeconómica”, de 3.289 pp., con calificación Sobresaliente Cum Laude.  
<br><br> 
 
Posee el Certificado de Estudios Avanzados para la Suficiencia Investigadora. <br> 
Ha realizado una veintena de cursos de formación complementaria que abarcan diferentes áreas vinculadas a la Geografía (energías renovables, espacio rural y urbano, inmigración, medio ambiente, historia contemporánea, historia local, educación, patrimonio histórico, historia del Arte, turismo…)  
<br><br> 
Respecto a su trayectoria profesional, ha ejercido y ejerce desde hace más de diez años como Profesor y educador en varias entidades privadas realizando las tareas propias del puesto y de mediación social.  
<br><br> 
Ha trabajado como recepcionista y Guía turístico en “Lorca Taller del Tiempo” durante casi ocho años y ha desempeñado su función como Agente para el desarrollo turístico en el medio rural en la Concejalía de Turismo del Ayuntamiento de Lorca.  
<br><br> 
También colabora mensualmente y desde hace diez años en la revista “Vivir en Lorca” tratando cuestiones relacionadas con la dinámica y evolución de la ciudad y su espacio urbano, y está realizando una serie de vídeos para la promoción exterior de la ciudad, “Rincones de Lorca”, disponible en la plataforma Youtube. Labor profesional que ha ido compatibilizando con una intensa actividad investigadora, lo que ha tenido su reflejo en la publicación de un libro sobre el riesgo de inundación y la ordenación del territorio así como una veintena de artículos publicados en diversas revistas de divulgación general y de carácter científico relacionados con la Geografía Urbana y Ordenación del Territorio, Historia del Urbanismo, Riesgos Naturales, Actividades Económicas y Patrimonio Histórico. También ha  impartido diferentes conferencias y ponencias en foros culturales y universitarios y ha intervenido en congresos de su especialidad. Asimismo, mantiene su vinculación investigadora con la Universidad de Murcia. 
<br><br> 
En 2015 fue nombrado Concejal del Grupo Municipal Socialista en el Excmo. Ayuntamiento de Lorca. Es responsable de las áreas de Urbanismo y Ordenación del Territorio, Riesgos Naturales, Vivienda, Movilidad y Transportes, Medio Ambiente y Casco Histórico. Su ámbito de actuación vecinal está en los Barrios de San Cristóbal, San Diego, Ramblilla de Tejares, Los Ángeles, Apolonia y Corazón de María, de Lorca.  
","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/DAVID.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","Antonio Navarro Pérez","Nacido en Lorca, el 3 de Diciembre de 1967. Está casado y tiene tres hijas.<br><br> 
Es mediador de seguros titulado, con experiencia laboral en este sector desde el año 2000. <br><br> 
Es Director Gerente de empresa de mediación desde el año 2015. <br><br> 
Fundador y Presidente, desde 2016, de la Asociación Los Parados de Lorca se mueven. <br><br> 
Ha sido Vicesecretario General de la Agrupación Socialista de Lorca. En 2015, fue nombrado concejal del Excmo. Ayuntamiento de Lorca por las siglas del PSOE. Es responsable de las áreas de Empleo, Política Rural, Agua, Agricultura, Ganadería, Inmigración y Recuperación tras los terremotos. Su ámbito de actuación vecinal abarca las pedanías de la zona de la huerta de Lorca.  
","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/ANTONIO.jpg","Concejal oposición"
"34","Concejalía de Familia y Bienestar Social","","","","","","Oficina de atención social, familia, inmigración, política del mayor, ONGs","Alameda de Cervantes, nº 30","-1.6978377858992","37.6680087300434","Fátima María Minguez Silvente","Nacida en Lorca el 12 de Marzo de 1983<br><br> 
FORMACIÓN ACADÉMICA.<br> 
1997/2001	BUP/COU en el Instituto “Ramón Arcas Meca” de Lorca. Nota expediente: 8. 96 y premio extraordinario de Bachillerato y matrícula de honor en C.O.U.<br> 
 
2001/2006  Licenciada en Derecho por la Universidad Católica San Antonio de Murcia. Nota media: 8.79.<br> 
 
2008/2010 Diplomada en Magisterio, Especialidad de Educación Primaria por Universidad de Murcia. Nota media: 8.53.<br> 
 
2009 Certificado de Aptitud Pedagógica (CAP) por la Universidad de Murcia.<br><br> 
EXPERIENCIA PROFESIONAL.<br> 
Agosto de 2012 hasta la actualidad ejerzo como auxiliar administrativo y secretaria para la Concejalía para Gestión y Recuperación tras el terremoto del Excmo Ayuntamiento de Lorca. Funciones: <br> 
	Organización de agenda de la concejala.<br> 
	Realización de actas, oficios ,escritos y alegaciones.<br> 
	Mediación con ciudadanos afectados por el terremoto de mayo 2011<br> 
	Elaboración de estadísticas.<br> 
	Atención al ciudadano.<br><br> 
Noviembre 2011- docencia sobre técnicas de estudio en  I.E.S  Rambla de Nogalte<br> 
Convenio en prácticas universitarias tres meses en Euroconsulting, S.A., Lorca.<br><br> 
OTROS CURSOS Y SEMINARIOS.<br> 
2011 - Curso “La disciplina y la motivación en el aula”, por SPIDO.<br> 
 
2011 - Curso “Las Competencias básicas en Educación Primaria”, por	Universidad Rey Juan Carlos.<br> 
 
2010 - Curso “La Atención a Alumnos con necesidades Educativas Especiales” por SPIDO.<br> 
	2010 - Curso “Elaboración de Programaciones y Unidades Didácticas, por SPIDO.<br> 
 
2010 - Curso “Educación en Valores y Temas Transversales” por SPIDO.<br> 
 
2010 - Curso “Prevención y Salud Laboral en el Ámbito Docente” por SPIDO.<br> 
 
2007 - Curso “Bolsa y Mercados Financieros”, por Universidad de Murcia.              <br> 
 
2007 - Curso “Tendencias Actuales Nacionales e Internacionales de la Fiscalidad”, por Universidad Internacional del Mar.<br> 
 
2004 - Curso “Diagnóstico sobre la Justicia en España: Perspectivas de Futuro”. (4 ETCS), por Universidad Internacional del Mar. 	 <br><br> 
IDIOMAS <br> 
INGLÉS Nivel Intermedio 2 (4º curso) de la Escuela Oficial de Idiomas de Lorca. Cursando actualmente.<br> 
FRANCÉS: Nivel intermedio escrito y hablado.<br><br> 
INFORMÁTICA <br> 
Conocimientos de informática: <br> 
•	Internet nivel usuario<br> 
•	Windows , MAC, LINUX.<br>","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/FatimaMinguez.jpg","Concejal"
"6","Concejalía de Contratación","968464911","","","","","Archivo Municipal","Casa de los Alburquerque (C/ Selgas, nº 8)","-1.70036605669179","37.6761337312107","Fátima María Minguez Silvente","Nacida en Lorca el 12 de Marzo de 1983<br><br> 
FORMACIÓN ACADÉMICA.<br> 
1997/2001	BUP/COU en el Instituto “Ramón Arcas Meca” de Lorca. Nota expediente: 8. 96 y premio extraordinario de Bachillerato y matrícula de honor en C.O.U.<br> 
 
2001/2006  Licenciada en Derecho por la Universidad Católica San Antonio de Murcia. Nota media: 8.79.<br> 
 
2008/2010 Diplomada en Magisterio, Especialidad de Educación Primaria por Universidad de Murcia. Nota media: 8.53.<br> 
 
2009 Certificado de Aptitud Pedagógica (CAP) por la Universidad de Murcia.<br><br> 
EXPERIENCIA PROFESIONAL.<br> 
Agosto de 2012 hasta la actualidad ejerzo como auxiliar administrativo y secretaria para la Concejalía para Gestión y Recuperación tras el terremoto del Excmo Ayuntamiento de Lorca. Funciones: <br> 
	Organización de agenda de la concejala.<br> 
	Realización de actas, oficios ,escritos y alegaciones.<br> 
	Mediación con ciudadanos afectados por el terremoto de mayo 2011<br> 
	Elaboración de estadísticas.<br> 
	Atención al ciudadano.<br><br> 
Noviembre 2011- docencia sobre técnicas de estudio en  I.E.S  Rambla de Nogalte<br> 
Convenio en prácticas universitarias tres meses en Euroconsulting, S.A., Lorca.<br><br> 
OTROS CURSOS Y SEMINARIOS.<br> 
2011 - Curso “La disciplina y la motivación en el aula”, por SPIDO.<br> 
 
2011 - Curso “Las Competencias básicas en Educación Primaria”, por	Universidad Rey Juan Carlos.<br> 
 
2010 - Curso “La Atención a Alumnos con necesidades Educativas Especiales” por SPIDO.<br> 
	2010 - Curso “Elaboración de Programaciones y Unidades Didácticas, por SPIDO.<br> 
 
2010 - Curso “Educación en Valores y Temas Transversales” por SPIDO.<br> 
 
2010 - Curso “Prevención y Salud Laboral en el Ámbito Docente” por SPIDO.<br> 
 
2007 - Curso “Bolsa y Mercados Financieros”, por Universidad de Murcia.              <br> 
 
2007 - Curso “Tendencias Actuales Nacionales e Internacionales de la Fiscalidad”, por Universidad Internacional del Mar.<br> 
 
2004 - Curso “Diagnóstico sobre la Justicia en España: Perspectivas de Futuro”. (4 ETCS), por Universidad Internacional del Mar. 	 <br><br> 
IDIOMAS <br> 
INGLÉS Nivel Intermedio 2 (4º curso) de la Escuela Oficial de Idiomas de Lorca. Cursando actualmente.<br> 
FRANCÉS: Nivel intermedio escrito y hablado.<br><br> 
INFORMÁTICA <br> 
Conocimientos de informática: <br> 
•	Internet nivel usuario<br> 
•	Windows , MAC, LINUX.<br>","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/FatimaMinguez.jpg","Concejal"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","Gloria Martín Rodríguez","Madrid, 1975. Licenciada en Ciencias Políticas y de la Administración por la Universidad Complutense de Madrid, Técnico Auxiliar de Enfermería y estudiante de Derecho. Trabajadora autónoma, ha dedicado la mayor parte de su actividad laboral a la comunicación política,  a la sanidad y a la enseñanza de adultos. Fundadora de la Asociación de Comerciantes de ‘El Gato’. Colabora desinteresadamente con diversas ONG’s locales en tareas de diseño gráfico y comunicación. Miembro de la coordinadora comarcal de IU-Verdes en el Valle del Guadalentín. Vecina de la Alameda de Cervantes. ","http://www.lorca.es//ficheros/image/Ayuntamiento/corporacion%20Municipal/gloria-martin.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","Isidro Abellán Chicano","Nacido en Lorca, el 29 de Agosto de 1973. Está casado y tiene dos hijas.<br><br> 
Economista, Licenciado en Administración y Dirección de Empresas por la Universidad de Murcia, y Máster en Tributación y Asesoría Fiscal Internacional, ejerce desde hace años como profesional independiente en el ámbito de la Asesoría Fiscal, Contable y Financiera.<br><br> 
En su época universitaria fue precursor y fundador de las primeras Junior-Empresas de la Región de Murcia, ha desempeñado cargos directivos en la Cofradía del Stmo. Cristo del Perdón - Paso Morado de Lorca, y ha sido miembro del comité ejecutivo de la Unión de Comerciantes de Lorca y presidente del Área Comercial El Carmen.<br><br> 
En el mandato corporativo 2007-2011 fue elegido Concejal del Excmo. Ayuntamiento de Lorca, bajo las siglas del PSOE. Responsabilidad que ejerce en la actualidad y desde las Elecciones Municipales de 2015, como Concejal-Viceportavoz del Grupo Municipal Socialista y responsable de las áreas de Economía, Hacienda, Fomento y Comercio. Su ámbito de actuación vecinal abarca el entorno urbano de las Alamedas y de la antigua carretera de Águilas.  
","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/ISIDRO.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","María Soledad Sánchez Jódar","Nacida en Lorca, el 9 de Septiembre de 1979. Está casada y tiene dos hijos. <br><br> 
Es Licenciada en Pedagogía por la Universidad de Murcia. En la actualidad cursa estudios de Grado en Derecho. <br><br> 
Ha trabajado como Pedagoga en programas de Prevención para la Violencia de Género, Educación No Sexista y Educación para la Salud y Prevención del Maltrato Infantil (2002-2006).<br><br> 
Emprendedora de proyecto empresarial en el sector textil pionero a nivel nacional.<br><br> 
Durante seis años formó parte de la directiva de la Federación de Asociaciones de Vecinos.<br><br> 
Desde el año 2007 ha sido miembro de la Comisión Ejecutiva Municipal del PSOE en Lorca. Ha formado parte de la Comisión Ejecutiva Regional y del Comité Regional del PSRM-PSOE. Entre 2001 y 2009 fue miembro de la Comisión Ejecutiva Municipal de las Juventudes Socialistas de Lorca. <br><br> 
En 2006, tomó posesión de su cargo como Concejal Delegada del Excmo. Ayuntamiento de Lorca, responsable de las áreas de Sanidad y Consumo. <br><br> 
En la VIII Legislatura fue Diputada por Murcia en el Congreso de los Diputados. Vocal de la Comisión de Industria, Turismo y Comercio desde el 15/06/2007 al 15/01/2008, y Vocal de la Comisión no permanente sobre seguridad vial y prevención de accidentes de tráfico desde el 15/06/2007 al 15/01/2008. 
<br><br> 
En los mandatos corporativos 2007-2011, 2011-2015 y 2015-2019, es Concejal-Viceportavoz primera del PSOE en el Excmo. Ayuntamiento de Lorca, responsable de las áreas de Sanidad, Consumo, Plazas y Mercados, Seguridad Ciudadana, empleo en Barrios Altos y Proyecto URBAN. Su ámbito de actuación vecinal comprende el conjunto de las pedanías altas de Lorca, barrios altos de la ciudad, La Hoya y Almendricos.  
","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/MARISOL.jpg","Concejal oposición"
"107","Oposición","","","","","","Ayuntamiento de Lorca","Plaza de España s/n","-1.69980011058965","37.6764882563243","Andrea Periago López","Nacida en Lorca, el 17 de Marzo de 1963, está casada y tiene dos hijos. <br><br> 
Es Auxiliar Administrativo y ha trabajo en régimen de Autónomo durante 17 años. <br><br> 
Ha sido Vicepresidenta de la Asamblea Local de Cruz Roja de Lorca desde los años 2001 hasta 2011, y Secretaria de la Federación de Organizaciones de la Mujer de Lorca, desde 1998 hasta 2007, año en que fue elegida Presidenta de este colectivo. <br><br> 
En 2011 fue nombrada Concejal del Excmo. Ayuntamiento de Lorca por las siglas del PSOE, responsabilidad que ejerce en la actualidad. Responsable de las áreas de Igualdad, ONG´s, Mayor, Atención Social y Participación Ciudadana. Su ámbito de actuación vecinal comprende los barrios de San José y Alfonso X.  
","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/ANDRA.jpg","Concejal oposición"
"19","Concejalía de Transportes","","","","","","Centro Integral de Seguridad Ciudadana","Avda. alcalde José López Fuentes","-1.69938005608276","37.657982574535","Francisco Javier Pelegrín Poveda","Nació en Lorca en 1975. Casado y con 2 hijos, es Ingeniero Técnico Informático de Sistemas, siendo Jefe de Informática de la autopista de la Costa Cálida.<br><br>Firmemente comprometido con su diputación natal y en la que sigue viviendo, La Hoya, ha sido Presidente de su Asociación de Vecinos y fundador de la Asociación Juvenil, además de colaborar con la Cuadrilla. 
","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/F-Javier%20Pelegrin.jpg","Concejal"
"22","Concejalía de Descentralización y Participación territorial y ciudadana","968478580","","participacion@lorca.es","http://www.participacion.lorca.es/","","Centro Cultural de la ciudad","C/ Presbítero Emilio García s/n","-1.69722250772634","37.6741700135269","Francisco Javier Pelegrín Poveda","Nació en Lorca en 1975. Casado y con 2 hijos, es Ingeniero Técnico Informático de Sistemas, siendo Jefe de Informática de la autopista de la Costa Cálida.<br><br>Firmemente comprometido con su diputación natal y en la que sigue viviendo, La Hoya, ha sido Presidente de su Asociación de Vecinos y fundador de la Asociación Juvenil, además de colaborar con la Cuadrilla. 
","http://www.lorca.es/ficheros/image/Ayuntamiento/corporacion%20Municipal/F-Javier%20Pelegrin.jpg","Concejal"
